kepid,KOI,Morph,Mult,BJD0,BJD0 Err,Period,Period Err,Kepmag,Teff,RA,Dec
5471619, ,0.6,1,54965.198253,0.030364,0.962835,1E-06,12.37,7844,297.7036,40.6425
5473556, ,0.21,1,54956.478952,0.054508,11.258824,3.43E-05,13.545,5932,298.1501,40.6562
5474733,1610,0.54,1,55066.460374,0.015552,0.883775,9E-07,14.063,5700,298.3949,40.6289
5475624, ,0.66,1,55279.978167,0.052437,1.069843,1.5E-06,15.549,6561,298.555,40.6066
5475712, ,0.53,1,54967.174359,0.050563,2.991885,5.1E-06,13.28,6370,298.5738,40.6766
5477805,1607,0.18,1,55067.660282,0.019559,5.00671,1.08E-05,13.518,5921,298.9625,40.6307
5478466, ,0.97,1,54964.857262,0.028013,0.482501,4E-07,14.226,5809,299.0945,40.6942
5479973, ,0.58,1,54964.869626,0.043667,1.795273,2.5E-06,14.889,6169,299.3805,40.6948
5481426,3772,0.22,1,55002.1902,0.020663,4.768103,3E-05,19.319,,299.6449,40.6906
5511076, ,-1,1,54999.687125,,6.513199,1.62E-05,11.863,5931,282.9722,40.727
5513861, ,0.57,1,54954.995935,0.029084,1.510212,2E-06,11.638,6170,284.3522,40.7147
5524325, ,0.83,1,54999.679313,0.037286,0.624979,9.6E-06,14.962,7181,288.9038,40.771
5527172,1678,0.34,1,54975.414638,0.026123,3.183967,6.7E-06,12.678,5640,289.8181,40.7239
5529643,1679,0.62,1,54964.790332,0.031945,0.759766,7E-07,15.932,5902,290.5111,40.7086
5530881, ,0.27,1,54965.96077,0.031832,5.082522,1.1E-05,13.508,6138,290.9227,40.7774
5534702, ,0.59,1,54965.634507,0.022518,1.025466,1.1E-06,13.821,6838,292.1834,40.7072
5534814,838,0.07,1,54996.290569,0.015193,9.718775,2.8E-05,15.311,5794,292.2144,40.7598
5534965,3557,0,1,54992.495126,0.068554,243.821244,0.00228,13.297,6194,292.2604,40.7037
5535061, ,0.77,1,54954.051273,0.025524,0.46343,3E-07,12.388,6580,292.2867,40.7486
5535280, ,0.01,1,54979.138172,0.038689,74.985301,0.000507,14.851,5730,292.3479,40.7331
5543482, ,0.8,1,55000.186215,0.017215,0.294828,2E-07,15.734,5156,294.6424,40.7298
5546761,2160,0.15,1,54964.588566,0.10191,17.670652,6.62E-05,14.874,5564,295.4812,40.732
5553624, ,0.13,1,54972.733739,0.086419,25.762071,0.000113,14.231,5358,296.9871,40.7754
5553652,1575,0.06,1,54974.041196,0.041276,24.328232,0.000105,15.952,5143,296.9919,40.7589
5557368, ,0.93,1,54953.768264,0.017859,0.297931,2E-07,12.65,5143,297.735,40.7678
5560831,3819,0.6,1,54999.871366,0.026329,0.867721,1.9E-06,16.09,,298.4946,40.7316
5563300,3309,0,1,54967.733292,0.016693,71.054766,0.000471,14.71,5090,298.9683,40.7974
5563814, ,0.91,1,54964.683004,0.019449,0.308234,2E-07,15.192,5032,299.067,40.721
5565486,3742,0.5,1,55001.432884,0.034903,2.825047,6E-06,14.964,6471,299.3781,40.7574
5567438, ,0.96,1,54964.989528,0.033414,0.58454,5E-07,13.809,6289,299.749,40.7725
5596440,648,-1,1,54973.696864,,10.474857,3.19E-05,13.22,6256,282.7207,40.8992
5597970,6014,0.14,1,54956.7744,0.024492,6.717384,1.69E-05,12.778,,283.4398,40.8362
5598639, ,0.58,1,54955.013385,0.025718,1.297551,1.6E-06,10.201,,283.7774,40.842
5606644, ,0.63,1,54999.672477,0.018368,0.861931,1.54E-05,14.833,7541,287.4298,40.8225
5608566,609,0.12,1,54965.450439,0.013001,4.396997,9E-06,14.491,5696,288.1607,40.8789
5610698, ,0.54,1,54965.89133,0.059863,4.132528,8.2E-06,13.894,6247,288.9207,40.8813
5611561, ,0.75,1,55000.00942,0.014541,0.258695,2E-07,13.971,,289.2022,40.8676
5611763, ,0.98,1,55000.103112,0.020214,0.361605,4.4E-06,14.931,6201,289.2686,40.8273
5615528, ,0.7,1,54964.771134,0.016274,0.339175,2E-07,14.562,5850,290.4088,40.8287
5615815, ,0.8,1,55000.135248,0.040915,0.67425,1.08E-05,14.814,7128,290.4942,40.896
5617953, ,0.76,1,55002.067477,0.016044,0.298696,2E-07,15.885,5289,291.183,40.8317
5620981, ,0.79,1,54964.759352,0.020202,0.333516,2E-07,14.873,5406,292.1272,40.8834
5621294, ,0.6,1,54954.510518,0.029466,0.938905,9E-07,13.613,8425,292.2193,40.8933
5622250, ,0.09,1,54976.192955,0.037638,16.294214,5.89E-05,14.203,6215,292.5132,40.8276
5623774, ,0.53,1,54964.773587,0.037425,1.13363,1.3E-06,13.784,4975,292.9621,40.8755
5623923, ,0.61,1,54999.527782,0.037173,1.20875,1.26E-05,16.517,8300,293.0064,40.8546
5629353,6132,0.06,1,55016.172971,0.057205,33.325,0.00279,14.624,6016,294.5579,40.8505
5630212, ,0.36,1,54990.559256,0.250755,47.584765,0.000271,10.214,,294.7917,40.8709
5632781, ,0.23,1,54975.739951,0.075262,11.025202,3.32E-05,12.113,5786,295.4383,40.8436
5636642,3817,0.47,1,54999.628184,0.010246,0.9335,2.9E-06,16.428,5528,296.3308,40.8963
5640750, ,0.05,1,55269.635714,1.333982,987.3,0.0147,11.565,4557,297.2018,40.8924
5642620,2882,0.42,1,54965.065125,0.056461,0.986791,1.3E-06,15.398,4442,297.5909,40.815
5643492,6015,0.03,1,54994.174422,0.043621,41.865472,0.000228,14.528,5832,297.7605,40.83
5647008, ,0.56,1,54965.008851,0.012075,0.799862,8E-07,14.335,5444,298.5268,40.8584
5648449,979,0.24,1,54960.906937,0.020725,4.348864,8.7E-06,10.68,,298.8041,40.8436
5649206,3636,0.29,1,54998.774821,0.029543,4.893474,3.12E-05,17.991,,298.9585,40.8636
5649325,2676,0.02,1,55001.044383,0.179821,391.1,0.00505,13.56,5716,298.9804,40.872
5649956,1540,0.43,1,55003.957982,0.022555,2.41574,3.9E-06,15.559,5390,299.1033,40.8493
5652260,3703,0.15,1,55001.010589,0.156138,8.92926,7.37E-05,17.296,5516,299.5469,40.8613
5652983,371,0,1,55077.109538,0.041974,498.374739,0.00735,12.193,4997,299.6762,40.8565
5653126, ,0.09,1,54985.816152,0.067928,38.496882,0.000195,13.173,5766,299.702,40.8963
5685072, ,0.73,1,54964.626512,0.01287,0.255905,2E-07,13.187,4626,283.9091,40.9826
5696909, ,0.5,1,54964.687693,0.008879,0.643003,6E-07,14.984,5451,289.0711,40.9788
5699617, ,0.77,1,54964.792095,0.016878,0.288917,2E-07,14.971,4817,289.9502,40.9866
5700330, ,0.09,1,54971.579009,0.129982,53.220414,0.000313,13.613,5605,290.1534,40.9016
5702939,3000,0.09,1,54996.298368,0.036583,18.398201,6.98E-05,14.168,5634,290.9722,40.9947
5703230, ,0.93,1,54954.358193,0.041734,0.731474,7E-07,11.795,7748,291.0714,40.917
5707897, ,-1,1,54998.254127,,8.416091,2.26E-05,12.889,6066,292.5603,40.9969
5716244, ,0.58,1,54965.785021,0.034816,1.330333,1.6E-06,15.423,5683,294.9603,40.987
5716763,272,0.46,1,54953.978797,0.008977,0.640661,5E-07,12.107,5672,295.1011,40.9867
5728139,206,0.27,1,54964.980826,0.054092,10.668165,3.22E-05,14.463,5771,297.5937,40.9773
5728283,1011,0.36,1,55003.981305,0.056918,6.198279,1.53E-05,15.67,5750,297.6203,40.9431
5730394,3603,0.39,1,55000.566806,0.04385,5.519178,2.67E-05,16.117,5122,298.0619,40.9573
5731312, ,0.08,1,54968.093163,0.016403,7.946382,2.11E-05,13.811,4658,298.2518,40.9035
5733154, ,-1,1,54980.084398,,62.519903,0.00039,12.671,6839,298.6118,40.9491
5733384, ,0.98,1,55003.51199,0.087002,1.546709,2E-06,10.395,6360,298.6529,40.9016
5735878, ,0.14,1,54966.17441,0.059794,16.832082,6.08E-05,13.125,6045,299.1617,40.927
5736461, ,0.24,1,55006.619726,0.040744,7.346164,1.95E-05,15.63,5412,299.2717,40.9724
5736537, ,-1,1,54965.954593,,1.761529,6E-06,13.654,7395,299.2878,40.9129
5737474, ,0.76,1,55000.019889,0.02585,0.397942,3E-07,15.829,5613,299.4743,40.9945
5738506,3676,0.14,1,55002.990756,0.029954,9.501479,7.95E-05,18.347,,299.6812,40.9679
5738698,6134,0.41,1,54956.591698,0.043652,4.808774,1.01E-05,11.941,6210,299.7198,40.904
5768927,6135,0.16,1,54956.769334,0.019232,4.390512,9.1E-06,13.209,5799,283.2617,41.0845
5770431, ,0.89,1,54953.923385,0.024001,0.392437,3E-07,13.399,6338,283.9705,41.0812
5770860, ,0.88,1,54965.270153,0.045096,0.737562,7E-07,13.857,6391,284.1901,41.025
5771589, ,0.12,1,54962.116764,0.038736,10.739142,3.32E-05,11.809,5927,284.5855,41.0096
5771719,190,0.11,1,54972.304212,0.033857,12.264877,4.04E-05,14.137,5425,284.6489,41.015
5771961, ,-1,1,55009.861435,,26.066437,0.000116,10.561,6977,284.7599,41.0434
5773205, ,0.62,1,55000.123267,0.012056,0.266871,1.7E-06,19.742,,285.3719,41.0711
5774375, ,0.6,1,54965.677949,0.044993,1.549977,2E-06,13.939,5173,285.9259,41.0908
5779852,449,0,1,55325.292783,0.02707,504.15592,0.00735,14.183,6081,288.1981,41.0942
5781192, ,0.14,1,54961.882581,0.032163,9.459993,2.67E-05,12.989,5372,288.6974,41.0592
5783368, ,0.81,1,54999.466516,0.174003,1.863873,4.66E-05,14.806,7910,289.4322,41.0168
5783676, ,0.97,1,54964.498776,0.021396,0.401445,3E-07,13.476,5911,289.5334,41.0759
5785551, ,0.74,1,55002.019292,0.013822,0.266688,2E-07,15.094,5034,290.0881,41.0737
5785586, ,0.59,1,54964.816145,0.012653,0.459621,3E-07,15.756,5125,290.0996,41.0814
5786154, ,0.18,1,55162.610767,0.954804,197.920781,0.00192,13.534,4743,290.2559,41.018
5786545, ,0.75,1,55001.987489,0.015041,0.280575,2E-07,15.432,4954,290.3605,41.0525
5790807,259,-1,1,54960.128986,,79.996246,0.000544,9.954,6349,291.7718,41.0981
5790912, ,0.78,1,54964.715689,0.021475,0.383317,3E-07,14.494,5733,291.8089,41.0142
5791886, ,0.77,1,54999.992375,0.018684,0.32517,3E-07,15.348,5647,292.1333,41.0489
5792093, ,0.71,1,54964.643362,0.033099,0.600588,5E-07,13.906,6312,292.2002,41.0137
5795648,6016,0.16,1,54954.773067,0.021005,4.553369,9.3E-06,11.471,6052,293.2944,41.0354
5796185,3369,0.01,1,55207.366051,0.021253,42.559235,0.000284,15.831,5530,293.4561,41.0459
5796675,652,0.05,1,54967.517223,0.024754,16.080676,5.8E-05,13.653,4628,293.5919,41.0952
5801571,225,0.35,1,54965.31282,0.011656,1.677194,2.2E-06,14.784,6037,294.9133,41.0747
5802285, ,0.26,1,54964.9844,0.012577,2.41705,3.8E-06,15.349,4791,295.1084,41.0741
5802470, ,0.26,1,54967.133705,0.021845,3.791873,7.2E-06,13.764,5418,295.1563,41.0526
5802486,1039,0.36,1,55003.405755,0.016377,2.14784,3.3E-06,15.686,5646,295.1605,41.0793
5802834, ,0.88,1,54954.476652,0.061046,1.092443,1.2E-06,12.211,6077,295.2704,41.0241
5807579, ,0.07,1,54966.693941,0.031135,17.844325,6.73E-05,13.745,,296.3493,41.073
5809827, ,0.67,1,54965.492031,0.039255,1.22211,1.4E-06,13.538,6076,296.8463,41.0137
5809868, ,0.8,1,54964.797027,0.025501,0.43939,3E-07,12.955,6878,296.8543,41.0675
5816806,3645,0.33,1,55003.096188,0.031142,4.455436,1.97E-05,17.046,,298.338,41.0753
5817566,6138,0.47,1,54961.017551,0.071903,8.412198,2.26E-05,11.684,7994,298.476,41.0799
5818706, ,-1,1,55003.064617,,14.959941,5.14E-05,11.493,6123,298.6959,41.0417
5820209, ,0.81,1,54964.813901,0.094428,0.656087,6E-07,13.495,4750,298.9905,41.0645
5821050, ,0.97,1,54953.930478,0.109535,1.933369,2.7E-06,12.142,6764,299.1503,41.0687
5823121, ,0.79,1,54965.628732,0.150153,2.298001,3.5E-06,13.89,5283,299.5424,41.0488
5858519,5206,0.39,1,55000.473253,0.041163,4.1825,0.000145,14.74,5933,285.1034,41.1125
5866099,1055,0.06,1,54966.63221,0.034606,36.976706,0.000188,13.698,5366,288.4429,41.1722
5866104,3651,0.03,1,55003.63537,0.034509,36.976,0.000544,17.066,,288.4448,41.1726
5866138, ,0.05,1,54926.772963,0.48967,342.3,0.00381,11.07,5078,288.4589,41.1082
5871918, ,0.11,1,54972.75983,0.032969,12.643297,4.09E-05,15.701,4021,290.3489,41.1378
5872150,414,0.08,1,54967.645862,0.04048,20.355103,8.11E-05,14.557,5816,290.4254,41.1392
5872506, ,0.78,1,55000.424875,0.631264,2.126088,5.62E-05,14.73,7571,290.5345,41.1675
5872696, ,0.99,1,54953.79871,0.009822,0.172613,1E-07,11.854,,290.5962,41.1856
5876360,4279,0.53,1,54999.817075,0.012107,1.050844,3.4E-06,17.172,,291.82,41.1125
5876805,3331,0.15,1,55188.230522,0.071832,18.173036,8.62E-05,15.927,5559,291.965,41.1222
5877364, ,-1,1,54996.428536,,89.648538,0.000638,8.88,,292.1599,41.1982
5878081, ,0.72,1,54999.857562,0.030588,0.591134,8.9E-06,14.372,7695,292.3893,41.115
5878836, ,0.8,1,55002.150031,0.021281,0.354879,3E-07,15.163,5491,292.6385,41.1087
5880320,1060,0.2,1,54973.212603,0.104426,12.109639,3.85E-05,14.348,6400,293.0846,41.1354
5881838, ,0.73,1,55005.795225,0.01591,0.300331,2E-07,14.737,5093,293.5332,41.1436
5887316, ,0.55,1,54964.667064,0.007511,0.603081,5E-07,13.989,6216,295.0456,41.1042
5891963, ,0.95,1,54949.819126,0.015376,0.28196,2E-07,13.602,5526,296.1734,41.1401
5897826,126,0.13,1,54967.628858,0.116761,33.804203,0.000164,13.109,5661,297.4759,41.1143
5903301,3692,0.42,1,55003.423122,0.014291,2.32033,4.1E-06,15.149,5948,298.6583,41.1389
5942093,1995,0.03,1,55008.011703,0.012887,14.387308,6.5E-05,15.264,5587,284.8745,41.2037
5944240, ,-1,1,54999.591219,,2.553222,7.23E-05,14.671,7474,285.9139,41.2916
5951553, ,0.95,1,54965.011318,0.023008,0.431971,3E-07,15.343,5863,289.021,41.2835
5952403,6139,0.53,1,54965.197892,0.014736,0.905678,9E-07,6.966,,289.2874,41.2648
5955321, ,0.16,1,54975.752564,0.024722,11.637882,3.63E-05,15.385,6169,290.1827,41.2166
5955731, ,0.99,1,54954.553889,0.053372,1.00383,1E-06,12.993,,290.3092,41.2249
5956588, ,0.83,1,55001.906729,0.018724,0.272907,2E-07,15.833,5202,290.5842,41.2352
5956776,3821,0.61,1,55000.303505,0.019527,0.569115,1E-06,16.747,6946,290.6483,41.2341
5957123, ,0.91,1,55000.98644,0.180596,2.822975,4.25E-05,15.132,8926,290.7715,41.244
5960283, ,0.94,1,55110.101764,0.014553,0.249668,1E-07,15.761,5308,291.8151,41.2432
5960989, ,-1,1,54983.68651,,50.721534,0.000298,12.51,6074,292.052,41.2661
5961327, ,0.76,1,54964.708008,0.015779,0.299202,2E-07,15.417,4842,292.1672,41.2941
5961350,6017,0.14,1,54958.099691,0.018949,5.262668,1.15E-05,13.537,6869,292.1745,41.2907
5962514, ,0.56,1,54999.878941,0.030566,1.580099,3.67E-05,14.838,6566,292.5399,41.2116
5962716, ,0.47,1,54965.389949,0.023752,1.804608,2.5E-06,13.877,6035,292.6083,41.2252
5965819,3319,0.28,1,55143.757424,0.046852,8.240055,2.21E-05,15.024,5718,293.5199,41.2774
5966237, ,0.91,1,55000.083643,0.022671,0.397583,5E-06,14.935,6589,293.649,41.2975
5975712, ,0.87,1,54953.90719,0.054603,1.136093,1.2E-06,11.507,,296.0697,41.271
5977736, ,0.8,1,55003.038327,0.096316,1.57913,2E-06,13.172,7661,296.5202,41.2328
5978521, ,0.94,1,54964.694901,0.033909,0.608151,5E-07,13.676,6439,296.6989,41.2635
5979863,6018,0.07,1,54966.551875,0.027927,16.621854,6.08E-05,15.229,5698,297,41.29
5980800,3882,0.61,1,55002.0335,0.010827,0.414163,4E-07,15.044,5193,297.2035,41.2289
5982353,1036,0.1,1,54967.353946,0.048433,19.563095,7.51E-05,11.115,5961,297.5255,41.2618
5983348, ,0.08,1,54983.344883,0.048482,25.150784,0.000108,15.048,5680,297.7337,41.2509
5983351, ,0.74,1,55001.958846,0.017628,0.321185,4E-07,17.834,,297.7351,41.2537
5983532,4289,0.01,1,55232.092211,0.048826,147.288448,0.00137,15.05,4298,297.7801,41.2092
5984000, ,0.82,1,54964.653132,0.019863,0.323058,2E-07,14.431,5414,297.8845,41.2494
5986209,3476,0.03,1,55297.374713,0.023134,23.73797,0.000126,15.147,5345,298.3718,41.2918
5988465, ,0.76,1,54960.118623,0.378107,7.056526,1.75E-05,11.418,8661,298.8648,41.2941
5990753, ,0.15,1,55002.947127,0.025778,7.216592,1.81E-05,10.916,4886,299.3055,41.2635
5991936,2606,0.98,1,55007.926256,0.034112,0.807436,8E-07,13.424,8630,299.5486,41.2414
5992270,1855,0.04,1,55001.391176,0.093069,58.43068,0.000368,14.782,4222,299.622,41.2125
6023859,3414,0.01,1,55109.33776,0.013169,27.009878,0.000141,15.483,3928,284.4963,41.3259
6024572, ,0.86,1,54964.652469,0.025303,0.41491,3E-07,15.521,6224,284.8571,41.3171
6025124,3411,0.01,1,54991.124338,0.011879,26.837724,0.000123,14.426,5931,285.1478,41.3889
6025466, ,0.45,1,54953.774098,0.011505,1.127801,1.3E-06,13.122,5815,285.3023,41.3672
6026204, ,0.98,1,54953.943599,0.12863,2.279815,3.5E-06,11.615,8418,285.6587,41.3144
6028860,2950,0.47,1,55003.147571,0.009008,0.844033,8E-07,14.403,5401,286.9206,41.3712
6029130, ,0.1,1,54967.742093,0.032899,12.591632,4.09E-05,14.832,5160,287.0398,41.3289
6029214, ,0.6,1,54954.334142,0.020332,0.819066,8E-07,12.927,,287.0756,41.391
6034812, ,0.93,1,54953.667262,0.020951,0.367307,2E-07,12.822,,289.3365,41.3186
6041734,2167,0.04,1,54969.058105,0.028222,24.340024,0.000133,15.28,5994,291.6045,41.3094
6042031,4165,0.59,1,54964.565621,0.013826,0.537104,4E-07,13.078,5221,291.6907,41.3329
6042116, ,0.27,1,54958.780702,0.036997,5.407158,1.2E-05,11.3,,291.7181,41.39
6042191, ,-1,1,54981.274403,,43.390923,0.000238,13.158,4986,291.7434,41.31
6042214,450,0.02,1,54977.908143,0.020238,27.046234,0.000123,14.173,6089,291.7522,41.3112
6042663, ,0.07,1,54984.531429,0.050474,30.971769,0.000145,15.596,5354,291.8995,41.3059
6044064, ,0.54,1,54966.7011,0.092018,5.063207,1.1E-05,15.001,5095,292.3532,41.3242
6044543, ,0.67,1,54964.913241,0.025387,0.532086,4E-07,13.764,7240,292.485,41.3156
6045264, ,0.61,1,54965.634157,0.022264,0.90931,9E-07,13.437,6074,292.6973,41.3347
6046061, ,0.7,1,54919.45441,0.015453,0.297256,2E-07,14.988,4563,292.9391,41.3114
6047498,1013,0.42,1,54964.601927,0.009412,1.037445,1.1E-06,15.348,5359,293.3856,41.3498
6048024,1684,0,1,54984.464464,0.016713,62.816,0.00039,12.849,6162,293.5345,41.3299
6048106, ,0.55,1,54999.843039,0.031356,1.559361,3.59E-05,14.091,6777,293.5584,41.3954
6050116, ,0.79,1,54964.708006,0.015182,0.239908,1E-07,14.258,4569,294.138,41.3396
6056992,51,0.09,1,54966.935237,0.024683,10.431153,3.12E-05,13.761,,295.9188,41.3324
6057829, ,0.75,1,54954.079203,0.028262,0.483427,4E-07,13.309,5444,296.124,41.3858
6058614,1799,0.27,1,55004.131839,0.011356,1.73108,2.4E-06,15.505,5735,296.3057,41.3171
6058875,3616,0.51,1,55002.072583,0.015733,1.129868,1.6E-06,15.839,4586,296.3704,41.3905
6060580, ,0.31,1,54954.632263,0.016147,2.313369,3.5E-06,13.46,5308,296.7686,41.3195
6061139, ,0.76,1,54964.913384,0.017958,0.322441,2E-07,15.232,5063,296.8937,41.3081
6063448, ,0.03,1,54972.945177,0.08585,76.017696,0.000507,13.755,6416,297.4073,41.3298
6066379,3649,0.55,1,54999.810009,0.136279,1.30386,4.6E-06,15.475,6047,298.1325,41.3343
6067735, ,0.85,1,54953.695499,0.026819,0.446182,3E-07,12.65,5558,298.4543,41.3149
6072195, ,0.93,1,55000.994686,0.151838,2.800123,4.6E-06,11.41,8313,299.3757,41.3552
6072578, ,0.77,1,54862.142079,0.015159,0.269672,2E-07,14.677,5017,299.4453,41.3524
6103049, ,0.59,1,54964.888912,0.014818,0.643171,6E-07,15.147,5623,283.7682,41.4411
6105491, ,-1,1,56903.857649,,13.299638,4.47E-05,11.919,6486,284.9915,41.4333
6106771, ,0.77,1,54964.616674,0.015617,0.263826,2E-07,15.491,5559,285.5787,41.4378
6109688, ,0.18,1,54959.199116,0.066255,14.086788,4.72E-05,12.271,6845,286.9136,41.4815
6117415,6019,-1,1,54969.445961,,19.741625,7.65E-05,10.543,6282,289.8611,41.4082
6118779, ,0.9,1,54964.62105,0.022155,0.364246,2E-07,15.51,5428,290.2789,41.4117
6124941,1058,0.04,1,54969.20124,0.008151,5.670144,1.29E-05,13.783,,292.2618,41.4426
6128027,6020,0.13,1,54969.906496,0.018423,5.455766,1.22E-05,15.863,4878,293.2185,41.4173
6128141, ,0.3,1,54965.726351,0.012189,1.872624,2.6E-06,14.337,5775,293.2529,41.4263
6128248, ,0.76,1,54964.750595,0.017248,0.291744,2E-07,15.166,4867,293.2808,41.4357
6131659, ,0.09,1,54960.041397,0.034049,17.52783,6.5E-05,12.534,4870,294.2791,41.4369
6137704,3605,0,1,55266.618463,0.039349,178.267972,0.00158,14.16,4975,295.8384,41.4273
6137885, ,-1,1,55003.383308,,12.790099,4.14E-05,12.789,6088,295.883,41.4747
6141791, ,-1,1,54998.492254,,13.659035,4.53E-05,12.995,5859,296.755,41.4846
6143826, ,0.92,1,54953.804632,0.077761,1.35476,1.6E-06,12.711,6928,297.1752,41.4611
6144827, ,0.82,1,54964.644135,0.013294,0.23465,1E-07,14.997,5217,297.4123,41.4411
6145939,5243,0.05,1,55006.195223,0.025896,17.745414,7.8E-05,12.366,6090,297.6765,41.4286
6146838, ,0.03,1,54976.671867,0.026692,27.467201,0.000123,13.182,5338,297.916,41.4856
6147122,1062,0.06,1,54959.763678,0.025041,15.451498,5.37E-05,11.798,7625,297.9812,41.4449
6147573, ,0.07,1,54970.363385,0.038433,25.836833,0.000113,13.347,5503,298.0788,41.4843
6148271,3812,0.57,1,54966.114761,0.040979,1.78529,0.000126,14.026,6284,298.2297,41.4598
6153219, ,0.62,1,55000.260143,0.018763,0.5303,1.3E-06,17.089,6603,299.2638,41.4205
6153672,1794,0.11,1,55153.072286,0.00957,3.364425,6.1E-06,15.337,5600,299.3565,41.4143
6182019,6023,0.29,1,55003.801005,0.026444,3.664965,7.4E-06,15.643,5504,282.6849,41.588
6182849,3512,0.21,1,54999.698484,0.031765,6.399107,1.6E-05,13.718,5893,283.074,41.5409
6185717, ,0.06,1,54972.430554,0.018161,11.702204,3.8E-05,13.393,5901,284.4613,41.5618
6187341,4216,0.42,1,54964.88641,0.011957,0.984599,1.4E-06,15.986,4798,285.2562,41.5956
6187893, ,0.6,1,54954.087252,0.021655,0.789168,8E-07,11.702,5103,285.5196,41.5501
6191574, ,0.5,1,54964.878585,0.010092,1.03453,1.1E-06,14.353,4208,287.177,41.5331
6191945,6024,0.08,1,54968.529821,0.012929,6.807377,0.000765,14.044,4992,287.3327,41.5067
6197038,6144,0.46,1,54961.77658,0.098446,9.751708,2.8E-05,13.531,4937,289.3008,41.5265
6197319, ,0.93,1,54965.64962,0.093756,1.663804,2.2E-06,13.645,,289.4071,41.5861
6200709,3694,0.28,1,55001.464543,0.025672,3.72353,2.11E-05,16.72,5794,290.4167,41.5258
6205460, ,0.58,1,54956.455222,0.098339,3.722832,7E-06,12.746,5242,291.9803,41.5594
6206751, ,0.56,1,54954.013099,0.026099,1.245334,1.4E-06,12.142,6965,292.4063,41.513
6209347,6025,0.3,1,55004.482164,0.015391,2.136577,3.7E-06,15.281,5283,293.1983,41.5583
6209824, ,0.91,1,54954.933021,0.072003,1.262974,1.5E-06,12.127,,293.3472,41.5482
6213131, ,0.64,1,55002.076566,0.023204,0.561416,6E-07,15.535,6328,294.3036,41.5617
6220470, ,0.33,1,54969.504565,0.064689,8.144136,2.17E-05,13.96,7377,296.1589,41.5165
6220497, ,0.62,1,55000.313265,0.050192,1.323167,2.85E-05,14.749,7254,296.1648,41.5559
6223646, ,0.84,1,54953.711109,0.022995,0.364934,2E-07,13.552,7907,296.8833,41.5189
6224853, ,0.95,1,55000.078797,0.030252,0.536048,7.7E-06,14.415,7338,297.1333,41.5361
6227560,3650,0.13,1,55187.672503,0.01371,4.803512,1.29E-05,15.927,4405,297.7585,41.5136
6228703, ,0.21,1,54955.056337,0.035133,8.400414,2.24E-05,12.843,,298.0631,41.5107
6231401, ,0.15,1,54970.586944,0.023393,6.091956,1.44E-05,14.847,5843,298.6218,41.5674
6233466,3552,0.13,1,55008.613065,0.052301,15.873307,0.000123,14.679,5400,299.0473,41.5381
6233903,3609,0.36,1,55001.719115,0.039441,5.990848,3.03E-05,16.455,5699,299.131,41.5899
6262882, ,0.79,1,54965.111503,0.063509,0.996501,1.1E-06,13.979,8317,282.6457,41.6087
6264091, ,0.97,1,54964.640434,0.019803,0.325018,2E-07,15.202,5680,283.2481,41.6531
6265720, ,0.93,1,54964.727675,0.018912,0.312428,2E-07,14.823,5585,284.0142,41.6656
6267702, ,0.9,1,54999.949686,0.015792,0.283196,2E-07,15.593,5065,285.0034,41.6413
6268648,1613,0.08,1,55213.517405,1.669587,503.25,0.00735,11.049,,285.4766,41.6327
6268722,6026,0.25,1,54955.449481,0.015983,2.638433,4.4E-06,12.601,6234,285.5184,41.6605
6279974,1812,0.43,1,54965.09688,0.010065,0.805259,8E-07,13.742,6022,290.1265,41.6011
6281103, ,0.98,1,54964.870623,0.018905,0.363281,2E-07,14.899,5715,290.4672,41.6745
6283224, ,0.56,1,55003.357462,0.015077,0.766473,8E-07,15.572,5100,291.1915,41.6672
6286155,3803,0.13,1,54999.666345,0.034907,14.54183,4.99E-05,13.763,5062,292.1691,41.6198
6286161,3501,0.09,1,54999.765372,0.035931,14.541785,0.000108,16.709,5735,292.171,41.6213
6286402, ,0.95,1,54964.71163,0.019423,0.34332,2E-07,15.489,6068,292.2537,41.6063
6287172, ,0.95,1,54953.651911,0.010821,0.203873,1E-07,12.714,6646,292.4987,41.6292
6290382,3869,0.13,1,54970.027986,0.019403,6.128161,1.44E-05,13.186,7016,293.5192,41.6718
6290740, ,-1,1,54994.495729,,15.151827,5.21E-05,12.254,6342,293.6252,41.6615
6292925, ,-1,1,54999.63755,,13.612348,4.47E-05,9.717,8159,294.2413,41.6198
6301030,6027,0.14,1,55000.247999,0.037275,11.991158,0.000111,17.777,5727,296.2964,41.6046
6302051, ,0.75,1,54953.667645,0.037587,0.665873,6E-07,13.333,8041,296.5376,41.6707
6302592, ,0.93,1,54965.209605,0.088541,1.578024,2E-06,13.848,7737,296.6603,41.6144
6305192,219,0.22,1,54997.563107,0.045771,8.025157,2.14E-05,14.153,5347,297.2141,41.664
6307062, ,0.01,1,55075.484625,0.044625,75.379007,0.000507,14.863,5141,297.6291,41.6415
6307083,2050,0.03,1,54849.284201,0.027541,376.940167,0.00505,12.218,4992,297.6352,41.6419
6307537,1120,0.25,1,54960.659013,0.177726,29.744524,0.000137,11.753,,297.7571,41.6805
6311637, ,0.56,1,54954.380904,0.036002,1.620813,2.1E-06,13.242,5534,298.7033,41.634
6311681,1122,0.59,1,54967.214653,0.022645,0.844786,8E-07,15.363,5500,298.7115,41.6358
