kepid,tce_plnt_num,kepoi_name,koi_disposition,DT_vif,bLR,mean
7679812,1,K03943.01,CANDIDATE,0.5125407504563828,0.5986456225353992,0.555593186495891
8554498,1,K00005.01,CANDIDATE,0.50398406374502,0.606890689752604,0.555437376748812
11967788,1,K04021.01,CANDIDATE,0.5704575339076207,0.5244965160990566,0.5474770250033386
5710069,1,K03396.01,CANDIDATE,0.5162308222407602,0.5743090958638302,0.5452699590522951
5531953,3,K01681.03,CANDIDATE,0.5162308222407602,0.5503809890195284,0.5333059056301444
7051180,1,K00064.01,CANDIDATE,0.4543777384887385,0.6084341824083582,0.5314059604485484
9009953,1,K04014.01,CANDIDATE,0.5282851569427203,0.5298213123792139,0.5290532346609671
6879183,1,K05333.01,CANDIDATE,0.5162308222407602,0.519153343688245,0.5176920829645026
9100953,2,K04500.02,CANDIDATE,0.4603396556376201,0.5609524807877426,0.5106460682126813
9886224,2,,,0.4769442532690985,0.5320455114268056,0.504494882347952
9579208,1,K03165.01,CANDIDATE,0.4503740050359247,0.5569507298840417,0.5036623674599832
9153823,1,K06195.01,FALSE POSITIVE,0.4541893734033083,0.5376687935861995,0.49592908349475384
