"koi_disposition","kepid","kepoi_name","tcet_model_chisq","wst_depth","boot_mesmean","tce_fwm_sra","tce_fwm_pdeco","tce_slogg_sn"
"FALSE POSITIVE",5303557,"K03982.01",31530,178,-0.18613,19.905141,0.01169,0
"FALSE POSITIVE",10227863,"K03983.01",54340,24.02,0.13442,19.903403,-0.0003312,23.1052631578947
"CANDIDATE",8036287,"K03984.01",81000,20.49,-0.11627,19.625695,1.971e-05,9.97560975609756
"FALSE POSITIVE",9602562,"K03985.01",106400,32.83,-0.082272,19.808802,1.788e-05,21.95
"FALSE POSITIVE",10668665,"K03986.01",57590,194.3,-0.072732,19.537393,-0.002872,22
"FALSE POSITIVE",10407020,"K03987.01",70700,19.2,-0.60083,19.517695,8.424e-05,16.4166666666667
"FALSE POSITIVE",5385491,"K03988.01",69580,86.84,-0.42858,19.839962,-2.06e-05,18.9130434782609
"FALSE POSITIVE",5551504,"K03989.01",87730,0.8273,-0.22625,19.770156,0.0007341,8.4375
"FALSE POSITIVE",6421503,"K03990.01",52610,33.08,-0.17182,18.869849,-0.002963,58.25
"CANDIDATE",10352333,"K03991.01",75290,21.89,0.048607,19.766881,-8.311e-05,40.2727272727273
"FALSE POSITIVE",3228988,"K03992.01",67540,27.05,-0.86513,19.320212,-5.783e-05,28.5
"FALSE POSITIVE",2970804,"K03993.01",89720,16.08,-1,19.073632,0.000854,0
"FALSE POSITIVE",7552701,"K03994.01",67410,0.67,-0.10324,19.870282,-0.000616,21.25
"FALSE POSITIVE",7418173,"K03995.01",68180,25.58,-0.23263,18.771801,0.0006222,4.80769230769231
"FALSE POSITIVE",3228804,"K03996.01",67930,20.8,-0.91835,19.317401,-0.0001009,32.6428571428571
"FALSE POSITIVE",2442359,"K03997.01",66820,14.13,-0.49831,19.41497,-0.0005957,4.31764705882353
"FALSE POSITIVE",7707742,"K03998.01",62880,26300,-1,0,0,22.6666666666667
"FALSE POSITIVE",2010191,"K03999.01",68130,61.36,-0.091266,19.359072,-0.002572,20.05
"FALSE POSITIVE",5471675,"K04000.01",71480,13.67,-0.32443,19.848113,0.0001319,10.5588235294118
"FALSE POSITIVE",9851943,"K04001.01",55330,0,-0.62403,19.936009,0.0006595,65.2857142857143
"CANDIDATE",5773121,"K04002.01",73750,8.645,-0.066685,19.022097,-0.0002217,50.8888888888889
"FALSE POSITIVE",2708420,"K04003.01",67590,3.667,-1.0909,19.356718,3.293e-05,37.5833333333333
"CANDIDATE",4814502,"K04004.01",66970,23.34,-0.05477,18.932999,-1.911e-05,40.1818181818182
"CANDIDATE",8142787,"K04005.01",68370,121.6,-0.095199,18.720102,0.0001514,56.25
"FALSE POSITIVE",5471690,"K04006.01",68180,65.79,-0.37906,19.848297,0,12.8666666666667
"CANDIDATE",8376848,"K04007.01",68640,27.56,-0.1378,19.716558,-0.0002551,20.2727272727273
"FALSE POSITIVE",5350447,"K04008.01",70420,408,-0.02555,19.194901,-0.002379,23.1578947368421
"CANDIDATE",8934103,"K04009.01",67140,110.7,-0.059504,18.889726,-0.0001667,23.5555555555556
"CANDIDATE",8934103,"K04009.02",66390,86.7,-0.060566,18.889702,-0.0001203,23.5555555555556
"FALSE POSITIVE",5288577,"K04010.01",54510,9.098,-0.4641,19.700058,0.0003329,9.02325581395349
"CANDIDATE",11969988,"K04011.01",69810,4.013,0.0082338,19.67024,0.0001282,15.2692307692308
"FALSE POSITIVE",4832225,"K04013.01",163600,18.56,-0.63992,0,0,24.2352941176471
"CANDIDATE",9009953,"K04014.01",68840,61.47,-0.66066,19.129982,0.0005133,30.5
"CANDIDATE",8282846,"K04015.01",74900,164.2,-0.97462,18.947969,-0.000311,55.875
"CANDIDATE",5938970,"K04016.01",56650,255.5,-0.46403,18.88964,-0.0004937,91.2
"FALSE POSITIVE",8381693,"K04017.01",67780,-11.87,-0.09237,19.809207,-4.423e-05,8.46808510638298
"FALSE POSITIVE",4929299,"K04018.01",49670,167.4,-1.1783,19.556737,0.0002026,22.7894736842105
"FALSE POSITIVE",7038096,"K04020.01",80130,54.75,-0.79673,19.545591,5.241e-05,23.3157894736842
"CANDIDATE",11967788,"K04021.01",70490,19.05,-0.0015821,19.6023,4.338e-05,35.1666666666667
"CANDIDATE",11967788,"K04021.02",67870,7.966,-0.071014,19.602293,8.105e-05,35.1666666666667
"CANDIDATE",7733731,"K04022.01",67120,13.71,-0.0092312,18.875239,1.145e-05,11.8125
"FALSE POSITIVE",6862332,"K04023.01",68210,159.4,-0.99252,19.438902,-0.005185,22.65
"CANDIDATE",10714072,"K04024.01",81660,32.56,-0.064401,18.91914,3.05e-05,7.88235294117647
"FALSE POSITIVE",10992011,"K04025.01",67200,82.02,-0.62111,19.902137,0.00027,45
"FALSE POSITIVE",4067110,"K04026.01",56650,2.653,-1,0,0,5.75925925925926
"FALSE POSITIVE",8694309,"K04027.01",68870,3.708,-0.76447,0,0,13.8
"FALSE POSITIVE",7818447,"K04028.01",170100,688.6,-1,0,0,0
"FALSE POSITIVE",11569475,"K04029.01",88280,154.5,-1,19.774024,1.938e-05,5.52941176470588
"FALSE POSITIVE",9551430,"K04030.01",58490,120.8,-0.038066,20.012586,-0.000125,37.8333333333333
"FALSE POSITIVE",3228986,"K04031.01",77460,38.79,-1.0565,19.320167,9.525e-05,36.4166666666667
"CANDIDATE",7100673,"K04032.01",69380,10.76,-0.22225,19.048547,-7.88e-06,33.4615384615385
"CANDIDATE",7100673,"K04032.02",63620,14.78,-0.19031,19.048569,-4.777e-05,33.4615384615385
"CANDIDATE",7100673,"K04032.03",58510,11.64,-0.16392,19.048561,1.08e-05,33.4615384615385
"CANDIDATE",7100673,"K04032.04",55360,8.824,-0.1916,19.048549,-3.923e-05,33.4615384615385
"CANDIDATE",7100673,"K04032.05",48740,15.05,-0.13052,19.04856,-5.014e-05,33.4615384615385
"FALSE POSITIVE",4138557,"K04033.01",91420,11.53,-0.1381,0,0,13.4137931034483
"CANDIDATE",10089911,"K04034.01",55690,35.37,-0.078514,19.808294,6.808e-06,13.8461538461538
"FALSE POSITIVE",10089911,"K04034.02",51580,60.35,-0.073788,19.808315,-0.0001049,13.8461538461538
"FALSE POSITIVE",3247404,"K04035.01",22500,2565,-0.08461,19.630773,0.0005045,0
"CANDIDATE",11415243,"K04036.01",77590,133.3,-0.66308,19.819014,-0.0001841,115.5
"CANDIDATE",8264402,"K04037.01",67900,85.44,-0.75551,20.063052,1.656e-05,32.8461538461538
"FALSE POSITIVE",7773179,"K04038.01",70000,12.35,-0.14152,19.854384,-0.0003386,21.1904761904762
"FALSE POSITIVE",11145831,"K04039.01",69670,2.457,-0.39184,19.710513,-0.00841,20.1818181818182
"FALSE POSITIVE",11444952,"K04040.01",87790,11.59,-0.25057,0,0,26.8823529411765
"FALSE POSITIVE",8647295,"K04041.01",91110,6.573,-0.19956,19.923242,0.00147,26.2352941176471
"FALSE POSITIVE",3444098,"K04042.01",3955,73.1,-0.26636,19.437262,0.0002428,9.31707317073171
"FALSE POSITIVE",5112567,"K04043.01",50410,37.56,-0.053019,19.687983,-0.0001691,21.8421052631579
"FALSE POSITIVE",5201115,"K04044.01",74150,10.19,0.075687,19.703794,-8.398e-05,20.3809523809524
"FALSE POSITIVE",2708203,"K04045.01",70080,7.541,-0.45081,19.353248,-0.000127,25.9411764705882
"FALSE POSITIVE",4150496,"K04046.01",66070,373.1,-0.10679,19.314376,-8.949e-05,21.5714285714286
"FALSE POSITIVE",4150496,"K04046.02",63460,55.96,-0.14276,19.314341,-0.0006275,21.5714285714286
"CANDIDATE",9655005,"K04047.01",72410,-1.213,-1.4229,19.613366,3.022e-06,15.5416666666667
"FALSE POSITIVE",10272389,"K04048.01",73190,26.07,-0.15992,19.411841,8.973e-05,46
"FALSE POSITIVE",4679687,"K04049.01",56430,74.65,-0.197,19.838743,-0.003124,24.7222222222222
"FALSE POSITIVE",7968683,"K04050.01",68150,1132,-3.013,19.65257,-0.003998,115.25
"CANDIDATE",10360722,"K04051.01",54060,164.8,-0.37554,19.926614,-0.00176,56.125
"FALSE POSITIVE",9091755,"K04052.01",73760,5.083,-0.83953,19.528562,0,28.625
"CANDIDATE",1718958,"K04053.01",80420,12.49,-0.1007,19.394608,8.461e-06,36.5833333333333
"CANDIDATE",6428794,"K04054.01",76450,124.2,-1.4485,19.107241,-0.0004264,90.8
"FALSE POSITIVE",3228825,"K04055.01",84790,13.11,-0.35581,19.317658,4.533e-05,34.6666666666667
"CANDIDATE",4673628,"K04056.01",54150,20.34,-0.066874,19.760256,-9.376e-05,26.2352941176471
"FALSE POSITIVE",3757407,"K04057.01",54050,24.3,-0.21872,19.605833,0.001866,9.69444444444444
"FALSE POSITIVE",4769931,"K04058.01",117900,21.97,-0.12766,19.822944,3.829e-05,41.9090909090909
"FALSE POSITIVE",9220612,"K04059.01",106000,38.98,-0.42636,19.519383,-0.0006097,38.25
"CANDIDATE",9086154,"K04060.01",67610,41.76,-0.61548,19.388929,7.83e-05,30.5714285714286
"FALSE POSITIVE",6806695,"K04061.01",90680,85.09,-1.546,19.926683,0.0001791,50.4444444444445
"FALSE POSITIVE",11858979,"K04062.01",4813,159.5,-0.045769,19.26064,-0.0008218,21.7
"FALSE POSITIVE",5900390,"K04063.01",68850,1.601,-1.1564,19.868674,-9.306e-05,19.0454545454545
"FALSE POSITIVE",5444334,"K04064.01",69470,3.777,-1.5434,19.366739,-5.926e-05,32.6428571428571
"CANDIDATE",8686373,"K04066.01",67100,85.84,-0.42531,19.38199,0.000317,17.6086956521739
"CANDIDATE",5530112,"K04067.01",4462,63.08,-0.13137,19.377246,-0.0002436,19.8181818181818
"CANDIDATE",6226908,"K04068.01",24260,124.5,-0.18489,19.838921,0.00102,23
"CANDIDATE",5906694,"K04069.01",91530,69.31,-0.24953,19.956772,-8.548e-05,92.4
"FALSE POSITIVE",10186945,"K04070.01",75200,42.27,-1.1729,18.762688,0.0001075,64.7142857142857
"FALSE POSITIVE",2708286,"K04071.01",69590,14.77,-0.37301,19.354512,-0.0001721,21.25
"CANDIDATE",6755944,"K04072.01",51310,1.034,-0.40497,18.917601,0,11.90625
"FALSE POSITIVE",10419797,"K04073.01",54120,97.93,-0.062209,19.817065,-0.0001309,23.3157894736842
"FALSE POSITIVE",7777471,"K04075.01",76810,34.13,-1.0537,19.924135,-1.31e-05,22.7
"CANDIDATE",9455677,"K04076.01",67720,123.2,-0.2048,19.164738,-6.06e-05,31.0714285714286
"FALSE POSITIVE",7690855,"K04077.01",146200,28.83,-1,0,0,66.8571428571428
"FALSE POSITIVE",5649837,"K04078.01",71650,12.34,-0.72015,0,0,22.7
"FALSE POSITIVE",5036480,"K04080.01",74080,27.39,-0.43262,19.857836,-0.0001916,25.2222222222222
"FALSE POSITIVE",6592832,"K04082.01",69000,8.395,-0.85934,19.16484,0.0002146,21.2380952380952
"FALSE POSITIVE",8524346,"K04083.01",70930,21.36,-0.028277,20.041316,-8.299e-05,22.7368421052632
"CANDIDATE",3937814,"K04084.01",67050,154.9,-0.3651,19.07016,-0.0005266,33.6923076923077
"FALSE POSITIVE",5041847,"K04085.01",97240,-1.024,-1,0,0,22.1
"FALSE POSITIVE",3836558,"K04086.01",84210,22.55,-0.071933,19.13269,-0.000133,17.68
"CANDIDATE",6106282,"K04087.01",54070,210.6,-0.4525,19.023306,-9.928e-05,157
"FALSE POSITIVE",4946584,"K04088.01",83700,72.82,-0.32553,19.824134,0.0006188,20.7142857142857
"FALSE POSITIVE",11972872,"K04089.01",101600,167.9,-1,19.756422,0.000105,64.8571428571428
"FALSE POSITIVE",9899233,"K04090.01",85080,23.69,-0.66771,19.677821,-3.862e-05,26.2941176470588
"CANDIDATE",3103227,"K04091.01",69130,150.2,-1.9253,19.184318,-0.0006637,30.2857142857143
"CANDIDATE",4850961,"K04092.01",53800,69.91,-0.08069,19.719036,0.000762,24.4444444444444
"FALSE POSITIVE",8521059,"K04093.01",68590,19.75,-0.059364,19.98349,-0.0003604,22.4210526315789
"FALSE POSITIVE",8128247,"K04094.01",124000,10.9,-0.15447,20.04031,-4.547e-05,31
"FALSE POSITIVE",6276994,"K04095.01",67650,16.5,-0.2164,19.278445,-0.0001271,20.2272727272727
"FALSE POSITIVE",9674564,"K04096.01",78610,154.5,-0.014027,20.028101,0.001957,23.6315789473684
"CANDIDATE",5688683,"K04097.01",70030,22.29,0.01831,19.046025,-1.148e-05,93.6
"FALSE POSITIVE",5688683,"K04097.02",61060,25.11,-0.02877,19.046005,-3.062e-05,93.6
"CANDIDATE",8222627,"K04098.01",85460,6.551,-0.098616,19.166903,0,4.22988505747126
"CANDIDATE",8951205,"K04099.01",67160,61.2,-0.0756,19.413589,0.0002491,46.2
"FALSE POSITIVE",5700900,"K04100.01",66670,362.7,-2.5556,19.354067,0.002163,22.45
"FALSE POSITIVE",2708278,"K04102.01",84530,14.97,-0.20426,19.354409,0.0002772,55.875
"CANDIDATE",3747817,"K04103.01",76170,186.2,-2.4938,19.445113,-0.001483,65.2857142857143
"CANDIDATE",3747817,"K04103.02",75760,91.84,0.028113,19.445073,-0.0002189,65.2857142857143
"FALSE POSITIVE",11017094,"K04106.01",53020,27.49,-0.90587,0,0,58.375
"FALSE POSITIVE",9899065,"K04108.01",57620,17.28,-0.66101,19.673477,0.000485,66.2857142857143
"CANDIDATE",7907808,"K04109.01",67490,6.136,-0.47771,19.805553,5.618e-05,5.85074626865672
"FALSE POSITIVE",5471792,"K04110.01",68030,63.39,-0.20269,19.850033,1.734e-05,5.95454545454545
"FALSE POSITIVE",2708343,"K04111.01",84200,18.19,0.19468,19.355534,0.0003826,92.6
"FALSE POSITIVE",3348090,"K04112.01",66460,9.624,-0.048819,19.529324,0.0006188,10.9393939393939
"FALSE POSITIVE",9282762,"K04113.01",67560,0.4844,-0.45242,19.507022,0.0001828,22.3
"FALSE POSITIVE",3117046,"K04114.01",66350,179.6,0.27575,19.437847,-0.0002866,24.6666666666667
"FALSE POSITIVE",6311520,"K04115.01",62810,3.747,0.31612,19.911785,-3.955e-05,22.7894736842105
"CANDIDATE",3955817,"K04117.01",67180,22.66,-0.033123,19.461298,0,90.4
"FALSE POSITIVE",10661778,"K04118.01",46410,213.1,-0.36563,19.353115,0.002056,0
"FALSE POSITIVE",5513857,"K04119.01",52970,-9.306,-1.6223,18.956742,3.546e-05,37.8333333333333
"CANDIDATE",9700449,"K04120.01",67860,77.76,-0.36255,19.135963,-5.904e-06,20.1363636363636
"CANDIDATE",6349881,"K04121.01",68340,276.8,-0.067013,19.105055,0.0003743,36.6666666666667
"FALSE POSITIVE",9851970,"K04122.01",77080,45.29,-1,19.936589,-4.443e-05,65
"CANDIDATE",6140059,"K04123.01",67730,18.16,-0.22248,19.757087,-1.494e-05,21.25
"FALSE POSITIVE",9099950,"K04125.01",83640,7.987,-0.488,19.707332,-7.786e-05,13.8214285714286
"CANDIDATE",9272070,"K04126.01",67290,35.55,-0.08391,19.175719,0.0002099,20.3181818181818
"CANDIDATE",5088400,"K04127.01",68760,74.66,-0.0017857,19.226445,0,41.2727272727273
"FALSE POSITIVE",4669402,"K04128.01",54660,81.68,-0.40341,19.702311,-0.006136,24.0555555555556
"CANDIDATE",11970988,"K04129.01",73030,12.31,0.07912,19.701967,2.942e-05,23.3157894736842
"FALSE POSITIVE",10858803,"K04130.01",69210,109.3,-2.432,19.382281,-2.081e-06,56.375
"FALSE POSITIVE",6129694,"K04131.01",68970,2.244,-0.94967,19.581205,6.966e-06,11.96875
"FALSE POSITIVE",7601918,"K04133.01",70520,6.503,-0.15656,19.332276,0.0001722,17.6086956521739
"FALSE POSITIVE",5386264,"K04135.01",68100,123.4,-0.32954,19.851539,4.81e-05,93.6
"CANDIDATE",7256914,"K04136.01",68190,3.371,-0.75906,18.78818,-0.0001011,22.0526315789474
"CANDIDATE",7256914,"K04136.02",51760,8.283,-0.53131,18.788176,2.026e-05,22.0526315789474
"FALSE POSITIVE",3542222,"K04137.01",68190,12.19,-1.0659,19.383841,0.001574,26.1764705882353
"FALSE POSITIVE",4636565,"K04138.01",69140,2.086,-0.45207,19.027642,8.019e-05,13.3448275862069
"CANDIDATE",9956082,"K04139.01",68400,25.05,-0.17749,19.592066,1.508e-05,22.15
"FALSE POSITIVE",3241248,"K04141.01",68220,62.95,-1.4967,19.532982,0.0002986,9.10810810810811
"FALSE POSITIVE",9716302,"K04142.01",36140,50.99,-0.56674,19.620461,-0.0007864,57.5
"FALSE POSITIVE",10294509,"K04143.01",57950,38.29,-0.10794,19.914031,0.0003526,46.1
"CANDIDATE",3112129,"K04144.01",66960,62.99,-0.54882,19.355798,-7.641e-05,50.1111111111111
"CANDIDATE",3103212,"K04145.01",67680,8.63,-0.35137,19.183917,-2.725e-05,40.1818181818182
"CANDIDATE",10000941,"K04146.01",105400,18.58,0.0084624,19.121306,-3.225e-05,44.8
"CANDIDATE",10000941,"K04146.02",98710,-2.54,0.0021633,19.121293,-5.626e-05,44.8
"FALSE POSITIVE",8029197,"K04147.01",69030,-0.06745,-0.31723,19.464255,2.336e-05,11.0277777777778
"FALSE POSITIVE",12257886,"K04148.01",67450,59.87,-0.97532,19.415131,-0.0001639,21.4285714285714
"CANDIDATE",10875007,"K04149.01",53610,31.19,-0.13325,19.797473,4.84e-06,19.8181818181818
"CANDIDATE",10875007,"K04149.02",49880,35.89,-0.13553,19.797502,1.341e-06,19.8181818181818
"CANDIDATE",11465651,"K04150.01",67630,40.99,-0.072342,19.775097,0.0002107,24.3888888888889
"FALSE POSITIVE",5217574,"K04151.01",58710,0,-0.68768,19.92689,0.001095,23.9473684210526
"CANDIDATE",7199060,"K04152.01",70850,103.4,-1,19.42574,0.0001352,13.4642857142857
"CANDIDATE",8439323,"K04153.01",68050,44.17,-0.037956,19.665364,0.0001428,26.8823529411765
"FALSE POSITIVE",5551228,"K04154.02",65900,625.2,-1.0132,19.765968,-0.01366,23.9473684210526
"FALSE POSITIVE",5471271,"K04155.01",68680,91.18,0.063737,19.840507,-0.00015,21.047619047619
"CANDIDATE",5881120,"K04156.01",67000,7.482,-0.056078,19.554528,1.423e-05,20.4090909090909
"CANDIDATE",4548098,"K04157.01",67430,13.09,-0.0658,19.160689,-3.055e-05,31.5714285714286
"CANDIDATE",4548098,"K04157.02",62620,14.59,-0.029346,19.160615,4.135e-05,31.5714285714286
"FALSE POSITIVE",5306383,"K04158.01",89320,38.21,-0.81915,19.941503,-0.000195,23.2631578947368
"CANDIDATE",6607644,"K04159.01",68200,5.618,-0.40629,19.485782,-3.458e-05,49.5555555555556
"CANDIDATE",7610663,"K04160.01",83350,14.23,-0.037806,19.518991,-1.823e-05,23.1578947368421
"FALSE POSITIVE",5565707,"K04161.01",64760,17.13,-0.044639,19.96159,0.0004611,7.18604651162791
"FALSE POSITIVE",1293031,"K04162.01",61950,21.96,-2.5378,19.401415,8.598e-06,8.25
"FALSE POSITIVE",6463499,"K04163.01",67870,98.99,-0.12557,19.832776,0.00139,5.56716417910448
"FALSE POSITIVE",8254882,"K04164.01",70750,4.971,-0.14048,19.892218,0.0002717,17.2083333333333
"FALSE POSITIVE",6042031,"K04165.01",68980,4.668,-0.3976,19.446126,-1.591e-05,14.3846153846154
"CANDIDATE",4078311,"K04166.01",53870,97.96,-0.03022,19.767385,8.114e-05,24.9444444444444
"FALSE POSITIVE",5475735,"K04167.01",66830,39.62,-1.3303,19.905029,0.001152,46.2
"FALSE POSITIVE",9402583,"K04168.01",66960,-1.913,-1.7851,19.416488,-0.0003164,76.6666666666667
"CANDIDATE",7838675,"K04169.01",95230,15.2,0.012406,19.794882,-1.151e-06,25.2777777777778
"FALSE POSITIVE",8700537,"K04170.01",69190,69.55,-0.1092,19.729071,-0.001443,26.0588235294118
"FALSE POSITIVE",10858785,"K04171.01",67550,85.78,-0.91789,19.381614,0.0004364,25.0555555555556
"FALSE POSITIVE",9640907,"K04172.01",77240,84.37,0.070394,19.196889,-0.0002609,20.2272727272727
"FALSE POSITIVE",9490653,"K04173.01",66660,12.88,-0.29194,20.01503,-0.0007101,26.0588235294118
"FALSE POSITIVE",3328027,"K04174.01",67110,15.7,-0.8776,19.145901,0.0003796,21.3809523809524
"FALSE POSITIVE",9640931,"K04175.01",67880,52.63,-0.18269,19.198009,0.001109,51.4444444444444
"FALSE POSITIVE",9640962,"K04177.01",96500,20.48,-0.50635,19.199174,0.0003253,56.875
"CANDIDATE",5197233,"K04178.01",55400,41.64,0.050913,19.642353,-0.0003627,23.1052631578947
"FALSE POSITIVE",10936786,"K04179.01",54160,12.98,-0.70696,19.897729,0.0001791,11.3055555555556
"CANDIDATE",6938264,"K04180.01",90870,5.564,-0.098094,19.229603,-0.0001493,114.75
"FALSE POSITIVE",9899315,"K04181.01",68810,0,-1.1083,19.680127,-7.721e-05,22.5
"FALSE POSITIVE",9541089,"K04182.01",55160,16.33,-1.6478,0,0,23.6315789473684
"FALSE POSITIVE",10858737,"K04183.01",69860,28.12,-2.0464,19.380352,6.2e-05,22.3684210526316
"CANDIDATE",6752002,"K04184.01",71310,29.55,0.038632,18.793191,3.28e-05,56.375
"CANDIDATE",7257966,"K04185.01",66450,30.86,-0.11088,18.822335,0.0001266,28.125
"FALSE POSITIVE",9406892,"K04186.01",67570,24,-0.16662,19.530817,4.434e-05,29.7333333333333
"FALSE POSITIVE",3124598,"K04187.01",66650,20.78,-0.039445,19.552991,0.0006921,22.3157894736842
"CANDIDATE",6879171,"K04188.01",79370,16.13,-0.19815,19.740268,9.439e-05,8.65217391304348
"CANDIDATE",9897364,"K04189.01",18660,152.9,0.1231,19.630374,-0.0002961,21.4
"CANDIDATE",12505503,"K04190.01",68580,10.26,-0.12402,19.238239,2.407e-05,22.7
"FALSE POSITIVE",3548639,"K04191.01",67040,88.99,-0.05333,19.498557,-9.169e-05,14.4074074074074
"CANDIDATE",9828127,"K04192.01",68060,43.92,0.011809,19.372409,0.0001252,45
"CANDIDATE",9828127,"K04192.02",65840,40.47,-0.06998,19.372364,0.0001835,45
"CANDIDATE",9092496,"K04193.01",70410,217.7,-1,19.546773,0.0003712,19.4347826086956
"CANDIDATE",5644412,"K04194.01",74910,71.04,0.11015,19.863587,0.0003623,57.75
"FALSE POSITIVE",9959545,"K04195.01",68890,3.198,-0.66215,19.681394,5.16e-05,32.7142857142857
"FALSE POSITIVE",8179190,"K04196.01",194200,56.15,-1,19.749845,-2.022e-05,12.8666666666667
"FALSE POSITIVE",9777724,"K04197.01",59050,14.65,-0.74159,19.646674,0.0005495,23.2631578947368
"FALSE POSITIVE",9072639,"K04198.01",66640,2.986,-0.11274,18.923522,1.322e-05,14.8
"CANDIDATE",5340878,"K04199.01",53830,23.02,-0.57256,18.905833,-0.0001107,64.2857142857143
"CANDIDATE",5084171,"K04202.01",66430,160.9,-0.43248,19.113002,-6.34e-05,22.5
"FALSE POSITIVE",3834317,"K04203.01",81000,2.362,-0.47195,19.06981,1.564e-05,11.4375
"CANDIDATE",10593535,"K04204.01",67350,17.11,0.015173,19.27888,3.568e-05,30.5714285714286
"CANDIDATE",3450040,"K04205.01",66760,29.21,-0.32536,19.536958,9.232e-05,37.8333333333333
"FALSE POSITIVE",8487805,"K04206.01",68840,52.47,2.7085,19.262658,-0.0001478,46.1
"CANDIDATE",9456281,"K04207.01",77910,19.2,-0.28687,19.187,-0.0003239,78.3333333333333
"CANDIDATE",5129453,"K04208.01",67160,63.72,-0.084757,19.932335,-0.0003687,76.1666666666667
"CANDIDATE",7918478,"K04209.01",61600,149.2,-0.30095,19.977759,0.0005282,46.3
"FALSE POSITIVE",5078025,"K04211.01",53090,67.13,-1.828,18.914854,0.0001399,20.6363636363636
"FALSE POSITIVE",5078025,"K04211.02",31950,4.011,-2.3146,18.91488,-0.0001319,20.6363636363636
"CANDIDATE",1724719,"K04212.01",68310,21.87,-0.12107,19.480347,9.023e-05,35.3333333333333
"CANDIDATE",1724719,"K04212.02",62590,34.46,-0.09183,19.480344,-9.896e-05,35.3333333333333
"FALSE POSITIVE",5632701,"K04213.01",54330,4.776,-0.615,19.694739,-6.778e-05,50.3333333333333
"FALSE POSITIVE",10549924,"K04214.01",69500,7.914,-0.30925,19.814459,-0.0004571,26.4117647058824
"CANDIDATE",9366617,"K04215.01",66870,36,-0.055719,19.990818,0.0001291,5.50724637681159
"CANDIDATE",6187341,"K04216.01",43210,273.3,-0.52174,19.017083,-0.00035,65.2857142857143
"FALSE POSITIVE",4678919,"K04219.01",91800,14.85,-0.099803,19.828389,0.0005513,22.65
"FALSE POSITIVE",5563080,"K04220.01",78760,60.14,-0.75334,19.92866,0.0007261,37.25
"FALSE POSITIVE",6364067,"K04221.01",57750,-4.019,0.25393,19.455152,3.455e-06,22.35
"CANDIDATE",9183378,"K04222.01",74590,23.88,-0.061937,20.062433,0.0001146,9.69047619047619
"FALSE POSITIVE",1724513,"K04224.01",67150,11.98,-0.026109,19.477756,0.0001332,20.15
"FALSE POSITIVE",9535876,"K04225.01",68420,84.13,-0.94849,19.7041,0,23.0526315789474
"CANDIDATE",9491832,"K04226.01",66170,29.76,-0.17776,20.037441,8.426e-05,30.0714285714286
"FALSE POSITIVE",7816665,"K04227.01",56960,54.2,-0.22537,19.328367,0.0005125,22.45
"FALSE POSITIVE",9535881,"K04228.01",91000,127.3,-0.26979,0,0,22.0526315789474
"FALSE POSITIVE",11616596,"K04229.01",70950,8.059,-0.076455,19.650062,0.0004418,14.6296296296296
"CANDIDATE",9872831,"K04230.01",65340,13.76,-0.047697,18.793171,0.0002032,16
"CANDIDATE",11509504,"K04232.01",68550,13.3,-0.1309,19.532507,-0.0001218,22.25
"CANDIDATE",11611275,"K04234.01",67620,35.25,-0.094159,19.477282,3.438e-05,20.3181818181818
"CANDIDATE",10794974,"K04235.01",66960,64.94,-0.16664,19.394892,4.427e-05,28.9333333333333
"FALSE POSITIVE",7259249,"K04237.01",67730,7.498,-0.41686,18.861955,0.00076,20.3636363636364
"FALSE POSITIVE",9640924,"K04239.01",67230,18.44,-0.44048,19.197734,0.0002043,20.0454545454545
"FALSE POSITIVE",9593773,"K04240.01",67160,25.44,-0.26982,19.607545,0.0004394,20.2727272727273
"CANDIDATE",9285568,"K04241.01",57520,15.92,-0.12047,19.582917,0.0003955,25.1111111111111
"CANDIDATE",9514372,"K04242.01",68390,121.6,-0.69178,19.043987,-0.0001734,44.4
"FALSE POSITIVE",9777757,"K04243.01",77630,7.642,0.010272,19.647511,-7.018e-05,9.675
"FALSE POSITIVE",5097454,"K04244.01",569800,225.6,-1,19.414618,0,66
"CANDIDATE",12737015,"K04245.01",66420,37.86,-0.032165,19.365322,-8.655e-05,24.4117647058824
"CANDIDATE",5177859,"K04246.01",85120,33.56,-0.075679,19.271609,-1.894e-05,25.1764705882353
"CANDIDATE",5177859,"K04246.02",80770,34.64,-0.13949,19.271566,-4.956e-05,25.1764705882353
"FALSE POSITIVE",4568117,"K04248.01",55340,7.773,-0.063911,19.565937,-5.956e-05,20.8571428571429
"FALSE POSITIVE",3650049,"K04249.01",67450,611.1,-3.9279,19.505651,-0.02257,45.2
"FALSE POSITIVE",9641076,"K04250.01",67260,28.95,-0.35298,19.203366,0.0001253,24.6111111111111
"CANDIDATE",8741470,"K04251.01",78490,24.38,-0.027454,19.090238,-0.000184,23.8888888888889
"CANDIDATE",10525049,"K04252.01",79680,39.97,-0.025848,19.157604,-8.962e-05,157
"FALSE POSITIVE",8487645,"K04254.01",68350,0,-3.2762,19.25674,-5.628e-06,24.2352941176471
"CANDIDATE",10407482,"K04255.01",64210,35.79,0.057695,19.530373,-3.512e-05,5.95454545454545
"FALSE POSITIVE",5817613,"K04256.01",57590,40.66,-0.57212,19.898901,-0.0005019,25.3333333333333
"CANDIDATE",7901016,"K04257.01",67620,27.63,-0.14485,19.675547,-2.915e-05,8.42553191489362
