"koi_disposition","kepid","kepoi_name","tcet_model_chisq","wst_depth","boot_mesmean","tce_fwm_sra","tce_fwm_pdeco","tce_slogg_sn"
"FALSE POSITIVE",7115925,"K04258.01",67780,-0.1754,-2.9543,19.414205,1.115e-05,17.6521739130435
"CANDIDATE",5785279,"K04259.01",68210,4.551,-0.31167,19.334174,7.029e-05,24.3888888888889
"FALSE POSITIVE",7429287,"K04260.03",68200,97.11,-2.0161,19.093012,0.0002899,407
"CANDIDATE",7429287,"K04260.04",68320,16.37,-1.5232,19.093097,0.0001419,407
"CANDIDATE",10526887,"K04261.01",67200,15.21,-0.20251,19.220116,5.255e-05,22.1
"FALSE POSITIVE",9641144,"K04262.01",68620,9.684,-0.37079,19.205967,-9.192e-06,22.1
"FALSE POSITIVE",8572168,"K04263.01",66310,10.33,0.033352,19.747129,0.0009348,7.68
"FALSE POSITIVE",12509829,"K04264.01",66440,169.2,-1.1358,19.40402,-0.0002586,30.5333333333333
"FALSE POSITIVE",7368137,"K04265.01",67390,5.389,-0.29262,19.561274,0.0001111,25.4444444444444
"FALSE POSITIVE",9027841,"K04266.01",69920,16.12,-1.1768,19.596837,0.0009401,93.8
"CANDIDATE",7450747,"K04267.01",68480,8.073,-0.1591,19.569484,3.038e-05,27.9333333333333
"CANDIDATE",7826620,"K04268.01",82240,13.91,-0.3542,19.552527,-0.0001046,67.5714285714286
"CANDIDATE",8890924,"K04269.01",66320,34.7,-0.086504,19.586492,3.598e-05,4.18604651162791
"FALSE POSITIVE",8890924,"K04269.02",65270,6.371,-0.29122,19.586445,-4.547e-05,4.18604651162791
"FALSE POSITIVE",5992210,"K04271.01",34750,12.7,-0.0069707,19.973649,0.0003048,22.25
"FALSE POSITIVE",9302543,"K04272.01",58860,10.15,-1.4615,19.939106,1.856e-05,6.36842105263158
"CANDIDATE",9716028,"K04273.01",67180,14.79,-0.036425,19.613985,-2.612e-05,26
"CANDIDATE",6223324,"K04274.01",56800,19.42,-0.33874,19.787408,0.000131,21.4285714285714
"FALSE POSITIVE",3336845,"K04275.01",77550,37.81,-0.69723,19.331946,0.0008553,50.2222222222222
"CANDIDATE",6026924,"K04276.01",52000,30.03,-0.11993,19.064607,-4.584e-06,21.4444444444444
"FALSE POSITIVE",6525280,"K04277.01",68030,2.168,-0.29889,19.516272,0,45.2
"FALSE POSITIVE",4861784,"K04278.01",70040,170.9,-0.061332,19.869305,0.001253,30.4666666666667
"FALSE POSITIVE",5876360,"K04279.01",42340,339.9,-1,19.454745,0.001274,0
"FALSE POSITIVE",5026326,"K04280.01",46040,24,-0.095412,19.711392,-0.0001728,20.8571428571429
"FALSE POSITIVE",11670599,"K04282.01",69160,-1.703,-0.22238,19.741875,0.0002162,20.1363636363636
"FALSE POSITIVE",10156055,"K04284.01",54710,24.04,-0.12421,19.799218,-0.0002475,22.4
"FALSE POSITIVE",5024177,"K04286.01",55510,58.95,-3.4436,19.685135,0.001144,29.8666666666667
"CANDIDATE",11081504,"K04287.01",67270,8.867,-0.86496,19.363856,3.414e-05,22.6111111111111
"CANDIDATE",11081504,"K04287.02",66430,7.113,-0.6344,19.363869,1.267e-05,22.6111111111111
"CANDIDATE",4548011,"K04288.01",67270,6.414,-0.088591,19.158062,1.766e-05,30.5714285714286
"CANDIDATE",4548011,"K04288.02",61650,11.33,-0.093052,19.158036,-5.112e-05,30.5714285714286
"CANDIDATE",5868793,"K04290.01",17320,172.7,0.077392,19.291803,0.001281,509
"CANDIDATE",10063208,"K04292.01",67470,6.991,-0.0046881,19.092468,-6.356e-06,34.6923076923077
"FALSE POSITIVE",5817533,"K04293.01",68860,30.83,-0.21689,19.898028,-0.0002129,37.6666666666667
"FALSE POSITIVE",7681230,"K04294.01",34870,62.46,-0.66041,19.424282,0.0003257,20.1363636363636
"CANDIDATE",7596240,"K04295.01",67960,31.03,-0.080402,19.184221,0.0001263,23.1052631578947
"CANDIDATE",7661893,"K04296.01",66910,7.967,0.12424,18.842386,-0.0001073,49.7777777777778
"FALSE POSITIVE",12107008,"K04297.01",66780,28.25,-0.063358,19.280563,4.541e-05,37.4166666666667
"CANDIDATE",2852941,"K04298.01",68670,7.295,0.30521,19.4362,5.817e-05,21.7894736842105
"FALSE POSITIVE",8508126,"K04299.01",68770,55.21,-0.50501,19.756347,-0.0008261,23
"CANDIDATE",8507475,"K04300.01",59660,54.49,-0.0086309,19.743915,-0.0003663,30.1333333333333
"CANDIDATE",8773015,"K04301.01",67500,16.28,-0.093316,19.880162,3.692e-05,14.8888888888889
"CANDIDATE",8773015,"K04301.02",64950,113.4,0.32526,19.880197,0.0003633,14.8888888888889
"CANDIDATE",6290935,"K04302.01",67400,6.544,-0.25379,19.578755,-1.762e-05,24.4117647058824
"FALSE POSITIVE",12734396,"K04303.01",66920,26.86,-1.6393,19.260678,0.00106,26.75
"CANDIDATE",11612280,"K04304.01",67240,18,-0.10599,19.511887,-3.702e-05,26.5
"FALSE POSITIVE",8149484,"K04306.01",69230,14.58,-0.61501,18.97952,5.905e-05,13.4827586206897
"CANDIDATE",3558849,"K04307.01",58630,121.3,0.24251,19.663245,0.0003663,26.0625
"FALSE POSITIVE",11151677,"K04308.01",71160,152.9,-1,0,-0.03079,20.1363636363636
"FALSE POSITIVE",11037128,"K04309.01",64460,47.6,-0.041471,19.679785,-0.0001377,25.4444444444444
"CANDIDATE",7103919,"K04310.01",80580,41.37,-0.0562,19.139186,-8.893e-05,26.2352941176471
"FALSE POSITIVE",8645191,"K04311.01",68140,95.16,-0.80038,19.886611,-0.001393,25.3333333333333
"CANDIDATE",10722485,"K04312.01",67270,12.58,-0.091735,19.215519,-4.526e-05,31.2142857142857
"FALSE POSITIVE",8128067,"K04314.01",79620,463.7,-0.066312,20.037603,0.003251,35.3846153846154
"FALSE POSITIVE",10342248,"K04315.01",35170,12.01,-0.21461,19.527392,-0.0002291,35.2307692307692
"FALSE POSITIVE",9777290,"K04316.01",44450,-7.863,-0.86236,19.636358,-0.001053,21.9
"CANDIDATE",9286088,"K04318.01",69040,14.28,-0.0084516,19.595913,5.893e-05,38.8181818181818
"FALSE POSITIVE",6289344,"K04319.01",75160,1396,-2.7144,19.547329,0.08766,51.3333333333333
"CANDIDATE",5095082,"K04320.01",67860,17.32,-0.077473,19.366654,3.42e-06,18.1304347826087
"FALSE POSITIVE",12418891,"K04321.01",69200,49.84,-0.87646,19.764654,-8.899e-05,30.3333333333333
"CANDIDATE",5385410,"K04323.01",67720,14.89,-0.083513,19.838838,-0.0002096,16.52
"FALSE POSITIVE",5385410,"K04323.02",66970,47.4,-0.23535,19.838805,-1.495e-05,16.52
"FALSE POSITIVE",9910942,"K04324.01",53720,9.689,-0.12417,19.921568,3.23e-05,12.3548387096774
"CANDIDATE",7749002,"K04325.01",66780,-3.887,-0.77741,19.359444,0.0002148,20.4545454545455
"FALSE POSITIVE",10924340,"K04326.01",69770,31.13,-1.7122,19.587315,7.595e-05,19.5652173913043
"CANDIDATE",5371777,"K04327.01",54270,7.035,-0.42741,19.629422,-2.177e-05,33.2307692307692
"CANDIDATE",12456063,"K04329.01",67850,13.39,-0.072377,19.267434,0,36.0833333333333
"CANDIDATE",5096053,"K04331.01",67580,9.992,-0.040839,19.387578,1.832e-05,16.32
"FALSE POSITIVE",8953414,"K04332.01",50720,29.99,-0.15375,19.465773,0.0005947,56.75
"CANDIDATE",10140274,"K04334.01",67220,46.82,-0.01261,19.434563,-0.0005034,76
"CANDIDATE",10730070,"K04335.01",67660,28.61,-0.10843,19.427194,-6.334e-05,20
"CANDIDATE",8573193,"K04337.01",67260,26.33,0.018769,19.767788,-9.019e-05,23.7894736842105
"FALSE POSITIVE",9240664,"K04338.01",66330,131.6,-0.001617,19.947115,-0.0002189,4.24096385542169
"FALSE POSITIVE",7281411,"K04339.01",58480,21.37,-2.7267,19.439116,-0.0002957,66
"FALSE POSITIVE",6528141,"K04340.01",67970,2.882,-0.58609,19.574925,0.0003793,21.3809523809524
"CANDIDATE",6792908,"K04341.01",65670,14.63,0.010746,19.730819,-8.611e-06,23.6666666666667
"FALSE POSITIVE",7211879,"K04342.01",81400,33.04,-0.23749,19.677174,0.01203,22.75
"CANDIDATE",8087812,"K04343.01",67370,18.29,-0.095981,19.20511,-4.94e-05,21.9473684210526
"CANDIDATE",10534155,"K04345.01",72580,20.24,0.037839,19.433401,-0.0001967,7.73076923076923
"CANDIDATE",9509343,"K04346.01",67650,40.24,0.026361,18.850771,0.0006776,40.1818181818182
"CANDIDATE",3244792,"K04347.01",54890,15.81,-0.1098,19.590019,5.5e-05,24.0526315789474
"FALSE POSITIVE",11872139,"K04350.01",70360,3.592,-0.15385,19.718489,-8.636e-05,7.44
"FALSE POSITIVE",2708221,"K04352.01",34200,81.08,0.24417,19.353589,-0.00102,56.5
"CANDIDATE",4571844,"K04353.01",8882,219.1,-0.03402,19.628111,0.001866,21.1904761904762
"FALSE POSITIVE",5040223,"K04354.01",68750,9.359,-0.90255,19.904761,-0.001081,20.9047619047619
"CANDIDATE",8459663,"K04356.01",70330,621.4,-0.75833,20.032581,-0.0009291,80.3333333333333
"CANDIDATE",3550372,"K04357.01",66320,12.53,-0.34752,19.527163,0.00028,25.9285714285714
"CANDIDATE",7191646,"K04358.01",65660,128,-0.048924,19.272236,6.688e-05,20.4090909090909
"CANDIDATE",1575873,"K04359.01",70800,2.266,-0.21921,19.461844,-0.0001451,15.1923076923077
"CANDIDATE",10669994,"K04360.01",67310,14.29,-0.010887,19.574884,0,44.5
"CANDIDATE",7801070,"K04361.01",67630,214.5,-0.087709,18.810953,-0.0003356,24.5
"CANDIDATE",9776794,"K04363.01",19280,410.9,-0.077415,19.624325,-0.0007821,17.64
"CANDIDATE",7427764,"K04364.01",73230,61.11,-0.079261,19.048177,-0.0001853,34.6153846153846
"CANDIDATE",10647452,"K04366.01",58130,9.462,-0.26683,18.860913,4.803e-05,41.9090909090909
"CANDIDATE",4773392,"K04367.01",66780,125.3,0.052107,19.868885,-6.606e-05,21
"FALSE POSITIVE",5471489,"K04368.01",68530,51.57,-0.18527,19.844329,-2.142e-05,11.5625
"FALSE POSITIVE",12407623,"K04370.01",68080,9.042,-0.18252,19.423346,-0.004933,57.25
"CANDIDATE",11444514,"K04371.01",53440,123.8,-0.32298,19.037134,9.943e-05,20.3181818181818
"CANDIDATE",9702006,"K04372.01",73770,59.26,-0.081655,19.197853,0.0001403,77
"FALSE POSITIVE",6778008,"K04373.01",69110,91.02,-0.70225,19.467709,-0.0006082,26.7647058823529
"CANDIDATE",10991114,"K04374.01",53280,19.81,0.033243,19.878924,-8.907e-05,38.25
"FALSE POSITIVE",11969092,"K04375.01",69950,68.63,0.0014404,19.642654,0,57.125
"FALSE POSITIVE",2570773,"K04376.01",33370,141.5,-0.58758,19.355426,-0.001002,115.25
"CANDIDATE",4945764,"K04377.01",66550,37.42,-0.0067793,19.810727,0.0001305,26.8
"FALSE POSITIVE",7703910,"K04379.01",68560,33.53,-0.063096,19.867438,0.001942,22.1
"CANDIDATE",7777818,"K04380.01",66760,15,0.0045973,19.930324,0.0001999,13.4
"FALSE POSITIVE",9851360,"K04381.01",54250,23.65,-0.13255,19.923883,0.0002434,50.5555555555556
"CANDIDATE",6937529,"K04382.01",68330,8.202,-0.18058,19.210896,3.014e-05,25.7647058823529
"CANDIDATE",9883606,"K04383.01",77500,18.53,-0.018499,19.2313,5.68e-05,20.8571428571429
"CANDIDATE",9883606,"K04383.02",76000,20.86,0.0064441,19.2313,7.772e-05,20.8571428571429
"CANDIDATE",5860968,"K04384.01",52650,92.53,-0.072481,19.081448,0.0005534,22.7368421052632
"CANDIDATE",3645438,"K04385.01",57110,470,0.54061,19.426606,0.00164,75.1666666666667
"CANDIDATE",3645438,"K04385.02",56540,67.6,-0.057864,19.426613,7.145e-05,75.1666666666667
"CANDIDATE",3645438,"K04385.03",53570,103.2,-0.059085,19.426705,0.0003983,75.1666666666667
"CANDIDATE",8480582,"K04386.01",67640,77.08,-0.0017517,18.998191,-0.0004696,51.2222222222222
"FALSE POSITIVE",2830919,"K04387.01",68720,14.54,-0.22808,19.031695,-8.235e-05,23.2631578947368
"FALSE POSITIVE",9588822,"K04388.01",2950000,409,-0.42782,19.475617,-5.477e-05,5.19718309859155
"CANDIDATE",9588822,"K04388.02",236800,65.13,-0.41667,19.475617,-0.0001078,5.19718309859155
"CANDIDATE",2997459,"K04389.01",67380,47.78,-0.032804,19.542068,-0.0007046,26.4117647058824
"CANDIDATE",8330207,"K04390.01",13320,142.1,-0.069555,20.061702,0.0009339,8.6
"CANDIDATE",6359926,"K04391.01",68010,68.94,-0.17953,19.359679,0.000286,23.5263157894737
"FALSE POSITIVE",6629993,"K04392.01",69100,89.99,-0.13822,19.856017,-0.001837,64.7142857142857
"CANDIDATE",8324518,"K04393.01",67290,18.63,-0.1409,19.951772,-0.0002268,32.6428571428571
"FALSE POSITIVE",10427700,"K04394.01",52980,26.03,-0.11619,19.961355,5.84e-05,10.5294117647059
"CANDIDATE",3103473,"K04395.01",68690,45.67,-0.08645,19.189321,-9.061e-05,51.2222222222222
"FALSE POSITIVE",3247503,"K04397.01",53630,153.1,-0.56235,19.632004,0.0001708,23.9473684210526
"CANDIDATE",5802637,"K04398.01",46500,98.28,-0.019501,19.680761,9.114e-05,32.5714285714286
"CANDIDATE",8345384,"K04399.01",78450,30.3,-0.40836,18.80856,0.0001946,50.7777777777778
"CANDIDATE",2831055,"K04400.01",67730,13.64,-0.12995,19.034209,-6.504e-05,21.9
"CANDIDATE",7703882,"K04403.01",67450,32.64,0.02183,19.866834,0.0001535,22.75
"CANDIDATE",10745365,"K04405.01",53730,26.36,0.038393,19.793092,0.0002241,20.3181818181818
"FALSE POSITIVE",5563937,"K04406.01",58470,36.91,-0.69015,19.938654,0.02058,20.2727272727273
"CANDIDATE",8396660,"K04407.01",71220,3.377,0.029323,20.077016,-3.546e-05,35.8333333333333
"FALSE POSITIVE",10736179,"K04408.01",70110,64.68,-0.088076,19.588519,-2.526e-05,46
"CANDIDATE",5308537,"K04409.01",66800,14.27,-0.02378,19.968981,1.355e-05,26.5
"CANDIDATE",6350882,"K04410.01",66380,65.48,-0.01757,19.136125,-0.0002932,19.5217391304348
"CANDIDATE",5281113,"K04411.01",53620,18.08,-0.03849,19.572074,-4.259e-05,16.7083333333333
"FALSE POSITIVE",7847104,"K04412.01",68680,7.995,-0.47952,19.93007,0.0002396,12.03125
"FALSE POSITIVE",6891513,"K04413.01",58100,111.9,0.06961,19.918908,-0.003123,20.5
"FALSE POSITIVE",4579598,"K04414.01",59970,33.1,-0.42189,19.740897,-1.627e-05,20.8095238095238
"FALSE POSITIVE",7777522,"K04415.01",67400,13.14,-1.0432,19.924745,-0.0002792,21.6666666666667
"FALSE POSITIVE",9597729,"K04417.01",67170,77.78,-1.0732,19.703036,-0.0009172,21.4761904761905
"FALSE POSITIVE",9597729,"K04417.02",50860,10.38,-1.0732,19.702962,-0.0003935,21.4761904761905
"CANDIDATE",7582691,"K04419.01",59210,93.31,-2.5694,18.741034,0.0001594,118.5
"FALSE POSITIVE",7031942,"K04420.01",79390,16.22,-2.8355,19.41713,3.439e-05,24.1111111111111
"CANDIDATE",9836563,"K04421.01",67330,2.389,-0.08429,19.608342,5.73e-05,30.8571428571429
"CANDIDATE",9836563,"K04421.02",59910,6.906,-0.06418,19.608303,-5.358e-05,30.8571428571429
"FALSE POSITIVE",3866536,"K04423.01",55450,34.93,-0.016301,19.700129,-1.227e-05,22.4
"CANDIDATE",7046035,"K04424.01",68420,12.82,-0.087051,19.688668,4.063e-05,20.1363636363636
"FALSE POSITIVE",4679314,"K04425.01",70580,4.385,-0.74434,19.832914,0.0001665,26.8823529411765
"CANDIDATE",4172805,"K04427.01",54010,388.5,-0.38416,19.674508,0.0008399,119.25
"CANDIDATE",5126182,"K04428.01",66880,48.85,0.025054,19.886263,-0.0002118,25.4444444444444
"FALSE POSITIVE",9642018,"K04430.01",75200,83.62,-1.781,19.239767,0.0001634,45.9
"CANDIDATE",9936080,"K04431.01",67120,16.36,-0.00047198,18.914907,-2.078e-05,33
"FALSE POSITIVE",9518651,"K04433.01",67570,12.52,-0.087704,19.213082,-6.147e-05,24.5555555555556
"CANDIDATE",8278685,"K04435.01",66820,22.44,-0.0019866,18.797043,0.0001182,22.25
"FALSE POSITIVE",8308260,"K04436.01",69140,28.91,0.058461,19.657408,0.002149,21.2857142857143
"FALSE POSITIVE",8492101,"K04437.01",34970,25.57,-0.0038531,19.375349,-0.0001613,6.98245614035088
"FALSE POSITIVE",6343576,"K04438.01",52520,42.83,-0.053672,18.898362,-0.000168,8.89189189189189
"FALSE POSITIVE",9899630,"K04439.01",107100,26.94,-0.78701,19.686792,0.0004326,21.3809523809524
"CANDIDATE",8416523,"K04441.01",68430,63.79,-1.3607,19.027417,0.0002106,65.7142857142857
"CANDIDATE",11124436,"K04442.01",53750,29.11,-0.22352,18.956885,-0.0001086,17.3181818181818
"CANDIDATE",5780855,"K04443.01",67120,10.93,-0.0011243,19.237831,6.815e-05,22.2631578947368
"CANDIDATE",11718389,"K04444.01",67380,63.87,-0.051902,19.641434,0.0005818,92
"CANDIDATE",10329196,"K04446.01",67120,27.64,-0.048783,19.142349,-0.0001085,22.2352941176471
"CANDIDATE",10604592,"K04447.01",68390,24.13,-0.048974,19.580793,-2.2e-05,56.75
"FALSE POSITIVE",8429668,"K04449.01",66670,19.22,-0.0015275,19.423382,-0.001671,18.2
"CANDIDATE",7429240,"K04450.01",67180,132.6,-0.37155,19.091906,-3.979e-06,44.5
"CANDIDATE",10120548,"K04451.01",68110,59.64,-0.098597,18.81301,-0.0003098,66.1428571428571
"CANDIDATE",4474462,"K04452.01",53270,18.93,-1,19.620058,-8.904e-05,26.75
"FALSE POSITIVE",10729472,"K04453.02",67390,25.05,-0.75265,19.410995,-1.118e-05,25.1666666666667
"FALSE POSITIVE",9777200,"K04455.01",66220,5.585,0.011122,19.634277,0.000169,7.93617021276596
"CANDIDATE",3557560,"K04456.01",54000,36.36,0.043361,19.644777,-0.0001371,24.8823529411765
"CANDIDATE",12109267,"K04457.01",67920,53.77,-0.13681,19.367441,-5.065e-05,21.65
"CANDIDATE",8652577,"K04458.01",67500,167.1,-0.96772,20.01887,0.0228,23.5263157894737
"CANDIDATE",9947389,"K04460.01",68610,105.5,-0.70903,19.34316,0.0003908,30.9285714285714
"FALSE POSITIVE",11912987,"K04461.01",72660,23.27,-0.16604,19.400604,-6.859e-05,20.4545454545455
"CANDIDATE",6197344,"K04463.01",56660,38.21,-0.13582,19.294247,0.0001257,40.9090909090909
"CANDIDATE",11357664,"K04464.01",68210,38.2,-0.051269,19.68716,0.0002221,92.4
"CANDIDATE",7272132,"K04466.01",56710,120.4,-0.229,19.242554,0.0002276,21.1904761904762
"CANDIDATE",5352640,"K04467.01",57020,55.52,-0.0269,19.248414,-0.0003395,32.6428571428571
"FALSE POSITIVE",4157052,"K04468.01",72920,56.34,-0.81995,19.432318,-0.001462,6.81481481481482
"FALSE POSITIVE",10006641,"K04469.01",67650,39.62,-1.0608,19.317066,-2.012e-05,76.5
"FALSE POSITIVE",10815916,"K04470.01",53910,9.577,-0.025584,19.88221,-0.000926,18.2173913043478
"FALSE POSITIVE",8955709,"K04471.01",53500,191.8,-0.49961,19.523484,-0.00116,76.5
"FALSE POSITIVE",7031430,"K04472.01",83360,26.41,-1,19.40595,-4.029e-05,122.25
"CANDIDATE",7133294,"K04473.01",66780,19.41,-0.018868,19.73729,0.000183,10.8157894736842
"CANDIDATE",4381429,"K04474.01",52430,127.5,-0.051587,19.704273,0.0009227,41.1818181818182
"FALSE POSITIVE",11912916,"K04475.01",67440,48.94,-0.24535,19.397437,-0.0003117,32.6428571428571
"FALSE POSITIVE",3732894,"K04476.01",68470,17.19,-0.17771,19.129828,-0.0001688,25.9411764705882
"CANDIDATE",6276791,"K04477.01",67360,95.12,0.071007,19.273602,0.0004092,23.9473684210526
"CANDIDATE",6276791,"K04477.02",65480,41.9,0.038231,19.273585,-8.537e-06,23.9473684210526
"CANDIDATE",8636600,"K04478.01",82580,53.87,-0.0033291,19.734827,0.0001116,50
"FALSE POSITIVE",3644602,"K04479.01",67280,616.9,0.25065,19.412589,-0.002067,22.45
"CANDIDATE",10467714,"K04480.01",74190,184.3,-0.38485,19.385119,0.0002948,34.6153846153846
"FALSE POSITIVE",11912941,"K04481.01",68210,23.22,0.021752,19.3985,1.038e-05,22.35
"CANDIDATE",7778427,"K04482.01",67760,9.241,0.032615,19.939655,2.137e-06,35.5833333333333
"FALSE POSITIVE",6525106,"K04483.01",67220,15.87,-0.47341,19.51233,-0.0001664,22.75
"CANDIDATE",9898017,"K04484.01",68790,13.39,-0.20967,19.646455,-0.0001564,22.15
"CANDIDATE",8098212,"K04487.01",80320,24.88,-0.073947,19.468584,0,51
"FALSE POSITIVE",7694615,"K04489.01",68350,3.88,0.24844,19.71127,0.0005572,29.6
"CANDIDATE",4556468,"K04491.01",67620,63.71,-0.37912,19.343087,1.11e-05,26.375
"FALSE POSITIVE",9222516,"K04492.01",66870,22.33,-3.1663,19.568539,-0.0001284,19.8181818181818
"FALSE POSITIVE",3953173,"K04493.01",67820,19.74,-0.29285,19.413562,-0.001993,94.4
"CANDIDATE",5552562,"K04495.01",57300,28.35,0.093986,19.784929,0.00031,20.3181818181818
"CANDIDATE",6186182,"K04496.01",52430,289.5,-0.0086035,18.978829,0.001059,20.4090909090909
"CANDIDATE",12645057,"K04497.01",66910,32.11,-0.066388,19.284413,0.0001106,30.5333333333333
"CANDIDATE",4844367,"K04498.01",63350,62.82,-0.19148,19.614783,9.289e-05,45.1
"CANDIDATE",10937749,"K04499.01",52980,52.39,-0.023314,19.918835,-4.601e-05,22.7
"CANDIDATE",9100953,"K04500.01",56240,46.37,-0.067662,19.726967,-0.0004907,45.5
"CANDIDATE",9100953,"K04500.02",53450,165.1,-0.012926,19.727015,-0.0002938,45.5
"CANDIDATE",9100953,"K04500.03",52650,98.32,0.016467,19.727039,-0.0004785,45.5
"FALSE POSITIVE",8109107,"K04501.01",57580,38.44,0.088798,19.713559,-0.000574,23.1052631578947
"CANDIDATE",10907132,"K04503.01",52920,57.2,-0.095121,18.974248,-0.0001526,21.4761904761905
"CANDIDATE",6520753,"K04504.01",64150,52.21,-0.11098,19.419618,0.0002663,32.5714285714286
"CANDIDATE",6520753,"K04504.02",59040,104.5,-0.10709,19.419632,0.0004578,32.5714285714286
"CANDIDATE",8493354,"K04505.01",67650,26.85,-0.063755,19.406628,0.0001091,33.1538461538461
"CANDIDATE",4545570,"K04506.01",67810,33.86,-0.014061,19.088626,0.0002736,41.7272727272727
"CANDIDATE",5457326,"K04508.01",54950,27.58,0.070058,19.624913,-0.0001307,76.1666666666667
"CANDIDATE",11350118,"K04509.01",68230,76.11,-0.012781,19.44633,-0.0004351,77.5
"CANDIDATE",11671579,"K04510.01",67730,0.1697,-0.04347,19.767483,-1.561e-05,20.45
"FALSE POSITIVE",12069414,"K04512.01",58620,3.965,-0.96396,19.696957,0.001107,45.2
"CANDIDATE",9216775,"K04513.01",67980,18.43,-0.029233,19.416744,0.0001034,41.3636363636364
"FALSE POSITIVE",9849884,"K04516.01",54530,18.72,-0.020392,19.896761,-2.677e-05,15.92
"FALSE POSITIVE",11243547,"K04517.01",70400,29.69,-0.48672,19.43606,-0.0001088,80.3333333333333
"FALSE POSITIVE",7032001,"K04518.01",70230,24.35,-1,19.418532,-1.124e-05,28.75
"CANDIDATE",10003058,"K04519.01",67800,101.8,-0.036882,19.200674,-0.0004702,12.6896551724138
"CANDIDATE",9031703,"K04520.01",66290,18.6,-0.073527,19.680915,-8.3e-05,26.2
"FALSE POSITIVE",9577855,"K04522.01",35670,17.95,-0.10621,19.12278,0.001986,22.1
"CANDIDATE",8700895,"K04523.01",67210,16.05,-0.015493,19.736256,-1.702e-05,36
"CANDIDATE",5003670,"K04524.01",67700,35.46,-0.15129,19.303193,0.0001094,36.9166666666667
"CANDIDATE",5003670,"K04524.02",63340,32.28,-0.16469,19.303228,0.0001297,36.9166666666667
"CANDIDATE",5003670,"K04524.03",58550,18.84,-0.19408,19.303225,8.151e-05,36.9166666666667
"CANDIDATE",3765917,"K04526.01",53770,95.75,-0.064832,19.73126,-0.001047,26.3125
"CANDIDATE",3765917,"K04526.02",51340,63.9,-0.10615,19.731256,0.0005806,26.3125
"FALSE POSITIVE",3438976,"K04527.01",68180,12.48,-0.28038,19.341292,0.000381,20.9047619047619
"CANDIDATE",7833305,"K04528.01",66790,17.16,-0.078134,19.691702,0.0001128,34.4615384615385
"FALSE POSITIVE",6610064,"K04529.01",77890,25.33,-0.13315,19.531652,0.0007908,18.9130434782609
"CANDIDATE",12647577,"K04530.01",68090,37,0.020221,19.382237,2.327e-05,37.1666666666667
"FALSE POSITIVE",2710623,"K04532.01",67780,18.37,-0.40458,19.392898,-0.0003556,24.1111111111111
"FALSE POSITIVE",3330684,"K04533.01",68440,28.75,-0.29177,19.208032,0.0007938,0
"FALSE POSITIVE",7699298,"K04534.01",69050,6.554,-0.55255,19.798268,-6.682e-05,6.06153846153846
"CANDIDATE",3547760,"K04535.01",68080,48.55,-0.045945,19.483573,0.0001097,56.875
"FALSE POSITIVE",7281484,"K04536.01",71390,2.538,-1,19.440729,3.786e-05,30.3571428571429
"FALSE POSITIVE",4848115,"K04537.01",64730,46.73,-0.034518,19.675809,0.004584,77.3333333333333
"FALSE POSITIVE",5991765,"K04538.01",66880,29.6,-0.017231,19.967724,0.0007614,11.0555555555556
