"koi_disposition","kepid","kepoi_name","tce_time0bk","tce_num_transits","tce_full_conv","tce_cap_stat","tce_fwm_pdeco","tce_steff_sn","tce_fwm_prao_sn"
"FALSE POSITIVE",9153823,"K06195.01",132.311,927,1,9.041,0.0004802,33.3503649635036,-0.077185628742515
"FALSE POSITIVE",9282687,"K06196.01",132.145,56,0,102.7,0.001649,23.9300699300699,0
"FALSE POSITIVE",9291629,"K06198.01",299.38,3,1,6.039,0.002629,40.075,-0.000987687687687688
"FALSE POSITIVE",9343862,"K06201.01",132.053,0,0,14.2,0,22.1927374301676,0.022141592920354
"FALSE POSITIVE",9394605,"K06203.01",132.073,815,1,-2.795,-0.0005453,28.0579710144928,13.049504950495
"FALSE POSITIVE",9471755,"K06204.01",132.411,1406,1,57.81,-0.0001218,4.82685977616853,-9.18072289156626
"FALSE POSITIVE",9479460,"K06205.01",132.52,0,0,62.17,0,23.9355828220859,0.341176470588235
"FALSE POSITIVE",9549472,"K06206.01",132.098,86,1,1290,-0.03947,33.1988636363636,-1.39958246346555
"FALSE POSITIVE",9576197,"K06207.01",136.195,170,1,204.2,0.0004386,33.2278481012658,-0.0323702031602709
"FALSE POSITIVE",9579860,"K06208.01",131.744,624,1,-5.839,-0.007265,60.1012658227848,9.01117318435754
"CANDIDATE",9655711,"K06209.01",134.804,35,1,3.708,0.0005378,26.3141592920354,-0.947096774193548
"CANDIDATE",9655711,"K06209.02",138.926,56,1,3.5,0.001495,26.3141592920354,-1.37761194029851
"FALSE POSITIVE",9767392,"K06211.01",131.579,128,0,157.4,0,25.6976744186046,0.00742074363992172
"FALSE POSITIVE",9774400,"K06212.01",137.172,128,1,235,-0.02907,37.4528301886792,121.770114942529
"FALSE POSITIVE",9839081,"K06213.01",132.26,528,1,97.12,0.0003173,33.4550561797753,-0.446696428571429
"CANDIDATE",10200627,"K06217.01",134.255,181,1,8.746,3.638e-05,38.6119402985075,-0.80078125
"FALSE POSITIVE",10228942,"K06219.01",148.223,51,1,3251,-0.001766,33.155,-1.31299435028249
"FALSE POSITIVE",10341878,"K06220.01",131.569,1444,1,-2.689,-5.232e-05,22.0787878787879,2.06390532544379
"FALSE POSITIVE",10357831,"K06221.01",131.727,106,1,22.97,-0.003578,28.5220125786164,0
"FALSE POSITIVE",10385682,"K06223.01",132.88,0,0,2187,-0.01244,28.7914691943128,-0.171142857142857
"FALSE POSITIVE",10483644,"K06225.01",133.315,209,1,803.2,-0.003586,33.3093922651934,1.50792079207921
"FALSE POSITIVE",10601549,"K06226.01",132.791,917,1,15.83,6.345e-05,33.6172839506173,-0.00232571428571429
"FALSE POSITIVE",10614158,"K06227.01",133.721,58,1,38.13,-0.002091,32.9727891156463,-0.030528
"CANDIDATE",10717220,"K06228.01",133.967,54,1,8.709,-0.0001147,37.1623376623377,-0.804938271604938
"FALSE POSITIVE",10728219,"K06229.01",134.873,0,0,0,0,33.2248520710059,0
"CANDIDATE",10735988,"K06230.01",132.57,692,1,614.8,-0.003109,30.9107142857143,-0.0327454545454545
"FALSE POSITIVE",10973583,"K06232.01",133.543,209,1,52.46,-0.001401,33.5581395348837,1.45329457364341
"CANDIDATE",10989274,"K06233.01",132.334,69,1,9.222,0,30.25,0
"FALSE POSITIVE",11099351,"K06234.01",132.557,447,1,593.9,-0.0005993,22.9927884615385,-0.16405684754522
"FALSE POSITIVE",11147460,"K06235.01",132.941,655,1,254.2,-0.001006,39.7716535433071,0.0385900900900901
"FALSE POSITIVE",11252617,"K06236.01",132.872,290,1,1230,-0.153,28.0177777777778,0
"FALSE POSITIVE",11252617,"K06236.02",132.873,293,1,104.5,-0.005927,28.0177777777778,0
"FALSE POSITIVE",11516930,"K06240.01",133.86,281,1,3.616,0.002326,33.4817073170732,-2.48852459016393
"FALSE POSITIVE",11558882,"K06241.01",154.682,19,1,490.9,-0.0759,28,0.156644591611479
"FALSE POSITIVE",11673686,"K06243.01",133.387,287,1,984.8,-0.02154,33.1283422459893,-26.9333333333333
"FALSE POSITIVE",11724210,"K06244.01",132.042,237,1,562.8,0.0003109,33.3707865168539,-2.68552631578947
"FALSE POSITIVE",11775507,"K06245.03",218.229,4,1,2.486,0.0001713,25.9047619047619,-0.674285714285714
"CANDIDATE",11856178,"K06246.01",139.983,109,1,4.259,-6.366e-05,33.6373626373626,1.07282157676349
"FALSE POSITIVE",11867071,"K06247.01",135.027,41,1,363.9,-0.0002009,25.9490196078431,-0.045625
"FALSE POSITIVE",11975363,"K06248.01",132.657,0,0,1582,0,30.1105263157895,0
"FALSE POSITIVE",12207117,"K06249.01",131.564,841,1,9.23,-0.0006401,30.3351955307263,-0.0370863309352518
"CANDIDATE",12367464,"K06250.01",132.249,732,1,715.2,0.0004157,28.1233480176211,-0.7470737913486
"FALSE POSITIVE",12470041,"K06251.01",139.162,90,1,228.8,-0.0001801,23.9394904458599,-0.135590277777778
"FALSE POSITIVE",1026032,"K06252.01",133.774,164,1,915.7,-0.01197,33.4325842696629,-0.565811965811966
"FALSE POSITIVE",2012722,"K06257.01",133.198,576,1,6.474,-5.324e-05,30.3706896551724,-2.60225988700565
"FALSE POSITIVE",2013883,"K06258.01",131.696,1750,1,-0.6283,-2.279e-05,77.725,14.301724137931
"CANDIDATE",2161949,"K06259.01",131.703,277,1,2.707,8.43e-05,36.9025974025974,-0.00775757575757576
"CANDIDATE",2161949,"K06259.02",133.177,179,1,3.598,0.0001187,36.9025974025974,0.0923021582733813
"FALSE POSITIVE",2162994,"K06260.01",132.638,658,0,2136,0.1246,36.9078947368421,7.76351351351351
"FALSE POSITIVE",2167444,"K06261.01",133.462,215,1,3.984,-4.304e-06,19.355614973262,-0.951875
"CANDIDATE",2301068,"K06263.01",134.393,153,1,1.792,0.0001049,28.3664921465969,-0.58695652173913
"FALSE POSITIVE",2305372,"K06264.01",131.552,0,0,0,0,71.6091954022988,0
"FALSE POSITIVE",2306740,"K06265.01",133.432,0,0,884.8,0,36.95,0
"FALSE POSITIVE",2308957,"K06266.01",132.087,1232,1,0,0,74.2051282051282,0
"CANDIDATE",2422820,"K06267.01",137.347,95,1,3.393,3.542e-05,30.5698324022346,0.715325670498084
"FALSE POSITIVE",2437452,"K06268.01",134.583,186,1,339,-0.005527,30.3924731182796,0.236832740213523
"FALSE POSITIVE",2437804,"K06269.01",131.76,177,1,-15.24,-0.01699,45.6632653061225,1.65454545454545
"FALSE POSITIVE",2438061,"K06270.01",132.015,393,1,111,-0.003638,0,0.120859375
"FALSE POSITIVE",2438062,"K06271.01",131.973,113,1,1.794,-0.001227,0,0.378823529411765
"FALSE POSITIVE",2438517,"K06272.01",131.529,341,1,-10.35,0.001722,29.1081081081081,17.76
"FALSE POSITIVE",2442084,"K06273.01",175.193,27,1,925.5,0.002933,45.2558139534884,0
"CANDIDATE",2449245,"K06274.01",145.811,71,1,5.757,-6.231e-05,26.093220338983,1.545
"CANDIDATE",2557350,"K06276.01",134.389,434,1,6.811,9.013e-07,55.8153846153846,0.785714285714286
"FALSE POSITIVE",2557430,"K06277.01",131.84,1035,1,494.3,0,36.6910112359551,0
"FALSE POSITIVE",2568971,"K06278.01",134.057,265,1,6.064,-0.0002649,23.9299363057325,2.59931506849315
"FALSE POSITIVE",2570505,"K06279.01",132.689,710,1,-0.05887,-5.465e-05,33.0198675496689,-0.447435897435898
"FALSE POSITIVE",2570767,"K06280.01",132.704,711,1,0.2422,3.954e-05,33.4285714285714,2.96555023923445
"FALSE POSITIVE",2576692,"K06282.01",194.096,0,0,1418,-0.01318,39.8896551724138,0.099776357827476
"FALSE POSITIVE",2580872,"K06283.01",145.542,0,0,421.2,0,33.5121951219512,5.934375
"FALSE POSITIVE",2583777,"K06284.01",132.049,1396,1,-10.97,-0.03537,33.3259668508287,-1.87173913043478
"FALSE POSITIVE",2693092,"K06285.01",168.142,31,1,3902,-0.01229,33.2131147540984,-1.06241721854305
"FALSE POSITIVE",2708156,"K06286.01",132.676,0,0,0,-0.1256,24.0660980810235,0
"FALSE POSITIVE",2708172,"K06287.01",132.745,715,1,-1.752,-1.361e-05,33.3359375,3.24966887417219
"FALSE POSITIVE",2708445,"K06288.01",132.691,714,1,-2.07,0.0001019,35.5664335664336,-4.78028169014084
"FALSE POSITIVE",2708614,"K06289.01",147.012,3,1,29.97,0.000794,27.824034334764,0.214475138121547
"FALSE POSITIVE",2711114,"K06290.01",132.743,939,1,213.7,-0.003107,33.4587628865979,-6.24334600760456
"FALSE POSITIVE",2720354,"K06292.01",131.68,477,1,790.7,-0.000541,82.7283950617284,0.0181346578366446
"CANDIDATE",2834463,"K06293.01",136.027,230,1,8.802,-0.0001157,30.3058252427184,0.177039106145251
"FALSE POSITIVE",2852560,"K06294.01",131.913,0,0,579.9,-0.09839,33.3173652694611,-1.73773265651438
"FALSE POSITIVE",2856960,"K06295.01",165.299,6,1,0,0.009186,33.6095890410959,0.0168345588235294
"FALSE POSITIVE",2860594,"K06296.01",132.817,250,1,662.3,-0.000623,84.2738095238095,3.24901960784314
"FALSE POSITIVE",2860788,"K06297.01",132.068,515,1,1035,-0.06795,37.3557046979866,5.2939262472885
"FALSE POSITIVE",2969638,"K06298.01",131.945,684,1,-13.93,-5.853e-05,33.3522727272727,4.90497737556561
"CANDIDATE",2970670,"K06299.01",131.883,1410,1,6.542,-5.26e-05,67.1707317073171,-1.0640562248996
"FALSE POSITIVE",2973509,"K06300.01",132.547,203,1,3620,-0.01144,33.4179894179894,0.650383631713555
"CANDIDATE",2994092,"K06301.01",160.461,24,1,7.199,-0.0007356,24.1481481481481,-0.58101788170564
"FALSE POSITIVE",2998124,"K06302.01",152.984,47,1,1607,-0.01608,33.1155778894472,7.58075601374571
"FALSE POSITIVE",3098194,"K06303.01",156.236,0,0,715,0,33.2951807228916,0
"FALSE POSITIVE",3102024,"K06304.01",139.481,95,1,1408,0.1066,33.6282051282051,5.75879396984925
"FALSE POSITIVE",3110937,"K06305.01",132.703,710,1,3.778,-0.0003876,33.1849710982659,-3.99056603773585
"FALSE POSITIVE",3115480,"K06306.01",133.346,732,1,509.3,3.233e-05,76.9390243902439,0.205329949238579
"FALSE POSITIVE",3120320,"K06307.01",136.489,124,1,3122,0.006048,74.2405063291139,-1.90285110876452
"FALSE POSITIVE",3127817,"K06308.01",132.936,501,1,1440,0,33.1185567010309,0
"FALSE POSITIVE",3228740,"K06309.01",132.214,1833,1,-2.309,0.0001197,33.4888888888889,-0.278905109489051
"FALSE POSITIVE",3230206,"K06310.01",132.746,186,1,-0.1255,-0.0004518,31.7700534759358,3.33123689727463
"FALSE POSITIVE",3230227,"K06311.01",132.75,186,1,0,0.0341,24.0058823529412,-0.713214285714286
"FALSE POSITIVE",3241619,"K06312.01",132.472,789,1,1443,0,33.4905660377359,0
"FALSE POSITIVE",3241662,"K06313.01",132.471,787,1,-1.584,4.483e-06,33.8176470588235,-0.719047619047619
"FALSE POSITIVE",3245000,"K06314.01",148.512,53,1,1.417,0.001473,33.2168674698795,-3.56946826758148
"FALSE POSITIVE",3247294,"K06316.01",133.43,15,1,1167,-0.01018,33.5414364640884,0.163021582733813
"FALSE POSITIVE",3248332,"K06317.01",135.215,146,1,301.1,-0.001404,26.2277992277992,-3.22777101096224e-05
"FALSE POSITIVE",3323289,"K06319.01",158.858,0,0,1216,-0.1431,33.7080745341615,-0.094622641509434
"FALSE POSITIVE",3327980,"K06321.01",131.995,0,0,1803,0.005286,22.1140350877193,0
"FALSE POSITIVE",3329643,"K06322.01",131.541,1328,1,-6.464,-0.0001229,33.2022471910112,-8.38775510204082
"FALSE POSITIVE",3335816,"K06323.01",132.488,360,1,198.2,0.01301,33.5343915343915,-2.26491228070175
"FALSE POSITIVE",3337438,"K06324.01",132.969,456,1,1.128,1.152e-05,20.4653846153846,-4.58702064896755
"FALSE POSITIVE",3337548,"K06325.01",132.979,446,1,2.156,0.0003305,33.0180722891566,1.59594594594595
"FALSE POSITIVE",3339538,"K06326.01",140.476,94,1,1640,-0.001574,30.2705882352941,0.060246835443038
"FALSE POSITIVE",3341934,"K06327.01",137.77,73,1,1572,-0.009281,28.7407407407407,-0.0859872611464968
"FALSE POSITIVE",3343866,"K06328.01",131.965,2404,1,-15.78,-0.0006517,28.6578947368421,8.83950617283951
"CANDIDATE",3346543,"K06329.01",143.729,106,1,4.978,-3.883e-05,60.4623655913978,-0.346546762589928
"FALSE POSITIVE",3352751,"K06330.01",132.084,310,1,654.4,0.02622,91.7096774193548,-1.83846153846154
"CANDIDATE",3356193,"K06331.01",133.996,148,1,2.626,-3.839e-06,30.6666666666667,-1.59830827067669
"FALSE POSITIVE",3427776,"K06332.01",134.24,328,1,303.6,0.0002642,30.6067415730337,-0.185991471215352
"FALSE POSITIVE",3437739,"K06333.01",132.658,711,1,2.618,-0.0003912,30.2701421800948,2.353507565337
"FALSE POSITIVE",3440230,"K06334.01",134.239,0,0,773.4,0,24.2634730538922,0.132596153846154
"FALSE POSITIVE",3441340,"K06335.01",131.767,1664,1,-8.561,0.0001025,33.2717391304348,5.59625668449198
"FALSE POSITIVE",3448323,"K06336.01",131.743,2544,1,1.672,-0.0002749,33.5060975609756,-0.205145631067961
"FALSE POSITIVE",3458919,"K06337.01",131.808,1203,1,0,0,33.5,0
"FALSE POSITIVE",3542573,"K06338.01",133.751,382,1,2615,0.003393,30.2814070351759,0.264152249134948
"FALSE POSITIVE",3543270,"K06339.01",133.197,327,1,437.6,-0.0006015,33.7160493827161,0.521006289308176
"FALSE POSITIVE",3544678,"K06340.01",132.071,211,1,-3.875,-0.006267,33.4367816091954,-17.3333333333333
"CANDIDATE",3547178,"K06342.01",136.84,163,1,3.723,1.466e-05,36.1166666666667,0.100867052023121
"FALSE POSITIVE",3548622,"K06343.01",143.495,3,1,3.771,0.0006851,30.585,-0.464285714285714
"FALSE POSITIVE",3556742,"K06344.01",132.171,1302,1,-19.93,0,62.9746835443038,0
"FALSE POSITIVE",3558803,"K06345.01",131.672,669,1,-8.181,5.33e-05,33.9160839160839,-1.07283950617284
"FALSE POSITIVE",3644174,"K06347.01",132.236,349,1,3.634,-0.001107,33.3768115942029,-5.95263157894737
"FALSE POSITIVE",3655326,"K06348.01",140.656,73,1,983.7,-0.08404,74.6883116883117,1.79192825112108
"FALSE POSITIVE",3656322,"K06349.01",132.542,589,1,206,-0.0003604,35.843537414966,-0.129099678456592
"FALSE POSITIVE",3656700,"K06350.01",132.025,1447,1,-59.92,0.01511,74.2911392405063,51.4910025706941
"FALSE POSITIVE",3659940,"K06351.01",131.723,1195,1,7.795,-0.0001457,33.4397590361446,1.04367088607595
"CANDIDATE",3663494,"K06352.01",133.896,168,1,6.181,-0.0004667,28.6298076923077,0.485976331360947
"CANDIDATE",3733638,"K06353.01",140.08,136,1,2.223,8.034e-05,30.0416666666667,-1.27517857142857
"CANDIDATE",3748855,"K06355.01",131.917,308,1,6.261,-8.337e-05,33.2742857142857,0.772289156626506
"FALSE POSITIVE",3757588,"K06356.01",154.284,43,1,80.9,-0.001657,30.2485875706215,-2.3952772073922
"CANDIDATE",3765692,"K06358.01",132.779,282,1,7.098,-0.0001796,28.0368421052632,-0.912418300653595
"FALSE POSITIVE",3766353,"K06359.01",133.718,400,1,207.9,-0.0003021,30.5972222222222,-0.625
"FALSE POSITIVE",3830820,"K06360.01",135.11,80,0,232,0.1314,76.98,-2.60508083140878
"CANDIDATE",3831523,"K06361.01",131.662,877,1,10.02,4.157e-06,28.3612334801762,-0.315188679245283
"FALSE POSITIVE",3834364,"K06362.01",132.316,460,1,904.3,0.03626,33.921686746988,-3.96036036036036
"FALSE POSITIVE",3836413,"K06363.01",132.004,866,1,-179.7,0.001363,0,0.0388846153846154
"FALSE POSITIVE",3836439,"K06364.01",131.992,866,1,0,-0.3206,23.7749196141479,0
"FALSE POSITIVE",3838004,"K06365.01",131.583,1145,1,4.215,-2.072e-05,30.36,-0.290636042402827
"FALSE POSITIVE",3851134,"K06366.01",131.867,1459,1,7.257,9.493e-05,30.5141509433962,1.94838709677419
"FALSE POSITIVE",3851193,"K06367.01",131.844,1009,1,1504,-0.001847,30.6153846153846,-0.0653706896551724
"CANDIDATE",3854496,"K06368.01",136.824,139,1,3.522,0.000373,26.1380753138075,-0.133304721030043
"FALSE POSITIVE",3858884,"K06371.01",154.89,0,0,0,0,27.8347457627119,-0.126292134831461
"FALSE POSITIVE",3938073,"K06373.01",158.865,46,1,3150,0.002542,36.6524390243902,0.139762611275964
"CANDIDATE",3972432,"K06375.01",134.32,368,1,6.272,0.0001148,33.271186440678,-2.53620689655172
"FALSE POSITIVE",3973002,"K06376.01",132.891,542,1,927.4,0.002575,30.2713567839196,1.03028985507246
"FALSE POSITIVE",3973504,"K06377.01",131.606,240,1,606.4,0.01821,30.5492227979275,-1.87179487179487
"FALSE POSITIVE",4055092,"K06379.01",133.991,19,1,62.29,0.001697,30.5759493670886,0.150455005055612
"FALSE POSITIVE",4067549,"K06380.01",137.868,140,1,448.3,0.05244,33.5697674418605,1.87886944818304
"FALSE POSITIVE",4069213,"K06382.01",134.573,209,1,2141,0.00746,67.032967032967,4.4766050054407
"FALSE POSITIVE",4075064,"K06383.01",161.238,0,0,506.7,0,33.5655172413793,0
"FALSE POSITIVE",4076952,"K06385.01",133.742,223,0,1087,0.001383,25.872,2.17393258426966
"FALSE POSITIVE",4078693,"K06386.01",133.024,388,1,174.1,0.0002165,33.5121951219512,0.0420967741935484
"FALSE POSITIVE",4142768,"K06387.01",131.657,96,1,379.6,0.0001904,27.7733990147783,0.13
"FALSE POSITIVE",4149684,"K06388.01",132.418,301,1,2364,0.001926,25.8389830508475,3.51060820367751
"FALSE POSITIVE",4150703,"K06389.01",134.294,156,1,-2.251,-0.000311,67,6.64130434782609
"FALSE POSITIVE",4157488,"K06390.01",132.568,519,1,2353,0.02487,31.7157360406091,-7.49213836477987
"FALSE POSITIVE",4160669,"K06391.01",132.695,601,1,-13.08,0.01883,35.9325842696629,-76.2761506276151
"FALSE POSITIVE",4174507,"K06393.01",133.043,548,1,176.8,0.00227,33.3351955307263,-1.90402075226978
"FALSE POSITIVE",4180396,"K06394.01",132.603,291,1,0,2.823e-05,22.4509345794392,-2.23214285714286
"FALSE POSITIVE",4245897,"K06395.01",140.781,0,0,266.6,0,21.2116564417178,-0.302874493927126
"FALSE POSITIVE",4252226,"K06396.01",151.263,63,1,1500,0.0003971,30.219387755102,-0.0458265895953757
"FALSE POSITIVE",4261960,"K06397.01",131.79,781,1,-19.97,-0.003419,28.7142857142857,-16.1228070175439
"FALSE POSITIVE",4269252,"K06398.01",134.892,224,1,2.493,0.001266,45.5148514851485,-5.12468827930175
"CANDIDATE",4274071,"K06399.01",133.082,158,1,4.068,6.584e-06,33.5497076023392,-0.418154761904762
"FALSE POSITIVE",4281895,"K06400.01",137.774,110,1,2492,0.01846,30.4230769230769,-3.91333333333333
"CANDIDATE",4282390,"K06401.01",132.301,548,1,9.21,0.0001065,77.7625,-1.05567010309278
"FALSE POSITIVE",4284147,"K06402.01",132.236,746,1,4.55,-6.525e-05,25.4728682170543,-0.445912408759124
"FALSE POSITIVE",4349935,"K06403.01",131.994,1703,1,5.145,-1.954e-05,33.4360902255639,-1.94311688311688
"FALSE POSITIVE",4352168,"K06404.01",134.944,0,0,353.7,0,33.2201257861635,-1.42161016949153
"FALSE POSITIVE",4356621,"K06405.01",132.916,772,1,6.083,1.238e-05,66.9529411764706,-0.273224043715847
"FALSE POSITIVE",4357985,"K06406.01",136.665,157,1,7.594,-0.0001527,33.6129032258064,-0.902127659574468
"FALSE POSITIVE",4367544,"K06407.01",131.544,74,1,51.1,0.02091,30.0161290322581,-14.8260869565217
"FALSE POSITIVE",4372410,"K06408.01",131.656,1936,1,-1.148,5.204e-05,99.9753086419753,-5.24102564102564
"FALSE POSITIVE",4372961,"K06410.01",132.361,426,1,0,0,83.6363636363636,0
"FALSE POSITIVE",4375101,"K06411.01",140.699,18,1,771.4,-0.009052,30.3179487179487,0.0465950920245399
"FALSE POSITIVE",4380283,"K06412.01",132.034,1229,1,1914,0,28.4931506849315,0
"FALSE POSITIVE",4445630,"K06414.01",133.105,0,0,1554,0,30.935960591133,0
"FALSE POSITIVE",4446411,"K06415.01",132.015,2126,1,23.08,0.0003524,25.0133333333333,-9.74302325581395
"FALSE POSITIVE",4454219,"K06416.01",131.663,21,1,110.2,0.0009612,0,-0.0602693602693603
"FALSE POSITIVE",4456622,"K06417.01",131.949,1734,1,265.6,0.0008556,33.3157894736842,0.0806416666666667
"FALSE POSITIVE",4482738,"K06418.01",132.075,1209,1,-14.02,0.01028,45.2844036697248,0
"FALSE POSITIVE",4484312,"K06419.01",133.486,483,1,5.878,3.748e-05,33.4175824175824,-0.522172949002217
"FALSE POSITIVE",4484356,"K06420.01",132.018,1875,1,0,-0.00096,33.3312101910828,-0.00973817034700316
"FALSE POSITIVE",4489844,"K06421.01",131.732,1627,1,-2.399,0.00018,37.0714285714286,-0.923228346456693
"FALSE POSITIVE",4540632,"K06422.01",150.858,0,0,473.2,-0.0001974,33.2649006622516,0.0281958762886598
"FALSE POSITIVE",4544623,"K06423.01",132.083,523,1,6.158,-0.002858,50.3333333333333,7.67721518987342
"FALSE POSITIVE",4565985,"K06424.01",134.397,64,1,0,-0.003518,25.6624203821656,0.277707509881423
"FALSE POSITIVE",4569590,"K06426.01",166.48,24,1,15.05,-0.002119,33.5492957746479,0.826797385620915
"FALSE POSITIVE",4574310,"K06427.01",132.111,823,1,0,0,30.2752293577982,0
"FALSE POSITIVE",4578594,"K06429.01",191.475,4,1,151.7,-0.08524,29.048128342246,-0.143995243757432
"FALSE POSITIVE",4587448,"K06430.01",131.805,597,1,7.17,-3.623e-06,27.8481012658228,0.969795221843004
"FALSE POSITIVE",4633434,"K06431.01",134.76,47,1,924.9,0.001653,33.5629139072848,-0.0038232
"FALSE POSITIVE",4661634,"K06432.01",159.901,16,1,2379,-0.003389,30.5730337078652,0.0757478005865103
"FALSE POSITIVE",4665989,"K06433.01",131.627,954,0,1817,0,23.8033333333333,0
"FALSE POSITIVE",4671584,"K06434.01",134.035,387,1,107.7,-0.003728,30.0047393364929,-30.3899082568807
"FALSE POSITIVE",4678171,"K06435.01",132.791,0,0,386.2,0.04682,30.7862068965517,0.454237288135593
"FALSE POSITIVE",4681152,"K06436.01",132.077,729,1,1290,-0.01671,28.9268292682927,-0.000242582781456954
"FALSE POSITIVE",4725292,"K06437.01",397.197,3,1,1.939,-0.0004161,33.234375,0.141145833333333
"FALSE POSITIVE",4729553,"K06438.01",132.036,1418,1,0,3.172e-05,33.3333333333333,0
"FALSE POSITIVE",4736208,"K06439.01",167.556,0,0,1060,0,30.3502538071066,0
"FALSE POSITIVE",4737302,"K06441.01",133.67,143,1,1916,-0.01568,24.1505016722408,-0.770135746606335
"FALSE POSITIVE",4739194,"K06442.01",132.021,0,0,1233,-0.07073,83.6363636363636,0
"FALSE POSITIVE",4739565,"K06443.01",131.811,1491,1,10.92,5.101e-05,74.1818181818182,-0.552321981424149
"FALSE POSITIVE",4740688,"K06444.01",131.697,388,1,-17.15,0.005277,26,17.8349514563107
"FALSE POSITIVE",4753988,"K06445.01",135.026,145,1,635,-0.1046,28.5497630331754,-1.19854368932039
"FALSE POSITIVE",4757331,"K06446.01",132.118,908,1,482.7,0.00183,33.3057324840764,0.294933655006031
"FALSE POSITIVE",4758350,"K06447.01",131.54,965,1,15.43,9.942e-06,30.5454545454546,-2.77972972972973
"FALSE POSITIVE",4758368,"K06448.01",132.703,575,1,0,0,61.1733333333333,0
"FALSE POSITIVE",4768756,"K06451.01",133.2,561,1,2.334,-6.738e-05,63.1744186046512,8.37686567164179
"FALSE POSITIVE",4769824,"K06452.01",135.57,52,1,-1.655,-0.0002008,28.8325123152709,7.77464788732394
"FALSE POSITIVE",4773155,"K06453.01",156.641,0,0,1680,0,33.3846153846154,0
"FALSE POSITIVE",4839180,"K06456.01",134.222,0,0,1305,0,30.2330097087379,0.131532507739938
"FALSE POSITIVE",4840263,"K06457.01",132.41,1122,1,0,0,74.7848101265823,0
"FALSE POSITIVE",4840818,"K06458.01",133.12,213,1,556.1,-0.001763,30.2488038277512,0.0687533875338753
"FALSE POSITIVE",4847832,"K06459.01",156.15,0,0,2981,0,22.8060344827586,0
"FALSE POSITIVE",4851217,"K06460.01",132.001,875,0,0,0,84.1182795698925,0
"FALSE POSITIVE",4851338,"K06461.01",131.998,872,1,1.22,0.00027,28.7972350230415,4.57651715039578
"FALSE POSITIVE",4851356,"K06462.01",131.975,873,1,3.864,-4.787e-05,18.416149068323,5.18955512572534
"FALSE POSITIVE",4862332,"K06463.01",131.513,530,1,-11.53,0,21.8464912280702,3.38514851485149
"FALSE POSITIVE",4862625,"K06464.01",134.82,69,1,404.5,-0.0007157,33.7195767195767,2.09472049689441
"FALSE POSITIVE",4862625,"K06464.03",374.455,3,1,13.39,8.54e-05,33.7195767195767,0.4765625
"FALSE POSITIVE",4863369,"K06465.01",132.054,314,1,-20.45,0.007215,30.2447916666667,14.120253164557
"FALSE POSITIVE",4863753,"K06466.01",131.748,1340,1,-8.297,9.727e-05,50.252427184466,1.34587155963303
"FALSE POSITIVE",4902030,"K06467.01",132.261,0,0,0,0.003152,30.16,0
"FALSE POSITIVE",4908495,"K06468.01",132.367,855,1,995.4,0,33.2837837837838,0.0286786296900489
"FALSE POSITIVE",4912589,"K06469.01",132.142,41,1,1457,0.001941,30.4603174603175,0.0811059907834101
"FALSE POSITIVE",4914709,"K06470.01",136.669,157,1,8.286,-0.001473,30.2914285714286,-0.351002227171492
"FALSE POSITIVE",4914737,"K06471.01",134.299,156,1,4.772,-0.0004937,50.3717948717949,-0.982383419689119
"FALSE POSITIVE",4917014,"K06472.01",131.98,1674,1,-4.138,-6.973e-05,51.5473684210526,-2.53504273504274
"FALSE POSITIVE",4931073,"K06473.01",150.925,40,1,1135,-0.0005085,33.375,-0.000432080924855491
"FALSE POSITIVE",4932691,"K06474.01",134.713,59,1,199,0.008818,22.9561128526646,0.0293
"CANDIDATE",4939265,"K06475.01",383.404,5,1,0.5881,0.0001012,50.4302325581395,0.719214876033058
"FALSE POSITIVE",4940201,"K06476.01",134.286,242,1,233.6,-0.006732,33.5121951219512,-1.31486146095718
"FALSE POSITIVE",4946680,"K06477.01",132.216,154,1,104.6,-0.0002184,28.5023474178404,5.35576923076923
"FALSE POSITIVE",4947726,"K06478.01",132.923,285,1,1861,0.004195,33.180790960452,-0.622662889518414
"FALSE POSITIVE",4948863,"K06479.01",139.836,155,1,567,-0.03433,32.8265895953757,-0.965045248868778
"FALSE POSITIVE",4949214,"K06481.01",132.093,1460,1,19.53,-0.06177,30.5849056603774,257.628458498024
"FALSE POSITIVE",4950557,"K06483.01",149.493,52,1,4668,0.008167,36.4161849710983,0.0505689277899344
"FALSE POSITIVE",5000179,"K06485.01",131.83,371,1,6.346,8.502e-05,23.5821596244131,0.284421052631579
"FALSE POSITIVE",5017058,"K06486.01",132.211,925,1,2250,0,30.5147058823529,0
"FALSE POSITIVE",5018787,"K06487.01",132.023,1761,1,340.7,0.00155,30.5113636363636,1.16
"FALSE POSITIVE",5021732,"K06490.01",144.137,74,1,466.9,-0.003941,33.0412371134021,6.18376068376068
"FALSE POSITIVE",5022440,"K06491.01",133.611,293,1,542,0.0008071,30.2944162436548,0.108333333333333
"FALSE POSITIVE",5022900,"K06492.01",131.748,831,1,1.323,4.17e-05,30.5136612021858,2.2116704805492
"FALSE POSITIVE",5024126,"K06493.01",131.742,1104,1,-6.604,0.0008345,25.6650246305419,0
"FALSE POSITIVE",5025217,"K06496.01",132.417,604,1,8.7,-3.677e-06,33.436170212766,0
"FALSE POSITIVE",5025294,"K06498.01",134.265,200,1,171.6,0.005074,37.2893081761006,6.03139013452915
