"koi_disposition","kepid","kepoi_name","tce_plnt_num","tce_sradius","tce_fwm_stat","tce_fwm_pdeco"
"CANDIDATE",6587280,"K00857.01",1,0.826,2.3466,-0.0001426
"CANDIDATE",6587280,"K00857.02",2,0.826,3.4825,0.0004966
"FALSE POSITIVE",6599919,"K00858.01",1,0.903,8.3658,0.0002147
"FALSE POSITIVE",6675056,"K00859.01",1,0.802,45955,0.1079
"CANDIDATE",6685526,"K00861.01",1,0.81,7.6028,0.0001813
"FALSE POSITIVE",6756669,"K00862.01",1,0.806,12.903,0.0005813
"CANDIDATE",6784235,"K00863.01",1,0.94,0.76318,4.691e-05
"CANDIDATE",6849310,"K00864.01",1,0.927,89.512,-0.0008547
"CANDIDATE",6849310,"K00864.02",2,0.927,32.059,-0.000835
"CANDIDATE",6849310,"K00864.03",3,0.927,5.2387,-0.0004491
"CANDIDATE",6862328,"K00865.01",1,1.062,527.63,-0.00411
"FALSE POSITIVE",6862603,"K00866.01",1,1.021,3195.8,0.006494
"CANDIDATE",6863998,"K00867.01",1,0.826,2.1117,-0.0001173
"CANDIDATE",6867155,"K00868.01",1,0.657,21.154,-3.159e-05
"CANDIDATE",6948054,"K00869.01",1,0.787,3.9452,0.00026
"CANDIDATE",6948054,"K00869.02",2,0.787,4.7971,5.507e-05
"CANDIDATE",6948054,"K00869.03",3,0.787,0.10819,-1.357e-05
"CANDIDATE",6948054,"K00869.04",4,0.787,14.833,0.000931
"CANDIDATE",6949607,"K00870.01",1,0.57,0,0
"CANDIDATE",6949607,"K00870.02",2,0.57,0,0
"FALSE POSITIVE",7031517,"K00871.01",1,0.809,120.07,0.002081
"CANDIDATE",7109675,"K00872.01",1,0.93,2.2154,0.0002657
"CANDIDATE",7109675,"K00872.02",2,0.93,0.12759,-3.693e-05
"CANDIDATE",7118364,"K00873.01",1,1.122,4.2912,-0.0001195
"CANDIDATE",7134976,"K00874.01",1,0.833,0,0
"CANDIDATE",7134976,"K00874.02",2,0.833,0,0
"CANDIDATE",7135852,"K00875.01",1,0.517,28.098,-0.0005835
"FALSE POSITIVE",7270230,"K00876.01",1,0.829,156.87,-0.00399
"CANDIDATE",7287995,"K00877.01",1,0.633,4.0911,0.0001402
"CANDIDATE",7287995,"K00877.02",2,0.633,6.5779,-8.737e-05
"CANDIDATE",7287995,"K00877.03",3,0.633,8.2887,0.0002885
"CANDIDATE",7303253,"K00878.01",1,0.721,0.44423,-4.331e-05
"CANDIDATE",7366258,"K00880.01",1,0.929,27.148,0.000801
"CANDIDATE",7366258,"K00880.02",2,0.929,14.285,0.0003612
"CANDIDATE",7366258,"K00880.03",3,0.929,15.351,0.0002462
"CANDIDATE",7366258,"K00880.04",4,0.929,12.95,-0.0001033
"CANDIDATE",7373451,"K00881.01",1,0.75,8.6791,-2.064e-05
"CANDIDATE",7373451,"K00881.02",2,0.75,0.92071,-5.907e-05
"FALSE POSITIVE",7377033,"K00882.01",1,0.603,24.624,0.0002081
"CANDIDATE",7380537,"K00883.01",1,0.639,84045,0.02731
"CANDIDATE",7434875,"K00884.01",1,0.779,7.9757,0.0002833
"CANDIDATE",7434875,"K00884.02",2,0.779,2.4993,0.0002594
"CANDIDATE",7434875,"K00884.03",3,0.779,4.3193,-0.0001131
"CANDIDATE",7455287,"K00886.01",1,0.47,0.69015,0.0001769
"CANDIDATE",7455287,"K00886.02",2,0.47,3.7874,-0.0003137
"CANDIDATE",7455287,"K00886.03",3,0.47,1.3916,-0.0001246
"CANDIDATE",7458762,"K00887.01",1,0.919,22.169,-0.0003594
"FALSE POSITIVE",7552344,"K00888.01",1,0.79,7.2402,0.0002121
"CANDIDATE",757450,"K00889.01",1,0.843,361.88,-0.00398
"CANDIDATE",7585481,"K00890.01",1,1.076,205.82,0.001774
"CANDIDATE",7663691,"K00891.01",1,1.001,3.4898,0.0001403
"CANDIDATE",7678434,"K00892.01",1,0.888,11.844,-0.0004461
"CANDIDATE",7678434,"K00892.02",2,0.888,3.3866,-0.0001577
"CANDIDATE",7685981,"K00893.01",1,0.961,2.5517,-6.483e-05
"FALSE POSITIVE",7708215,"K00894.01",1,0.926,5046.3,0.003002
"FALSE POSITIVE",7767559,"K00895.01",1,0.975,373.09,-0.0002298
"CANDIDATE",7825899,"K00896.01",1,0.837,20.537,0.0004925
"CANDIDATE",7825899,"K00896.02",2,0.837,31.591,0.0005193
"CANDIDATE",7825899,"K00896.03",3,0.837,0.28616,6.917e-05
"CANDIDATE",7849854,"K00897.01",1,1.08,29.682,-0.0005709
"CANDIDATE",7870390,"K00898.01",1,0.509,4.0245,0.0004959
"CANDIDATE",7870390,"K00898.02",2,0.509,11.68,0.0005249
"CANDIDATE",7870390,"K00898.03",3,0.509,1.2382,0.0001112
"CANDIDATE",7907423,"K00899.01",1,0.411,29.373,0.0007444
"CANDIDATE",7907423,"K00899.02",2,0.411,3.5996,0.000142
"CANDIDATE",7907423,"K00899.03",3,0.411,12.408,0.0005459
"CANDIDATE",7938496,"K00900.01",1,1.142,0.50939,0.0001265
"CANDIDATE",8013419,"K00901.01",1,0.541,3.0667,-0.0002135
"CANDIDATE",8018547,"K00902.01",1,0.509,52.401,0.0001536
"CANDIDATE",8039892,"K00903.01",1,0.827,551.45,0.001904
"CANDIDATE",8150320,"K00904.01",1,0.646,3.1045,5.644e-05
"CANDIDATE",8150320,"K00904.02",2,0.646,0.63955,-4.348e-05
"CANDIDATE",8150320,"K00904.03",3,0.646,6.7301,0.000728
"CANDIDATE",8150320,"K00904.04",4,0.646,4.9801,0.0004493
"CANDIDATE",8150320,"K00904.05",5,0.646,8.3614,-0.0007774
"FALSE POSITIVE",8180063,"K00905.01",1,0.827,183.62,-0.0001718
"CANDIDATE",8226994,"K00906.01",1,0.838,11.611,-0.0003732
"CANDIDATE",8226994,"K00906.02",2,0.838,0.99914,0.0002325
"CANDIDATE",8226994,"K00906.03",3,0.838,8.7015,0.000117
"CANDIDATE",8247638,"K00907.01",1,0.866,2.4189,-0.0001891
"CANDIDATE",8247638,"K00907.02",2,0.866,3.3563,7.18e-05
"CANDIDATE",8247638,"K00907.03",3,0.866,1.4833,-7.943e-05
"CANDIDATE",8247638,"K00907.04",4,0.866,0.11357,-2.754e-05
"CANDIDATE",8255887,"K00908.01",1,1.21,53.958,-0.0003838
"FALSE POSITIVE",8256049,"K00909.01",1,0.592,9690,-0.008561
"CANDIDATE",8414716,"K00910.01",1,0.801,0.37811,-4.937e-05
"CANDIDATE",8490993,"K00911.01",1,0.999,2.4107,-7.566e-05
"CANDIDATE",8490993,"K00911.02",2,0.999,9.3713,0.001087
"CANDIDATE",8505670,"K00912.01",1,0.591,1.7556,-0.0001071
"CANDIDATE",8505670,"K00912.02",2,0.591,4.2593,0.0001853
"CANDIDATE",8544996,"K00913.01",1,0.794,1914.1,-0.003477
"CANDIDATE",8552202,"K00914.01",1,0.738,75.906,-0.0004693
"FALSE POSITIVE",8605074,"K00915.01",1,1.096,42.969,0.000254
"CANDIDATE",8628973,"K00916.01",1,0.944,3.898,-1.601e-05
"FALSE POSITIVE",8655354,"K00917.01",1,0.866,6.46,-0.0004114
"CANDIDATE",8672910,"K00918.01",1,0.9,11.067,0.0003683
"FALSE POSITIVE",8686150,"K00919.01",1,1.147,4.6974,9.7e-05
"CANDIDATE",8689031,"K00920.01",1,0.708,7.1796,0.0003762
"CANDIDATE",8689373,"K00921.01",1,0.775,31.792,0.001032
"CANDIDATE",8689373,"K00921.02",2,0.775,9.7795,0.0004264
"CANDIDATE",8689373,"K00921.03",3,0.775,3.5401,0.0002284
"CANDIDATE",8826878,"K00922.01",1,0.884,9.8619,0.0003071
"CANDIDATE",8883593,"K00923.01",1,0.891,89.573,0.0007465
"CANDIDATE",8951215,"K00924.01",1,1.031,1.1789,0.000149
"FALSE POSITIVE",9016295,"K00925.01",1,0.997,2.2242,0.0002269
"CANDIDATE",9077124,"K00926.01",1,0.998,2.7913,-0.0001189
"FALSE POSITIVE",9097120,"K00927.01",1,0.924,2942.6,-0.002963
"CANDIDATE",9140402,"K00928.01",1,0.829,5.4966,4.416e-05
"CANDIDATE",9141746,"K00929.01",1,1.107,13.325,-0.0003137
"CANDIDATE",9141746,"K00929.02",2,1.107,1.8467,9.927e-05
"FALSE POSITIVE",9159275,"K00930.01",1,0.753,11409,-0.00218
"CANDIDATE",9166862,"K00931.01",1,1.046,18574,0.01223
"FALSE POSITIVE",9166870,"K00932.01",1,0.965,119400,0.01759
"FALSE POSITIVE",9171801,"K00933.01",1,0.811,0,0.02287
"CANDIDATE",9334289,"K00934.01",1,1.06,5.099,0.0001424
"CANDIDATE",9334289,"K00934.02",2,1.06,1.283,8.193e-05
"CANDIDATE",9334289,"K00934.03",3,1.06,1.0263,-0.0001749
"CANDIDATE",9347899,"K00935.01",1,1.257,5.7392,5.867e-06
"CANDIDATE",9347899,"K00935.02",2,1.257,7.0763,0.0004011
"CANDIDATE",9347899,"K00935.03",3,1.257,8.1891,0.0002927
"CANDIDATE",9347899,"K00935.04",4,1.257,2.2164,-9.114e-05
"CANDIDATE",9388479,"K00936.01",1,0.458,1.5752,-0.0001215
"CANDIDATE",9388479,"K00936.02",2,0.458,15.662,-0.0002343
"CANDIDATE",9406990,"K00937.01",1,0.88,4.483,0.0004018
"CANDIDATE",9415172,"K00938.01",1,1.013,7.0213,-0.0004153
"CANDIDATE",9415172,"K00938.02",2,1.013,5.5995,-0.0001041
"CANDIDATE",9415172,"K00938.03",3,1.013,3.0274,-0.0001742
"CANDIDATE",9466668,"K00939.01",1,1.25,2.792,0.0001293
"CANDIDATE",9466668,"K00939.02",2,1.25,7.7047,0.000258
"CANDIDATE",9466668,"K00939.03",3,1.25,5.3612,0.0001268
"CANDIDATE",9466668,"K00939.04",4,1.25,1.7985,-0.0001394
"CANDIDATE",9479273,"K00940.01",1,0.712,52.827,-0.000357
"CANDIDATE",9480189,"K00941.01",1,0.973,1.2718,0.0001525
"CANDIDATE",9480189,"K00941.02",2,0.973,0.87715,-0.0001831
"CANDIDATE",9480189,"K00941.03",3,0.973,0.26533,4.195e-05
"CANDIDATE",9512687,"K00942.01",1,0.798,1.9184,0.0001454
"CANDIDATE",9513865,"K00943.01",1,0.855,0.32849,-3.018e-05
"CANDIDATE",9595686,"K00944.01",1,0.847,120.19,0.0009641
"CANDIDATE",9605514,"K00945.01",1,1.031,1.8938,0.0002455
"CANDIDATE",9605514,"K00945.02",2,1.031,1.1524,0.0001519
"FALSE POSITIVE",9605514,"K00945.03",3,1.031,0.42396,-0.000142
"FALSE POSITIVE",9661877,"K00946.01",1,0.958,9085.4,0.04519
"CANDIDATE",9710326,"K00947.01",1,0.461,0.2809,-0.0001061
"CANDIDATE",9761882,"K00948.01",1,0.749,20.971,-0.0009412
"CANDIDATE",9766437,"K00949.01",1,0.904,0.50882,9.382e-05
"CANDIDATE",9772531,"K00950.01",1,0.449,1.2492,0.0004532
"CANDIDATE",9775938,"K00951.01",1,0.885,1.6333,-0.0001326
"CANDIDATE",9775938,"K00951.02",2,0.885,0.29964,-0.0001102
"CANDIDATE",9787239,"K00952.01",1,0.498,30.512,-6.721e-06
"CANDIDATE",9787239,"K00952.02",2,0.498,18.958,0.0004482
"CANDIDATE",9787239,"K00952.03",3,0.498,7.2275,-0.0004946
"CANDIDATE",9787239,"K00952.04",4,0.498,0.12541,-8.714e-06
"CANDIDATE",9787239,"K00952.05",5,0.498,4.5316,0.0001537
"CANDIDATE",9820483,"K00953.01",1,0.922,0.86135,-5.855e-06
"CANDIDATE",9823457,"K00954.01",1,0.887,19.212,-0.000506
"CANDIDATE",9823457,"K00954.02",2,0.887,15.628,-0.0001243
"CANDIDATE",9825625,"K00955.01",1,1.058,1.8482,4.647e-05
"CANDIDATE",9875711,"K00956.01",1,0.81,20.276,0.0005585
"FALSE POSITIVE",7661409,"K00957.01",1,0.974,102220,-0.08089
"CANDIDATE",1026957,"K00958.01",1,0.72,0.99518,5.117e-05
"CANDIDATE",10002261,"K00959.01",1,0.116,5775.5,-0.001727
"FALSE POSITIVE",8176650,"K00960.01",1,0.789,22.781,-0.000514
"CANDIDATE",8561063,"K00961.01",1,0.148,38.038,-0.0004339
"CANDIDATE",8561063,"K00961.02",2,0.148,10.575,-0.0002546
"CANDIDATE",8561063,"K00961.03",3,0.148,37.417,-0.0003796
"FALSE POSITIVE",10657664,"K00964.01",1,2.493,210.87,0.0001729
"FALSE POSITIVE",3337351,"K00965.01",1,1.035,59225,0.02822
"FALSE POSITIVE",3233043,"K00966.01",1,1.783,151.54,-8.958e-05
"FALSE POSITIVE",6579806,"K00967.01",1,0.917,2.722,0.0004285
"FALSE POSITIVE",3560301,"K00968.01",1,3.482,0.13098,1.331e-06
"FALSE POSITIVE",4044005,"K00969.01",1,1.132,7.893,0.0001591
"FALSE POSITIVE",11502218,"K00970.01",1,13.65,888.83,0.003636
"CANDIDATE",11180361,"K00971.01",1,4.051,23.931,6.065e-05
"CANDIDATE",11013201,"K00972.01",1,4.24,0,0
"FALSE POSITIVE",11013201,"K00972.02",2,4.24,0,0
"CANDIDATE",9414417,"K00974.01",1,1.762,44.264,-0.0001396
"CANDIDATE",3632418,"K00975.01",1,1.733,138.26,0.0001326
"FALSE POSITIVE",3441784,"K00976.01",1,1.717,1050.6,0.004613
"CANDIDATE",11192141,"K00977.01",1,15.76,211.98,-8.303e-05
"FALSE POSITIVE",11494130,"K00978.01",1,2.534,8.2695,3.654e-06
"FALSE POSITIVE",5648449,"K00979.01",1,101.5,366.87,-0.0004056
"FALSE POSITIVE",12167361,"K00980.01",1,1.938,59.43,-0.0003311
"FALSE POSITIVE",1433962,"K00982.01",1,0.651,0,0
"FALSE POSITIVE",11607193,"K00983.02",2,1.796,0,0
"CANDIDATE",1161345,"K00984.01",1,0.815,99.069,0.0003835
"FALSE POSITIVE",10227501,"K00985.01",1,0.892,2253.6,0.002519
"CANDIDATE",2854698,"K00986.01",1,0.849,6.5152,-0.0001446
"CANDIDATE",2854698,"K00986.02",2,0.849,14.953,-2.706e-05
"CANDIDATE",7295235,"K00987.01",1,0.857,0.13226,6.94e-06
"CANDIDATE",2302548,"K00988.01",1,0.78,21.393,-0.0002694
"CANDIDATE",2302548,"K00988.02",2,0.78,6.6323,-0.0003211
"CANDIDATE",10154388,"K00991.01",1,0.933,1.457,7.413e-05
"CANDIDATE",1432789,"K00992.01",1,1.22,16.531,-0.0004502
"CANDIDATE",1432789,"K00992.02",2,1.22,12.239,0.0002981
"CANDIDATE",1718189,"K00993.01",1,0.876,1.5191,0.0001467
"CANDIDATE",1718189,"K00993.02",2,0.876,15.461,-0.0004078
"FALSE POSITIVE",1718189,"K00993.03",3,0.876,1.3451,-0.0001061
"CANDIDATE",1431122,"K00994.01",1,0.986,77.806,-0.0004529
"FALSE POSITIVE",3858949,"K00995.01",1,0.796,0,0
"FALSE POSITIVE",3858824,"K00996.01",1,0.742,37.517,-0.001628
"FALSE POSITIVE",1432214,"K00998.01",1,1.212,2.5589,-0.001731
"CANDIDATE",2165002,"K00999.01",1,0.716,5.8507,-0.0004524
"CANDIDATE",2165002,"K00999.02",2,0.716,5.7333,0.0002675
"FALSE POSITIVE",2441728,"K01000.01",1,0.873,1991.4,-0.0005915
"CANDIDATE",1871056,"K01001.01",1,2.097,3.3513,9.152e-05
"CANDIDATE",1871056,"K01001.02",2,2.097,1.9883,-0.0001134
"CANDIDATE",1865042,"K01002.01",1,1.022,0.8888,4.925e-05
"FALSE POSITIVE",2438502,"K01003.01",1,2.445,4266.2,-0.01333
"FALSE POSITIVE",2309585,"K01004.01",1,0.94,0,0
"CANDIDATE",5780460,"K01005.01",1,0.779,134.79,-0.0003668
"FALSE POSITIVE",5738346,"K01006.01",1,0.534,2048.1,0.02776
"CANDIDATE",1725016,"K01007.01",1,0.961,0.11814,-1.006e-05
"FALSE POSITIVE",1722276,"K01008.01",1,2.057,8.0948,0.0005639
"FALSE POSITIVE",892772,"K01009.01",1,0.751,152.64,0.0007155
"FALSE POSITIVE",5728283,"K01011.01",1,0.898,970.24,0.001565
"FALSE POSITIVE",8127639,"K01012.01",1,0.893,188.14,-0.001365
"FALSE POSITIVE",6047498,"K01013.01",1,0.762,4.6334,9.961e-05
"CANDIDATE",8125580,"K01014.01",1,0.502,4.747,0.0006099
"CANDIDATE",8158127,"K01015.01",1,1.86,6.3808,-0.0001966
"CANDIDATE",8158127,"K01015.02",2,1.86,3.2542,-0.0001064
"CANDIDATE",8158127,"K01015.03",3,1.86,0.35974,1.637e-05
"FALSE POSITIVE",8176653,"K01016.01",1,0.764,91.763,0.0006798
"CANDIDATE",8174625,"K01017.01",1,0.966,5.5727,-0.0003542
"FALSE POSITIVE",8183911,"K01018.01",1,2.124,3539.7,0.003617
"FALSE POSITIVE",2309719,"K01020.01",1,1.255,105.22,0.001044
"FALSE POSITIVE",2558363,"K01021.01",1,0.714,138.74,0.0006206
"CANDIDATE",2716853,"K01022.01",1,0.86,4.4194,-0.0004778
"FALSE POSITIVE",2716853,"K01022.02",2,0.86,1.1772,0.0006449
"FALSE POSITIVE",2445154,"K01023.01",1,0.621,11399,0.01751
"CANDIDATE",2715135,"K01024.01",1,0.632,19.279,0.0004222
"FALSE POSITIVE",2574201,"K01025.01",1,0.44,773.67,-0.001393
"FALSE POSITIVE",2166206,"K01028.01",1,1.707,3807,0.003603
"CANDIDATE",2164169,"K01029.01",1,1.494,4.6767,4.569e-05
"CANDIDATE",2574338,"K01030.01",1,1.252,4.8856,0.0004266
"CANDIDATE",2584163,"K01031.01",1,0.966,3.6528,0.0001373
"FALSE POSITIVE",5899544,"K01034.01",1,0.742,9248.4,-0.01884
"FALSE POSITIVE",5963222,"K01035.01",1,1.638,0,0
"FALSE POSITIVE",5982353,"K01036.01",1,1.831,8262.9,-0.002439
"FALSE POSITIVE",6205468,"K01037.01",1,0.863,0,0
"FALSE POSITIVE",5802486,"K01039.01",1,0.959,1001.7,-0.002205
"FALSE POSITIVE",5817553,"K01040.01",1,1.076,0,-0.1353
"FALSE POSITIVE",5982368,"K01041.01",1,1.077,49871,-0.009551
"FALSE POSITIVE",5816811,"K01042.01",1,0.922,0,0
"FALSE POSITIVE",5816165,"K01043.01",1,0.655,14.228,-2.819e-05
"FALSE POSITIVE",5802246,"K01044.01",1,0.846,2056.7,0.002037
"FALSE POSITIVE",6066403,"K01045.01",1,0.902,0,0
"FALSE POSITIVE",5988031,"K01047.01",1,0.901,86683,-0.02368
"FALSE POSITIVE",5820218,"K01048.01",1,0.561,455.93,0.0009546
"FALSE POSITIVE",5876368,"K01049.01",1,0.802,953.95,0.0009608
"CANDIDATE",5809890,"K01050.01",1,0.766,68.115,-0.0002414
"CANDIDATE",5809890,"K01050.02",2,0.766,2.8367,-6.868e-05
"CANDIDATE",6131236,"K01051.01",1,0.97,6.2796,-0.0002688
"CANDIDATE",5956342,"K01052.01",1,1.067,17.607,-0.0005364
"CANDIDATE",5956342,"K01052.02",2,1.067,2.7109,-0.0001732
"CANDIDATE",5956342,"K01052.03",3,1.067,13.147,0.0009829
"CANDIDATE",5956342,"K01052.04",4,1.067,0.82343,-0.000268
"CANDIDATE",5956656,"K01053.01",1,1.107,12.504,-0.0002177
"CANDIDATE",5956656,"K01053.02",2,1.107,17.839,0.0009512
"FALSE POSITIVE",5866099,"K01055.01",1,1.239,57920,-0.007882
"FALSE POSITIVE",6066416,"K01057.01",1,1.521,9570,-0.0002114
"CANDIDATE",6124941,"K01058.01",1,0.183,439.24,0.001315
"CANDIDATE",6060203,"K01059.01",1,1.02,2.9875,4.39e-05
"CANDIDATE",5880320,"K01060.01",1,1.458,2.6214,-7.926e-05
"CANDIDATE",5880320,"K01060.02",2,1.458,1.2627,4.017e-05
"CANDIDATE",5880320,"K01060.03",3,1.458,1.2339,-3.412e-05
"CANDIDATE",5880320,"K01060.04",4,1.458,1.3816,-1.835e-05
"CANDIDATE",6037187,"K01061.01",1,0.973,4.6994,-0.0002522
"FALSE POSITIVE",6147122,"K01062.01",1,2.069,11873,-0.002438
"FALSE POSITIVE",8257407,"K01063.01",1,1.583,1142.5,-0.01165
"CANDIDATE",8218274,"K01064.01",1,1.489,20.176,-2.29e-05
"FALSE POSITIVE",8242681,"K01065.01",1,1.033,123.3,-0.001334
"CANDIDATE",8260218,"K01066.01",1,0.842,7108.8,0.01074
"FALSE POSITIVE",8246781,"K01067.01",1,1.367,19.554,-0.0002754
"FALSE POSITIVE",8264070,"K01068.01",1,2.994,2536.1,0.003916
"CANDIDATE",8222813,"K01069.01",1,0.863,19.478,0.0004775
"CANDIDATE",8222813,"K01069.02",2,0.863,1.8937,5.724e-05
"CANDIDATE",8240904,"K01070.01",1,1.294,7.7435,0.0004309
"CANDIDATE",8240904,"K01070.02",2,1.294,4.9219,0.001107
"FALSE POSITIVE",8244190,"K01071.01",1,0.859,0,0
"CANDIDATE",8229696,"K01072.01",1,0.82,22.673,-0.0003892
"FALSE POSITIVE",8262210,"K01073.01",1,1.205,380.8,0.0009891
"CANDIDATE",10272640,"K01074.01",1,1.075,73.794,0.0005125
"CANDIDATE",10232123,"K01075.01",1,2.312,1650,-0.000128
"FALSE POSITIVE",10223616,"K01076.01",1,0.481,0.14127,0.0001593
"FALSE POSITIVE",10268907,"K01077.01",1,0.746,327.64,-0.001151
"CANDIDATE",10166274,"K01078.01",1,0.46,1.2674,-0.0002568
"CANDIDATE",10166274,"K01078.02",2,0.46,21.796,0.001404
"CANDIDATE",10166274,"K01078.03",3,0.46,5.3143,0.001115
"FALSE POSITIVE",10158990,"K01080.01",1,0.763,87.294,-0.0001098
"FALSE POSITIVE",10149023,"K01081.01",1,1.053,1.479,-0.0001414
"CANDIDATE",10141900,"K01082.01",1,0.843,9.5324,-0.0005853
"CANDIDATE",10141900,"K01082.02",2,0.843,0.24016,-5.399e-05
"CANDIDATE",10141900,"K01082.03",3,0.843,8.6194,0.0003633
"CANDIDATE",10141900,"K01082.04",4,0.843,2.8253,0.0002552
"CANDIDATE",10157458,"K01083.01",1,0.848,1.433,-4.164e-05
"CANDIDATE",10157458,"K01083.02",2,0.848,0.087866,3.205e-05
"FALSE POSITIVE",10148521,"K01084.01",1,0.849,12901,0.006574
"CANDIDATE",10118816,"K01085.01",1,0.509,15.213,0.0006778
"CANDIDATE",10122255,"K01086.01",1,1.017,1.7221,7.231e-05
"FALSE POSITIVE",3124412,"K01087.01",1,1.133,84821,0.02561
"FALSE POSITIVE",3113266,"K01088.01",1,0.706,605.47,0.002241
"CANDIDATE",3247268,"K01089.01",1,1.081,209.29,0.003006
"CANDIDATE",3247268,"K01089.02",2,1.081,45.525,0.0006021
"FALSE POSITIVE",3232859,"K01090.01",1,1.795,35136,0.009243
"FALSE POSITIVE",3098184,"K01091.01",1,1.086,0,-0.2293
"FALSE POSITIVE",3239636,"K01093.01",1,1.954,96.968,0.0003489
"CANDIDATE",2721030,"K01094.01",1,0.937,13.164,-0.0002094
"CANDIDATE",3329204,"K01095.01",1,0.859,53.484,0.0004139
"FALSE POSITIVE",3240706,"K01098.01",1,0.96,1039.2,0.0007934
"CANDIDATE",2853093,"K01099.01",1,1.213,6.1134,-6.136e-05
"FALSE POSITIVE",3228824,"K01100.01",1,0.711,31.813,-1.875e-05
"CANDIDATE",3245969,"K01101.01",1,0.728,19.173,-0.001421
"CANDIDATE",3231341,"K01102.01",1,1.24,1.3279,5.8e-06
"CANDIDATE",3231341,"K01102.02",2,1.24,14.307,-0.0003411
"CANDIDATE",3231341,"K01102.03",3,1.24,9.1877,-0.0001254
"CANDIDATE",3231341,"K01102.04",4,1.24,4.9109,-0.0001546
"CANDIDATE",2860866,"K01103.01",1,1.215,100.02,0.0008883
"FALSE POSITIVE",2851100,"K01104.01",1,0.711,486.65,0.001765
"FALSE POSITIVE",3130300,"K01105.01",1,4.434,742.3,-0.001273
"CANDIDATE",3240158,"K01106.01",1,1.176,14.616,0.000312
"CANDIDATE",3240158,"K01106.02",2,1.176,1.3257,-3.419e-05
"CANDIDATE",3240158,"K01106.03",3,1.176,1.2039,-8.758e-05
"FALSE POSITIVE",3228959,"K01107.01",1,0.848,59.086,0.0002975
"CANDIDATE",3218908,"K01108.01",1,4.885,14.619,0.0004641
"CANDIDATE",3218908,"K01108.02",2,4.885,9.3336,0.0009834
"CANDIDATE",3218908,"K01108.03",3,4.885,4.1768,-5.225e-05
"CANDIDATE",2837111,"K01110.01",1,0.96,20.34,-9.806e-05
"FALSE POSITIVE",2837111,"K01110.02",2,0.96,2.0175,0.0001044
"FALSE POSITIVE",3120276,"K01111.01",1,0.853,270.88,-0.002497
"CANDIDATE",3109930,"K01112.01",1,0.973,6.7499,0.0002531
"CANDIDATE",2854914,"K01113.01",1,1.225,9.2854,-0.0001316
"CANDIDATE",2854914,"K01113.02",2,1.225,19.334,-0.0003918
"FALSE POSITIVE",3337425,"K01114.01",1,1.068,14.396,9.94e-05
"CANDIDATE",3116412,"K01115.01",1,1.242,4.4427,-1.611e-05
"CANDIDATE",2849805,"K01116.01",1,0.983,7.2115,1.061e-06
"CANDIDATE",3114811,"K01117.01",1,2.867,1.0827,1.399e-05
"CANDIDATE",2853446,"K01118.01",1,1.07,17.901,-0.0003065
"FALSE POSITIVE",3003992,"K01119.01",1,0.874,18520,-0.02032
"FALSE POSITIVE",3003992,"K01119.02",2,0.874,1466.4,0.0003902
"FALSE POSITIVE",6307537,"K01120.01",1,0.788,0,-0.03046
"FALSE POSITIVE",6359798,"K01121.01",1,1.037,37429,-0.01419
"FALSE POSITIVE",6311681,"K01122.01",1,0.915,26396,0.0008839
"FALSE POSITIVE",6365321,"K01123.01",1,0.936,0.34992,6.027e-06
"FALSE POSITIVE",6301035,"K01124.01",1,1.072,39810,-0.04936
"FALSE POSITIVE",6292162,"K01125.01",1,0.931,3382,-0.005977
"FALSE POSITIVE",6307521,"K01126.01",1,1.004,6152.3,-0.01862
"FALSE POSITIVE",6307521,"K01126.02",2,1.004,215.66,-0.007851
"CANDIDATE",6359320,"K01127.01",1,0.921,34.22,-0.000293
"CANDIDATE",6359320,"K01127.02",2,0.921,8.7731,0.0004765
"CANDIDATE",6359320,"K01127.03",3,0.921,5.8153,0.0001622
"CANDIDATE",6362874,"K01128.01",1,0.832,0,2.542e-05
"CANDIDATE",6272413,"K01129.01",1,0.847,6.9391,-5.385e-05
"FALSE POSITIVE",8279765,"K01130.01",1,0.891,980.49,-0.0006439
"CANDIDATE",8435247,"K01131.01",1,0.674,703.53,0.00154
"FALSE POSITIVE",8330548,"K01132.01",1,1.118,0,0
"FALSE POSITIVE",8374494,"K01133.01",1,0.872,724920,0.07778
"FALSE POSITIVE",8414907,"K01134.01",1,0.772,9989.9,-0.1041
"FALSE POSITIVE",8414907,"K01134.02",2,0.772,3524,-0.04662
"FALSE POSITIVE",8397446,"K01135.01",1,1.385,87.338,0.0005176
"FALSE POSITIVE",8386035,"K01136.01",1,7.567,0,0.000331
"FALSE POSITIVE",8332986,"K01137.01",1,0.857,322.23,0.02864
"FALSE POSITIVE",8415745,"K01138.01",1,0.92,345.11,0.007766
"FALSE POSITIVE",8378634,"K01139.01",1,1.217,0,0
"CANDIDATE",8397675,"K01140.01",1,3.142,115.9,-0.0002653
"CANDIDATE",8346392,"K01141.01",1,0.548,0.22111,3.598e-05
"CANDIDATE",8288947,"K01142.01",1,0.788,4.7506,-3.445e-05
"FALSE POSITIVE",8312852,"K01143.01",1,0.877,3300.3,0.004983
"FALSE POSITIVE",8302450,"K01144.01",1,0.796,21.142,0.0001433
"CANDIDATE",8313667,"K01145.01",1,1.082,6.6287,0.0001773
"CANDIDATE",8351704,"K01146.01",1,0.389,0.57601,3.417e-06
"FALSE POSITIVE",8299955,"K01147.01",1,1.223,44026,-0.00522
