"koi_disposition","kepid","kepoi_name","tce_plnt_num","tce_sradius","tce_fwm_stat","tce_fwm_pdeco"
"FALSE POSITIVE",3438975,"K00300.01",1,1.796,887.78,-0.0002269
"CANDIDATE",3642289,"K00301.01",1,1.36,2.9888,1.957e-05
"CANDIDATE",3642289,"K00301.02",2,1.36,37.028,-0.000127
"CANDIDATE",3662838,"K00302.01",1,2.527,8.6968,1.463e-05
"CANDIDATE",5966322,"K00303.01",1,1.023,271.16,0.0006662
"CANDIDATE",6029239,"K00304.01",1,0.881,9.5637,4.606e-05
"CANDIDATE",6029239,"K00304.02",2,0.881,2.7848,1.187e-05
"CANDIDATE",6063220,"K00305.01",1,0.741,29.225,8.762e-05
"CANDIDATE",6071903,"K00306.01",1,0.82,4.555,0.0001137
"CANDIDATE",6289257,"K00307.01",1,1.031,6.1759,-7.053e-05
"CANDIDATE",6289257,"K00307.02",2,1.031,30.655,-1.141e-06
"CANDIDATE",6291837,"K00308.01",1,1.209,9.6869,-2.242e-05
"FALSE POSITIVE",7024222,"K00309.01",1,0.684,8014.7,-0.002303
"CANDIDATE",7050989,"K00312.01",1,1.303,1.9683,-2.228e-05
"CANDIDATE",7050989,"K00312.02",2,1.303,16.344,-4.267e-05
"CANDIDATE",7419318,"K00313.01",1,0.795,0.61948,-3.009e-05
"CANDIDATE",7419318,"K00313.02",2,0.795,0.59417,3.286e-06
"CANDIDATE",7603200,"K00314.01",1,0.503,5.6996,6.723e-05
"CANDIDATE",7603200,"K00314.02",2,0.503,2.0905,8.338e-05
"CANDIDATE",7603200,"K00314.03",3,0.503,2.819,-4.545e-05
"CANDIDATE",7700622,"K00315.01",1,0.684,1.09,-3.147e-05
"CANDIDATE",8008067,"K00316.01",1,1.143,502.65,-0.0008024
"CANDIDATE",8008067,"K00316.02",2,1.143,89.115,-0.0009338
"CANDIDATE",8008067,"K00316.03",3,1.143,114.45,-0.0003585
"CANDIDATE",8121310,"K00317.01",1,1.403,6.8617,8.469e-05
"CANDIDATE",8121310,"K00317.02",2,1.403,0.99476,-2.532e-05
"CANDIDATE",8156120,"K00318.01",1,1.927,0,2.315e-05
"CANDIDATE",8684730,"K00319.01",1,1.963,12.41,-0.0001013
"FALSE POSITIVE",8700558,"K00320.01",1,1.103,1059.1,0.0004418
"CANDIDATE",8753657,"K00321.01",1,0.97,4.37,2.52e-05
"CANDIDATE",8753657,"K00321.02",2,0.97,4.6791,-3.827e-05
"FALSE POSITIVE",8948424,"K00322.01",1,1,2061.8,-0.003887
"CANDIDATE",9139084,"K00323.01",1,0.828,24.977,9.678e-05
"FALSE POSITIVE",9641041,"K00324.01",1,1.551,130.99,-0.0001347
"FALSE POSITIVE",9724984,"K00325.01",1,1.913,64367,0.01469
"CANDIDATE",9880467,"K00326.01",1,11.54,83.34,0.0001289
"CANDIDATE",9880467,"K00326.02",2,11.54,9.6594,0.0005978
"CANDIDATE",9881662,"K00327.01",1,1.089,2.9422,6.348e-06
"CANDIDATE",9881662,"K00327.02",2,1.089,4.6763,-0.0001094
"FALSE POSITIVE",9895004,"K00328.01",1,1.119,2782.5,0.001032
"FALSE POSITIVE",10031885,"K00329.01",1,0.9,122.63,-0.0004832
"CANDIDATE",11361646,"K00330.01",1,1.081,1.7696,1.957e-05
"CANDIDATE",11361646,"K00330.02",2,1.081,5.5642,5.368e-05
"CANDIDATE",10285631,"K00331.01",1,1.614,2.889,-7.162e-05
"CANDIDATE",10285631,"K00331.02",2,1.614,0.39698,1.633e-05
"CANDIDATE",10290666,"K00332.01",1,1.135,0.82402,1.265e-05
"CANDIDATE",10290666,"K00332.02",2,1.135,0.8544,1.767e-05
"CANDIDATE",10337258,"K00333.01",1,1.9,13.165,0.0001279
"FALSE POSITIVE",10383687,"K00334.01",1,1.039,7154.8,-0.006247
"FALSE POSITIVE",10470206,"K00335.01",1,1.619,134.16,0.000406
"FALSE POSITIVE",10518725,"K00336.01",1,2.556,1710.2,0.003171
"CANDIDATE",10545066,"K00337.01",1,1.099,2.1257,-2.486e-05
"CANDIDATE",10552611,"K00338.01",1,0.782,10.94,-7.746e-05
"CANDIDATE",10552611,"K00338.02",2,0.782,3.6539,6.066e-05
"CANDIDATE",10587105,"K00339.01",1,1.189,12.346,-9.879e-05
"CANDIDATE",10587105,"K00339.02",2,1.189,2.7619,-9.701e-05
"CANDIDATE",10587105,"K00339.03",3,1.189,7.6727,-1.611e-06
"FALSE POSITIVE",10616571,"K00340.01",1,1.177,0,0
"CANDIDATE",10878263,"K00341.01",1,0.941,0.86321,9.287e-06
"CANDIDATE",10878263,"K00341.02",2,0.941,10.015,0.0001348
"CANDIDATE",10982872,"K00343.01",1,1.225,11.331,4.288e-05
"CANDIDATE",10982872,"K00343.02",2,1.225,0.31982,-7.255e-06
"CANDIDATE",10982872,"K00343.03",3,1.225,0.25613,-2.603e-05
"CANDIDATE",11015108,"K00344.01",1,0.863,8.4973,-0.000164
"CANDIDATE",11074541,"K00345.01",1,0.749,3.1444,-5.119e-05
"CANDIDATE",11100383,"K00346.01",1,0.768,3.9691,-0.0001493
"CANDIDATE",11189127,"K00347.01",1,1.055,2389.7,-0.00302
"CANDIDATE",11194032,"K00348.01",1,0.69,1.5506,4.054e-05
"CANDIDATE",11394027,"K00349.01",1,1.072,33.768,-0.0004363
"CANDIDATE",11395587,"K00350.01",1,1.027,0.70037,-5.194e-05
"CANDIDATE",11442793,"K00351.01",1,1.2,4.9031,0.000427
"CANDIDATE",11442793,"K00351.02",2,1.2,8.4704,0.0004105
"CANDIDATE",11442793,"K00351.03",3,1.2,5.2625,-0.0002498
"CANDIDATE",11442793,"K00351.04",4,1.2,5.1797,0.0001046
"CANDIDATE",11442793,"K00351.05",5,1.2,2.4646,-0.0001436
"CANDIDATE",11442793,"K00351.06",6,1.2,0.87867,4.227e-05
"CANDIDATE",11442793,"K00351.07",7,1.2,6.2138,-0.0001304
"CANDIDATE",11521793,"K00352.01",1,1.305,0,0
"CANDIDATE",11521793,"K00352.02",2,1.305,0,0
"CANDIDATE",11566064,"K00353.01",1,1.64,3.0992,-0.0002041
"CANDIDATE",11566064,"K00353.02",2,1.64,1.0544,-4.687e-06
"CANDIDATE",11566064,"K00353.03",3,1.64,1.1163,7.65e-06
"CANDIDATE",11568987,"K00354.01",1,0.965,20.883,-5.72e-05
"CANDIDATE",11568987,"K00354.02",2,0.965,6.3045,-1.761e-05
"CANDIDATE",11621223,"K00355.01",1,1.298,0.6587,-1.855e-05
"CANDIDATE",11624249,"K00356.01",1,1.769,31.745,-6.571e-05
"FALSE POSITIVE",12017140,"K00358.01",1,1.351,3668.5,-0.006728
"FALSE POSITIVE",12106929,"K00359.01",1,0.712,353.1,-0.001072
"FALSE POSITIVE",12107021,"K00360.01",1,1.026,121.05,0.000375
"CANDIDATE",12404954,"K00361.01",1,0.975,0.13589,-1.063e-05
"FALSE POSITIVE",1571511,"K00362.01",1,1.05,8.5235,9.951e-05
"FALSE POSITIVE",2438070,"K00363.01",1,1.428,5481.1,-0.004085
"CANDIDATE",11623629,"K00365.01",1,0.873,11.171,-0.0001404
"CANDIDATE",3545478,"K00366.01",1,3.354,2.9393,-8.289e-05
"CANDIDATE",4815520,"K00367.01",1,0.99,3.4763,8.014e-08
"FALSE POSITIVE",6603043,"K00368.01",1,2.025,11.521,0.0001117
"CANDIDATE",7175184,"K00369.01",1,1.431,2.3584,-2.911e-06
"CANDIDATE",7175184,"K00369.02",2,1.431,1.7062,1.473e-05
"CANDIDATE",8494142,"K00370.01",1,1.763,0.96391,-2.254e-05
"CANDIDATE",8494142,"K00370.02",2,1.763,5.6622,4.971e-05
"FALSE POSITIVE",5652983,"K00371.01",1,3.107,13.77,0.0004052
"CANDIDATE",6471021,"K00372.01",1,1.111,73.584,0.0007538
"CANDIDATE",7364176,"K00373.01",1,0.906,1.0901,-1.887e-05
"CANDIDATE",8686097,"K00374.01",1,1.116,20.745,-0.00026
"FALSE POSITIVE",12643589,"K00376.01",1,1.152,18277,0.04227
"FALSE POSITIVE",12643589,"K00376.02",2,1.152,991.33,0.000995
"CANDIDATE",3323887,"K00377.01",1,0.956,20.093,0.0004035
"FALSE POSITIVE",2449074,"K00378.01",1,1.7,9857.1,-0.008007
"FALSE POSITIVE",2446113,"K00379.01",1,1.683,25.533,-4.298e-05
"CANDIDATE",2446113,"K00379.02",2,1.683,13.226,-0.0001179
"FALSE POSITIVE",2452450,"K00380.01",1,1.455,31399,0.00778
"FALSE POSITIVE",3230578,"K00381.01",1,1.536,17.285,0.0002694
"FALSE POSITIVE",3231137,"K00382.01",1,0.955,54941,0.00862
"CANDIDATE",3353050,"K00384.01",1,2.52,1.9408,-3.706e-05
"CANDIDATE",3446746,"K00385.01",1,0.888,8.7978,0.0001171
"CANDIDATE",3656121,"K00386.01",1,1.155,14.311,-0.0001187
"CANDIDATE",3656121,"K00386.02",2,1.155,16.116,0.0006536
"CANDIDATE",3733628,"K00387.01",1,0.663,4.2612,-0.0001153
"CANDIDATE",3831053,"K00388.01",1,1.775,0.21826,-1.078e-05
"FALSE POSITIVE",3847708,"K00389.01",1,0.767,10293,-0.002733
"FALSE POSITIVE",3849155,"K00390.01",1,0.857,474.48,0.0006628
"FALSE POSITIVE",3858804,"K00391.01",1,2.721,569.25,-0.001892
"CANDIDATE",3942670,"K00392.01",1,1.42,22.678,-0.0004271
"CANDIDATE",3942670,"K00392.02",2,1.42,0.48584,9.193e-06
"CANDIDATE",3964109,"K00393.01",1,1.18,0.79962,-3.387e-05
"FALSE POSITIVE",4159347,"K00394.01",1,2.759,953.48,0.001621
"FALSE POSITIVE",4165960,"K00395.01",1,1.342,888.33,0.002168
"CANDIDATE",4252322,"K00396.01",1,1.312,146.01,0.001457
"FALSE POSITIVE",4376644,"K00397.01",1,0.969,3156.1,-0.004124
"CANDIDATE",9946525,"K00398.01",1,0.838,28.406,-0.001273
"CANDIDATE",9946525,"K00398.02",2,0.838,3.1663,-0.0001652
"CANDIDATE",9946525,"K00398.03",3,0.838,3.5414,-0.0001254
"FALSE POSITIVE",7289157,"K00399.01",1,1.175,0,0
"FALSE POSITIVE",2695110,"K00400.01",1,0.968,11871,0.02695
"CANDIDATE",3217264,"K00401.01",1,0.94,3.6087,-0.0001831
"CANDIDATE",3217264,"K00401.02",2,0.94,2.3545,0.0002509
"CANDIDATE",3217264,"K00401.03",3,0.94,6.91,-0.0003375
"FALSE POSITIVE",3342592,"K00402.01",1,0.973,0,0.02083
"FALSE POSITIVE",4247092,"K00403.01",1,1.118,4.3943,-0.0002615
"FALSE POSITIVE",4949751,"K00404.01",1,0.863,10290,0.01915
"FALSE POSITIVE",5003117,"K00405.01",1,0.896,425.71,0.001177
"FALSE POSITIVE",5035972,"K00406.01",1,1.143,418.33,-0.003767
"FALSE POSITIVE",5218441,"K00407.01",1,0.906,697.81,0.0002254
"CANDIDATE",5351250,"K00408.01",1,0.914,17.179,-0.0001835
"CANDIDATE",5351250,"K00408.02",2,0.914,2.02,-0.0001034
"CANDIDATE",5351250,"K00408.03",3,0.914,10.404,-0.0003213
"CANDIDATE",5351250,"K00408.04",4,0.914,8.4915,-0.0001644
"FALSE POSITIVE",5351250,"K00408.05",5,0.914,12.38,0.0004378
"CANDIDATE",5444548,"K00409.01",1,1.078,3.918,-4.695e-05
"FALSE POSITIVE",5449777,"K00410.01",1,1.056,56.593,0.0006684
"FALSE POSITIVE",5478055,"K00411.01",1,1.005,2553.3,0.006505
"CANDIDATE",5683743,"K00412.01",1,1.205,1596.9,-0.0006801
"CANDIDATE",5791986,"K00413.01",1,0.812,0.79351,-7.136e-05
"CANDIDATE",5791986,"K00413.02",2,0.812,5.914,0.0003534
"FALSE POSITIVE",5872150,"K00414.01",1,1.077,1165.2,-0.003894
"FALSE POSITIVE",5872150,"K00414.02",2,1.077,2475.8,0.003217
"CANDIDATE",6289650,"K00415.01",1,1.031,24.896,0.001017
"CANDIDATE",6508221,"K00416.01",1,0.738,35.036,5.89e-05
"CANDIDATE",6508221,"K00416.02",2,0.738,3.7446,0.0001687
"CANDIDATE",6508221,"K00416.03",3,0.738,9.5465,-0.0002065
"FALSE POSITIVE",6879865,"K00417.01",1,0.892,1.9098,-1.645e-07
"FALSE POSITIVE",7975727,"K00418.01",1,0.813,63.18,0.0008023
"FALSE POSITIVE",8219673,"K00419.01",1,0.932,1463.5,-0.006949
"CANDIDATE",8352537,"K00420.01",1,0.738,35.05,0.0003133
"CANDIDATE",9115800,"K00421.01",1,0.915,180.37,0.001585
"FALSE POSITIVE",9214713,"K00422.01",1,1.047,68.019,-0.00216
"CANDIDATE",9478990,"K00423.01",1,1.522,9.787,2.354e-05
"FALSE POSITIVE",9597411,"K00424.01",1,0.858,31.426,-3.618e-05
"FALSE POSITIVE",9967884,"K00425.01",1,0.965,314.92,0.00222
"CANDIDATE",10016874,"K00426.01",1,1.138,9.6492,0.0001953
"CANDIDATE",10189546,"K00427.01",1,0.986,478.51,-0.002415
"CANDIDATE",10189546,"K00427.02",2,0.986,57.848,-0.0008018
"CANDIDATE",10189546,"K00427.03",3,0.986,13.177,-0.0006225
"CANDIDATE",10418224,"K00428.01",1,2.179,4.8879,0.0001109
"CANDIDATE",10616679,"K00429.01",1,0.805,26.664,-0.0004517
"CANDIDATE",10717241,"K00430.01",1,0.607,5.0984,-0.0002181
"CANDIDATE",10717241,"K00430.02",2,0.607,16.279,0.0004113
"CANDIDATE",10843590,"K00431.01",1,0.865,2.3299,2.126e-05
"CANDIDATE",10843590,"K00431.02",2,0.865,10.35,0.0002681
"CANDIDATE",10858832,"K00432.01",1,1.028,27.195,-0.000224
"CANDIDATE",10937029,"K00433.01",1,0.854,49.666,0.002356
"CANDIDATE",10937029,"K00433.02",2,0.854,18.84,0.0003548
"FALSE POSITIVE",11656302,"K00434.01",1,0.813,11555,-0.006245
"CANDIDATE",11709124,"K00435.01",1,0.971,46.069,0.0004661
"CANDIDATE",11709124,"K00435.03",3,0.971,5.2481,0.0002762
"CANDIDATE",11709124,"K00435.04",4,0.971,3.6459,4.654e-05
"CANDIDATE",11709124,"K00435.05",5,0.971,7.0091,1.688e-06
"CANDIDATE",11709124,"K00435.06",6,0.971,22.032,0.0002928
"CANDIDATE",11805075,"K00436.01",1,0.869,0.67318,-0.000392
"FALSE POSITIVE",11824222,"K00437.01",1,0.702,4710.2,0.002232
"CANDIDATE",12302530,"K00438.01",1,0.539,13.127,-0.0002905
"CANDIDATE",12302530,"K00438.02",2,0.539,17.875,-0.00095
"CANDIDATE",12470954,"K00439.01",1,0.937,14.427,0.0001804
"CANDIDATE",2438264,"K00440.01",1,0.797,35.314,-0.0004335
"CANDIDATE",2438264,"K00440.02",2,0.797,67.335,-0.0005214
"FALSE POSITIVE",3340312,"K00441.01",1,1.138,2605.9,0.03376
"CANDIDATE",3745690,"K00442.01",1,1.014,50.233,-0.0003827
"CANDIDATE",3745690,"K00442.02",2,1.014,29.264,-0.0001034
"CANDIDATE",3745690,"K00442.03",3,1.014,60.849,-0.0004404
"CANDIDATE",3833007,"K00443.01",1,0.798,2.0811,6.349e-06
"CANDIDATE",3847138,"K00444.01",1,0.953,0.46105,6.365e-06
"CANDIDATE",4633570,"K00446.01",1,0.668,12.006,-0.0004529
"CANDIDATE",4633570,"K00446.02",2,0.668,3.7656,0.0003033
"FALSE POSITIVE",5021176,"K00447.01",1,0.87,5055.9,-0.03819
"CANDIDATE",5640085,"K00448.01",1,0.5,6.7053,0.0001894
"CANDIDATE",5640085,"K00448.02",2,0.5,25.582,0.001232
"FALSE POSITIVE",5779852,"K00449.01",1,1.014,3.9683,0.0003162
"FALSE POSITIVE",6042214,"K00450.01",1,0.915,1336.8,-0.003059
"FALSE POSITIVE",6200715,"K00451.01",1,1.181,24837,-0.004278
"CANDIDATE",6291033,"K00452.01",1,1.034,6.2755,-9.277e-05
"FALSE POSITIVE",6758917,"K00453.01",1,0.795,0,-0.0001041
"CANDIDATE",7098355,"K00454.01",1,0.801,7.4784,-0.0003893
"FALSE POSITIVE",7101828,"K00455.01",1,0.624,8074.9,-0.01643
"CANDIDATE",7269974,"K00456.01",1,1.089,0.69732,6.969e-05
"CANDIDATE",7269974,"K00456.02",2,1.089,8.5562,-0.0001496
"CANDIDATE",7440748,"K00457.01",1,0.799,1.0984,5.694e-05
"CANDIDATE",7440748,"K00457.02",2,0.799,8.6567,0.000215
"CANDIDATE",7504328,"K00458.01",1,21.45,12.897,-0.0006239
"CANDIDATE",7977197,"K00459.01",1,0.954,4.1196,-0.0001777
"CANDIDATE",7977197,"K00459.02",2,0.954,1.8413,-4.035e-05
"CANDIDATE",8043638,"K00460.01",1,1.107,351.37,-0.002068
"FALSE POSITIVE",8621348,"K00461.01",1,0.752,23064,0.01194
"FALSE POSITIVE",8773869,"K00462.01",1,1.666,14021,0.0001171
"CANDIDATE",8845205,"K00463.01",1,0.283,28.348,0.001106
"CANDIDATE",8890783,"K00464.01",1,0.953,5.6048,0.0001048
"CANDIDATE",8890783,"K00464.02",2,0.953,12.773,0.0001053
"FALSE POSITIVE",9008220,"K00466.01",1,1.498,5.9756,5.969e-05
"CANDIDATE",9583881,"K00467.01",1,0.877,214,0.0008722
"CANDIDATE",9589524,"K00468.01",1,0.818,1.6382,1.071e-06
"CANDIDATE",9703198,"K00469.01",1,1.049,0.65729,-0.0001137
"CANDIDATE",9844088,"K00470.01",1,0.95,3.1385,5.582e-05
"CANDIDATE",10019643,"K00471.01",1,1.071,4.2855,-2e-04
"CANDIDATE",10019643,"K00471.02",2,1.071,8.9422,0.0001664
"CANDIDATE",10123064,"K00472.01",1,0.843,136.32,-0.0007264
"CANDIDATE",10155434,"K00473.01",1,0.839,9.1359,6.985e-05
"CANDIDATE",10460984,"K00474.01",1,1.097,9.592,-8.228e-05
"CANDIDATE",10460984,"K00474.02",2,1.097,12.606,-0.0003127
"CANDIDATE",10460984,"K00474.03",3,1.097,0.36672,-0.0001052
"CANDIDATE",10460984,"K00474.04",4,1.097,1.6518,-3.356e-05
"CANDIDATE",10577994,"K00475.01",1,0.77,6.9634,-0.0003212
"CANDIDATE",10577994,"K00475.02",2,0.77,20.768,-0.0003631
"CANDIDATE",10599206,"K00476.01",1,0.779,4.2059,0.0001957
"CANDIDATE",10934674,"K00477.01",1,0.867,0.89442,-0.0001353
"CANDIDATE",10990886,"K00478.01",1,0.537,0.7637,-0.0001004
"CANDIDATE",11015323,"K00479.01",1,0.925,5.9607,-7.755e-05
"CANDIDATE",11134879,"K00480.01",1,0.865,0.36476,-2.759e-05
"CANDIDATE",11192998,"K00481.01",1,0.746,93.657,-0.000649
"CANDIDATE",11192998,"K00481.02",2,0.746,39.839,-0.000203
"CANDIDATE",11192998,"K00481.03",3,0.746,29.972,-0.0005788
"FALSE POSITIVE",11255761,"K00482.01",1,0.951,1437.4,0.003536
"CANDIDATE",11497977,"K00483.01",1,0.847,10.442,0.0001952
"CANDIDATE",12061222,"K00484.01",1,0.689,5.928,-0.0002448
"FALSE POSITIVE",12316431,"K00485.01",1,0.993,9489.2,0.003621
"CANDIDATE",12404305,"K00486.01",1,1.03,0.46798,5.896e-05
"CANDIDATE",12834874,"K00487.01",1,0.855,6.4779,0.0001231
"CANDIDATE",2557816,"K00488.01",1,0.808,0.15758,2.246e-05
"FALSE POSITIVE",2576197,"K00489.01",1,1.276,2873.6,-0.002826
"CANDIDATE",3239945,"K00490.01",1,0.692,103.75,-0.0004655
"CANDIDATE",3239945,"K00490.02",2,0.692,13.06,-1.346e-05
"CANDIDATE",3239945,"K00490.03",3,0.692,1.0802,-5.589e-05
"CANDIDATE",3239945,"K00490.04",4,0.692,1.7022,0.000133
"FALSE POSITIVE",3541800,"K00491.01",1,1.025,2762,0.003545
"CANDIDATE",3559935,"K00492.01",1,0.969,77.625,-0.0005795
"FALSE POSITIVE",3834360,"K00493.01",1,0.824,18892,0.02108
"CANDIDATE",3966801,"K00494.01",1,0.477,0.22071,-5.89e-05
"FALSE POSITIVE",4049108,"K00495.01",1,0.809,86662,0.02273
"CANDIDATE",4454752,"K00496.01",1,1.816,0.52942,8.481e-06
"CANDIDATE",4757437,"K00497.01",1,1.223,20.798,-2.965e-06
"CANDIDATE",4757437,"K00497.02",2,1.223,2.7911,5.377e-06
"CANDIDATE",4847534,"K00499.01",1,0.836,1.0226,7.884e-05
"CANDIDATE",4852528,"K00500.01",1,0.567,0,-4.245e-05
"CANDIDATE",4852528,"K00500.02",2,0.567,0,0.0004591
"CANDIDATE",4852528,"K00500.03",3,0.567,0,5.26e-05
"CANDIDATE",4852528,"K00500.04",4,0.567,0,3.915e-05
"CANDIDATE",4852528,"K00500.05",5,0.567,0,-0.0004079
"CANDIDATE",4951877,"K00501.01",1,1.141,13.947,-8.222e-05
"FALSE POSITIVE",5282051,"K00502.01",1,0.867,33751,0.02132
"CANDIDATE",5340644,"K00503.01",1,0.615,4.6612,0.0002148
"CANDIDATE",5461440,"K00504.01",1,1.027,37.251,-0.000448
"CANDIDATE",5689351,"K00505.01",1,0.76,3.0808,-9.423e-05
"CANDIDATE",5689351,"K00505.02",2,0.76,0.089297,-4.687e-05
"CANDIDATE",5689351,"K00505.03",3,0.76,5.2894,-5.135e-05
"CANDIDATE",5689351,"K00505.04",4,0.76,1.2228,-6.378e-05
"CANDIDATE",5689351,"K00505.05",5,0.76,8.2673,-9.191e-05
"CANDIDATE",5780715,"K00506.01",1,1.012,130.03,-0.0005836
"CANDIDATE",5812960,"K00507.01",1,0.838,3.2976,0.0002424
"CANDIDATE",6266741,"K00508.01",1,1.032,1.4924,-8.915e-05
"CANDIDATE",6266741,"K00508.02",2,1.032,1.9041,-0.0001111
"CANDIDATE",6381846,"K00509.01",1,0.943,9.2853,0.0001199
"CANDIDATE",6381846,"K00509.02",2,0.943,5.2818,0.0001034
"CANDIDATE",6381846,"K00509.03",3,0.943,3.8547,0.0001138
"CANDIDATE",6422155,"K00510.01",1,1.054,1.4347,-5.661e-05
"CANDIDATE",6422155,"K00510.02",2,1.054,1.6439,7.884e-05
"CANDIDATE",6422155,"K00510.03",3,1.054,7.4597,0.0003527
"CANDIDATE",6422155,"K00510.04",4,1.054,16.071,0.0005304
"CANDIDATE",6451936,"K00511.01",1,0.935,0.99784,-1.167e-06
"CANDIDATE",6451936,"K00511.02",2,0.935,3.1645,-3.935e-05
"CANDIDATE",6838050,"K00512.01",1,1.153,3.0947,-0.0001765
"CANDIDATE",6937692,"K00513.01",1,1.215,6.5367,0.0002824
"FALSE POSITIVE",7602070,"K00514.01",1,0.806,8227.6,0.008493
"FALSE POSITIVE",7812179,"K00515.01",1,0.805,23252,-0.03641
"FALSE POSITIVE",7840044,"K00516.01",1,1.015,6062.8,-0.0113
"CANDIDATE",8015907,"K00517.01",1,0.897,1.5669,5.032e-06
"CANDIDATE",8017703,"K00518.01",1,0.651,3.3389,-9.763e-05
"CANDIDATE",8017703,"K00518.02",2,0.651,3.2344,-0.0001411
"CANDIDATE",8017703,"K00518.03",3,0.651,1.0906,0.0001023
"CANDIDATE",8022244,"K00519.01",1,1.001,7.0644,0.0002096
"CANDIDATE",8022244,"K00519.02",2,1.001,16.879,0.0002608
"CANDIDATE",8037145,"K00520.01",1,0.826,1.8856,0.0001271
"CANDIDATE",8037145,"K00520.02",2,0.826,3.5039,-0.000329
"CANDIDATE",8037145,"K00520.03",3,0.826,7.6017,0.0002179
"CANDIDATE",8037145,"K00520.04",4,0.826,0.75536,-2.735e-05
"CANDIDATE",8162789,"K00521.01",1,1.06,557.78,-0.0005797
"CANDIDATE",8162789,"K00521.02",2,1.06,4.3648,-5.343e-05
"CANDIDATE",8265218,"K00522.01",1,0.844,201.38,-0.001307
"CANDIDATE",8806123,"K00523.01",1,1.015,1.1538,9.553e-05
"CANDIDATE",8806123,"K00523.02",2,1.015,1.0721,0.0001691
"CANDIDATE",8934495,"K00524.01",1,0.796,4.2041,4.563e-05
"FALSE POSITIVE",9119458,"K00525.01",1,1.152,7.851,0.0003125
"CANDIDATE",9157634,"K00526.01",1,0.975,0,0
"FALSE POSITIVE",9636569,"K00527.01",1,0.774,0,0.0005201
"CANDIDATE",9941859,"K00528.01",1,1.076,2.8627,0.000118
"CANDIDATE",9941859,"K00528.02",2,1.076,12.773,-0.0005725
"CANDIDATE",9941859,"K00528.03",3,1.076,5.1461,3.807e-05
"FALSE POSITIVE",10068030,"K00529.01",1,0.803,1033.6,0.0004393
"CANDIDATE",10266615,"K00530.01",1,0.864,7.9127,0.0002336
"CANDIDATE",10395543,"K00531.01",1,0.606,569.61,-0.001032
"CANDIDATE",10454313,"K00532.01",1,0.987,4.7113,-0.0001222
"CANDIDATE",10513530,"K00533.01",1,0.916,0,0
"CANDIDATE",10513530,"K00533.02",2,0.916,0,0
"CANDIDATE",10554999,"K00534.01",1,0.766,0.46704,-8.023e-05
"CANDIDATE",10554999,"K00534.02",2,0.766,4.5818,-0.0001545
"CANDIDATE",10873260,"K00535.01",1,1.013,206.27,-0.0007665
"CANDIDATE",10965008,"K00536.01",1,1.165,0.33168,0.0001053
"CANDIDATE",11073351,"K00537.01",1,1.121,2.3755,-9.169e-05
"CANDIDATE",11090765,"K00538.01",1,1.007,15.104,0.0003562
"FALSE POSITIVE",11521048,"K00540.01",1,0.835,3212,-0.01488
"CANDIDATE",11656721,"K00541.01",1,0.829,10.67,0.0003206
"CANDIDATE",11669239,"K00542.01",1,1.028,5.9701,0.0001843
"CANDIDATE",11669239,"K00542.02",2,1.028,2.1633,1.672e-05
"CANDIDATE",11823054,"K00543.01",1,0.857,4.791,-0.0002051
"CANDIDATE",11823054,"K00543.02",2,0.857,2.1471,5.894e-05
"FALSE POSITIVE",11913012,"K00544.01",1,1.053,151.21,-0.0001195
"FALSE POSITIVE",11972666,"K00545.01",1,0.788,6062.4,0.0008591
"CANDIDATE",12058931,"K00546.01",1,1.092,1.3028,6.812e-05
"CANDIDATE",12058931,"K00546.02",2,1.092,4.4724,-0.0001551
"CANDIDATE",12116489,"K00547.01",1,0.888,12.184,0.0005871
"CANDIDATE",12600735,"K00548.01",1,1.168,4.1697,0.0001615
"CANDIDATE",12600735,"K00548.02",2,1.168,0.27635,-2.708e-05
"FALSE POSITIVE",3437776,"K00549.01",1,1.608,4685.6,0.006411
"FALSE POSITIVE",3437776,"K00549.02",2,1.608,307.68,-0.0004883
"CANDIDATE",4165473,"K00550.01",1,0.945,15.823,-0.0002062
"CANDIDATE",4270253,"K00551.01",1,1.198,2.487,0.0001814
"CANDIDATE",4270253,"K00551.02",2,1.198,18.166,0.0002918
"FALSE POSITIVE",5122112,"K00552.01",1,0.987,2.8803,-0.0001169
"FALSE POSITIVE",5303551,"K00553.01",1,1.001,1013.2,0.00199
"CANDIDATE",5443837,"K00554.01",1,1.822,2686.4,-0.002703
"CANDIDATE",5709725,"K00555.01",1,0.898,15.351,0.0006303
"CANDIDATE",5709725,"K00555.02",2,0.898,6.889,-0.0001528
"FALSE POSITIVE",5738496,"K00556.01",1,0.908,0,0
"CANDIDATE",5774349,"K00557.01",1,0.837,3.7073,0.0002431
"CANDIDATE",5978361,"K00558.01",1,0.788,6.4041,-5.676e-05
"CANDIDATE",6501635,"K00560.01",1,0.781,15.37,0.0006524
"CANDIDATE",6665695,"K00561.01",1,0.774,2.6303,-9.331e-05
"CANDIDATE",6707833,"K00563.01",1,1.374,9.645,0.0001922
"CANDIDATE",6786037,"K00564.01",1,1.247,1.5906,8.877e-06
"CANDIDATE",6786037,"K00564.02",2,1.247,2.9216,3.809e-06
"CANDIDATE",6786037,"K00564.03",3,1.247,1.0037,5.703e-05
"FALSE POSITIVE",7025846,"K00565.01",1,0.981,59215,-0.02127
"CANDIDATE",7119481,"K00566.01",1,0.964,1.1298,0.0001672
