"koi_disposition","kepid","kepoi_name","tce_model_dof","tcet_period","tcet_model_dof","tce_rb_tpdur","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_pdeco","tce_prad_sn"
"CANDIDATE",4472818,"K03878.02",1362,15.3573,1684,3,0,39.519623,6.248e-05,1.67085076708508
"FALSE POSITIVE",5560830,"K03879.01",35570,0.86772,32200,6,0,40.707643,0,1.66315393300715
"FALSE POSITIVE",4147444,"K03880.01",10870,1.80371,31360,3,0,39.264845,2.867e-05,3.21269652921982
"FALSE POSITIVE",9592850,"K03883.01",-1,0.60967,6466,6,0,46.23683,0.01485,-36.68
"FALSE POSITIVE",4579313,"K03884.01",9174,2.1124,12220,6,0,39.619096,-0.01353,4.75638051044083
"FALSE POSITIVE",11614528,"K03885.01",8773,1.87098,19360,3,8,49.66381,-0.003592,2.81512605042017
"FALSE POSITIVE",8848288,"K03886.01",10090,5.56647,22950,12,0,45.087702,-2.758e-05,3.57906458797327
"FALSE POSITIVE",5308419,"K03887.01",16590,1.24148,32220,3,0,40.474815,-5.409e-05,2.53153910849453
"FALSE POSITIVE",8260198,"K03888.01",20410,0.955297,32040,3,0,44.201038,-0.001713,4.8204251160518
"FALSE POSITIVE",10733174,"K03889.01",1232,280.498,1209,31,0,48.080919,0.001134,1.12347641759406
"CANDIDATE",8564976,"K03890.01",2074,152.823,2051,31,0,44.638296,-0.001151,4.48289070480082
"CANDIDATE",8765560,"K03891.01",1263,47.1093,2309,12,0,44.919388,-0.0001126,1.04652996845426
"CANDIDATE",11760860,"K03892.01",10820,2.41658,26700,3,0,49.942865,3.031e-05,3.66077275703995
"CANDIDATE",3728432,"K03893.01",6449,3.90863,10950,3,0,38.866344,-6.746e-05,5.75660330782523
"FALSE POSITIVE",5473535,"K03894.01",13170,1.67367,25680,3,0,40.698188,-0.0001255,3.12170010559662
"FALSE POSITIVE",12106934,"K03895.01",3863,5.9371,4549,12,0,50.629591,-0.03807,19.7170241898676
"FALSE POSITIVE",6222898,"K03896.01",6950,7.78088,9790,12,0,41.497643,0.009984,0.745621912887292
"FALSE POSITIVE",9161118,"K03898.01",32590,1.30672,27390,12,0,0,0,10.8826800111204
"FALSE POSITIVE",3556229,"K03899.01",18680,0.796717,10590,6,0,38.603529,-0.04997,1.43796178343949
"FALSE POSITIVE",11911580,"K03900.01",382.1,359.113,498,31,0,50.258974,0.002719,0.733676036311933
"CANDIDATE",9480535,"K03901.01",677.8,160.131,1031,31,0,46.060694,0.000129,4.42493297587131
"FALSE POSITIVE",10583225,"K03902.01",17390,2.69634,27910,12,1,47.807379,-0.0006411,3.26551202286867
"FALSE POSITIVE",5215251,"K03903.01",25090,2.55388,27360,12,0,40.371518,0,1.16101131071191
"FALSE POSITIVE",5480736,"K03904.01",5850,8.56754,8590,12,0,40.601403,0.0125,0.597593373964682
"FALSE POSITIVE",8487748,"K03905.01",21990,1.06194,32220,3,21,44.592409,-0.0004938,3.24216524216524
"FALSE POSITIVE",9892856,"K03906.01",11350,2.40656,17700,3,1,46.803839,-0.01237,2.80635139799793
"CANDIDATE",7137213,"K03907.01",653.7,28.6432,1095,3,0,42.653297,4.014e-05,1.26770072992701
"CANDIDATE",10363115,"K03908.01",2395,59.3613,3511,31,0,47.448145,-9.283e-06,4.37926085396484
"CANDIDATE",5966810,"K03909.01",943.1,247.866,1217,31,0,41.21148,3.078e-05,3.32994923857868
"FALSE POSITIVE",10491062,"K03910.01",15640,2.19906,20800,12,0,47.656034,-0.0009664,2.33025404157044
"CANDIDATE",9761615,"K03911.01",17520,1.79108,32040,6,0,46.573999,-1.885e-05,2.37141870900932
"FALSE POSITIVE",4058881,"K03912.01",17260,3.88623,27710,12,0,39.141605,0.01306,2.90552911021604
"CANDIDATE",10281221,"K03913.01",33350,0.582893,32120,3,0,47.34318,5.556e-05,3.21206161914127
"FALSE POSITIVE",5471496,"K03914.01",22540,12.4257,25750,31,0,40.654001,0.0003366,12.6126536185708
"FALSE POSITIVE",4544620,"K03915.01",17190,2.18907,28690,6,0,39.671931,0.0007242,4.96458467482292
"CANDIDATE",5784777,"K03916.01",4431,5.33907,5898,3,6,41.040709,9.8e-05,7.10825358851675
"FALSE POSITIVE",11466960,"K03917.01",32590,0.695948,31180,3,0,49.382315,-0.0003784,2.9431756389342
"FALSE POSITIVE",3124420,"K03918.01",21790,0.948951,14960,6,0,0,0,643.186003683241
"FALSE POSITIVE",4649440,"K03919.01",972.9,19.3707,1604,6,0,39.76525,-5.829e-05,0.815770081061164
"FALSE POSITIVE",2437488,"K03920.01",9785,7.23497,14790,12,0,37.754725,0.01781,4.68528816986855
"FALSE POSITIVE",10083623,"K03921.01",12910,1.27855,21220,3,0,47.086243,0.0002878,3.26602603089649
"FALSE POSITIVE",7024530,"K03922.01",698.7,66.1552,905,12,0,42.529251,-0.04535,2.67485919098822
"FALSE POSITIVE",5015459,"K03923.01",111.4,158.322,238,3,0,40.12235,-0.00178,0.840850181441161
"FALSE POSITIVE",1433980,"K03924.01",-1,1.59272,14880,12,0,37.096864,0,-49.77
"CANDIDATE",10788461,"K03925.01",301.7,9.20722,440,6,0,48.16513,0,3.39584685269306
"CANDIDATE",10788461,"K03925.02",753.4,2.59046,1062,6,0,48.165086,0,2.1469696969697
"CANDIDATE",10788461,"K03925.03",378.3,5.32316,538,6,0,48.165042,0,0.711637800060772
"FALSE POSITIVE",11667548,"K03926.01",22820,0.831739,31350,3,2,49.763403,0.03567,2.64488155668359
"FALSE POSITIVE",8868649,"K03927.01",33020,4.44735,32120,24,0,45.134045,0.0006491,3.61303060217177
"CANDIDATE",4242692,"K03928.01",24510,1.13855,32150,3,0,39.370865,-1.693e-05,2.88517441860465
"FALSE POSITIVE",8781480,"K03929.01",531.4,60.5301,734,6,0,44.961617,0.05157,4.8692403486924
"FALSE POSITIVE",11607176,"K03930.01",25570,3.28282,32190,12,0,49.623755,0.00736,4.03079710144928
"FALSE POSITIVE",10661718,"K03931.01",35650,1.23136,32220,6,0,47.985102,0.0005276,2.66807610993658
"FALSE POSITIVE",6137681,"K03932.01",279.9,178.268,336,12,0,41.427073,0.000618,0.56564952048823
"CANDIDATE",11244682,"K03933.01",5886,3.49082,18330,3,0,48.917265,-6.513e-05,3.52769022962629
"FALSE POSITIVE",9655419,"K03934.01",10170,1.9215,16740,3,0,46.390717,2.227e-05,3.06666666666667
"CANDIDATE",5895158,"K03935.01",17960,1.09366,31900,3,0,41.198333,-0.0001354,2.59095545732744
"FALSE POSITIVE",4947556,"K03936.01",792,141.611,1164,12,0,40.027588,0.0003533,8.6119957537155
"CANDIDATE",4947556,"K03936.02",1436,13.0269,2377,3,0,40.027694,-3.532e-05,2.29327902240326
"FALSE POSITIVE",7362696,"K03937.01",3318,4.93129,5522,3,0,42.923823,0.0005277,0.741176470588235
"FALSE POSITIVE",3865595,"K03938.01",3191,5.59187,6051,3,2,38.930596,-0.0001101,2.24505774124095
"CANDIDATE",9593528,"K03939.01",712.3,1.88681,1172,3,0,46.201656,0.0007168,2.9351081530782
"FALSE POSITIVE",5195945,"K03940.01",1580,14.5369,2232,6,0,40.31958,0.0004502,4.75501307759372
"FALSE POSITIVE",8552587,"K03941.01",23600,1.06194,30360,3,21,44.607286,0.0003127,2.40193918025562
"FALSE POSITIVE",6019872,"K03942.01",12700,1.48589,22350,3,1,0,-0.04012,2.52932895354294
"CANDIDATE",7679812,"K03943.01",6467,38.5771,7921,31,0,43.333239,9.689e-05,5.53452936839518
"FALSE POSITIVE",4864734,"K03944.01",3144,1.84561,4601,3,0,39.984299,-0.000351,1.53285604704679
"FALSE POSITIVE",3121340,"K03945.01",27050,0.723944,32080,3,6,38.283664,-0.0004755,1.32602901984009
"CANDIDATE",8636434,"K03946.01",917.5,308.547,1204,31,0,44.713427,-4.144e-05,3.74392037099876
"FALSE POSITIVE",5952366,"K03947.01",21570,0.905677,32210,3,11,41.260087,-0.0004969,9.4052812858783
"FALSE POSITIVE",5952366,"K03947.02",14970,22.7359,10650,31,0,41.260118,-0.003158,84.244741873805
"FALSE POSITIVE",6045250,"K03948.01",39190,0.909309,32240,6,0,0,0,3.52067343401832
"FALSE POSITIVE",5598595,"K03949.01",41640,0.648773,22690,6,0,40.843471,-0.0007216,3.4982332155477
"FALSE POSITIVE",4544572,"K03950.01",12540,2.18911,19150,3,0,39.691855,-0.002087,3.08093662509544
"FALSE POSITIVE",5738634,"K03951.01",27640,2.40437,32370,12,0,40.922353,-0.0001303,2.10883905013193
"FALSE POSITIVE",10152836,"K03952.01",329.2,220.928,481,24,0,47.180087,0.005104,3.26751592356688
"FALSE POSITIVE",10651816,"K03953.01",24150,3.18775,25430,12,0,47.9489,-0.001232,3.93538913362702
"FALSE POSITIVE",8030339,"K03954.01",16800,0.652443,15540,3,1,43.865459,0,3.18234780075736
"CANDIDATE",8030339,"K03954.02",1460,5.7167,2385,6,0,43.869185,0,0.676226675881133
"FALSE POSITIVE",9899414,"K03955.01",23860,1.33256,27080,6,0,46.773971,-0.0007961,2.78890059711978
"FALSE POSITIVE",5471059,"K03956.01",7443,2.6369,12270,3,0,40.634441,-0.0002477,2.04052443384982
"FALSE POSITIVE",5471059,"K03956.02",7473,2.6369,12270,3,0,40.634323,-4.041e-05,1.88203684749232
"FALSE POSITIVE",7458309,"K03957.01",58660,0.660627,32070,12,0,43.048787,0,1.39890534449453
"FALSE POSITIVE",7777372,"K03958.01",24960,1.77024,32240,6,0,43.441888,0.000311,2.03643979057592
"FALSE POSITIVE",9282769,"K03959.01",37010,1.33255,32180,12,0,45.708951,-0.0002531,2.63993453355156
"FALSE POSITIVE",7777416,"K03960.01",4440,5.09115,6766,6,0,43.402742,0.0001303,0.734725774367718
"FALSE POSITIVE",7597005,"K03961.01",27760,0.704541,32190,3,0,43.21028,-0.001488,2.41180604356992
"FALSE POSITIVE",5479717,"K03962.01",35010,0.697991,27230,6,0,40.694816,0.001132,6.89214463840399
"FALSE POSITIVE",3764714,"K03963.01",14050,6.63442,19540,24,0,38.863043,-0.0004473,0.930101965420423
"FALSE POSITIVE",9957351,"K03964.01",4127,0.991105,6496,3,0,46.840783,-0.001338,11.7837653478854
"FALSE POSITIVE",5385575,"K03965.01",21840,12.4257,25720,31,0,40.568546,-0.001145,13.2356389214537
"CANDIDATE",3732035,"K03966.01",1092,138.948,1734,24,0,38.892063,-0.0002273,5.55082284607938
"FALSE POSITIVE",5385697,"K03967.01",20290,12.4257,25780,31,0,40.536488,-0.0001382,3.91529321579149
"FALSE POSITIVE",5385697,"K03967.02",25460,12.425,26090,31,0,40.53634,4.798e-05,3.91089108910891
"FALSE POSITIVE",8823833,"K03968.01",25990,1.5065,32190,6,0,45.087146,5.068e-05,2.88453692370461
"FALSE POSITIVE",5475494,"K03969.01",26540,0.736189,32230,3,0,40.612868,-0.0007002,2.52512013979904
"FALSE POSITIVE",9412445,"K03970.01",24410,5.09326,32350,24,0,45.968999,-0.001743,0.92166952544311
"FALSE POSITIVE",6057684,"K03972.01",39490,0.540293,32070,3,0,41.29644,0,2.47248072321191
"FALSE POSITIVE",11568224,"K03973.01",58590,0.881941,32140,24,0,49.561888,6.392e-06,0.600541156365708
"FALSE POSITIVE",7938883,"K03974.01",-1,0.979405,2101,3,0,43.733339,0,-16.1
"CANDIDATE",9280239,"K03975.01",490.6,364.753,764,24,0,45.716143,-0.001447,3.53850641773629
"FALSE POSITIVE",4544571,"K03976.01",12950,2.1891,20830,6,0,39.684836,0.003222,3.46373531630564
"FALSE POSITIVE",3245661,"K03977.01",24530,0.708808,20820,6,0,0,0,3.32389580973952
"FALSE POSITIVE",10090219,"K03978.01",27880,2.2861,25890,12,0,47.026738,0.0005057,0.882971268395235
"FALSE POSITIVE",9899217,"K03979.01",41960,1.33255,32180,12,0,46.762297,0.000216,3.02566517541794
"CANDIDATE",6750902,"K03980.01",20830,0.93867,32200,3,0,42.254722,9.218e-05,2.46853326483432
"FALSE POSITIVE",5895588,"K03981.01",22430,0.849282,27160,3,0,41.11903,0,2.69219483568075
"FALSE POSITIVE",5303557,"K03982.01",7212,2.39909,10340,6,0,40.489801,0.01169,25.7852965747703
"FALSE POSITIVE",10227863,"K03983.01",29970,5.14067,25660,31,0,47.248877,-0.0003312,1.92442135096835
"CANDIDATE",8036287,"K03984.01",13540,1.44445,22220,3,5,43.825417,1.971e-05,2.05192307692308
"FALSE POSITIVE",9602562,"K03985.01",29050,3.55657,25230,24,0,46.256436,1.788e-05,1.14355062413315
"FALSE POSITIVE",10668665,"K03986.01",3209,9.60854,5634,6,0,47.997887,-0.002872,0.522517692472657
"FALSE POSITIVE",10407020,"K03987.01",48520,0.93374,32210,6,64,47.511439,8.424e-05,2.43594436310395
"FALSE POSITIVE",5385491,"K03988.01",23220,12.4246,25740,31,0,40.559012,-2.06e-05,3.16143969690591
"FALSE POSITIVE",5551504,"K03989.01",22330,1.20453,32060,3,1,40.710893,0.0007341,1.54018691588785
"FALSE POSITIVE",6421503,"K03990.01",17910,2.15834,24910,12,0,41.863379,-0.002963,7.03523035230352
"CANDIDATE",10352333,"K03991.01",9894,1.5706,16120,3,0,47.487085,-8.311e-05,2.40837696335078
"FALSE POSITIVE",3228988,"K03992.01",58690,0.730947,32140,6,0,38.370548,-5.783e-05,1.38310372771475
"FALSE POSITIVE",2970804,"K03993.01",36220,0.686991,32230,3,7,38.109299,0.000854,35.4768928220256
"FALSE POSITIVE",7552701,"K03994.01",19620,1.32424,32230,3,0,43.167396,-0.000616,2.62083177219933
"FALSE POSITIVE",7418173,"K03995.01",25090,0.780633,32250,3,1,43.067344,0.0006222,1.5
"FALSE POSITIVE",3228804,"K03996.01",46990,0.730945,32140,6,0,38.353738,-0.0001009,1.9467136636948
"FALSE POSITIVE",2442359,"K03997.01",35360,0.552835,32210,3,0,37.782569,-0.0005957,1.25649235147634
"FALSE POSITIVE",7707742,"K03998.01",-1,0.758358,18780,6,0,0,0,-78.09
"FALSE POSITIVE",2010191,"K03999.01",11340,3.43518,18750,6,0,37.483181,-0.002572,1.57754010695187
"FALSE POSITIVE",5471675,"K04000.01",43720,0.962836,32170,6,0,40.649388,0.0001319,2.2288961038961
"FALSE POSITIVE",9851943,"K04001.01",46850,1.08196,25700,12,0,46.669291,0.0006595,1.21951219512195
"CANDIDATE",5773121,"K04002.01",28840,0.524174,24780,3,0,41.064141,-0.0002217,2.42071197411003
"FALSE POSITIVE",2708420,"K04003.01",30110,1.89123,32080,12,0,37.948406,3.293e-05,1.2636923589146
"CANDIDATE",4814502,"K04004.01",5467,4.94328,8318,6,2,39.917027,-1.911e-05,3.89476694309408
"CANDIDATE",8142787,"K04005.01",742,178.147,1095,24,0,44.033924,0.0001514,5.67998204667864
"FALSE POSITIVE",5471690,"K04006.01",23720,12.4246,25730,31,0,40.640782,0,3.02465423932652
"CANDIDATE",8376848,"K04007.01",7556,11.4928,14000,12,0,44.375008,-0.0002551,3.06731904842247
"FALSE POSITIVE",5350447,"K04008.01",1005,70.7506,1674,12,0,40.518061,-0.002379,0.886799620132953
"CANDIDATE",8934103,"K04009.01",853.5,175.136,1349,24,0,45.274452,-0.0001667,3.07952468007313
"CANDIDATE",8934103,"K04009.02",1553,77.7911,1692,24,0,45.274537,-0.0001203,1.21123321123321
"FALSE POSITIVE",5288577,"K04010.01",21770,1.72853,25710,6,0,40.408845,0.0003329,1.92439594699922
"CANDIDATE",11969988,"K04011.01",26730,2.1907,32080,6,0,50.346872,0.0001282,2.63000702740689
"FALSE POSITIVE",4832225,"K04013.01",58220,0.987912,31740,6,0,0,0,0.509162303664921
"CANDIDATE",9009953,"K04014.01",677.3,234.244,1001,24,0,45.353491,0.0005133,5.77170697755351
"CANDIDATE",8282846,"K04015.01",727.3,133.299,1158,12,0,44.268649,-0.000311,2.4009942004971
"CANDIDATE",5938970,"K04016.01",183.9,125.413,320,6,0,41.201839,-0.0004937,2.89138576779026
"FALSE POSITIVE",8381693,"K04017.01",19420,21.5708,14920,31,0,44.378129,-4.423e-05,1.3328694684108
"FALSE POSITIVE",4929299,"K04018.01",14600,0.868727,20820,3,0,40.060192,0.0002026,2.61798905608755
"FALSE POSITIVE",7038096,"K04020.01",17240,1.13359,32190,3,0,42.527884,5.241e-05,1.62506433350489
"CANDIDATE",11967788,"K04021.01",5761,7.23532,10250,6,0,50.371526,4.338e-05,3.89438202247191
"CANDIDATE",11967788,"K04021.02",8952,4.93215,14190,6,0,50.371329,8.105e-05,3.72765509989485
"CANDIDATE",7733731,"K04022.01",14850,4.85815,26460,12,0,43.456822,1.145e-05,2.55342110943233
"FALSE POSITIVE",6862332,"K04023.01",875.6,119.018,1478,12,0,42.36839,-0.005185,3.69453642384106
"CANDIDATE",10714072,"K04024.01",3080,8.40696,5179,3,0,48.029558,3.05e-05,1.67301378857518
"FALSE POSITIVE",10992011,"K04025.01",23120,0.974474,25660,3,24,48.419114,0.00027,2.47524752475248
"FALSE POSITIVE",4067110,"K04026.01",46950,0.735148,25800,12,0,0,0,0.213556851311953
"FALSE POSITIVE",8694309,"K04027.01",39350,0.827354,32210,6,0,0,0,2.43921692453426
"FALSE POSITIVE",7818447,"K04028.01",27790,0.928426,32150,3,10,0,0,37.37686139748
"FALSE POSITIVE",11569475,"K04029.01",58780,1.31722,32250,12,0,49.566954,1.938e-05,1.65329295987888
"FALSE POSITIVE",9551430,"K04030.01",25220,7.75547,27190,31,0,46.185896,-0.000125,1.01845504877406
"FALSE POSITIVE",3228986,"K04031.01",51570,0.730947,32090,6,0,38.366369,9.525e-05,2.91703968964488
"CANDIDATE",7100673,"K04032.01",8515,3.95116,13660,6,0,42.654536,-7.88e-06,3.14617027769301
"CANDIDATE",7100673,"K04032.02",6272,5.10113,9515,6,1,42.654702,-4.777e-05,3.01298701298701
"CANDIDATE",7100673,"K04032.03",4749,5.99278,7445,6,0,42.654459,1.08e-05,2.85977374375164
"CANDIDATE",7100673,"K04032.04",8881,2.89226,14760,6,1,42.654753,-3.923e-05,2.89753659407354
"CANDIDATE",7100673,"K04032.05",2712,7.23523,4837,6,0,42.654753,-5.014e-05,2.06646312822922
"FALSE POSITIVE",4138557,"K04033.01",19600,0.991553,31970,3,0,0,0,0.803766707168894
"CANDIDATE",10089911,"K04034.01",5425,6.96709,8799,6,0,47.036994,6.808e-06,3.07355967078189
"FALSE POSITIVE",10089911,"K04034.02",1276,11.6091,1782,3,0,47.037197,-0.0001049,1.65155993431855
"FALSE POSITIVE",3247404,"K04035.01",2150,8.81084,2419,12,0,38.382536,0.0005045,1.56303837118246
"CANDIDATE",11415243,"K04036.01",556.5,168.813,816,12,0,49.212573,-0.0001841,11.5942796610169
"CANDIDATE",8264402,"K04037.01",525.9,215.962,1004,24,0,44.164847,1.656e-05,5.53907682052991
"FALSE POSITIVE",7773179,"K04038.01",39150,2.15681,32250,12,0,43.441368,-0.0003386,3.056884635832
"FALSE POSITIVE",11145831,"K04039.01",20640,1.38783,32120,6,0,48.793259,-0.00841,2.00120554550934
"FALSE POSITIVE",11444952,"K04040.01",30580,0.678346,25370,3,35,0,0,3.01366520253782
"FALSE POSITIVE",8647295,"K04041.01",30280,1.02203,32240,6,0,44.744652,0.00147,2.41835518474374
"FALSE POSITIVE",3444098,"K04042.01",3440,0.723579,4107,3,0,38.546135,0.0002428,1.87989056087551
"FALSE POSITIVE",5112567,"K04043.01",46930,1.6159,15900,3,0,40.209199,-0.0001691,0.40363522406769
"FALSE POSITIVE",5201115,"K04044.01",22010,1.72853,25640,6,0,40.321506,-8.398e-05,2.83536585365854
"FALSE POSITIVE",2708203,"K04045.01",39670,1.8913,32070,12,0,37.909411,-0.000127,4.34299325129019
"FALSE POSITIVE",4150496,"K04046.01",3917,8.6531,6175,6,0,39.283833,-8.949e-05,2.74787535410765
"FALSE POSITIVE",4150496,"K04046.02",5305,8.65315,8520,6,0,39.284205,-0.0006275,0.569611666949296
"CANDIDATE",9655005,"K04047.01",58690,1.39884,32270,12,0,46.327086,3.022e-06,1.0734702519585
"FALSE POSITIVE",10272389,"K04048.01",20320,4.56449,28230,12,1,47.322761,8.973e-05,1.06972301814709
"FALSE POSITIVE",4679687,"K04049.01",16070,1.0279,26530,3,0,39.703541,-0.003124,3.87133041848844
"FALSE POSITIVE",7968683,"K04050.01",796.7,368.002,957,31,1,43.73973,-0.003998,8.54690221448121
"CANDIDATE",10360722,"K04051.01",419,163.69,542,12,0,47.463509,-0.00176,2.89817483189241
"FALSE POSITIVE",9091755,"K04052.01",37450,1.10653,32190,6,0,45.288188,0,1.72697056030389
"CANDIDATE",1718958,"K04053.01",14580,1.41975,22660,3,0,37.287085,8.461e-06,3.09577555627217
"CANDIDATE",6428794,"K04054.01",766.1,169.135,1220,24,0,41.88951,-0.0004264,5.21212121212121
"FALSE POSITIVE",3228825,"K04055.01",43870,0.730945,32120,6,0,38.382929,4.533e-05,3.66345381526104
"CANDIDATE",4673628,"K04056.01",3924,3.95138,6464,3,2,39.72277,-9.376e-05,2.6794189558464
"FALSE POSITIVE",3757407,"K04057.01",3786,9.0889,6553,6,1,38.880973,0.001866,2.37757731958763
"FALSE POSITIVE",4769931,"K04058.01",25240,1.87887,31780,6,0,39.884807,3.829e-05,3.93370831659301
"FALSE POSITIVE",9220612,"K04059.01",32800,0.979171,32020,6,1,45.629637,-0.0006097,2.17418810628427
"CANDIDATE",9086154,"K04060.01",949.7,225.26,1642,31,0,45.435589,7.83e-05,4.22310756972112
"FALSE POSITIVE",6806695,"K04061.01",27940,0.855924,32060,3,5,42.212277,0.0001791,2.03547818422212
"FALSE POSITIVE",11858979,"K04062.01",419,3.05931,697,3,0,50.16308,-0.0008218,2.64822695035461
"FALSE POSITIVE",5900390,"K04063.01",48660,0.62467,32180,6,0,41.197216,-9.306e-05,2.10857446243695
"FALSE POSITIVE",5444334,"K04064.01",57530,0.759756,32130,6,0,40.694644,-5.926e-05,0.828926003247506
"CANDIDATE",8686373,"K04066.01",691.6,126.555,1283,12,0,44.835909,0.000317,3.17272053372869
"CANDIDATE",5530112,"K04067.01",181.5,9.6885,305,3,0,40.778619,-0.0002436,1.42622950819672
"CANDIDATE",6226908,"K04068.01",958.8,19.5969,1238,12,0,41.540881,0.00102,3.35971855760774
"CANDIDATE",5906694,"K04069.01",3637,13.0624,5640,6,0,41.195649,-8.548e-05,3.74890829694323
"FALSE POSITIVE",10186945,"K04070.01",24650,0.793656,32170,3,0,47.246327,0.0001075,1.98596960080174
"FALSE POSITIVE",2708286,"K04071.01",28530,1.89129,32080,12,0,37.911396,-0.0001721,2.86611700039262
"CANDIDATE",6755944,"K04072.01",21850,0.692976,24900,3,0,42.222011,0,2.25802671666276
"FALSE POSITIVE",10419797,"K04073.01",2401,87.1423,2858,31,0,47.550557,-0.0001309,1.0600042707666
"FALSE POSITIVE",7777471,"K04075.01",58740,0.885126,32200,6,0,43.417745,-1.31e-05,1.55182361425922
"CANDIDATE",9455677,"K04076.01",753.2,124.827,1094,12,0,46.080614,-6.06e-05,2.75553505535055
"FALSE POSITIVE",7690855,"K04077.01",22190,1.57248,31960,6,2,0,0,0.577755905511811
"FALSE POSITIVE",5649837,"K04078.01",56230,0.597938,32200,3,0,0,0,0.00728884881274421
"FALSE POSITIVE",5036480,"K04080.01",28560,1.061,32150,6,0,40.102863,-0.0001916,1.74355711104041
"FALSE POSITIVE",6592832,"K04082.01",41090,0.924816,32180,6,0,42.00278,0.0002146,1.75984919886899
"FALSE POSITIVE",8524346,"K04083.01",11410,4.46976,16720,12,0,44.594367,-8.299e-05,3.40870161014046
"CANDIDATE",3937814,"K04084.01",673.4,214.879,1100,24,0,39.096177,-0.0005266,5.56892230576441
"FALSE POSITIVE",5041847,"K04085.01",19720,1.37172,32200,6,0,0,0,1.62352941176471
"FALSE POSITIVE",3836558,"K04086.01",16520,1.54041,27720,3,2,38.916473,-0.000133,1.76034589252625
"CANDIDATE",6106282,"K04087.01",800.1,101.113,1171,12,0,41.452415,-9.928e-05,5.01531606794765
"FALSE POSITIVE",4946584,"K04088.01",21530,0.907944,32170,3,0,40.054648,0.0006188,2.37201907790143
"FALSE POSITIVE",11972872,"K04089.01",57910,0.531108,32220,3,1,50.390792,0.000105,2.1047672884869
"FALSE POSITIVE",9899233,"K04090.01",43950,1.33255,32120,12,0,46.754291,-3.862e-05,3.32072617246596
"CANDIDATE",3103227,"K04091.01",542.7,225.587,844,24,0,38.294891,-0.0006637,2.9559043348281
"CANDIDATE",4850961,"K04092.01",2214,24.4974,3091,12,0,39.907536,0.000762,3.29590643274854
"FALSE POSITIVE",8521059,"K04093.01",36490,0.535576,32140,3,0,44.562943,-0.0003604,2.72630457933972
"FALSE POSITIVE",8128247,"K04094.01",18870,3.57019,29360,12,0,43.903071,-4.547e-05,3.94098179812466
"FALSE POSITIVE",6276994,"K04095.01",28180,1.10602,32160,6,1,41.696143,-0.0001271,1.93072132848988
"FALSE POSITIVE",9674564,"K04096.01",7914,6.87369,10920,12,0,46.376015,0.001957,0.449526813880126
"CANDIDATE",5688683,"K04097.01",5353,2.79064,8699,3,0,40.994635,-1.148e-05,2.31530494821634
"FALSE POSITIVE",5688683,"K04097.02",3285,4.44906,5137,3,0,40.994713,-3.062e-05,1.55505671077505
"CANDIDATE",8222627,"K04098.01",17380,1.12173,28490,3,0,44.167204,0,1.27445652173913
"CANDIDATE",8951205,"K04099.01",4866,4.9506,6409,3,3,45.238085,0.0002491,1.76339285714286
"FALSE POSITIVE",5700900,"K04100.01",782.3,477.485,704,31,0,40.980735,0.002163,2.24247104247104
"FALSE POSITIVE",2708278,"K04102.01",32450,1.89123,32030,12,0,37.976934,0.0002772,3.63779527559055
"CANDIDATE",3747817,"K04103.01",798.5,184.774,1146,24,0,38.875386,-0.001483,3.0644231877377
"CANDIDATE",3747817,"K04103.02",2597,14.2374,3755,6,0,38.875291,-0.0002189,1.43314734449266
"FALSE POSITIVE",11017094,"K04106.01",46830,0.708564,25640,6,0,0,0,0.0175515463917526
"FALSE POSITIVE",9899065,"K04108.01",27370,1.33255,27270,6,0,46.732258,0.000485,2.21761392729135
"CANDIDATE",7907808,"K04109.01",29850,0.655938,32190,3,0,43.679749,5.618e-05,0.958446866485014
"FALSE POSITIVE",5471792,"K04110.01",20220,12.4257,25770,31,0,40.647317,1.734e-05,1.84176632934683
"FALSE POSITIVE",2708343,"K04111.01",29430,1.89133,32010,12,0,37.910479,0.0003826,4.48030176026823
"FALSE POSITIVE",3348090,"K04112.01",10310,2.43584,22060,3,1,38.439376,0.0006188,1.85381630012937
"FALSE POSITIVE",9282762,"K04113.01",22500,1.33255,31380,6,0,45.701,0.0001828,1.42256397933437
"FALSE POSITIVE",3117046,"K04114.01",466.3,359.099,766,24,0,38.267218,-0.0002866,2.85879495778883
"FALSE POSITIVE",6311520,"K04115.01",58750,0.941849,32340,12,8,41.640457,-3.955e-05,0.945480790584055
"CANDIDATE",3955817,"K04117.01",7752,4.24261,12750,6,0,39.022302,0,10.0702875399361
"FALSE POSITIVE",10661778,"K04118.01",22490,1.23136,21090,6,0,47.98937,0.002056,6.44676409185804
"FALSE POSITIVE",5513857,"K04119.01",43340,0.755108,24900,6,5,40.728163,3.546e-05,1.79632408102025
"CANDIDATE",9700449,"K04120.01",1426,110.45,2188,24,0,46.481698,-5.904e-06,2.09983543609435
"CANDIDATE",6349881,"K04121.01",557.9,198.09,840,12,0,41.741518,0.0003743,4.04319136172765
"FALSE POSITIVE",9851970,"K04122.01",46900,1.08194,25660,12,0,46.685641,-4.443e-05,0.945475489568668
"CANDIDATE",6140059,"K04123.01",3255,44.6228,5428,24,0,41.455378,-1.494e-05,3.44
"FALSE POSITIVE",9099950,"K04125.01",58710,1.11136,32210,12,0,45.48527,-7.786e-05,2.48961937716263
