"koi_disposition","kepid","kepoi_name","boot_mesthresh","tce_fwm_pdeco","tce_ror_sn"
"FALSE POSITIVE",3230787,"K06101.01",8.7597,0.001305,39.7229593287543
"FALSE POSITIVE",3634051,"K06103.01",9.4472,8.254e-05,19.5452343261545
"CANDIDATE",3634051,"K06103.02",7.127,6.611e-05,1.06865096736073
"CANDIDATE",3761319,"K06104.01",7.1685,0.0006242,8.24632389151582
"FALSE POSITIVE",4035675,"K06107.01",7.4851,0.02661,53.9370366009039
"FALSE POSITIVE",4144236,"K06109.01",-1,0.02594,46.6583791160404
"FALSE POSITIVE",4150701,"K06110.01",7.1986,0.0008402,2.19327096671671
"FALSE POSITIVE",4285087,"K06112.01",-1,0.1534,94.3750998321464
"FALSE POSITIVE",4346875,"K06113.01",8.5783,-0.004584,30.6927927019913
"FALSE POSITIVE",4459068,"K06114.01",7.454,8.081e-05,14.6469644117734
"FALSE POSITIVE",4547480,"K06116.01",7.2693,0.0004204,16.4216147379896
"FALSE POSITIVE",4737267,"K06117.01",-1,0.0005179,-0.34638825
"FALSE POSITIVE",4740676,"K06119.01",8.5546,-0.000307,14468.0020308564
"CANDIDATE",4742420,"K06120.01",7.2308,-0.001446,2.88092927809447
"FALSE POSITIVE",4826439,"K06121.01",-1,-0.002704,-0.3459123
"FALSE POSITIVE",4933476,"K06122.01",15.117,-2.974e-06,0.713943105578528
"FALSE POSITIVE",4990977,"K06123.01",-1,-0.00504,95.6262606211588
"FALSE POSITIVE",5034333,"K06124.01",-1,-0.0002648,32.8179736514174
"FALSE POSITIVE",5039441,"K06125.01",-1,0,-0.30474786
"FALSE POSITIVE",5121173,"K06126.01",7.28,0.0001251,2.59027465258207
"FALSE POSITIVE",5385548,"K06128.01",6.8564,0.0005191,42.6647747451725
"FALSE POSITIVE",5385778,"K06129.01",7.4492,0,1.56652981940732
"CANDIDATE",5428657,"K06130.01",7.8565,0.0002608,4.21671803901794
"CANDIDATE",5629353,"K06132.01",7.3277,0.0006163,36.331583589911
"CANDIDATE",5629353,"K06132.02",7.3979,0.0003648,16.6694288851309
"CANDIDATE",5629353,"K06132.03",7.0992,0.0005517,4.24810023826395
"FALSE POSITIVE",5738698,"K06134.01",-1,0.02292,-0.35153666
"FALSE POSITIVE",5768927,"K06135.01",7.4977,0.001666,143.109047784578
"FALSE POSITIVE",5814635,"K06136.01",-1,0,8.7418871939053
"CANDIDATE",5816144,"K06137.01",7.3263,-0.0002438,2.12927352494169
"FALSE POSITIVE",5816144,"K06137.02",7.296,-0.0001721,3.98264329890721
"FALSE POSITIVE",5817566,"K06138.01",-1,-0.01098,183.553024572108
"FALSE POSITIVE",5952403,"K06139.01",-1,0,36.6276867166899
"FALSE POSITIVE",5955321,"K06140.01",-1,0.06176,-0.48989217
"FALSE POSITIVE",6197038,"K06144.01",-1,-0.005495,9187.03615643476
"CANDIDATE",6221385,"K06145.01",7.1223,0,8.8087282337051
"CANDIDATE",6221385,"K06145.02",7.1578,0,10.6528275958155
"CANDIDATE",6221385,"K06145.03",7.4465,0,1.18867684398173
"FALSE POSITIVE",6362386,"K06146.01",-1,0,12856.8976004217
"FALSE POSITIVE",6449358,"K06147.01",8.0831,3.743e-06,26614.8761579929
"FALSE POSITIVE",6674908,"K06149.01",7.2688,0,3.86014573991707
"FALSE POSITIVE",7108433,"K06153.01",-1,-0.007668,-0.36467467
"FALSE POSITIVE",7129465,"K06155.01",-1,-0.1315,-0.49653257
"CANDIDATE",7174617,"K06156.01",-1,-0.03226,541.391586713876
"FALSE POSITIVE",7422883,"K06159.01",-1,0,64.6327019651743
"FALSE POSITIVE",7622059,"K06161.01",7.5764,-1.788e-05,1.25420637656259
"FALSE POSITIVE",7750740,"K06162.01",-1,0.03414,85.7510825051873
"FALSE POSITIVE",7779942,"K06163.01",9.4311,-0.004144,0.668890169323689
"CANDIDATE",7835312,"K06164.01",7.4227,0.0004566,1.18510267081157
"FALSE POSITIVE",7838906,"K06165.01",7.3552,-3.937e-05,15.4188945011372
"FALSE POSITIVE",7838906,"K06165.02",7.3552,-4.71e-05,7.94051934974182
"CANDIDATE",7908367,"K06166.01",7.3087,0.0003435,1.27391346779344
"CANDIDATE",7908367,"K06166.02",7.7196,0.0002264,4.42762664830843
"FALSE POSITIVE",7940533,"K06167.01",-1,0.0003105,3484.41170262356
"FALSE POSITIVE",8043882,"K06169.01",7.5579,4.036e-06,1.00119398884864
"FALSE POSITIVE",8095099,"K06171.01",-1,0,-0.35980944
"FALSE POSITIVE",8197761,"K06175.01",8.1605,-0.0002189,41.9648310504713
"FALSE POSITIVE",8265156,"K06177.01",7.7745,5.855e-05,5.04712222104633
"CANDIDATE",8355178,"K06178.01",7.1783,-0.0001192,1.12076337823256
"CANDIDATE",8374077,"K06179.01",7.2029,8.99e-05,4.1177905520531
"FALSE POSITIVE",8517303,"K06181.01",-1,-5.204e-05,53.7248597531981
"CANDIDATE",8590149,"K06182.01",7.1726,-0.001025,3.46617674144409
"FALSE POSITIVE",8590780,"K06183.01",-1,-0.01499,-0.5
"CANDIDATE",8653134,"K06186.01",9.2936,0.0002405,12.1372934132141
"FALSE POSITIVE",8702921,"K06187.01",7.3611,0,199.160077672947
"FALSE POSITIVE",8822421,"K06188.01",7.7498,-4.813e-05,16.6053572897562
"FALSE POSITIVE",8957954,"K06189.01",-1,0.0003186,101.652688165142
"FALSE POSITIVE",8984706,"K06190.01",-1,-0.009907,75.1446838558497
"CANDIDATE",9093086,"K06191.01",7.1958,-6.833e-05,13.3731323485044
"CANDIDATE",9093086,"K06191.02",7.1977,0.000229,1.4615969441601
"FALSE POSITIVE",9101400,"K06192.01",-1,-0.0002265,-0.38502185
"FALSE POSITIVE",9119652,"K06193.01",-1,0,-0.44646001
"CANDIDATE",9145861,"K06194.01",7.3514,9.397e-06,2.36095634729612
"FALSE POSITIVE",9153823,"K06195.01",5.7155,0.0004802,3.89908021140177
"FALSE POSITIVE",9282687,"K06196.01",-1,0.001649,-0.19018452
"FALSE POSITIVE",9291629,"K06198.01",-1,0.002629,352.541895945862
"FALSE POSITIVE",9343862,"K06201.01",-1,0,-0.35450268
"FALSE POSITIVE",9394605,"K06203.01",7.684,-0.0005453,10.5304844629515
"FALSE POSITIVE",9471755,"K06204.01",-1,-0.0001218,31.9473090310386
"FALSE POSITIVE",9479460,"K06205.01",-1,0,-0.45351021
"FALSE POSITIVE",9549472,"K06206.01",7.1728,-0.03947,1297.89460759052
"FALSE POSITIVE",9576197,"K06207.01",-1,0.0004386,2436.16204158211
"FALSE POSITIVE",9579860,"K06208.01",7.4675,-0.007265,6.61046501808658
"CANDIDATE",9655711,"K06209.01",7.2349,0.0005378,0.84504230639105
"CANDIDATE",9655711,"K06209.02",7.3167,0.001495,0.686188788800416
"FALSE POSITIVE",9767392,"K06211.01",-1,0,-0.27646129
"FALSE POSITIVE",9774400,"K06212.01",-1,-0.02907,1214.68289568603
"FALSE POSITIVE",9839081,"K06213.01",7.621,0.0003173,56.9769232737667
"CANDIDATE",10200627,"K06217.01",7.3638,3.638e-05,3.86019050349094
"FALSE POSITIVE",10228942,"K06219.01",7.3102,-0.001766,65.0005794177658
"FALSE POSITIVE",10341878,"K06220.01",7.6045,-5.232e-05,2.68343482041419
"FALSE POSITIVE",10357831,"K06221.01",-1,-0.003578,126.389479128554
"FALSE POSITIVE",10385682,"K06223.01",-1,-0.01244,-0.45265929
"FALSE POSITIVE",10483644,"K06225.01",-1,-0.003586,43.1001422769815
"FALSE POSITIVE",10601549,"K06226.01",-1,6.345e-05,1.00328109880304
"FALSE POSITIVE",10614158,"K06227.01",9.3967,-0.002091,241.826597269202
"CANDIDATE",10717220,"K06228.01",7.9431,-0.0001147,11.9931546926285
"FALSE POSITIVE",10728219,"K06229.01",-1,0,-0.5
"CANDIDATE",10735988,"K06230.01",-1,-0.003109,1569.86282171205
"FALSE POSITIVE",10973583,"K06232.01",7.2032,-0.001401,4.01221330118052
"CANDIDATE",10989274,"K06233.01",7.6543,0,2.3968533628327
"FALSE POSITIVE",11099351,"K06234.01",7.2566,-0.0005993,28.3299167015548
"FALSE POSITIVE",11147460,"K06235.01",7.6872,-0.001006,20.7276476036785
"FALSE POSITIVE",11252617,"K06236.01",-1,-0.153,3168.66720085144
"FALSE POSITIVE",11252617,"K06236.02",-1,-0.005927,182.084738938892
"FALSE POSITIVE",11516930,"K06240.01",8.4528,0.002326,2.97361775698621
"FALSE POSITIVE",11558882,"K06241.01",7.3046,-0.0759,2.94723930519254
"FALSE POSITIVE",11673686,"K06243.01",8.0767,-0.02154,4193.34145545065
"FALSE POSITIVE",11724210,"K06244.01",7.4101,0.0003109,37.74030931175
"FALSE POSITIVE",11775507,"K06245.03",9.3678,0.0001713,3.07962165829254
"CANDIDATE",11856178,"K06246.01",7.5097,-6.366e-05,11.8431834793113
"FALSE POSITIVE",11867071,"K06247.01",-1,-0.0002009,21.3997779376445
"FALSE POSITIVE",11975363,"K06248.01",-1,0,-0.49456251
"FALSE POSITIVE",12207117,"K06249.01",7.2865,-0.0006401,23.1285238332964
"CANDIDATE",12367464,"K06250.01",6.9275,0.0004157,191.283594093591
"FALSE POSITIVE",12470041,"K06251.01",7.3455,-0.0001801,28.8523751252046
"FALSE POSITIVE",1026032,"K06252.01",7.2756,-0.01197,16.9753045963776
"FALSE POSITIVE",2012722,"K06257.01",-1,-5.324e-05,5.8744123301248
"FALSE POSITIVE",2013883,"K06258.01",7.4054,-2.279e-05,5.56939707261939
"CANDIDATE",2161949,"K06259.01",7.1055,8.43e-05,1.19545050132154
"CANDIDATE",2161949,"K06259.02",7.1174,0.0001187,1.07957051238239
"FALSE POSITIVE",2162994,"K06260.01",-1,0.1246,-0.36684053
"FALSE POSITIVE",2167444,"K06261.01",-1,-4.304e-06,2.56263396300409
"CANDIDATE",2301068,"K06263.01",7.2822,0.0001049,9.07263328481299
"FALSE POSITIVE",2305372,"K06264.01",-1,0,-0.38576729
"FALSE POSITIVE",2306740,"K06265.01",-1,0,-0.33702189
"FALSE POSITIVE",2308957,"K06266.01",-1,0,128.633022476344
"CANDIDATE",2422820,"K06267.01",7.2153,3.542e-05,1.68829453820838
"FALSE POSITIVE",2437452,"K06268.01",7.2559,-0.005527,5.65643215189809
"FALSE POSITIVE",2437804,"K06269.01",7.3327,-0.01699,1.16169857800268
"FALSE POSITIVE",2438061,"K06270.01",7.2622,-0.003638,11.3228897768662
"FALSE POSITIVE",2438062,"K06271.01",6.9057,-0.001227,6.63916653245546
"FALSE POSITIVE",2438517,"K06272.01",7.1671,0.001722,3.90582146515547
"FALSE POSITIVE",2442084,"K06273.01",7.5855,0.002933,33.0826141937418
"CANDIDATE",2449245,"K06274.01",7.1463,-6.231e-05,1.61874081018755
"CANDIDATE",2557350,"K06276.01",7.2452,9.013e-07,1.21470976142972
"FALSE POSITIVE",2557430,"K06277.01",-1,0,242.14654023873
"FALSE POSITIVE",2568971,"K06278.01",-1,-0.0002649,1.28094431107422
"FALSE POSITIVE",2570505,"K06279.01",6.8409,-5.465e-05,2.03887233756897
"FALSE POSITIVE",2570767,"K06280.01",7.165,3.954e-05,3.63662394786578
"FALSE POSITIVE",2576692,"K06282.01",-1,-0.01318,-0.41736943
"FALSE POSITIVE",2580872,"K06283.01",-1,0,-0.43303985
"FALSE POSITIVE",2583777,"K06284.01",-1,-0.03537,101.483173767074
"FALSE POSITIVE",2693092,"K06285.01",7.4746,-0.01229,15.9973238607597
"FALSE POSITIVE",2708156,"K06286.01",-1,-0.1256,-0.169579
"FALSE POSITIVE",2708172,"K06287.01",7.5343,-1.361e-05,1.80456280115946
"FALSE POSITIVE",2708445,"K06288.01",9.1063,0.0001019,2.3680294637822
"FALSE POSITIVE",2708614,"K06289.01",7.2059,0.000794,1.64182208387905
"FALSE POSITIVE",2711114,"K06290.01",8.0964,-0.003107,499.489105871644
"FALSE POSITIVE",2720354,"K06292.01",7.2621,-0.000541,2728.55927508909
"CANDIDATE",2834463,"K06293.01",7.1887,-0.0001157,0.163047152929511
"FALSE POSITIVE",2852560,"K06294.01",-1,-0.09839,-0.49403541
"FALSE POSITIVE",2856960,"K06295.01",-1,0.009186,3.32787826281381
"FALSE POSITIVE",2860594,"K06296.01",-1,-0.000623,5821.08027322487
"FALSE POSITIVE",2860788,"K06297.01",-1,-0.06795,2701.82282358345
"FALSE POSITIVE",2969638,"K06298.01",8.1811,-5.853e-05,5.7612865130911
"CANDIDATE",2970670,"K06299.01",7.2916,-5.26e-05,2.81548587874426
"FALSE POSITIVE",2973509,"K06300.01",-1,-0.01144,69.5354593853802
"CANDIDATE",2994092,"K06301.01",7.2435,-0.0007356,1.21355859433583
"FALSE POSITIVE",2998124,"K06302.01",7.7153,-0.01608,4180.43850462438
"FALSE POSITIVE",3098194,"K06303.01",-1,0,-0.393451
"FALSE POSITIVE",3102024,"K06304.01",-1,0.1066,100.969646420944
"FALSE POSITIVE",3110937,"K06305.01",6.8288,-0.0003876,1.40233462256512
"FALSE POSITIVE",3115480,"K06306.01",7.367,3.233e-05,28.813837738518
"FALSE POSITIVE",3120320,"K06307.01",9.2988,0.006048,3039.29541791106
"FALSE POSITIVE",3127817,"K06308.01",-1,0,130.771811720152
"FALSE POSITIVE",3228740,"K06309.01",6.9639,0.0001197,2.31988641432012
"FALSE POSITIVE",3230206,"K06310.01",7.2193,-0.0004518,0.863925078607397
"FALSE POSITIVE",3230227,"K06311.01",-1,0.0341,10.7408053160049
"FALSE POSITIVE",3241619,"K06312.01",-1,0,4249.59676988712
"FALSE POSITIVE",3241662,"K06313.01",7.0851,4.483e-06,1.69038169326852
"FALSE POSITIVE",3245000,"K06314.01",7.1534,0.001473,2.38844764949286
"FALSE POSITIVE",3247294,"K06316.01",7.49,-0.01018,15.3020463518223
"FALSE POSITIVE",3248332,"K06317.01",-1,-0.001404,9.11899917551742
"FALSE POSITIVE",3323289,"K06319.01",-1,-0.1431,-0.5
"FALSE POSITIVE",3327980,"K06321.01",-1,0.005286,-0.31824508
"FALSE POSITIVE",3329643,"K06322.01",9.7964,-0.0001229,4.08358189297217
"FALSE POSITIVE",3335816,"K06323.01",7.3569,0.01301,14.0546733691398
"FALSE POSITIVE",3337438,"K06324.01",7.772,1.152e-05,3.1500350407427
"FALSE POSITIVE",3337548,"K06325.01",7.5251,0.0003305,2.19275429958824
"FALSE POSITIVE",3339538,"K06326.01",-1,-0.001574,278.338818769898
"FALSE POSITIVE",3341934,"K06327.01",7.4785,-0.009281,3911.54823841847
"FALSE POSITIVE",3343866,"K06328.01",7.1731,-0.0006517,2.26737386432997
"CANDIDATE",3346543,"K06329.01",7.1864,-3.883e-05,1.35314674923878
"FALSE POSITIVE",3352751,"K06330.01",-1,0.02622,624.110488802369
"CANDIDATE",3356193,"K06331.01",7.0598,-3.839e-06,0.834593347170609
"FALSE POSITIVE",3427776,"K06332.01",7.4885,0.0002642,42.1183969569928
"FALSE POSITIVE",3437739,"K06333.01",7.2029,-0.0003912,2.0965909552866
"FALSE POSITIVE",3440230,"K06334.01",-1,0,-0.27141029
"FALSE POSITIVE",3441340,"K06335.01",7.3538,0.0001025,3.76987857661656
"FALSE POSITIVE",3448323,"K06336.01",8.1499,-0.0002749,1.1662360146688
"FALSE POSITIVE",3458919,"K06337.01",-1,0,48.9527076525963
"FALSE POSITIVE",3542573,"K06338.01",8.586,0.003393,203.433026171418
"FALSE POSITIVE",3543270,"K06339.01",-1,-0.0006015,159.181219289841
"FALSE POSITIVE",3544678,"K06340.01",7.3346,-0.006267,1.08931633909104
"CANDIDATE",3547178,"K06342.01",7.3419,1.466e-05,3.08234620027055
"FALSE POSITIVE",3548622,"K06343.01",10.516,0.0006851,1.49649294339898
"FALSE POSITIVE",3556742,"K06344.01",7.0748,0,3.50255887325975
"FALSE POSITIVE",3558803,"K06345.01",-1,5.33e-05,1.54086787919227
"FALSE POSITIVE",3644174,"K06347.01",7.0756,-0.001107,0.926608747449877
"FALSE POSITIVE",3655326,"K06348.01",7.606,-0.08404,24.3686082588766
"FALSE POSITIVE",3656322,"K06349.01",-1,-0.0003604,1787.52187423814
"FALSE POSITIVE",3656700,"K06350.01",7.573,0.01511,11.387533689671
"FALSE POSITIVE",3659940,"K06351.01",5.7793,-0.0001457,0.511456921540612
"CANDIDATE",3663494,"K06352.01",7.1495,-0.0004667,1.12858769150807
"CANDIDATE",3733638,"K06353.01",7.2357,8.034e-05,2.96967728498849
"CANDIDATE",3748855,"K06355.01",7.1077,-8.337e-05,1.14123385926393
"FALSE POSITIVE",3757588,"K06356.01",7.3465,-0.001657,20.5676808071673
"CANDIDATE",3765692,"K06358.01",7.004,-0.0001796,1.52331207856788
"FALSE POSITIVE",3766353,"K06359.01",-1,-0.0003021,30.7342489964655
"FALSE POSITIVE",3830820,"K06360.01",-1,0.1314,-0.22248625
"CANDIDATE",3831523,"K06361.01",7.7106,4.157e-06,5.59821184361399
"FALSE POSITIVE",3834364,"K06362.01",7.2742,0.03626,62.4145330644046
"FALSE POSITIVE",3836413,"K06363.01",-1,0.001363,309.25278505602
"FALSE POSITIVE",3836439,"K06364.01",-1,-0.3206,319.921472672688
"FALSE POSITIVE",3838004,"K06365.01",7.4894,-2.072e-05,2.96877181200871
"FALSE POSITIVE",3851134,"K06366.01",7.3072,9.493e-05,2.79743373004337
"FALSE POSITIVE",3851193,"K06367.01",18.512,-0.001847,5587.81265371291
"CANDIDATE",3854496,"K06368.01",7.1124,0.000373,1.2203212553839
"FALSE POSITIVE",3858884,"K06371.01",-1,0,-0.055563998
"FALSE POSITIVE",3938073,"K06373.01",7.6595,0.002542,69.3019538098731
"CANDIDATE",3972432,"K06375.01",7.4642,0.0001148,2.01324541458784
"FALSE POSITIVE",3973002,"K06376.01",7.6902,0.002575,49.9141748846037
"FALSE POSITIVE",3973504,"K06377.01",7.3094,0.01821,33.1992694888258
"FALSE POSITIVE",4055092,"K06379.01",7.2051,0.001697,2.45711075936279
"FALSE POSITIVE",4067549,"K06380.01",7.1957,0.05244,16.5028260591735
"FALSE POSITIVE",4069213,"K06382.01",7.7952,0.00746,6631.60394986843
"FALSE POSITIVE",4075064,"K06383.01",-1,0,-0.5
"FALSE POSITIVE",4076952,"K06385.01",-1,0.001383,-0.28057881
"FALSE POSITIVE",4078693,"K06386.01",7.5778,0.0002165,26.9085398922213
"FALSE POSITIVE",4142768,"K06387.01",7.2135,0.0001904,18.9201676616283
"FALSE POSITIVE",4149684,"K06388.01",-1,0.001926,51.0834331427752
"FALSE POSITIVE",4150703,"K06389.01",7.2926,-0.000311,1.3922040502811
"FALSE POSITIVE",4157488,"K06390.01",-1,0.02487,76.7202803903185
"FALSE POSITIVE",4160669,"K06391.01",8.6096,0.01883,27.104414106806
"FALSE POSITIVE",4174507,"K06393.01",7.2029,0.00227,22.3576276487562
"FALSE POSITIVE",4180396,"K06394.01",-1,2.823e-05,13.9670388372266
"FALSE POSITIVE",4245897,"K06395.01",-1,0,-0.080170908
"FALSE POSITIVE",4252226,"K06396.01",7.8302,0.0003971,34.0019923267486
"FALSE POSITIVE",4261960,"K06397.01",7.1721,-0.003419,3.52546630254173
"FALSE POSITIVE",4269252,"K06398.01",4.2834,0.001266,4.09094666720984
"CANDIDATE",4274071,"K06399.01",7.1746,6.584e-06,1.73939119158049
"FALSE POSITIVE",4281895,"K06400.01",-1,0.01846,131.900575972776
"CANDIDATE",4282390,"K06401.01",7.825,0.0001065,2.04945121454303
"FALSE POSITIVE",4284147,"K06402.01",7.8144,-6.525e-05,1.15126840866205
"FALSE POSITIVE",4349935,"K06403.01",7.6891,-1.954e-05,0.61130484360327
"FALSE POSITIVE",4352168,"K06404.01",-1,0,-0.5
"FALSE POSITIVE",4356621,"K06405.01",7.3371,1.238e-05,1.23938833825321
"FALSE POSITIVE",4357985,"K06406.01",7.2224,-0.0001527,1.39021203308765
"FALSE POSITIVE",4367544,"K06407.01",-1,0.02091,227.619360936642
"FALSE POSITIVE",4372410,"K06408.01",7.65,5.204e-05,5.5443519739914
"FALSE POSITIVE",4372961,"K06410.01",7.801,0,0.0111826785984361
"FALSE POSITIVE",4375101,"K06411.01",7.4058,-0.009052,34.8417271863314
"FALSE POSITIVE",4380283,"K06412.01",-1,0,28.4011492824229
"FALSE POSITIVE",4445630,"K06414.01",-1,0,-0.42514406
"FALSE POSITIVE",4446411,"K06415.01",6.627,0.0003524,12.9893896953461
"FALSE POSITIVE",4454219,"K06416.01",7.9007,0.0009612,1.7769707013139
"FALSE POSITIVE",4456622,"K06417.01",7.2244,0.0008556,81.7050659356597
"FALSE POSITIVE",4482738,"K06418.01",7.3573,0.01028,2.16079804072497
"FALSE POSITIVE",4484312,"K06419.01",7.2581,3.748e-05,2.02564314296266
"FALSE POSITIVE",4484356,"K06420.01",4.3268,-0.00096,203.635012789088
"FALSE POSITIVE",4489844,"K06421.01",7.1934,0.00018,2.47058882963077
"FALSE POSITIVE",4540632,"K06422.01",-1,-0.0001974,-0.5
"FALSE POSITIVE",4544623,"K06423.01",-1,-0.002858,1.15604631397252
"FALSE POSITIVE",4565985,"K06424.01",12.159,-0.003518,9.07834469789647
"FALSE POSITIVE",4569590,"K06426.01",-1,-0.002119,74.6354147207727
"FALSE POSITIVE",4574310,"K06427.01",-1,0,525.599502060723
"FALSE POSITIVE",4578594,"K06429.01",7.8878,-0.08524,6.33804739122473
"FALSE POSITIVE",4587448,"K06430.01",-1,-3.623e-06,3.95861901018118
"FALSE POSITIVE",4633434,"K06431.01",7.2733,0.001653,21.7771396713619
"FALSE POSITIVE",4661634,"K06432.01",7.8803,-0.003389,3769.9141934283
"FALSE POSITIVE",4665989,"K06433.01",-1,0,-0.38357463
"FALSE POSITIVE",4671584,"K06434.01",7.1674,-0.003728,13.8422520661284
"FALSE POSITIVE",4678171,"K06435.01",-1,0.04682,-0.5
"FALSE POSITIVE",4681152,"K06436.01",-1,-0.01671,72.3464861461197
"FALSE POSITIVE",4725292,"K06437.01",-1,-0.0004161,1.34017954393269
"FALSE POSITIVE",4729553,"K06438.01",-1,3.172e-05,386.067548469043
"FALSE POSITIVE",4736208,"K06439.01",-1,0,-0.5
"FALSE POSITIVE",4737302,"K06441.01",-1,-0.01568,1364.98953580714
"FALSE POSITIVE",4739194,"K06442.01",-1,-0.07073,-0.31460288
"FALSE POSITIVE",4739565,"K06443.01",7.5991,5.101e-05,1.74385248587674
"FALSE POSITIVE",4740688,"K06444.01",7.2305,0.005277,1.32130087758085
"FALSE POSITIVE",4753988,"K06445.01",7.6455,-0.1046,67.0456938763348
"FALSE POSITIVE",4757331,"K06446.01",7.2258,0.00183,969.806194131317
"FALSE POSITIVE",4758350,"K06447.01",-1,9.942e-06,0.670270868882285
"FALSE POSITIVE",4758368,"K06448.01",-1,0,2500.9550581624
"FALSE POSITIVE",4768756,"K06451.01",7.6718,-6.738e-05,3.0871939084444
"FALSE POSITIVE",4769824,"K06452.01",7.1766,-0.0002008,0.30292526393345
"FALSE POSITIVE",4773155,"K06453.01",-1,0,-0.5
"FALSE POSITIVE",4839180,"K06456.01",-1,0,-0.47802475
"FALSE POSITIVE",4840263,"K06457.01",7.4024,0,143.522159539896
"FALSE POSITIVE",4840818,"K06458.01",7.3595,-0.001763,779.362800564658
"FALSE POSITIVE",4847832,"K06459.01",-1,0,-0.44218173
"FALSE POSITIVE",4851217,"K06460.01",-1,0,-0.087358895
"FALSE POSITIVE",4851338,"K06461.01",6.8643,0.00027,1.66427182514034
"FALSE POSITIVE",4851356,"K06462.01",7.7283,-4.787e-05,1.3023429217794
"FALSE POSITIVE",4862332,"K06463.01",7.2857,0,1.92160582460391
"FALSE POSITIVE",4862625,"K06464.01",7.4152,-0.0007157,24.3102664435787
"FALSE POSITIVE",4862625,"K06464.03",6.6786,8.54e-05,5.8263376467139
"FALSE POSITIVE",4863369,"K06465.01",7.2787,0.007215,1.57515441246237
"FALSE POSITIVE",4863753,"K06466.01",7.6093,9.727e-05,2.21939424592138
"FALSE POSITIVE",4902030,"K06467.01",-1,0.003152,-0.46445144
"FALSE POSITIVE",4908495,"K06468.01",-1,0,45.8570326236937
"FALSE POSITIVE",4912589,"K06469.01",7.6603,0.001941,24.1386976277279
"FALSE POSITIVE",4914709,"K06470.01",7.1449,-0.001473,2.01735866444553
"FALSE POSITIVE",4914737,"K06471.01",7.1713,-0.0004937,1.06800477066309
"FALSE POSITIVE",4917014,"K06472.01",6.9137,-6.973e-05,4.52672198848967
"FALSE POSITIVE",4931073,"K06473.01",8.4689,-0.0005085,18.8399500263012
"FALSE POSITIVE",4932691,"K06474.01",8.539,0.008818,7.01123387082821
"CANDIDATE",4939265,"K06475.01",-1,0.0001012,0.0608428079882525
"FALSE POSITIVE",4940201,"K06476.01",7.3114,-0.006732,6.95224618969501
"FALSE POSITIVE",4946680,"K06477.01",7.1746,-0.0002184,4.82989200801706
"FALSE POSITIVE",4947726,"K06478.01",-1,0.004195,521.131642753792
"FALSE POSITIVE",4948863,"K06479.01",7.1913,-0.03433,29.5488077949029
"FALSE POSITIVE",4949214,"K06481.01",-1,-0.06177,148.886269304772
"FALSE POSITIVE",4950557,"K06483.01",8.3638,0.008167,44.731603836202
"FALSE POSITIVE",5000179,"K06485.01",-1,8.502e-05,1.35611861333584
"FALSE POSITIVE",5017058,"K06486.01",-1,0,1296.13296084554
"FALSE POSITIVE",5018787,"K06487.01",-1,0.00155,287.057816508835
"FALSE POSITIVE",5021732,"K06490.01",-1,-0.003941,44.1883076341466
"FALSE POSITIVE",5022440,"K06491.01",7.1866,0.0008071,40.3181221349851
"FALSE POSITIVE",5022900,"K06492.01",-1,4.17e-05,0.790129662014484
"FALSE POSITIVE",5024126,"K06493.01",11.57,0.0008345,1.16319102861917
"FALSE POSITIVE",5025217,"K06496.01",-1,-3.677e-06,6.07284806792582
"FALSE POSITIVE",5025294,"K06498.01",7.3178,0.005074,11.8969132179537
"FALSE POSITIVE",5026187,"K06499.01",7.7778,1.105e-05,0.390904067334222
"FALSE POSITIVE",5031882,"K06501.01",-1,-1.159e-06,0.752319828806051
"FALSE POSITIVE",5036516,"K06502.01",7.2972,-0.08912,23.3702666219377
"FALSE POSITIVE",5036530,"K06503.01",7.9012,3.151e-05,3.16351199932441
"FALSE POSITIVE",5036538,"K06504.01",-1,0,144.817448769867
"FALSE POSITIVE",5042785,"K06507.01",-1,0,0.306849297095888
"FALSE POSITIVE",5078879,"K06508.01",6.9992,0.001081,19.8569835735609
"FALSE POSITIVE",5080346,"K06509.01",8.8913,6.424e-05,4.47294585281299
"FALSE POSITIVE",5080652,"K06510.01",-1,-0.0003544,-0.457132
"FALSE POSITIVE",5083252,"K06512.01",6.8054,-3.455e-05,-0.021419222
"FALSE POSITIVE",5091614,"K06515.01",7.6802,-0.002899,77.1048170356639
"FALSE POSITIVE",5095269,"K06518.01",7.6118,0.0002425,37.2803818703444
"FALSE POSITIVE",5111801,"K06521.01",-1,-2.383e-05,1.13031728162955
"FALSE POSITIVE",5112198,"K06522.01",8.0307,0.0001554,13.7681779518858
"FALSE POSITIVE",5113809,"K06523.01",8.3872,0.0001667,2.61657086378802
"FALSE POSITIVE",5115178,"K06524.01",7.4028,0.009533,24.9619187078497
"FALSE POSITIVE",5125048,"K06528.01",9.9379,-8.778e-08,1.01198686355355
"FALSE POSITIVE",5126627,"K06529.01",6.8111,8.303e-05,1.01572916514034
"FALSE POSITIVE",5164794,"K06531.01",-1,3.228e-05,2.38095548633504
"CANDIDATE",5171707,"K06532.01",6.9361,0.0002388,1.78545289904256
"FALSE POSITIVE",5172274,"K06533.01",6.9505,3.531e-05,14.8250713743537
"FALSE POSITIVE",5174492,"K06534.01",1.7127,-1.672e-05,2.23269286579752
"FALSE POSITIVE",5174920,"K06535.01",-1,7.075e-06,6.71783926394096
