"koi_disposition","kepid","kepoi_name","tce_dor","tce_sradius_prov","tce_fwm_pdeco","tce_incl_sn","tce_albedo_sn"
"CANDIDATE",8056665,"K00089.01",37.454347,0,-5.856e-05,331.986531986532,1.03508771929825
"CANDIDATE",8056665,"K00089.02",170.53658,0,0.0001417,415.555555555556,2.09300341296928
"FALSE POSITIVE",9210823,"K00090.01",2.0144715,0,0,2.43757203227046,0.982108929702343
"CANDIDATE",7941200,"K00092.01",80.490581,0,2.344e-06,602.358490566038,2.84309021113244
"CANDIDATE",6462863,"K00094.01",26.12477,0,-0.0002888,697.501951600312,1.68466522678186
"CANDIDATE",6462863,"K00094.02",39.151885,0,-4.452e-05,727.020408163265,0.375227135069655
"CANDIDATE",6462863,"K00094.03",11.124592,0,-0.0001318,72.0784641068447,1.8009438009438
"CANDIDATE",6462863,"K00094.04",3.4272719,0,-2.14e-05,7.6379080953843,1.73244680851064
"CANDIDATE",5780885,"K00097.01",6.818156,0,-2.272e-05,1197.9020979021,9.5361380798274
"CANDIDATE",10264660,"K00098.01",7.4452067,0,-0.0002271,355.634095634096,3.55871626549963
"CANDIDATE",4055765,"K00100.01",6.2580941,0,-1.491e-05,530.130718954248,2.18504347826087
"CANDIDATE",8456679,"K00102.01",2.8113917,0,-0.001065,138.882398753894,2.10431154381085
"FALSE POSITIVE",8456679,"K00102.02",4.272634,0,-6.386e-05,5.76396128071482,1.54702230397793
"CANDIDATE",2444412,"K00103.01",12.916366,0,-0.0001361,587.277701778386,2.62959317585302
"CANDIDATE",10318874,"K00104.01",8.2823699,0,3.93e-06,213.075553294327,2.27408142999007
"CANDIDATE",8711794,"K00105.01",24.095217,0,8.027e-05,130.283771800177,2.41952983725136
"FALSE POSITIVE",10489525,"K00106.01",2.3897446,0,0.03441,3.78471834913553,1.58360745614035
"CANDIDATE",11250587,"K00107.01",6.9751385,0,-2.081e-05,49.4658753709199,2.27143196390406
"CANDIDATE",4914423,"K00108.01",15.584545,0,-8.038e-05,118.010314875136,3.07805837979665
"CANDIDATE",4914423,"K00108.02",74.830659,0,9.363e-05,1307.7485380117,4.09246575342466
"FALSE POSITIVE",4752451,"K00109.01",2.896853,0,-0.006196,16.1796712201899,0.731014904187367
"CANDIDATE",9450647,"K00110.01",11.60372,0,4.615e-05,82.1988527724666,2.81923235658275
"CANDIDATE",6678383,"K00111.01",11.867651,0,0.0001063,78.0870353581142,0
"CANDIDATE",6678383,"K00111.02",34.79508,0,6.937e-05,256.046176046176,1.88250805742748
"CANDIDATE",6678383,"K00111.03",20.491748,0,3.642e-05,99.5127478753541,2.18211648892535
"CANDIDATE",10984090,"K00112.01",37.096075,0,7.995e-05,374.156829679595,2.64263846367938
"CANDIDATE",10984090,"K00112.02",4.8413468,0,-5.047e-05,8.5827197921178,2.06774557771923
"FALSE POSITIVE",6721123,"K00114.01",2.8641087,0,-0.005549,16.9765739385066,0.691033394688404
"CANDIDATE",9579641,"K00115.01",7.0291747,0,-0.0001369,99.6868224524211,2.44290288153682
"CANDIDATE",9579641,"K00115.02",8.6525006,0,6.1e-05,20.388161086851,2.36998136540742
"CANDIDATE",9579641,"K00115.03",3.72343,0,-2.759e-06,2.55955585464334,1.10349462365591
"CANDIDATE",8395660,"K00116.01",14.77142,0,0.0001081,131.274658573596,2.62110346846188
"CANDIDATE",8395660,"K00116.02",26.587799,0,0.0001199,304.106280193237,1.90248013484228
"CANDIDATE",8395660,"K00116.03",7.300286,0,3.023e-05,4.17611640742599,0.996937994386323
"CANDIDATE",8395660,"K00116.04",17.743783,0,-0.0001016,12.8793256433008,1.19875
"CANDIDATE",10875245,"K00117.01",8.6796541,0,0.000114,134.02390438247,3.1542540926908
"CANDIDATE",10875245,"K00117.02",3.0181845,0,2.021e-05,7.32847601700061,2.04618284637135
"CANDIDATE",10875245,"K00117.03",4.0658324,0,-1.23e-05,9.97932014992891,1.50078003120125
"CANDIDATE",10875245,"K00117.04",6.1308827,0,-1.84e-05,4.02613412228797,0.81322505800464
"CANDIDATE",3531558,"K00118.01",17.620942,0,0.0001512,63.0802603036876,2.63821138211382
"CANDIDATE",9471974,"K00119.01",26.448078,0,-0.00188,620.953048353188,1.34630163304515
"CANDIDATE",9471974,"K00119.02",65.925352,0,-0.001,1240.52214970143,2.79864696457183
"CANDIDATE",11869052,"K00120.01",31.249251,0,-0.0001147,18.3596673596674,0.874891247607447
"FALSE POSITIVE",3247396,"K00121.01",3.9731298,0,0.001113,43.9895165987187,1.27949709864603
"CANDIDATE",8349582,"K00122.01",13.562257,0,6.316e-05,84.8529411764706,1.45841683366733
"CANDIDATE",5094751,"K00123.01",5.9559217,0,-4.27e-05,60.5816554809843,2.41907261592301
"CANDIDATE",5094751,"K00123.02",16.00956,0,-7.224e-05,79.0752493200363,2.69929731039496
"CANDIDATE",11086270,"K00124.01",11.852267,0,-4.62e-05,46.6412629286881,2.21436687286959
"CANDIDATE",11086270,"K00124.02",29.431807,0,6.819e-05,83.8709677419355,2.06349952963311
"CANDIDATE",11449844,"K00125.01",66.459158,0,-0.0003218,108.933543154582,3.06451612903226
"FALSE POSITIVE",5897826,"K00126.01",19.982292,0,-0.0004284,4463.17927882174,2.41517465882058
"CANDIDATE",5897826,"K00126.02",26.436789,0,0.0002066,64.4860499265786,0.21551347414421
"CANDIDATE",8359498,"K00127.01",9.6621609,0,0.0002158,473.035522066739,3.5284528749259
"CANDIDATE",11359879,"K00128.01",10.050962,0,-0.002235,2130.96120583148,2.63018867924528
"CANDIDATE",11974540,"K00129.01",29.000865,0,-0.0007078,33.5458612975391,1.97582417582418
"CANDIDATE",5297298,"K00130.01",43.092217,0,0.000125,11400.6139677667,2.69860090111454
"CANDIDATE",7778437,"K00131.01",8.6602385,0,-0.0005156,194.084011436112,1.63394867176947
"FALSE POSITIVE",8892910,"K00132.01",10.219229,0,0.00159,1504.88888888889,2.78307692307692
"FALSE POSITIVE",11673674,"K00133.01",4.5038557,0,-0.01577,466.705471478463,2.78405524168236
"FALSE POSITIVE",9032900,"K00134.01",230.49441,0,0.0002735,4766.57824933687,2.87781954887218
"CANDIDATE",9818381,"K00135.01",6.9001951,0,-0.0002718,916.115747263466,4.02121504339441
"FALSE POSITIVE",7601633,"K00136.01",25.213422,0,0.0001242,792.238267148015,1.84354945784466
"CANDIDATE",8644288,"K00137.01",24.319192,0,0.0002559,564.769820971867,0
"CANDIDATE",8644288,"K00137.02",11.522149,0,0.0001639,292.135593220339,2.36245415138379
"CANDIDATE",8644288,"K00137.03",6.0705671,0,-0.0001172,14.3050193050193,1.84387510008006
"FALSE POSITIVE",8506766,"K00138.01",31.349699,0,-0.003826,1748.81046788263,1.95749542961609
"CANDIDATE",8559644,"K00139.01",129.6812,0,-0.0001367,3408.43465045593,2.34983498349835
"CANDIDATE",8559644,"K00139.02",3.9245681,0,7.537e-05,7.70730726706202,2.20260782347041
"FALSE POSITIVE",5130369,"K00140.01",6.3946589,0,-0.009659,218.505623995715,2.14897798742138
"CANDIDATE",12105051,"K00141.01",7.4875631,0,0.0001692,357.788296041308,2.00953678474114
"CANDIDATE",4649305,"K00143.01",23.269086,0,0.0001295,1770.33299697276,2.26720841300191
"CANDIDATE",4180280,"K00144.01",6.1059333,0,-1.631e-05,62.2706766917293,2.12121212121212
"CANDIDATE",9904059,"K00145.01",24.254299,0,-0.0004518,832.322274881517,2.88950630476598
"FALSE POSITIVE",9048161,"K00146.01",5.6928399,0,-0.05926,187.864534336783,1.23994211287988
"FALSE POSITIVE",1996679,"K00147.01",91.051574,0,-0.01246,834.547152194211,1.02566277836691
"CANDIDATE",5735762,"K00148.01",13.508573,0,-4.434e-05,117.009194159005,2.21093267449043
"CANDIDATE",5735762,"K00148.02",5.7899374,0,3.226e-05,56.9268635724332,2.30942334739803
"CANDIDATE",5735762,"K00148.03",32.242941,0,-0.0001775,159.36262153403,2.74532710280374
"CANDIDATE",3835670,"K00149.01",11.027106,0,-2.098e-05,91.5062407446584,1.84223300970874
"CANDIDATE",7626506,"K00150.01",12.031801,0,0.0003416,60.8744710860367,2.0976253298153
"CANDIDATE",7626506,"K00150.02",32.274046,0,0.0005166,94.6464754185774,2.31981664315938
"CANDIDATE",2307199,"K00151.01",13.224587,0,0.0003652,369.032258064516,2.34987168520103
"CANDIDATE",8394721,"K00152.01",39.525752,0,-0.0006164,636.857142857143,1.87222757955641
"CANDIDATE",8394721,"K00152.02",9.9472174,0,7.225e-05,117.816012210351,2.39779874213837
"CANDIDATE",8394721,"K00152.03",15.90715,0,-8.218e-06,189.179185717396,1.96599423631124
"CANDIDATE",8394721,"K00152.04",97.137913,0,0.0002121,85.790987535954,1.43041282006619
"CANDIDATE",12252424,"K00153.01",6.7505519,0,4.709e-05,84.2956592956593,1.61871508379888
"CANDIDATE",12252424,"K00153.02",15.177483,0,8.51e-05,85.4822834645669,2.39787675975075
"CANDIDATE",8030148,"K00155.01",6.0033563,0,-0.000103,53.7068403908795,1.75305688463583
"CANDIDATE",10925104,"K00156.01",16.569973,0,-0.0006337,348.139255702281,2.52042483660131
"CANDIDATE",10925104,"K00156.02",8.2470288,0,-0.0002523,180.017263703064,2.34121528732472
"CANDIDATE",10925104,"K00156.03",4.9275984,0,-9.972e-05,71.6651501364877,3.54030297363007
"CANDIDATE",6541920,"K00157.01",33.890353,0,0.0002749,441.185258964143,2.33420365535248
"CANDIDATE",6541920,"K00157.02",13.121051,0,0.0001231,85.4249011857708,1.22877410773664
"CANDIDATE",6541920,"K00157.03",22.69256,0,0.0002936,98.9896722047598,2.76504534212696
"CANDIDATE",6541920,"K00157.04",83.20279,0,0.0002123,194.784876140808,3.23121573685908
"CANDIDATE",6541920,"K00157.05",23.723686,0,0.0001472,267.79505946935,2.68219516499029
"CANDIDATE",6541920,"K00157.06",7.4642327,0,0.0001207,46.7569091934574,2.86707882534776
"FALSE POSITIVE",10555375,"K00158.01",3.7020048,0,0.002798,30.9760132340778,1.0486192143135
"CANDIDATE",8972058,"K00159.01",8.761392,0,-1.057e-05,48.66705135603,3.05584281282316
"CANDIDATE",8972058,"K00159.02",5.3108805,0,-3.242e-05,3.26750814332248,1.04492726937949
"CANDIDATE",6631721,"K00160.01",12.028412,0,-0.001993,340.438247011952,2.32511658894071
"CANDIDATE",5084942,"K00161.01",7.6270089,0,4.776e-05,64.5096525096525,2.49314626673117
"CANDIDATE",8107380,"K00162.01",16.776899,0,7.939e-05,48.7096774193548,2.23724646588814
"CANDIDATE",6851425,"K00163.01",14.987156,0,0.0001603,62.6931407942238,2.6541095890411
"FALSE POSITIVE",5652237,"K00164.01",2.5230049,0,-0.002663,32.5485436893204,1.21223958333333
"CANDIDATE",9527915,"K00165.01",19.305601,0,-0.0005696,131.138443077846,3.18094782192437
"CANDIDATE",2441495,"K00166.01",22.038928,0,0.0001245,79.700272479564,2.60439782126286
"CANDIDATE",11666881,"K00167.01",4.1982115,0,2.635e-06,44.5893164847789,3.12314814814815
"CANDIDATE",11512246,"K00168.01",5.3728254,0,0,100.313126252505,3.16234718826406
"CANDIDATE",11512246,"K00168.02",10.915842,0,0,18.0789529237914,1.93573264781491
"CANDIDATE",11512246,"K00168.03",4.3671592,0,0,7.41960038058992,2.30040357957536
"FALSE POSITIVE",6185711,"K00169.01",10.844058,0,-0.003187,79.6710526315789,0.925907752698724
"FALSE POSITIVE",11044770,"K00170.01",5.5284671,0,-0.003068,83.003746877602,1.82226107226107
"CANDIDATE",7831264,"K00171.01",7.5032591,0,-4.498e-05,31.1296915644742,1.91284046692607
"CANDIDATE",7831264,"K00171.02",15.187067,0,-1.641e-05,26.1454874735889,1.72012578616352
"CANDIDATE",8692861,"K00172.01",13.83155,0,-2.721e-05,47.1606948968513,1.57134847210541
"CANDIDATE",8692861,"K00172.02",74.73521,0,-0.0002438,225.207965717167,2.34736842105263
"CANDIDATE",11402995,"K00173.01",7.9401517,0,-0.0001396,75.5153707052441,2.10236439499305
"CANDIDATE",10810838,"K00174.01",70.439712,0,-0.0002601,309.746791536594,2.5355486862442
"FALSE POSITIVE",8323753,"K00175.01",5.9378343,0,-0.00253,48.026159334126,1.54821894005213
"CANDIDATE",6442377,"K00176.01",22.149252,0,-2.005e-05,89.0261186474995,2.3862660944206
"CANDIDATE",6803202,"K00177.01",21.746853,0,-8.769e-05,27.5085857009054,1.30749448934607
"FALSE POSITIVE",11455491,"K00178.01",2.2973795,0,0.007375,30.8730916030534,2.92827775239836
"CANDIDATE",9663113,"K00179.01",13.101858,0,-0.0001572,71.871921182266,2.54133333333333
"CANDIDATE",9663113,"K00179.02",61.833371,0,-4.92e-05,572.674791533034,2.4683353437877
"CANDIDATE",9573539,"K00180.01",13.26414,0,-2.201e-05,104.590600775194,2.37915159487011
"FALSE POSITIVE",12504988,"K00181.01",9.4175565,0,0.002842,4303,2.43235435724603
"CANDIDATE",5376836,"K00182.01",7.1338957,0,8.307e-05,3170.5948372615,2.89188636828122
"CANDIDATE",9651668,"K00183.01",8.1422541,0,-0.001386,728.547717842324,2.96437271619976
"FALSE POSITIVE",7972785,"K00184.01",9.4544371,0,0.00109,1571.89365165491,2.520732364028
"FALSE POSITIVE",4178389,"K00185.01",45.252171,0,-0.009349,3743.67622259696,2.05739299610895
"CANDIDATE",12019440,"K00186.01",8.7966714,0,-0.0008932,364.450867052023,2.29993183367416
"FALSE POSITIVE",7023960,"K00187.01",48.558392,0,-0.0006482,3407.29483282675,2.63759689922481
"CANDIDATE",5357901,"K00188.01",11.514084,0,-4.848e-05,1300.49334728659,2.19056974459725
"CANDIDATE",11391018,"K00189.01",40.608509,0,-0.0003632,3978.20284697509,3.08017156054108
"FALSE POSITIVE",5771719,"K00190.01",14.611539,0,2.5e-05,5067.75700934579,2.31509534842274
"CANDIDATE",5972334,"K00191.01",26.966814,0,-0.0001327,1967.2131147541,1.22428460943542
"CANDIDATE",5972334,"K00191.02",4.1578813,0,1.011e-05,19.6274708565636,1.4721044793218
"CANDIDATE",5972334,"K00191.03",1.8008791,0,7.048e-06,0.907469005140611,0.85431787104239
"CANDIDATE",5972334,"K00191.04",28.603863,0,0.0004393,42.528901734104,1.64513018322083
"CANDIDATE",7950644,"K00192.01",19.400133,0,0.0004139,448.868778280543,1.85857461024499
"FALSE POSITIVE",10799735,"K00193.01",66.804387,0,0.0007782,6017.46138347884,2.40529695024077
"CANDIDATE",10904857,"K00194.01",8.5291605,0,0.000865,3126.06284658041,2.59952364749915
"CANDIDATE",11502867,"K00195.01",9.5572805,0,0.001059,1670.69840031213,0.636268480962973
"CANDIDATE",9410930,"K00196.01",5.0063005,0,-0.000621,956.273320895522,7.2360248447205
"CANDIDATE",2987027,"K00197.01",35.616387,0,-0.0001924,430.59558117195,3.24002047082907
"FALSE POSITIVE",10666242,"K00198.01",113.75354,0,-0.0004984,4962.30598669623,2.93122074180771
"CANDIDATE",10019708,"K00199.01",6.9554996,0,0.002655,458.933333333333,2.12038733315886
"FALSE POSITIVE",10019708,"K00199.02",2.2070682,0,-0.04034,28.6189833558255,2.72917101691376
"CANDIDATE",6046540,"K00200.01",15.285751,0,-0.0005434,1370.12070857501,2.67997750281215
"CANDIDATE",6849046,"K00201.01",11.048807,0,0,385.783450704225,2.46298031865042
"CANDIDATE",7877496,"K00202.01",5.4081727,0,-0.003873,859.396218531286,6.45458960660515
"CANDIDATE",10619192,"K00203.01",5.6343911,0,-0.01007,106.848165027585,6.50124069478908
"CANDIDATE",9305831,"K00204.01",6.7536168,0,0.004011,369.352014010508,1.51301482701812
"CANDIDATE",7046804,"K00205.01",24.308403,0,-0.001331,2232.81092012133,3.3212927756654
"CANDIDATE",5728139,"K00206.01",6.6326281,0,-0.001888,116.644385026738,1.92885906040268
"CANDIDATE",3762468,"K00208.01",6.7834802,0,-0.00131,183.739837398374,2.06047819971871
"CANDIDATE",10723750,"K00209.01",37.096052,0,-0.0001567,597.865243495664,2.14919144496609
"CANDIDATE",10723750,"K00209.02",14.789993,0,0.0002356,430.913580246914,1.77997716025885
"FALSE POSITIVE",10602291,"K00210.01",27.1359,0,-0.0003883,1144.86528699727,1.92851879145173
"CANDIDATE",10656508,"K00211.01",199.58844,0,0.001418,854.562737642586,2.66773162939297
"CANDIDATE",6300348,"K00212.01",11.730804,0,-0.000638,104.868154158215,1.92030360531309
"FALSE POSITIVE",9164836,"K00213.01",69.246703,0,-0.0008935,5835.84041857423,2.54913162705667
"CANDIDATE",11046458,"K00214.01",10.031499,0,-0.001449,529.580988117574,1.64418212478921
"FALSE POSITIVE",12508335,"K00215.01",52.268918,0,0.002166,1571.37809187279,2.02717325958879
"CANDIDATE",6152974,"K00216.01",40.078113,0,-0.0009789,516.347826086957,1.98207940676657
"CANDIDATE",6152974,"K00216.02",10.688037,0,-6.409e-06,8.72991505475386,1.15131342209428
"CANDIDATE",9595827,"K00217.01",11.723193,0,0.0009357,315.229681978799,2.78655767484105
"FALSE POSITIVE",9838975,"K00218.01",43.71426,0,-0.0001226,2025.4848894903,6.27424114671164
"CANDIDATE",6305192,"K00219.01",8.8037249,0,0.0002142,368.839015968925,2.80953748922723
"CANDIDATE",7132798,"K00220.01",5.1844195,0,0.0002716,72.6820603907638,2.1025641025641
"CANDIDATE",7132798,"K00220.02",5.1375371,0,0.0001799,3.40118997025074,0.881031307550645
"CANDIDATE",3937519,"K00221.01",8.8022163,0,-5.973e-05,83.2080924855491,1.74083375188348
"CANDIDATE",3937519,"K00221.02",6.4697112,0,0.0001177,3.89273849074514,0.377144970414201
"CANDIDATE",4249725,"K00222.01",10.508844,0,-0.0002413,67.3307086614173,2.60869565217391
"CANDIDATE",4249725,"K00222.02",17.544856,0,-4.172e-05,40.3743068391867,2.17655268667132
"CANDIDATE",4545187,"K00223.01",7.7479921,0,-0.0002351,74.6016114592659,2.23098075160403
"CANDIDATE",4545187,"K00223.02",55.000144,0,0.0003081,82.0036764705882,1.88692748091603
"FALSE POSITIVE",5547480,"K00224.01",4.7853127,0,0.005859,42.2084233261339,1.29839883551674
"FALSE POSITIVE",5801571,"K00225.01",2.5384353,0,-0.001055,90.024710625569,2.21602288984263
"CANDIDATE",5959753,"K00226.01",7.9975612,0,0.0002362,118.842645381984,3.39389860924181
"CANDIDATE",3847907,"K00229.01",7.2132214,0,0.000767,109.166127989657,1.38453119299526
"FALSE POSITIVE",3862246,"K00230.01",8.2225212,0,-0.002638,245.518867924528,3.0488038277512
"FALSE POSITIVE",4043443,"K00231.01",137.05747,0,-0.0003026,1239.14246196404,1.16109045848823
"CANDIDATE",4833421,"K00232.01",15.112357,0,0.0002824,210.739224656875,1.90379329301814
"CANDIDATE",4833421,"K00232.02",6.7251476,0,1.418e-05,14.4686791135927,1.97326732673267
"CANDIDATE",4833421,"K00232.03",13.550419,0,8.637e-05,136.405456852792,2.20570012391574
"CANDIDATE",4833421,"K00232.04",20.768084,0,3.759e-05,19.3795539854272,1.46935138987883
"CANDIDATE",4833421,"K00232.05",34.447597,0,0.0001127,34.2493245851023,1.50188323917137
"FALSE POSITIVE",5023956,"K00233.01",2.0188102,0,-0.2306,58.5063045586809,0.458519793459553
"CANDIDATE",8491277,"K00234.01",9.4164988,0,0.0001132,66.6274509803922,1.92195652173913
"CANDIDATE",8107225,"K00235.01",11.483215,0,-6.52e-05,28.2302631578947,1.91553328561203
"FALSE POSITIVE",8453211,"K00236.01",2.6193316,0,0.05002,30.1876675603217,0.832676648279485
"CANDIDATE",8041216,"K00237.01",8.7383214,0,5.715e-05,92.5616197183099,2.31600348533256
"CANDIDATE",7219825,"K00238.01",20.667003,0,-0.0002136,37.2050739957717,1.55300859598854
"CANDIDATE",7219825,"K00238.02",73.860655,0,0.0001266,237.284081849588,2.64933239634575
"CANDIDATE",7219825,"K00238.03",23.725977,0,-3.247e-05,9.45489732286851,0.764194139194139
"CANDIDATE",6383785,"K00239.01",9.061358,0,0.001095,83.3824975417896,1.61941170224063
"CANDIDATE",6383785,"K00239.02",4.6886363,0,0.000182,3.5944469731452,1.2115014080332
"CANDIDATE",8026752,"K00240.01",5.6456309,0,-0.0001089,25.4924359370176,2.14228255404726
"CANDIDATE",11288051,"K00241.01",13.730819,0,-0.0001273,141.618781809227,2.57533234859675
