"koi_disposition","kepid","kepoi_name","tce_ror","tce_model_snr","tce_nkoi","tcet_ingress","tcet_depth","tce_max_sngle_ev","tce_rb_tcount4","tce_fwm_sdeco","tce_fwm_pdeco","tce_dicco_msky","tce_dor_sn","tce_fwm_sdec_sn"
"CANDIDATE",6974658,"K02925.01",0.0093500893,19.34,1,0.312,88.44,3.594,0,-0.7007,4.411e-05,0.45027,1.22440341398483,241103.267045455
"CANDIDATE",10122538,"K02926.01",0.03445159,18.39,5,0.001276,1188,4.975,0,-1.189,0.001212,0.32907,0.443031218406698,284181.987951807
"CANDIDATE",10122538,"K02926.02",0.043222121,19.2,5,0.5469,1601,6.36,0,-0.03141,-0.0002477,0.15731,1.69718883063089,306328.123376623
"CANDIDATE",10122538,"K02926.03",0.046478808,17.41,5,0.8375,1888,6.539,0,0.1202,-0.0005934,0.13617,2.06018386557517,300474.987261146
"CANDIDATE",10122538,"K02926.04",0.05073303,13.94,5,1.462,1913,5.407,0,0.8137,-0.001915,0.24672,6.42608795333689,253627.774193548
"CANDIDATE",10122538,"K02926.05",0.057753722,12.97,5,1.331,2712,7.272,0,-0.725,0.001477,0.67934,3.69306787319493,216396.050458716
"CANDIDATE",5787131,"K02927.01",0.023597828,15.97,1,0.08231,469.7,5.223,0,0.3438,0.000224,0.59132,1.41308177950636,165032.674698795
"FALSE POSITIVE",3230753,"K02928.01",0.016291984,14.68,1,2.606,236.6,4.648,0,0.2154,-7.033e-05,5.6362,1.07702385825289,163843.803418803
"FALSE POSITIVE",8358012,"K02929.01",0.027182472,16.4,1,1.876,368.9,5.391,0,-22.4,0.006825,0.060673,2.84163461183521,226289.734693878
"FALSE POSITIVE",4664046,"K02930.01",0.011654076,13.58,1,1.814,171.3,3.927,0,11.56,-0.001484,0,0.45783584958145,152955.738461538
"CANDIDATE",8611257,"K02931.01",0.027637561,14.85,1,1.712,521.9,5.865,0,1.086,-0.0006285,0.50445,5.78551623841339,204377.726027397
"FALSE POSITIVE",3861611,"K02932.01",0.025025398,13.84,1,0.7223,519,4.256,0,-1.071,5.764e-05,0,0.76238812658392,905764.697674419
"FALSE POSITIVE",12416987,"K02933.01",0.081370609,17.69,1,1.19,3372,6.602,0,-0.1087,0.002408,0.13799,2.16543348920191,187072.299270073
"FALSE POSITIVE",10964265,"K02934.01",0.011455961,12.08,1,1.282,253,3.292,0,9.199,-0.00105,5.0869,0.464756538485214,130847.040540541
"CANDIDATE",8259713,"K02935.01",0.015964874,14.45,1,1.188,206.4,4.688,0,-0.1865,-9.018e-05,0.39549,5.07296130105666,208077.018867925
"CANDIDATE",10880507,"K02936.01",0.012500646,13.35,1,0.0001216,129.3,3.583,1,0.6628,-3.9e-05,0.81575,0.371839447904574,147100.43902439
"FALSE POSITIVE",9837578,"K02937.01",0.5,-1,1,2.514,422800,1814,0,-0.2668,0.3927,0.15564,-67.737353,140209267.267267
"FALSE POSITIVE",7821010,"K02938.01",0.44629598,-1,1,1.903,513600,14440,0,0.2206,0.01354,0.19473,-106.86959,1084465945.27363
"FALSE POSITIVE",5473556,"K02939.01",0.55533834,9784,1,3.38,193000,2640,0,-0.05332,-0.0357,0.13646,394.197237550931,247903384.146341
"FALSE POSITIVE",9532424,"K02941.01",0.01303389,15.17,1,0.6592,156.3,3.852,0,60.71,-0.008572,9.3393,0.389748376412879,159228.534482759
"CANDIDATE",4385148,"K02942.01",0.026294959,16.19,2,1.093,568.6,3.767,0,-0.8862,-0.0002885,0.85027,1.26895133436167,345664.157894737
"CANDIDATE",4385148,"K02942.02",0.02651056,13.81,2,1.046,644.5,4.284,0,-0.7888,-0.0003899,0.7838,0.663865345180241,310281.42519685
"CANDIDATE",9838468,"K02943.01",0.014391594,16.25,1,0.3683,173,5.641,0,0.5309,-0.0001289,0.92673,1.03689388223709,250858.801075269
"FALSE POSITIVE",6781548,"K02944.01",0.040693239,22.57,1,1.567,901.1,8.113,0,39.46,-0.03577,4.1476,4.30040985666362,254746.993975904
"CANDIDATE",8617363,"K02945.01",0.030032445,16.17,1,0.4693,816.7,4.318,0,-0.7159,0,0.51947,0.23210641109719,178109.565737052
"CANDIDATE",9642292,"K02946.01",0.022334674,19.07,1,0.609,427.6,5.271,0,0.07494,0.0001713,0.22148,0.615359860137767,225215.733009709
"CANDIDATE",6356692,"K02948.01",0.007609189,14.57,1,0.4133,46.36,4.284,0,-0.4989,1.429e-05,0.20235,0.740350139264595,284232.727891156
"CANDIDATE",6026737,"K02949.01",0.0079063258,11.28,2,1.529,53.44,3.328,0,0.05922,-4.789e-06,0.25146,0.457534881127633,139166.484848485
"CANDIDATE",6026737,"K02949.02",0.0065239151,8.706,2,1.22,38.51,3.101,0,1.148,-4.094e-05,1.6443,0.348438820265512,110515.371657754
"FALSE POSITIVE",6028860,"K02950.01",0.017065821,53.56,1,0.4752,1337,5.342,0,-0.5775,0.0001958,0.2724,2.11411145715257,628738.449848024
"CANDIDATE",4991208,"K02951.01",0.007985511,11.92,1,0.01881,54.2,3.088,0,-0.806,3.185e-05,0.58212,0.731734511866979,143879.340501792
"FALSE POSITIVE",8243283,"K02952.01",0.0146473,13.75,1,0.8935,139.3,4.229,5,0.06848,8.106e-05,10.549,6.71071853635787,632896.972740316
"FALSE POSITIVE",6778019,"K02953.01",0.01102288,19.93,1,0.9439,109.2,3.882,0,3.673,-0.0003163,6.6978,0.767003108106447,291638.551724138
"FALSE POSITIVE",4571536,"K02954.01",0.013359113,13.35,1,0.2073,296.8,3.187,0,-0.6553,-2.784e-06,0,0.585854226541584,221696.916201117
"FALSE POSITIVE",5108946,"K02955.01",0.011033241,17.19,1,0.5617,134.1,3.442,0,2.308,-0.0002278,2.1861,0.559262444656026,143343.06405694
"CANDIDATE",8801316,"K02956.01",0.0049024529,10.48,1,2.306,25.75,3.329,0,-0.3573,4.191e-06,0.67448,0.934697864542009,226552.969849246
"CANDIDATE",10904004,"K02957.01",0.011692541,11.06,1,0.8972,102.6,3.582,0,-1.161,0.0001991,1.5937,0.343094637048834,141346.365497076
"CANDIDATE",10597693,"K02958.01",0.018519976,15.06,1,1.351,347.7,5.169,2,-1.177,0.0003826,0.38,0.42710872849069,187791.854901961
"CANDIDATE",7466270,"K02959.01",0.035504861,15.24,1,0.9317,678.7,4.471,0,-1.456,-0.000133,3.6167,3.68689537227625,678713.637795275
"FALSE POSITIVE",10876237,"K02960.01",0.0086649105,14.36,1,6.999e-05,65.7,6.696,0,17.02,-0.001117,8.0748,0.441813752158741,187720.229571984
"CANDIDATE",10471515,"K02961.01",0.0061660685,12.09,1,1.164,35.51,2.872,0,0.3795,-1.354e-05,1.0073,0.613573100477665,213741.278026906
"CANDIDATE",4935172,"K02962.01",0.0094300902,14.09,1,0.7792,78.22,3.267,0,0.1798,2.549e-05,1.0748,0.436102537267418,186081.674418605
"CANDIDATE",8760040,"K02963.01",0.014805166,16.49,2,0.0001865,184.3,4.189,0,1.701,-0.000357,0.29329,0.862584978232435,197880.008810573
"CANDIDATE",8760040,"K02963.02",0.011210331,11.4,2,0.5738,100.6,3.399,0,0.02072,-1.714e-05,0.86303,0.355589245961867,129075.563218391
"CANDIDATE",10098844,"K02964.01",0.015588558,13.8,2,0.8138,206.1,4.779,0,-0.4437,0.0001607,0.6654,2.09498951711027,169948.436823105
"FALSE POSITIVE",10098844,"K02964.02",0.0092436428,7.256,2,7.338,129.3,3.748,0,0.9743,-5.437e-05,2.329,0.391375207987172,93220.0217821782
"FALSE POSITIVE",8429415,"K02965.01",0.0063120483,16.38,1,1.98,66.5,3.825,0,6.551,-0.0002179,13.856,1.37302878790068,249772.134831461
"FALSE POSITIVE",5014903,"K02966.01",0.022445185,13.68,1,1.224,443.1,4.694,0,2.322,-0.001129,2.9764,0.913837038683298,159336.051587302
"CANDIDATE",5980783,"K02967.01",0.023777391,17.32,1,1.731,531.5,5.313,0,0.3377,-0.0002501,0.24703,0.968840687637306,204091.702970297
"CANDIDATE",8873090,"K02968.01",0.0064164748,12.79,1,0.6991,34.9,3.488,0,0.5028,-2.224e-05,0.91711,0.865759082280043,278789.882716049
"FALSE POSITIVE",8560804,"K02969.01",0.019831221,25.83,1,4.733,180.2,5.992,0,1.066,-0.0002234,2.6487,6.44988404037802,452923.184584178
"CANDIDATE",5450893,"K02970.01",0.0070855634,14.44,1,0.9769,40.48,3.688,0,-0.7301,3.939e-05,0.23564,0.698644139582022,208552.087179487
"CANDIDATE",4770174,"K02971.01",0.0098836998,14.99,2,1.492,63.51,3.443,0,-0.4333,2.661e-05,0.82771,7.24179143003774,245857.530864198
"CANDIDATE",4770174,"K02971.02",0.010229548,9.626,2,1.287,78.53,3.432,0,-0.542,5.29e-05,1.3499,0.737520512902063,200145.170854271
"CANDIDATE",8949925,"K02972.01",0.0172758,14.31,2,0.9968,256,3.992,0,1.638,0.0002836,3.287,0.800666324902803,693694.410413476
"FALSE POSITIVE",8949925,"K02972.02",0.018416143,10.6,2,3.786,378.8,5.394,0,2.034,0.0002172,6.4711,0.562440202241871,524894.03244496
"FALSE POSITIVE",5091016,"K02973.01",0.016064042,16.67,1,1.864,288.7,5.211,0,137.3,-0.03038,0,0.642431449428773,0
"FALSE POSITIVE",6948480,"K02975.01",0.048491829,14.89,1,3.375,1174,6.627,0,-0.5558,0.0005765,0.65424,2.15920368646983,159659.308270677
"CANDIDATE",6438099,"K02976.01",0.029769271,14.49,1,0.6079,840.8,4.219,0,0.3871,-0.0004825,0.4132,0.241711131009611,140499.422818792
"CANDIDATE",11090556,"K02977.01",0.0085920294,16.34,2,0.05081,51,3.323,0,0.3115,-1.924e-05,0.60495,0.858645312412028,200160.769547325
"CANDIDATE",11090556,"K02977.02",0.0085270016,14.27,2,2.012,71.82,3.485,0,1.661,-0.0001071,0.85775,0.555912114297041,189997.81640625
"FALSE POSITIVE",10686814,"K02978.01",0.021647388,16.52,1,1.104,265.3,3.746,0,3.097,-0.001118,2.4381,9.87359888457702,180096.654135338
"FALSE POSITIVE",2720514,"K02979.01",0.0082561257,14.5,1,0.2072,60.8,3.914,0,-2.499,0.0001103,8.9755,0.491335057941864,168080.424778761
"CANDIDATE",9468551,"K02980.01",0.012546659,13.45,1,0.307,148.6,3.985,0,0.5383,-2.976e-05,0.28921,0.411677502618605,162692.084805654
"CANDIDATE",9076971,"K02981.01",0.02162431,13.92,1,0.5874,344.7,3.488,0,0.07105,-0.0002896,2.8945,0.843156151017278,182493.293172691
"CANDIDATE",8360640,"K02982.01",0.015746904,17.55,1,0.312,214.9,4.431,3,-0.9049,0.0001534,0.31528,0.528986597329363,238550.26344086
"FALSE POSITIVE",5695904,"K02983.01",0.014176002,15.25,1,0.04831,195.8,3.739,0,-112.8,0.01876,7.8523,0.459286695831173,148387.010869565
"CANDIDATE",7918652,"K02984.01",0.0082399183,12.7,1,0.9343,63.26,3.926,0,-0.2368,1.78e-05,0.79094,0.47598520719599,147872.99661017
"FALSE POSITIVE",8847111,"K02985.01",0.010293763,18.69,1,0.9314,286.5,3.848,0,-10.07,0.0009161,9.239,0.693744534439238,256211.670454545
"FALSE POSITIVE",4568298,"K02986.01",0.012510522,13.58,1,0.4556,171.2,3.48,0,3.359,-0.0004438,3.4364,0.526639647227686,116738.302941176
"FALSE POSITIVE",4374339,"K02987.01",0.008004993,16.34,1,0.603,79.46,4.093,0,-0.8859,5.504e-05,7.2403,1.14946902166949,220280.301675978
"CANDIDATE",6636320,"K02989.01",0.020982199,15.84,1,0.4626,286,3.59,0,-1.728,0.0005329,0.53469,2.63778357342077,175073.583333333
"CANDIDATE",5520547,"K02990.01",0.015688299,16.81,1,0.7924,207.6,4.122,0,0.1026,-4.787e-05,0.19646,1.03327941140816,184427.50678733
"FALSE POSITIVE",4848424,"K02991.01",0.0085701664,17.16,1,2.668,118.6,6.262,0,-2.257,0.000216,4.0728,0.295588444961607,158462.313492064
"CANDIDATE",8509442,"K02992.01",0.036286888,16.93,1,1.835,1519,6.331,0,-0.05908,0.0003626,0.29104,0.447031157407114,236709.914893617
"FALSE POSITIVE",11304987,"K02993.01",0.025558353,43.1,1,0.6551,1718,4.208,0,0.2375,-0.000176,2.0507,1.11979713258944,655182.990654206
"CANDIDATE",11244137,"K02994.01",0.0090403761,13.88,1,0.4678,68.09,3.514,0,-1.221,9.203e-05,0.14367,0.574982875793445,184784.116981132
"CANDIDATE",3848275,"K02995.01",0.016790605,15.09,1,0.4103,232.4,3.516,0,0.07175,-5.126e-05,0.52328,0.444744223012671,150425.250965251
"CANDIDATE",12021625,"K02996.01",0.024576171,13.26,1,1.664,633,4.024,0,0.437,7.357e-05,0.1745,0.561183790608309,168328.336666667
"FALSE POSITIVE",9777256,"K02997.01",0.011494651,16.86,1,1.704,149.7,4.094,0,-3.286,0.0003007,5.6435,1.06062354249247,220421.412322275
"CANDIDATE",4175630,"K02998.01",0.031904195,20.78,1,0.3744,897.1,5.296,0,0.5243,-0.001004,0.23431,0.660744397159693,265245.175675676
"FALSE POSITIVE",7433585,"K02999.01",0.0049598297,9.344,1,1.084,101.6,5.063,0,-0.06388,-9.973e-09,0,0.415938971051313,99999.2853828306
"FALSE POSITIVE",5702939,"K03000.01",0.015632312,15.53,1,1.371,151,4.371,0,1.854,-0.0002786,4.9492,6.2049191505129,199005.800970874
"FALSE POSITIVE",11709423,"K03001.01",0.022328176,29,1,0.6212,986.7,4.727,0,6.796,-0.002846,5.4085,0.906854616889938,441454.495575221
"CANDIDATE",3852655,"K03002.01",0.010003161,11.81,1,0.002149,80.53,5.703,0,-0.4673,2.177e-05,0.95469,0.379182294745135,137508.480565371
"FALSE POSITIVE",11255231,"K03003.01",0.014497992,12.9,1,0.8329,187.4,3.797,0,5.201,-0.0009137,4.2791,0.624213677803163,160879.095394737
"CANDIDATE",6103377,"K03004.01",0.020479052,10.37,2,0.8631,363.1,4.096,0,-0.8655,0.0002108,0.11922,1.1247463489742,99451.7026378897
"CANDIDATE",6103377,"K03004.02",0.016987914,8.318,2,0.2378,253,3.134,0,0.7302,-0.000245,0.40165,0.294643548504427,75266.4301270417
"FALSE POSITIVE",3747262,"K03005.01",0.006259665,12.71,1,1.003,46.76,4.643,0,-14.85,0.0004949,8.4693,0.674769554604344,162393.874476987
"CANDIDATE",8758136,"K03006.01",0.0088835755,10.77,1,1.322,124.7,3.723,0,0.07389,-2e-05,2.55,0.503199355664737,114150.865482233
"CANDIDATE",10190075,"K03007.01",0.014000716,11.69,1,0.7197,169.5,4.082,0,0.8026,-0.0001488,0.62269,0.318027969004857,146158.058823529
"CANDIDATE",9070666,"K03008.01",0.0071873783,12.52,1,0.93,41.94,4.06,0,0.7254,-1.192e-05,0.58001,0.687633696728005,208376.018348624
"CANDIDATE",12405333,"K03009.01",0.012856183,13.73,1,0.2567,129.5,3.396,0,0.7614,-5.673e-06,0.36079,0.430055821605741,188962.402214022
"CANDIDATE",3642335,"K03010.01",0.02774719,13.35,1,1.403,728,3.738,0,1.208,-0.0005197,0.6158,0.658302256683353,162789.394957983
"FALSE POSITIVE",3328052,"K03011.01",0.015930176,20.53,1,2.746,276.7,4.075,0,0.1512,-0.000123,1.3268,1.17000633366251,224731.064327485
"FALSE POSITIVE",7109851,"K03012.01",0.0081111299,17.42,1,2.93e-73,64.58,3.53,0,2.332,-0.0001673,2.9397,0.994359221278662,294182.468965517
"CANDIDATE",11565544,"K03013.01",0.016220897,15.54,1,0.6538,268.5,2.874,0,0.1775,1.76e-05,0.41877,0.40196870810615,211780.166666667
"CANDIDATE",7347246,"K03014.01",0.028735006,16.83,1,0.7193,815.1,6.609,0,0.8162,-0.0007033,0.17322,0.443668512870233,178274.468879668
"CANDIDATE",11403530,"K03015.01",0.0070399363,13.96,1,0.7382,41.47,8.856,0,0.5202,-2.358e-05,0.93132,0.597119111118593,205868.723849372
"FALSE POSITIVE",10617638,"K03016.01",0.010236013,15.17,1,0.2695,103.5,3.485,0,-22.98,0.001969,6.681,0.458870041706274,156754.150819672
"CANDIDATE",12072872,"K03017.01",0.0071566765,10.98,1,0.8094,48.2,3.236,0,3.11,-0.0001304,0.94032,0.414392417819583,116232.23908046
"FALSE POSITIVE",7906671,"K03018.01",0.024570979,16.9,1,1.099,373.9,5.472,0,-5.929,0.002364,4.5401,5.86620497937484,201001.67281106
"CANDIDATE",8709688,"K03019.01",0.01357353,14.48,2,1.252,200.4,3.323,0,-2.565,0.0004241,0.37699,0.345882457730987,177223.18972332
"CANDIDATE",8709688,"K03019.02",0.0085136976,8.565,2,0.5879,62.25,3.426,0,2.876,-0.0002225,0.42353,0.423168203957737,106759.473809524
"CANDIDATE",8241079,"K03020.01",0.010504488,14.23,1,1.082,86.35,4.38,4,1.803,-0.0001787,0.50215,0.732201963839585,163068.195571956
"FALSE POSITIVE",3348285,"K03021.01",0.0076365409,13.67,1,0.01995,53.19,4.614,0,7.502,-0.0003751,7.6781,0.690093419742048,146652.152671756
"CANDIDATE",11618601,"K03022.01",0.01317705,13.59,2,0.02096,158.6,4.103,0,0.1565,7.551e-05,1.2443,0.483886459658455,206086.692946058
"CANDIDATE",11618601,"K03022.02",0.016159471,11.21,2,0.01682,158.4,3.419,0,0.9992,-7.66e-05,0.32951,2.63015704138309,175502.219081272
"FALSE POSITIVE",7732285,"K03023.01",0.011034748,27.87,1,0.9366,114.8,9.645,0,-1.913,0.0001876,2.1487,1.11719112687295,378201.982608696
"CANDIDATE",9716391,"K03025.01",0.023710551,12.42,1,0.00596,471.2,3.522,0,-1.346,0.0006908,0.60306,0.552110200961126,221420.885714286
"CANDIDATE",6929841,"K03026.01",0.01402502,14.6,1,0.004253,221.5,3.169,0,-1.843,0.0005141,0.45928,0.418739681465568,168340.468253968
"CANDIDATE",11137180,"K03027.01",0.020243284,14.2,1,0.3806,319.8,2.986,0,-0.9238,0.0003431,0.56072,0.424745409056798,191977.570866142
"FALSE POSITIVE",9838804,"K03028.01",0.011871148,15.91,2,1.446,176.6,3.763,0,2.866,-0.0004277,2.265,0.36515889433592,202943.852173913
"CANDIDATE",5903749,"K03029.01",0.023119117,11.42,2,0.579,367.3,4.696,0,-0.7461,4.354e-05,0.48851,2.04081893611072,139998.887755102
"CANDIDATE",5903749,"K03029.02",0.013220726,9.243,2,1.163,161.9,3.256,0,0.5975,-0.0001751,1.2698,0.387045185565437,116271.316384181
"FALSE POSITIVE",5524881,"K03030.01",0.014195625,14.56,1,1.757,225.7,4.488,0,-2.222,0.000491,2.2982,0.285468889289623,155536.270992366
"CANDIDATE",6949898,"K03031.01",0.014798068,11.63,1,7.703e-07,178.7,2.809,0,-3.443,0.0006672,1.102,0.321349320744279,132246.14953271
"CANDIDATE",10585738,"K03032.01",0.01082482,11.96,1,0.2199,186.2,4.039,0,2.722,-0.0003285,0.50208,0.514363799480859,130803.513661202
"FALSE POSITIVE",7186665,"K03033.01",0.01360678,17.7,1,2.833,201.8,4.858,0,1.016,-0.0001775,0.91657,2.64582037363723,185683.573913043
"CANDIDATE",2973386,"K03034.01",0.029518058,15,1,0.0004759,728.4,4.635,0,1.783,-0.001834,0.40259,0.242507996715218,141879.981412639
"FALSE POSITIVE",6388770,"K03035.01",0.024063298,18.11,1,16.33,186.2,3.979,0,0.4876,0.000125,1.937,7.92739504234001,405643.155339806
"FALSE POSITIVE",5217891,"K03036.01",0.038737224,19.52,1,6.66,1052,9.937,0,2.211,-0.002411,2.8314,8.85025887890923,244747.539393939
"CANDIDATE",6593150,"K03037.01",0.018102417,13.7,1,0.8248,199.8,3.359,0,-0.5283,0.0001235,0.29936,3.73009550109654,131076.613707165
"CANDIDATE",8051946,"K03038.01",0.0072369941,11.27,1,0.3734,45.13,3.565,0,-0.5981,0,0.47632,0.601138316905477,112837.799485861
"CANDIDATE",5445681,"K03039.01",0.010014808,14.6,1,2.023,99.53,4.7,0,-0.6316,4.881e-05,1.0661,0.465930532192196,185411.164383562
"CANDIDATE",6357290,"K03040.01",0.018571687,13.53,1,0.0432,268.9,3.694,0,-0.2693,-0.0004243,1.041,0.480411774006532,173325.663900415
"CANDIDATE",4072955,"K03041.01",0.010623278,10.08,1,0.004206,91.27,3.33,0,0.8,-0.0001331,0.28258,0.326254474839956,105861.356756757
"CANDIDATE",8695311,"K03042.01",0.019730973,11.12,1,0.451,364.3,3.575,0,-0.4023,0.0002535,0.92309,0.613387315420791,124683.883333333
"CANDIDATE",9834731,"K03043.01",0.0095322918,11.41,2,2.127,104.5,4.317,0,-0.3528,9.461e-06,0.48514,0.369972940199802,128274.703296703
"FALSE POSITIVE",9153554,"K03044.01",0.017183481,17.94,1,0.2257,417,3.617,0,3.408,-0.0008421,6.1484,0.587141199320076,222088.375609756
"CANDIDATE",5092266,"K03045.01",0.024925607,14.91,1,1.167,605.4,4.198,0,0.9483,-0.0006536,0.28078,0.498595575508106,178096.915929204
"FALSE POSITIVE",9301506,"K03047.01",0.017373265,19.17,1,0.434,215.1,4.178,0,4.552,-0.0007915,3.2754,0.742885169976635,305169.893333333
"CANDIDATE",9714550,"K03048.01",0.01101059,13.8,1,0.0001512,141.8,3.342,0,0.03928,-2.018e-05,0.16629,0.372236620461245,149720.487096774
"CANDIDATE",6263593,"K03049.01",0.026113561,10.99,1,0.9359,462.8,3.472,0,0.9854,-0.000518,0.24878,2.84147793492136,120111.884726225
"CANDIDATE",5475042,"K03050.01",0.012809294,13.45,1,0.7503,151.9,3.328,0,-0.1277,-8.863e-05,0.45766,0.360390271720512,167871.260330579
"CANDIDATE",8827575,"K03052.01",0.009090179,12.09,2,1.614,99.49,3.453,0,-0.8834,-8.509e-06,6.9779,0.439116013956377,138710.569230769
"CANDIDATE",8827575,"K03052.02",0.011176069,11.71,2,1.294,110.8,3.862,0,-0.6134,-3.772e-05,0.79668,0.601707702221576,134973.083832335
"CANDIDATE",2716801,"K03053.01",0.024957,13.74,2,1.555,664.7,5.201,0,1.885,-0.001724,0.42546,0.299819388757069,136100.157706093
"CANDIDATE",2716801,"K03053.02",0.01699715,7.717,2,1.092,223.2,3.133,0,0.2938,-0.0002063,1.68,1.66967775404868,74747.0511811024
"FALSE POSITIVE",6461850,"K03054.01",0.014243647,17.62,1,0.01581,205.4,3.574,0,4.002,-0.0009051,0.82711,0.253570157604321,227597.673913044
"FALSE POSITIVE",7281454,"K03055.01",0.0026207103,3.048,1,2.234,62.53,3.303,0,-2.453,1.933e-05,0.98326,0.140885076255951,41614.7563106796
"CANDIDATE",7216284,"K03056.01",0.017025617,12.08,1,0.05271,221.7,3.45,0,1.686,-0.000413,0.22651,0.455102507025393,119827.165266106
"CANDIDATE",3234843,"K03057.01",0.037400442,17.8,2,1.138,999.2,5.154,0,-0.3143,9.674e-05,0.32613,5.20802141892869,189801.648514851
"CANDIDATE",3234843,"K03057.02",0.025579132,17.82,2,0.5682,534.4,4.693,0,0.4565,-0.0003781,0.41533,1.50511568492613,186117.218446602
"FALSE POSITIVE",8192911,"K03058.01",0.023691623,13.44,1,1.734,413.1,3.812,0,-0.5338,-0.0001851,2.7049,6.59394149233,160115.134545455
"FALSE POSITIVE",10554967,"K03059.01",0.017982316,15.88,1,0.3972,426,3.708,0,2.94,-0.000791,3.2726,0.439677522286531,162848.215017065
"CANDIDATE",11019987,"K03060.01",0.0069566361,10.83,1,1.957,40.5,3.249,0,-1.673,7.612e-05,1.3893,0.689393735788941,183183.867924528
"CANDIDATE",4857058,"K03061.01",0.017222507,13.76,2,0.1647,245.8,3.505,0,0.1969,-0.000172,0.72495,0.356583545782914,160290.301204819
"FALSE POSITIVE",4857058,"K03061.02",0.014687515,7.515,2,0.1621,168.5,3.639,0,-1.629,0.0002298,1.0193,0.336464470243383,110253.53038674
"FALSE POSITIVE",7613246,"K03062.01",0.01150227,14.87,1,0.008468,96.59,3.753,0,7.008,-0.0007695,3.8885,0.913026547947471,173849.104417671
"CANDIDATE",10924562,"K03063.01",0.015223311,10.67,1,0.006826,218.4,3.661,0,1.188,-0.0003379,1.007,0.456718683784074,157447.719869707
"FALSE POSITIVE",9899505,"K03064.01",0.010394354,9.615,1,2.363,1053,4.299,0,4.487,-0.0005081,3.6583,0.39994838690537,134820.247838617
"CANDIDATE",5040077,"K03065.01",0.011226497,12.77,1,0.00642,132.2,3.592,0,1.444,-0.000295,0.39476,0.42117559948072,146657.156934307
"CANDIDATE",4067925,"K03066.01",0.030113418,12.62,1,1.709,819.8,4.256,0,-0.2379,0.0002885,0.76342,1.38162854732628,119289.036585366
"FALSE POSITIVE",4847782,"K03067.01",0.015467055,13.53,1,1.196,239.4,4.586,0,1.981,-0.0007099,6.4427,0.475448643479223,137797.275862069
"CANDIDATE",3230805,"K03068.01",0.013377526,11.23,2,0.5526,142.8,3.548,0,-0.5716,7.076e-05,0.51336,0.308857098547028,110532.654178674
"CANDIDATE",3230805,"K03068.02",0.012965922,8.765,2,0.5727,139.1,3.223,0,1.263,-0.0001872,0.45178,0.253268960456899,89615.2827102804
"CANDIDATE",4676964,"K03069.01",0.017091319,13.24,1,1.329,290.1,4.351,0,1.23,-0.0004759,0.73105,0.300123496209769,174498.254385965
"FALSE POSITIVE",6072593,"K03070.01",0.012031214,14.86,1,0.003682,146.8,3.795,0,3.676,-0.0006154,6.3748,0.57142250711172,179217.060606061
"CANDIDATE",5865654,"K03071.01",0.015231492,12,1,0.2468,191.6,4.742,0,-1.792,0.0003784,0.85357,0.358889739322112,138883.722972973
"FALSE POSITIVE",3219643,"K03072.01",0.043810582,13.85,1,2.244,635.3,4.714,0,0.2312,-0.0003319,0.67491,1.27188418411129,115145.867867868
"CANDIDATE",8546542,"K03073.01",0.015298876,13.78,1,0.4657,197.3,3.57,1,-1.606,0.0002286,0.26051,0.286784719074219,149270.949832776
"FALSE POSITIVE",8197560,"K03074.01",0.036825711,29.83,1,1.261,1823,4.06,0,0.742,-0.0008303,2.5089,3.31637946610599,400811.6
"CANDIDATE",3328080,"K03075.01",0.010583195,14.96,1,0.8168,66.28,3.782,0,-0.3328,2.677e-05,0.54608,4.19481185395045,120306.128125
"CANDIDATE",2715695,"K03077.01",0.020383168,11.93,2,0.00948,354.5,3.858,0,-1.012,9.563e-06,0.42497,0.290752805546069,121323.54313099
