"koi_disposition","kepid","kepoi_name","tce_ror","tce_model_snr","tce_nkoi","tcet_ingress","tcet_depth","tce_max_sngle_ev","tce_rb_tcount4","tce_fwm_sdeco","tce_fwm_pdeco","tce_dicco_msky","tce_dor_sn","tce_fwm_sdec_sn"
"FALSE POSITIVE",5356593,"K00644.01",0.14316031,1655,1,1.386,22840,443.1,0,-0.2048,0.005325,0.42756,380.278557551184,25982437.8205128
"CANDIDATE",5374854,"K00645.01",0.016635721,31.05,2,1.047,235,7.494,0,-0.4947,0.0001268,0.44751,2.32291065275668,356071.166666667
"CANDIDATE",5374854,"K00645.02",0.013950262,25.02,2,0.000285,174.6,4.535,0,-0.2218,4.164e-05,0.72319,0.690824758684292,289944.2
"FALSE POSITIVE",5384802,"K00646.01",0.19920727,1904,1,1.279,20090,220.2,0,-0.1092,-0.00105,0.013398,418.739401379027,37165935.7798165
"CANDIDATE",5531694,"K00647.01",0.01501161,56.09,2,0.8516,198.5,5.866,0,0.03058,2.366e-06,0.16306,3.04849822578759,691047.674023769
"CANDIDATE",5531694,"K00647.02",0.0068751018,9.155,2,1.137,45.47,4.35,0,1.034,-4.341e-05,0.8716,0.349035934384342,118667.60058309
"FALSE POSITIVE",5596440,"K00648.01",0.06615008,137.9,1,0.8928,2649,24.55,0,-0.09651,4.789e-05,0.08305,7.71056772001775,1471192.55395683
"CANDIDATE",5613330,"K00649.01",0.018435008,47.78,2,1.757,304.9,8.49,2,-0.4612,0.0001419,0.012179,4.53592594047418,652809.472
"CANDIDATE",5613330,"K00649.02",0.0066015392,7.916,2,0.201,36.03,2.949,3,-1.429,5.439e-05,0.59194,0.454733961171502,104616.212820513
"CANDIDATE",5786676,"K00650.01",0.032470836,84.07,1,0.4449,869.6,13.82,1,-0.4944,2.934e-05,0.031531,4.93309751054757,1395916.42857143
"FALSE POSITIVE",5796186,"K00651.01",0.1021892,111.6,2,1.473,2897,75.58,0,-41.06,0.1494,7.9524,11.1643649781892,1823858.44444444
"CANDIDATE",5796675,"K00652.01",0.053400224,237.9,1,0.6256,2939,41.62,0,0.1199,0.0004456,0.23393,10.8647853858376,3989824.5631068
"FALSE POSITIVE",5893123,"K00653.01",0.011501406,34.27,1,0.7515,149.5,4.336,0,-4.348,0.0004739,5.9093,1.04595511461237,364012.318584071
"CANDIDATE",5941160,"K00654.01",0.022434224,32.35,2,1.085,328.5,5.842,0,0.5407,-0.0001765,0.1326,12.2209869832804,455664.198895028
"CANDIDATE",5941160,"K00654.02",0.016417228,13.07,2,0.05525,220.3,3.513,0,0.2752,-5.528e-05,0.64542,0.362402863882921,167632.260162602
"CANDIDATE",5966154,"K00655.01",0.020683542,64.59,2,0.9216,361.9,12.41,0,0.06169,7.192e-05,0.31047,5.54253494307628,885683.197424893
"CANDIDATE",5966154,"K00655.02",0.019126631,35.02,2,2.11,343.5,12.48,0,-0.06329,0.0001111,0.60516,3.16575686459374,492515.53699284
"FALSE POSITIVE",5966660,"K00656.01",0.014409681,57.33,1,1.072,266.3,8.141,0,-80.68,0.01462,8.3941,2.03361258345379,790903.627639155
"CANDIDATE",6020753,"K00657.01",0.026461359,61.49,2,0.5841,523.8,7.444,0,-0.6444,5.073e-05,0.12501,3.81845403355079,627038.406676783
"CANDIDATE",6020753,"K00657.02",0.031257129,52.4,2,0.8022,765.7,9.842,0,-1.18,0.0004939,0.10405,4.91446594443443,541568.571428571
"CANDIDATE",6062088,"K00658.01",0.023698666,72.63,3,0.3691,481.9,10.15,0,0.1649,0,0.030321,2.98160758695729,1061232.71794872
"CANDIDATE",6062088,"K00658.02",0.024092078,56.04,3,0.4404,471.5,7.89,0,0.3851,0,0.045184,3.27740757089082,841222.296747967
"CANDIDATE",6062088,"K00658.03",0.01351457,15.49,3,1.054,171.8,4.52,0,0.5991,0,0.26387,0.745650980946374,260303.119496855
"CANDIDATE",6125481,"K00659.01",0.019169345,39.06,1,0.3695,309.9,7.477,0,0.7136,2.622e-05,0.62562,1.64224039141042,467989.468926554
"CANDIDATE",6267535,"K00660.01",0.017795401,59.17,1,1.305,273.1,6.484,0,-0.1386,4.987e-05,0.069225,5.83624224882795,868834.070981211
"CANDIDATE",6347299,"K00661.01",0.020161891,32.91,2,0.6511,372.6,6.331,0,-0.8733,0.0001885,0.10594,1.38596470111055,511785.257352941
"CANDIDATE",6347299,"K00661.02",0.014226035,11.75,2,0.6813,154.4,4.394,0,-0.6385,4.393e-05,1.1547,0.782990325683122,189826.104545455
"CANDIDATE",6365156,"K00662.01",0.018520392,65.89,1,0.9704,286.8,8.866,0,0.1677,-6.35e-05,0.16542,5.59312106959143,869314.520833333
"CANDIDATE",6425957,"K00663.01",0.025233677,97.56,2,0.4599,529.8,12.5,0,-0.629,0,0.033225,5.22625725914113,1359123.21428571
"CANDIDATE",6425957,"K00663.02",0.029682745,52.19,2,0.6381,686.5,12.29,0,-0.4796,0,0.0639,7.54171700203853,816004.619883041
"CANDIDATE",6442340,"K00664.01",0.015144972,37.68,3,0.5181,197.1,5.82,0,0.2597,-6.28e-05,0.06316,1.30050395867427,485876.097560975
"CANDIDATE",6442340,"K00664.02",0.010885094,22.33,3,0.666,99.76,4.524,0,-0.1059,7.388e-06,0.59819,0.792836605294867,286533.089041096
"CANDIDATE",6442340,"K00664.03",0.011041195,11.97,3,1.141,80.3,3.213,0,-1.084,9.079e-05,0.87665,1.97342409867054,157862.486792453
"CANDIDATE",6685609,"K00665.01",0.021965265,84.55,3,0.7268,405.2,9.296,0,0.2309,-5.461e-05,0.092819,6.23440307528932,1449007.35395189
"CANDIDATE",6685609,"K00665.02",0.010809969,35.04,3,0.692,95.97,3.969,0,-0.6837,7.783e-05,0.082453,1.89558395882615,584824.687933426
"CANDIDATE",6685609,"K00665.03",0.0098879723,20.59,3,1.195,87.83,3.664,0,-0.4478,4.572e-05,0.42905,1.08169923135553,394074.074766355
"CANDIDATE",6707835,"K00666.01",0.027453029,65.55,1,0.8186,588.8,12.26,0,0.3749,-2.545e-05,0.15759,8.72026571839642,923942.412280702
"CANDIDATE",6752502,"K00667.01",0.11370177,198.8,1,0.6321,9442,24.85,0,0.2595,-0.0002704,1.1285,55.3894744933104,2333404.36464088
"FALSE POSITIVE",6805146,"K00668.01",0.14864816,2656,1,1.328,24470,445.1,0,0.2251,0.001179,0.01644,843.316815061481,60992041.9075145
"FALSE POSITIVE",6960445,"K00669.01",0.04119031,70.46,1,2.357,684.9,27.39,0,32.68,-0.0164,6.7505,10.7097380302983,1767756.125
"CANDIDATE",7033671,"K00670.01",0.017193624,39.09,1,0.5729,243,6.773,0,0.04136,8.631e-06,0.052398,1.41127177307485,504344.258600237
"CANDIDATE",7040629,"K00671.01",0.014479916,36.79,4,0.6383,143.7,5.379,0,0.3327,-4.793e-05,0.055933,6.99699605572347,511154.555288462
"CANDIDATE",7040629,"K00671.02",0.011490832,22.08,4,1.577,120.1,4.035,0,0.41,-4.713e-05,0.73315,0.773671319931018,327139.084615385
"CANDIDATE",7040629,"K00671.03",0.01219981,15.87,4,0.01566,122.9,3.878,0,-0.3332,4.43e-05,0.4844,0.61820422895955,236265.966666667
"CANDIDATE",7040629,"K00671.04",0.010632916,14.74,4,0.7898,93.21,3.849,0,0.9063,-8.582e-05,0.75753,0.626600391337258,222660.832460733
"CANDIDATE",7115785,"K00672.01",0.032534686,66.88,3,1.109,989.6,16.6,0,0.3449,-0.0001923,0.041908,5.94985152136264,866685.081300813
"CANDIDATE",7115785,"K00672.02",0.026885166,50.31,3,0.6713,569.5,6.865,0,-0.3451,0.0002978,0.28991,5.2598725051089,672566.466876972
"FALSE POSITIVE",7115785,"K00672.03",0.0046798093,12.73,3,1.826,42.89,4.406,0,-1.338,4.049e-05,2.5006,0.548532578578662,178411.874476987
"CANDIDATE",7124613,"K00673.01",0.018188816,57.09,1,0.4561,275.2,6.663,0,-0.1754,1.016e-05,0.10556,3.8831925199369,1012468.19477435
"CANDIDATE",7277317,"K00674.01",0.038160014,151.5,1,1.573,1606,29.59,0,-0.2408,-3.452e-05,0.029187,7.36100579835318,2306355.53763441
"FALSE POSITIVE",7385509,"K00675.01",0.034165879,56.76,1,1.783,1254,15.48,0,8.946,-0.006026,15.173,122.670352743693,2149884.55
"CANDIDATE",7447200,"K00676.01",0.058141006,294.6,2,0.7472,3268,46.01,0,0.3368,-9.581e-05,0.035346,40.0271129339637,5861665.85034014
"CANDIDATE",7447200,"K00676.02",0.044217146,267,2,0.4301,1678,25.27,0,0.3656,-0.0001012,0.021008,21.9086029228633,4423331.8275154
"FALSE POSITIVE",7466863,"K00677.01",0.028638584,41.07,1,1.107,429.9,6.181,0,3.126,-0.001456,3.8669,6.97467333224011,557560.207253886
"CANDIDATE",7509886,"K00678.01",0.017387022,43.7,2,0.2528,224.7,7.192,0,-0.1815,6.799e-05,0.37697,1.88314943999924,752063.240418118
"CANDIDATE",7509886,"K00678.02",0.017326128,35.79,2,0.001388,219.4,5.13,0,-0.2116,7.559e-05,0.33303,1.32527254700592,609723.460451977
"CANDIDATE",7515212,"K00679.01",0.019619218,49.71,2,0.9756,333.4,9.541,0,-0.07839,4.291e-05,0.075855,5.82115496568864,795970.959409594
"CANDIDATE",7515212,"K00679.02",0.0077724346,9.269,2,1.582,50.67,2.817,0,0.5388,-2.539e-05,1.6089,0.549126481864324,142853.635761589
"CANDIDATE",7529266,"K00680.01",0.062890838,978.3,1,1.191,4283,129.5,0,0.04928,8.368e-05,0.0085645,93.3475927733402,14643150.5084746
"FALSE POSITIVE",7598128,"K00681.01",0.14715587,1177,1,2.277,19960,300.1,0,0.01812,0,0.0046363,834.954102903428,27204669.8113208
"CANDIDATE",7630229,"K00683.01",0.051604222,47.94,1,0.8296,2206,28.88,0,-0.3109,0.0004292,0.092647,12.0890241816204,669633.034055728
"CANDIDATE",7730747,"K00684.01",0.037112209,89.48,1,0.6036,790.1,8.623,0,0.2118,-6.037e-05,0.011095,14.5357262539003,1007271.43851508
"CANDIDATE",7764367,"K00685.01",0.017982271,61.31,1,0.6749,290.2,5.679,11,-0.4708,-0.0001809,0.1629,4.23793927045046,693668.405103668
"CANDIDATE",7906882,"K00686.01",0.11757904,799.6,1,0.7731,13760,225.3,0,-0.5669,0.0009867,0.011272,105.300124144919,11764680.0539084
"CANDIDATE",7976520,"K00687.01",0.019489768,36.52,1,0.6042,313.6,4.979,0,0.1432,3.273e-05,7.268,1.75233205220082,2230177.04081633
"CANDIDATE",8161561,"K00688.01",0.017257599,59.42,1,0.5359,256.4,5.767,5,0.3419,-9.317e-05,0.25635,1.97600610591364,780778.457446808
"CANDIDATE",8361905,"K00689.01",0.021987443,35.57,1,0.7913,406.1,7.216,0,0.1991,-4.071e-05,0.16718,2.66758781279632,344086.317829457
"FALSE POSITIVE",8409588,"K00690.01",0.040239598,256.3,1,0.5568,1590,19.97,0,0.06328,-0.0001277,0.26701,17.2125129007161,4353870.39215686
"CANDIDATE",8480285,"K00691.01",0.024657635,80.07,2,0.9188,629.2,14.41,0,-0.2176,8.597e-05,0.055966,2.61436352565133,1266807.38636364
"CANDIDATE",8480285,"K00691.02",0.011305937,16.67,2,2.509,112.9,4.481,0,-0.3756,3.24e-05,0.9802,0.906821904940476,256273.425287356
"CANDIDATE",8557374,"K00692.01",0.014590797,39.85,2,0.2467,172.5,3.742,2,0.2367,1.485e-05,0.24695,1.1449538306143,457920.471794872
"CANDIDATE",8557374,"K00692.02",0.02012707,34.79,2,0.04181,312.2,4.943,3,0.2712,1.704e-05,0.080024,0.99694501400942,402227.522522523
"CANDIDATE",8738735,"K00693.01",0.020290909,46.81,2,0.8247,360.9,7.721,0,-0.3119,0.0001358,0.062546,3.55364480909634,788700.754385965
"CANDIDATE",8738735,"K00693.02",0.017130116,23.4,2,0.7733,227.7,6.733,0,-1.512,0.0003878,0.049613,3.51221190034584,416255.648148148
"CANDIDATE",8802165,"K00694.01",0.031005724,87.37,1,0.8575,917.1,16.75,0,0.08386,1.864e-05,0.089287,6.2584541842732,1718202.78625954
"CANDIDATE",8805348,"K00695.01",0.024842625,71.81,1,0.7993,561,15.47,0,-0.03475,-8.281e-05,0.11553,3.72230267346654,943086.820083682
"CANDIDATE",8869680,"K00696.01",0.012548418,38.72,1,1.219,131.7,5.308,0,0.4847,8.896e-05,2.6611,2.77827350977208,256447.471590909
"CANDIDATE",8878187,"K00697.01",0.017407699,44.12,1,0.6424,461.5,5.354,0,-0.406,0.0001043,0.32536,2.75119471054564,691487.856049005
"FALSE POSITIVE",8891278,"K00698.01",0.13850043,490.7,1,0.9228,8278,90.79,0,-2.029,-0.01583,10.438,62.8593535915651,4559962.66397578
"FALSE POSITIVE",8908102,"K00699.01",0.10453887,431.9,1,1.44,3835,39.55,0,-0.03428,-0.0003865,0.038216,59.9173803511599,7150001.58478605
"CANDIDATE",8962094,"K00700.01",0.025745935,47.42,4,0.6435,538.5,11.64,0,-0.07627,1.297e-06,0.082476,3.75916558434563,602848.92
"CANDIDATE",8962094,"K00700.02",0.016588819,37.32,4,0.694,226.7,6.569,0,-0.7211,0.0001501,0.11435,1.63505403475971,469019.605809129
"CANDIDATE",8962094,"K00700.03",0.013967578,28,4,1.332,203.7,5.7,0,-0.01579,-1.147e-05,0.43458,0.658389794708261,347797.584615385
"CANDIDATE",8962094,"K00700.04",0.016669371,19.45,4,1.793,293.9,6.911,0,-0.1683,2.719e-05,0.4973,0.471341489395737,286162.297468354
"CANDIDATE",9002278,"K00701.01",0.031218393,82.21,5,0.6201,899,14.69,0,-0.5077,0.0001298,0.15927,2.87088746184487,1322149.24198251
"CANDIDATE",9002278,"K00701.02",0.023111808,64.76,5,0.5417,411,8.806,0,-0.3905,9.038e-06,0.11715,3.30758576351611,985864.173913044
"CANDIDATE",9002278,"K00701.03",0.027307417,36.89,5,1.681,689.7,13.4,0,-0.3614,-5.735e-06,0.19943,2.83442204812904,624652.341597796
"CANDIDATE",9002278,"K00701.04",0.021216424,14.59,5,2.925,491.1,7.367,0,-0.9612,0.0002781,0.84897,0.511797408715265,232562.015384615
"CANDIDATE",9002278,"K00701.05",0.0093464702,9.083,5,0.5653,69.59,3.657,0,-1.098,5.449e-05,1.1937,0.378853628782047,149668.498349835
"FALSE POSITIVE",9053112,"K00702.01",0.0073858146,14.34,1,3.373,196.6,13.52,0,6.615,-0.0003556,14.558,0.876828786582062,237211.403141361
"FALSE POSITIVE",9162741,"K00703.01",0.011727239,41.49,1,0.9409,145,4.951,0,1.117,-0.0001405,1.8363,1.31602552275589,636410.530726257
"CANDIDATE",9266431,"K00704.01",0.030077303,59.28,1,0.8038,671.7,10.36,0,-0.3716,0.0003884,0.13053,9.82961578675944,985336.357758621
"FALSE POSITIVE",9300285,"K00705.01",0.016287967,53.51,1,1.023,1174,10.76,0,7.797,0,4.1329,2.79604557284046,851923.016759777
"FALSE POSITIVE",9426071,"K00706.01",0.28279283,2053,1,2.227,42620,475.2,0,-0.08663,0.0009148,0.0076745,638.656107672615,33797364.7058824
"CANDIDATE",9458613,"K00707.01",0.027507034,81.89,5,1.458,752.8,15.93,0,-0.02972,-1.486e-05,0.12416,4.72578806585263,1455861.13924051
"CANDIDATE",9458613,"K00707.02",0.024826553,44.75,5,1.577,517.9,9.868,0,-0.0569,4.531e-06,0.12659,9.7216695788437,809950.774647887
"CANDIDATE",9458613,"K00707.03",0.022492675,42.79,5,1.399,417.5,9.315,0,0.4348,-0.0002123,0.13651,7.24380411683033,707774.476923077
"CANDIDATE",9458613,"K00707.04",0.016827887,39.64,5,0.4791,251.4,6.098,0,-0.4707,0.0001187,0.27624,1.43278356943078,610957.357237716
"CANDIDATE",9458613,"K00707.05",0.0091464096,15.15,5,0.01298,74.41,3.465,0,0.2672,-2.547e-05,0.31923,0.525659235358663,230026.47
"CANDIDATE",9530945,"K00708.01",0.025068087,63.1,2,1.159,562.2,9.342,0,0.006944,-0.0001917,0.03881,7.7208803714664,977312.542372881
"CANDIDATE",9530945,"K00708.02",0.018423371,45.86,2,0.8958,276.3,6.3,0,-0.2472,-2.141e-05,0.092263,4.30051428492283,655242.627840909
"CANDIDATE",9578686,"K00709.01",0.028978556,61.92,1,0.992,604.5,11.12,0,0.07567,1.393e-05,0.049957,13.0366676946308,852463.671586716
"CANDIDATE",9590976,"K00710.01",0.012666597,40.62,3,0.5744,145.9,21.74,0,0.03192,0.0001442,0.2325,1.28458353227414,556889.626955475
"CANDIDATE",9590976,"K00710.02",0.010747294,20.04,3,0.00546,97.29,5.336,0,0.7554,2.305e-05,0.62449,0.667099292606513,278781.5
"CANDIDATE",9590976,"K00710.03",0.0077538476,16.54,3,0.857,53.46,7.772,0,-0.4644,8.386e-05,1.1817,0.733656510224854,232549.698492462
"CANDIDATE",9597345,"K00711.01",0.028298339,59.19,3,1.585,812,15.04,0,0.3349,-0.0002098,0.16046,2.43628323522111,759713.67816092
"CANDIDATE",9597345,"K00711.02",0.01562037,43.62,3,0.01715,190.5,9.819,0,0.009313,1.497e-05,0.15668,1.70151032317917,501805.563991323
"CANDIDATE",9597345,"K00711.03",0.025316706,34.28,3,2.168,644.9,15.56,0,0.6039,-0.0003385,0.58204,2.08452381532316,436477.716981132
"FALSE POSITIVE",9640976,"K00712.01",0.012843087,31.16,1,1.522,191.1,4.28,0,-3.182,0.0004607,5.6456,1.00669722779323,465889.407035176
"FALSE POSITIVE",9640985,"K00713.01",0.016051609,55.72,1,1.558,543,6.807,0,-9.823,0.00222,5.8737,2.11969580007033,734179.096671949
"CANDIDATE",9702072,"K00714.01",0.030201888,162.2,1,0.4473,810.3,15.74,0,0.2809,-4.983e-05,0.021878,6.10616394148095,2749919.40828402
"FALSE POSITIVE",9834719,"K00715.01",0.092845025,901.2,1,0.6481,7597,67.26,0,-0.3504,0.0003058,0.012207,244.718569051759,18901952.6315789
"CANDIDATE",9846348,"K00716.01",0.059732526,118.1,1,0.8463,2155,27.22,0,0.00445,-0.0001006,0.26145,18.0836336744874,1427967.0030581
"CANDIDATE",9873254,"K00717.01",0.016973854,33.23,2,0.3593,243.7,5.822,0,-0.6455,0.000125,0.029697,0.998878202176013,413430.451327434
"CANDIDATE",9873254,"K00717.02",0.0055934096,12.67,2,8.41e-05,34.5,4.379,0,-0.68,1.958e-05,0.25755,0.333839632688092,155725.436666667
"CANDIDATE",9884104,"K00718.01",0.020825958,68.31,3,0.5632,363,10.44,0,-0.02254,3.284e-05,0.1178,4.41086481493724,1247001.44
"CANDIDATE",9884104,"K00718.02",0.02482967,50.17,3,1.458,550.8,9.992,0,-0.1206,0.0001026,0.10595,6.07298009330438,1053210.06756757
"CANDIDATE",9884104,"K00718.03",0.021680984,24.99,3,0.7211,328.3,7.004,0,-0.6199,0.0002546,0.23025,5.22481955796225,486601.33194589
"CANDIDATE",9950612,"K00719.01",0.026751271,84.69,4,0.4539,555.8,11.35,1,-0.4781,8.827e-05,0.10504,3.07333945977237,1363244.44767442
"CANDIDATE",9950612,"K00719.02",0.022193886,39.57,4,0.9809,377.1,12.08,0,-0.04599,-0.0001093,0.16265,4.45294941922713,749133.051118211
"CANDIDATE",9950612,"K00719.03",0.013952652,36.65,4,0.4157,148.8,5.154,8,-0.5463,3.44e-05,0.20594,0.923783846237275,577531.896551724
"CANDIDATE",9950612,"K00719.04",0.016960005,25.35,4,0.4814,199.7,5.893,1,0.1074,-8.726e-05,0.55523,3.43006115346368,450920.884615385
"CANDIDATE",9963524,"K00720.01",0.038493315,116.3,4,0.5192,1286,15.76,0,-0.2853,0.0001316,0.035081,8.97682673151593,2616491.11731844
"CANDIDATE",9963524,"K00720.02",0.034195429,70.28,4,0.5485,1094,11.75,0,-0.1828,-6.548e-06,0.10584,3.57420689876372,1637595.06993007
"CANDIDATE",9963524,"K00720.03",0.031323661,47.08,4,5.556e-05,940.7,10.9,0,0.08327,-0.0002792,0.11325,1.18213206003476,1033891.67770419
"CANDIDATE",9963524,"K00720.04",0.020987143,48.68,4,0.6037,383.9,6.35,0,-0.2689,3.18e-05,0.16737,1.68826614148044,1011559.28725702
"CANDIDATE",9964801,"K00721.01",0.017497741,42,1,1.26,262.3,6.698,0,-0.1083,-0.0001945,0.16771,2.68493392341692,730643.52574103
"CANDIDATE",9965439,"K00722.01",0.022800844,43.35,1,0.7211,446.5,11.4,0,-0.2762,6.639e-05,0.083923,4.93191008053939,582625.78358209
"CANDIDATE",10002866,"K00723.01",0.050518002,79.48,3,0.5246,2027,18.11,0,0.08146,-0.0003867,0.067669,11.1542814349662,1289499.80769231
"CANDIDATE",10002866,"K00723.02",0.037762477,85.84,3,0.4692,1236,14.77,0,0.005315,-0.0001439,0.050176,4.7353782541868,1435405.84097859
"CANDIDATE",10002866,"K00723.03",0.040644402,57.67,3,0.7382,1705,13.21,0,-0.1901,0.0001444,0.10592,2.44759952288654,1179339.62311558
"FALSE POSITIVE",10005020,"K00724.01",0.021609195,37.63,1,0.627,413.4,9.201,0,-14.94,0.006086,5.4751,2.04585316061881,419195.616071429
"FALSE POSITIVE",10068383,"K00725.01",0.1395109,245.8,1,1.62,10450,38.38,0,0.1879,0.0003075,0.24355,68.383567596952,6672407.37588652
"CANDIDATE",10157573,"K00726.01",0.044445323,56.26,1,1.265,1213,6.556,0,-0.0522,-7.459e-05,0.91097,7.88743538861812,683022.260869565
"FALSE POSITIVE",10191070,"K00727.01",0.013242097,14.27,1,2.184,1992,5.173,0,-1.286,0.0002157,3.0555,0.595659322156362,166308.320422535
"CANDIDATE",10221013,"K00728.01",0.10703899,286.3,1,0.7146,8006,37.53,0,-0.09404,-0.001125,0.022336,55.0156186712742,3551150.67669173
"FALSE POSITIVE",10225800,"K00729.01",0.038637835,70.04,1,0.3709,1967,8.319,0,3.101,-0.003695,2.0307,4.88801307811137,778328.02306425
"CANDIDATE",10227020,"K00730.01",0.036229949,29.36,4,2.788,724.1,6.036,0,0.2042,-0.0002885,0.14279,8.08545423403453,400674.127118644
"CANDIDATE",10227020,"K00730.02",0.029227213,17.93,4,3.293,501.4,4.723,0,0.6684,-0.0004226,0.69971,5.34469840463209,235222.268656716
"CANDIDATE",10227020,"K00730.03",0.018905913,15.51,4,1.998,342.1,4.732,0,-0.5689,0.000131,0.42056,0.792783313797355,214906.054545455
"CANDIDATE",10227020,"K00730.04",0.019902542,16.09,4,1.265,274.5,4.774,0,-0.1266,-1.214e-05,0.26951,4.86086907918751,200336.673728814
"FALSE POSITIVE",10259031,"K00731.01",0.0620167,61.76,1,1.265,2283,31.89,0,46.73,-0.06975,5.8649,7.37503021230424,905395.621414914
"CANDIDATE",10265898,"K00732.01",0.024659792,47.31,3,0.6027,1111,4.051,0,-0.05011,-4.824e-05,0.02876,1.93561252656187,582083.243243243
"CANDIDATE",10265898,"K00732.02",0.014649282,11.13,3,0.0009974,162.5,3.539,0,0.8291,-0.0001782,2.8483,0.387534465592856,155861.25
"CANDIDATE",10265898,"K00732.03",0.013806285,9.183,3,0.7172,127.1,4.228,0,-0.8295,0.0001035,1.2941,0.259922834999049,125016.781002639
"CANDIDATE",10271806,"K00733.01",0.043013664,63.57,4,0.6034,1493,8.694,0,0.1193,-0.0001833,0.052491,7.91324555105159,898626.812144213
"CANDIDATE",10271806,"K00733.02",0.036225428,40.08,4,0.4444,1197,5.984,0,-0.2661,0.0003539,0.13416,1.4801254564022,578235.970695971
"CANDIDATE",10271806,"K00733.03",0.023045768,23.17,4,0.2549,403.8,3.803,0,-0.5096,0.0002194,0.20092,1.23551431730389,322159.578231292
"CANDIDATE",10271806,"K00733.04",0.029282624,16.98,4,0.004717,791.1,4.015,0,-0.5224,0.0004552,0.18791,0.280000059564624,228779.975845411
"CANDIDATE",10272442,"K00734.01",0.033680108,49.69,2,1.251,1065,9.683,0,-0.3487,-0.000201,0.41159,5.80779327523414,614385.753246753
"CANDIDATE",10272442,"K00734.02",0.039862174,12.11,2,1.679,897.4,4.026,0,-1.128,0.0004482,0.50518,1.76895716342022,145561.498461538
"CANDIDATE",10287242,"K00735.01",0.058246776,41.12,1,2.422,2439,15.61,0,0.2484,0.0003235,0.1263,15.5903177141987,656401.925207756
"CANDIDATE",10340423,"K00736.01",0.041378744,36.66,3,0.6591,1430,9.328,0,0.4157,-0.000579,0.20226,2.97367682198223,379657.64
"CANDIDATE",10340423,"K00736.02",0.02636253,20.79,3,0.832,557.1,4.048,0,0.93,-0.0004979,0.15676,1.50185979895826,210921.546666667
"FALSE POSITIVE",10345478,"K00737.01",0.064414423,113.3,1,1.161,3184,16.96,0,0.2417,-0.0008886,0.12718,40.3500762068001,1467766.47058824
"CANDIDATE",10358759,"K00738.01",0.049165553,42.57,2,1.707,1127,9.652,0,0.9033,-0.001338,0.28139,6.51593200848251,554159.638273045
"CANDIDATE",10358759,"K00738.02",0.044191242,30.77,2,2.743,1028,5.614,0,0.8697,-0.0009964,0.23696,4.51201959005632,405910.017094017
"CANDIDATE",10386984,"K00739.01",0.027953895,60.42,1,0.253,684.9,5.132,0,-0.2928,-0.0001862,0.057969,1.78291640576146,774894.283387622
"CANDIDATE",10395381,"K00740.01",0.031834549,33.77,1,0.4888,825.8,5.837,0,0.6342,-0.0005387,0.062104,1.89661742658273,406067.145299145
"FALSE POSITIVE",10418797,"K00741.01",0.21935629,1080,1,1.65,37400,217.7,0,-0.04663,0.003544,0.024473,328.05092869768,13433275.9887006
"FALSE POSITIVE",10419211,"K00742.01",0.18792131,609.9,1,1.33,17520,92.9,0,-0.03815,0.0001174,0.012986,101.102129500408,7472117.58241758
"FALSE POSITIVE",10464078,"K00743.01",0.10336771,320.1,1,3.009,9709,49.47,0,-0.004851,-0.0001528,0.0093088,173.382967396935,8156732.70547945
"FALSE POSITIVE",10480982,"K00744.01",0.36781295,1806,2,1.754,72770,387.7,0,-0.2667,-0.001731,0.0058679,1067.86973176072,30570689.7435897
"FALSE POSITIVE",10480982,"K00744.02",0.011810632,13.03,2,1.887,132.1,3.303,0,1.33,-0.0001914,4.1678,0.917911613163388,189248.884920635
"FALSE POSITIVE",10485250,"K00745.01",0.094579794,237.6,1,1.48,9784,43.16,0,-0.2503,0.0008186,0.04031,47.251770402587,5007209.03361345
"CANDIDATE",10526549,"K00746.01",0.037598208,77.26,1,0.7407,1187,9.617,0,0.2019,0.0001896,0.059453,5.64117468509217,1042019.78165939
"CANDIDATE",10583066,"K00747.01",0.04359845,62.79,1,0.5386,1827,6.877,0,-0.2357,-0.0001026,0.11118,1.38103835435065,819575.428082192
"FALSE POSITIVE",10583180,"K00748.01",0.020433674,37.88,1,1.644,406.8,5.508,0,-0.5306,0.0001937,2.4395,2.69729631788353,468668.166666667
"CANDIDATE",10601284,"K00749.01",0.031408864,54.58,3,0.7583,795.7,6.037,0,-0.3835,0.0003006,0.041624,4.59919974701923,570689.904648391
"CANDIDATE",10601284,"K00749.02",0.021119839,24.9,3,0.4233,334.3,4.512,1,0.3786,-0.0001336,0.41629,1.92536276833626,264536.436464088
"CANDIDATE",10601284,"K00749.03",0.015405105,9.95,3,0.005208,186.9,4.434,0,-0.1284,2.119e-05,0.17917,0.476645203991475,111092.700696056
"CANDIDATE",10662202,"K00750.01",0.032346076,27.96,4,0.6089,810,5.912,0,-0.2572,1.019e-06,0.10948,3.29345914191154,402765.62184874
"CANDIDATE",10662202,"K00750.02",0.013418847,9.483,4,0.9933,209.6,3.369,0,-0.8746,0.0001019,0.64955,0.268130754229379,129188.509433962
"CANDIDATE",10662202,"K00750.03",0.017124712,9.233,4,1.016,209.8,2.826,0,-0.0899,-4.147e-05,1.191,0.293865531806795,135393.093220339
"CANDIDATE",10682541,"K00751.01",0.037022502,26.87,1,0.6344,906.1,4.133,0,-0.1667,8.781e-06,0.22022,7.67440630053251,360500.932330827
