"koi_disposition","kepid","kepoi_name","tce_duration","tce_fwm_pdeco","tce_dicco_mra"
"FALSE POSITIVE",8356054,"K03424.01",2,-0.03722,0.0011228
"CANDIDATE",9117416,"K03425.01",7.339,-9.874e-06,0.5161
"CANDIDATE",9117416,"K03425.02",3.73,4.62e-05,-0.45246
"CANDIDATE",9117416,"K03425.03",2.955,-5.633e-05,-2.4385
"FALSE POSITIVE",5900235,"K03426.01",7.776,5.953e-06,1.268
"FALSE POSITIVE",9907505,"K03427.01",6.279,-0.2358,0.045384
"CANDIDATE",9027909,"K03428.01",7.948,4.057e-07,0.77264
"CANDIDATE",9230021,"K03429.01",4.337,7.318e-05,-0.11016
"CANDIDATE",9230021,"K03429.02",3.957,-0.0004679,1.3351
"CANDIDATE",7697103,"K03430.01",5.169,0.0007893,1.3036
"FALSE POSITIVE",9267996,"K03431.01",7.699,0.0002745,1.4689
"CANDIDATE",8738775,"K03432.01",8.24,0.0002065,0.57369
"CANDIDATE",7093401,"K03433.01",1.326,-0.000334,-0.20131
"CANDIDATE",8628665,"K03434.01",2.983,0.0002745,1.5455
"FALSE POSITIVE",3945802,"K03435.01",4.356,-0.0004366,-2.3056
"CANDIDATE",6265665,"K03436.01",4.892,1.953e-05,-1.1515
"CANDIDATE",4645174,"K03437.01",5.882,-8.902e-05,0.17227
"CANDIDATE",4645174,"K03437.02",3.468,0.0003271,0.070941
"CANDIDATE",6599975,"K03438.01",4.727,-9.192e-05,0.091449
"CANDIDATE",4282191,"K03439.01",8.506,8.768e-05,0.17788
"FALSE POSITIVE",3559860,"K03440.01",7.145,-0.0006382,-0.12805
"FALSE POSITIVE",3559860,"K03440.02",4.655,-0.001591,-0.56769
"FALSE POSITIVE",10651945,"K03441.01",5.945,-0.00753,-0.0059009
"FALSE POSITIVE",9837586,"K03442.01",7.889,0.2272,0.025761
"CANDIDATE",7288306,"K03443.01",7.525,0.0002409,-0.067981
"CANDIDATE",5384713,"K03444.01",1.711,-0.001247,0.015756
"FALSE POSITIVE",5384713,"K03444.02",1.563,-6.1e-05,-0.31227
"CANDIDATE",5384713,"K03444.03",2.734,-0.0002411,0.22451
"FALSE POSITIVE",5384713,"K03444.04",7.332,-0.00065,1.1439
"CANDIDATE",11860395,"K03445.01",15.05,5.104e-05,0.27281
"FALSE POSITIVE",2852528,"K03446.01",3.426,-0.0007408,0
"CANDIDATE",3348216,"K03448.01",3.753,-0.0001976,-0.10711
"FALSE POSITIVE",10798838,"K03449.01",5.23,0.001246,-0.020498
"FALSE POSITIVE",8560940,"K03450.01",11.66,-0.0002728,-2.552
"CANDIDATE",10793576,"K03451.01",3.134,2.541e-05,0.42535
"FALSE POSITIVE",7021177,"K03452.01",2,-0.02252,-0.015056
"FALSE POSITIVE",4932689,"K03453.01",5.847,0.02153,-3.7868
"FALSE POSITIVE",7122259,"K03454.01",8.073,0,0.0064884
"CANDIDATE",6947668,"K03455.01",4.239,3.3e-05,0.3057
"CANDIDATE",6364582,"K03456.01",4.213,6.209e-05,-0.39086
"FALSE POSITIVE",9834257,"K03457.01",5.636,0.02798,1.5542
"CANDIDATE",6118370,"K03458.01",7.113,0.0001147,-0.2153
"CANDIDATE",2717158,"K03459.01",4.412,0.0003041,-0.25512
"CANDIDATE",9664276,"K03460.01",11.58,0.0002393,-0.052728
"FALSE POSITIVE",2437112,"K03461.01",4.906,0.006533,5.9345
"FALSE POSITIVE",2437112,"K03461.02",3.938,0.004629,5.2363
"CANDIDATE",9967009,"K03462.01",8.095,-0.0001931,0.021973
"CANDIDATE",9967009,"K03462.02",10.11,0.0004002,0.89498
"CANDIDATE",5294945,"K03463.01",7.232,5.616e-05,1.0343
"FALSE POSITIVE",11874338,"K03464.01",3.462,-4.942e-05,0.13369
"CANDIDATE",9763612,"K03465.01",3.528,9.429e-05,0.035053
"FALSE POSITIVE",9468384,"K03466.01",6.635,-0.4031,1.9743
"FALSE POSITIVE",7121885,"K03467.01",7.044,0.01772,0.022434
"CANDIDATE",5213404,"K03468.01",8.858,0.0001006,0.41455
"CANDIDATE",4844470,"K03469.01",7.148,-0.0002878,-0.022835
"CANDIDATE",9995771,"K03470.01",6.663,0.0004649,-0.47611
"CANDIDATE",9995771,"K03470.02",6.427,-0.000429,-0.37577
"FALSE POSITIVE",11875511,"K03471.01",3.507,0.002041,-0.25487
"CANDIDATE",9536108,"K03472.01",2.057,-0.0004346,-1.1727
"CANDIDATE",8905246,"K03473.01",1.993,0.0001739,-0.11233
"CANDIDATE",5213230,"K03474.01",8.363,-0.0001098,-0.4227
"FALSE POSITIVE",5986209,"K03476.01",2.5,0.4736,0.14998
"FALSE POSITIVE",9226339,"K03477.01",4.37,-0.0007415,0.41689
"CANDIDATE",7742408,"K03478.01",4.693,0.0003175,0.060089
"FALSE POSITIVE",6525209,"K03479.01",20.85,0.0358,-0.015065
"FALSE POSITIVE",6525209,"K03479.02",9.04,0.01032,0.01675
"CANDIDATE",9843517,"K03480.01",5.333,0.0001965,-0.37977
"CANDIDATE",8812045,"K03481.01",12.26,9.326e-05,0.37858
"CANDIDATE",7288444,"K03482.01",5.448,-7.026e-05,0.060517
"CANDIDATE",3101923,"K03483.01",6.548,0.0002149,-0.86438
"CANDIDATE",10881457,"K03484.01",10.45,-0.0003423,-0.35579
"FALSE POSITIVE",5471289,"K03485.01",23.57,-0.0002739,-1.5562
"CANDIDATE",8121328,"K03486.01",10.26,2.511e-05,-0.045666
"FALSE POSITIVE",9783760,"K03487.01",3.283,0.1673,2.2611
"FALSE POSITIVE",9528430,"K03489.01",19.72,0.00175,0.041162
"FALSE POSITIVE",8882847,"K03490.01",8.398,0.0002916,5.0863
"FALSE POSITIVE",12164634,"K03491.01",11.34,-0.000449,-0.0092995
"FALSE POSITIVE",5193077,"K03492.01",3.951,-0.004496,0.79226
"CANDIDATE",8880123,"K03493.01",7.32,0.0001668,-0.4978
"CANDIDATE",8231667,"K03494.01",2.018,0.0007147,0.24713
"CANDIDATE",9474756,"K03495.01",6.027,-9.548e-05,-0.42526
"CANDIDATE",9474756,"K03495.02",3.722,-0.000382,0.36431
"CANDIDATE",7517261,"K03496.01",8.349,-9.411e-05,-0.21842
"CANDIDATE",7517261,"K03496.02",6.32,1.84e-05,0.44076
"CANDIDATE",8424002,"K03497.01",2.371,5.896e-05,-0.048527
"FALSE POSITIVE",8635938,"K03498.01",18.28,-0.0002197,0.63305
"FALSE POSITIVE",5471688,"K03499.01",25.91,-0.0008708,-0.83525
"CANDIDATE",6058816,"K03500.01",13.64,-5.691e-05,-0.53056
"CANDIDATE",6058816,"K03500.02",4.985,-4.915e-05,0.29306
"FALSE POSITIVE",6286161,"K03501.01",5.969,-0.2159,5.109
"FALSE POSITIVE",5385471,"K03502.01",24.35,0.0007852,-1.1687
"CANDIDATE",6368175,"K03503.01",5.497,-0.0001897,-1.0454
"FALSE POSITIVE",5471158,"K03504.01",24.03,-0.0004668,-1.36
"FALSE POSITIVE",4847843,"K03505.01",5.896,0.08775,0
"FALSE POSITIVE",8719419,"K03506.01",3.116,-0.0002114,0.015738
"CANDIDATE",6697817,"K03508.01",5.986,0.0004715,5.2007
"FALSE POSITIVE",3439096,"K03509.01",4.635,0.0002766,-3.437
"FALSE POSITIVE",9028474,"K03510.01",7.485,-0.1412,0.014304
"FALSE POSITIVE",3644542,"K03511.01",17.67,-0.09324,-0.40178
"FALSE POSITIVE",6182849,"K03512.01",3,0,0.066304
"FALSE POSITIVE",9851142,"K03513.01",7.443,-0.3099,4.1404
"FALSE POSITIVE",7117003,"K03514.01",15,-0.002133,0.0029711
"FALSE POSITIVE",3240159,"K03515.01",6.155,-0.1047,0.035143
"FALSE POSITIVE",9658118,"K03516.01",12,-0.002065,0.005911
"FALSE POSITIVE",7132542,"K03517.01",12,0.03727,-0.0099334
"FALSE POSITIVE",8589754,"K03518.01",6.256,0.1125,-0.0045868
"CANDIDATE",3757590,"K03520.01",3.5,0.03672,-0.0011043
"FALSE POSITIVE",5456023,"K03521.01",3.5,-0.1072,0.00025742
"CANDIDATE",12021387,"K03522.01",9.882,-0.03001,2.2091
"FALSE POSITIVE",8044608,"K03523.01",10.41,0.0001193,-7.5981e-05
"FALSE POSITIVE",8760135,"K03524.01",12,0.02466,0.0029704
"FALSE POSITIVE",4073707,"K03525.01",7.877,0.05698,-9.0777
"FALSE POSITIVE",10292238,"K03526.01",11.4,-0.01484,0.0037756
"FALSE POSITIVE",8733497,"K03527.01",5.163,0.06174,0.0080196
"FALSE POSITIVE",4255422,"K03528.01",13.6,0.0002637,-0.01144
"FALSE POSITIVE",9837544,"K03529.01",4.5,0.6105,0.78549
"FALSE POSITIVE",7877824,"K03530.01",3.5,0.006441,3.0524
"FALSE POSITIVE",6947164,"K03531.01",8.84,0.00209,0.0027581
"FALSE POSITIVE",10748621,"K03532.01",12,-0.4087,-0.045143
"FALSE POSITIVE",4824268,"K03533.01",26.81,0.00293,0.036712
"FALSE POSITIVE",6431670,"K03534.01",4.5,0.02406,-0.034515
"FALSE POSITIVE",7376500,"K03535.01",4.729,0,4.9669
"FALSE POSITIVE",7987086,"K03536.01",12.23,-0.001058,0.0020847
"FALSE POSITIVE",7374746,"K03537.01",3.408,-0.3223,0.068252
"FALSE POSITIVE",8668810,"K03538.01",9,0.09077,0.047761
"FALSE POSITIVE",8868907,"K03539.01",8.512,0.0001004,-0.034575
"CANDIDATE",8868364,"K03541.01",8.602,0.003877,-0.0060498
"FALSE POSITIVE",3964545,"K03542.01",3.317,0.01977,-4.845
"FALSE POSITIVE",9656397,"K03543.01",7.5,-0.04275,0.013225
"FALSE POSITIVE",3735629,"K03544.01",2.5,-0.2642,-4.457
"FALSE POSITIVE",8244173,"K03545.01",1.5,0,-0.020921
"FALSE POSITIVE",7287391,"K03546.01",2.642,0.03058,0.0043894
"FALSE POSITIVE",6756202,"K03547.01",12.03,-0.004704,-0.035927
"FALSE POSITIVE",10215869,"K03548.01",4.37,-0.116,-0.21705
"FALSE POSITIVE",2307206,"K03549.01",12,0.1032,0.014414
"FALSE POSITIVE",7025540,"K03550.01",2.961,0.1685,0.041522
"FALSE POSITIVE",7620844,"K03551.01",8.547,-0.07698,0.05354
"FALSE POSITIVE",6233466,"K03552.01",8.244,0.0005509,-3.2025
"FALSE POSITIVE",11249624,"K03553.01",5.031,-0.0001712,-0.0075939
"CANDIDATE",6426592,"K03554.01",3,-5.79e-05,-0.0083895
"FALSE POSITIVE",8491745,"K03555.01",22.98,4.378e-05,0.0022749
"FALSE POSITIVE",3970117,"K03556.01",16.52,0.03303,-0.098623
"FALSE POSITIVE",5534965,"K03557.01",10.88,0.0006052,-0.0033987
"FALSE POSITIVE",9965206,"K03558.01",5.11,-0.074,0.13205
"FALSE POSITIVE",4848423,"K03560.01",5.769,0,-0.015647
"FALSE POSITIVE",11403216,"K03561.01",4.062,-0.1675,0.050482
"FALSE POSITIVE",9948002,"K03562.01",17.84,-0.000259,0.0044754
"FALSE POSITIVE",5264304,"K03563.01",8.282,-0.2585,0.12742
"FALSE POSITIVE",10960995,"K03564.01",3.362,0,4.6704
"FALSE POSITIVE",9592575,"K03565.01",5.974,-0.2109,-1.0101
"FALSE POSITIVE",7898576,"K03566.01",9.772,0.0132,0.034671
"FALSE POSITIVE",11671429,"K03567.01",31.9,0,0.031779
"FALSE POSITIVE",9773869,"K03568.01",6.314,0.1442,1.5439
"FALSE POSITIVE",6707942,"K03569.01",2.781,-0.005072,-0.119
"FALSE POSITIVE",5023948,"K03570.01",4.235,0,0.12203
"FALSE POSITIVE",5113053,"K03571.01",2.5,0,-0.012311
"CANDIDATE",4743508,"K03572.01",2.272,0.0125,-3.6544
"FALSE POSITIVE",10068919,"K03573.01",3.692,-0.001461,-0.0028086
"FALSE POSITIVE",7353970,"K03574.01",10.03,-0.06276,-0.75981
"FALSE POSITIVE",12316447,"K03575.01",3.5,-0.07467,0.10314
"FALSE POSITIVE",10491554,"K03576.01",8.421,0.09571,3.6673
"FALSE POSITIVE",9785454,"K03577.01",15.36,-0.004236,0.018057
"FALSE POSITIVE",10464666,"K03578.01",5.295,-0.0004439,0.0016595
"FALSE POSITIVE",5024292,"K03579.01",5.908,0.1663,0.49938
"FALSE POSITIVE",4659255,"K03580.01",9.727,-0.003237,0.014172
"FALSE POSITIVE",8263746,"K03581.01",3,0,-5.1913
"FALSE POSITIVE",3428468,"K03582.01",7.712,-0.004703,-0.036426
"FALSE POSITIVE",5130740,"K03583.01",6.646,-0.03001,0.0073286
"FALSE POSITIVE",9892471,"K03584.01",3.469,-0.0003351,-0.005839
"FALSE POSITIVE",2019076,"K03585.01",3.853,0.008215,0.003325
"FALSE POSITIVE",7376490,"K03586.01",4.373,0.0168,5.2334
"FALSE POSITIVE",11968513,"K03587.01",1.848,0,-0.40575
"FALSE POSITIVE",9656543,"K03588.01",3.277,0.1235,-0.0020479
"FALSE POSITIVE",10751515,"K03589.01",13.41,-0.06699,0.048776
"FALSE POSITIVE",3348093,"K03590.01",2.5,0.008523,-0.010416
"FALSE POSITIVE",6182846,"K03591.01",4.98,-0.7533,0.022695
"FALSE POSITIVE",9851126,"K03592.01",7.446,-0.0008748,0.018866
"FALSE POSITIVE",3442054,"K03593.01",12.76,0.0002266,0.0010802
"FALSE POSITIVE",4079530,"K03594.01",4.143,0.2356,-1.4715
"FALSE POSITIVE",10677186,"K03595.01",9.751,-0.001719,-0.022125
"FALSE POSITIVE",9025914,"K03596.01",4.832,0.2285,-2.4129
"FALSE POSITIVE",9366988,"K03597.01",2.205,0,-0.24296
"FALSE POSITIVE",2437149,"K03598.01",6,0.06811,-3.867
"FALSE POSITIVE",9715925,"K03599.01",2.495,0.01322,0.042691
"FALSE POSITIVE",9529733,"K03600.01",7.833,-0.00031,0.31397
"FALSE POSITIVE",9613070,"K03601.01",2.988,-0.0012,0.02975
"FALSE POSITIVE",10845188,"K03602.01",8.31,-0.0003703,0.010142
"FALSE POSITIVE",5730394,"K03603.01",7.207,0.1178,0.092876
"FALSE POSITIVE",6956216,"K03604.01",6.208,0.01871,-0.048803
"FALSE POSITIVE",6137704,"K03605.01",5.873,0.001566,0.19591
"FALSE POSITIVE",10275074,"K03606.01",4.413,0.0007881,-0.016628
"FALSE POSITIVE",9110346,"K03607.01",1.5,0,-1.76
"FALSE POSITIVE",10259301,"K03608.01",4.341,-0.00447,-0.1137
"FALSE POSITIVE",6233903,"K03609.01",6.616,-0.2092,1.2701
"FALSE POSITIVE",7212066,"K03610.01",2.865,0.02248,0.44813
"FALSE POSITIVE",6675060,"K03611.01",3.964,0.2442,0.2624
"FALSE POSITIVE",10518735,"K03612.01",4.599,0.239,2.0658
"FALSE POSITIVE",6546508,"K03613.01",3.577,-3.054e-05,-10.035
"FALSE POSITIVE",9886224,"K03614.01",2.565,0,-0.022049
"FALSE POSITIVE",3735634,"K03615.01",4.235,-0.1206,-4.4474
"FALSE POSITIVE",6058875,"K03616.01",2.589,0.2571,-0.35048
"FALSE POSITIVE",10735564,"K03617.01",4.273,-0.08205,-0.53876
"FALSE POSITIVE",9636559,"K03618.01",5.181,0.06515,-7.5345
"FALSE POSITIVE",8095110,"K03619.01",6.696,0.0779,-4.3374
"FALSE POSITIVE",11499263,"K03620.01",3.565,0.001094,-0.033433
"FALSE POSITIVE",9775253,"K03621.01",3.142,-0.006933,-0.011722
"FALSE POSITIVE",6677267,"K03622.01",2.498,0.1014,-1.8413
"FALSE POSITIVE",7732791,"K03623.01",2.184,0.001797,-0.025454
"FALSE POSITIVE",8177798,"K03624.01",3.382,-0.001079,0.013441
"FALSE POSITIVE",10489521,"K03625.01",2.5,0.4907,-2.4582
"FALSE POSITIVE",12643582,"K03626.01",4.103,0.1129,-2.9105
"FALSE POSITIVE",10091110,"K03627.01",3.63,0.00504,-0.0010436
"FALSE POSITIVE",10091110,"K03627.02",3.928,0.002896,-0.083222
"FALSE POSITIVE",3542574,"K03628.01",3.5,0,0
"FALSE POSITIVE",3544694,"K03629.01",3.682,-0.09485,1.2207
"FALSE POSITIVE",10259029,"K03630.01",3.384,-0.1389,-0.89668
"FALSE POSITIVE",8299947,"K03631.01",4.639,-0.05579,-10.732
"FALSE POSITIVE",3335813,"K03632.01",3.442,0.01414,0
"FALSE POSITIVE",11858741,"K03633.01",3.101,-0.1033,-0.15922
"FALSE POSITIVE",6363494,"K03634.01",3.319,-0.0006639,0.012498
"FALSE POSITIVE",3327992,"K03635.01",6.331,0,0
"FALSE POSITIVE",5649206,"K03636.01",5.087,-0.08167,-7.2228
"FALSE POSITIVE",5193384,"K03637.01",15,-0.4249,-0.036676
"FALSE POSITIVE",5181804,"K03638.01",2.561,0.01822,-8.7561
"FALSE POSITIVE",10491544,"K03639.01",8.146,0.1098,3.6393
"FALSE POSITIVE",8052474,"K03640.01",14.41,1.658e-05,-0.028182
"FALSE POSITIVE",3534118,"K03641.01",2.94,0.001915,-0.35497
"FALSE POSITIVE",3534118,"K03641.02",20.42,0.0001891,1.2762
"FALSE POSITIVE",2441161,"K03642.01",3.067,0.04592,1.0082
"FALSE POSITIVE",3231120,"K03643.01",3.898,0.02099,-4.2007
"FALSE POSITIVE",12216706,"K03644.01",4.031,0.02167,0.079052
"FALSE POSITIVE",5816806,"K03645.01",4.955,-0.0195,-2.6069
"FALSE POSITIVE",6531496,"K03646.01",4.973,0,0.38548
"FALSE POSITIVE",6531496,"K03646.02",4.806,0,1.7647
"FALSE POSITIVE",9661869,"K03647.01",3.555,0.09882,-0.24512
"FALSE POSITIVE",3097352,"K03648.01",4.412,0.01508,0
"FALSE POSITIVE",6066379,"K03649.01",4.061,0,-8.7092
"FALSE POSITIVE",6227560,"K03650.01",2.193,-0.00284,0.069902
"FALSE POSITIVE",5866104,"K03651.01",5.576,-0.009974,6.985
"FALSE POSITIVE",8256044,"K03652.01",3.458,-0.01137,-4.3108
"FALSE POSITIVE",8780968,"K03653.01",9.691,0,0
"FALSE POSITIVE",6960446,"K03654.01",5.552,-0.02594,-0.13835
"FALSE POSITIVE",8264097,"K03655.01",3.455,-0.3509,-0.12261
"FALSE POSITIVE",6312521,"K03656.01",3.064,-0.06053,-3.7981
"FALSE POSITIVE",4579321,"K03657.01",2.686,0,10.607
"FALSE POSITIVE",1575690,"K03658.01",1.956,-0.002074,1.271
"FALSE POSITIVE",4386047,"K03659.01",3.749,0.02332,-10.296
"FALSE POSITIVE",5103998,"K03660.01",2.354,0.03087,-0.014536
"FALSE POSITIVE",7910148,"K03661.01",3.18,0.06524,-1.5851
"FALSE POSITIVE",12459731,"K03662.01",4.639,0.06573,-0.20795
"CANDIDATE",12735740,"K03663.01",10.83,2.971e-05,-0.0081752
"FALSE POSITIVE",4678875,"K03664.01",3.5,-5.989,0.93199
"FALSE POSITIVE",7812175,"K03665.01",3.726,-0.04045,-2.4615
"FALSE POSITIVE",7708193,"K03666.01",7.065,0.02295,-1.2962
"FALSE POSITIVE",11200767,"K03667.01",2.82,0.002368,3.8777
"FALSE POSITIVE",8589731,"K03668.01",5.675,0.02423,9.9096
"FALSE POSITIVE",4356766,"K03669.01",5.399,-0.7368,0.98778
"FALSE POSITIVE",2167890,"K03670.01",2.739,0.004302,0.98695
"FALSE POSITIVE",10383696,"K03671.01",4.342,-0.05636,9.4849
"FALSE POSITIVE",9777090,"K03672.01",3.772,0.2807,0
"FALSE POSITIVE",11455484,"K03673.01",6.252,0.02081,-7.7295
"FALSE POSITIVE",2446623,"K03674.01",4.505,0.004554,0.033528
"FALSE POSITIVE",9596089,"K03675.01",2.327,-0.3037,0.052979
"FALSE POSITIVE",5738506,"K03676.01",4.5,-0.2902,4.8243
"FALSE POSITIVE",3340313,"K03677.01",5.323,0.08242,-0.013068
"CANDIDATE",4150804,"K03678.01",10.95,6.803e-05,0.011622
"FALSE POSITIVE",5021174,"K03679.01",2,-0.1372,-0.39786
"CANDIDATE",9025971,"K03680.01",6.778,-0.0004517,0.017668
"CANDIDATE",2581316,"K03681.01",21.32,-6.196e-05,-0.025044
"CANDIDATE",2581316,"K03681.02",3.827,-0.000105,0.18532
"FALSE POSITIVE",8621353,"K03682.01",6.11,0.03343,7.3394
"CANDIDATE",10795103,"K03683.01",16.24,-3.199e-05,0.024872
"FALSE POSITIVE",9394601,"K03684.01",3.031,-0.00103,0.0013257
"FALSE POSITIVE",8494410,"K03685.01",4.562,-0.000619,-0.018765
"CANDIDATE",8494410,"K03685.02",6.384,0.0001188,-0.035043
"FALSE POSITIVE",9719636,"K03686.01",2.916,0.05656,0.57451
"FALSE POSITIVE",2452440,"K03687.01",5.749,0.01719,-5.3293
"FALSE POSITIVE",5020034,"K03688.01",5.874,0.05831,-5.3013
"CANDIDATE",7017372,"K03689.01",3.407,-0.0001846,-0.016031
"FALSE POSITIVE",9715939,"K03690.01",3.258,0.004078,-0.13428
"FALSE POSITIVE",4751083,"K03691.01",3.304,-0.06506,-0.89084
"CANDIDATE",5903301,"K03692.01",1.97,-0.0005566,-7.3218
"FALSE POSITIVE",7695087,"K03693.01",4.021,0.04132,0.22866
"FALSE POSITIVE",6200709,"K03694.01",3.559,-0.003616,-6.6924
"FALSE POSITIVE",8043052,"K03695.01",1.724,0.0004491,-0.034689
"FALSE POSITIVE",5435816,"K03696.01",5.701,-0.001154,-0.0026786
"FALSE POSITIVE",8559589,"K03697.01",8.988,0.0006492,0.059136
"FALSE POSITIVE",4372765,"K03698.01",6.592,0,-1.8407
"FALSE POSITIVE",2438490,"K03699.01",4.301,-0.001798,0.65252
"FALSE POSITIVE",3838496,"K03700.01",7.782,0.01921,10.235
"FALSE POSITIVE",6470521,"K03701.01",6.689,0,-2.2305
"FALSE POSITIVE",2449090,"K03702.01",4.508,-0.06332,7.4794
"FALSE POSITIVE",5652260,"K03703.01",4.229,-0.01955,0.039267
"FALSE POSITIVE",2569494,"K03704.01",4.773,0,-0.62287
"FALSE POSITIVE",6470516,"K03705.01",4.5,0,-2.2759
"FALSE POSITIVE",7770471,"K03706.01",1.5,0,-0.0012987
"FALSE POSITIVE",5130380,"K03707.01",10.56,-0.01609,3.1643
"FALSE POSITIVE",6314173,"K03708.01",3.5,0,-3.6881
"FALSE POSITIVE",2576107,"K03709.01",5.988,0.02566,-0.33051
"FALSE POSITIVE",9532421,"K03710.01",2.198,-0.029,-0.42677
"FALSE POSITIVE",5653849,"K03711.01",38.47,-0.04754,-2.4017
"FALSE POSITIVE",2437060,"K03712.01",6.977,0.009735,5.3947
"FALSE POSITIVE",8127648,"K03713.01",2.406,-0.07658,7.4134
"FALSE POSITIVE",11564013,"K03714.01",0.9432,0.003864,0.10589
"FALSE POSITIVE",4937143,"K03715.01",5.32,-0.01008,0.021315
"FALSE POSITIVE",8719324,"K03716.01",2.166,6.79e-05,0.12879
"FALSE POSITIVE",8719324,"K03716.02",7.216,1.914e-05,-0.18606
"FALSE POSITIVE",11241814,"K03717.01",5.44,-0.002535,-0.049929
"FALSE POSITIVE",5036537,"K03718.01",2.339,-0.3866,0.31771
"FALSE POSITIVE",9837083,"K03719.01",1.277,0.007381,-0.71893
"FALSE POSITIVE",10735331,"K03720.01",6.483,-0.00028,0.017373
"FALSE POSITIVE",7763269,"K03721.01",2.913,7.07e-06,-0.011799
"FALSE POSITIVE",8365739,"K03722.01",5.04,-0.001076,-0.064877
"FALSE POSITIVE",5471606,"K03723.01",3.778,0,10.089
"FALSE POSITIVE",11200405,"K03724.01",3.538,-0.000631,0
"FALSE POSITIVE",3459199,"K03725.01",3.125,-8.684e-05,0.52895
"FALSE POSITIVE",6973796,"K03726.01",2.51,0.009906,-2.6747
"CANDIDATE",7515679,"K03728.01",2.589,3.398e-05,-0.013786
"FALSE POSITIVE",9674592,"K03729.01",5.496,0.111,2.6176
"FALSE POSITIVE",9674592,"K03729.02",7.152,0.1016,2.6057
"FALSE POSITIVE",10879213,"K03730.01",1.5,-1.709,4.473
"FALSE POSITIVE",5650314,"K03731.01",3.885,0.05467,0.26209
"FALSE POSITIVE",8302302,"K03732.01",2.5,0,-4.5137
"FALSE POSITIVE",9655858,"K03733.01",5.466,0.3247,-2.4465
"FALSE POSITIVE",10275880,"K03734.01",18.25,0.2879,0
"FALSE POSITIVE",2166200,"K03735.01",3.57,0.01143,-7.2911
"FALSE POSITIVE",3547315,"K03736.01",2.053,-0.01385,2.3329
"FALSE POSITIVE",6933781,"K03737.01",4.195,0.003565,-1.7596
"FALSE POSITIVE",5478083,"K03738.01",5.246,0.392,1.4867
"FALSE POSITIVE",10857342,"K03739.01",5,0,0.00036463
"FALSE POSITIVE",5215700,"K03740.01",2.5,0,-0.12179
"FALSE POSITIVE",8780959,"K03741.01",8.68,0,8.077
"FALSE POSITIVE",8780959,"K03741.02",2.861,0,-0.3219
"CANDIDATE",8780959,"K03741.03",4.901,0,-0.46024
"FALSE POSITIVE",8780959,"K03741.04",3.5,0,7.6598
"FALSE POSITIVE",5565486,"K03742.01",3.5,0.113,-10.875
"FALSE POSITIVE",4935914,"K03743.01",2.81,-0.001214,-9.5751
"FALSE POSITIVE",11303811,"K03744.01",0.9873,0.009215,0.049235
"FALSE POSITIVE",2437783,"K03745.01",4.125,0.0251,-1.0314
"FALSE POSITIVE",12062660,"K03746.01",6.793,0.01474,-5.9576
"FALSE POSITIVE",9777087,"K03747.01",3.361,0.1519,2.6419
"FALSE POSITIVE",4247807,"K03748.01",7.828,0.04681,-3.2076
"FALSE POSITIVE",11547869,"K03749.01",1.733,0.01141,0.079598
"FALSE POSITIVE",7700590,"K03750.01",4.785,0,0
"FALSE POSITIVE",9053086,"K03751.01",2.508,-0.001871,-0.18972
"FALSE POSITIVE",6314185,"K03752.01",3,0.04548,-3.5166
"FALSE POSITIVE",8620561,"K03753.01",1.91,0,-1.0529
"FALSE POSITIVE",8937019,"K03754.01",1.561,-0.05765,-1.6764
"FALSE POSITIVE",9896435,"K03755.01",3.14,-0.02809,-0.11358
"FALSE POSITIVE",10352938,"K03756.01",7.437,-0.003492,-2.3776
"FALSE POSITIVE",6863161,"K03757.01",6.016,0,-0.067965
"FALSE POSITIVE",7840035,"K03758.01",4.901,-0.01904,-2.9244
"FALSE POSITIVE",8543279,"K03759.01",2.404,0,-0.27857
"FALSE POSITIVE",8047283,"K03760.01",1.663,0,4.5449
"FALSE POSITIVE",8308347,"K03761.01",15,0.003808,-2.6034
"CANDIDATE",11518142,"K03762.01",16.21,0.00617,0.049362
"FALSE POSITIVE",3114667,"K03763.01",1.5,0.3618,1.6379
"FALSE POSITIVE",3344427,"K03764.01",2.077,0,0.52324
"FALSE POSITIVE",12109845,"K03765.01",1.926,-0.003774,0.001842
"FALSE POSITIVE",8323764,"K03767.01",3.879,-0.007325,0
"FALSE POSITIVE",5360082,"K03768.01",14.04,-0.00146,-0.016462
"FALSE POSITIVE",6543683,"K03769.01",5.292,0,0
"CANDIDATE",5008245,"K03770.01",2.68,-0.001532,0.38074
"CANDIDATE",10555365,"K03771.01",4.029,0.005007,-3.9988
"FALSE POSITIVE",5481426,"K03772.01",3.589,0.01461,5.7115
"FALSE POSITIVE",10268903,"K03773.01",1.315,-0.02991,-4.4905
"FALSE POSITIVE",7220320,"K03775.01",2,-0.01916,-0.80536
"FALSE POSITIVE",9291378,"K03776.01",9.785,0,0
"FALSE POSITIVE",4075067,"K03777.01",4.685,0.001479,-0.048421
"FALSE POSITIVE",12405950,"K03778.01",1.45,0.0002033,0.0078402
"FALSE POSITIVE",5206233,"K03779.01",2.589,0.02514,4.2401
"FALSE POSITIVE",6775985,"K03780.01",3.883,-0.004303,0.15853
"FALSE POSITIVE",3324644,"K03781.01",7.704,-0.0003002,-0.0016987
"FALSE POSITIVE",11357192,"K03782.01",3.208,0.001282,0.095777
"CANDIDATE",9533489,"K03783.01",1.678,-0.0004686,0.01887
