"koi_disposition","kepid","kepoi_name","tce_dor","tce_ingress","tce_chisqgof","tce_insol","tce_sradius","tce_slogg_prov","tce_mesmedian","tce_ptemp","tce_rb_tcount3","tce_fwm_srao","tce_fwm_pdeco","tce_ror_sn","tce_prad_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"CANDIDATE",9597345,"K00711.01",40.386523,0.3372,463.3,14.84,1.046,16,-0.004168,2388.17,0,0.2813,-0.0002098,9.2805075732075,5.32212885154062,-1.11005291005291,0.674201680672269
"CANDIDATE",9597345,"K00711.02",4.1966151,0.2432,2798,423.56,1.046,16,-0.2087,2564.49,0,0.2366,1.497e-05,6.91804927677981,4.73572377158034,0.224774774774775,0.84236559139785
"CANDIDATE",9597345,"K00711.03",68.464934,0.5234,309.8,3.79,1.046,16,-0.02763,2952.27,0,-0.1287,-0.0003385,8.03851355403999,5.05333100192341,-1.33794466403162,2.18812030075188
"FALSE POSITIVE",9640976,"K00712.01",3.8040948,0.1347,3557,639.26,0.836,7,-0.2713,4028.27,0,-3.391,0.0004607,4.47776560208159,2.99974404914256,9.30707070707071,6.25204872646733
"FALSE POSITIVE",9640985,"K00713.01",3.6976088,0.1746,3712,2466.74,1.254,7,0.9889,3550.08,0,-3.306,0.00222,11.7214841226688,2.90685366499074,43.1906614785992,22.2488636363636
"CANDIDATE",9702072,"K00714.01",8.8029946,0.1891,2428,213.46,0.865,23,0.1087,1949.36,0,0.07006,-4.983e-05,22.6538393944692,8.68413036856534,-0.906,0.307707454289733
"FALSE POSITIVE",9834719,"K00715.01",4.7869436,0.6693,115800,1546.3,0.966,7,0.2691,1382.13,0,-0.00299,0.0003058,412.942296127559,3.04701120797011,0.749509803921569,0.182739520958084
"CANDIDATE",9846348,"K00716.01",38.880807,1.158,660.6,33.6,0.908,7,-0.01763,2214.95,0,-0.01289,-0.0001006,8.39842448676239,2.96098049024512,-0.255329949238579,2.58861386138614
"CANDIDATE",9873254,"K00717.01",18.164695,0.2114,670.7,106.45,1.28,16,0.001783,2972.06,0,0.5816,0.000125,4.35765341092388,3.5053222945003,1.20192307692308,0.126370212765957
"CANDIDATE",9873254,"K00717.02",5.4850082,0.007484,6334,4412.08,1.28,16,-0.5589,3330.26,0,2.926,1.958e-05,1.32010764001486,1.28821104699093,0.488279301745636,0.731676136363636
"CANDIDATE",9884104,"K00718.01",5.1106494,0.3145,2542,690.12,1.495,16,-0.1094,2664.92,0,0.1155,3.284e-05,19.0963727821947,4.45990287439296,0.643921568627451,0.899236641221374
"CANDIDATE",9884104,"K00718.02",15.704783,0.5445,761.6,81.73,1.495,16,-0.01955,2983.36,0,-0.03544,0.0001026,25.4974612591066,4.51364902506964,1.12871287128713,0.619590643274854
"CANDIDATE",9884104,"K00718.03",25.2602,0.8397,371.1,30.22,1.495,16,-0.02988,3473.23,0,-0.3563,0.0002546,21.0446056475218,4.48061819103116,1.95846153846154,0.8994140625
"CANDIDATE",9950612,"K00719.01",21.36368,0.1978,944.6,27.92,0.639,42,-0.01389,1765.7,4,-0.09221,8.827e-05,11.0233633102374,9.64821520951888,1.24323943661972,0.90551724137931
"CANDIDATE",9950612,"K00719.02",32.218111,0.5299,393.6,3.2,0.639,42,-0.004198,2199.35,1,-0.1921,-0.0001093,15.7158814067294,12.3543495610535,-1.2024202420242,0.438409703504043
"CANDIDATE",9950612,"K00719.03",9.130783,0.1117,1277,78.51,0.639,42,0.01941,2263.82,3,-0.5439,3.44e-05,3.4156709348726,3.36643598615917,0.771300448430493,1.08389473684211
"CANDIDATE",9950612,"K00719.04",19.077688,0.5444,456.7,6.14,0.639,42,-0.04101,2571.43,1,-0.2181,-8.726e-05,12.9974333142204,10.8931860036832,-1.13767926988266,1.99007168458781
"CANDIDATE",9963524,"K00720.01",10.148659,0.2987,1744,129.72,0.81,16,-0.03358,1602.33,0,-0.0996,0.0001316,33.1282510590187,12.4981631153564,1.22990654205607,0.470885906040268
"CANDIDATE",9963524,"K00720.02",18.543034,0.2385,708.6,60.83,0.81,16,-0.02243,2171.47,0,-0.1904,-6.548e-06,13.3928031084856,9.50927964768795,-0.0503692307692308,1.24079718640094
"CANDIDATE",9963524,"K00720.03",47.566579,0.1289,370.3,27.19,0.81,16,-0.02637,2584.54,0,-0.01378,-0.0002792,4.37273410797437,4.16015625,-1.50918918918919,1.02954545454545
"CANDIDATE",9963524,"K00720.04",5.7640006,0.1474,1540,334.59,0.81,16,-0.1192,2401.49,0,-0.4678,3.18e-05,6.44886439058877,5.81869510664994,0.472511144130758,0.904702702702703
"CANDIDATE",9964801,"K00721.01",8.4607423,0.4114,1324,113.08,1.171,32,-0.114,2933.13,0,-0.1053,-0.0001945,12.2152611066417,5.79274611398964,-2.98312883435583,0.81809756097561
"CANDIDATE",9965439,"K00722.01",25.739328,0.6363,503.2,28.27,1.227,23,0.04055,2990.6,0,-0.4346,6.639e-05,23.4896885114744,5.42659082829719,0.484598540145986,0.284484745762712
"CANDIDATE",10002866,"K00723.01",23.211744,0.4221,1017,68.74,0.843,7,-0.1912,2389.02,0,-0.05245,-0.0003867,37.1871463419195,4.49854791868345,-1.09546742209632,0.669990099009901
"CANDIDATE",10002866,"K00723.02",9.0456867,0.2503,2112,241.03,0.843,7,0.01622,2120.88,0,0.1376,-0.0001439,18.4196260924595,4.40136830102623,-0.861676646706587,0.596623067776457
"CANDIDATE",10002866,"K00723.03",38.085236,0.3,585.9,17.55,0.843,7,0.08499,2722.15,0,0.009304,0.0001444,9.23733889816664,4.06899553814343,0.445679012345679,1.0908341915551
"FALSE POSITIVE",10005020,"K00724.01",6.9388905,0.3478,3058,189.55,0.983,7,0.04317,2723.38,0,14.13,0.006086,9.19140875389884,3.38492990654206,36.6626506024096,72.8071808510638
"FALSE POSITIVE",10068383,"K00725.01",7.8898519,2.27,9834,78.96,0.744,7,-0.02271,2362.77,0,0.1185,0.0003075,17.0954386438727,6.19464188080918,0.152985074626866,3.42545710267229
"CANDIDATE",10157573,"K00726.01",5.7563405,1.239,1244,493.99,1.101,7,-0.05851,2593.6,0,0.9413,-7.459e-05,3.05156094670274,2.1993410214168,-0.257206896551724,9.12795591182365
"FALSE POSITIVE",10191070,"K00727.01",1.8466535,0.1834,7885,571.58,0.661,7,-1.286,1687.6,0,-18.52,0.0002157,1.67810416423909,1.65977410947003,1.50839160839161,5.53532608695652
"CANDIDATE",10221013,"K00728.01",16.031795,1.042,3720,262.22,1.076,7,-0.01798,1838.41,0,-0.006838,-0.001125,26.8968839525203,3.08088235294118,-0.792253521126761,0.32798825256975
"FALSE POSITIVE",10225800,"K00729.01",3.9981349,0.2542,4524,1794.66,1.019,7,-0.1861,2181.44,0,1.517,-0.003695,19.8209707977239,3.51842751842752,-12.3578595317726,24.0035460992908
"CANDIDATE",10227020,"K00730.01",4.8008282,4.227,997.7,110.6,1.248,26,-0.182,3209.23,0,0.1485,-0.0002885,4.34615773563784,3.51424501424502,-0.761213720316623,0.532798507462687
"CANDIDATE",10227020,"K00730.02",5.2729857,4.672,839.1,75.33,1.248,26,0.05877,2688.5,0,1.189,-0.0004226,3.31560113564779,2.89876183539694,-1.04088669950739,1.69832524271845
"CANDIDATE",10227020,"K00730.03",7.2010419,0.3731,957.8,190.16,1.248,26,-0.3737,3961.83,0,-0.1649,0.000131,3.52120263200771,3.03333725998351,0.5,1.12149333333333
"CANDIDATE",10227020,"K00730.04",3.2786455,1.331,1310,279.16,1.248,26,-0.4323,3453.3,0,0.1336,-1.214e-05,15.9917859322077,5.59339525283798,-0.0510084033613445,0.563828451882845
"FALSE POSITIVE",10259031,"K00731.01",6.3174851,1.661,10110,145.95,0.848,7,-0.1729,2890.01,0,-12.72,-0.06975,1.91451959146757,1.74916184090216,-215.94427244582,87.7979041916168
"CANDIDATE",10265898,"K00732.01",3.0464983,0.1906,11630,1436.02,0.954,7,-1.429,2136.4,0,0.2613,-4.824e-05,7.16178233928495,3.34680573663625,-0.325945945945946,0.338751472320377
"CANDIDATE",10265898,"K00732.02",6.4579065,0.1961,1515,213.99,0.954,7,-0.1456,3922.3,0,-0.4577,-0.0001782,1.60547589459803,1.47771317829457,-0.891,2.61311926605505
"CANDIDATE",10265898,"K00732.03",5.85415,0.147,1271,398.63,0.954,7,-0.297,3556.79,0,-0.7273,0.0001035,1.10539180030147,1.06051660516605,0.497596153846154,2.09740680713128
"CANDIDATE",10271806,"K00733.01",8.7683477,0.471,1530,78.1,0.679,16,-0.056,2294.84,1,0.01913,-0.0001833,27.7838244738947,13.0347648261759,-0.55210843373494,0.565635775862069
"CANDIDATE",10271806,"K00733.02",19.013067,0.2504,800.7,32.83,0.679,16,0.006834,2676.21,0,-0.0429,0.0003539,5.32245943353098,5.00652863271778,0.846650717703349,1.12739495798319
"CANDIDATE",10271806,"K00733.03",4.95497,0.2632,2273,182.65,0.679,16,0.01969,2687.09,1,-0.4731,0.0002194,4.71762539458259,4.49473684210526,0.958078602620087,0.970628019323672
"CANDIDATE",10271806,"K00733.04",57.349489,0.1075,349,16.94,0.679,16,-0.07298,3476.5,1,0.6387,0.0004552,1.00974433205915,1.00742804085422,0.681437125748503,0.393117154811715
"CANDIDATE",10272442,"K00734.01",15.615951,0.6937,1115,34.13,0.91,7,0.05826,2578.37,0,0.2025,-0.000201,26.0635370969693,3.35439863577089,-0.638095238095238,2.67266233766234
"CANDIDATE",10272442,"K00734.02",54.857495,1.633,105.2,8.4,0.91,7,-0.01798,3387.41,0,-0.4372,0.0004482,0.649764485445075,0.638078349185878,0.477825159914712,1.214375
"CANDIDATE",10287242,"K00735.01",11.888379,3.256,832,18.17,0.707,7,0.04974,2320,0,-0.3155,0.0003235,8.80273222915622,6.47457138740815,0.366780045351474,1.06134453781513
"CANDIDATE",10340423,"K00736.01",25.451013,0.4265,569.2,6.79,0.602,42,0.07885,2137.77,0,0.427,-0.000579,10.6920575858937,9.573793589292,-0.779273216689098,0.839253112033195
"CANDIDATE",10340423,"K00736.02",8.530436,0.3684,1117,26.67,0.602,42,-0.09959,2298.52,0,-0.767,-0.0004979,5.76064622478869,5.56555269922879,-1.08711790393013,0.431845730027548
"FALSE POSITIVE",10345478,"K00737.01",15.933681,1.234,1348,32.25,0.735,7,-0.07933,2715.14,0,-0.002302,-0.0008886,90.0521542460499,6.54503990877993,-1.54539130434783,1.71864864864865
"CANDIDATE",10358759,"K00738.01",6.6839186,2.217,1247,86.54,0.87,51,-0.004338,2134.11,0,-0.1965,-0.001338,2.22566766902446,2.19360902255639,-3.3037037037037,1.50475935828877
"CANDIDATE",10358759,"K00738.02",6.7591195,2.632,1089,61.94,0.87,51,-0.09995,2266.2,0,-0.2638,-0.0009964,1.50290446234449,1.49288256227758,-2.47245657568238,0.270811428571429
"CANDIDATE",10386984,"K00739.01",3.8174082,0.1394,4665,136.51,0.525,42,0.152,1824.45,0,-0.5747,-0.0001862,6.69563512603645,5.80493110949964,-1.14938271604938,0.479082644628099
"CANDIDATE",10395381,"K00740.01",23.704596,0.342,737,16.4,0.687,7,-0.0415,2542.9,0,0.9146,-0.0005387,6.73567308280266,5.42746703046839,-1.38840206185567,0.446791366906475
"FALSE POSITIVE",10418797,"K00741.01",33.977747,2.305,50290,31,0.905,7,-0.1179,2056.64,0,-0.03836,0.003544,110.388061663363,3.70636550308008,0.440248447204969,0.365268656716418
"FALSE POSITIVE",10419211,"K00742.01",17.159015,1.813,16710,75.98,0.848,7,-0.1678,2208.77,0,0.06753,0.0001174,17.2605759326864,3.69763980438018,0.0531221719457014,0.19295690936107
"FALSE POSITIVE",10464078,"K00743.01",9.223745,2.937,10130,17.73,0.68,7,-0.04663,2941.24,0,0.03777,-0.0001528,376.579788485489,9.4411619891679,-0.121269841269841,0.136894117647059
"FALSE POSITIVE",10480982,"K00744.01",31.057321,2.394,103600,56.09,0.947,7,-0.027,1010.41,0,-0.1235,-0.001731,30.4748734483881,3.06038647342995,-0.13015037593985,0.087711509715994
"FALSE POSITIVE",10480982,"K00744.02",1.9050188,0.2724,3995,1118.12,0.947,7,-0.3472,3505.09,0,-2.708,-0.0001914,3.55321385586589,2.3261573633073,-1.78878504672897,9.20044150110375
"FALSE POSITIVE",10485250,"K00745.01",13.419654,0.9783,7179,29.66,0.786,7,-0.04375,2625.01,0,-0.09191,0.0008186,150.207588037593,8.91624532864366,0.437754010695187,0.597185185185185
"CANDIDATE",10526549,"K00746.01",11.699235,0.4459,1452,41.95,0.696,7,-0.03727,1836.35,0,-0.04874,0.0001896,19.9494035666458,9.10714285714286,0.873732718894009,0.698625146886017
"CANDIDATE",10583066,"K00747.01",19.745168,0.1585,1166,50.18,0.672,7,-0.01398,2091.2,0,-0.3173,-0.0001026,4.23086250265773,3.94107495069034,-0.230561797752809,1.02944444444444
"FALSE POSITIVE",10583180,"K00748.01",2.8016272,0.3845,4166,305.33,0.819,7,-1.47,3474.05,0,-1.465,0.0001937,9.2975902913299,6.80581438688036,1.60082644628099,4.57692307692308
"CANDIDATE",10601284,"K00749.01",6.5797191,0.4355,1962,169.11,0.91,26,-0.05714,2109.83,0,-0.7108,0.0003006,17.2022584463077,9.01184628720023,1.19760956175299,0.327748031496063
"CANDIDATE",10601284,"K00749.02",4.711102,0.3636,1899,254.16,0.91,26,-0.05142,2837.26,0,0.1997,-0.0001336,7.56046331531063,6.1513640363743,-0.601801801801802,1.86677130044843
"CANDIDATE",10601284,"K00749.03",8.0052052,0.2917,1011,97.12,0.91,26,-0.06549,3355.1,0,3.792,2.119e-05,1.96336641953866,1.93084300858152,0.0728178694158075,0.206179516685846
"CANDIDATE",10662202,"K00750.01",24.747602,0.4902,478.1,18.68,0.828,26,0.01296,2916.45,0,0.5373,1.019e-06,11.6520026945148,8.59958811415122,0.00272459893048128,0.671656441717791
"CANDIDATE",10662202,"K00750.02",12.015544,0.0758,982.2,130.53,0.828,26,0.004828,3592.51,0,0.1493,0.0001019,0.951078067325528,0.948356807511737,0.463181818181818,1.07009884678748
"CANDIDATE",10662202,"K00750.03",21.470283,0.1789,495.6,31.88,0.828,26,-0.04503,3789.7,0,-2.757,-4.147e-05,1.10239081528531,1.09794180269695,-0.13,2.9775
"CANDIDATE",10682541,"K00751.01",6.1531356,0.7642,1095,167.13,0.847,7,-0.04809,2773.11,0,0.2609,8.781e-06,21.9950071975015,5.11662679425837,0.0179204081632653,0.89520325203252
"CANDIDATE",10797460,"K00752.01",9.196221,0.6594,1011,93.73,0.927,26,0.04486,2715.7,1,0.4341,-0.0005549,22.172712267055,8.20218426211145,-1.79,1.21842424242424
"CANDIDATE",10797460,"K00752.02",67.428761,0.2578,258.2,9.13,0.927,26,0.03965,2796.54,0,-0.6269,-0.001047,2.70170449811437,2.58398607484769,-1.67252396166134,1.06304945054945
"FALSE POSITIVE",10811496,"K00753.01",54.880784,0.8881,2994,39.35,0.868,7,-0.01306,1856.13,0,-0.02069,0.0005628,8.17741367582721,3.39137645107794,0.164081632653061,0.586304044630404
"FALSE POSITIVE",10848459,"K00754.01",3.5315766,1.171,16540,896.4,0.791,7,-0.5674,1252.97,0,-0.1106,-0.001423,36.1417405921056,3.91228070175439,-1.7633209417596,3.67115628970775
"CANDIDATE",10854555,"K00755.01",9.0096013,0.07021,2313,926.79,1.046,7,-0.05954,3147.26,0,-0.008566,-7.285e-05,2.57896551308874,1.99037749814952,-0.335714285714286,0.674964788732394
"CANDIDATE",10872983,"K00756.01",15.095555,0.2719,1124,115.1,0.972,7,-0.1668,2829.3,0,-0.1155,0,8.57735301960549,2.90263543191801,0,0.607968
"CANDIDATE",10872983,"K00756.02",4.2310563,0.592,2065,429.2,0.972,7,-0.3733,3174.64,0,0.1447,0,23.6463396183868,3.05964912280702,0,1.68331210191083
"CANDIDATE",10872983,"K00756.03",4.542696,0.1131,2183,810.47,0.972,7,-0.5101,3469.7,0,0.1016,0,1.33116789741783,1.22239624119029,0,1.58929328621908
"CANDIDATE",10910878,"K00757.01",28.299599,0.3816,1170,30.79,0.848,26,-0.02446,1715.87,0,0.03261,0.0004904,25.9016171424299,10.7216850828729,0.628717948717949,0.581933333333333
"CANDIDATE",10910878,"K00757.02",28.571184,1.576,580.8,8.78,0.848,26,-0.004847,2303.97,0,-0.4262,0.0001184,36.8781265183384,11.2176870748299,0.148930817610063,0.665161290322581
"CANDIDATE",10910878,"K00757.03",12.185154,0.1913,1037,108.39,0.848,26,-0.07594,2553.53,0,-0.3645,-9.063e-05,3.49713070300797,3.35283107159569,-0.285,0.374100628930818
"CANDIDATE",10987985,"K00758.01",21.609139,0.3918,720,29.38,0.826,7,0.01635,2609.22,0,-0.03368,0.000538,8.10838241895925,6.04790419161677,1,1.73198412698413
"CANDIDATE",11018648,"K00759.01",24.699339,1.018,1211,15.58,0.798,7,0.06001,2285.46,0,-0.2454,-0.0001563,47.7896614893484,4.39071130650434,-0.373923444976077,0.735245454545455
"CANDIDATE",11018648,"K00759.02",72.774002,0.3793,184.3,3.92,0.798,7,-0.02578,3543.61,0,-0.4747,0.000156,3.30209592787092,2.64339459726163,0.275132275132275,0.908228476821192
"CANDIDATE",11138155,"K00760.01",11.716346,0.6966,16880,350.19,1.082,26,-0.06704,1379.9,0,0.0004317,-6.696e-05,432.97451494788,6.25315179021684,-0.0896385542168675,0.329451851851852
"FALSE POSITIVE",11152159,"K00761.01",2.3851828,1.648,2718,528.85,0.91,7,-0.595,2639.08,0,7.843,-0.01249,2.52326600086744,2.13228585909782,-42.9209621993127,15.5685990338164
"CANDIDATE",11153539,"K00762.01",5.1539559,0.2778,2009,390.09,0.969,7,-0.3343,3121.18,0,0.8335,-9.557e-05,5.80960337440157,2.82342974706523,-0.450801886792453,0.664170403587444
"FALSE POSITIVE",11242721,"K00763.01",23.3749,1.05,6351,67.19,1.063,7,-0.1704,2163.78,0,-0.05928,-0.0001765,408.757129446469,3.1638846737481,-0.148319327731092,0.0954402985074627
"CANDIDATE",11304958,"K00764.01",28.205711,0.6125,1317,16.75,1.046,7,0.0194,2349.49,0,-0.004621,-0.0004023,21.6180097797017,3.47675879396985,-1.01590909090909,0.807935684647303
"CANDIDATE",11391957,"K00765.01",14.755204,0.2879,918.8,92.18,0.787,7,-0.03592,2945.14,0,0.3196,-9.43e-05,9.95446713296152,4.21790565211041,-0.252815013404826,0.612027586206897
"CANDIDATE",11403044,"K00766.01",5.1803508,0.5235,2786,566.12,1.103,7,-0.388,2346.3,0,0.07166,-8.795e-05,58.7371066836797,3.07667316439246,-0.488611111111111,0.493586497890295
"CANDIDATE",11414511,"K00767.01",8.7418348,0.3278,70240,522.57,0.955,26,-0.2957,1299.77,0,0.3386,0.0006911,365.787092054272,7.51354605659241,0.708820512820513,0.368383233532934
"FALSE POSITIVE",11442465,"K00768.01",13.344775,3.132,3163,8.13,0.705,7,-0.06772,2688.26,0,3.101,-0.001606,174.875067304666,8.18891311832893,-1.1,45.6970546984572
"CANDIDATE",11460018,"K00769.01",6.3563435,0.2793,2416,248.65,0.831,7,-0.3909,2370.9,0,-0.3323,5.908e-05,9.94835299061851,3.72247972190035,0.422,0.745210466439135
"FALSE POSITIVE",11463211,"K00770.01",3.9980252,0.3277,6860,1053.14,0.831,7,-0.2343,2119.07,0,0.769,-0.0015,50.9817754213509,4.45027276542174,-6.84931506849315,17.3217158176944
"FALSE POSITIVE",11465813,"K00771.01",84.325692,11.62,1488,0.35,0.983,3,0.007169,2192.52,0,-0.5514,-0.004915,337.177890485905,6.64182580344667,-0.963725490196078,18.7048710601719
"FALSE POSITIVE",11493732,"K00772.01",31.705211,3.753,628,15.45,1.091,7,-0.02009,2164.99,0,-0.4306,-0.0008746,2.21305699842128,1.8044113739038,-0.460315789473684,0.969674039580908
"CANDIDATE",11507101,"K00773.01",32.309679,0.4218,450.5,18.56,1.036,26,-0.04737,3049.23,0,0.3583,-0.001041,6.61033917594363,4.96131528046422,-4.66816143497758,3.13262032085561
"FALSE POSITIVE",11656840,"K00774.01",25.564599,0.3608,41570,207.25,0.956,7,-0.106,2104.29,0,-0.05364,0.004054,375.947126343774,3.17710493571132,1.55325670498084,1.04502732240437
"CANDIDATE",11754553,"K00775.01",8.2234359,1.49,949,22.2,0.615,42,-0.02895,1611.16,0,-0.3441,-1.827e-05,5.17250801146184,5.02552204176334,-0.0416173120728929,0.580067226890756
"CANDIDATE",11754553,"K00775.02",28.044158,0.217,520.2,8.36,0.615,42,-0.03706,2303.21,0,-0.675,-3.1e-05,3.31997072094402,3.27980608998637,-0.0754257907542579,0.0571834677419355
"CANDIDATE",11754553,"K00775.03",44.922618,0.3344,178.3,2.88,0.615,42,-0.003925,2484.79,0,0.03912,0.0008449,4.1715969250829,4.09260642270351,1.54178832116788,0.523564668769716
"CANDIDATE",11812062,"K00776.01",8.2378906,0.3566,6994,258.99,0.809,7,-0.3192,1511.38,0,0.08265,-0.001356,87.3626707005434,4.92711598746082,-3.47692307692308,1.21515418502203
"CANDIDATE",11818800,"K00777.01",55.271653,1.522,741,11.31,0.781,7,0.06283,2347,0,0.09451,-0.00114,47.9400420565238,6.66576819407008,-0.378737541528239,0.742577720207254
"CANDIDATE",11853255,"K00778.01",7.094719,0.209,2453,108.06,0.564,42,-0.1397,1818.18,0,-0.06228,-0.0005673,8.80031316111904,7.82506833268255,-1.81246006389776,1.53842592592593
"FALSE POSITIVE",11909839,"K00779.01",12.702608,0.7632,23420,114.05,0.924,7,-0.629,2289.22,0,0.09115,4.001e-05,387.981368169827,3.8357094365241,0.0330661157024793,0.178654708520179
"CANDIDATE",11918099,"K00780.01",4.95522,0.233,3320,310.91,0.765,26,-0.1853,2002.52,0,0.1561,0.000452,10.1199602714695,8.18403412553321,2.2713567839196,0.666260964912281
"CANDIDATE",11918099,"K00780.02",81.92929,0.01659,808.7,68.85,0.765,26,-0.08371,3175.86,0,-0.09223,0.0007533,1.02097014018828,1.01799775028121,1.17519500780031,1.29825688073394
"CANDIDATE",11923270,"K00781.01",26.577053,0.253,786,5.83,0.473,42,-0.06527,1534.2,0,0.6284,0.0005964,12.0669070034571,7.3539895804771,0.7765625,0.692255005268704
"CANDIDATE",11960862,"K00782.01",9.8492011,0.3263,3944,251.63,0.989,7,-0.05002,1978.94,0,0.01639,-7.452e-05,40.2161044447889,3.51904454486766,-0.3312,0.721373092926491
"CANDIDATE",12020329,"K00783.01",6.4942603,0.5522,6087,113.89,0.867,7,0.1311,1794.32,0,0.234,0.0006417,72.8733248845679,4.62830188679245,3.39523809523809,1.22339105339105
"CANDIDATE",12066335,"K00784.01",19.648322,0.8725,523.8,5.66,0.56,42,-0.01158,2083.97,0,0.7822,0.001447,26.6998854478289,14.0208574739282,2.4608843537415,1.93691176470588
"CANDIDATE",12066335,"K00784.02",19.107501,0.4858,641.8,13.47,0.56,42,-0.05998,2164.71,0,-0.42,0.001165,13.7782569152839,10.5637840420449,1.964586846543,1.10682608695652
"CANDIDATE",12070811,"K00785.01",12.989406,0.505,858.8,49.82,0.75,7,-0.0256,2883.87,0,0.1303,0.0001118,14.517845128053,4.67145421903052,0.26,0.840772946859903
"CANDIDATE",12110942,"K00786.01",3.7184039,0.5818,2301,409.22,0.917,7,-0.3836,2741.44,0,-0.2688,0.0001177,22.251847045034,3.45715121380521,0.643169398907104,1.14327731092437
"CANDIDATE",12366084,"K00787.01",7.5603779,0.2113,2405,351.24,1.015,26,0.1183,2710.43,0,0.02793,-9.931e-05,7.25065077894252,4.98218104062723,-0.441377777777778,0.933454545454545
"CANDIDATE",12366084,"K00787.02",17.484666,0.3928,773.1,99.88,1.015,26,-0.05412,2956.86,0,0.9278,-0.0001674,12.6293930280137,6.02718325261678,-0.396682464454976,0.652650602409639
"CANDIDATE",12366084,"K00787.03",1.3713794,0.09552,8076,5173.46,1.015,26,-0.6964,4037.71,0,4.001,-4.354e-05,1.10007040868803,1.08620887309412,-0.436710130391174,0.984090909090909
"CANDIDATE",12404086,"K00788.01",40.990206,0.2795,488.8,13.51,0.763,7,0.01833,2431.2,0,0.09232,3.314e-05,5.79510177439142,4.56409521078291,0.0779764705882353,2.113125
"CANDIDATE",12470844,"K00790.01",16.011027,0.2132,1165,75.5,0.788,7,-0.07423,2723.33,0,1.177,0.0003712,5.26712214741684,4.20275162925416,1.01698630136986,1.57440366972477
"CANDIDATE",12470844,"K00790.02",72.538443,0.2347,222.9,5.5,0.788,7,-0.03069,3596.12,0,-0.05759,0.0002477,1.59586491177248,1.55605381165919,0.344506258692629,1.90165467625899
"CANDIDATE",12644822,"K00791.01",16.023276,0.5906,3144,76.26,0.919,7,-0.02183,1994.36,0,-0.2316,0.001479,125.427578316923,3.36493101913663,2.06564245810056,1.24908309455587
"FALSE POSITIVE",2440757,"K00792.01",4.1306852,0.2536,3752,3218.34,1.339,18,-0.3991,3031.83,0,0.3955,0.0002586,22.5264282069409,5.634765625,1.03855421686747,1.38091503267974
