"koi_disposition","kepid","kepoi_name","tce_ingress","tce_model_chisq","tce_minmesd","tce_fwm_srao","tce_fwm_pdeco","tce_impact_sn","tce_sma_sn","tce_smet_sn","tce_fwm_sdeco_sn"
"FALSE POSITIVE",11752908,"K02651.01",0.2939,2094,1.971,-1.582,-0.001842,5.49541844838118,7.85460992907801,-1.13333333333333,12.47
"CANDIDATE",4346178,"K02652.01",1.218,3576,9.372,-1.685,-0.0003308,59.030265596047,5.31180893409996,1.2,1.17260677466863
"FALSE POSITIVE",6525193,"K02653.01",1.658,16200,0.4635,3.891,-0.0001963,40.0040551500405,4.90912150790979,1.2,0.159295774647887
"CANDIDATE",9664142,"K02654.01",0.2536,3357,5.655,-1.025,0.0004239,0.697511111111111,4.11045218680504,-0.333333333333333,-1.07796610169492
"CANDIDATE",10018233,"K02655.01",0.2081,1291,5.714,0.9143,0.0001637,1.96123348017621,9.0768094534712,1.06666666666667,-0.53724434876211
"CANDIDATE",8636539,"K02656.01",1.5,5050,-1.125,0.4855,-0.0001013,113.506944444444,3.9048898441698,-0.666666666666667,0.823834196891192
"CANDIDATE",9283156,"K02657.01",0.0375,5357,1.255,-1.734,-8.452e-06,0.904080351537979,11.148363782373,-1.2,0.523279352226721
"CANDIDATE",8547429,"K02658.01",1.796,4279,5.019,1.29,-0.0003788,148.341662880509,7.12482468443198,1.06666666666667,2.61430119176598
"FALSE POSITIVE",8803882,"K02659.01",27.89,4408,1.716,-0.3763,1.999e-05,100.112210547792,4.21948818897638,1.73333333333333,-0.124615384615385
"CANDIDATE",9893318,"K02660.01",0.3549,1233,-1.941,0.9922,-0.0002559,2.52519039250146,3.70701326834552,-0.533333333333333,0.330093457943925
"CANDIDATE",3426367,"K02662.01",0.0899,7635,1.217,-1.191,-0.0001399,2.4841116330478,9.56006120887529,0.466666666666667,-1.41783536585366
"CANDIDATE",7762723,"K02663.01",0.1082,4166,1.925,0.503,-5.875e-05,0.88469311775343,4.55039164490862,-0.8,0.773389830508475
"CANDIDATE",5562090,"K02664.01",0.2707,1117,4.606,1.278,0.0003202,1.32420522505508,10.2378048780488,-0.533333333333333,-0.869411764705882
"FALSE POSITIVE",12110786,"K02665.01",0.04706,14120,0.4438,-3.852,-6.619e-05,2.50827025511634,3.83952611739364,-0.266666666666667,1.34042553191489
"CANDIDATE",5342061,"K02666.01",4.487,971.5,14.71,-1.082,-0.0009202,25.6455429923744,5.19815176826017,-1.6,1.13663366336634
"FALSE POSITIVE",3654095,"K02667.01",0.09201,9771,-0.2786,3.761,0.0004873,2.50695603784085,3.92075596816976,-0.4,-4.2597200622084
"CANDIDATE",5513012,"K02668.01",0.1094,18120,0.3887,-0.1595,-3.857e-05,3.58074781225139,9.40393151553583,1.4,-0.527402135231317
"FALSE POSITIVE",11761199,"K02669.01",5.38,1001,115.6,0.1031,-0.01269,6.69368029739777,4.6904598490048,-1.13333333333333,6.32920353982301
"FALSE POSITIVE",8074805,"K02670.01",4.408,1548,57.77,-0.6007,0.0001946,196.880366342301,6.10416666666667,0,-6.46510067114094
"FALSE POSITIVE",2437505,"K02671.01",1.177,-1,11.46,-0.5407,0.009177,-0.1,-0.1512,1.06666666666667,164.545454545455
"CANDIDATE",11253827,"K02672.01",0.4521,1461,22.48,-0.03156,5.388e-06,33.2706459525756,8.59720176730486,0.133333333333333,-2.21276595744681
"CANDIDATE",11253827,"K02672.02",1.405,1255,26.03,0.05915,-1.775e-06,172.501003613007,8.59417652411283,0.133333333333333,-3.91842900302115
"FALSE POSITIVE",10747445,"K02673.01",1.355,3109,2.225,-1.527,-0.01311,28.787587971849,4.00297619047619,0,-323.041997729852
"CANDIDATE",8022489,"K02674.01",1.586,577.6,135.3,0.06001,-7.532e-05,67.8271604938272,4.62620689655172,0.266666666666667,1.1156862745098
"CANDIDATE",8022489,"K02674.02",0.2396,16390,1.473,-0.1818,3.494e-05,5.63353658536585,4.62757926522396,0.266666666666667,-0.751373182552504
"CANDIDATE",8022489,"K02674.03",0.2729,4921,7.317,-0.009034,3.161e-05,2.4531076581576,4.62780898876404,0.266666666666667,-0.374832214765101
"CANDIDATE",5794570,"K02675.01",0.2498,4514,0.8583,0.1109,-3.027e-05,25.4472246189244,7.87067276290006,0.133333333333333,1.77301587301587
"CANDIDATE",5794570,"K02675.02",0.07795,12900,-0.1563,0.006572,9.207e-07,6,7.87218045112782,0.133333333333333,0.21995145631068
"FALSE POSITIVE",5649325,"K02676.01",4.621,1461,1.635,2.304,-0.004604,133.800506933055,1.92868807838868,-0.4,18.2230769230769
"CANDIDATE",9958387,"K02677.01",4.496,509.4,83.35,0.08624,-0.0001591,243.171919036638,2.32509047044632,2.26666666666667,0.349350649350649
"CANDIDATE",6779260,"K02678.01",0.1605,4098,2.425,0.02095,8.111e-06,22.7158001009591,10.7816901408451,-0.133333333333333,2.43071786310518
"CANDIDATE",6779260,"K02678.02",0.03538,6524,-0.1541,1.301,2.657e-05,4.04281207751239,10.7811971592831,-0.133333333333333,-0.956176470588235
"CANDIDATE",6716021,"K02679.01",3.276,530.4,0.613,0.101,0.001034,248.968512486428,2.94293785310734,-0.533333333333333,-2.68729281767956
"FALSE POSITIVE",8326342,"K02680.01",1.23,1470,-2.353,0.1113,-0.0005387,23.1531954887218,6.74185463659148,-1.33333333333333,1.51724137931034
"CANDIDATE",6878240,"K02681.01",1.084,591.9,5.374,0.1949,0.006528,20.096790626592,16.1920980926431,-1.86666666666667,6.23979591836735
"CANDIDATE",6878240,"K02681.02",0.04042,832,-4.333,0.5192,0.001433,0.0138565022421525,16.1953435547984,-1.86666666666667,0.289478260869565
"FALSE POSITIVE",2436378,"K02682.01",1.467,2055,0.5958,-0.8973,-0.01938,2.82479443390259,1244366.62606577,1.06666666666667,-59.0441176470588
"CANDIDATE",7899070,"K02683.01",0.8978,1575,9.692,-0.09163,-0.002802,0.644969003338102,5.92894802912378,-0.866666666666667,-0.689385474860335
"FALSE POSITIVE",4035667,"K02684.01",0.097,5722,1.503,10.68,0.005673,10.980727006587,2.20846187747907,-0.4,-52.8794992175274
"FALSE POSITIVE",9612825,"K02685.01",0.727,9073,0.9125,-76.59,0,27.1204961606615,4.58034800409417,-0.6,165.857461024499
"CANDIDATE",7826659,"K02686.01",0.3707,468,-16.98,0.2006,0.0004017,1.09376927822332,19.2234499693063,0,-1.61604938271605
"CANDIDATE",7202957,"K02687.01",0.09052,12820,0.2083,-1.266,0,12.79324055666,7.27675084613382,-0.4,5.63059701492537
"CANDIDATE",7202957,"K02687.02",0.1778,3543,5.905,-1.013,0,10.0968141393673,7.27900552486188,-0.4,1.73151515151515
"CANDIDATE",8892303,"K02688.01",0.08465,1666,0.2219,-0.4653,-0.003672,0.000279933481152993,10.5794667226538,-0.733333333333333,-6.75815602836879
"CANDIDATE",10265602,"K02689.01",1.6,200.8,4.651,-0.2647,-0.002102,32.6725043782837,5.47147147147147,-1.33333333333333,-0.538489208633093
"CANDIDATE",5369827,"K02690.01",0.1113,3462,1.191,0.1678,0.000112,6.08701563562203,8.42692450725177,0.466666666666667,-1.04684210526316
"CANDIDATE",4552729,"K02691.01",3.084,878.2,65.72,-0.2571,-0.0009382,124.037184594954,13.993993993994,-0.333333333333333,2.84867724867725
"FALSE POSITIVE",2989706,"K02692.01",0.1496,12710,0.2,0.1797,0.0004805,7.22552166934189,4.96655132641292,-1.33333333333333,-2.35744680851064
"CANDIDATE",5185897,"K02693.01",0.1455,6231,0.6292,0.4404,-6.83e-05,3.9063190455148,17.4830474670921,-0.533333333333333,0.402581967213115
"CANDIDATE",5185897,"K02693.02",0.05618,3190,3.159,0.5294,1.855e-05,0.853646775165762,17.4823196605375,-0.533333333333333,-1.31114649681529
"CANDIDATE",5185897,"K02693.03",0.2278,2701,6.713,1.238,8.16e-05,3.76098786102972,17.4844283705043,-0.533333333333333,-2.16657963446475
"CANDIDATE",9475552,"K02694.01",0.1399,19800,0.1625,0.1631,-0.0002104,4.53172205438066,2.20089225361633,1.86666666666667,-0.81301775147929
"CANDIDATE",9475552,"K02694.02",0.1827,2283,1.979,-0.5513,-2.214e-05,2.51089725445797,2.20096352374398,1.86666666666667,-2.01714285714286
"CANDIDATE",5196864,"K02695.01",0.7496,5064,0.4719,-0.04502,-5.03e-05,14.58252716178,8.33375093961413,-0.133333333333333,0.326812749003984
"CANDIDATE",11071200,"K02696.01",0.721,979.4,24.72,0.1176,-6.327e-07,11.2780269058296,3.25115664243225,-0.533333333333333,-0.798857142857143
"CANDIDATE",11071200,"K02696.02",0.6983,1505,8.95,-0.2106,0.0001309,20.3787360255533,3.25221238938053,-0.533333333333333,-1.68364779874214
"FALSE POSITIVE",6627507,"K02697.01",1.841,4204,-1.583,20.71,0.005745,30.406976744186,3.45949074074074,0.4,-86.3713080168776
"CANDIDATE",5128673,"K02698.01",1.139,1970,21.43,0.4701,6.099e-05,12.20049276255,7.12728616294107,0,-2.94046692607004
"CANDIDATE",6690836,"K02699.01",0.1206,28080,0.3522,-0.4454,-0.0001709,4.50502008032129,7.51170960187354,0.233333333333333,1.78185483870968
"CANDIDATE",8639908,"K02700.01",0.1768,20970,0.3063,2.287,-0.0002239,5.83657587548638,12.6981450252951,-2.26666666666667,-10.4253731343284
"FALSE POSITIVE",5481148,"K02701.01",0.5513,859.6,-3.939,4.503,-0.000225,51.5882678472607,3.89312977099237,-0.266666666666667,-0.508730158730159
"FALSE POSITIVE",6307063,"K02702.01",3.61,723.3,41.89,9.745,-0.06095,11.4012811713567,7.35424121237634,0,249.585406301824
"CANDIDATE",5871985,"K02703.01",2.017,434.6,-12.69,0.03266,-0.0008157,43.6898395721925,15.1936047964027,-0.666666666666667,0.53816631130064
"CANDIDATE",9730163,"K02704.01",0.203,1524,-1.003,0.5542,0.0006562,1.5800875777829,3.1793679315083,1.73333333333333,3.46884057971014
"CANDIDATE",9730163,"K02704.02",0.06978,2153,0.5188,0.7272,7.836e-05,0.0921222475322703,3.1799531066823,1.73333333333333,1.66074313408724
"CANDIDATE",11453592,"K02705.01",0.1252,3185,2.072,0.9745,0.000332,5.861328125,8.75406925125777,0.666666666666667,3.39789029535865
"CANDIDATE",9697131,"K02706.01",0.2311,15490,1.097,0.7907,0,15.0175204405139,28.0363636363636,0.4,2.74405940594059
"CANDIDATE",5480640,"K02707.01",0.4124,1169,23.53,-0.06274,-0.0006871,2.57091385522437,5.54968701095462,0.933333333333334,-0.696026490066225
"CANDIDATE",5480640,"K02707.02",0.3036,1127,15.17,1.105,3.302e-05,3.67530864197531,5.54679802955665,0.933333333333334,-1.70416666666667
"CANDIDATE",5480640,"K02707.03",0.2128,2715,4.632,-0.07424,0.0002242,1.21523131672598,5.54675903018308,0.933333333333334,-2.3048128342246
"CANDIDATE",5175986,"K02708.01",0.06472,46140,0.3121,0.8133,-0.0002516,0.420369301788806,11.9239209948793,0.233333333333333,1.77589285714286
"FALSE POSITIVE",4180401,"K02709.01",2.001,1382,9.444,-2.18,0.01285,32.3399339933993,7.12753277711561,1.4,-19.0593342981187
"FALSE POSITIVE",6350476,"K02710.01",0.09357,15040,0.4904,-57.21,0,3.39322033898305,6.69418644650843,-0.0666666666666667,-58.0728051391863
"CANDIDATE",5272233,"K02711.01",0.2567,3525,2.038,0.7631,1.946e-05,6.68996282527881,7.3477508650519,0,-0.619426751592357
"CANDIDATE",5272233,"K02711.02",0.3209,2065,4.904,-0.2183,-3.022e-05,6.68763557483731,7.34750979294908,0,0.145481611208406
"CANDIDATE",11098013,"K02712.01",0.3946,6438,5.369,-0.3343,-2.446e-05,19.3571123451516,6.81818181818182,1.5,-2.58225806451613
"FALSE POSITIVE",5443604,"K02713.01",2.501,2032,4.238,104.7,0.04865,14.2349570200573,11.8252595155709,-0.733333333333333,-165.052192066806
"CANDIDATE",12206313,"K02714.01",0.338,6148,6.394,0.3397,0.0002196,3.48426870748299,6.52197802197802,-0.266666666666667,-1.18543897216274
"CANDIDATE",12206313,"K02714.02",1.962,3485,18.79,0.03636,-1.432e-05,69.1411935953421,6.52260307998013,-0.266666666666667,1.59683168316832
"CANDIDATE",12206313,"K02714.03",0.6723,622.9,53.26,-0.3865,-0.0002319,4.27031170158406,6.52282990466633,-0.266666666666667,2.18364418938307
"CANDIDATE",9837661,"K02715.01",0.395,1398,7.415,0.1236,0.00423,5.58845861807137,11.6596952494771,1.4,4.51261682242991
"CANDIDATE",9837661,"K02715.02",0.353,4098,1.18,0.9193,0.002034,11.5728129910948,11.6593886462882,1.4,1.41099476439791
"CANDIDATE",9837661,"K02715.03",0.2051,2148,1.138,0.289,0.0007599,0.555630126771066,11.6596834264432,1.4,1.52571428571429
"CANDIDATE",9092504,"K02716.01",0.1516,18590,0.4379,-0.4079,0.0001288,3.02013422818792,4.94070080862534,-1,-1.47485148514851
"CANDIDATE",9092504,"K02716.02",0.176,2428,-0.5542,0.3495,-0.0003302,1.29665635586979,4.94090909090909,-1,0.821226993865031
"CANDIDATE",9467404,"K02717.01",0.07301,18600,0.2466,-0.4448,-1.929e-05,5.59477936606588,5.61764705882353,-0.266666666666667,-0.272490842490842
"FALSE POSITIVE",5308666,"K02718.01",0.107,24900,0.5033,-2.338,0.005387,3.2948905109489,0,-0.88,-132.43956043956
"CANDIDATE",5184911,"K02719.01",0.1675,3852,-0.2313,-0.06752,0.0001251,3.24207492795389,10.5359565807327,1.06666666666667,-0.688132295719844
"CANDIDATE",5184911,"K02719.02",0.5399,713.2,61.54,-0.5698,-7.159e-05,2.57164268585132,10.5358529640176,1.06666666666667,0.117889908256881
"CANDIDATE",8176564,"K02720.01",0.1614,5480,3.61,1.726,-2.1e-05,6.3696715583508,31.8311151904543,-0.8,-0.448055555555556
"CANDIDATE",6587105,"K02721.01",0.704,1257,6.307,0.1244,0.0002578,10.8339438339438,7.4405646359584,1.06666666666667,-0.845470692717584
"CANDIDATE",7673192,"K02722.01",0.2331,6442,3.816,-0.04769,3.469e-05,5.87630890052356,6.40758754863813,-0.8,-1.46230031948882
"CANDIDATE",7673192,"K02722.02",0.1643,7714,1.55,0.2143,-3.68e-05,3.56726546906188,6.40606917834641,-0.8,0.427648578811369
"CANDIDATE",7673192,"K02722.03",0.2633,3343,-2.023,-0.2028,-0.0001193,4.62880743417656,6.40817650876055,-0.8,1.63075060532688
"CANDIDATE",7673192,"K02722.04",0.2207,3608,5.645,-0.2427,-4.91e-05,3.47565687789799,6.40726722180167,-0.8,0.517241379310345
"CANDIDATE",7673192,"K02722.05",0.1967,1834,7.908,0.8305,4.45e-05,1.7912766381199,6.40742599096839,-0.8,-0.882372505543237
"CANDIDATE",3346154,"K02723.01",0.08708,8243,1.006,-0.1273,0.0002113,4.24333177351427,3.94844832008207,0.4,-3.06880733944954
"FALSE POSITIVE",5308387,"K02724.01",0.08935,34060,0.3791,-0.805,0.0003275,4.2312030075188,3.97885507993811,-0.6,-17.0549450549451
"FALSE POSITIVE",6233573,"K02725.01",0.08351,13380,0.6749,0.4645,-0.0002136,3.04252446844414,1.39060642092747,-1.2,4.1544885177453
"FALSE POSITIVE",10363281,"K02726.01",0.08382,18700,0.3891,107.7,0,4.71391213389121,2.88993288590604,-0.666666666666667,-97.9933110367893
"FALSE POSITIVE",4861527,"K02727.01",4.576,3332,17.61,-41.59,0.03822,25.8197779499096,3.70433668019654,-1.06666666666667,-239.923224568138
"CANDIDATE",4178606,"K02728.01",0.5338,1578,-8.07,-0.2014,-1.609e-05,13.0463363796697,3.21077283372365,-0.533333333333333,0.121129032258065
"CANDIDATE",12008872,"K02729.01",1.407,3591,10.74,-0.1093,2.141e-05,122.696115765423,3.91290003299241,-0.666666666666667,-0.12271714922049
"CANDIDATE",8415200,"K02730.01",0.1278,8023,0.7969,0.3643,-1.439e-05,1.73606557377049,5.33138303238172,1.06666666666667,0.278093306288033
"FALSE POSITIVE",4072333,"K02731.01",0.2049,8679,1.024,8.5,0.002695,3.03132367800606,5.18431240531897,0,-11.8246376811594
"CANDIDATE",9886361,"K02732.01",0.6995,9054,-0.8786,-0.9953,-8.222e-05,43.7534372135655,6.23779023218575,1.6,2.7883008356546
"CANDIDATE",9886361,"K02732.02",0.3882,5354,8.83,-0.126,1.188e-05,7.1003984063745,6.23711340206186,1.6,-0.263185378590078
"CANDIDATE",9886361,"K02732.03",0.3444,955.7,2.861,-0.7095,-0.0001551,4.35408560311284,6.23821238212382,1.6,1.81001727115717
"CANDIDATE",9886361,"K02732.04",0.1652,1704,24.93,-1.801,-3.738e-05,0.606901960784314,6.23931623931624,1.6,0.593055555555555
"CANDIDATE",5953297,"K02733.01",0.1974,4666,2.917,-0.6107,-3.891e-05,3.60382622558788,18.1657737157264,0.933333333333334,0.417473684210526
"CANDIDATE",7659389,"K02734.01",0.07481,3522,0.2438,0.2947,0.0004692,0.330232558139535,7.01433962264151,1.06666666666667,5.01084010840108
"CANDIDATE",9472074,"K02735.01",0.08114,27770,0.4031,0.2479,8.577e-05,3.02246061012404,8.42001316655695,0.7,-0.766025641025641
"CANDIDATE",10842192,"K02736.01",0.3114,2984,3.061,-0.9418,0.0005989,4.19001919385797,13.3715308863026,-0.666666666666667,-0.724031007751938
"FALSE POSITIVE",6614629,"K02737.01",0.04692,29910,0.2016,2.57,8.517e-05,5.85435630689207,3.24469382776287,0.48,-6.38871473354232
"FALSE POSITIVE",6630943,"K02738.01",0.1005,27120,0.2,15.16,-0.005575,2.37608638398736,8.93341952165482,-0.866666666666667,75.211970074813
"CANDIDATE",4831728,"K02739.01",0.3671,3612,3.603,-0.7492,0,5.99269102990033,5.21608925425719,1.06666666666667,0.707854406130268
"CANDIDATE",4831728,"K02739.02",0.1161,6352,3.194,-1.537,0,0.488710672424429,5.21710037174721,1.06666666666667,1.22900763358779
"FALSE POSITIVE",3336765,"K02740.01",0.08474,10390,1.183,-2.224,-0.0004434,2.99568536342516,4.18950437317784,-1.46666666666667,8.25070821529745
"FALSE POSITIVE",5513893,"K02741.01",0.04151,37020,0.2813,-0.3088,3.368e-05,0.977071318047545,3.04454577341284,-0.266666666666667,-1.49166666666667
"CANDIDATE",5980208,"K02742.01",0.07525,19770,0.2063,0,0,2.2334659373446,12.5398230088496,-0.6,0
"CANDIDATE",8095441,"K02743.01",0.1054,1923,3.716,0.6503,-0.0001124,1.13832658569501,8.952770208901,0,1.152487135506
"CANDIDATE",5881813,"K02744.01",0.5755,666,74.5,-1.094,0.0005884,4.59182530795073,2.72619788425638,0.9,-1.24605504587156
"CANDIDATE",5881813,"K02744.02",0.1447,1669,3.108,1.936,2.365e-05,0.88180924287119,2.72671670836808,0.9,-0.0975949367088608
"CANDIDATE",12456601,"K02745.01",0.9214,2928,7.384,-0.07483,7.972e-05,42.3211875843455,3.8112973308504,-0.266666666666667,1.16160714285714
"FALSE POSITIVE",5302643,"K02746.01",2.693,793.1,28.28,-4.478,0.001665,7.15974212034384,4.22676755734216,-0.628571428571429,-4
"CANDIDATE",6586746,"K02747.01",0.8737,3291,3.318,0.6131,-6.78e-05,67.0110957004161,10.9746519100321,0.266666666666667,-0.0266472642607683
"CANDIDATE",9962455,"K02748.01",0.768,3366,5.299,-1.37,0.0001022,11.1855282924387,5.44926545951486,0,-0.431410256410256
"CANDIDATE",9962455,"K02748.02",0.05384,3380,-1.328,-1.046,-1.643e-05,0.414524495677233,5.44607420189819,0,0.368599562363238
"FALSE POSITIVE",8687088,"K02749.01",0.04949,19100,0.655,6.035,-0.0001998,5.15142857142857,2.69807881082597,-0.466666666666667,14.5529661016949
"CANDIDATE",3663173,"K02750.01",0.8819,1130,-5.885,1.688,-0.0006146,0.781729310635429,4.47129506008011,0.666666666666667,-1.86235741444867
"CANDIDATE",9881077,"K02751.01",0.6096,1250,13.87,0.651,0.001226,20.2339820686639,14.9968756509061,-0.533333333333333,-1.8296178343949
"FALSE POSITIVE",5717567,"K02752.01",0.029,9739,0.8876,12.31,-2.849e-05,5.4380664652568,6.9762174405436,1.2,1.16322463768116
"CANDIDATE",6265792,"K02753.01",0.07375,12960,0.5809,-0.5753,-4.064e-05,2.64602803738318,6.68514028403187,1.06666666666667,0.661103253182461
"CANDIDATE",10905911,"K02754.01",0.01148,5456,0.7759,-1.57,-2.072e-05,0.0434329912241559,7.59752925877763,-0.533333333333333,1.262
"CANDIDATE",3545135,"K02755.01",0.1113,3070,0.5885,0.192,5.215e-05,2.38164506744248,8.102835077736,-1.06666666666667,-0.732647814910026
"CANDIDATE",6964929,"K02756.01",0.1038,34180,0.2708,-0.1801,-9.682e-05,2.09786435109129,7.3036398467433,1.06666666666667,1.44401473296501
"CANDIDATE",6432345,"K02757.01",0.3733,499.1,154.2,-0.09457,-0.0004802,0.809178456782784,11.390271311607,0,0.756976744186047
"CANDIDATE",8703129,"K02758.01",0.9226,1201,82.83,-0.06788,-6.475e-05,2.67516629711752,1.66832339297548,0.25,5.51082251082251
"CANDIDATE",11076400,"K02759.01",0.07105,11510,0.2,0.6161,-5.792e-05,1.9451048195375,14.1747572815534,1.2,0.574812030075188
"CANDIDATE",7877978,"K02760.01",0.7675,688.7,23.57,-0.7075,-0.0005805,23.5295610251205,18.1767955801105,1.6,1.85159500693481
"FALSE POSITIVE",7903086,"K02761.01",0.169,8470,-0.4,-27.88,0.002696,3.22372639828999,4.28927680798005,0.233333333333333,-13.3728489483748
"CANDIDATE",8210018,"K02762.01",0.3109,595.3,-30.58,-0.687,-0.0005926,0.266447368421053,15.8254135867652,-0.333333333333333,0.368292682926829
"FALSE POSITIVE",3834322,"K02763.01",0.08602,15640,0.4344,0.5074,-0.0001166,2.17914051183003,13.5410334346505,0,0.435779816513762
"CANDIDATE",10073672,"K02764.01",0.1993,7040,0.95,2.382,0.000474,4.01831174631532,22.9681112019624,-1.06666666666667,4.24822695035461
"FALSE POSITIVE",11188249,"K02765.01",2.534,14570,0.4563,-1.374,-0.004616,27.8850446428571,2.98573466476462,-0.133333333333333,100.40899795501
"FALSE POSITIVE",4677282,"K02766.01",0.2494,28780,1.117,60.61,-1.702e-05,8.67549668874172,2.26019690576653,-1,1.28469945355191
"FALSE POSITIVE",5097470,"K02767.01",0.2955,33270,0.8385,-5.172,-0.0005812,8.63820018365473,7.34622701331642,1.6,14.7432950191571
"FALSE POSITIVE",9692128,"K02769.01",0.1109,14850,1.068,-1.22,0.0001602,2.77836004932183,4.1744966442953,-0.933333333333334,-3.44635193133047
"CANDIDATE",10917043,"K02770.01",0.4885,537.6,10.6,-1.704,0.0008591,0.714518937744885,15.1646090534979,-0.666666666666667,-1.68862559241706
"FALSE POSITIVE",11456382,"K02771.01",0.06849,22660,0.3656,-165.8,0,6.689756816507,3.89520202020202,0.133333333333333,645.804195804196
"FALSE POSITIVE",11966253,"K02772.01",0.06083,23760,0.1844,-7.903,-0.00103,1.81805331179321,5.14665623777865,-1.82857142857143,12.9989550679206
"FALSE POSITIVE",3130548,"K02773.01",0.08713,14500,0.5247,0.6457,0.0004624,2.93796931113288,4.51918024172359,-0.733333333333333,-3.77892918825561
"FALSE POSITIVE",9593757,"K02774.01",1.394,4914,1.176,15.31,0,9.4228515625,857959.961868446,1.06666666666667,-122.163120567376
"CANDIDATE",6346809,"K02775.01",1.007,907.3,-4.342,0.5855,-0.0003892,9.50675675675676,4.60908413998511,-1.06666666666667,0.826463700234192
"FALSE POSITIVE",4275117,"K02776.01",0.01366,12450,0.5781,-16.28,0.000357,0.0321547555077915,4.0390203403902,-1.2,-3.925
"FALSE POSITIVE",6545051,"K02777.01",0.1319,26350,0.722,-8.847,0.001498,0.582695374800638,8.18636995827538,-0.2,-10.3294117647059
"CANDIDATE",7769819,"K02778.01",0.173,7124,-0.3167,-0.7262,0.0002222,3.06061632238402,5.25033602150538,-0.266666666666667,-0.953184165232358
"CANDIDATE",11874577,"K02779.01",0.2273,1631,11.79,-1.569,2.927e-05,0.333766233766234,4.15409702405218,-1.66666666666667,0.45965379494008
"CANDIDATE",12164564,"K02780.01",0.1801,6074,0.7667,-0.859,0.0001584,2.3096976016684,3.72056384742952,-0.457142857142857,-0.387916152897657
"FALSE POSITIVE",8190354,"K02781.01",0.02927,26980,0.425,4.31,-0.0002257,1.21610317183688,3.65495470765852,-1.48571428571429,8.59097525473071
"FALSE POSITIVE",10275805,"K02782.01",3.553,450.1,74.04,20.37,0.003674,8.00325203252033,3.72748815165877,0.7,-2.90147783251231
"CANDIDATE",5709889,"K02783.01",0.0895,32090,0.3186,2.549,0.0004701,5.01547491995731,15.6154783668495,-2.26666666666667,-7.98141891891892
"FALSE POSITIVE",3119256,"K02784.01",0.1014,6103,2.146,2.558,0.0005738,4.03172475424486,2.80536193029491,-2.74285714285714,-19.0472972972973
"CANDIDATE",10001368,"K02785.01",0.1537,3450,-0.6334,-0.1086,0.0001077,1.61754176610978,3.62244897959184,-0.266666666666667,-1.1680216802168
"CANDIDATE",9466429,"K02786.01",0.4407,1850,29.5,0.1826,-0.0001893,4.7292817679558,4.15865005519634,-1.06666666666667,1.34965870307167
"FALSE POSITIVE",4365442,"K02787.01",0.1201,20650,0.85,75.37,0.0003465,2.89412146800909,2.79850746268657,-1.65714285714286,-10.7225913621262
"FALSE POSITIVE",9943435,"K02788.01",0.07757,20380,0.2042,4.118,0.0003453,2.8107432854466,4.43147067000278,-1.06666666666667,-6.25470085470085
"CANDIDATE",8885643,"K02789.01",0.2279,6331,0.725,-0.004109,0.0001557,7.15255530129672,3.81369150779896,-1.33333333333333,-1.23293051359517
"CANDIDATE",5652893,"K02790.01",0.2465,2361,2.023,-1.388,-8.411e-05,3.40150943396226,18.2264283210655,-1.2,0.454375896700144
"CANDIDATE",11662184,"K02791.01",1.366,1996,-1.158,-0.2676,-0.0001133,63.4544253632761,7.18370544457501,1.06666666666667,0.561938202247191
"CANDIDATE",11127479,"K02792.01",0.06963,12470,0.7563,1.531,2.169e-05,3.47492980344966,30.8227848101266,1.2,-0.61689708141321
"CANDIDATE",9823519,"K02793.01",0.08037,1758,1.859,0.9032,-0.0001293,0.0710650887573964,11.0994623655914,-1,-1.25066312997347
"CANDIDATE",9823519,"K02793.02",0.2339,3149,0.8668,-0.5848,0.0006659,6.43705293276109,11.0971943887776,-1,-2.1219512195122
"FALSE POSITIVE",5428668,"K02794.01",0.0117,16660,0.2406,-7.134,0.002199,0.00446827524575514,3.7866927592955,-0.533333333333333,-10.7189409368635
"FALSE POSITIVE",5041569,"K02795.01",0.4936,20530,0.8242,-3.156,0.0007482,8.07904085257549,3.37894736842105,0.233333333333333,-8.52487135506003
"CANDIDATE",11246161,"K02796.01",0.0344,14760,0.681,-0.06681,8.516e-05,1.83288521199586,7.41391678622668,0.933333333333334,-0.968888888888889
"CANDIDATE",10604521,"K02797.01",0.03486,15680,0.5063,-0.2829,-0.0003741,0.404957599478147,3.69143305234268,0.7,-1.15250965250965
"CANDIDATE",6697756,"K02798.01",0.06158,17460,0.3594,-0.593,1.382e-05,2.35983153461437,13.7455830388693,-0.971428571428572,0.34047619047619
"FALSE POSITIVE",5649833,"K02799.01",0.07159,27560,0.2604,-2.492,0.01539,3.13698152666434,4.23298731257209,-0.533333333333333,-468.511450381679
"FALSE POSITIVE",10518399,"K02800.01",0.2648,14220,0.7765,0.4089,-0.0001286,4.75968992248062,3.29650092081031,-0.733333333333333,1.66527777777778
"CANDIDATE",5905822,"K02801.01",0.1395,7286,-1.083,-1.236,-1.508e-06,3.67535153019024,5.54833836858006,-0.4,0.253626634958383
"CANDIDATE",5775129,"K02802.01",0.1133,4254,0.2583,0.9366,0.0003988,1.00628418480158,7.04125177809388,1.06666666666667,-2.58480176211454
"CANDIDATE",9898447,"K02803.01",0.0624,11400,1.164,-1.142,1.482e-05,2.43991056456121,7.59896171317326,1.6,-0.86410635155096
