"koi_disposition","kepid","kepoi_name","X","tce_ldm_coeff4","tce_maxmesd","tce_fwm_prao","tce_fwm_pdeco","tce_dikco_mra_sn","tce_dikco_mdec_sn"
"FALSE POSITIVE",6350031,"K05267.01",5740,-0.1238724,3.08,-0.0001673,-3.665e-05,-1.16790251107829,-1.59608636977058
"FALSE POSITIVE",6364064,"K05271.01",5741,-0.2879058,2.554,-2.369e-05,6.501e-05,-4.58289473684211,-2.30120663650075
"FALSE POSITIVE",6364143,"K05272.01",5742,0.028532,2.357,0.0001476,1.976e-05,-3.21526980482204,-0.539839572192513
"FALSE POSITIVE",6364307,"K05273.01",5743,-0.101173,2.65,-6.973e-05,-0.0002488,-5.44873949579832,-3.5473321858864
"FALSE POSITIVE",6366559,"K05274.01",5744,-0.4376198,35.46,3.694e-06,-8.845e-05,1.25741176470588,-0.0131668168168168
"FALSE POSITIVE",6367663,"K05275.01",5745,0.3292436,1.9,0.0004549,-0.0003745,-1.46279352226721,1.28735042735043
"CANDIDATE",6368905,"K05276.01",5746,-0.4456464,57.2,0.0008923,-0.0001856,2.47771241830065,3.75677083333333
"CANDIDATE",6372194,"K05278.01",5747,-0.3346582,-35.17,0.0006942,0.001977,3.13290816326531,-0.13711051930759
"CANDIDATE",6387557,"K05279.01",5748,-0.2742972,25.56,0.0004421,0.0008022,0.456270833333333,-0.981299435028249
"FALSE POSITIVE",6387887,"K05280.01",5749,-0.0010438,0.4351,0,0.2597,0.556262626262626,0.79414371257485
"CANDIDATE",6443093,"K05284.01",5750,-0.2093448,138.7,-0.0002554,-0.0009948,-0.413881578947368,-1.83480725623583
"CANDIDATE",6509282,"K05287.01",5751,-0.494406,2.003,-8.411e-05,4.276e-05,0.362551515151515,0.255394736842105
"CANDIDATE",6511182,"K05288.01",5752,-0.2926552,-0.3188,0.0003358,-0.0002108,0.608854166666667,-0.468187274909964
"FALSE POSITIVE",6525196,"K05293.01",5753,0.2145464,0.2969,-0.03738,0.05241,0.39983606557377,0.0465982456140351
"FALSE POSITIVE",6526377,"K05295.01",5754,-0.5563772,0.7417,-0.0001638,-9.844e-05,14.4238505747126,11.2287610619469
"FALSE POSITIVE",6527229,"K05296.01",5755,-0.1283296,37.14,-0.01443,-0.002696,0.769671897289586,-0.120915373765867
"CANDIDATE",6543192,"K05297.01",5756,-0.49047,3.016,5.428e-05,-0.0002626,-0.254142427281846,0.69148905109489
"FALSE POSITIVE",6543674,"K05298.01",5757,0.2522136,0.6705,0.1032,-0.2085,0.141479880774963,1.41947994056464
"FALSE POSITIVE",6594945,"K05300.01",5758,0.2565598,133.5,-0.0001415,-6.971e-05,-1.67192307692308,-0.467921428571428
"FALSE POSITIVE",6612411,"K05305.01",5759,0.1716042,2.255,3.452e-05,-4.604e-05,0.00167368,-1.67958041958042
"FALSE POSITIVE",6615600,"K05307.01",5760,-0.1778876,-0.5042,0.002225,0.006027,-13.7930379746835,-31.2360655737705
"FALSE POSITIVE",6634112,"K05308.01",5761,-0.4534658,0.1781,0.00915,-0.01362,0.903575667655786,-0.887906295754026
"CANDIDATE",6675757,"K05310.01",5762,-0.3854836,0.7938,-8.851e-05,0.0001347,2.04783163265306,-0.495591517857143
"FALSE POSITIVE",6681473,"K05312.01",5763,-0.3694874,271.5,-0.003386,-0.001616,23.1508196721311,9.32049180327869
"FALSE POSITIVE",6695801,"K05316.01",5764,-0.0198884,0.5316,0.0001597,0.000119,-2.93583596214511,-2.02364341085271
"FALSE POSITIVE",6699562,"K05317.01",5765,0.2099908,9.578,0.0007603,-0.001477,0.811158989598811,-2.27892376681614
"CANDIDATE",6721603,"K05321.01",5766,0.2026468,-47.77,-9.526e-05,-0.0002525,-8.20677966101695,4.64435483870968
"CANDIDATE",6762188,"K05323.01",5767,-0.5365748,-1.362,0.0001909,3.952e-05,-1.19550872093023,1.08905247813411
"CANDIDATE",6776555,"K05327.01",5768,-0.2008668,0.7711,-0.0001094,0.00136,0.0335537414965986,-0.610269461077844
"FALSE POSITIVE",6784887,"K05328.01",5769,0.175,32.02,-0.01984,-0.003593,0.348565088757397,0.698350364963504
"CANDIDATE",6805414,"K05329.01",5770,0.0015252,2.295,0.001725,0.0004163,0.561752212389381,0.435855039637599
"FALSE POSITIVE",6864891,"K05330.01",5771,0.2043932,-5.061,0.0004785,-0.0009565,-2.22002670226969,0.326568265682657
"CANDIDATE",6869373,"K05331.01",5772,-0.5126014,9.788,0.0002395,-9.498e-05,1.67355769230769,2.03028673835125
"CANDIDATE",6875342,"K05332.01",5773,0.0435092,12.61,5.512e-05,-8.912e-05,1.0440347826087,0.0391576763485477
"CANDIDATE",6879183,"K05333.01",5774,-0.2174918,13.57,0.0004527,0.0001756,0.922079207920792,-0.917110266159696
"FALSE POSITIVE",6891512,"K05335.01",5775,-0.0974962,-0.3594,0,0,0.512897058823529,0.603891273247496
"CANDIDATE",6934045,"K05336.01",5776,0.22547,8.058,-2.457e-05,-0.0002052,1.37596412556054,1.20838333333333
"FALSE POSITIVE",6948815,"K05339.01",5777,0.090429,0.7688,0,-0.01745,-0.359615384615385,0.19527736131934
"CANDIDATE",7009548,"K05341.01",5778,0.2259474,6.711,-5.72e-05,-0.0002083,1.26037974683544,1.58483240223464
"FALSE POSITIVE",7022603,"K05346.01",5779,-0.4775648,11.06,-0.003403,0.00109,149.542097488922,-64.9390787518574
"FALSE POSITIVE",7047299,"K05351.01",5780,0.000502,-0.9583,8.725e-06,0.0006981,-1.33977678571429,-1.50758017492711
"CANDIDATE",7107567,"K05353.01",5781,0.3750392,0.4,0.003137,0.0003726,-22.5465288035451,-5.69973684210526
"FALSE POSITIVE",7115671,"K05355.01",5782,0.1112244,0.3585,5.385e-05,3.484e-05,5.75116883116883,0.663001017293998
"CANDIDATE",7138841,"K05361.01",5783,0.3522036,15.05,0,7.506e-05,-1.05174796747967,-0.214327472527473
"FALSE POSITIVE",7204233,"K05371.01",5784,-0.5553568,7.261,0,-0.0002413,0,0
"CANDIDATE",7213311,"K05375.01",5785,-0.2291372,96.08,0.0002401,0.0001339,0.595322580645161,0.0496065891472868
"FALSE POSITIVE",7352727,"K05382.01",5786,-0.1633284,0.3563,-0.001599,0.000453,110.605925925926,-53.4558823529412
"CANDIDATE",7377343,"K05384.01",5787,0.1066132,3.235,-0.001092,0.000865,-0.170105017502917,-1.66005625879044
"FALSE POSITIVE",7416306,"K05388.01",5788,-0.309846,63.95,2.9e-05,-0.0001252,-1.19625,-1.0029748603352
"FALSE POSITIVE",7458433,"K05392.01",5789,0.127768,-0.1469,1.37e-05,5.677e-05,-1.30248,1.01370629370629
"FALSE POSITIVE",7516073,"K05395.01",5790,-0.2052528,42.35,-0.0001741,-4.935e-05,0.464314049586777,0.410223325062035
"FALSE POSITIVE",7538450,"K05396.01",5791,0.0550034,85.97,2.398e-05,4.92e-06,-0.971770623742455,-0.68853515625
"FALSE POSITIVE",7599004,"K05403.01",5792,0.2302472,0.3667,0.0005389,0.0005727,0.269015256588072,-5.14639455782313
"FALSE POSITIVE",7658229,"K05409.01",5793,-0.1746688,9.119,-0.0003284,0.001002,-0.283303437967115,-0.903944265809218
"CANDIDATE",7662502,"K05410.01",5794,0.0758348,13.96,0.0001132,-2.705e-05,0.465846338535414,-1.45797720797721
"CANDIDATE",7672215,"K05411.01",5795,0.327314,3.211,-1.761e-05,-6.418e-05,1.56954545454545,-0.145652654867257
"FALSE POSITIVE",7674050,"K05412.01",5796,-0.1634144,160.3,0.01174,0.01029,1.23660982948847,-0.528884615384615
"FALSE POSITIVE",7700561,"K05414.01",5797,-0.0578884,0.5792,-0.02235,0.02399,0,0
"CANDIDATE",7731281,"K05416.01",5798,-0.1952224,13.85,-0.0009002,-0.002999,-1.97261904761905,-0.15571875
"FALSE POSITIVE",7743464,"K05417.01",5799,-0.0930624,29.02,0.0005295,0.001725,0.234433139534884,-1.6393063583815
"CANDIDATE",7747091,"K05418.01",5800,-0.4288622,3.229,0,0.0002248,1.43842857142857,-1.23675874769797
"CANDIDATE",7770901,"K05426.01",5801,0.2522768,-25.61,-4.301e-05,-2.823e-05,-0.0544766355140187,-0.697286585365854
"FALSE POSITIVE",7800285,"K05427.01",5802,0.0751798,0.5365,-4.571e-05,0.00797,2.31738578680203,-11.4506666666667
"CANDIDATE",7829836,"K05433.01",5803,-0.203052,46.26,-1.183e-05,0.0003827,0.450142118863049,-3.45
"CANDIDATE",7836096,"K05435.01",5804,-0.5531864,1.647,0.0001623,0.0001021,-1.48654545454545,0.172724014336918
"FALSE POSITIVE",7837526,"K05436.01",5805,0.374009,7.151,0.0007598,0.00449,-0.356983655274889,0.538637037037037
"FALSE POSITIVE",7885558,"K05439.01",5806,-0.3681348,0.5313,-1.136e-05,0.0003309,2.62274285714286,-28.4676666666667
"CANDIDATE",7888863,"K05440.01",5807,0.1631794,36.25,2.564e-05,0.0009787,0.242958115183246,0.547545977011494
"CANDIDATE",7900450,"K05441.01",5808,0.1651544,-2.507,-0.0003058,6.126e-05,-6.11969849246231,4.28744394618834
"FALSE POSITIVE",7916058,"K05445.01",5809,-0.225712,3.113,-0.0006442,0.0003281,1.64754464285714,0.983787878787879
"FALSE POSITIVE",7938499,"K05448.01",5810,-0.2999074,3.685,0.0004656,-0.0001562,-3.74847417840376,4.81517412935323
"CANDIDATE",7941635,"K05449.01",5811,-0.488422,0.3813,0.0009719,-0.0002862,-3.42541666666667,0.568836524300442
"FALSE POSITIVE",7941635,"K05449.02",5812,-0.488422,-3.222,-0.000344,0.0002642,0.747085427135678,-1.52832535885167
"CANDIDATE",8007174,"K05458.01",5813,-0.5436806,18.02,-0.001979,-0.0009903,-0.231806358381503,0.00225086614173228
"CANDIDATE",8009811,"K05459.01",5814,-0.011342,-12.07,-4.156e-05,1.641e-05,-0.519186785260483,-2.3078527607362
"FALSE POSITIVE",8016211,"K05460.01",5815,-0.5405412,0.6539,-0.08671,0.1005,0,0
"FALSE POSITIVE",8029848,"K05463.01",5816,-0.3681868,0.3094,-0.009566,0.002205,86.8716119828816,4.71412742382271
"CANDIDATE",8037038,"K05466.01",5817,-0.2290484,-0.8191,-0.0002005,0.0001374,-0.674502297090352,0.238436873747495
"FALSE POSITIVE",8043968,"K05469.01",5818,-0.192644,0.7691,0.000139,2.408e-06,-3.28971553610503,0.0405292517006803
"FALSE POSITIVE",8075618,"K05471.01",5819,-0.4202402,-1.533,0.001595,0.008324,-1.94540612516644,-0.255065502183406
"CANDIDATE",8105398,"K05475.01",5820,0.376034,98.21,-0.0001259,0.0002208,0.546108108108108,0.0323872964169381
"CANDIDATE",8105398,"K05475.02",5821,0.376034,4.042,4.489e-05,3.912e-05,-0.222984496124031,-1.65225925925926
"CANDIDATE",8105719,"K05476.01",5822,-0.3609012,11.38,0.001524,-0.0008715,-0.598839285714286,2.1128526645768
"FALSE POSITIVE",8108437,"K05478.01",5823,-0.1057132,-51.44,-0.003516,-0.004186,-0.783096296296296,1.31842878120411
"FALSE POSITIVE",8155368,"K05481.01",5824,-0.1296306,0.353,0,0,-38.498502994012,17.8834080717489
"CANDIDATE",8158429,"K05482.01",5825,-0.0971048,14.16,-0.0003398,0.0003178,-5.4326724137931,-0.430594479830149
"FALSE POSITIVE",8179747,"K05483.01",5826,-0.4270872,8.916,0.002726,0.0175,-0.482247023809524,-0.77642962962963
"CANDIDATE",8197176,"K05485.01",5827,-0.383697,6.225,0.003916,-0.001317,-0.336605714285714,2.55772357723577
"CANDIDATE",8197406,"K05486.01",5828,0.3907604,0.5531,-6.051e-05,-0.0001595,0.160323033707865,-0.431149425287356
"FALSE POSITIVE",8223655,"K05488.01",5829,-0.4218262,153.4,-0.08073,-0.01622,57.5295774647887,10.5170454545455
"FALSE POSITIVE",8242350,"K05493.01",5830,0.3269474,1.723,-1.868e-05,-3.797e-06,-0.493935574229692,-0.514631728045326
"FALSE POSITIVE",8255058,"K05495.01",5831,-0.5133198,-0.9808,0.02304,-0.008099,-91.0229885057472,28.4156976744186
"FALSE POSITIVE",8288404,"K05498.01",5832,-0.5117088,60.62,0.002537,-0.001936,-1.51750741839763,-1.4929539295393
"FALSE POSITIVE",8364969,"K05508.01",5833,0.0044916,16.45,0.006886,0.001675,-1.09578475336323,1.06569506726457
"FALSE POSITIVE",8380743,"K05510.01",5834,0.2721962,0.6578,0.0005699,0.0006078,0.3085,1.65315068493151
"CANDIDATE",8396288,"K05512.01",5835,-0.3830276,-1.525,0.0003466,-0.0007064,-0.0975645756457565,1.35321266968326
"FALSE POSITIVE",8414914,"K05513.01",5836,0.0387004,-20.81,-0.3046,-0.3813,6.65223684210526,3.02808022922636
"CANDIDATE",8429817,"K05515.01",5837,0.3010288,-0.2188,-0.0005741,7.498e-05,1.81541786743516,0.365035360678925
"FALSE POSITIVE",8432034,"K05516.01",5838,-0.2420112,0.2125,-0.6721,0.02501,100.480176211454,8.25
"FALSE POSITIVE",8439618,"K05518.01",5839,-0.145587,-110.1,0.001269,-0.002594,1.90283159463487,-0.0934915254237288
"FALSE POSITIVE",8480642,"K05521.01",5840,-0.4059,18.11,-0.0003675,0.0001834,0.555839340885685,3.4968096809681
"FALSE POSITIVE",8495232,"K05524.01",5841,-0.5197668,7.09,-9.542e-05,-0.0003411,4.48939393939394,12.262226640159
"FALSE POSITIVE",8507073,"K05527.01",5842,0.079392,115.7,-0.05886,-0.04469,1.19576296296296,-0.275334323922734
"FALSE POSITIVE",8509781,"K05529.01",5843,0.0358876,5.235,-0.0006472,-0.0002632,-1.38102272727273,-0.936788856304985
"FALSE POSITIVE",8552607,"K05542.01",5844,-0.1096848,-0.2526,0.000215,0.0001234,-4.84316109422492,-1.58296875
"CANDIDATE",8560475,"K05543.01",5845,-0.4855548,2.422,0.0002839,-9.763e-05,-1.48677290836653,-0.479626582278481
"FALSE POSITIVE",8561192,"K05544.01",5846,0.3569788,1.41,0.08481,0.463,-1.71405082212257,-0.729406657018813
"CANDIDATE",8644545,"K05552.01",5847,-0.403654,94.66,-0.0006879,0.0007588,-0.0499697933227345,0.467197530864198
"CANDIDATE",8644911,"K05553.01",5848,-0.304364,-21.46,3.945e-06,-0.0004327,0.226711538461538,-1.28542936288089
"CANDIDATE",8715589,"K05563.01",5849,-0.3887288,2.626,5.897e-05,0.0001219,-6.27167630057803,-3.30226130653266
"FALSE POSITIVE",8718273,"K05564.01",5850,-0.5524564,2.006,0.0002554,3.666e-05,1.39283676703645,-1.61090909090909
"CANDIDATE",8741367,"K05566.01",5851,0.2802364,-0.1531,3.518e-05,0.0001374,-0.940629370629371,13.7610687022901
"FALSE POSITIVE",8742270,"K05567.01",5852,-0.384462,199.1,0,-0.0006697,-1.13668161434978,-2.6219298245614
"CANDIDATE",8745553,"K05568.01",5853,-0.100816,-9.345,-0.0002186,3.98e-05,-3.25243553008596,0.795545314900154
"FALSE POSITIVE",8747222,"K05569.01",5854,-0.5529056,0.8394,0.006999,-0.01155,-57.8680057388809,95.1771595900439
"FALSE POSITIVE",8766285,"K05571.01",5855,-0.2420112,0.5313,0.000734,-0.0001377,-4.40112582781457,-6.93139269406393
"FALSE POSITIVE",8823893,"K05575.01",5856,0.1484256,0.7357,-5.919e-05,8.82e-05,0.0328810754912099,-1.39655737704918
"CANDIDATE",8891684,"K05581.01",5857,-0.4446916,-75.28,-0.0006706,-0.000438,0.137028011204482,0.465295629820051
"FALSE POSITIVE",8904714,"K05582.01",5858,0.047504,0.4417,-0.07881,-0.05243,0,0
"FALSE POSITIVE",8935352,"K05584.01",5859,-0.010636,5.456,0,0,-1.73269513991163,1.47414965986395
"FALSE POSITIVE",8939211,"K05586.01",5860,0.2987164,4.666,-7.093e-05,-3.746e-05,-1.89507575757576,1.3189156626506
"FALSE POSITIVE",8939650,"K05587.01",5861,0.1609,1.286,0.0005328,0.0001944,-0.319478390461997,-1.79255952380952
"CANDIDATE",9011877,"K05597.01",5862,-0.536291,2.166,4.008e-05,4.68e-06,-1.13930288461538,-0.455894941634241
"CANDIDATE",9018021,"K05600.01",5863,-0.5158468,5.633,5.236e-05,0.000241,0.416989247311828,-0.91957783641161
"FALSE POSITIVE",9026007,"K05602.01",5864,-0.3058104,-74.64,2.685e-05,1.517e-05,-0.309817767653759,-0.305803452855246
"CANDIDATE",9047416,"K05605.01",5865,-0.3615004,5.288,-0.0005213,0.0007708,-0.993783783783784,0.756797752808989
"FALSE POSITIVE",9049550,"K05606.01",5866,0.076166,13.91,0.005533,-0.006712,-1.55470852017937,13.0159226190476
"FALSE POSITIVE",9049697,"K05607.01",5867,-0.1482952,0.9536,0.0007664,0.001099,0,0
"FALSE POSITIVE",9101279,"K05614.01",5868,-0.0181448,0.8988,0,0,1.30178873239437,1.41866959064327
"FALSE POSITIVE",9108058,"K05615.01",5869,0.3136806,1.083,0.2986,0,0.539569892473118,-0.549965237543453
"FALSE POSITIVE",9116075,"K05617.01",5870,-0.4518944,4.699,0.008123,-0.006806,-120.149122807018,108.931276297335
"CANDIDATE",9141355,"K05622.01",5871,-0.3057168,168.1,-0.0022,0.0009816,0.709047619047619,1.10337016574586
"FALSE POSITIVE",9142225,"K05623.01",5872,-0.1019252,9.631,-0.000785,0.0004997,3.77491349480969,0.514506283662478
"CANDIDATE",9147012,"K05625.01",5873,-0.369172,-5.898,-0.001935,0.0001779,0.8564,1.33528735632184
"CANDIDATE",9157030,"K05628.01",5874,-0.5676436,-1.042,-0.0002063,-0.0005274,0.279087719298246,-0.467932131495228
"CANDIDATE",9166700,"K05632.01",5875,0.2137358,50.02,9.369e-06,7.249e-05,1.01469503546099,0.121783029001074
"FALSE POSITIVE",9180282,"K05636.01",5876,0.1695568,1.406,-0.0009149,-0.007168,2.93373205741627,19.2741116751269
"FALSE POSITIVE",9268456,"K05647.01",5877,0.008948,33,0.001257,-0.001312,-13.5643776824034,18.8978723404255
"CANDIDATE",9282853,"K05651.01",5878,-0.4936136,48.34,-0.0002727,0.0004665,-0.497054908485857,2.00105
"FALSE POSITIVE",9304976,"K05654.01",5879,-0.3179902,40.45,-0.0005504,0.0003155,0,0
"FALSE POSITIVE",9390655,"K05662.01",5880,-0.2069274,3.571,0.0005185,0.0004458,-17.475,-37.1902912621359
"CANDIDATE",9391817,"K05663.01",5881,-0.1428332,-25.36,-6.111e-05,-4.871e-05,-2.04982817869416,1.593625
"FALSE POSITIVE",9394762,"K05664.01",5882,-0.2716648,12.39,-0.02135,0.004943,72.9929494712104,-20.3684863523573
"FALSE POSITIVE",9402670,"K05667.01",5883,0.002234,0.3282,0.0001559,0.000157,2.93518197573657,-1.16131782945736
"FALSE POSITIVE",9418508,"K05672.01",5884,0.028362,2.611,0.000564,9.188e-05,1.02419047619048,0.940691489361702
"CANDIDATE",9456887,"K05677.01",5885,-0.5238976,12.03,-0.0004475,5.948e-05,-1.89112068965517,3.43650385604113
"FALSE POSITIVE",9474485,"K05683.01",5886,-0.5385112,0.1781,-0.003542,0,5.49724238026125,3.44803493449782
"FALSE POSITIVE",9489348,"K05686.01",5887,0.022832,1.798,-7.095e-05,-0.0001299,-0.33453125,2.9745501285347
"CANDIDATE",9532603,"K05688.01",5888,-0.4893952,-0.5417,0.001022,-0.0009205,3.7277027027027,-0.961408450704225
"CANDIDATE",9575728,"K05692.01",5889,-0.4551806,-0.3177,-1.215e-05,-0.0001907,-1.37560283687943,-1.25362030905077
"FALSE POSITIVE",9591728,"K05695.01",5890,0.3275856,7.588,0.0008674,-0.004668,-2.82814371257485,0.120487444608567
"FALSE POSITIVE",9594184,"K05696.01",5891,-0.5613294,21.26,0.002055,-0.0004015,-5.9778102189781,-5.42246963562753
"FALSE POSITIVE",9602595,"K05700.01",5892,-0.1563498,1.738,0.3227,0,-3.96146788990826,-0.857292817679558
"CANDIDATE",9715631,"K05706.01",5893,-0.2039154,135.7,-8.108e-06,-0.001388,-1.04963123644252,0.248700787401575
"CANDIDATE",9724993,"K05708.01",5894,-0.3414748,0.276,-0.0322,0.01187,2.03830409356725,-0.560834575260805
"FALSE POSITIVE",9775475,"K05711.01",5895,-0.2420112,43.24,-0.0004039,0.0005151,3.28842315369261,8.20632911392405
"FALSE POSITIVE",9780149,"K05713.01",5896,-0.1218196,-0.4156,0.0002848,0.001818,-7.99925053533191,-43.4080357142857
"FALSE POSITIVE",9786017,"K05714.01",5897,0.1724,0.831,0.0002119,0.0007789,0.231362962962963,0.169120715350224
"FALSE POSITIVE",9838414,"K05717.01",5898,-0.5468416,0.9716,0.002139,-0.001556,-33.403738317757,16.2964912280702
"FALSE POSITIVE",9839030,"K05719.01",5899,0.118114,5.088,-0.0002399,-0.0002791,0.483302631578947,-0.660615384615385
"FALSE POSITIVE",9845931,"K05721.01",5900,0.0669556,22.9,0.00184,-0.004523,-14.4815642458101,8.29802469135802
"FALSE POSITIVE",9847239,"K05722.01",5901,0.0888838,11.91,0,-0.0005375,-0.47536231884058,-0.693424855491329
"FALSE POSITIVE",9850843,"K05724.01",5902,0.0221568,5.919,0.0002042,-0.0001549,-0.489407713498623,-2.53676470588235
"FALSE POSITIVE",9896438,"K05728.01",5903,-0.2420112,9.155,0.02992,-0.01309,-79.5152354570637,51.1297898640297
"FALSE POSITIVE",9899514,"K05729.01",5904,-0.5390928,0.6607,-2.602e-05,0.0006939,-1.6109375,4.90970266040689
"FALSE POSITIVE",9899607,"K05730.01",5905,0.0197704,0.6879,0.0001221,0.0001715,-4.04983974358974,3.76111757857974
"FALSE POSITIVE",9908486,"K05731.01",5906,-0.476312,6.392,0.001618,0.002045,-6.05038961038961,-6.89037037037037
"CANDIDATE",9910043,"K05732.01",5907,0.1235638,-2.779,-0.0007213,0.0008732,1.25678082191781,0.166041666666667
"FALSE POSITIVE",9911112,"K05733.01",5908,-0.0328082,0.5656,-0.002174,-0.00329,0.089836676217765,-0.931581259150805
"FALSE POSITIVE",9934274,"K05735.01",5909,0.275376,2.475,-0.0001623,-3.558e-05,1.95540130151844,1.29274376417234
"CANDIDATE",9935983,"K05736.01",5910,-0.2702036,43.99,0.0007184,-0.0002445,0.404815436241611,-0.449636363636364
"FALSE POSITIVE",9941387,"K05738.01",5911,-0.43564,16.15,0.01892,0.003534,0.283115727002967,2.10104633781764
"FALSE POSITIVE",9941550,"K05739.01",5912,-0.1470236,80.88,0.0002817,-0.0004244,0.233423728813559,-0.318042704626334
"FALSE POSITIVE",9954225,"K05742.01",5913,0.2744088,0.6738,0,0,1.71,-2.09475247524752
"FALSE POSITIVE",9957659,"K05743.01",5914,-0.0264032,18.85,-0.03686,-0.09408,0,0
"FALSE POSITIVE",9957668,"K05744.01",5915,0.4206574,0.5585,-0.02152,-0.03083,-0.735907738095238,-2.53691176470588
"FALSE POSITIVE",9962595,"K05745.01",5916,-0.4616752,4.599,0.008662,-0.01511,3.10459610027855,1.64993377483444
"CANDIDATE",9993683,"K05748.01",5917,-0.529496,15.47,0.0001059,0.0002777,-0.0981452784503632,-2.23450980392157
"FALSE POSITIVE",10002266,"K05750.01",5918,-0.0654704,-3.121,0.0007333,-0.001798,-2.23568215892054,7.56622889305816
"CANDIDATE",10004772,"K05752.01",5919,-0.4375472,-0.1719,-0.0001171,-2.277e-05,0.339142857142857,1.44101214574899
"FALSE POSITIVE",10006096,"K05753.01",5920,-0.185587,37.23,0.002719,0.009374,2.0106824925816,0.0789970588235294
"FALSE POSITIVE",10007492,"K05754.01",5921,-0.5422098,1.325,-0.004211,-0.005959,32.8866855524079,49.4832116788321
"FALSE POSITIVE",10023469,"K05757.01",5922,-0.434804,5.817,0.002528,0.02233,0,0
"CANDIDATE",10083325,"K05761.01",5923,-0.2548092,3.775,5.738e-05,-5.074e-05,1.66965432098765,2.00615640599002
"CANDIDATE",10090854,"K05762.01",5924,-0.2727224,-1.609,-0.0001757,-0.0004612,-0.751654964894684,-1.10618487394958
"FALSE POSITIVE",10141271,"K05768.01",5925,-0.4258784,-1.65,-0.005144,-0.0001733,34.6834355828221,1.71982558139535
"CANDIDATE",10146103,"K05769.01",5926,-0.3275526,2.219,-5.185e-05,0.0001279,0.414321295143213,2.02748299319728
"FALSE POSITIVE",10189542,"K05773.01",5927,-0.2423016,9.344,-0.0006085,-0.001943,33.18,53.6728155339806
"FALSE POSITIVE",10191056,"K05774.01",5928,0.35559,0.3678,-0.04656,0.08165,8.75,-7.69688385269122
"FALSE POSITIVE",10227881,"K05780.01",5929,-0.1750456,2.593,0.00172,-0.0003947,-9.06657571623465,4.30920577617329
"FALSE POSITIVE",10320341,"K05786.01",5930,0.11734,-0.4563,-0.01525,-0.0168,-0.854562410329986,-0.785445402298851
"CANDIDATE",10394802,"K05790.01",5931,-0.5553568,-27.28,-0.0003612,0.0005828,-1.35400584795322,2.72031700288184
"FALSE POSITIVE",10416390,"K05792.01",5932,-0.5586644,5.238,-0.001153,-0.006552,-0.646566037735849,5.19020501138952
"FALSE POSITIVE",10470779,"K05796.01",5933,-0.3668204,-103.9,9.534e-05,0.0001243,-3.62,0.935131578947368
"FALSE POSITIVE",10480952,"K05797.01",5934,0.3160664,-0.3125,0,0,-0.626823529411765,-0.248194029850746
"CANDIDATE",10525077,"K05800.01",5935,-0.0203276,3.017,-0.000232,-7.34e-05,0.821829924650161,-0.076
"FALSE POSITIVE",10547378,"K05802.01",5936,-0.228656,18.06,1.209e-05,-1.635e-05,0.248370629370629,-0.861611111111111
"FALSE POSITIVE",10551346,"K05804.01",5937,0.0964974,0.7738,9.303e-05,0.0003185,0.0653594674556213,0.738055964653903
"FALSE POSITIVE",10552151,"K05805.01",5938,-0.470753,-11.19,0.0001179,5.928e-07,0.474829157175399,-0.436
"FALSE POSITIVE",10616656,"K05814.01",5939,0.3354002,18.35,0.001127,0.0004715,-0.938703976435935,-1.74210526315789
"CANDIDATE",10658177,"K05817.01",5940,-0.1617758,-3.14,0.0001495,0.0001415,-1.55757731958763,0.333434684684685
"FALSE POSITIVE",10661679,"K05818.01",5941,-0.3183606,0.613,-0.000178,-0.0002386,2.23808724832215,6.41267828843106
"FALSE POSITIVE",10724569,"K05823.01",5942,-0.4145482,0.5034,0.0001796,-0.0001547,6.79070512820513,6.16195426195426
"CANDIDATE",10777591,"K05827.01",5943,0.3975036,4.046,1.88e-05,-2.691e-05,0.166331269349845,0.33878752886836
"CANDIDATE",10813078,"K05831.01",5944,-0.007996,4.161,-0.001134,0.001006,0.603492537313433,1.01796721311475
"FALSE POSITIVE",10817600,"K05832.01",5945,-0.0362496,-0.6762,0.004731,-0.005413,-94.0906474820144,106.680291970803
"CANDIDATE",10850327,"K05833.01",5946,0.3112322,87.22,7.464e-05,1.053e-05,-1.58953246753247,1.56672304439746
"FALSE POSITIVE",10855545,"K05834.01",5947,-0.0986754,1.989,0.0006283,0.0006026,0.5842421875,-1.35239898989899
"FALSE POSITIVE",10905641,"K05840.01",5948,0.1121308,236.8,-0.0003458,0.0002903,-1.73520231213873,-0.845893958076449
"FALSE POSITIVE",10920086,"K05841.01",5949,0.3636088,1.538,2.291e-05,7.567e-05,-0.52499493414387,1.0740490797546
"CANDIDATE",10933306,"K05842.01",5950,0.07739,-1.723,5.053e-05,-0.000653,0.509256900212314,1.75828779599271
"CANDIDATE",10967168,"K05845.01",5951,0.2949918,1.982,-7.412e-05,-0.0001129,-0.0466800766283525,3.05221674876847
"FALSE POSITIVE",10977671,"K05846.01",5952,-0.5049674,75.56,-0.0003641,0.0001378,1.01660944206009,2.5623595505618
"CANDIDATE",11026582,"K05854.01",5953,0.1067866,67.02,-0.0001728,6.771e-05,1.86840206185567,0.575486725663717
"CANDIDATE",11036168,"K05855.01",5954,-0.3830134,108.2,0.0004052,-0.001473,-0.061696178343949,1.4037003058104
"CANDIDATE",11037818,"K05856.01",5955,-0.4075618,25.98,-0.000128,0.0001785,0.214991482112436,-1.71621621621622
