"koi_disposition","kepid","kepoi_name","tce_plnt_num","tce_ingress","tce_model_chisq","tce_sradius","tce_minmesd","tce_bin_oedp_stat","tce_albedo","tce_rb_tcount3","tce_fwm_stat","tce_fwm_srao","tce_fwm_pdeco","tce_impact_sn","tce_duration_sn","tce_sma_sn","tce_insol_sn","tce_smet_sn","tce_fwm_srao_sn","tce_fwm_sdeco_sn"
"CANDIDATE",11288051,"K00241.02",2,1.428,1395,0.651,18.93,0.07268,191.7,0,7.5035,1.419,-2.438e-05,81.2384161752317,15.1669834374152,16.6086956521739,8.17525773195876,-2.93333333333333,2.17304747320061,-0.0154063018242123
"CANDIDATE",11288051,"K00241.03",3,0.1529,5348,0.651,-0.4677,5.425,25.31,0,2.4224,-0.8173,-6.079e-06,2.2843734145104,4.91126702434998,16.6105971404542,8.20678336980306,-2.93333333333333,-1.15275035260931,-0.0696998420221169
"FALSE POSITIVE",3642741,"K00242.01",1,0.3858,9618,0.92,4.568,0.01167,5.169,0,201.86,-0.1515,-0.0005473,4.23656927426956,123.152081563297,4.04455445544554,2.5872581234027,0.533333333333333,-3.22340425531915,-6.97883597883598
"FALSE POSITIVE",9592579,"K00243.01",1,2.853,39580,1.03,1.206,0.0214,0.09692,0,0,-7.405,0,64.4329896907216,6.93364122508508,3.62232558139535,2.36827533792954,0.233333333333333,-350.947867298578,956.764705882353
"CANDIDATE",4349452,"K00244.01",1,0.4169,2828,1.258,7.627,0.1607,0.9682,0,418.51,0.3968,1.748e-05,167.775033250998,175.410833840536,21.832242712671,12.2228997289973,-0.4,9.05936073059361,10.9067055393586
"CANDIDATE",4349452,"K00244.02",2,0.3703,6253,1.258,0.5926,0.04834,1.577,0,84.841,0.2094,-3.298e-05,74.1991701244813,99.3718921748233,21.8367346938776,12.2203301021745,-0.4,2.409666283084,7.13939393939394
"CANDIDATE",8478994,"K00245.01",1,0.2688,1288,0.781,-9.353,2.069,37.13,0,712.8,0.5786,-0.0006645,15.1972522080471,92.5025125628141,26.9933240962338,12.3809523809524,-1.6,5.67254901960784,15.2955665024631
"CANDIDATE",8478994,"K00245.02",2,0.2081,2061,0.781,-4.884,0.1118,52.06,0,4.1136,-0.1379,-2.097e-05,9.89570754199143,23.4445768772348,26.99656094765,12.3989637305699,-1.6,-0.268810916179337,0.963775510204082
"CANDIDATE",11295426,"K00246.01",1,0.1891,7254,1.198,2.102,6.082,0.8129,0,78.258,0.0734,0.0001224,15.0129198966408,77.3783428320912,22.814871016692,12.4846875,0.4,1.34432234432234,-7.45949720670391
"CANDIDATE",11295426,"K00246.02",2,0.1146,3123,1.198,4.468,3.22,3.243,0,7.2546,-0.9778,1.555e-05,4.0403445149592,15.9821428571429,22.8191214470284,12.4878706199461,0.4,-2.09379014989293,-0.765123966942149
"CANDIDATE",11852982,"K00247.01",1,0.4816,1437,0.509,3.938,0.07234,89.74,0,8.4895,-0.747,-0.0001805,38.9732711073398,20.8185654008439,13.0392723072481,7.36,0.133333333333333,-3.01209677419355,0.0270588235294118
"CANDIDATE",5364071,"K00248.01",1,0.3973,4360,0.539,3.333,1.37,8.843,0,3.7709,-0.4656,1.155e-05,21.6658176260825,30.931554778045,16.2986301369863,8.14871794871795,-0.133333333333333,-3.88,-0.423168316831683
"CANDIDATE",5364071,"K00248.02",2,0.2563,7081,0.539,1.083,0.1824,5.793,0,15.684,-0.738,-0.0001929,14.1005954246318,12.8781512605042,16.3023382272974,8.16036505867014,-0.133333333333333,-3.56521739130435,1.26514285714286
"CANDIDATE",5364071,"K00248.03",3,1.534,2218,0.539,2.745,0.6724,20.73,0,0.80623,-0.2982,0.00012,26.068763326226,25.32617671346,16.2969885773624,8.15178571428571,-0.133333333333333,-1.35545454545455,-0.664324324324324
"CANDIDATE",5364071,"K00248.04",4,0.1798,1235,0.539,-4.01,0.4598,257.9,0,0.56745,-0.5054,6.385e-05,1.30001614726304,4.79515640766902,16.3051390304266,8.16363636363636,-0.133333333333333,-1.13573033707865,-0.306527415143603
"CANDIDATE",9390653,"K00249.01",1,0.2518,1980,0.369,6.012,5.281,37.54,0,251.48,0.3342,0.001125,16.5783320342946,23.4730538922156,8.99554193368626,6.09210526315789,-0.933333333333334,5.00299401197605,4.20838971583221
"CANDIDATE",9757613,"K00250.01",1,0.3989,2821,0.537,2.703,0.3768,33.12,0,64.511,0.2169,-0.0006605,18.1717263253285,38.8106011635423,16.257197696737,8.15,-0.8,2.20203045685279,-0.668540540540541
"CANDIDATE",9757613,"K00250.02",2,0.56,1230,0.537,7.642,0.8344,80.69,0,18.476,0.2149,0.0005987,52.442396313364,26.7253199268739,16.2534435261708,8.09375,-0.8,1.06386138613861,-3.14656084656085
"CANDIDATE",9757613,"K00250.03",3,0.163,473.5,0.537,30.34,3.92,1015,0,10.893,0.4889,-0.001088,0.980201863354037,4.43612434762877,16.2627852084972,8.05882352941176,-0.8,1.13697674418605,1.06527093596059
"CANDIDATE",9757613,"K00250.04",4,0.2183,6011,0.537,2.067,0.05174,20.68,0,3.3711,0.1035,1.369e-05,4.93681318681319,6.11268403171008,16.2549450549451,8.14666666666667,-0.8,0.233634311512415,-0.792399049881235
"CANDIDATE",10489206,"K00251.01",1,0.2068,4243,0.508,-0.4906,1.117,5.08,0,831.35,-0.3482,0.003124,9.26761916196422,29.7129557796742,16.2169625246548,8.48377581120944,-0.4,-4.03476245654693,7.29803493449782
"CANDIDATE",10489206,"K00251.02",2,0.126,2218,0.508,3.738,0.09854,75.84,0,33.266,-0.1593,0.000733,1.08601087493821,2.39355271994627,16.2182741116751,8.49315068493151,-0.4,-0.174098360655738,-0.85077399380805
"CANDIDATE",11187837,"K00252.01",1,0.4158,2452,0.516,7.383,0.03228,70.03,0,59.108,0.03425,0.001501,9.12535079513564,26.8451106352605,14.464984482526,7.84615384615385,0.4,0.219551282051282,1.83525641025641
"CANDIDATE",11752906,"K00253.01",1,0.346,2804,0.576,3.078,7.197,11.15,0,174.23,-0.2494,-0.001851,15.4661397521107,17.6220053238687,19.4901144640999,8.8075117370892,3.2,-2.35283018867925,-9.00555555555556
"CANDIDATE",11752906,"K00253.02",2,1.294,1326,0.576,3.831,0.7007,233.6,0,27.266,0.5509,-0.0009121,51.5359653866955,11.3389691846196,19.4951579615812,8.73333333333333,3.2,1.30236406619385,-1.41655328798186
"CANDIDATE",5794240,"K00254.01",1,0.3422,8063,0.568,0.4438,0.5579,0.1938,0,34.742,9.074e-05,0.001127,39.0769230769231,348.8824101069,19.6376811594203,9.03892617449664,2.13333333333333,0.0103230944254835,-39.1477885652643
"CANDIDATE",7021681,"K00255.01",1,0.2722,1806,0.511,11.78,2.208,189.4,0,12.04,-0.1215,0.0005278,1.81017672151127,24.6646706586826,15.4595057237616,8.17857142857143,-0.133333333333333,-0.81,4.42558139534884
"CANDIDATE",7021681,"K00255.02",2,0.08674,2056,0.511,5.124,0.07195,546.4,0,6.673,-2.601,9.378e-05,0.31575456053068,3.66570128258171,15.4561013178162,8.13888888888889,-0.133333333333333,-1.81888111888112,0.260236220472441
"FALSE POSITIVE",7021681,"K00255.03",3,0.1816,3880,0.511,2.269,0.0624,133.6,0,0.99501,1.048,5.038e-05,1.13026001758573,2.29366895499619,15.4563591022444,8.18421052631579,-0.133333333333333,0.635151515151515,0.267551020408163
"FALSE POSITIVE",11548140,"K00256.01",1,0.07631,14240,0.439,0.1875,0.549,17.25,1,1105.6,0.244,0.005516,0.593117408906883,3.22202486678508,11.6429014259144,7.3741935483871,3.06666666666667,1.5741935483871,-17.3475609756098
"CANDIDATE",5514383,"K00257.01",1,0.1987,2807,1.193,-1.654,0.4981,2.043,0,25.041,-0.514,1.996e-05,24.0237175951462,45.3089714637651,38.8549222797927,15.7040468064359,1.33333333333333,-7.21910112359551,-1.63207547169811
"FALSE POSITIVE",11231334,"K00258.01",1,3.407,11420,3.131,1.896,0.07919,0.5009,1,782.97,0.5138,-0.0004082,69.3481276005548,5.17388003037206,2.89299610894942,1.81615645984637,-0.2,15.8092307692308,18.4921135646688
"FALSE POSITIVE",5790807,"K00259.01",1,1.246,1085,2.49,0.8991,1.486,17.3,0,144.92,0.425,0.0008155,376.837554045707,1408.0498109851,3.85044247787611,2.50941883767535,0.933333333333334,134.920634920635,-19.1236559139785
"CANDIDATE",8292840,"K00260.01",1,0.3492,1344,1.297,41.21,2.25,196,0,2.771,-0.1793,2.98e-05,3.771476698484,72.8,21.8781725888325,10.3418803418803,-1.6,-1.04853801169591,-0.501396648044693
"CANDIDATE",8292840,"K00260.02",2,0.2824,4831,1.297,2.983,2.215,8.887,0,4.7726,-0.1353,2.496e-05,17.2673191326041,36.4348462664715,21.8838591678098,10.3668639053254,-1.6,-0.663235294117647,-1.0506976744186
"CANDIDATE",8292840,"K00260.03",3,0.8587,2607,1.297,16.39,0.1794,42.49,0,10.273,0.3475,-4.803e-05,134.1017043867,41.6540837336994,21.8890134529148,10.3667041619798,-1.6,1.28703703703704,1.40982456140351
"CANDIDATE",5383248,"K00261.01",1,0.2915,2536,0.993,5.537,3.909,15,0,204.2,1.027,0.0003686,27.8400546821599,99.2805755395684,7.49696233292831,4.60076045627376,0.266666666666667,17.4659863945578,-8.71077762619372
"CANDIDATE",11807274,"K00262.01",1,0.1416,2517,1.543,5.306,1.362,15.67,0,21.788,0.1627,8.71e-05,7.69015280135823,14.5169545745362,22.593137254902,12.7647849462366,0,0.789805825242719,-2.52387096774194
"CANDIDATE",11807274,"K00262.02",2,1.664,5365,1.543,4.305,0.2518,2.797,0,0.42753,0.1234,9.769e-06,662.449528936743,43.4188034188034,22.5968992248062,12.7670619235837,0,0.582075471698113,-0.498765432098765
"FALSE POSITIVE",10514430,"K00263.01",1,0.08845,694.9,1.545,1.353,0.9224,0,0,12.833,-1.139,0.0001081,1.49699799866578,5.59501219842776,22.4411490200145,11.5269320843091,-0.4,-0.981896551724138,-1.85619469026549
"FALSE POSITIVE",3097346,"K00264.01",1,0.9607,9252,1.651,1.661,0.1766,2.424,0,68744,48.25,0.003282,327.576974564926,35.4025044722719,2.82794520547945,1.70443742478941,0.266666666666667,207.081545064378,-119.51724137931
"CANDIDATE",12024120,"K00265.01",1,0.1807,9374,1.334,0.9438,1.203,2.472,0,0,-0.5329,0,7.30332522303325,17.1246169560776,6.3213474134474,3.84445916846116,0.533333333333333,-1.88971631205674,1.1904593639576
"CANDIDATE",7375348,"K00266.01",1,0.2892,2363,1.292,3.419,0.128,62.87,0,4.5787,-0.0001127,-3.581e-05,6.92874299439552,24.1638935108153,7.05082032813125,4.3901018922853,1.2,-0.000514611872146119,-0.00229126213592233
"CANDIDATE",7375348,"K00266.02",2,0.844,544.6,1.292,20.51,0.05722,256.6,0,7.6745,1.001,5.644e-05,102.906610703043,9.48717948717949,7.04926624737946,4.39388794567063,1.2,1.54953560371517,-1.19421613394216
"CANDIDATE",3425851,"K00268.01",1,0.4243,1171,1.359,12.38,0.1251,0,0,15.274,0.003682,0.0002751,4.4103840682788,100.161420500404,23.8774485183325,12.3333333333333,-0.6,0.0110903614457831,-1.79751773049645
"CANDIDATE",7670943,"K00269.01",1,0.3869,3746,1.459,12.59,1.287,23.4,0,0,-0.1641,-9.293e-07,19.0279235775772,35.5270197966827,21.3869463869464,10.4021376085504,0.666666666666667,-0.516037735849057,1.1358361774744
"CANDIDATE",6528464,"K00270.01",1,0.2783,5581,1.423,6.518,1.081,13.41,0,9.4789,-0.2668,-3.823e-05,7.39520958083832,31.0709186101856,42.3791821561338,13.0263975155279,-1,-1.0503937007874,-1.94166666666667
"CANDIDATE",6528464,"K00270.02",2,0.2868,2240,1.423,11.11,0.3927,62.09,0,2.9567,-0.1803,5.287e-06,3.93065874195146,34.8238255033557,42.4132018859837,13.014409221902,-1,-0.632631578947368,-3.11598513011152
"CANDIDATE",9451706,"K00271.01",1,0.3925,2937,1.352,7.451,0.262,59.3,0,117.85,0.573,-0.0001935,12.9966861290832,55.9937646141855,50.0125344697919,11.8541226215645,3.2,3.79470198675497,9.12389380530973
"CANDIDATE",9451706,"K00271.02",2,0.3816,1456,1.352,-2.111,0.548,100.1,0,98.522,0.6112,-0.0002452,7.91317073170732,40.1614699331849,50,11.8388429752066,3.2,3.2,7.7027027027027
"CANDIDATE",9451706,"K00271.03",3,0.1903,2523,1.352,-2.152,3.529,32.11,0,19.896,0.7179,-5.742e-05,4.55645569620253,10.9415384615385,50.0201369311317,11.8606557377049,3.2,1.85025773195876,3.25079365079365
"FALSE POSITIVE",5716763,"K00272.01",1,0.05779,20470,1.596,0.3219,0.009489,0.03584,0,0.68604,-0.03105,-7.925e-06,17.0315749669125,24.655300222387,3.07556730557392,1.82230600564841,-1.77142857142857,-0.409090909090909,2.2013986013986
"CANDIDATE",3102384,"K00273.01",1,0.2155,1862,1.08,2.634,3.628,9.601,0,26.212,0.04144,0.0001089,19.7942122186495,16.4086408640864,44.737819025522,16.5543328748281,2.26666666666667,0.285793103448276,2.21337209302326
"CANDIDATE",8077137,"K00274.01",1,0.06784,4536,1.613,-1.989,5.637e-05,57.37,0,0.84573,0.006744,-1.238e-05,0.504272801972062,35.8926553672316,21.4646904969486,12.0306712962963,-1,0.00922571819425445,0.807326732673267
"CANDIDATE",8077137,"K00274.02",2,0.2283,2926,1.613,7.144,5.012,106.1,0,8.8319,0.2641,5.213e-05,3.77722772277228,8.4229274611399,21.4645127118644,12.0361445783133,-1,0.261485148514851,-1.40313837375178
"CANDIDATE",10586004,"K00275.01",1,0.2539,4122,1.704,2.449,0.1553,17.87,0,0.22686,-0.01366,7.346e-07,3.40070298769772,35.1965892941734,18.986979539276,11.5038979447201,3,-0.0813095238095238,0.172093023255814
"CANDIDATE",10586004,"K00275.02",2,0.7126,1101,1.704,3.589,0.443,142.4,0,0.39487,0.08671,-7.603e-06,13.4194831013916,29.6008572193946,18.9947594092425,11.5320512820513,3,0.252063953488372,0.197080924855491
"CANDIDATE",11133306,"K00276.01",1,0.3733,1189,1.171,-5.783,0.1696,75.25,0,16.238,-0.3298,5.465e-05,17.4467221432921,41.0160880609653,24.2742181929306,12.7327188940092,0,-2.0109756097561,-1.21190476190476
"CANDIDATE",11401755,"K00277.01",1,0.455,5968,1.585,12.13,2.474,6.135,0,1.0135,0.01088,-1.709e-05,16.2326246933769,83.0573779027387,24.7396345057968,13.4529320987654,-2,0.181636060100167,-0.23887323943662
"CANDIDATE",11401755,"K00277.02",2,7.411,9502,1.585,8.816,1.223,7.479,0,10.053,0.378,-5.24e-05,0.476190476190476,0.0147462686567164,24.7269550021844,13.4481897627965,-2,0.906474820143885,1.46576402321083
"CANDIDATE",12314973,"K00279.01",1,0.4024,3583,1.573,18.61,0.4641,20.28,0,1.2618,0.09439,-2.576e-05,8.05750145942791,181.23897707231,16.7394957983193,9.85374554102259,1.1,2.92229102167183,-1.6027027027027
"CANDIDATE",12314973,"K00279.02",2,0.7083,4154,1.573,2.282,1.146,22.25,0,15.58,0.2516,9.559e-05,64.6582100070472,59.9831081081081,16.7404223037046,9.85249343832021,1.1,1.7351724137931,-2.52756756756757
"CANDIDATE",12314973,"K00279.03",3,0.139,6923,1.573,-1.26,8.166,26.27,0,0.16092,0.3504,-3.869e-06,2.4122493820379,14.288004274646,16.7360685854256,9.85196374622356,1.1,0.450965250965251,0.0347720364741641
"CANDIDATE",4141376,"K00280.01",1,0.2435,2226,1.04,-2.17,0.04889,10.22,0,8.5338,0.4116,-6.148e-05,25.5871481376173,33.4607778510218,26.369951119115,12.2941176470588,-1.2,4.2389289392379,6.13865546218487
"CANDIDATE",4143755,"K00281.01",1,0.3188,4605,1.36,2.855,0.0123,13.23,0,0.5205,-0.03272,1.483e-05,5.41970021413276,52.3827874116892,24.5597945707997,10.1530286928799,-3.6,-0.240588235294118,-1.3280487804878
"CANDIDATE",5088536,"K00282.01",1,0.3157,2355,1.137,-2.595,0.8363,18.54,0,0.63534,-0.1732,-7.086e-06,8.67181106044663,68.83608815427,30.213719407101,14.6166134185304,-1.06666666666667,-2.73617693522907,-4.12145110410095
"CANDIDATE",5088536,"K00282.02",2,0.1617,4104,1.137,0.9379,1.826,24.01,0,4.6845,0.1465,2.572e-05,4.40695396669931,12.1837026447462,30.2194475974272,14.6401062416999,-1.06666666666667,0.422190201729107,-1.80147492625369
"CANDIDATE",5088536,"K00282.03",3,0.1044,219.8,1.137,57.13,0.8367,391.9,0,1.434,0.06995,6.797e-05,1.05243757431629,3.06388932069019,30.2231075697211,14.5970149253731,-1.06666666666667,0.0822941176470588,-0.961071428571429
"CANDIDATE",5695396,"K00283.01",1,0.2866,2229,1.016,9.823,1.002,20.39,0,9.4149,0.06093,-6.445e-05,21.4088598402324,34.320987654321,7.65142150803461,4.63616236162362,0.8,0.715981198589894,3.59622641509434
"CANDIDATE",5695396,"K00283.02",2,0.1233,1944,1.016,-1.417,0.004518,297.4,0,0.64293,-0.1167,-1.569e-05,1.76493339063171,17.6915149433184,7.65,4.6343792633015,0.8,-0.167913669064748,0.555355129650507
"CANDIDATE",6021275,"K00284.01",1,0.3566,4048,1.101,3.949,0.05293,7.419,0,29.364,0.7004,5.608e-05,26.4393939393939,17.7744209466264,6.73753066230581,4.03115224191867,-1.6,2.40687285223368,-1.5970802919708
"CANDIDATE",6021275,"K00284.02",2,0.9181,1363,1.101,1.097,0.0223,33.66,0,1.314,-0.1208,-3.597e-05,184.500094858661,25.7670850767085,6.73857216230098,4.03149199793495,-1.6,-0.35952380952381,0.7234375
"CANDIDATE",6021275,"K00284.03",3,0.1951,3997,1.101,1.839,0.1178,7.961,0,7.9644,-0.8753,1.642e-05,5.7859872611465,11.3684570646596,6.73758121987005,4.03149020580213,-1.6,-2.54447674418605,-0.412576687116564
"CANDIDATE",6021275,"K00284.04",4,0.1553,200.6,1.101,34.28,2.981,1906,0,3.5754,0.2699,0.0001461,0.840906790810647,5.78131212723658,6.73776277428264,4.02890173410405,-1.6,0.230683760683761,-1.05272727272727
"CANDIDATE",6196457,"K00285.01",1,0.2834,4993,1.67,1.934,0.01784,7.457,0,3.6789,0.09703,2.604e-05,7.05390334572491,58.430066603235,18.6972447842013,10.4470473401659,1.06666666666667,1.32735978112175,2.5096463022508
"CANDIDATE",6196457,"K00285.02",2,0.4094,3325,1.67,4.25,3.085,39,0,9.0833,0.397,-3.191e-05,8.98204880146189,42.1190476190476,18.7014314928425,10.4437869822485,1.06666666666667,2.04639175257732,2.32269938650307
"CANDIDATE",6196457,"K00285.03",3,0.4391,2020,1.67,18.49,2.563,130.1,0,0.50074,0.2043,-1.266e-05,5.34990439770554,27.636815920398,18.7024456521739,10.4396782841823,1.06666666666667,0.537631578947368,0.982911392405063
"FALSE POSITIVE",8258171,"K00286.01",1,5.372,3335,2.879,11.01,0.01247,38.37,0,4804.4,-6.656,-0.001516,53.0626326963907,51.021377672209,2.86515317286652,1.78445910056657,0.14,-20.3547400611621,35.0983606557377
"FALSE POSITIVE",8703887,"K00287.01",1,0.5782,7656,1.715,-0.4155,1.89,7.075,0,3883.5,0.3003,-0.003541,48.3292781832928,289.133738601824,3.86909693454847,2.42526425487569,0.14,76.2182741116751,139.522292993631
"CANDIDATE",9592705,"K00288.01",1,0.1852,6296,2.086,0.6403,1.15,4.131,0,25.01,-0.4699,6.366e-05,3.19477644975653,52.0489795918367,19.1197954711468,11.6359689213894,1.46666666666667,-3.45514705882353,-3.75905511811024
"CANDIDATE",10386922,"K00289.01",1,1.007,487.8,1.417,183.6,0.1536,665.6,0,11.638,-0.04049,0.0002782,6.7159075365887,159.535333978703,4.85302430751837,2.94897959183673,-1.33333333333333,-0.591094890510949,-1.71777003484321
"CANDIDATE",10386922,"K00289.02",2,0.3916,3287,1.417,-5.463,2.004,38.05,0,0.29585,-0.09207,-1.578e-05,6.13018714401953,48.0716417910448,4.85198759515083,2.95114942528736,-1.33333333333333,-0.622094594594595,0.274227642276423
"FALSE POSITIVE",10488450,"K00290.01",1,0.1507,6462,1.529,0.6334,0.03433,3.028,0,7416,-9.69,-0.0003683,8.95129224652088,14.4226579520697,3.99137104506232,2.51444219571084,-0.628571428571429,-71.7777777777778,13.4098360655738
"CANDIDATE",10933561,"K00291.01",1,0.3155,2178,1.4,14.2,1.965,42.68,0,7.0274,0.4757,-5.668e-05,2.53516819571865,26.3443396226415,4.71256038647343,2.90107799619531,1.06666666666667,1.82961538461538,1.41406844106464
"CANDIDATE",10933561,"K00291.02",2,0.1176,2035,1.4,5.58,4.669,13.65,0,1.4406,0.3458,3.641e-05,2.1466892218463,5.69014084507042,4.71317829457364,2.90058296897772,1.06666666666667,0.619713261648745,-0.0748547008547009
"CANDIDATE",11075737,"K00292.01",1,0.1005,7209,0.966,1.128,0.1291,2.96,0,11.838,-0.3952,-5.09e-05,3.13895216400911,18.5163934426229,8.43327802796871,5.12506082725061,-1.33333333333333,-2.31111111111111,0.577134502923977
"FALSE POSITIVE",11200415,"K00293.01",1,1.087,6886,1.646,2.19,0.1133,4.248,0,7429.9,-27.32,0.0001715,335.378323108384,23.8576051779935,3.5946649316851,2.12297377577866,-1.88571428571429,-81.5522388059701,-7.60363636363636
"CANDIDATE",11259686,"K00294.01",1,0.3117,1517,1.363,19.32,0.01701,97.49,0,19.373,0.006429,-0.0002038,3.86939379004436,23.933969769292,6.40478971962617,3.91308325709058,2,0.0273574468085106,2.88440366972477
"CANDIDATE",11547513,"K00295.01",1,0.2744,4804,1.054,0.425,0.01085,7.149,0,7.1522,0.06124,6.342e-05,19.2123799359659,27.0087719298246,7.18254935413112,4.34043076923077,-0.933333333333334,0.425277777777778,-0.158695652173913
"CANDIDATE",11547513,"K00295.02",2,0.1042,1611,1.054,4.571,2.126,55.25,0,8.0986,-0.7946,-8.228e-05,2.04832369942197,6.04763340367802,7.18268467037331,4.33980301274623,-0.933333333333334,-1.43949275362319,1.44695222405272
"CANDIDATE",11802615,"K00296.01",1,0.5252,1562,1.088,9.617,1.357,66.83,0,1.7816,0.1248,-3.641e-05,18.1518831035192,29.0980187695516,6.95719844357977,4.07780320366133,-0.533333333333333,0.495238095238095,0.85
"CANDIDATE",11905011,"K00297.01",1,0.1943,4351,1.463,2.869,0.5665,5.778,0,1.1446,-0.04735,2.3e-05,6.03897849462366,12.5210420841683,6.66108374384237,4.18668122270742,3.2,-0.155756578947368,-0.801677852348993
"CANDIDATE",12785320,"K00298.01",1,0.1913,1448,0.79,4.339,0.2278,99.72,0,5.2283,0.08086,0.0001147,1.92159439334209,4.55513569220199,17.1494785631518,8.39649122807018,-1.06666666666667,0.201645885286783,-1.09125799573561
"CANDIDATE",12785320,"K00298.02",2,1.389,718.5,0.79,28.34,0.179,400.1,0,3.4767,-0.3886,-0.000178,120.017288219313,15.8330562021949,17.1528662420382,8.37142857142857,-1.06666666666667,-0.601547987616099,0.850664893617021
"CANDIDATE",2692377,"K00299.01",1,0.1505,13420,1.089,1.047,0.0003857,2,0,5.5637,-0.3634,1.991e-05,8.1008100810081,13.6883488205861,7.074923970141,4.18505269530283,1.2,-2.24320987654321,-1.51
"FALSE POSITIVE",3438975,"K00300.01",1,2.711,15530,1.796,1.464,2.119e-06,0.2313,0,887.78,3.841,-0.0002269,49.7313432835821,36.6779431664411,3.16770186335404,1.88410449509366,-0.971428571428572,18.2037914691943,6.94881889763779
"CANDIDATE",3642289,"K00301.01",1,0.3651,6935,1.36,3.503,0.4474,4.756,0,2.9888,0.0765,1.957e-05,21.6036844591403,25.3920972644377,6.99829334404176,4.38995568685377,1.73333333333333,0.425,-0.557264957264957
"CANDIDATE",3642289,"K00301.02",2,0.2355,4163,1.36,3.752,0.9377,38.17,0,37.028,1.787,-0.000127,3.63181267662495,9.86622073578595,6.99738903394256,4.38964241676942,1.73333333333333,2.99832214765101,2.11636828644501
"CANDIDATE",3662838,"K00302.01",1,0.4052,3247,2.527,2.057,6.582,13.11,0,8.6968,-0.1752,1.463e-05,6.94208817677244,93.9539247367872,3.33500837520938,2.10457920792079,-0.0571428571428571,-2.53545586107091,-0.785865724381625
"CANDIDATE",5966322,"K00303.01",1,0.3792,1141,1.023,6.532,1.412,144.7,0,271.16,0.4587,0.0006662,7.56696654199939,51.4568487727633,7.28736789129341,4.22846441947565,-0.8,5.27848101265823,-2.73947895791583
"CANDIDATE",6029239,"K00304.01",1,0.1915,2826,0.881,4.013,0.02044,9.546,0,9.5637,0.05982,4.606e-05,11.3004005340454,29.3107833163784,7.6685606060606,4.48737566947207,-0.4,0.892835820895522,-4.24851190476191
"CANDIDATE",6029239,"K00304.02",2,0.09025,6304,0.881,1.867,0.6741,34.08,0,2.7848,1.147,1.187e-05,1.94746136865342,11.1623616236162,7.66877370417193,4.48722901910281,-0.4,1.20736842105263,-0.681196581196581
"CANDIDATE",6063220,"K00305.01",1,0.2753,5580,0.741,-0.5833,0.01431,4.578,0,29.225,0.4737,8.762e-05,19.5089091699261,24.4907856450048,20.0918530351438,8.9315188762072,1.2,4.15526315789474,5.9392
"CANDIDATE",6071903,"K00306.01",1,0.2158,1168,0.82,10.18,0.1762,57.63,0,4.555,0.3152,0.0001137,6.31880733944954,20.2771535580524,10.858310626703,6.01910828025478,0.8,1.86508875739645,0.714465408805032
"CANDIDATE",6289257,"K00307.01",1,0.2828,1959,1.031,-1.587,0.04692,77.19,0,6.1759,-0.6205,-7.053e-05,7.9155672823219,13.0076762037683,6.87529861442905,4.19265419265419,-0.533333333333333,-1.88601823708207,1.55945945945946
"CANDIDATE",6289257,"K00307.02",2,0.1797,6453,1.031,1.294,1.898,11.23,0,30.655,0.5435,-1.141e-06,5.10421412300683,12.817804602037,6.87594115602919,4.19259783121169,-0.533333333333333,1.58918128654971,0.264051094890511
"CANDIDATE",6291837,"K00308.01",1,0.809,2003,1.209,12.68,0.5031,87.44,0,9.6869,-0.1312,-2.242e-05,82.1886446886447,81.332503113325,6.84591194968554,4.35343915343915,-0.266666666666667,-1.51851851851852,3.84584450402145
"FALSE POSITIVE",7024222,"K00309.01",1,0.06831,10900,0.684,-0.1781,7.781,8.061,0,8014.7,21.21,-0.002303,2.80697384806974,11.2718707940781,13.9285714285714,6.67739950779327,-0.4,34.7135842880524,65.955369595537
"CANDIDATE",7050989,"K00312.01",1,0.2369,2776,1.303,0.325,0.1248,9.217,0,1.9683,-0.007746,-2.228e-05,13.1868131868132,20.6694271911663,6.68765743073048,4.22394243349324,0.933333333333334,-0.0578059701492537,1.83650793650794
"CANDIDATE",7050989,"K00312.02",2,0.2281,2207,1.303,-2.007,0.4222,36.01,0,16.344,0.3523,-4.267e-05,7.7080035180299,19.6392030156166,6.68831168831169,4.2244190079778,0.933333333333334,2.27290322580645,2.25675675675676
"CANDIDATE",7419318,"K00313.01",1,0.3651,1808,0.795,9.263,1.021,38.66,0,0.61948,-0.2616,-3.009e-05,18.0421137882162,22.8632478632479,17.0235263018768,8.40476190476191,-0.266666666666667,-1.55714285714286,1.838125
"CANDIDATE",7419318,"K00313.02",2,0.263,3995,0.795,3.449,5.086,14.38,0,0.59417,-0.3076,3.286e-06,8.89658685685176,19.836161497952,17.0281214848144,8.4037558685446,-0.266666666666667,-1.64491978609626,1.33526011560694
"CANDIDATE",7603200,"K00314.01",1,0.29,1953,0.503,7.546,2.208,38.46,0,5.6996,0.03732,6.723e-05,29.2099173553719,36.1549707602339,13.3159928656361,7.44578313253012,-1.6,0.362330097087379,1.646998982706
"CANDIDATE",7603200,"K00314.02",2,1.238,923.9,0.503,-3.738,2.953e-07,53.68,1,2.0905,-0.1281,8.338e-05,46.0018682858477,29.5029204911193,13.3178800969339,7.40476190476191,-1.6,-0.634158415841584,0.623157894736842
"CANDIDATE",7603200,"K00314.03",3,1.637,2031,0.503,-1.967,0.323,55.36,1,2.819,-0.5711,-4.545e-05,17.2782292927546,11.9358366751732,13.3159033537685,7.45081967213115,-1.6,-0.87457886676876,1.07728
