"koi_disposition","kepid","kepoi_name","tce_dof2","tce_chisq2","tce_chisqgof","tce_eqt","tce_hap_stat","tce_fwm_pdeco","tce_dicco_mdec","tce_time0_sn"
"CANDIDATE",4474462,"K04452.01",85.3,89.95,827,860,1.705,-8.904e-05,-1.9956,324535729.771461
"FALSE POSITIVE",10729472,"K04453.02",1574,1722,8039,1850,3.497,-1.118e-05,-0.1396,649761132.799577
"FALSE POSITIVE",9777200,"K04455.01",977.2,1193,4932,3110,13.18,0.000169,-3.668,858573247.160204
"CANDIDATE",3557560,"K04456.01",145,164,1093,1020,3.832,-0.0001371,0.41129,274327442.577704
"CANDIDATE",12109267,"K04457.01",22.32,31.39,500.6,500,1.906,-5.065e-05,-1.195,177831381.156239
"CANDIDATE",8652577,"K04458.01",12.99,2.353,22.64,262,24.31,0.0228,-8.7969,497322227.938764
"CANDIDATE",9947389,"K04460.01",15.7,0.9321,166.7,278,-2.687,0.0003908,-0.93073,190448780.109383
"FALSE POSITIVE",11912987,"K04461.01",368.3,355,2634,1180,29.34,-6.859e-05,0.71255,421740788.587606
"CANDIDATE",6197344,"K04463.01",43.3,38.58,828.1,475,4.093,0.0001257,0.3397,146137865.349128
"CANDIDATE",11357664,"K04464.01",313.5,305.5,1264,727,2.981,0.0002221,-0.29728,2254479167.62326
"CANDIDATE",7272132,"K04466.01",17.07,9.742,98.15,371,-0.4351,0.0002276,0.055662,88355797.0884094
"CANDIDATE",5352640,"K04467.01",381.4,367.6,1429,1100,3.211,-0.0003395,0.13739,1103446570.95855
"FALSE POSITIVE",4157052,"K04468.01",1634,1872,7048,3420,16.43,-0.001462,9.1602,1250126033.08941
"FALSE POSITIVE",10006641,"K04469.01",1483,1681,6265,1460,3.451,-2.012e-05,-0.09204,1895546358.63858
"FALSE POSITIVE",10815916,"K04470.01",633.7,818.4,2723,1980,15.83,-0.000926,10.121,1191016087.4037
"FALSE POSITIVE",8955709,"K04471.01",1103,1278,4284,1280,29.27,-0.00116,2.8876,2166434282.28525
"FALSE POSITIVE",7031430,"K04472.01",2332,2489,11490,931,6.635,-4.029e-05,-2.5751,654160582.385607
"CANDIDATE",7133294,"K04473.01",103.6,117.1,1654,913,2.107,0.000183,-0.73375,223223735.656222
"CANDIDATE",4381429,"K04474.01",68.61,74.21,620.9,612,2.438,0.0009227,0.38465,341199754.278583
"FALSE POSITIVE",11912916,"K04475.01",366,396.1,3028,1030,20.55,-0.0003117,0.72249,372052527.487516
"FALSE POSITIVE",3732894,"K04476.01",861.6,1019,4671,1580,18.08,-0.0001688,-0.58495,899276174.567939
"CANDIDATE",6276791,"K04477.01",148.6,141.7,535.8,806,-0.5262,0.0004092,-0.15827,760422248.585226
"CANDIDATE",6276791,"K04477.02",245.7,201.9,1117,973,2.244,-8.537e-06,0.076823,507824313.394521
"CANDIDATE",8636600,"K04478.01",217.3,228.5,714.4,811,-2.261,0.0001116,0.71555,1355133583.57253
"FALSE POSITIVE",3644602,"K04479.01",10.5,14.82,101.9,269,6.87,-0.002067,3.3122,93380367.3981668
"CANDIDATE",10467714,"K04480.01",34.11,31.77,160.9,425,1.441,0.0002948,-0.47023,454869024.194116
"FALSE POSITIVE",11912941,"K04481.01",362.6,428.1,2912,1230,16.56,1.038e-05,2.4145,537581924.763888
"CANDIDATE",7778427,"K04482.01",248.5,266.9,2231,1250,-3.374,2.137e-06,-1.1011,448874326.451729
"FALSE POSITIVE",6525106,"K04483.01",772.8,766.2,5342,1450,17.29,-0.0001664,1.8361,685687472.243869
"CANDIDATE",9898017,"K04484.01",577.9,555.6,4103,1550,-0.4944,-0.0001564,0.29002,664736065.41841
"CANDIDATE",8098212,"K04487.01",376.3,356.8,1514,988,-0.1166,0,0.038318,830560254.415048
"FALSE POSITIVE",7694615,"K04489.01",2092,2472,9351,1950,21.84,0.0005572,-6.8049,1827504578.14105
"CANDIDATE",4556468,"K04491.01",19.56,4.535,307.5,429,1.204,1.11e-05,-0.8458,132388388.884994
"FALSE POSITIVE",9222516,"K04492.01",2059,2264,8965,2570,13.51,-0.0001284,0.47958,3704436946.58884
"FALSE POSITIVE",3953173,"K04493.01",545.9,672.7,3895,878,13.49,-0.001993,10.114,531893412.024188
"CANDIDATE",5552562,"K04495.01",192.5,192.6,1750,1000,-0.2721,0.00031,-3.4614,336779362.237724
"CANDIDATE",6186182,"K04496.01",16.92,22.04,141.1,400,2.301,0.001059,-1.2673,243755150.67269
"CANDIDATE",12645057,"K04497.01",201.7,194.5,1510,882,2.336,0.0001106,0.078563,431236671.901294
"CANDIDATE",4844367,"K04498.01",66.91,74.32,644.6,674,3.579,9.289e-05,0.6228,291634246.098543
"CANDIDATE",10937749,"K04499.01",211.4,232.3,1391,1040,3.924,-4.601e-05,-0.71207,554360761.16582
"CANDIDATE",9100953,"K04500.01",137.4,150.4,968.2,750,0.1598,-0.0004907,-0.69303,329425357.07193
"CANDIDATE",9100953,"K04500.02",33.75,42.4,286.9,434,2.722,-0.0002938,-0.25523,237747433.662599
"CANDIDATE",9100953,"K04500.03",75.9,66.21,293.4,629,0.06911,-0.0004785,-1.2069,259031936.759561
"FALSE POSITIVE",8109107,"K04501.01",174.1,141.2,1070,1020,6.183,-0.000574,1.7032,229232924.039404
"CANDIDATE",10907132,"K04503.01",177.3,204.1,1094,986,1.219,-0.0001526,-0.096284,479198060.541705
"CANDIDATE",6520753,"K04504.01",268.4,250.4,1700,995,-0.8772,0.0002663,-7.5588,643877580.459454
"CANDIDATE",6520753,"K04504.02",134.8,130.8,1053,794,-0.4956,0.0004578,0,325241715.177514
"CANDIDATE",8493354,"K04505.01",79.51,64.39,679.4,799,2.646,0.0001091,0.29134,250751241.514699
"CANDIDATE",4545570,"K04506.01",246,287,1473,866,1.966,0.0002736,0.78719,551365409.622887
"CANDIDATE",5457326,"K04508.01",428.5,445.8,2132,983,0.5884,-0.0001307,-0.44595,956942890.665502
"CANDIDATE",11350118,"K04509.01",117,103.9,773.9,503,6.143,-0.0004351,0.51445,392889493.478435
"CANDIDATE",11671579,"K04510.01",271.2,282.3,3111,1240,1.482,-1.561e-05,-0.49261,383914189.829512
"FALSE POSITIVE",12069414,"K04512.01",1910,2244,8439,1850,21.95,0.001107,-1.791,2084803193.07036
"CANDIDATE",9216775,"K04513.01",352.3,402.3,2210,1030,3.967,0.0001034,-0.16431,706145119.629061
"FALSE POSITIVE",9849884,"K04516.01",218.7,324.5,1222,1460,4.448,-2.677e-05,-0.0030883,962872898.706474
"FALSE POSITIVE",11243547,"K04517.01",609.6,1030,6703,687,0.664,-0.0001088,0.26583,596072413.659143
"FALSE POSITIVE",7032001,"K04518.01",2342,2674,12930,1980,11.61,-1.124e-05,-1.9218,699452680.044333
"CANDIDATE",10003058,"K04519.01",15.33,3.851,72.54,556,0.5194,-0.0004702,-0.051643,263223525.072481
"CANDIDATE",9031703,"K04520.01",140.2,137.8,2222,1080,2.768,-8.3e-05,0.16601,210070680.449069
"FALSE POSITIVE",9577855,"K04522.01",323,316.3,2277,1570,29.5,0.001986,-3.8885,567515523.068459
"CANDIDATE",8700895,"K04523.01",230.9,214.4,2726,1090,0.1332,-1.702e-05,1.2767,313725289.737374
"CANDIDATE",5003670,"K04524.01",172.2,174.3,1427,901,1.876,0.0001094,-0.79284,409339046.920332
"CANDIDATE",5003670,"K04524.02",284.8,328.2,1802,1090,1.031,0.0001297,-0.90746,513556595.465167
"CANDIDATE",5003670,"K04524.03",345.7,387.7,2113,1210,1.238,8.151e-05,0.34134,545089802.144416
"CANDIDATE",3765917,"K04526.01",47.41,31.81,483.9,670,1.596,-0.001047,0.77368,155355515.617881
"CANDIDATE",3765917,"K04526.02",85.54,101.4,1049,919,1.776,0.0005806,-0.90566,230997299.509772
"FALSE POSITIVE",3438976,"K04527.01",455.3,546.7,6126,1400,15.02,0.000381,-4.1356,430759215.815636
"CANDIDATE",7833305,"K04528.01",162,146.2,766.2,802,2.763,0.0001128,0.2339,636550089.714469
"FALSE POSITIVE",6610064,"K04529.01",1136,1449,4604,1690,35.31,0.0007908,-5.1883,1347028806.58436
"CANDIDATE",12647577,"K04530.01",111.1,109.9,798.9,775,4.102,2.327e-05,-0.49274,304819434.183651
"FALSE POSITIVE",2710623,"K04532.01",1292,1409,7988,1900,23.99,-0.0003556,6.0317,673702929.21476
"FALSE POSITIVE",3330684,"K04533.01",1050,1317,5532,447,12.44,0.0007938,-3.5304,1037467618.35939
"FALSE POSITIVE",7699298,"K04534.01",1147,1340,8377,2130,5.91,-6.682e-05,1.5627,798244815.409727
"CANDIDATE",3547760,"K04535.01",139.5,142.1,805.3,711,-0.4546,0.0001097,-0.52817,315978541.512751
"FALSE POSITIVE",7281484,"K04536.01",2329,2252,10400,2780,4.172,3.786e-05,-1.8409,765526725.269654
"FALSE POSITIVE",4848115,"K04537.01",552.8,598.3,2631,1060,25.03,0.004584,-7.2288,1108614367.51504
"FALSE POSITIVE",5991765,"K04538.01",153.4,189.8,898.2,1230,16.42,0.0007614,-5.9203,490358495.389975
"FALSE POSITIVE",3962872,"K04539.01",47.02,58.28,745.3,657,9.067,-0.0001223,-1.5512,113992059.991178
"FALSE POSITIVE",12108293,"K04540.01",1883,2246,11670,1690,11.2,-0.000228,4.5139,1008010839.88585
"CANDIDATE",5511659,"K04541.01",124.1,115.3,788.9,912,3.461,0.0003602,0.15843,356437957.984816
"CANDIDATE",5511659,"K04541.02",55.93,44.49,446.3,721,5.037,-0.0007446,1.0672,216465629.739357
"FALSE POSITIVE",9640946,"K04542.01",1209,1307,6751,1510,19.34,3.616e-05,-2.85,813184010.387683
"FALSE POSITIVE",9776186,"K04543.01",455.6,619.8,2089,1600,21.02,-0.005025,7.3122,826834213.504338
"FALSE POSITIVE",10220950,"K04544.01",31.73,86.09,171.3,409,5.84,-0.004791,3.7667,198037444.240992
"CANDIDATE",10140122,"K04545.01",1326,1534,5594,1500,0.04892,-4.079e-05,1.7579,1418844566.71252
"CANDIDATE",5033823,"K04546.01",1780,2121,7942,3380,3.482,-5.787e-05,1.5222,-2454960
"FALSE POSITIVE",10342316,"K04547.01",1417,1768,10240,1940,5.923,-0.0001717,1.1272,219835591.414218
"CANDIDATE",3223433,"K04548.01",25.38,16.49,410.2,465,3.685,0.0005687,0.33979,140625519.117858
"CANDIDATE",6523058,"K04549.01",548.3,607.2,2951,1350,-0.3935,-0.0001052,1.9369,771253718.870657
"CANDIDATE",5977470,"K04550.01",18.19,11.45,142.2,272,1.502,-0.0004919,1.1186,203118329.389572
"CANDIDATE",11769689,"K04551.01",98.68,82.47,1072,784,3.412,0.0001536,0.58542,235909632.533825
"FALSE POSITIVE",6126076,"K04553.01",1460,1707,7329,2500,0.038,5.152e-05,-1.5808,610114395.206485
"CANDIDATE",6369131,"K04554.01",170.8,156.1,1732,1230,-2.487,-6.551e-05,0.38101,238138519.740033
"FALSE POSITIVE",10399321,"K04556.01",66.22,61.46,1486,746,-1.252,-0.0002521,-1.9127,174900971.759141
"CANDIDATE",10257229,"K04557.01",235.5,216.3,1187,1090,3.091,3.164e-06,0.28984,510653123.966461
"CANDIDATE",5431027,"K04558.01",121.7,110.1,1517,930,2.865,-0.0003633,-0.7855,257098573.111664
"FALSE POSITIVE",7285673,"K04559.01",2359,6183,14070,2350,5.599,0.0001146,2.8996,2060308002.18203
"CANDIDATE",7747457,"K04561.01",71.25,59.13,424.1,1930,0.6215,0.0002229,-0.49851,412749838.596869
"FALSE POSITIVE",8652360,"K04562.01",1367,1324,5348,1490,10.42,0.0002304,-4.6933,778312160.572695
"FALSE POSITIVE",8652360,"K04562.02",1363,1609,7009,1490,15.49,0.0001636,-4.6181,1095543248.82746
"CANDIDATE",10585749,"K04563.01",24.78,22.1,569.2,513,-2.606,-0.0002303,0.94865,140844731.044612
"FALSE POSITIVE",8453851,"K04565.01",483.5,506.3,9079,2290,1.413,1.571e-05,0.36772,190767664.679965
"CANDIDATE",11650401,"K04566.01",272.9,251.7,1663,981,0.8403,-0.0007142,-0.41061,419394185.810124
"CANDIDATE",8332521,"K04567.01",287.9,287.2,2102,1150,0.5574,9.796e-07,-0.10287,486791046.107904
"CANDIDATE",8332521,"K04567.02",81.01,81.34,1015,784,1.59,5.123e-05,0.16844,230973393.045311
"FALSE POSITIVE",10407086,"K04568.01",1430,1769,11710,2600,8.591,-8.981e-06,2.6012,538221894.827307
"CANDIDATE",4060229,"K04570.01",47.65,23.33,313.5,617,-1.5,7.378e-05,-0.35951,379004294.919891
"CANDIDATE",6761777,"K04571.01",40.81,44.09,559.9,658,-0.2947,-7.832e-05,-0.34099,147015354.396723
"FALSE POSITIVE",6929285,"K04572.01",224.4,276.7,2072,950,16.85,0.002486,-5.8409,429872192.445013
"FALSE POSITIVE",4848321,"K04573.01",714.4,839.8,5957,1620,20.57,0.0006428,-2.5626,640543544.624826
"FALSE POSITIVE",6522745,"K04574.01",80.9,102,775.8,770,18.19,0.0007042,-2.9586,187429474.503936
"CANDIDATE",9893468,"K04575.01",12.01,12.44,186,411,-0.2734,-0.0002632,0.14579,175040284.05607
"CANDIDATE",10610039,"K04577.01",19.92,7.852,92.22,373,-0.4963,-0.0001791,1.4069,280252377.598349
"CANDIDATE",10610039,"K04577.02",344,411.6,1773,1220,-1.407,0.0002975,0.3659,610107782.883472
"FALSE POSITIVE",9652655,"K04578.01",543.1,498.8,3732,1480,20.61,-5.812e-05,-0.2761,558988207.595501
"CANDIDATE",8628761,"K04580.01",211.4,343.9,1768,1510,4.147,4.834e-05,0.80305,508339562.553449
"CANDIDATE",2572029,"K04581.01",228.5,189.3,2119,1130,2.4,4.643e-05,1.1405,289292738.368935
"CANDIDATE",7905106,"K04582.01",318,319.2,2801,1070,3.463,-4.263e-05,-0.6203,335034227.132782
"CANDIDATE",9009036,"K04585.01",196.2,230.1,2665,1340,1.592,4.418e-05,2.0201,359332964.481954
"CANDIDATE",11506654,"K04586.01",25.73,29.27,165.9,516,-0.07137,0.0004881,0.26712,414886317.931247
"CANDIDATE",5687700,"K04587.01",160.8,160.7,1799,957,3.737,-0.0003848,-0.41836,323136276.224812
"CANDIDATE",8806985,"K04588.01",183.9,163.8,1393,1210,-0.1695,-2.423e-05,-0.60889,386919593.816146
"FALSE POSITIVE",10491525,"K04589.01",967,1129,4085,2920,29.1,-0.000532,4.7162,1216150477.54924
"CANDIDATE",12204137,"K04590.01",136.3,140.2,636.8,736,-2.447,0.0003028,-0.40518,550791425.013742
"CANDIDATE",5389956,"K04591.01",726.5,697.1,5007,1440,2.09,-0.0002407,0.85445,539626191.643275
"FALSE POSITIVE",12108364,"K04592.01",1878,1998,9768,1960,10.92,-0.0004402,2.9302,937967080.830774
"FALSE POSITIVE",8295671,"K04593.01",1358,1489,5512,1820,8.807,-0.0006601,3.8363,1292225497.42078
"FALSE POSITIVE",5696918,"K04594.01",2058,2371,8657,1070,22.93,-0.0009456,4.3156,2049968268.81325
"CANDIDATE",12265786,"K04595.01",2227,2734,10000,1580,1.146,-0.0002514,0.073663,1708297380.79996
"FALSE POSITIVE",8487838,"K04596.01",2495,2844,13300,2210,23.03,-9.707e-06,2.176,1128571953.95535
"CANDIDATE",10873178,"K04597.01",217.5,234.6,1128,1020,2.514,9.683e-05,0.32618,549411864.755749
"FALSE POSITIVE",5476671,"K04598.01",1603,1731,6884,1910,5.153,0.0002478,-3.9427,1414913605.29319
"FALSE POSITIVE",5476671,"K04598.02",1609,1807,6754,1910,2.384,0.0002976,-4.0057,991951157.425178
"FALSE POSITIVE",2694632,"K04600.01",1429,892.6,5742,2210,2.21,1.561e-06,-11.755,337552232.074722
"CANDIDATE",11153476,"K04601.01",135.2,120.1,953.2,1010,0.8823,-2.564e-05,-0.5975,412705430.631018
"CANDIDATE",6144039,"K04602.01",463.3,449.4,2299,1210,-0.3785,-4.128e-05,-0.31573,661335509.975378
"CANDIDATE",8430053,"K04603.01",90.91,96.96,452.6,850,-3.888,9.104e-05,-1.0318,430335857.523489
"CANDIDATE",12458605,"K04605.01",177.7,205.3,3456,939,3.458,7.988e-05,-1.8642,227368879.256851
"FALSE POSITIVE",4845862,"K04606.01",438.7,594,3309,1030,18.57,-0.001487,7.7577,592916314.454776
"FALSE POSITIVE",11912911,"K04607.01",359.1,417.4,3537,979,14.26,0.0005979,0.28973,460352910.291029
"FALSE POSITIVE",7045435,"K04608.01",1427,1569,6236,2040,3.094,4.063e-05,-0.62339,3267085870.17999
"FALSE POSITIVE",8573168,"K04610.01",1469,1622,5717,1670,3.474,0.0009453,0,1433001003.99262
"FALSE POSITIVE",10801249,"K04611.01",797.2,911.3,6295,1840,5.139,8.472e-05,-0.82683,873405697.330644
"FALSE POSITIVE",8044600,"K04612.01",69.9,94.63,624.2,1060,23.66,0.006157,0,423223989.077067
"CANDIDATE",10220837,"K04613.01",548.2,606.2,2101,1450,0.9329,-2.269e-05,-0.54904,1090322838.52744
"CANDIDATE",7583650,"K04614.01",206.8,205.7,1543,1240,1.775,-2.909e-05,0.38793,396899457.914401
"FALSE POSITIVE",9345819,"K04615.01",1223,1290,9717,1970,11.04,-9.123e-06,1.2829,505935305.173608
"CANDIDATE",9701962,"K04617.01",55.2,43.27,950.3,736,1.441,-4.659e-05,0.44875,179536346.350739
"FALSE POSITIVE",11137065,"K04620.01",364.9,446.4,2688,1770,-8.978,0.0002838,5.644,625701855.217113
"CANDIDATE",11284772,"K04622.01",12.78,1.163,78.07,189,1.959,-8.904e-05,0.22568,221891325.174888
"CANDIDATE",11284772,"K04622.02",235,247.4,845.6,676,-2.575,0.0001005,0.27963,568164355.409083
"FALSE POSITIVE",5955621,"K04624.01",99.94,85.93,633.2,798,2.401,0.0001987,-2.0418,421155472.600542
"FALSE POSITIVE",11519187,"K04625.01",461.4,455.1,1852,987,-0.7292,0,0.98194,2436066126.8556
"CANDIDATE",3539231,"K04626.01",22.65,16.69,314.6,497,4.181,-9.221e-05,-1.5855,61772543.0202627
"CANDIDATE",6311891,"K04627.01",184,221,1369,861,0.9313,-0.0001389,0.99605,436024403.456268
"FALSE POSITIVE",2578017,"K04629.01",1893,2679,8793,1970,83.13,-0.0009221,1.7087,2191537225.49545
"CANDIDATE",7834045,"K04630.01",39.21,33.68,641.4,637,2.077,5.545e-06,1.1704,210768557.152424
"FALSE POSITIVE",9602421,"K04631.01",300.2,393.6,4928,1520,18.67,-0.0001135,-0.62434,251586139.330209
"CANDIDATE",6070337,"K04632.01",34.3,20.42,135.8,458,2.933,-0.0004478,0.31989,248602296.881155
"CANDIDATE",5954001,"K04633.01",114.9,107.7,1309,951,0.9411,0,0.38726,242750069.21647
"CANDIDATE",8196226,"K04634.01",336.7,338.5,1602,1250,2.895,-7.027e-05,-0.15111,938853322.931247
"FALSE POSITIVE",9873759,"K04635.01",284.3,733.8,2330,917,2.248,-0.0001321,0.35212,658626231.082709
"CANDIDATE",9773270,"K04636.01",26.05,48.78,275.9,348,3.818,-0.001296,0.63024,218809604.449277
"CANDIDATE",9457728,"K04637.01",304.1,342,3074,1610,-0.9881,-1.468e-06,0.49867,447520922.542387
"CANDIDATE",9412623,"K04640.01",221.7,214.4,1587,1270,-0.5935,9.189e-05,-0.1182,478039053.798282
"FALSE POSITIVE",3644505,"K04641.01",16.87,27.98,365,410,10.13,0.0004027,-3.5755,105765146.325807
"FALSE POSITIVE",4664743,"K04642.01",421.8,449.7,7850,2270,5.666,3.412e-06,-0.46012,290077228.83651
"CANDIDATE",11655826,"K04643.01",237.9,275.3,1159,1010,0,0,-0.18442,-2454970
"CANDIDATE",1721157,"K04644.01",389.2,405.8,1424,967,2.204,-0.0005533,0.15581,1107918441.76475
"FALSE POSITIVE",11076276,"K04645.01",722.1,823.1,5566,1660,7.612,-0.0001919,5.0504,623096739.806343
"CANDIDATE",9947653,"K04647.01",40.22,58.8,879.1,693,3.187,3.868e-05,0.12315,176149817.033795
"CANDIDATE",9947653,"K04647.02",106.3,99.15,939.1,1020,1.299,-6.47e-05,0.20356,268135696.888277
"FALSE POSITIVE",10473272,"K04648.01",81.17,68.52,711.7,690,9.013,0.00202,-4.418,354837777.170716
"CANDIDATE",4750669,"K04649.01",319.1,393.5,1604,1070,3.67,0.0001742,-0.87482,860109871.629576
"CANDIDATE",9824928,"K04650.01",773.6,967.2,6095,934,5.833,0.0002943,-0.32851,475905786.565862
"CANDIDATE",6717252,"K04651.01",1090,1004,4108,1730,-1.76,7.797e-05,0.57596,1204579912.95516
"FALSE POSITIVE",5817685,"K04652.01",315,342.9,5392,1260,10.75,1.45e-05,0.93037,216581238.806892
"CANDIDATE",11181260,"K04653.01",58.57,54.84,676.8,773,2.535,5.138e-05,1.0209,258388791.999217
"CANDIDATE",2558163,"K04655.01",78.86,66.86,1116,659,-2.663,7.871e-05,-1.3594,194202336.784983
"CANDIDATE",8107611,"K04656.01",351.9,321.8,1992,1680,4.066,9.682e-06,-0.62514,673371203.497733
"CANDIDATE",6527078,"K04657.01",186.5,206.4,1152,779,1.196,3.668e-05,1.007,408550203.195884
"CANDIDATE",6527078,"K04657.02",122.2,123.4,562.3,700,-1.636,-2.02e-06,-0.40511,458116790.418804
"FALSE POSITIVE",4946049,"K04658.01",718.1,992.8,5893,3330,1.419,-2.811e-06,0.27662,741422945.43302
"CANDIDATE",2857607,"K04659.01",39.1,42.43,399.4,492,-3.549,-4.513e-05,0.1373,286001204.593298
"FALSE POSITIVE",5559651,"K04660.01",2558,2925,10930,2110,15.71,0.0004968,-5.5768,1184466113.10268
"CANDIDATE",5962262,"K04661.01",159.7,191.6,1200,733,-3.604,-3.771e-05,-0.29841,437457122.441379
"FALSE POSITIVE",10407210,"K04662.01",1418,1788,11800,2780,9.18,-3.743e-05,-1.5364,542596149.383243
"CANDIDATE",7515336,"K04663.01",234.1,250,1874,1160,-2.342,1.595e-05,0.5969,354453627.1809
"FALSE POSITIVE",8984755,"K04664.01",1805,2008,7204,2060,13.45,0.0004982,-5.9852,1015549957.18487
"CANDIDATE",11337012,"K04666.01",90.59,75.62,1067,713,0.3714,-6.533e-06,0.27302,172909564.727426
"CANDIDATE",8359569,"K04667.01",13.24,11.41,142.6,395,-1.525,0.0008918,0.3529,113344783.327331
"CANDIDATE",8937762,"K04668.01",183.8,224.3,852,801,-1.927,0.0002823,-0.62709,1807663704.17277
"FALSE POSITIVE",5428471,"K04671.01",227.5,260.7,1022,1950,7.341,-0.001363,1.0308,408723347.224049
"CANDIDATE",6839010,"K04674.01",278,226.8,1919,1120,2.633,6.231e-06,0.39155,415871757.473502
"FALSE POSITIVE",10130057,"K04675.01",604.5,782.4,3816,1210,7.156,0.0001329,-1.2711,558022553.024155
"FALSE POSITIVE",9838608,"K04677.01",998,1106,5563,1670,20.96,0.0003994,-2.0776,451474620.563587
"FALSE POSITIVE",4247811,"K04678.01",641.4,626.6,6779,1340,22.99,3.134e-05,0.46635,512642910.093237
"FALSE POSITIVE",6543645,"K04679.01",1110,1218,9242,2150,12.24,-2.886e-06,7.7267,555863240.122269
"CANDIDATE",4587135,"K04680.01",33.76,21.18,462.7,432,0.7892,-0.0003748,-0.47683,225229589.262287
"FALSE POSITIVE",3857860,"K04681.01",263.7,458.2,2227,1590,23.12,0.000659,-10.292,523534830.952696
"FALSE POSITIVE",4843592,"K04683.01",1097,1232,5056,1870,10.41,0.0007258,-0.38992,1915894706.44701
"FALSE POSITIVE",9602775,"K04684.01",300,278.7,5541,973,16.25,0.0002818,-3.6556,220188530.324502
"CANDIDATE",3867794,"K04685.01",869,1136,3968,1790,5.076,0.0006454,-3.9657,1344137712.02681
"CANDIDATE",5819801,"K04686.01",121.6,101.6,1268,1180,1.487,-3.179e-05,0.36975,229123812.368171
"FALSE POSITIVE",4851145,"K04688.01",858.5,1023,8972,1710,16.21,0.0003463,-1.6991,479007238.883144
"FALSE POSITIVE",10292540,"K04689.01",781.2,854.1,6068,1630,17.77,-0.001438,1.0807,434186743.258969
"CANDIDATE",9773980,"K04691.01",397.1,457.3,2058,1340,-0.07013,2.919e-05,0.4254,686762525.526618
"CANDIDATE",10972902,"K04692.02",1296,1520,7159,1760,-2.058,2.438e-06,-4.7449,329140025.554017
"CANDIDATE",8417078,"K04693.01",64.21,53.81,845.6,797,2.461,-3.331e-05,0.59042,208785208.871955
"CANDIDATE",9457948,"K04694.01",74.46,68.29,772,741,-0.08614,0.0001271,-0.070234,233068459.077402
"FALSE POSITIVE",4852297,"K04695.01",327.4,336.9,1274,1360,14.66,0.00171,-5.4403,947608754.390705
"FALSE POSITIVE",9851845,"K04696.01",978.2,703.7,5932,1530,11.63,5.735e-05,-2.8327,449072846.107271
"FALSE POSITIVE",9474483,"K04697.01",2190,2801,10600,2360,18.93,-0.000784,6.6027,1245186552.78054
"CANDIDATE",10663738,"K04698.01",157.7,189.6,1096,1050,0.9398,0.0002335,0.3094,290873912.023488
"CANDIDATE",7891294,"K04699.01",216.3,265.4,1690,1490,2.369,1.113e-06,-0.071292,492531683.917189
"CANDIDATE",9413156,"K04700.01",302.7,261.5,1425,1000,0.3165,7.313e-05,-0.066029,553270080.230776
"CANDIDATE",9413156,"K04700.02",21.44,16.83,169.6,388,-2.337,-0.001565,-1.1214,144953532.586233
"FALSE POSITIVE",8625732,"K04701.01",46.95,34.1,900.3,521,8.739,0.0003412,-3.2764,130955479.927027
"FALSE POSITIVE",2831251,"K04702.01",233.3,308.6,1273,1100,38.51,0.003514,-12.077,263735130.414044
"CANDIDATE",5642688,"K04705.01",754.7,926.5,3379,1580,3.135,-3.912e-05,0.2361,1122841761.99123
"CANDIDATE",10026502,"K04706.01",19.3,7.434,159.6,428,1.914,-8.914e-06,1.4165,262453510.138238
"FALSE POSITIVE",4680772,"K04707.01",56.39,40.08,218.7,793,3.741,2.758e-06,0.1238,451440760.559754
"CANDIDATE",2303903,"K04709.01",360.1,368.9,1412,995,1.135,-0.0002033,-1.2563,665584908.525013
"CANDIDATE",9278216,"K04710.01",138.2,157.5,1441,833,6.872,0.0001111,-0.52117,295594326.446082
"CANDIDATE",8355131,"K04711.01",157.7,194.3,718.9,775,-0.1944,0.0002753,0.78139,674258924.083834
"FALSE POSITIVE",4374610,"K04712.01",367.1,366.7,1378,1570,5.498,-0.0001399,2.0032,1186015952.23027
"CANDIDATE",5253802,"K04713.01",122.6,122,912.1,883,4.285,0.0001069,-1.4687,369400059.887177
