"koi_disposition","kepid","kepoi_name","tce_dof2","tce_chisq2","tce_chisqgof","tce_eqt","tce_hap_stat","tce_fwm_pdeco","tce_dicco_mdec","tce_time0_sn"
"FALSE POSITIVE",6147122,"K01062.01",121.1,207.1,684.1,1290,70.9,-0.002438,5.8334,650763692.656781
"FALSE POSITIVE",8257407,"K01063.01",4040000,125700,2428000,555,280.8,-0.01165,0.0044943,-2455010
"CANDIDATE",8218274,"K01064.01",772900,5601000,11850000,2250,400.5,-2.29e-05,0.0060356,119046741570.854
"FALSE POSITIVE",8242681,"K01065.01",81410,25290,45110,1230,153,-0.001334,0.044218,37602335508.8324
"CANDIDATE",8260218,"K01066.01",22120,7603,12750,944,54.29,0.01074,-1.9444,18697980136.4855
"FALSE POSITIVE",8246781,"K01067.01",71720,451.2,10380,379,85.1,-0.0002754,0.057014,20803548731.5064
"FALSE POSITIVE",8264070,"K01068.01",611.1,1130,2555,2170,52.37,0.003916,-3.7001,3483655001.83763
"CANDIDATE",8222813,"K01069.01",489.9,254.6,1152,749,4.067,0.0004775,-0.1223,2147961817.43414
"CANDIDATE",8222813,"K01069.02",493.9,487.5,1818,1140,1.52,5.724e-05,-0.053007,2188264341.99736
"CANDIDATE",8240904,"K01070.01",232.4,188.3,1356,1070,2.305,0.0004309,0.057121,904481197.245628
"CANDIDATE",8240904,"K01070.02",48.52,28.09,214.3,421,1.042,0.001107,-0.1842,332647254.102248
"FALSE POSITIVE",8244190,"K01071.01",1220,1526,5460,1610,146,0,0,2207289990.19969
"CANDIDATE",8229696,"K01072.01",223.4,164.4,1116,767,4.178,-0.0003892,0.40595,1164243303.7408
"FALSE POSITIVE",8262210,"K01073.01",808.6,1069,5243,1680,22.95,0.0009891,-10.555,985571480.187884
"CANDIDATE",10272640,"K01074.01",27500,6124,18360,1300,86.86,0.0005125,-0.0047966,34307367020.6448
"CANDIDATE",10232123,"K01075.01",107200,37260,74660,2650,27.91,-0.000128,0.0036121,97301282178.3159
"FALSE POSITIVE",10223616,"K01076.01",338.8,2051,3667,283,4.445,0.0001593,-0.028991,2079855639.70925
"FALSE POSITIVE",10268907,"K01077.01",2055,2657,9568,1850,24.88,-0.001151,0,2786276089.84326
"CANDIDATE",10166274,"K01078.01",472.8,428.3,1473,615,12.16,-0.0002568,0.07761,3699769721.37492
"CANDIDATE",10166274,"K01078.02",236.9,198.5,714.8,484,5.479,0.001404,0.09916,2781173884.96788
"CANDIDATE",10166274,"K01078.03",80.93,59.74,277.2,301,3.512,0.001115,-0.49843,1089416860.07038
"FALSE POSITIVE",10158990,"K01080.01",987.7,1248,5283,1470,18.55,-0.0001098,0,1626421894.35747
"FALSE POSITIVE",10149023,"K01081.01",211.1,159,1490,905,3.306,-0.0001414,-0.12771,616560180.022704
"CANDIDATE",10141900,"K01082.01",220.6,234.4,1175,805,4.792,-0.0005853,-0.95972,799299993.488312
"CANDIDATE",10141900,"K01082.02",1059,1078,4093,1410,2.132,-5.399e-05,-0.45752,1782515883.10038
"CANDIDATE",10141900,"K01082.03",262.5,284.9,1195,939,0.1932,0.0003633,0.69606,704732241.535215
"CANDIDATE",10141900,"K01082.04",103.3,91.15,510.8,705,-0.7334,0.0002552,-0.54492,382892079.261968
"CANDIDATE",10157458,"K01083.01",164,148.1,1014,875,5.356,-4.164e-05,0.49599,689418213.781231
"CANDIDATE",10157458,"K01083.02",223.2,236.2,1432,1020,-0.5204,3.205e-05,-0.99677,366328685.154927
"FALSE POSITIVE",10148521,"K01084.01",1170,1351,4795,1560,132,0.006574,0,3687299861.21708
"CANDIDATE",10118816,"K01085.01",191.5,234.5,968.9,502,2.19,0.0006778,0.23384,777095810.278682
"CANDIDATE",10122255,"K01086.01",138,57.96,577.2,641,4.936,7.231e-05,0.015187,650184595.663988
"FALSE POSITIVE",3124412,"K01087.01",1982,13800,19880,2100,206.9,0.02561,-5.078,5144531200.88517
"FALSE POSITIVE",3113266,"K01088.01",2212,4292,43160,1480,28.22,0.002241,-1.6121,30919562813.4501
"CANDIDATE",3247268,"K01089.01",3971,626,1124,434,37.64,0.003006,-0.099183,3701529758.36874
"CANDIDATE",3247268,"K01089.02",604.2,426.4,996.7,835,11.29,0.0006021,-0.14869,3422872878.10659
"FALSE POSITIVE",3232859,"K01090.01",4356,18060,22250,1210,139.8,0.009243,-1.137,13841031972.8927
"FALSE POSITIVE",3098184,"K01091.01",93560,996400,1090000,658,471.5,-0.2293,0,1967155185.53835
"FALSE POSITIVE",3239636,"K01093.01",1267,1389,5120,2600,7.542,0.0003489,-2.639,1103213513.74428
"CANDIDATE",2721030,"K01094.01",345.8,286.1,2176,991,6.526,-0.0002094,0.31195,1180137868.70746
"CANDIDATE",3329204,"K01095.01",572.3,37.28,261.3,449,12.93,0.0004139,-0.096403,2963099305.87155
"FALSE POSITIVE",3240706,"K01098.01",337.3,567.5,1698,1040,34.13,0.0007934,-1.1353,952506033.25858
"CANDIDATE",2853093,"K01099.01",265.4,36.49,177.8,366,5.534,-6.136e-05,-0.10304,1490869673.47013
"FALSE POSITIVE",3228824,"K01100.01",1555,1817,10090,1490,7.019,-1.875e-05,-0.92221,536226882.441468
"CANDIDATE",3245969,"K01101.01",134.2,103.1,628.7,618,-0.6017,-0.001421,-0.01367,928709777.485228
"CANDIDATE",3231341,"K01102.01",164.7,128.3,1379,915,5.806,5.8e-06,0.38799,508492234.783365
"CANDIDATE",3231341,"K01102.02",201.5,200,1733,1050,8.934,-0.0003411,0.21158,664315151.711952
"CANDIDATE",3231341,"K01102.03",86.17,81.72,529.9,792,2.812,-0.0001254,0.28532,539505057.763772
"CANDIDATE",3231341,"K01102.04",7.403,14.28,99.47,306,1.719,-0.0001546,-1.574,88698605.3905629
"CANDIDATE",2860866,"K01103.01",200.6,126.3,657,485,5.032,0.0008883,-0.10637,641095210.737975
"FALSE POSITIVE",2851100,"K01104.01",1496,1771,6764,1370,18.09,0.001765,-3.1451,2424302572.4584
"FALSE POSITIVE",3130300,"K01105.01",212.4,302.4,1430,1960,25.54,-0.001273,2.3474,919609077.083286
"CANDIDATE",3240158,"K01106.01",268.5,174.3,1351,1040,3.675,0.000312,0.10482,1231092099.85257
"CANDIDATE",3240158,"K01106.02",81.62,92.14,807.1,804,4.319,-3.419e-05,0.38906,290674503.331253
"CANDIDATE",3240158,"K01106.03",97.57,104.7,851.8,856,4.99,-8.758e-05,1.5602,156883131.821784
"FALSE POSITIVE",3228959,"K01107.01",1819,1978,9596,1920,14.72,0.0002975,-2.8149,422820895.70233
"CANDIDATE",3218908,"K01108.01",178.7,104.8,727.4,1170,3.248,0.0004641,0.194,990262673.852012
"CANDIDATE",3218908,"K01108.02",108.9,1780,1972,419,1.409,0.0009834,0.15134,63559852.9564047
"CANDIDATE",3218908,"K01108.03",901.1,1068,5854,2740,5.191,-5.225e-05,-0.76362,1442303963.90363
"CANDIDATE",2837111,"K01110.01",192.6,174.9,1534,891,4.981,-9.806e-05,-0.28494,615947592.380723
"FALSE POSITIVE",2837111,"K01110.02",326.9,354.7,2778,1180,1.216,0.0001044,0.65446,365144691.281636
"FALSE POSITIVE",3120276,"K01111.01",149.3,357.6,1169,770,24.07,-0.002497,4.8148,421970583.735972
"CANDIDATE",3109930,"K01112.01",102.6,60.65,816,566,2.414,0.0002531,-0.61898,530578062.290767
"CANDIDATE",2854914,"K01113.01",154.9,70.26,537.7,695,6.865,-0.0001316,0.14647,968563831.046373
"CANDIDATE",2854914,"K01113.02",81.02,17.47,328.8,471,4.943,-0.0003918,0.16543,542250425.740103
"FALSE POSITIVE",3337425,"K01114.01",225,254.2,1235,987,27.85,9.94e-05,-1.0017,1073948021.1555
"CANDIDATE",3116412,"K01115.01",187.2,112.8,1469,866,4.272,-1.611e-05,-0.58934,740581974.828955
"CANDIDATE",2849805,"K01116.01",444.4,378.6,1857,1160,3.573,1.061e-06,-0.0078615,2500600966.43552
"CANDIDATE",3114811,"K01117.01",165.3,134,1432,1420,2.403,1.399e-05,-0.21977,801481534.684496
"CANDIDATE",2853446,"K01118.01",200.2,200.1,972.2,1000,3.225,-0.0003065,0.046834,1024894169.51247
"FALSE POSITIVE",3003992,"K01119.01",192.2,519.5,1458,837,121.3,-0.02032,19.655,1113315102.78492
"FALSE POSITIVE",3003992,"K01119.02",98.52,103.6,508.3,680,29.12,0.0003902,-2.7211,800692093.435875
"FALSE POSITIVE",6307537,"K01120.01",3300000,377300,5107000,455,379.4,-0.03046,0.019251,24431650810.0792
"FALSE POSITIVE",6359798,"K01121.01",2828000,460000,2573000,777,150.3,-0.01419,0.21167,117131460797.458
"FALSE POSITIVE",6311681,"K01122.01",1922,18340,35490,1860,186.2,0.0008839,-1.1435,5728780414.95248
"FALSE POSITIVE",6365321,"K01123.01",1714,2824,11840,1910,23.3,6.027e-06,-0.056698,12871793796.271
"FALSE POSITIVE",6301035,"K01124.01",1507,4923,6963,880,185.7,-0.04936,0,2948921382.67702
"FALSE POSITIVE",6292162,"K01125.01",878.2,445.8,1430,903,18.88,-0.005977,4.7237,2551023695.19518
"FALSE POSITIVE",6307521,"K01126.01",166.1,462.4,2063,557,95.99,-0.01862,0,231214564.222344
"FALSE POSITIVE",6307521,"K01126.02",14.46,24.72,153.6,279,12.14,-0.007851,0,53487080.1680962
"CANDIDATE",6359320,"K01127.01",271.3,232.6,1693,1010,3.686,-0.000293,-0.21212,1026153653.23524
"CANDIDATE",6359320,"K01127.02",132.6,155.3,1008,875,1.273,0.0004765,-0.31117,320641185.720779
"CANDIDATE",6359320,"K01127.03",339.5,408.2,2209,1240,4.773,0.0001622,0.2114,499621463.430518
"CANDIDATE",6362874,"K01128.01",1421,1754,14260,1610,4.065,2.542e-05,-0.11818,4681430037.03238
"CANDIDATE",6272413,"K01129.01",278,283.9,1426,904,0.4198,-5.385e-05,-0.27778,982628673.89538
"FALSE POSITIVE",8279765,"K01130.01",431600,75310,232200,1230,253,-0.0006439,0.040079,111160566722.059
"CANDIDATE",8435247,"K01131.01",1762,30160,84840,1650,16.44,0.00154,-1.5899,11989265691.2348
"FALSE POSITIVE",8330548,"K01132.01",76220,102000,150100,2070,790.4,0,-0.49157,55342248352.1042
"FALSE POSITIVE",8374494,"K01133.01",7935,55420,60090,952,1263,0.07778,0,5143743727.38454
"FALSE POSITIVE",8414907,"K01134.01",1172,11400,11960,313,33.83,-0.1041,4.1935,792969570.118574
"FALSE POSITIVE",8414907,"K01134.02",369.1,4233,4526,313,44.8,-0.04662,4.2022,317449172.365905
"FALSE POSITIVE",8397446,"K01135.01",831.6,1072,4193,2310,12.46,0.0005176,-0.72844,1240292218.61833
"FALSE POSITIVE",8386035,"K01136.01",1635,2711,10430,0,95.69,0.000331,-3.1545,316355182.94058
"FALSE POSITIVE",8332986,"K01137.01",13520,7464,28190,238,65.35,0.02864,-0.50763,12492825303.7797
"FALSE POSITIVE",8415745,"K01138.01",643,121.8,335.2,565,15.72,0.007766,-1.8233,2255254648.34276
"FALSE POSITIVE",8378634,"K01139.01",936.6,3620,6981,1430,572.1,0,0,2382864519.63582
"CANDIDATE",8397675,"K01140.01",2445,3066,14330,3690,11.48,-0.0002653,0.13378,-2454960
"CANDIDATE",8346392,"K01141.01",258.7,230.1,1265,569,0.9151,3.598e-05,-0.16423,934137728.97118
"CANDIDATE",8288947,"K01142.01",405.2,379.9,1785,977,2.011,-3.445e-05,0.17453,1589532911.17931
"FALSE POSITIVE",8312852,"K01143.01",273.5,590.2,1562,884,48.24,0.004983,-4.311,1111198117.05065
"FALSE POSITIVE",8302450,"K01144.01",582.6,1082,3856,1280,14.41,0.0001433,0.19555,1310190793.86258
"CANDIDATE",8313667,"K01145.01",85.09,241.7,768.9,621,4.005,0.0001773,-0.072756,379461822.273676
"CANDIDATE",8351704,"K01146.01",208.2,174.8,851,425,1.205,3.417e-06,-0.10562,844639484.195931
"FALSE POSITIVE",8299955,"K01147.01",538.7,592.3,3257,1550,222,-0.00522,3.0679,1519102013.5391
"CANDIDATE",8410727,"K01148.01",163.3,127.8,1313,984,6.622,-3.709e-07,0.17503,669880129.557219
"CANDIDATE",8410727,"K01148.02",61.27,48.11,712.6,756,3.726,-0.0001407,0.127,219997132.385228
"CANDIDATE",8278371,"K01150.01",2026,2103,9997,2100,2.176,-2.439e-05,0.045855,3170566333.07374
"CANDIDATE",8280511,"K01151.01",205.6,143.7,1027,759,3.227,0,-0.13612,1056714631.91016
"CANDIDATE",8280511,"K01151.02",214.3,159,1329,851,1.84,0,0.11228,895961372.826674
"CANDIDATE",8280511,"K01151.03",247.9,251.3,1521,954,0.2201,0,1.2131,665904461.20754
"CANDIDATE",8280511,"K01151.04",70.43,78.61,823.8,639,2.394,0,1.1113,289261534.618584
"CANDIDATE",8280511,"K01151.05",54.74,45.22,491.3,594,0.9967,0,0.88459,222905525.037454
"FALSE POSITIVE",10287248,"K01152.01",1396000,283400,749500,557,386.1,-0.0324,0.29776,163657029338.631
"FALSE POSITIVE",10351767,"K01153.01",48020,477800,1923000,1870,0,0,0.60446,50873143003.9766
"CANDIDATE",10295951,"K01154.01",501400,108800,448000,1630,362,0.0001983,-0.0050582,60688770339.0208
"FALSE POSITIVE",10342041,"K01155.01",38220,58170,78150,1510,349.8,0.0003443,0.74951,17914316362.4953
"FALSE POSITIVE",10514770,"K01156.01",2537,2338,8628,1300,26.3,-0.002869,0.091199,18713087887.7963
"FALSE POSITIVE",10342065,"K01157.01",10400,71920,86950,3300,335.1,-0.0003293,-3.9641,4433472449.71855
"FALSE POSITIVE",10352945,"K01158.01",176.1,299.2,2484,1080,117.8,-0.002294,1.438,440500328.360673
"CANDIDATE",10354039,"K01159.01",297,32.54,217.9,383,5.753,-0.0006135,0.14442,1041489903.27507
"CANDIDATE",10330115,"K01160.01",194.4,107.2,839,629,3.794,-0.001349,0.0022147,1197102537.59582
"CANDIDATE",10426656,"K01161.01",248.8,208.5,1474,947,7.809,-4.652e-05,0.32432,1133804410.57615
"CANDIDATE",10426656,"K01161.02",122.4,104.3,535.1,778,2.548,0.0001048,-0.46626,798720080.165797
"CANDIDATE",10426656,"K01161.03",348.2,390.2,2049,1200,0.7932,2.134e-05,-0.41917,1143969506.19988
"CANDIDATE",10528068,"K01162.01",673.3,502.3,907.2,350,4.964,1.739e-05,-0.065524,1264367638.50048
"CANDIDATE",10468940,"K01163.01",530.3,571,2571,1210,-4.087,0.0001568,-0.062882,2681348183.0504
"CANDIDATE",10468940,"K01163.02",197.1,172.6,1086,865,-0.04469,-0.0001244,-0.14445,680188404.79324
"FALSE POSITIVE",10341831,"K01164.01",1444,1900,10190,920,11.43,-0.0001463,-0.27801,1177100115.0748
"CANDIDATE",10337517,"K01165.01",436.1,244.5,967.2,840,3.345,-0.0001095,-0.039285,3520154745.31262
"CANDIDATE",10337517,"K01165.02",296.1,286.9,2024,991,1.156,2.242e-05,0.371,603420984.067525
"CANDIDATE",10351231,"K01166.01",172.8,192.6,633.6,958,-0.8048,0.0004496,-0.19901,1134422638.82407
"FALSE POSITIVE",10485179,"K01167.01",1194,1304,4943,1550,4.045,8.995e-05,0.13128,735950020.534989
"CANDIDATE",10319385,"K01169.01",1976,2483,8750,1940,6.955,1.672e-05,-0.040298,3491871132.92085
"CANDIDATE",10482160,"K01170.01",215.4,165.9,586,840,5.247,-8.169e-05,-0.20422,2307562883.03192
"FALSE POSITIVE",10341913,"K01172.01",1420,1594,7330,2860,22.03,-2.041e-05,1.7631,447072492.483414
"FALSE POSITIVE",10480921,"K01173.01",558.1,654.2,4274,1570,17.97,-0.0008745,8.7395,795889189.671103
"CANDIDATE",10350571,"K01175.01",68.52,66.25,1472,844,1.601,1.264e-05,-0.57534,303015005.288942
"CANDIDATE",10350571,"K01175.02",44.61,47.01,763.8,689,5.037,1.328e-05,-0.55629,262827814.796416
"FALSE POSITIVE",10350571,"K01175.03",14.66,14.52,340.2,479,2.781,0.0001855,0.97181,162563983.710227
"CANDIDATE",3749365,"K01176.01",160900,42750,77480,754,194,0.001201,-0.065071,114399616022.666
"FALSE POSITIVE",3547091,"K01177.01",21990,9012,34060,1030,71.67,-0.00323,0.12038,37049272361.5087
"FALSE POSITIVE",3869825,"K01178.01",2840,1185,13300,1350,48.32,0.0006009,0.021472,7507553516.81957
"FALSE POSITIVE",3655332,"K01179.01",161100,1422000,1503000,932,765.8,-0.0754,2.837,6370704263.36372
"FALSE POSITIVE",4042026,"K01180.01",45750,16130,21030,459,65.79,0.008985,-0.20061,8224731146.77209
"FALSE POSITIVE",3344419,"K01181.01",1034,7255,25070,1660,0,0,-2.6186,3667139193.15977
"FALSE POSITIVE",3865567,"K01182.01",2029,4701,5709,853,114.8,0.02671,-2.8353,2734827648.0529
"FALSE POSITIVE",3544689,"K01183.01",2641,24050,41420,1390,374.5,-0.08322,8.9635,5588113448.05609
"FALSE POSITIVE",4037164,"K01184.01",2227,6613,14780,1180,310.6,0,7.1616,8656936417.20413
"FALSE POSITIVE",3443790,"K01185.01",5905,3048,226300,2640,32.26,-0.000322,0.19388,61219822996.4913
"FALSE POSITIVE",3966912,"K01186.01",641.2,592.9,1493,434,23.19,0.006339,-2.1025,430184533.269784
"FALSE POSITIVE",3848972,"K01187.01",2042,2106,19490,1730,19.97,8.543e-05,-0.073359,24570091456.2745
"FALSE POSITIVE",3860441,"K01188.01",494.2,828.8,3004,1100,71.53,-0.003474,1.0075,1482854847.57516
"FALSE POSITIVE",3765771,"K01189.01",952.2,1307,3262,1930,24.39,0.001264,-1.8523,5082722053.48621
"FALSE POSITIVE",3557341,"K01190.01",1195,1209,5192,1760,-0.2171,-0.0008259,-0.93187,1181046261.01682
"CANDIDATE",3859628,"K01191.01",196.3,132.4,775.6,858,4.576,0.0001107,0.033866,737802074.286006
"FALSE POSITIVE",3644071,"K01192.02",1035,2003,2312,260,32.33,-0.02479,5.5572,793504222.675428
"CANDIDATE",3942446,"K01193.01",423.1,23.11,283.3,367,9.421,0.0002091,-0.037915,2421347483.45481
"CANDIDATE",3554031,"K01194.01",148.1,118.8,562.4,543,3.76,-0.001282,5.6117,978251080.871072
"FALSE POSITIVE",3554031,"K01194.02",210.8,207.3,917.4,694,2.36,-0.0002433,4.2563,831203656.678517
"CANDIDATE",3554031,"K01194.03",61.22,65.12,331.7,455,17.27,0.0006551,-0.956,325588921.043069
"FALSE POSITIVE",3644523,"K01195.01",542.7,5624,6118,380,57.6,0.0004128,1.094,164307035.391123
"FALSE POSITIVE",3348082,"K01196.01",400.9,1605,3626,1370,51.2,0,0,1102243135.00117
"CANDIDATE",3348082,"K01196.02",125.4,108.6,1112,962,2.446,0,-0.0049775,418144098.816067
"CANDIDATE",3348082,"K01196.03",41.79,38.72,346.5,678,0.7532,0,0.012884,250571061.715492
"FALSE POSITIVE",3853673,"K01197.01",2099,2502,9948,2010,18.73,0.001476,-5.9053,4797515032.72317
"CANDIDATE",3447722,"K01198.01",145.6,139.1,1161,876,8.102,-0.0001137,0.19556,539213726.726219
"CANDIDATE",3447722,"K01198.02",54.48,46.63,623.4,671,2.449,0.0001216,-0.61484,301824114.40641
"CANDIDATE",3447722,"K01198.03",138,120.2,1282,1020,4.068,0.0004495,0.90501,331597210.49724
"CANDIDATE",3859079,"K01199.01",85.96,16.63,342.4,348,3.459,0,0.11684,668573000.324077
"CANDIDATE",4061149,"K01201.01",506.5,543,2051,615,3.728,-0.0003483,-0.11995,2345550088.3772
"CANDIDATE",3444588,"K01202.01",1436,1490,10340,1120,4.082,-1.093e-05,-0.0084954,2602713439.23175
"CANDIDATE",3962243,"K01203.01",72.65,41.68,353.7,564,4.316,-0.001055,-0.31097,410844669.959016
"CANDIDATE",3962243,"K01203.02",102.6,80.35,507.1,739,0.5118,0.0006955,-0.57921,635659356.308744
"CANDIDATE",3962243,"K01203.03",28.64,24.73,229.1,490,3.885,-6.438e-05,0.83465,218835851.495298
"CANDIDATE",3438507,"K01204.01",203.2,200.9,2034,985,5.503,-0.0001036,0.24894,553488372.093023
"CANDIDATE",3869014,"K01205.01",198.2,127.3,1625,1420,5.153,3.759e-05,0.041367,884323331.2921
"CANDIDATE",3732821,"K01207.01",167.3,118.9,604.2,634,2.643,0.000591,-0.16393,1170548660.41415
"CANDIDATE",3962357,"K01210.01",108.2,73.93,991.9,939,3.2,0.0002096,-0.29479,419051276.799126
"FALSE POSITIVE",3858704,"K01211.01",441.6,772,3117,1570,156.5,0.003816,-3.6411,1010192576.74265
"CANDIDATE",3749134,"K01212.01",134.1,110.6,1178,852,4.7,0.0001771,-0.24331,449745171.821243
"FALSE POSITIVE",3556220,"K01213.01",1358,1423,6924,2400,123.2,-0.008728,9.1275,1297497991.62826
"CANDIDATE",3660924,"K01214.01",262.2,237.6,1832,1180,3.059,0.0001093,-0.45609,777570845.329609
"CANDIDATE",3939150,"K01215.01",204.2,195.7,1581,964,6.717,9.551e-05,-0.11228,744976300.153548
"CANDIDATE",3939150,"K01215.02",115.4,56.6,640.4,778,6.778,-1.949e-05,-0.22187,530759435.379783
"CANDIDATE",3839488,"K01216.01",196.9,157.8,1132,952,3.775,-7.811e-05,-0.23428,953934688.675433
"FALSE POSITIVE",3542588,"K01217.01",422.3,433.9,3141,1360,47.99,0.003835,-11.121,1115804161.4777
"CANDIDATE",3442055,"K01218.01",163.5,75.68,543,580,2.376,0.0001007,0.23926,760608370.202377
"CANDIDATE",4043190,"K01220.01",234.9,236.5,1251,1110,2.929,-6.374e-05,0.21504,1146234189.4788
"CANDIDATE",3640905,"K01221.01",73.4,41.04,627.2,837,3.162,-0.0001457,0.21461,409265347.221296
"CANDIDATE",3640905,"K01221.02",41.62,28.93,566,702,-0.2595,-2.406e-05,-1.3052,288314580.0866
"FALSE POSITIVE",6613006,"K01223.01",413400,78800,179700,877,196.9,0.03284,-2.4734,51724196052.9005
"FALSE POSITIVE",6606653,"K01224.01",300800,126800,491400,1580,177.9,-0.0003255,0.041482,66807903838.9842
"FALSE POSITIVE",6620003,"K01225.01",128700,50590,1294000,827,186.4,0.003512,-0.034864,120615517647.984
"FALSE POSITIVE",6621116,"K01226.01",138300,22620,57470,396,204.4,-0.006681,0.010067,12687783600.5251
"FALSE POSITIVE",6629332,"K01227.01",381700,64670,207200,1270,233.8,0.001385,-0.01304,218662711985.179
"FALSE POSITIVE",6387450,"K01228.01",253200,80930,156900,1020,199.9,-0.0007949,0.23434,82242114008.5225
"CANDIDATE",6470149,"K01230.01",1362,432,1557,692,17.91,-0.002665,0.035392,1970092123.00186
"FALSE POSITIVE",6462874,"K01231.01",442.6,6642,7372,400,263.8,-0.0004094,0.013551,860074202.013054
"FALSE POSITIVE",6462874,"K01231.02",22.08,2.298,38.07,155,3.109,0.0001483,-0.012867,208271620.647241
"FALSE POSITIVE",6665223,"K01232.01",18410,656.7,3197,328,57.1,0.0006174,-0.013379,4946486784.89541
"FALSE POSITIVE",6665223,"K01232.02",7.872,6.592,36.74,216,1.534,0.0001428,0.10089,189908114.964576
"FALSE POSITIVE",6545358,"K01233.01",1217,1379,5512,2390,35.95,0.003839,-4.3386,6426916522.02596
"FALSE POSITIVE",6390824,"K01234.01",1379,1631,7465,1810,19.87,-0.001938,2.9928,2049352210.4982
"FALSE POSITIVE",6546528,"K01235.01",621.7,2452,4366,1170,175,-0.002116,-0.04893,1879561149.64705
"CANDIDATE",6677841,"K01236.01",161.6,156.1,1542,1100,-0.09158,-0.0003721,0.087256,1215277537.13943
"CANDIDATE",6677841,"K01236.02",80.26,105.9,967.4,774,2.544,-0.001161,-0.13704,481072437.75401
"CANDIDATE",6677841,"K01236.04",10.05,4.73,113.3,424,1.061,-0.0008639,0.062363,472887104.882498
"FALSE POSITIVE",6531491,"K01237.01",516.5,2440,3400,782,142.3,-0.06342,7.6885,748236061.456686
"CANDIDATE",6383821,"K01238.01",155.2,85.37,953.7,605,7.768,0.0001276,-0.16339,750525833.078569
"CANDIDATE",6607286,"K01239.01",1552,1727,6116,2150,4.367,-0.0001413,1.6863,3592804906.78312
"CANDIDATE",6607286,"K01239.02",282.4,286.6,1484,1350,-0.9353,-5.955e-06,1.1196,1327507705.61834
"CANDIDATE",6690082,"K01240.01",773.3,709.6,3155,1430,6.944,-8.03e-05,-0.022423,3342168782.95425
"CANDIDATE",6690082,"K01240.02",289.6,269.6,1150,1090,2.195,-5.11e-05,-0.091167,3662543581.81745
"CANDIDATE",6448890,"K01241.01",139.7,70.02,1420,1090,0.7231,1.815e-06,0.031476,388211555.673628
"CANDIDATE",6448890,"K01241.02",155.4,143,3785,1380,-1.99,-1.413e-07,-0.010237,136705442.112473
"CANDIDATE",6607447,"K01242.01",1926,322.6,756.1,415,6.398,-0.0002376,-0.035057,2929730013.5566
"FALSE POSITIVE",6677256,"K01243.01",424.2,496.8,2174,1460,280.8,-0.05643,0,2238955566.905
"FALSE POSITIVE",6692833,"K01244.01",175.5,171.8,976.6,858,8.38,-2.457e-05,-0.10419,795255618.687278
"CANDIDATE",6693640,"K01245.01",215.6,110.8,1150,865,4.018,4.889e-05,-0.24531,930540288.527871
"CANDIDATE",6441738,"K01246.01",117.1,65.6,602.6,1050,-0.3474,-0.0009263,0.23947,721238366.080662
"FALSE POSITIVE",8801343,"K01247.01",895800,284100,1256000,2110,477.9,0.0002098,-9.977e-05,278968289140.854
"FALSE POSITIVE",8488878,"K01248.01",130500,390400,429000,964,1210,0.0087,-0.13166,14606135246.7307
"FALSE POSITIVE",8560285,"K01249.01",103100,15750,40480,409,43.52,0.01846,-1.841,8367501354.79187
"FALSE POSITIVE",8620565,"K01250.01",17120,215000,688700,2070,201.5,0.1142,-4.9948,7255874990.02486
"FALSE POSITIVE",8616873,"K01251.01",13110,52680,362000,1570,-0.3323,0.0002941,-0.20749,75786276132.0277
"FALSE POSITIVE",8737796,"K01252.01",1447,22590,40160,0,199.6,0,-2.5811,2321111499.80618
"FALSE POSITIVE",8462258,"K01253.01",1733,8457,13360,1000,198,0.04011,-7.9103,1194504724.55504
"CANDIDATE",8454250,"K01254.01",581.7,1495,5980,1060,50.29,-0.002909,1.6997,5204272855.62259
"FALSE POSITIVE",8494263,"K01255.01",2298,160.7,1107,398,5.109,-0.0005799,0,2431878516.5227
"FALSE POSITIVE",8848271,"K01256.01",4837,3254,5403,907,55.21,0.004857,-1.2614,6661447790.43453
"CANDIDATE",8751933,"K01257.01",3739,2930,4215,419,24.27,-8.594e-05,-0.0056446,6185025999.67752
"CANDIDATE",8630788,"K01258.01",630.9,59.61,742.4,513,14.41,0.000397,-0.02851,1431798299.33163
"CANDIDATE",8630788,"K01258.02",140.3,92.55,1004,695,3.095,0.0002385,-0.21195,478618831.492919
"CANDIDATE",8630788,"K01258.03",40.85,11.15,74.04,321,1.542,0.0004955,-0.50943,449170807.748886
"FALSE POSITIVE",8823426,"K01259.01",954.5,1059,5569,801,20.51,-0.002076,2.8887,2668567478.08052
"FALSE POSITIVE",8766222,"K01260.01",279,310.3,1989,2870,51.8,-0.002472,-5.2643,572606452.45559
"CANDIDATE",8678594,"K01261.01",1142,18.07,509.1,433,10.41,0.0009908,-0.18037,1679171853.41231
"CANDIDATE",8678594,"K01261.02",102.9,82.4,599.1,893,-1.026,0.0003845,-0.71508,564291871.142729
"FALSE POSITIVE",8703884,"K01262.01",1326,3019,4173,608,375,0.009956,0,2248408693.34261
"FALSE POSITIVE",8560840,"K01263.01",267.5,261,1127,442,54.77,0.0003296,1.6165,433318447.942021
"CANDIDATE",8612847,"K01264.01",195.7,139,789.8,675,2.69,-0.0008642,-0.13581,1023023423.46847
"FALSE POSITIVE",8552583,"K01265.01",1281,1504,8140,1660,25.03,0.0009875,-0.97044,2264806819.43983
"CANDIDATE",8547140,"K01266.01",297.8,139.7,1255,420,7.672,-0.0002375,-0.18467,1627921010.05278
