"koi_disposition","kepid","kepoi_name","tce_period","tce_time0bk","tce_depth","tce_ldm_coeff1","tce_ldm_coeff2","tce_ldm_coeff3","tce_num_transits","tce_model_snr","tce_robstat","tce_dof1","tce_chisq1","tce_chisqgofdof","tce_sma","tce_smet","tce_steff_prov","tce_smet_prov","tcet_period","tcet_time0bk","tcet_time0","tcet_duration","tcet_model_dof","wst_robstat","tce_maxmes","tce_max_mult_ev","tce_ptemp_stat","boot_fap","boot_messtd","tce_rb_tpdur","tce_rb_tcount0","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_prao","tce_dicco_mdec","tce_dikco_mra","tce_dikco_msky","tce_time0bk_sn","tce_time0_sn","tce_prad_sn","tce_sma_sn","tce_sradius_sn","tce_ptemp_sn","tce_fwm_sra_sn","tce_dicco_mra_sn","tce_dikco_mdec_sn","tce_dikco_msky_sn"
"FALSE POSITIVE",9971475,"K07268.01",5.35741,131.638,198900,0.2353332,0.9443736,-0.6624824,202,8039,8918,1746,4527000,1282,0.05982,-0.56,5,5,5.35737,131.642,2454960,3.96,9525,3465,4218,11210,5.732,-1,-1,6,185,0,46.812389,0.006188,0.00067465,0.02004,0.068924,17617010.2285669,328545370111.386,1.82707524097252,1.61370380361478,1.82844444444444,28.7970609845702,1337782684.56376,-0.111696107784431,-0.979895988112927,1.02565476190476
"FALSE POSITIVE",10000490,"K07269.01",1.40099,132.456,58810,0.3447272,0.872202,-0.8197104,963,2254,4118,8352,3691000,6129,0.02763,-0.08,13,12,1.40099,132.456,2454970,3.962,32260,3.968,19.67,4497,-5.074,-1,-1,6,920,0,0,0,0.028626,-0.013931,0.085391,9208565.07230256,170673665183.537,3.23899668717463,3.50057012542759,3.23905723905724,12.6837146702557,0,-0.133346774193548,0.301960573476702,0.287511784511784
"CANDIDATE",10002049,"K07270.01",19.2523,144.888,200.1,0.39426,0.52728,-0.211516,72,8.357,8.231,648,374.1,479,0.1423,-0.14,5,5,19.2522,144.895,2454980,2.865,3424,2.165,2.575,7.641,1.899,1.1842e-14,1.0023,6,68,0,46.969227,0.000156,0.12065,-2.163,2.1678,17842.9981675238,302331481.153081,1.11181882519462,4.04606198464601,3.44043321299639,2.28209914726285,461790.337349398,-2.61079812206573,0.15983407079646,2.47183580387685
"FALSE POSITIVE",10014702,"K07271.01",1.3406,132.097,58.16,0.4050068,0.4930564,-0.1680984,1005,10.7,11.05,8838,6709,5503,0.02409,-0.12,5,5,1.34061,132.096,2454970,3.358,32220,1.861,1.703,10.54,1.793,1.2197e-25,1.0589,6,960,0,46.921551,2.226e-05,0.59982,-0.70158,0.96757,33439.5694526013,621461046.193726,1.56698216235894,3.97918731417245,3.35087719298246,3.20470216831436,547394.341736695,-1.70166666666667,1.59786570743405,2.0242050209205
"CANDIDATE",10019854,"K07272.01",14.1017,133.457,97.96,0.3623492,0.7613728,-0.6303062,95,7.302,7.394,855,658.9,905,0.1219,-0.06,5,5,14.1014,133.472,2454970,5.364,6810,2.021,2.215,7.905,2.521,1.6508e-15,1.0078,12,91,0,46.94177,0.000229,1.2496,-1.5766,2.1042,10398.8686125699,191289407.657903,1.49139784946237,3.86126069052898,3.21447721179625,3.1332589645718,383471.500974659,-1.45172727272727,2.82105263157895,2.39113636363636
"FALSE POSITIVE",10020423,"K07273.01",7.44837,137.695,153200,0.439632,0.2362208,0.2668704,180,5135,6309,1557,599300,1150,0.07059,-0.26,76,74,7.44841,137.691,2454970,3.907,8543,265.8,306.5,7391,30.24,-1,-1,6,172,0,46.920403,-0.004974,-0.0030522,-0.060534,0.12879,8308744.10914598,148136951418.934,17.0045158053186,19.1352670100298,17,50.2171065305336,617132476.489028,0.124064467766117,-1.62865329512894,1.83200568990043
"FALSE POSITIVE",10026136,"K07274.01",9.08015,136.817,329800,0.3371616,0.8039636,-0.6548268,0,-1,8503,1026,11440000,1085,0.08955,-0.14,5,5,9.08015,136.82,2454970,7.479,8369,6595,6532,9252,0,-1,-1,12,112,0,46.95364,-0.337,5.1442,-0.067814,0.073605,-136.817,-2454970,-54.33,-0.08955,3.51242236024845,0,957074975.845411,11.1449781659389,0.403624823695346,1.06673913043478
"FALSE POSITIVE",10026457,"K07275.01",9.93442,132.875,47770,0.336542,0.4817324,0.0501444,106,1088,1999,918,402100,1078,0.08167,-0.64,5,5,9.93432,132.882,2454970,7.675,8444,1886,2071,2160,14.92,0,1.0686,12,100,0,46.989601,-0.07812,0.52021,2.0539,2.0587,902076.728287361,16666576147.8354,5.88221601489758,8.73009086050241,7.04210526315789,18.0293313663384,185208728.971963,13.8263636363636,-2.07640949554896,30.4091580502216
"FALSE POSITIVE",10031409,"K07276.01",2.07194,132.836,189800,0.3312932,0.7401,-0.492815,517,10150,13500,4419,8490000,3241,0.03195,-0.22,5,5,2.07193,132.841,2454970,4.076,23780,1.287,2.848,16560,-6.749,-1,-1,12,488,0,46.949981,-0.002766,0.003854,0.037871,0.042821,14278819.43586,263889859303.602,3.46007447248655,4.14128321451717,3.46408839779005,6.3994668697639,1531717307.69231,-0.0102977511244378,0.298298507462687,0.637217261904762
"FALSE POSITIVE",10031526,"K07277.01",8.58936,132.044,192,0.4885926,0.0728954,0.4704682,127,8.695,8.708,1107,770,1900,0.07946,-0.16,5,5,8.58917,132.067,2454970,6.029,14810,3.075,2.824,8.968,0.9181,1.1448e-19,1.0232,12,117,0,46.932048,-2.762e-05,-1.6239,1.1431,2.1481,5799.41585963063,107823088.916705,0.59815462933503,5.42019099590723,4.51381215469613,1.20085427422345,463133.395348837,1.68663793103448,-1.93891257995736,2.44937286202965
"FALSE POSITIVE",10031808,"K07278.01",8.58956,132.005,270100,0.1866846,1.2079794,-1.1181267,0,-1,1837,693,9028000,774,0.0858,-0.56,13,12,8.58956,132.028,2454970,8.639,9552,751.1,309.1,1586,0,-1,-1,12,118,0,46.930273,0,-4.1268,-5.5692,6.4917,-132.005,-2454970,-11.73,-0.0858,1.94849023090586,0,1879230000,0.627654545454545,-2.75685950413223,3.09128571428571
"CANDIDATE",10053138,"K07279.01",11.7728,138.781,70.13,0.6139904,-0.3373894,0.9613164,113,8.593,8.092,999,629.2,839,0.09692,0.12,26,25,11.7724,138.82,2454970,5.734,6336,1.715,1.885,7.914,2.256,2.6579e-15,1.0073,6,97,0,47.072774,0.0002498,-0.53047,-1.7941,1.8159,14208.8536963435,251347875.854133,1.53791637136782,5.92420537897311,5.52879581151833,2.91312914650571,426298.974943052,-3.74431137724551,-0.513443223443223,3.44573055028463
"FALSE POSITIVE",10063044,"K07280.01",1.00967,131.586,139600,0.4712004,0.3128196,-0.0870384,1326,4310,8581,11560,13920000,7216,0.02364,-0.14,8,5,1.00967,131.587,2454960,3.982,32200,1571,1815,9405,3.246,-1,-1,6,1265,0,47.076255,-0.0002137,-0.014816,0.020514,0.07038,8923565.19439302,166484243077.737,3.07507507507508,3.55275022542831,3.07544581618656,24.1553948600562,1767227129.62963,0.017640179910045,0.991516936671576,1.03805309734513
"FALSE POSITIVE",10091257,"K07284.01",1.70192,131.955,46120,0.5495734,0.004786,0.4699016,628,3873,5934,5427,1428000,2781,0.02871,0.2,18,17,1.70193,131.954,2454960,2.825,19280,1.983,1.648,7722,-8.679,0,1.2113,6,592,0,47.05442,-0.0004826,-0.0049936,-0.097204,0.21966,15752698.5695969,293071462850.348,6.03334381881095,6.83734222433913,6.03827751196172,9.73980554346249,1060640962.56684,0.341049475262369,-2.86308139534884,3.20204081632653
"FALSE POSITIVE",10093664,"K07285.01",1.20702,132.519,3.472,0.4266616,0.7738734,-0.8382144,899,4.217,11.05,7812,5978,8276,0.02633,0.04,8,5,1.20706,132.571,2454970,16.51,25700,-0.8197,0.5495,10.08,0,-1,-1,24,847,0,0,0,-0.76987,1.9421,2.0337,6453.82644861543,119559839.091432,0.47871416159861,4.60234224785877,3.83646616541353,0,0,1.19896341463415,-0.973209677419355,1.27905660377358
"FALSE POSITIVE",10095512,"K07286.01",3.00861,132.923,72680,0.3429128,0.6750088,-0.3829652,356,5247,11770,3105,11970000,2287,0.04024,-0.26,5,5,3.00863,132.918,2454970,4.515,16330,1.966,6.617,13950,-4.757,-1,-1,12,323,0,47.01452,-0.001571,-0.0022981,0.011624,0.032078,1097186.10966661,20264055006.6447,2.52057723142704,4.03044871794872,3.4314381270903,5.52352883387366,774880817.120623,0.142608695652174,-0.435830903790087,0.468976608187134
"FALSE POSITIVE",10129482,"K07288.01",0.846297,132.192,168700,0.2707408,0.5691676,0.0568508,1576,2747,3325,13930,2764000,7171,0.01418,-1.26,5,5,0.846295,132.192,2454970,1.668,32180,42.11,394.2,3595,4.069,-1,-1,3,1506,0,47.173287,-0.00309,-0.017146,0.0051058,0.015662,9576979.08440858,177856423557.027,15.4616477272727,17.636815920398,15.4705882352941,28.9276652149214,559142953.216374,0.653343328335832,-0.218392330383481,0.230662739322533
"FALSE POSITIVE",10155080,"K07289.01",1.93045,131.771,63510,0.5364372,0.1655828,0.2002648,555,6054,5756,4824,2434000,3533,0.03267,0.36,5,5,1.93045,131.772,2454960,3.628,25380,1.263,2,7656,-5.468,0,1.146,6,523,0,0,0,-0.13104,0.55035,0.57883,12021475.5549068,223966135403.647,2.94248052726183,3.60277900308778,2.94949494949495,5.66438428315601,0,7.54434523809524,-2.64918759231906,8.61354166666667
"FALSE POSITIVE",10156064,"K07290.01",2.42797,133.599,60400,0.4482368,0.6907928,-0.745264,441,15600,16910,3771,74390000,3170,0.04229,0.04,8,5,2.42796,133.601,2454970,4.963,23830,4.675,3.959,31450,-7.221,-1,-1,12,417,0,47.146604,0,-0.74637,-1.9278,2.1845,3801030.49666981,69846449736.9701,3.5352237483385,4.42132775744903,3.55740740740741,16.2117696688462,1374968888.88889,-0.0109710900473934,-2.07157258064516,3.10739687055477
"CANDIDATE",10163067,"K07291.01",25.9152,131.771,111,0.3043556,0.861556,-0.673596,41,10.32,8.34,351,262,718,0.186,-0.2,5,5,25.9147,131.794,2454960,9.699,5643,1.982,2.935,9.751,5.084,3.5217e-20,1.0711,24,39,0,47.107652,2.795e-05,-3.0529,8.4685,8.9829,18278.2230433974,340532487.744792,2.52962625341841,3.04468816500246,2.78622327790974,6.74610338324656,810029.146341463,3.60842553191489,-2.82660377358491,4.01022321428571
"FALSE POSITIVE",10164018,"K07292.01",8.5412,131.618,292.6,0.3430216,0.5356432,-0.0855508,125,10.35,10.2,1107,740.5,913,0.07604,-0.5,5,5,8.54127,131.617,2454960,4.318,6941,2.438,2.662,9.663,1.846,3.3961e-22,1.0187,6,118,0,47.17303,-0.02595,-5.9223,6.5914,8.8398,19435.9903542153,362523202.601349,1.14345991561181,5.79131759329779,4.8476821192053,2.29299929649936,479493.701923077,88.2032520325203,-80.2479564032698,120.10597826087
"FALSE POSITIVE",10189523,"K07293.01",1.01392,132.395,207.8,0.3504216,0.329106,0.3062828,1320,7,10.62,11550,7922,4661,0.01697,-0.78,5,5,1.01397,132.378,2454970,2.532,31600,4.706,6.259,48.65,1.479,0,0.52752,3,1261,0,47.238788,0.0001316,-0.055514,-0.18657,0.20507,52379.7278050324,971265231.840481,1.0693359375,12.2704266088214,10.4354838709677,2.12606843555976,696215.682656827,-0.596235119047619,1.14882591093117,2.90467422096317
"FALSE POSITIVE",10198109,"K07294.01",17.9186,146.395,113600,0.0418686,1.5710466,-1.4659193,75,-1,6617,630,1191000,458,0.1231,-1.1,5,5,17.9186,146.397,2454980,4.116,3467,238.2,243.4,7447,0,0,1.0645,6,71,0,47.22466,-0.004708,-5.8029e-05,0.055825,0.068642,-146.395,-2454980,-55.47,-0.1231,1.68214654282766,0,686961863.799283,0.269790104947526,0.595245901639344,1.01691851851852
"FALSE POSITIVE",10208759,"K07295.01",2.28751,132.359,214100,0.4357604,0.6563344,-0.580908,585,-1,42340,5103,269500000,7090,0.03827,0.21,5,5,2.28751,132.359,2454970,8.776,31120,0.5472,7.35,48730,0,-1,-1,12,403,32,47.286268,0.009285,-0.00070819,-0.029791,0.042356,-132.359,-2454970,-65.47,-0.03827,2.97222222222222,0,2378963247.86325,-0.0492293853073463,-0.443416789396171,0.625642540620384
"FALSE POSITIVE",10214328,"K07296.01",659.397,254.217,170.4,0.2712608,1.0847536,-1.079772,3,5.682,6.803,27,49.62,94,1.651,-0.28,77,75,659.418,254.178,2455090,24,679,4.48,3.584,7.791,11.73,5.0728e-12,1.2886,31,2,0,47.290255,-0.0003203,-13.35,-0.38073,12.663,19301.5610289428,186404014.942145,7.8808335779278,21.2374581939799,14.8145161290323,12.2991503897696,631035.434083601,-6.26086956521739,-3.25372750642674,3.26365979381443
"FALSE POSITIVE",10215422,"K07297.01",24.8473,154.117,316100,0.514066,0.0156252,0.523338,0,-1,11320,486,8025000,531,0.1635,-0.06,5,5,24.8473,154.121,2454990,6.539,3886,2303,2452,12090,0,-1,-1,12,54,0,47.201856,-0.02383,-0.0035351,-0.012995,0.17759,-154.117,-2454990,-44.98,-0.1635,3.66523605150215,0,1023471666.66667,0.0660554722638681,-2.63571428571429,2.64270833333333
"FALSE POSITIVE",10258558,"K07299.01",20.8679,136.404,82560,0.2521696,0.9587436,-0.7501292,65,3943,4214,576,1054000,475,0.1432,-0.48,5,5,20.8678,136.406,2454970,5.33,3536,3649,3822,4422,24.41,0,1.0691,12,62,0,47.311913,0.0009108,-0.0016549,0.017427,0.19358,3794829.27942089,68298525234.5965,3.60148514851485,4.23668639053254,3.61565836298932,30.7876144518684,269753001.422475,-0.0620748502994012,-2.83514705882353,2.83011695906433
"FALSE POSITIVE",10264202,"K07300.01",0.517573,131.514,86030,0.3727838,0.3753026,0.1649562,2589,-1,4153,22850,1310000,9218,0.01155,-0.52,5,5,0.517573,131.516,2454960,2.072,32280,0,0,4893,0,-1,-1,3,2474,0,47.373325,8.876e-05,-2.3299e-05,0.052007,0.05206,-131.514,-2454960,-20.53,-0.01155,5.98290598290598,0,523540355.191257,-0.217181409295352,-0.0344426470588235,0.774702380952381
"CANDIDATE",10264293,"K07301.01",20.9533,146.351,214.7,0.637854,-0.599056,1.333516,65,9.284,9.189,576,428.1,606,0.1364,-0.04,5,5,20.9523,146.389,2454980,3.713,4599,2.663,2.641,9.379,0.8202,1.9704e-20,1.019,12,63,0,47.360322,0.0002138,-0.88382,-1.9136,2.1238,11876.6331780631,199225812.734326,0.470615455807496,13.1153846153846,10.5882352941176,0.938138119547411,409514.85042735,-2.14691501746217,-0.71959375,2.16272912423625
"FALSE POSITIVE",10268809,"K07302.01",24.7094,138.995,17440,0.3981524,0.5249852,-0.2169392,56,616.2,1255,495,182600,360,0.1672,-0.12,5,5,24.7093,138.999,2454970,4.915,2643,1094,1004,1317,28.04,0,1.1197,12,53,0,47.317753,-0.0006208,0.01282,-0.073115,0.12383,423912.579372099,7487266915.9403,3.09929372663066,3.67714976907851,3.1,33.3931605663906,107289105.555556,0.324696296296296,-1.47408554572271,1.83180473372781
"FALSE POSITIVE",10274244,"K07303.01",13.6837,135.207,122200,0.3100736,0.5629932,-0.0434216,99,-1,26170,819,12910000,596,0.09814,-0.72,5,5,13.6837,135.21,2454970,3.903,4583,1573,1859,31860,0,-1,-1,6,66,0,47.30993,-0.001167,0.0046804,-1.617,1.8511,-135.207,-2454970,-24.68,-0.09814,9.44,0,3144165912.76252,-0.152051020408163,8.19081818181818,13.7118518518519
"FALSE POSITIVE",10275887,"K07304.01",9.72694,139.46,386800,0.4906094,0.099958,0.4112238,0,-1,4036,1161,10950000,3272,0.08683,-0.08,13,12,9.72694,139.464,2454970,17.68,27730,307.3,463.8,4479,0,-1,-1,31,102,5,47.39232,0,-0.074522,-0.030058,0.032909,-139.46,-2454970,-17.22,-0.08683,2.61338289962825,0,246289393.939394,1.26149408284024,0.198195266272189,0.474877344877345
"FALSE POSITIVE",10292465,"K07307.01",1.35337,131.939,100600,0.3905278,0.3164494,0.233257,791,1854,2682,6723,223500,2718,0.02154,-0.48,5,5,1.35339,131.928,2454960,2.198,18870,13.08,17.28,3350,-0.3103,-1,-1,3,743,0,47.384509,-0.07967,0.21507,-0.14664,0.1467,6600745.42862146,122818620706.906,6.70135275754423,7.96008869179601,6.7008547008547,26.0005516734093,380033518.164436,4.75750915750916,-0.0577466467958271,2.08677098150782
"FALSE POSITIVE",10294608,"K07308.01",1.8545,132.49,437200,0.4153126,0.3852892,0.0270366,0,-1,26080,4986,107300000,3102,0.02879,-0.18,5,5,1.8545,132.49,2454970,4.421,20600,-0.3261,5.224,33390,0,-1,-1,12,541,0,47.377407,0.008747,-0.0052376,-0.12803,0.16072,-132.49,-2454970,-49.98,-0.02879,3.61313868613139,0,2323891948.65811,-0.0395847076461769,-1.42869117647059,2.32927536231884
"FALSE POSITIVE",10296163,"K07309.01",9.29676,135.685,217200,0.2368404,1.126724,-1.072256,118,7940,15080,1008,20580000,1181,0.09726,-0.38,5,5,9.29677,135.684,2454970,6.388,9290,1311,1422,16700,4.589,-1,-1,12,112,0,47.356118,-0.01203,-0.0085571,0.04226,0.046612,9764320.66781808,176667386298.215,2.46251752777478,2.69791955617198,2.46285226302306,31.9875180028805,1424604785.71429,-0.0873538230884558,0.29221396731055,0.69260029717682
"FALSE POSITIVE",10330495,"K07310.01",18.0601,138.611,59290,0.5441632,-0.1940848,0.845396,76,2312,2611,657,330800,1352,0.1238,-0.18,5,5,18.0596,138.629,2454970,11.15,10970,388.2,473.9,3217,23.49,0,1.2096,24,73,0,47.445741,-0.0005597,-0.0016374,-0.091256,0.14521,1984906.74113056,35155121182.8303,5.66357181867832,6.47828362114076,5.66225165562914,30.4282440056418,295256507.692308,0.0455637181409295,-1.59098591549296,2.07739628040057
"FALSE POSITIVE",10332789,"K07311.01",18.7407,135.207,125900,0.4011664,0.5317512,-0.2410504,72,3021,3256,648,321300,542,0.1413,-0.1,5,5,18.7405,135.214,2454970,4.898,3987,128.9,130.9,3513,17.45,0,1.0346,12,68,0,47.465977,0.000347,-0.0071471,-0.045373,0.082709,3652821.60456471,66324727673.5541,3.42281879194631,4.03253424657534,3.42268041237113,28.4598759255553,200511165.452653,-0.0277634730538922,1.03213432835821,1.23078869047619
"FALSE POSITIVE",10340228,"K07312.01",0.933681,131.577,60.13,0.6395488,-0.4033416,1.030248,1443,8.672,9.262,12680,8460,9302,0.01853,0.22,5,5,0.9337,131.568,2454960,4.037,32220,1.688,1.306,8.22,0.6418,2.7533e-15,1.1496,6,1320,2,47.485012,-6.594e-05,-0.24578,-0.91791,0.96283,23730.3144635939,442759546.087421,0.494973743435859,4.96516613076099,4.345,0.982869107948485,351528.555956679,-1.29528832630098,-0.296581632653061,1.24557567917206
"FALSE POSITIVE",10341787,"K07313.01",0.933702,132.494,134.3,0.5314552,-0.1350328,0.764948,1224,14.65,12.11,10760,6308,9077,0.01734,-0.18,8,5,0.93374,132.459,2454970,5.496,27280,1.062,0.5359,11.58,1.144,3.3758e-25,1.2357,12,895,129,47.454692,-0.0003584,0.15173,-0.12862,0.42406,37893.1051445437,702118106.00254,1.55,6.20837808807734,5.325,2.46501947092789,780594.96,-0.233533930857874,0.415292908530319,0.52288532675709
"FALSE POSITIVE",10342097,"K07314.01",0.933766,131.548,47.71,0.4786676,-0.0628504,0.7350724,610,3.964,13.43,5355,3731,3335,0,-0.44,5,5,0.93374,131.528,2454960,5.136,13560,0.2884,1.949,10.13,0,6.8878e-07,1.4134,12,566,1,47.49732,3.194e-05,-3.5671,0.58211,3.784,29784.4977879212,555840839.00504,1.05692709846064,0,2.18211514904042,0,1205152.71604938,0.710806878306878,-1.98882978723404,2.04540540540541
"FALSE POSITIVE",10345862,"K07315.01",58.2882,135.876,156500,0.6061956,-0.2977774,0.9083812,24,5075,5754,180,2845000,622,0.2837,0.12,5,5,58.2867,135.891,2454970,19.8,5416,-24.33,686.2,6381,0,0,1.1583,31,23,0,47.437753,0.002286,-0.06143,-0.036135,0.10338,2149331.35920579,38833524735.1221,3.65154109589041,4.20857439549028,3.65034965034965,0,669520341.296928,-0.146896296296296,-1.40178002894356,1.48534482758621
"FALSE POSITIVE",10346522,"K07316.01",3.98923,132.567,43190,0.1885448,1.0774848,-0.7756798,0,-1,2782,2871,17210000,4907,0.04323,-0.88,5,5,3.98923,132.551,2454970,15.96,31160,-7.806,37.83,3228,0,-1,-1,31,325,0,47.452637,0.001775,-0.004363,0.041192,0.041393,-132.567,-2454970,-14.93,-0.04323,8.17045454545454,0,2423731604.93827,-0.00361769115442279,0.0602692307692308,0.616885245901639
"FALSE POSITIVE",10352603,"K07317.01",32.7797,136.166,425300,0.3660848,0.6247784,-0.3427688,0,-1,23650,297,48580000,797,0.2032,-0.18,5,5,32.7797,136.168,2454970,17.53,6242,15890,17480,25660,0,-1,-1,31,31,0,47.416886,0.03984,-0.0074525,0.032857,0.033868,-136.166,-2454970,-52.6,-0.2032,3.40636042402827,0,1335992770.27027,-0.0254332833583208,0.120243045387994,0.503239227340267
"FALSE POSITIVE",10363300,"K07318.01",0.934935,132.173,129300,0.5312638,0.100226,0.3298232,1143,3214,4564,9108,5252000,3667,0.01945,0.22,5,5,0.934923,132.18,2454970,2.922,25680,1412,2045,6334,8.204,-1,-1,6,1078,0,0,0,-0.074788,0.34434,0.34896,7002172.07035389,130057745285.018,3.25450762829404,3.79586260733802,3.25679758308157,27.1219594366956,0,4.66480938416422,-0.833991163475699,5.17744807121662
"CANDIDATE",10396708,"K07320.01",8.50208,132.359,110.9,0.5995112,-0.5152488,1.2760984,157,9.388,8.311,1404,875.2,874,0.07215,-0.24,5,5,8.50221,132.347,2454970,3.489,6315,2.315,2.593,8.071,1.66,4.1954e-16,1.0047,6,150,0,47.560492,-1.848e-05,-1.078,0.015547,0.12116,19323.2998185325,358404954.370331,1.04769114307343,12.2122545700745,10.3623188405797,2.05882732753004,736392.298850575,0.131508045977011,0.160641711229947,0.162849462365591
"FALSE POSITIVE",10407047,"K07321.01",0.933687,131.56,61.97,0.6594348,-0.5858128,1.2928036,762,7.687,13.34,6633,4836,4861,0,-0.04,8,5,0.933732,131.538,2454960,6.238,17060,-0.1727,1.094,10.4,0,-1,-1,6,762,0,47.539527,0.0001046,0.72515,0.14941,0.88924,41977.6327754822,783318709.018682,1.50611071171819,0,2.41171088746569,0,1977549.84802432,0.36625,1.10542244640605,1.05485172004745
"FALSE POSITIVE",10407430,"K07322.01",0.93365,131.613,47.2,0.406238,0.3855128,0.0531928,1224,8.111,11.92,10720,8499,6680,0.01801,-0.26,8,5,0.93374,131.527,2454960,5.272,27270,-0.1267,0.5744,10.1,0,7.0081e-22,1.1672,6,1155,17,47.51445,5.169e-05,1.3546,1.634,2.1323,21724.0525551301,405215898.587086,0.990903484427999,4.23266745005875,3.47791164658635,0,362317.309833024,1.81945080091533,2.00865102639296,2.3278384279476
"FALSE POSITIVE",10407464,"K07323.01",0.933692,131.565,10.03,0.2100782,1.1107723,-0.9735794,1444,8.582,9.784,12690,8321,10680,0.01834,-0.54,5,5,0.93374,131.526,2454960,4.517,32200,0.584,1.623,8.735,0.7185,3.3387e-17,1.2137,12,1369,2,47.528375,5.126e-05,2.0351,0.016393,2.2932,25800.2965077971,481425120.015061,2.46518518518518,6.25938566552901,5.39473684210526,1.75954723474068,600908.646153846,-0.107796479647965,2.27039603960396,2.27049504950495
"FALSE POSITIVE",10417704,"K07324.01",3.00826,132.687,175.6,0.4995244,0.2949158,-0.1264012,351,26.88,22.62,3105,3273,1931,0.05058,0.21,8,5,3.00828,132.68,2454970,4.29,13980,10.21,10.09,23.8,7.094,-1,-1,6,332,0,47.51517,0,0.10698,0.11063,0.11311,101393.82407556,1875984808.54023,2.82606506193977,3.71638501102131,3.0761421319797,11.6945295404814,1690330.5982906,1.6641935483871,-0.271974595842956,1.43540609137056
"FALSE POSITIVE",10420279,"K07325.01",45.4341,159.863,431300,0.52919,0.0165394,0.4907448,0,-1,13500,207,16200000,423,0.2469,0.07,5,5,45.4341,159.859,2454990,13.01,3366,7118,8497,14580,0,-1,-1,24,22,0,47.545035,0,0.0097638,0.10206,0.11657,-159.863,-2454990,-58.93,-0.2469,3.49514563106796,0,967090341.463415,0.0498140929535232,0.816391304347826,1.68697539797395
"FALSE POSITIVE",10422852,"K07326.01",1.39888,132.176,41460,0.303354,0.8193368,-0.586252,499,-1,565.9,4356,202800,2231,0.02417,-0.32,8,5,1.39888,132.173,2454970,3.36,15890,3.776,6.237,1331,0,-1,-1,6,450,0,47.512741,-0.0007755,0.042914,-0.04756,0.061392,-132.176,-2454970,-21.53,-0.02417,3.42345276872964,0,282670924.608819,0.216736526946108,-0.550638297872341,0.889739130434782
"CANDIDATE",10450504,"K07327.01",17.9908,141.926,605.4,0.6195276,-0.5428872,1.280536,74,10.17,8.913,648,396.9,260,0.1207,-0.1,5,5,17.9909,141.92,2454970,1.263,1786,2.554,2.901,8.188,1.343,3.4815e-16,1.0086,3,51,0,47.687433,0.00116,0.33677,-0.77297,0.8308,33676.5225809666,582520839.314824,0.796153846153846,11.4733840304183,9.89473684210526,1.57906120530585,528383.735955056,-0.599738738738739,0.197746753246753,0.610882352941176
