"koi_disposition","kepid","kepoi_name","tce_insol","tce_mesmedian","tce_fwm_prao","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"CANDIDATE",3245969,"K01101.01",34.58,-0.03427,0.0001391,-2.33717105263158,0.0578108108108108
"CANDIDATE",3231341,"K01102.01",165.69,-0.08227,0.000156,0.0253275109170306,1.19714285714286
"CANDIDATE",3231341,"K01102.02",288.1,-0.1608,3.615e-05,-2.05481927710843,1.41806451612903
"CANDIDATE",3231341,"K01102.03",93.14,-0.09863,0.0005875,-0.44626334519573,1.7126586102719
"CANDIDATE",3231341,"K01102.04",2.06,-0.03363,0.001019,-0.226023391812865,2.58613636363636
"CANDIDATE",2860866,"K01103.01",13.12,-0.02923,-0.001999,1.08860294117647,0.500956175298805
"FALSE POSITIVE",2851100,"K01104.01",839.9,-1.043,0.00244,8.48557692307692,103.304993252362
"FALSE POSITIVE",3130300,"K01105.01",3523.09,-0.07856,-0.002203,-9.36029411764706,40.6983870967742
"CANDIDATE",3240158,"K01106.01",274.3,-0.0004848,-9.176e-05,2.12244897959184,1.16606936416185
"CANDIDATE",3240158,"K01106.02",98.68,-0.09002,0.0001649,-0.170099502487562,0.518161668839635
"CANDIDATE",3240158,"K01106.03",127.01,0.003811,-9.922e-05,-0.458534031413613,1.98947939262473
"FALSE POSITIVE",3228959,"K01107.01",3233.86,-2.412,0.0001688,3.74213836477987,6.25069204152249
"CANDIDATE",3218908,"K01108.01",444.63,-0.03828,-0.0002661,1.82,1.21956730769231
"CANDIDATE",3218908,"K01108.02",7.31,0.006271,-7.268e-05,1.5784911717496,3.04683544303797
"CANDIDATE",3218908,"K01108.03",13352.26,-1.06,9.983e-05,-0.583798882681564,2.69435087719298
"CANDIDATE",2837111,"K01110.01",148.86,-0.179,0.0005139,-0.554011299435028,1.33
"FALSE POSITIVE",2837111,"K01110.02",464.86,-0.4428,1.829e-05,0.790909090909091,1.16513708513709
"FALSE POSITIVE",3120276,"K01111.01",83.35,-0.02439,-0.001679,-8.05483870967742,20.1989082969432
"CANDIDATE",3109930,"K01112.01",24.31,-0.02905,0.0001256,1.22864077669903,2.35292682926829
"CANDIDATE",2854914,"K01113.01",55.18,-0.001747,-0.0002111,-0.817391304347826,0.957037037037037
"CANDIDATE",2854914,"K01113.02",11.62,0.007093,-0.0003011,-1.67435897435897,1.13899543378995
"FALSE POSITIVE",3337425,"K01114.01",224.26,0.1702,0.0005354,0.497,4.74583333333333
"CANDIDATE",3116412,"K01115.01",133.23,-0.1072,-0.0001305,-0.153428571428571,2.95871921182266
"CANDIDATE",2849805,"K01116.01",428.22,0.01621,0.0001244,0.0128918590522479,0.582621359223301
"CANDIDATE",3114811,"K01117.01",968,0.02663,2.554e-05,0.268007662835249,1.64982993197279
"CANDIDATE",2853446,"K01118.01",240.47,-0.06603,-7.063e-05,-2.3219696969697,0.084538961038961
"FALSE POSITIVE",3003992,"K01119.01",116.35,0.0349,0.002609,-435.117773019272,252.025641025641
"FALSE POSITIVE",3003992,"K01119.02",50.47,-0.03127,-0.001162,5.93911719939117,60.7985401459854
"FALSE POSITIVE",6307537,"K01120.01",10.11,-0.4644,0,-0.669450549450549,0.394080717488789
"FALSE POSITIVE",6359798,"K01121.01",86.34,-0.2573,0.0278,-0.00323234624145786,5.31352154531946
"FALSE POSITIVE",6311681,"K01122.01",2861.22,-4.442,-0.02391,7.42773109243697,71.1875923190547
"FALSE POSITIVE",6365321,"K01123.01",3135.6,-0.5738,-6.596e-05,0.0381455696202532,0.856733238231098
"FALSE POSITIVE",6301035,"K01124.01",141.92,-1.162,0.05233,-24.0780487804878,0
"FALSE POSITIVE",6292162,"K01125.01",157.23,-0.259,-0.0005313,-16.8366197183099,11.4113526570048
"FALSE POSITIVE",6307521,"K01126.01",22.79,-0.2427,-0.009988,-55.4166666666667,0
"FALSE POSITIVE",6307521,"K01126.02",1.42,-0.02379,-0.004309,-6.71025641025641,0
"CANDIDATE",6359320,"K01127.01",243.65,-0.03565,-0.001223,-1.03900709219858,1.50533783783784
"CANDIDATE",6359320,"K01127.02",138.69,-0.04866,-7.12e-05,1.51269841269841,1.44939393939394
"CANDIDATE",6359320,"K01127.03",564.44,-0.2756,0.0003067,0.779807692307692,1.2281658692185
"CANDIDATE",6362874,"K01128.01",1601.04,-1.709,0,0.921014492753623,1.38043981481481
"CANDIDATE",6272413,"K01129.01",158.04,0.007826,-0.0003953,-0.243665158371041,0.435138036809816
"FALSE POSITIVE",8279765,"K01130.01",543.45,-0.4722,0.005042,-0.130080808080808,1.24793462109955
"CANDIDATE",8435247,"K01131.01",1735.39,-1.449,-0.001568,5.78947368421053,4.636
"FALSE POSITIVE",8330548,"K01132.01",4381.15,-0.7552,0,0,3.22042944785276
"FALSE POSITIVE",8374494,"K01133.01",194.45,-0.8011,-0.6053,3.96836734693878,0
"FALSE POSITIVE",8414907,"K01134.01",2.27,-0.02691,-0.07366,-0.109119496855346,43.8704
"FALSE POSITIVE",8414907,"K01134.02",2.27,0.01706,-0.03729,-16.0758620689655,46.005
"FALSE POSITIVE",8397446,"K01135.01",6718.31,0.989,0.0005022,3.72374100719424,34.768156424581
"FALSE POSITIVE",8386035,"K01136.01",0,-1.583,0,22.5170068027211,171.228070175439
"FALSE POSITIVE",8332986,"K01137.01",0.76,-0.005606,0.006771,1.32592592592593,6.41395908543923
"FALSE POSITIVE",8415745,"K01138.01",24.03,0.04023,-0.003838,5.43076923076923,25.3374083129584
"FALSE POSITIVE",8378634,"K01139.01",1001.29,-0.4896,-0.02544,0,0
"CANDIDATE",8397675,"K01140.01",43874.48,-0.8488,-0.0002163,-4.06901840490798,3.03911845730028
"CANDIDATE",8346392,"K01141.01",24.79,-0.05622,0.0001636,0.0718163672654691,1.69547511312217
"CANDIDATE",8288947,"K01142.01",215.95,0.05683,0.0003114,-0.160981308411215,1.20308219178082
"FALSE POSITIVE",8312852,"K01143.01",144.2,-0.05779,0.002974,27.6833333333333,60.4198369565217
"FALSE POSITIVE",8302450,"K01144.01",639.36,-0.5063,-0.0004046,1.02357142857143,3.73210084033613
"CANDIDATE",8313667,"K01145.01",35.15,0.05847,-0.0002188,1.06167664670659,0.938767123287671
"CANDIDATE",8351704,"K01146.01",7.74,-0.01123,-0.0001696,0.0115439189189189,1.12444668008048
"FALSE POSITIVE",8299955,"K01147.01",1370.95,0.04897,0.01474,-121.678321678322,162.137628111274
"CANDIDATE",8410727,"K01148.01",221.66,-0.03674,3.718e-07,-0.00401841820151679,1.38701421800948
"CANDIDATE",8410727,"K01148.02",77.4,-0.1184,-5.512e-05,-1.25625,0.233953804347826
"CANDIDATE",8278371,"K01150.01",4598.55,-1.331,2.265e-05,-0.893406593406593,0.195961538461538
"CANDIDATE",8280511,"K01151.01",78.42,-0.01806,0.000108,0,0.55289156626506
"CANDIDATE",8280511,"K01151.02",123.78,-0.0881,-0.0001177,0,0.717249283667622
"CANDIDATE",8280511,"K01151.03",196.01,-0.1446,4.681e-05,0,1.85616797900262
"CANDIDATE",8280511,"K01151.04",39.5,-0.06861,-0.0002113,0,1.45637910085055
"CANDIDATE",8280511,"K01151.05",29.51,-0.1361,-0.0001435,0,1.15643105446118
"FALSE POSITIVE",10287248,"K01152.01",22.73,-0.06008,0.0152,-3.17647058823529,4.47115384615385
"FALSE POSITIVE",10351767,"K01153.01",2869.19,-103.4,-0.004509,0,9.39028400597907
"CANDIDATE",10295951,"K01154.01",1657.51,-0.01613,0.0003823,0.637620578778135,0.115928783382789
"FALSE POSITIVE",10342041,"K01155.01",1224.33,-14.41,-0.0002884,4.44832041343669,12.3955665024631
"FALSE POSITIVE",10514770,"K01156.01",671.71,-0.4739,0.0004456,-8.69393939393939,8.90737704918033
"FALSE POSITIVE",10342065,"K01157.01",28182.56,-11.86,0.001017,-7.4334085778781,6.60966719492868
"FALSE POSITIVE",10352945,"K01158.01",316.4,-0.2966,0.009138,-17.3787878787879,7.29546351084813
"CANDIDATE",10354039,"K01159.01",5.1,0.005831,0.0001096,-0.7640099626401,1.20383333333333
"CANDIDATE",10330115,"K01160.01",37.05,-0.007832,0.0007729,-3.12993039443155,0.461252100840336
"CANDIDATE",10426656,"K01161.01",190.21,-0.005279,0.0001098,-0.251459459459459,2.04161111111111
"CANDIDATE",10426656,"K01161.02",86.51,-0.08725,3.286e-05,0.365156794425087,1.12638009049774
"CANDIDATE",10426656,"K01161.03",491.65,-0.3408,-0.0001352,0.139477124183007,1.82555183946488
"CANDIDATE",10528068,"K01162.01",3.54,0.006715,-8.144e-05,0.138015873015873,0.225106164383562
"CANDIDATE",10468940,"K01163.01",505.86,-0.06143,-0.0001205,0.98,1.39016
"CANDIDATE",10468940,"K01163.02",132.62,-0.1238,0.0001304,-0.552888888888889,1.02328125
"FALSE POSITIVE",10341831,"K01164.01",169.21,-0.2792,0.0004963,-2.58024691358025,1.91640735502122
"CANDIDATE",10337517,"K01165.01",117.67,-0.0387,-4.414e-05,-0.920168067226891,0.479770642201835
"CANDIDATE",10337517,"K01165.02",228.18,-0.1033,-3.338e-05,0.303794037940379,0.400653804930332
"CANDIDATE",10351231,"K01166.01",198.85,-0.009757,-0.001551,1.17083333333333,0.507654320987654
"FALSE POSITIVE",10485179,"K01167.01",1358.43,-0.5918,6.327e-05,1.07083333333333,5.57009493670886
"CANDIDATE",10319385,"K01169.01",3374.17,-0.6083,4.992e-05,0.491764705882353,0.579598360655738
"CANDIDATE",10482160,"K01170.01",117.61,-0.04215,-0.0007533,-0.340375,2.66683673469388
"FALSE POSITIVE",10341913,"K01172.01",15912.89,-0.6627,5.424e-06,-1.39794520547945,9.03416149068323
"FALSE POSITIVE",10480921,"K01173.01",1448.06,-0.5312,-0.000217,-12.7850877192982,16.1670194003527
"CANDIDATE",10350571,"K01175.01",120.05,-0.06312,1.032e-05,0.214237288135593,0.785879945429741
"CANDIDATE",10350571,"K01175.02",53.19,-0.006624,3.709e-06,0.182920110192837,1.74953703703704
"FALSE POSITIVE",10350571,"K01175.03",12.45,0.0009149,5.4e-05,1.71759259259259,3.47154213036566
"CANDIDATE",3749365,"K01176.01",76.3,0.0283,-0.02706,0.307948717948718,3.46745098039216
"FALSE POSITIVE",3547091,"K01177.01",263.63,-0.05738,-0.0032,-1.09121621621622,2.25376237623762
"FALSE POSITIVE",3869825,"K01178.01",779.58,0.3347,-0.0007234,0.273136363636364,0.345201793721973
"FALSE POSITIVE",3655332,"K01179.01",178.35,-1.042,0.04309,-6.5,16.2287804878049
"FALSE POSITIVE",4042026,"K01180.01",10.51,-0.26,0.01898,4.8048128342246,4.41285714285714
"FALSE POSITIVE",3344419,"K01181.01",1791.68,-1.906,0,0,10.2809829059829
"FALSE POSITIVE",3865567,"K01182.01",125.52,-0.2377,0.03103,23.8482142857143,55.7389033942559
"FALSE POSITIVE",3544689,"K01183.01",888.01,-0.1143,-0.02216,-454.754098360656,106.016592920354
"FALSE POSITIVE",4037164,"K01184.01",453.77,-2.909,0.0014,0,72.7771023302938
"FALSE POSITIVE",3443790,"K01185.01",11435.97,-4.025,-0.001535,-5.9409594095941,23.0695410292072
"FALSE POSITIVE",3966912,"K01186.01",8.4,-0.2546,-0.003994,4.49574468085106,29.0947603121516
"FALSE POSITIVE",3848972,"K01187.01",2120.91,-7.355,4.653e-05,0.805943396226415,1.04714285714286
"FALSE POSITIVE",3860441,"K01188.01",347.94,-0.1706,0.01407,-13.9518072289157,64.296875
"FALSE POSITIVE",3765771,"K01189.01",3310.87,-0.07568,-0.0009037,7.22285714285714,26.0977157360406
"FALSE POSITIVE",3557341,"K01190.01",2267.95,-1.212,-0.0004073,-3.09325842696629,4.00166975881262
"CANDIDATE",3859628,"K01191.01",128.2,-0.03442,-0.0005465,0.300815217391304,0.119632707774799
"FALSE POSITIVE",3644071,"K01192.02",1.08,-0.02904,-0.02565,-12.8445595854922,5.02637795275591
"CANDIDATE",3942446,"K01193.01",4.27,-0.02283,0.0004395,0.0731118881118881,1.19776699029126
"CANDIDATE",3554031,"K01194.01",20.61,-0.04336,4.701e-06,-3.18905472636816,8.63267477203647
"FALSE POSITIVE",3554031,"K01194.02",54.9,-0.1313,3.527e-05,-1.06710526315789,4.9472850678733
"CANDIDATE",3554031,"K01194.03",10.1,0.0002478,0.0001013,1.70155844155844,1.69720486111111
"FALSE POSITIVE",3644523,"K01195.01",4.91,-0.08437,-0.0003257,0.284689655172414,2.0280487804878
"FALSE POSITIVE",3348082,"K01196.01",844.62,-0.157,0,0,0
"CANDIDATE",3348082,"K01196.02",202.22,-0.302,0,0,0.0468195991091314
"CANDIDATE",3348082,"K01196.03",49.97,-0.05048,0,0,0.0331684350132626
"FALSE POSITIVE",3853673,"K01197.01",3875.66,-1.853,0.0009757,11.7142857142857,67.8800448430493
"CANDIDATE",3447722,"K01198.01",138.97,-0.07953,-9.349e-05,-0.393425605536332,1.30975524475524
"CANDIDATE",3447722,"K01198.02",48.06,-0.04493,6.642e-05,0.32,1.59322997416021
"CANDIDATE",3447722,"K01198.03",251.83,-0.1301,0.000172,1.8422131147541,1.89617391304348
"CANDIDATE",3859079,"K01199.01",3.48,0.005773,-0.0003986,0,1.23872727272727
"CANDIDATE",4061149,"K01201.01",33.88,-0.1157,-0.0002316,-1.161,2.35341059602649
"CANDIDATE",3444588,"K01202.01",366.42,-1.61,-0.000291,-0.0455416666666667,2.47845493562232
"CANDIDATE",3962243,"K01203.01",23.87,0.002409,-0.0004032,-1.66666666666667,1.51546255506608
"CANDIDATE",3962243,"K01203.02",70.67,-0.04169,0.0004225,1.4989224137931,3.06504098360656
"CANDIDATE",3962243,"K01203.03",13.59,-0.04842,-0.0009125,-0.0684165781083953,1.14400820793434
"CANDIDATE",3438507,"K01204.01",222.3,-0.1547,7.773e-05,-0.605847953216374,1.18370892018779
"CANDIDATE",3869014,"K01205.01",959.58,-0.1045,3.719e-05,0.216034482758621,0.261021739130435
"CANDIDATE",3732821,"K01207.01",38.21,0.01761,0.00119,1.61475409836066,0.943289473684211
"CANDIDATE",3962357,"K01210.01",183.87,0.1185,0.0001449,1.46573426573427,0.667883369330454
"FALSE POSITIVE",3858704,"K01211.01",1444.11,-0.01313,-0.01086,103.978201634877,36.8157894736842
"CANDIDATE",3749134,"K01212.01",124.74,0.02108,-0.0001427,0.7,1.15483443708609
"FALSE POSITIVE",3556220,"K01213.01",7869.9,-0.6477,-0.002882,-207.315914489311,130.638020833333
"CANDIDATE",3660924,"K01214.01",454.29,-0.005381,0.0004389,0.792028985507246,1.14490453460621
"CANDIDATE",3939150,"K01215.01",204.43,-0.07449,0.0001691,1.33955119214586,0.519182879377432
"CANDIDATE",3939150,"K01215.02",86.55,-0.07189,0.0001063,-0.187403846153846,1.17900321543408
"CANDIDATE",3839488,"K01216.01",194.59,-0.01603,-2.465e-06,-0.956058751529988,1.49354330708661
"FALSE POSITIVE",3542588,"K01217.01",806.58,-0.02876,0.0007319,60.3937007874016,36.2093023255814
"CANDIDATE",3442055,"K01218.01",26.83,0.03844,-0.000203,0.762878787878788,0.811241610738255
"CANDIDATE",4043190,"K01220.01",358.28,0.02718,0.0001237,-0.949925484351714,0.968857142857143
"CANDIDATE",3640905,"K01221.01",115.87,-0.03881,-2.215e-05,-2.7911877394636,1.38557553956835
"CANDIDATE",3640905,"K01221.02",57.4,-0.07946,-2.962e-05,-0.36565349544073,2.94247191011236
"FALSE POSITIVE",6613006,"K01223.01",140.2,-0.2579,0.01394,98.0298507462687,40.2008797653959
"FALSE POSITIVE",6606653,"K01224.01",1483.65,-0.4366,-0.0002489,-0.729820627802691,0.681587537091988
"FALSE POSITIVE",6620003,"K01225.01",110.58,-0.5682,0.001411,1.00630372492837,0.534827981651376
"FALSE POSITIVE",6621116,"K01226.01",5.82,-0.0213,0.001299,-0.176746031746032,0.252332838038633
"FALSE POSITIVE",6629332,"K01227.01",620.72,0.09294,0.001543,1.27064220183486,0.210974512743628
"FALSE POSITIVE",6387450,"K01228.01",259.04,-0.5203,0.01315,-0.716126126126126,10.2569384835479
"CANDIDATE",6470149,"K01230.01",54.2,-0.04652,0.003503,-2.09842519685039,0.432862029646522
"FALSE POSITIVE",6462874,"K01231.01",6.03,-0.01086,0.002247,-0.454888888888889,0.746879795396419
"FALSE POSITIVE",6462874,"K01231.02",0.14,-0.02261,-0.0006035,0.0201494565217391,0.882506963788301
"FALSE POSITIVE",6665223,"K01232.01",2.73,0.01782,8.391e-05,0.158307692307692,0.462719167904903
"FALSE POSITIVE",6665223,"K01232.02",0.51,0.00843,0.002469,0.109846153846154,0.125175257731959
"FALSE POSITIVE",6545358,"K01233.01",7690.75,-0.3979,5.362e-05,16.6190476190476,51.652380952381
"FALSE POSITIVE",6390824,"K01234.01",2565.59,-0.5672,-0.00154,-15.140625,83.9167883211679
"FALSE POSITIVE",6546528,"K01235.01",446.06,-0.06458,0.02767,-20.1523809523809,137.657534246575
"CANDIDATE",6677841,"K01236.01",351.41,0.02116,1.984e-05,-4.12527716186253,1.85984615384615
"CANDIDATE",6677841,"K01236.02",84.86,-0.02813,-0.000201,-6.45,1.08267080745342
"CANDIDATE",6677841,"K01236.04",7.63,0.01063,-0.0002786,-2.36684931506849,0.622279909706546
"FALSE POSITIVE",6531491,"K01237.01",88.62,-0.2126,-0.02408,-129.959016393443,121.075253256151
"CANDIDATE",6383821,"K01238.01",31.66,-0.01108,-0.0001506,0.764071856287425,1.1903317535545
"CANDIDATE",6607286,"K01239.01",5051.69,-0.5776,0.0003443,-4.48571428571429,8.59771615008157
"CANDIDATE",6607286,"K01239.02",781.93,-0.3839,0.0005079,-0.101969178082192,13.0142857142857
"CANDIDATE",6690082,"K01240.01",976.27,-0.283,-5.624e-05,-1.24111282843895,0.273398550724638
"CANDIDATE",6690082,"K01240.02",331.76,-0.1116,-1.907e-05,-0.319375,0.328033794162826
"CANDIDATE",6448890,"K01241.01",330.56,-0.001745,8.713e-05,0.0450372208436725,0.99830985915493
"CANDIDATE",6448890,"K01241.02",854.4,-0.395,5.857e-05,-0.00545559845559846,0.255968115942029
"CANDIDATE",6607447,"K01242.01",6.99,-0.02527,-0.0007418,-0.481947261663286,0.413183908045977
"FALSE POSITIVE",6677256,"K01243.01",1075.79,-0.231,0,-361.730769230769,0
"FALSE POSITIVE",6692833,"K01244.01",128,-0.04287,-0.001153,-0.174255319148936,34.6698513800425
"CANDIDATE",6693640,"K01245.01",132.19,-0.0881,5.415e-05,0.566512166859791,1.40076086956522
"CANDIDATE",6441738,"K01246.01",288.53,0.02929,-2.628e-05,-4.21045454545455,0.82258064516129
"FALSE POSITIVE",8801343,"K01247.01",4724.07,0.1343,-0.0003612,0.4187624750499,0.024762331838565
"FALSE POSITIVE",8488878,"K01248.01",204.31,-0.4569,0.002519,0.908141962421712,1.99071856287425
"FALSE POSITIVE",8560285,"K01249.01",6.62,-0.1501,-0.0159,1.06091954022989,3.573055028463
"FALSE POSITIVE",8620565,"K01250.01",4346.31,-3.675,0.0003564,111.960784313725,65.6503225806452
"FALSE POSITIVE",8616873,"K01251.01",1450.01,-38.92,-2.605e-05,0.267363636363636,3.17111436950147
"FALSE POSITIVE",8737796,"K01252.01",0,-6.446,0,0,89.6573529411765
"FALSE POSITIVE",8462258,"K01253.01",241.23,-0.9869,-0.02566,99.2821782178218,24.6012886597938
"CANDIDATE",8454250,"K01254.01",298.64,-0.6834,-0.001561,-21.7089552238806,25.1844660194175
"FALSE POSITIVE",8494263,"K01255.01",5.96,0.004052,0.008172,-0.0758039215686274,0
"FALSE POSITIVE",8848271,"K01256.01",160.32,-0.1998,0.009441,2.80751445086705,40.9596662030598
"CANDIDATE",8751933,"K01257.01",7.3,0.002307,-0.0007955,-0.0850891089108911,0.183891213389121
"CANDIDATE",8630788,"K01258.01",16.4,0.003264,0.0002042,0.716606498194946,0.291358490566038
"CANDIDATE",8630788,"K01258.02",55.07,-0.05389,0.0001218,0.813993174061433,1.52292553191489
"CANDIDATE",8630788,"K01258.03",2.51,-0.01175,0.0008221,0.369776119402985,1.19272727272727
"FALSE POSITIVE",8823426,"K01259.01",97.56,-0.1979,0,-16.4761904761905,10.2332484076433
"FALSE POSITIVE",8766222,"K01260.01",16007.93,-0.2332,-0.00313,-4.0064829821718,4.20549828178694
"CANDIDATE",8678594,"K01261.01",8.31,-0.02072,-0.0005292,0.9908,2.54613778705637
"CANDIDATE",8678594,"K01261.02",150.6,0.003921,-3.607e-05,1.16163141993958,2.7252688172043
"FALSE POSITIVE",8703884,"K01262.01",32.26,-0.08634,-0.001117,28.8579710144928,0
"FALSE POSITIVE",8560840,"K01263.01",9.02,-0.2556,-0.0002386,1.02360248447205,3.09841827768014
"CANDIDATE",8612847,"K01264.01",49.23,-0.0479,0,-1.78923395445135,0.969634146341463
"FALSE POSITIVE",8552583,"K01265.01",1799.16,-0.312,0.0002464,11.1961451247166,2.82142857142857
"CANDIDATE",8547140,"K01266.01",7.33,-0.09544,4.939e-06,-0.873161764705882,1.56876033057851
"FALSE POSITIVE",8519253,"K01267.01",232.71,-0.02996,-0.00365,-45.9882352941176,82.9139784946237
"CANDIDATE",8813698,"K01268.01",2.53,0.01572,-0.0001991,0.635897435897436,0.82621803499327
"FALSE POSITIVE",8757910,"K01269.01",9395.57,0.1087,-0.0008355,12.0083507306889,89.7787234042553
"CANDIDATE",8564587,"K01270.01",123.41,-0.0292,0,-0.79581589958159,1.31081818181818
"CANDIDATE",8564587,"K01270.02",48.13,-0.04303,0,0.150823529411765,0.20451403887689
"CANDIDATE",8631160,"K01271.01",8.67,-0.004862,8.299e-05,-0.263721804511278,0.19793501048218
"CANDIDATE",8806072,"K01273.01",13.59,-0.003985,-0.0001775,0.523119777158774,1.04285714285714
"CANDIDATE",8583696,"K01275.01",20.63,-0.04697,-0.0001243,-3.22541436464088,1.53166666666667
"CANDIDATE",8804283,"K01276.01",38.37,-0.02665,0.0003642,-4.19109589041096,6.01186839012926
"CANDIDATE",8804283,"K01276.02",78.99,-0.01517,0.0001162,-1.16198347107438,5.25747711088505
"FALSE POSITIVE",8552565,"K01277.01",9375.84,0.614,-0.0001441,6.52747252747253,5.27139479905437
"CANDIDATE",8609450,"K01278.01",13.03,-0.03133,0.0002651,-0.103019480519481,0.851767676767677
"CANDIDATE",8609450,"K01278.02",28.27,-0.06174,0.0001183,1.18347107438017,0.996515151515151
"CANDIDATE",8609450,"K01278.03",62.75,-0.08454,-5.629e-06,-0.268277777777778,1.21542097488922
"CANDIDATE",8609450,"K01278.04",105.75,-0.1491,0.0001916,-1.28375,2.84103053435114
"FALSE POSITIVE",8609450,"K01278.05",1.71,-0.04406,-0.0007911,0.312145110410095,0.546069868995633
"CANDIDATE",8628758,"K01279.01",87.43,-0.1806,9.761e-05,0.729016786570743,0.406580882352941
"CANDIDATE",8628758,"K01279.02",148.69,-0.1132,8.205e-05,0.224615384615385,3.19882352941176
"FALSE POSITIVE",8509361,"K01280.01",843.76,-0.09053,0.01958,358.398950131234,0
"CANDIDATE",8742590,"K01281.01",10.75,-0.01365,-0.0007714,0.527380952380952,1.25872483221477
"CANDIDATE",8822366,"K01282.01",72.17,0.03244,-1.714e-05,-0.935643564356436,0.835317073170732
"CANDIDATE",8700771,"K01283.01",332.48,0.01913,-7.772e-06,0.0829842931937173,0.174432132963989
"FALSE POSITIVE",10960993,"K01284.01",6870.92,0.0773,0,0,69.9445255474453
"FALSE POSITIVE",10879208,"K01286.01",1057.59,-0.04198,-0.06175,-225.784753363229,11.2059654631083
"FALSE POSITIVE",10843203,"K01287.01",193.12,-0.0576,0.001117,0.0492664092664093,2.4213698630137
"CANDIDATE",10790387,"K01288.01",7.21,0.004744,-0.001546,0.482266666666667,0.419903314917127
"FALSE POSITIVE",10748393,"K01289.01",167.87,-0.02834,0.002826,-2.25836680053547,30.5
"FALSE POSITIVE",10748393,"K01289.02",0.49,0.01567,-0.0008619,-0.0698490566037736,0
"FALSE POSITIVE",10874226,"K01290.01",106.98,-0.8843,0.000115,-0.92183257918552,1.4555421686747
"FALSE POSITIVE",10661771,"K01291.01",2011.5,-0.2924,-0.0003751,-0.341039426523297,5.46342281879195
"FALSE POSITIVE",10924853,"K01292.01",1003.39,-0.1863,-0.005767,-9.90374331550802,41.9101717305152
"FALSE POSITIVE",10874926,"K01293.01",102.66,-0.1538,0.0005457,-1.37580437580438,2.40871313672922
"FALSE POSITIVE",10549562,"K01294.01",351.75,-0.1477,0,-184.702380952381,156.317280453258
"FALSE POSITIVE",10666230,"K01295.01",1241.07,-0.3267,-0.001433,1.3411488862837,9.67644927536232
"CANDIDATE",10971674,"K01296.01",1136.85,-2.865,0.03522,5.36146788990826,11.0010845986985
"FALSE POSITIVE",10676923,"K01297.01",3945.74,-0.5528,-0.001314,-50.5465838509317,160.992592592593
"CANDIDATE",10604335,"K01298.01",13.42,-0.01615,4.014e-05,0.81804979253112,1.57407643312102
"CANDIDATE",10604335,"K01298.02",0.78,-0.000591,-0.0001233,0.663421052631579,0.7334375
"CANDIDATE",10864656,"K01299.01",103.13,-0.1295,-1.462e-05,-1.70948905109489,0.97
"CANDIDATE",10975146,"K01300.01",724.41,-0.8384,0.0001468,0.141068883610451,1.15050984936269
"CANDIDATE",10538176,"K01301.01",52.6,-0.04797,-0.0004383,-0.598907103825137,1.44236111111111
"CANDIDATE",10538176,"K01301.02",12.41,-0.04226,-0.0006216,1.4916114790287,0.828415841584158
"CANDIDATE",10724369,"K01302.01",12.35,-0.03476,-7.841e-05,1.54955752212389,0.649698795180723
"CANDIDATE",10867062,"K01303.01",27.64,-0.1685,-0.0001559,-1.69861111111111,0.840843373493976
"CANDIDATE",10744335,"K01304.01",353.53,-0.2962,-0.0006718,0.0628706624605678,1.7103785488959
"CANDIDATE",10730034,"K01305.01",387.99,-0.05811,0.0001116,-1.50392156862745,1.27640522875817
"CANDIDATE",10730034,"K01305.02",124.26,-0.01648,0.0003168,-0.585263157894737,0.418791540785498
"CANDIDATE",10858691,"K01306.01",826.76,-0.2047,8.354e-05,-0.818367346938776,0.882491909385113
"CANDIDATE",10858691,"K01306.02",343.9,-0.2353,-2.426e-05,-1.33817204301075,0.907692307692308
"CANDIDATE",10858691,"K01306.03",168.79,-0.2182,-0.0001104,-0.984375,0.797762962962963
"CANDIDATE",10858691,"K01306.04",20.06,-0.1246,0.0001572,1.97880184331797,0.8115
"CANDIDATE",10973814,"K01307.01",16.38,0.006665,-0.0002293,-0.189577922077922,1.80364161849711
"CANDIDATE",10973814,"K01307.02",47,-0.001445,-0.0009264,1.56776859504132,0.746596858638743
"CANDIDATE",10586208,"K01308.01",67.12,-0.04241,-8.816e-05,-1.30375,1.12647342995169
"CANDIDATE",10854768,"K01309.01",433.9,-0.008703,7.45e-05,1.91584852734923,1.28645390070922
"CANDIDATE",10964440,"K01310.01",105.48,-0.05521,7.202e-05,0.325776699029126,0.83073732718894
"CANDIDATE",10964440,"K01310.02",7.1,-0.03261,-0.0002128,1.10860215053763,1.7215652173913
"CANDIDATE",10713616,"K01311.01",43.71,-0.02247,-0.0002691,0.266514285714286,0.892295081967213
"CANDIDATE",10963242,"K01312.01",435.09,-0.07936,0.000168,0.162738853503185,0.369659863945578
"FALSE POSITIVE",10785538,"K01313.01",6717.2,0.1446,0,0,78.1311018131102
"CANDIDATE",10585852,"K01314.01",843.28,-0.08646,-8.755e-06,2.07922912205567,2.23448863636364
"CANDIDATE",10928043,"K01315.01",388.25,0.01732,-0.0001154,-2.35971223021583,6.88571428571429
"CANDIDATE",10794087,"K01316.01",405.41,-0.1617,1.985e-05,0.391336633663366,1.06738396624473
"FALSE POSITIVE",4275739,"K01317.01",699.15,0.02115,-0.006073,9.40828402366864,3.90293255131965
"FALSE POSITIVE",4070376,"K01318.01",1595.19,-0.2834,-0.00448,1.6960396039604,1.38412462908012
