"koi_disposition","kepid","kepoi_name","tce_insol","tce_mesmedian","tce_fwm_prao","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"CANDIDATE",4833421,"K00232.04",73.59,-0.03573,0,0.289153846153846,1.1111328125
"CANDIDATE",4833421,"K00232.05",20.52,0.02096,0,0.695679012345679,0.496975524475525
"FALSE POSITIVE",5023956,"K00233.01",1223.5,-1.485,0.06048,-294.884910485934,127.503748125937
"CANDIDATE",8491277,"K00234.01",177.69,-0.08847,-0.0001339,0.951260504201681,0.563068376068376
"CANDIDATE",8107225,"K00235.01",120.08,-0.01332,-0.0005645,-0.557264957264957,2.69789227166276
"FALSE POSITIVE",8453211,"K00236.01",195.86,-0.4043,0.02224,95.6405353728489,0
"CANDIDATE",8041216,"K00237.01",161.98,-0.01778,-0.00017,0.607332624867163,0.130349206349206
"CANDIDATE",7219825,"K00238.01",105.61,-0.07313,-1.12e-05,-1.90714285714286,2.30482517482517
"CANDIDATE",7219825,"K00238.02",1.82,-0.01388,-0.0002463,0.338502673796791,0.3720625
"CANDIDATE",7219825,"K00238.03",58.92,-0.09908,8.615e-05,-0.231928571428571,0.678618881118881
"CANDIDATE",6383785,"K00239.01",379.89,-0.01866,-0.001668,9.69026548672566,3.83396226415094
"CANDIDATE",6383785,"K00239.02",685.56,-0.2726,-0.00037,2.35446313065977,0.872763157894737
"CANDIDATE",8026752,"K00240.01",519.15,-0.6575,-0.0001599,-0.878225806451613,1.19934123847167
"CANDIDATE",11288051,"K00241.01",23.22,-0.1394,0.0001222,-0.871917808219178,1.6387323943662
"CANDIDATE",11288051,"K00241.02",7.93,-0.05455,-0.000423,-0.131783783783784,2.34951351351351
"CANDIDATE",11288051,"K00241.03",150.02,-0.3232,0.0001142,-0.0712661195779601,0.423369565217391
"FALSE POSITIVE",3642741,"K00242.01",141.73,0.128,0.001466,-2.40043859649123,1.56733238231098
"FALSE POSITIVE",9592579,"K00243.01",872.52,-0.2244,0.03197,0,19.2268939393939
"CANDIDATE",4349452,"K00244.01",180.41,0.02023,-0.0008787,0.410328638497653,0.810310296191819
"CANDIDATE",4349452,"K00244.02",466.45,0.07818,-0.0002248,-1.23520599250936,1.17873825503356
"CANDIDATE",8478994,"K00245.01",10.4,0.01282,-0.0008098,-13.3433734939759,3.83804004214963
"CANDIDATE",8478994,"K00245.02",23.93,0.01415,-5.604e-05,-0.590704225352113,3.42672131147541
"CANDIDATE",11295426,"K00246.01",399.51,-0.06006,-4.282e-05,4.91566265060241,1.88978007761966
"CANDIDATE",11295426,"K00246.02",185.32,-0.1642,5.118e-05,0.465568862275449,3.15427135678392
"CANDIDATE",11852982,"K00247.01",5.52,-0.0302,0.0005753,-0.646953405017921,0.0719712574850299
"CANDIDATE",5364071,"K00248.01",15.89,0.0159,0.000292,0.0502173913043478,1.32459183673469
"CANDIDATE",5364071,"K00248.02",62.59,-0.04779,0.0003273,-1.36808510638298,0.957841726618705
"CANDIDATE",5364071,"K00248.03",9.13,-0.1264,-3.725e-06,0.36144578313253,0.516829268292683
"CANDIDATE",5364071,"K00248.04",4.49,-0.1364,0.0001609,0.200156739811912,1.59238726790451
"CANDIDATE",9390653,"K00249.01",4.63,0.02893,0.0005224,5.859375,10.3054545454545
"CANDIDATE",9757613,"K00250.01",8.15,-0.03242,0.001444,-1.71558441558442,1.40173267326733
"CANDIDATE",9757613,"K00250.02",5.18,-0.01,0.001046,1.21194331983806,1.8668
"CANDIDATE",9757613,"K00250.03",1.37,-0.01044,0.0003642,-1.58832116788321,0.461063829787234
"CANDIDATE",9757613,"K00250.04",42.77,-8.562e-05,0.000243,0.0834756097560976,0.843197969543147
"CANDIDATE",10489206,"K00251.01",28.76,0.07891,-0.002341,11.8333333333333,0.523852040816327
"CANDIDATE",10489206,"K00251.02",18.6,0.007155,-0.0003091,2.9203187250996,1.31371364653244
"CANDIDATE",11187837,"K00252.01",4.08,0.02924,0.0001334,3.36547085201794,1.17328843995511
"CANDIDATE",11752906,"K00253.01",18.76,-0.07093,0.0001267,-4.15022421524664,4.71907692307692
"CANDIDATE",11752906,"K00253.02",3.93,-0.04476,-0.000606,-2.23553921568627,3.84636118598383
"CANDIDATE",5794240,"K00254.01",67.34,0.1252,0.0003089,0.216730769230769,0.230329341317365
"CANDIDATE",7021681,"K00255.01",2.29,-0.004463,0.0003092,1.3962962962963,2.53256
"CANDIDATE",7021681,"K00255.02",5.86,0.01057,0.0005235,0.367764705882353,2.25859872611465
"FALSE POSITIVE",7021681,"K00255.03",12.44,-0.06969,-0.0001288,0.275300546448087,1.69583333333333
"FALSE POSITIVE",11548140,"K00256.01",68.58,-0.2496,-0.0008784,7.95959595959596,3.0558651026393
"CANDIDATE",5514383,"K00257.01",322.09,-0.06072,0.0001405,0.616049382716049,0.598188736681887
"FALSE POSITIVE",11231334,"K00258.01",4511.26,0.0415,-0.0007727,-0.138843537414966,8.80892388451444
"FALSE POSITIVE",5790807,"K00259.01",62.61,0.01247,-0.00258,0.289184397163121,2.20090909090909
"CANDIDATE",8292840,"K00260.01",12.1,-0.02748,6.138e-05,0.474522292993631,2.05544117647059
"CANDIDATE",8292840,"K00260.02",245.28,0.01655,1.493e-05,1.0356846473029,2.55480519480519
"CANDIDATE",8292840,"K00260.03",92.16,-0.02047,-4.144e-05,-1.42522255192878,3.32934926958831
"CANDIDATE",5383248,"K00261.01",60.5,-0.03441,-0.0001819,7.53783231083845,5.15555555555556
"CANDIDATE",11807274,"K00262.01",379.88,-0.01281,-8.77e-06,2.32887700534759,1.50023148148148
"CANDIDATE",11807274,"K00262.02",484.51,0.06954,-3.192e-06,0.317175324675325,0.670500834724541
"FALSE POSITIVE",10514430,"K00263.01",49.22,-0.1073,5.173e-05,1.87673611111111,1.73060377358491
"FALSE POSITIVE",3097346,"K00264.01",1133.11,-0.1557,-0.004655,118.057553956835,144.293706293706
"CANDIDATE",12024120,"K00265.01",928.36,0.1634,4.349e-05,0,0.616296296296296
"CANDIDATE",7375348,"K00266.01",60.32,-0.006977,-1.537e-05,-1.12257053291536,0.938071428571428
"CANDIDATE",7375348,"K00266.02",25.88,-0.03676,-0.0001124,0.839880952380953,1.77822709163347
"CANDIDATE",3425851,"K00268.01",11.84,-0.001102,0.000119,1.89724137931034,0.984133858267716
"CANDIDATE",7670943,"K00269.01",155.72,0.06828,0,-0.0303692810457516,0.547140575079872
"CANDIDATE",6528464,"K00270.01",167.78,-0.07244,-3.269e-05,-1.42118959107807,1.57928251121076
"CANDIDATE",6528464,"K00270.02",45.16,-0.09228,-6.429e-05,0.115436681222707,3.69694117647059
"CANDIDATE",9451706,"K00271.01",56.07,-0.00825,-0.0002136,-5.17379679144385,4.60876132930514
"CANDIDATE",9451706,"K00271.02",28.65,0.04858,-0.000242,-4.69731800766283,4.21367088607595
"CANDIDATE",9451706,"K00271.03",144.7,-0.02501,-7.829e-05,-1.86428571428571,3.83159203980099
"FALSE POSITIVE",5716763,"K00272.01",14369.63,-0.9745,2.496e-06,-0.419312169312169,1.72473684210526
"CANDIDATE",3102384,"K00273.01",120.35,-0.01633,9.328e-05,2.13111545988258,1.72188571428571
"CANDIDATE",8077137,"K00274.01",207.89,0.05133,7.527e-07,-0.499193548387097,1.04806709265176
"CANDIDATE",8077137,"K00274.02",119.88,0.037,-1.107e-05,1.62398753894081,0.150953038674033
"CANDIDATE",10586004,"K00275.01",162.32,0.03417,-1.299e-05,0.0214795321637427,1.86018181818182
"CANDIDATE",10586004,"K00275.02",17.99,0.04922,-3.616e-05,-0.100568783068783,1.78909836065574
"CANDIDATE",11133306,"K00276.01",27.63,-0.03033,0.0002025,1.00830258302583,1.16037974683544
"CANDIDATE",11401755,"K00277.01",174.35,-0.05386,-8.509e-06,-0.486894586894587,0.459670731707317
"CANDIDATE",11401755,"K00277.02",215.44,0.1176,-2.489e-05,-0.0179452054794521,0.932911392405063
"CANDIDATE",12314973,"K00279.01",82.87,-0.07139,3.175e-05,-0.371717171717172,0.866981519507187
"CANDIDATE",12314973,"K00279.02",187.69,-0.05325,-3.356e-05,2.0645788336933,0.631328671328671
"CANDIDATE",12314973,"K00279.03",489.15,0.01413,-7.683e-06,-0.119046153846154,1.42062365591398
"CANDIDATE",4141376,"K00280.01",131.67,-0.1208,5.744e-06,-1.49951219512195,1.570703125
"CANDIDATE",4143755,"K00281.01",95.54,-0.0156,1.187e-05,0.304517453798768,0.345120141342756
"CANDIDATE",5088536,"K00282.01",45.75,0.07435,2.016e-05,-0.171159420289855,1.49252252252252
"CANDIDATE",5088536,"K00282.02",220.48,-0.02294,-2.189e-05,0.996899224806202,1.65112903225806
"CANDIDATE",5088536,"K00282.03",9.78,0.01313,-2.686e-05,0.635233644859813,0.821969696969697
"CANDIDATE",5695396,"K00283.01",62.82,0.01282,4.58e-05,-1.40720524017467,3.03492857142857
"CANDIDATE",5695396,"K00283.02",33.97,0.03055,1.704e-05,-0.294924812030075,2.76129666011788
"CANDIDATE",6021275,"K00284.01",309.27,-0.03011,-0.0001089,1.70975609756098,3.00327205882353
"CANDIDATE",6021275,"K00284.02",78.09,-0.0577,-1.598e-05,-0.625565217391304,1.3790119760479
"CANDIDATE",6021275,"K00284.03",325.18,-0.122,6.599e-05,0.50679012345679,0.982923588039867
"CANDIDATE",6021275,"K00284.04",6.97,-0.01265,-5.894e-05,1.08222222222222,0.753488372093023
"CANDIDATE",6196457,"K00285.01",214.06,0.01296,-4.106e-07,0.975280898876405,0.296635
"CANDIDATE",6196457,"K00285.02",88.25,0.02248,-5.984e-05,-0.981846153846154,1.10785714285714
"CANDIDATE",6196457,"K00285.03",38.94,-0.009418,-1.481e-05,-0.292378752886836,1.33686602870813
"FALSE POSITIVE",8258171,"K00286.01",806.29,-0.06289,0.001145,-35.0115473441109,69.8261261261261
"FALSE POSITIVE",8703887,"K00287.01",651.62,-0.0001281,-0.001949,-2.85564516129032,5.26510903426791
"CANDIDATE",9592705,"K00288.01",509.19,-0.03542,4.905e-05,2.36654275092937,2.42472677595628
"CANDIDATE",10386922,"K00289.01",2.89,-0.06303,-0.0002362,1.15916666666667,0.621553509781358
"CANDIDATE",10386922,"K00289.02",71.89,0.02956,-1.643e-05,-0.256168831168831,0.738793103448276
"FALSE POSITIVE",10488450,"K00290.01",2832.67,-0.151,0.002038,-14.3307392996109,71.319391634981
"CANDIDATE",10933561,"K00291.01",45.75,-0.09831,-0.0001865,-0.610775862068966,2.14935943060498
"CANDIDATE",10933561,"K00291.02",278.63,0.04675,-5.756e-05,0.433969010727056,0.951428571428572
"CANDIDATE",11075737,"K00292.01",737.24,0.00553,5.944e-05,-1.47109826589595,0.741912621359223
"FALSE POSITIVE",11200415,"K00293.01",1500.9,-0.05977,0.002338,7.26694915254237,84.5701149425287
"CANDIDATE",11259686,"K00294.01",42.77,0.002718,0.0001423,-2.15433403805497,3.6338683127572
"CANDIDATE",11547513,"K00295.01",352.66,-0.04954,7.602e-06,1.35802997858672,0.383808139534884
"CANDIDATE",11547513,"K00295.02",149.81,-0.03869,0.0001061,-1.12712328767123,2.70820987654321
"CANDIDATE",11802615,"K00296.01",35.64,-0.02309,-0.0001265,-0.29844262295082,0.221409090909091
"CANDIDATE",11905011,"K00297.01",575.25,0.06712,1.076e-05,0.563725490196078,0.679689440993789
"CANDIDATE",12785320,"K00298.01",23.93,-0.0274,-0.0001458,0.903149606299213,3.77283464566929
"CANDIDATE",12785320,"K00298.02",5.86,-0.009847,-1.679e-05,-0.967391304347826,1.23609808102345
"CANDIDATE",2692377,"K00299.01",1520.89,0.7851,5.064e-05,0.470685579196218,1.48860655737705
"FALSE POSITIVE",3438975,"K00300.01",2171.6,-0.5262,-0.0004526,-7.56333333333333,6.18410138248848
"CANDIDATE",3642289,"K00301.01",505.24,-0.04651,-3.939e-05,0.418162393162393,1.69853846153846
"CANDIDATE",3642289,"K00301.02",213.6,-0.0171,-0.0001436,-2.15619694397284,1.45259165613148
"CANDIDATE",3662838,"K00302.01",340.1,0.01305,0.0001101,0.216100443131462,1.48363636363636
"CANDIDATE",5966322,"K00303.01",11.29,0.00904,-0.0001004,8.48662420382166,0.322857142857143
"CANDIDATE",6029239,"K00304.01",117.3,0.03379,6.307e-05,1.10455635491607,0.849085365853659
"CANDIDATE",6029239,"K00304.02",209.06,0.01223,-2.715e-05,0.458301158301158,0.462946428571428
"CANDIDATE",6063220,"K00305.01",101.73,-0.1693,0.0001683,1.59309090909091,1.38887775551102
"CANDIDATE",6071903,"K00306.01",18.9,0.004654,4.88e-05,1.01517857142857,0.196489655172414
"CANDIDATE",6289257,"K00307.01",60.5,-0.01387,-3.859e-05,-1.32078651685393,0.19945564516129
"CANDIDATE",6289257,"K00307.02",355.7,-0.05255,-0.0001391,-0.0404609929078014,2.86496855345912
"CANDIDATE",6291837,"K00308.01",41.14,-0.00797,0.0001206,-0.432818532818533,0.532693548387097
"FALSE POSITIVE",7024222,"K00309.01",325.59,0.02648,-0.001019,-66.3688760806916,51.2761006289308
"CANDIDATE",7050989,"K00312.01",193.71,-0.0645,-5.483e-07,-0.779020979020979,0.826666666666667
"CANDIDATE",7050989,"K00312.02",121.79,0.004938,-7.669e-05,-1.3503164556962,1.29455319148936
"CANDIDATE",7419318,"K00313.01",24.71,0.03266,3.233e-05,-0.328852459016393,0.461416666666667
"CANDIDATE",7419318,"K00313.02",71.6,-0.06344,3.494e-05,0.0557894736842105,0.158537313432836
"CANDIDATE",7603200,"K00314.01",6.18,-0.05563,-8.085e-05,0.913451086956522,0.570932692307692
"CANDIDATE",7603200,"K00314.02",3.11,-0.02392,3.272e-05,0.67241935483871,1.04121739130435
"CANDIDATE",7603200,"K00314.03",9.09,-0.0007935,5.394e-05,-0.666422287390029,0.136319201995012
"CANDIDATE",7700622,"K00315.01",6.56,-0.02375,4.738e-05,-0.335501066098081,1.17531531531532
"CANDIDATE",8008067,"K00316.01",75.75,0.0115,-2.066e-05,-11.5786435786436,2.4392065344224
"CANDIDATE",8008067,"K00316.02",3.54,-0.06289,-0.0004604,-4.74010152284264,1.86295454545455
"CANDIDATE",8008067,"K00316.03",211.34,-0.003526,-7.572e-05,-5.31111111111111,2.35227722772277
"CANDIDATE",8121310,"K00317.01",98.52,-0.05793,-5.759e-05,1.19281690140845,2.32219298245614
"CANDIDATE",8121310,"K00317.02",236.75,0.06248,1.465e-05,-0.458695652173913,1.85969026548673
"CANDIDATE",8156120,"K00318.01",79.22,-0.01691,0,0.234787018255578,0.779464285714286
"CANDIDATE",8684730,"K00319.01",57.88,0.0007179,-0.0001425,-1.013,1.5511801242236
"FALSE POSITIVE",8700558,"K00320.01",577.21,-0.543,0.0002491,17.0579150579151,35.7836363636364
"CANDIDATE",8753657,"K00321.01",680.66,-0.4901,-2.435e-05,0.884210526315789,1.90278195488722
"CANDIDATE",8753657,"K00321.02",288.13,-0.2273,-2.082e-05,-1.03712737127371,0.719172932330827
"FALSE POSITIVE",8948424,"K00322.01",245.41,-0.1755,-0.03629,-0.413071200850159,9.96518105849582
"CANDIDATE",9139084,"K00323.01",144.67,-0.04799,-8.512e-05,2.04177215189873,0.32892380952381
"FALSE POSITIVE",9641041,"K00324.01",2908.7,0.1848,-6.577e-06,-6.63546798029557,9.94161849710983
"FALSE POSITIVE",9724984,"K00325.01",483.22,-0.1264,-0.02528,162.860310421286,3.37349397590361
"CANDIDATE",9880467,"K00326.01",6196.18,0.01401,-0.002696,0.689304812834225,2.84382857142857
"CANDIDATE",9880467,"K00326.02",223.15,0.006887,-0.002291,1.14521072796935,4.93298429319372
"CANDIDATE",9881662,"K00327.01",677.51,0.125,-4.876e-05,0.223521126760563,1.78792207792208
"CANDIDATE",9881662,"K00327.02",7.94,0.005615,-0.000157,-1.05192307692308,0.513822314049587
"FALSE POSITIVE",9895004,"K00328.01",1163.42,-0.01628,0.0004848,27.8167115902965,25.7578579743888
"FALSE POSITIVE",10031885,"K00329.01",143.21,-0.4054,-0.0001957,-6.38309114927345,7.05876460767947
"CANDIDATE",11361646,"K00330.01",213.12,-0.1529,7.85e-05,0.236352657004831,0.848114035087719
"CANDIDATE",11361646,"K00330.02",1454.04,-0.6936,-4.707e-05,1.08884381338742,1.34611829944547
"CANDIDATE",10285631,"K00331.01",113.61,0.001913,-3.893e-05,-0.875550122249389,0.211487704918033
"CANDIDATE",10285631,"K00331.02",244.27,0.007042,-6.326e-05,0.116642857142857,0.696300578034682
"CANDIDATE",10290666,"K00332.01",345.4,-0.04037,2.787e-05,0.275,0.469193069306931
"CANDIDATE",10290666,"K00332.02",254.34,-0.1773,-2.311e-05,0.379184549356223,1.11289156626506
"CANDIDATE",10337258,"K00333.01",424.24,-0.0592,-2.066e-05,1.87536656891496,1.23676646706587
"FALSE POSITIVE",10383687,"K00334.01",209.19,-0.05389,-0.009879,-60.0673076923077,157.974137931034
"FALSE POSITIVE",10470206,"K00335.01",59.44,-0.01653,-0.0006504,4.15132924335378,8.13875968992248
"FALSE POSITIVE",10518725,"K00336.01",490.71,-0.02753,-0.003453,36.406429391504,63.0486301369863
"CANDIDATE",10545066,"K00337.01",59.47,0.04772,0.0001394,-0.205454545454545,1.44331288343558
"CANDIDATE",10552611,"K00338.01",70.41,0.0183,0.0001924,-0.918861209964413,0.436982300884956
"CANDIDATE",10552611,"K00338.02",208.32,0.1002,1.059e-05,0.991176470588235,1.14155982905983
"CANDIDATE",10587105,"K00339.01",1807.45,-0.3698,-2.879e-05,-1.87813688212928,1.29623931623932
"CANDIDATE",10587105,"K00339.02",149.58,-0.05111,-3.223e-05,-0.866160714285714,0.911525423728814
"CANDIDATE",10587105,"K00339.03",38,-0.06628,0.0003192,-0.0114255319148936,1.52837920489297
"FALSE POSITIVE",10616571,"K00340.01",49.53,-0.01675,0.0007737,0,0.994930555555555
"CANDIDATE",10878263,"K00341.01",148.49,-0.01953,-6.802e-05,0.0974501573976915,0.750971962616822
"CANDIDATE",10878263,"K00341.02",260.84,-0.04906,2.113e-05,1.74385510996119,0.1960140562249
"CANDIDATE",10982872,"K00343.01",492.66,-0.1239,0.0001001,0.955011135857461,1.48953703703704
"CANDIDATE",10982872,"K00343.02",1541.39,-0.457,1.018e-05,-0.221865443425076,0.92011214953271
"CANDIDATE",10982872,"K00343.03",27.2,-0.09812,-1.067e-05,-0.272565445026178,1.25405295315682
"CANDIDATE",11015108,"K00344.01",13.48,-0.05215,0.000245,-1.01234567901235,1.11078341013825
"CANDIDATE",11074541,"K00345.01",9.97,0.03451,-0.0001581,-0.38780303030303,1.56551724137931
"CANDIDATE",11100383,"K00346.01",35.04,0.01404,8.93e-05,-0.894011976047904,1.37973790322581
"CANDIDATE",11189127,"K00347.01",1071.1,-0.009132,-0.001346,-4.14266117969822,0.896167664670659
"CANDIDATE",11194032,"K00348.01",7.57,0.01788,0.0001175,0.256582278481013,0.438955357142857
"CANDIDATE",11394027,"K00349.01",85.67,0.05253,0.0002986,-2.88940397350993,0.37850303030303
"CANDIDATE",11395587,"K00350.01",92.38,-0.02293,1.289e-05,-0.40578125,0.162015267175573
"CANDIDATE",11442793,"K00351.01",1.76,-0.09572,-9.382e-05,0.33359375,1.211227154047
"CANDIDATE",11442793,"K00351.02",3.22,-0.04161,0.000318,0.597525473071325,0.902205882352941
"CANDIDATE",11442793,"K00351.03",17.3,-0.03748,0.0001073,-1.17830188679245,1.25806349206349
"CANDIDATE",11442793,"K00351.04",9.73,-0.03032,0.0003952,0.447008547008547,2.86196868008949
"CANDIDATE",11442793,"K00351.05",6.47,0.002537,-0.0003696,-0.421114369501466,0.333352112676056
"CANDIDATE",11442793,"K00351.06",301.14,-0.1465,-1.482e-05,0.476550169109357,1.30210884353742
"CANDIDATE",11442793,"K00351.07",225.03,0.07776,7.217e-05,-1.24190476190476,0.92375
"CANDIDATE",11521793,"K00352.01",57.87,-0.04322,9.955e-05,0,1.97842424242424
"CANDIDATE",11521793,"K00352.02",116.66,0.03285,1.667e-05,0,0.40242819843342
"CANDIDATE",11566064,"K00353.01",10.38,-0.009532,5.828e-05,-0.306917293233083,0.414815618221258
"CANDIDATE",11566064,"K00353.02",87.85,-0.008034,-7.813e-05,-0.0480225409836066,1.93410569105691
"CANDIDATE",11566064,"K00353.03",337.84,-0.07156,4.612e-05,0.128571428571429,0.102183066361556
"CANDIDATE",11568987,"K00354.01",64.05,0.05064,0.0003316,-0.729591836734694,1.00139072847682
"CANDIDATE",11568987,"K00354.02",179.16,0.01924,0.0001345,-0.315591397849462,0.804236111111111
"CANDIDATE",11621223,"K00355.01",571.93,-0.1052,2.227e-05,-0.320934256055363,0.835052173913044
"CANDIDATE",11624249,"K00356.01",2940.42,-0.2897,-0.0002533,-1.00015220700152,0.771650211565585
"FALSE POSITIVE",12017140,"K00358.01",79.92,-0.05838,0.01172,-2.33611111111111,0.528667664670659
"FALSE POSITIVE",12106929,"K00359.01",151.29,-0.3259,0.000141,-11.2605042016807,3.75889046941679
"FALSE POSITIVE",12107021,"K00360.01",297.93,-0.1216,0.0004892,4.57875457875458,3.60664772727273
"CANDIDATE",12404954,"K00361.01",461.22,0.02773,-5.572e-06,-0.189483065953654,1.52958083832335
"FALSE POSITIVE",1571511,"K00362.01",102.04,-0.2712,-0.0001189,0.139957805907173,0.0824071856287425
"FALSE POSITIVE",2438070,"K00363.01",1501.44,-0.1396,0.001051,-52.9831387808041,83.8863346104725
"CANDIDATE",11623629,"K00365.01",5.21,0.02037,-4.573e-05,-1.74844333748443,3.565
"CANDIDATE",3545478,"K00366.01",86.33,-0.02998,3.21e-05,-0.358831168831169,0.109913137893594
"CANDIDATE",4815520,"K00367.01",24.98,-0.008844,-0.0001202,0.000847145877378435,3.48503816793893
"FALSE POSITIVE",6603043,"K00368.01",79.26,-0.01448,8.958e-05,0.716025641025641,0.48077397260274
"CANDIDATE",7175184,"K00369.01",583.96,-0.0687,-5.281e-05,-0.0694749403341289,0.759205397301349
"CANDIDATE",7175184,"K00369.02",284.04,0.004203,-4.505e-05,0.3081589958159,1.16884375
"CANDIDATE",8494142,"K00370.01",59.73,0.005044,2.041e-05,-0.412820512820513,0.745379061371841
"CANDIDATE",8494142,"K00370.02",137.47,-0.05944,5.998e-05,0.902177858439201,3.91867704280156
"FALSE POSITIVE",5652983,"K00371.01",3.12,-0.01632,-0.0006377,0.705923344947735,1.01698412698413
"CANDIDATE",6471021,"K00372.01",5.36,-0.008527,-0.0004787,0.823825136612022,0.914303232998885
"CANDIDATE",7364176,"K00373.01",3.34,0.008486,-8.884e-05,-0.17,0.632072072072072
"CANDIDATE",8686097,"K00374.01",3.78,-0.007843,0.0002383,-2.08,1.26245210727969
"FALSE POSITIVE",12643589,"K00376.01",35.94,-0.0006297,0.05866,2.0619512195122,107.367965367965
"FALSE POSITIVE",12643589,"K00376.02",3540.97,-0.1267,-0.001228,13.3736559139785,18.3426160337553
"CANDIDATE",3323887,"K00377.01",45.31,-0.45,-0.0001787,0.471929824561404,0.0255485933503836
"FALSE POSITIVE",2449074,"K00378.01",959.65,-0.3429,-0.0108,-62.0697674418605,94.125
"FALSE POSITIVE",2446113,"K00379.01",604.05,0.09788,-0.0002371,-0.559635416666667,8.38367346938776
"CANDIDATE",2446113,"K00379.02",116.12,-0.0161,-0.0002301,-0.966393442622951,0.851678832116788
"FALSE POSITIVE",2452450,"K00380.01",496.69,-0.08034,0.008287,112.42774566474,61.7082644628099
"FALSE POSITIVE",3230578,"K00381.01",789.02,-0.1154,-4.711e-05,1.41047120418848,0.417670527670528
"FALSE POSITIVE",3231137,"K00382.01",583.55,-0.07174,0.02247,102.375296912114,128.516081871345
"CANDIDATE",3353050,"K00384.01",1853.84,-0.1018,2.317e-05,-0.694007490636704,0.935026455026455
"CANDIDATE",3446746,"K00385.01",56.23,-0.0367,0.0001276,1.10471698113208,0.509688715953307
