"koi_disposition","kepid","kepoi_name","tce_ldm_coeff4","tce_prad","tce_steff","tce_fwm_prao"
"FALSE POSITIVE",10332789,"K07311.01",0.0193588,35.7,6122,0.000347
"FALSE POSITIVE",10340228,"K07312.01",-0.4718832,0.6598,5436,-6.594e-05
"FALSE POSITIVE",10341787,"K07313.01",-0.392817,1.054,5390,-0.0003584
"FALSE POSITIVE",10342097,"K07314.01",-0.373742,3.639,5016,3.194e-05
"FALSE POSITIVE",10345862,"K07315.01",-0.4319602,42.65,5463,0.002286
"FALSE POSITIVE",10346522,"K07316.01",0.2063104,14.93,5538,0.001775
"FALSE POSITIVE",10352603,"K07317.01",0.0561172,52.6,6122,0.03984
"FALSE POSITIVE",10363300,"K07318.01",-0.2105314,46.93,5962,0
"CANDIDATE",10396708,"K07320.01",-0.5570408,0.8304,4889,-1.848e-05
"FALSE POSITIVE",10407047,"K07321.01",-0.5462196,4.19,4909,0.0001046
"FALSE POSITIVE",10407430,"K07322.01",-0.1178832,0.6427,5766,5.169e-05
"FALSE POSITIVE",10407464,"K07323.01",0.3170284,0.3328,6300,5.126e-05
"FALSE POSITIVE",10417704,"K07324.01",-0.009351,2.806,8275,0
"FALSE POSITIVE",10420279,"K07325.01",-0.279398,58.93,5731,0
"FALSE POSITIVE",10422852,"K07326.01",0.1538848,21.53,6134,-0.0007755
"CANDIDATE",10450504,"K07327.01",-0.5478204,1.863,4918,0.00116
"FALSE POSITIVE",10454401,"K07328.01",-0.2483808,48.12,5750,-0.002779
"FALSE POSITIVE",10462826,"K07329.01",0.0405868,47.12,6137,-0.02181
"CANDIDATE",10468514,"K07331.01",-0.5089226,10.86,5164,-0.0005972
"CANDIDATE",10471113,"K07332.01",0.070552,0.8431,6170,-0.0001481
"FALSE POSITIVE",10481054,"K07333.01",0.190246,0.8296,6356,-5.039e-06
"FALSE POSITIVE",10486425,"K07334.01",0.3064908,100.1,7247,0.004126
"FALSE POSITIVE",10490960,"K07335.01",-0.09848,70.03,5897,-0.05398
"FALSE POSITIVE",10491031,"K07336.01",0.2768336,113.9,6613,0.07331
"FALSE POSITIVE",10535807,"K07337.01",0.3325846,27.3,6478,0.00423
"FALSE POSITIVE",10535858,"K07338.01",0.1193316,0.3791,3615,0.0001124
"CANDIDATE",10546063,"K07339.01",0.07739,1.759,6277,-0.000486
"FALSE POSITIVE",10547685,"K07340.01",0.111311,29.67,6075,0
"FALSE POSITIVE",10549576,"K07341.01",0.1584306,66.68,7675,0.00484
"FALSE POSITIVE",10552700,"K07342.01",0.260272,0.6566,6875,0
"FALSE POSITIVE",10556578,"K07343.01",-0.4051996,3.912,5134,2.625e-05
"FALSE POSITIVE",10583181,"K07344.01",0.3245204,39.6,6472,-0.05955
"CANDIDATE",10586619,"K07345.01",-0.3100172,2.17,5751,-0.0004368
"FALSE POSITIVE",10592163,"K07346.01",-0.2072108,48.28,5691,0.002091
"FALSE POSITIVE",10601538,"K07348.01",0.3507172,1.078,6781,-9.144e-05
"FALSE POSITIVE",10601579,"K07349.01",0.1992952,57.28,6328,0.0009374
"FALSE POSITIVE",10613718,"K07350.01",-0.340603,1.253,5237,4.005e-05
"FALSE POSITIVE",10619109,"K07351.01",0.318248,186,7128,0.1841
"FALSE POSITIVE",10646620,"K07352.01",0.3809028,1.535,6628,3.36e-06
"FALSE POSITIVE",10649230,"K07353.01",0.213968,1.458,5927,-0.000487
"CANDIDATE",10659624,"K07354.01",-0.2928876,1.673,5747,7.859e-05
"FALSE POSITIVE",10661913,"K07355.01",-0.248204,0.6091,4237,0.0002427
"FALSE POSITIVE",10661976,"K07356.01",0.3648728,1.066,6619,2.804e-05
"FALSE POSITIVE",10662021,"K07357.01",-0.380448,0.8253,5600,-1.314e-05
"CANDIDATE",10665228,"K07358.01",-0.2539316,1.496,5334,-0.0002046
"CANDIDATE",10665749,"K07359.01",0.0310966,1.941,5993,0.0009548
"CANDIDATE",10680424,"K07361.01",-0.4416412,1.325,4494,0.0002951
"FALSE POSITIVE",10685175,"K07362.01",-0.0438916,1.507,8709,-1.213e-05
"FALSE POSITIVE",10686876,"K07363.01",-0.1415572,108.4,8143,-0.1428
"FALSE POSITIVE",10686930,"K07364.01",-0.4873004,2.477,5088,-6.181e-05
"FALSE POSITIVE",10711913,"K07365.01",0.2171034,41.2,5702,-0.001098
"FALSE POSITIVE",10732401,"K07366.01",0.0950824,0.415,6224,-0.0001381
"FALSE POSITIVE",10736223,"K07367.01",-0.1576806,124.8,8011,0.5849
"CANDIDATE",10736489,"K07368.01",-0.5181894,2.67,5227,-5.68e-05
"FALSE POSITIVE",10743600,"K07369.01",-0.2420112,42.32,5780,0
"FALSE POSITIVE",10753734,"K07371.01",-0.173468,42.45,5622,-0.05258
"FALSE POSITIVE",10794242,"K07372.01",-0.2404364,34.72,5655,0.001516
"FALSE POSITIVE",10794405,"K07373.01",-0.24368,2.479,5662,-0.0009452
"FALSE POSITIVE",10809677,"K07374.01",-0.4196334,86.86,5149,0
"CANDIDATE",10812541,"K07375.01",-0.2854254,4.385,4137,-0.0001575
"CANDIDATE",10815677,"K07376.01",-0.1947004,1.303,5849,-0.0001311
"FALSE POSITIVE",10816107,"K07377.01",0.216048,29.37,5888,-0.004477
"CANDIDATE",10843431,"K07378.01",-0.3829418,3.553,4406,-0.0004721
"CANDIDATE",10843431,"K07378.02",-0.3829418,2.962,4406,0.002915
"FALSE POSITIVE",10847907,"K07379.01",0.1179024,0.5748,6328,1.143e-06
"FALSE POSITIVE",10849244,"K07381.01",0.0739696,57.84,6151,0.0009844
"FALSE POSITIVE",10857589,"K07382.01",-0.056036,24.29,5845,0.01017
"FALSE POSITIVE",10867017,"K07384.01",-0.0683468,0.8792,6018,-0.0006936
"FALSE POSITIVE",10909274,"K07385.01",0.205216,65.3,6599,0.0007576
"FALSE POSITIVE",10920813,"K07386.01",-0.3578346,39.27,5288,0
"FALSE POSITIVE",10923260,"K07387.01",0.195603,31.52,6214,-0.003694
"FALSE POSITIVE",10924400,"K07388.01",-0.5240556,0.4043,5151,-4.008e-05
"FALSE POSITIVE",10936427,"K07390.01",-0.1814258,28.99,5229,-0.1942
"FALSE POSITIVE",10937609,"K07391.01",0.1908008,32.71,6244,0.00478
"FALSE POSITIVE",10965963,"K07392.01",-0.0009526,73.43,6085,0.0001223
"FALSE POSITIVE",10979716,"K07394.01",0.0889516,22.74,3887,-0.001915
"FALSE POSITIVE",10982373,"K07395.01",-0.0652028,2.616,9453,-6.057e-05
"FALSE POSITIVE",10987439,"K07396.01",0.1508328,33.49,6496,-0.01024
"FALSE POSITIVE",10989032,"K07397.01",-0.0364966,13.28,8851,0.001632
"FALSE POSITIVE",10991989,"K07398.01",-0.4274026,217,5210,-0.003722
"FALSE POSITIVE",10992733,"K07399.01",-0.4544326,48.4,5492,0
"CANDIDATE",11019739,"K07400.01",-0.493896,1.135,5183,-8.723e-06
"FALSE POSITIVE",11027722,"K07402.01",0.4366894,1.788,6429,0.0003268
"FALSE POSITIVE",11029877,"K07403.01",0.2176822,19.89,6640,0
"CANDIDATE",11068630,"K07404.01",-0.3080702,1.437,5808,-7.265e-05
"FALSE POSITIVE",11071207,"K07405.01",0.3593592,64.58,6698,-0.0008513
"FALSE POSITIVE",11073223,"K07406.01",0.2370276,50.65,6028,-0.1789
"FALSE POSITIVE",11076279,"K07407.01",0.2451392,130.9,7360,0.01075
"CANDIDATE",11092783,"K07408.01",0.0798524,1.887,3900,-0.0001424
"FALSE POSITIVE",11124509,"K07409.01",-0.3370716,6.556,5615,4.286e-05
"CANDIDATE",11134079,"K07410.01",-0.1298752,27.95,5388,0
"CANDIDATE",11137061,"K07411.01",-0.2976892,0.627,5413,4.222e-05
"FALSE POSITIVE",11144439,"K07412.01",-0.250768,0.7538,5595,0.001918
"FALSE POSITIVE",11147276,"K07413.01",0.0315812,28.28,5883,-0.007191
"FALSE POSITIVE",11154043,"K07414.01",-0.0336444,2.445,8912,1.327e-05
"FALSE POSITIVE",11182260,"K07415.01",-0.384818,1.783,4995,-0.0005971
"CANDIDATE",11187972,"K07416.01",0.1881348,1.124,6266,1.592e-05
"FALSE POSITIVE",11198723,"K07417.01",-0.0308036,47.15,5970,-0.006587
"FALSE POSITIVE",11199725,"K07418.01",0.1026412,22.93,5283,-9.386e-05
"FALSE POSITIVE",11200773,"K07419.01",0.2870742,20.54,6018,-0.03455
"FALSE POSITIVE",11228612,"K07420.01",0.1103578,57.13,6065,0
"FALSE POSITIVE",11232745,"K07421.01",-0.3915018,16.61,5419,0.001144
"FALSE POSITIVE",11233911,"K07422.01",-0.4108376,41.51,5391,0.0005941
"FALSE POSITIVE",11234677,"K07423.01",0.193858,37.18,6440,0.01039
"FALSE POSITIVE",11235323,"K07424.01",-0.257692,16,5260,0.008208
"FALSE POSITIVE",11240948,"K07425.01",0.3317444,5.508,7094,5.516e-05
"CANDIDATE",11241560,"K07426.01",-0.5501228,1.174,5008,0.0001879
"CANDIDATE",11244571,"K07427.01",0.2331412,0.8145,6306,-2.389e-05
"FALSE POSITIVE",11250867,"K07428.01",0.2623548,34.1,6116,0.002874
"FALSE POSITIVE",11251058,"K07429.01",0.3160144,1.352,6850,2.15e-05
"CANDIDATE",11282568,"K07430.01",-0.410469,22.11,5172,7.103e-05
"FALSE POSITIVE",11285625,"K07431.01",0.1629824,148.2,7216,0.05696
"CANDIDATE",11286311,"K07432.01",-0.4267416,1.258,5443,-0.0001038
"FALSE POSITIVE",11287726,"K07433.01",-0.3427584,26.83,5335,0.008921
"CANDIDATE",11288492,"K07434.01",-0.391372,0.8978,5523,-0.0005183
"CANDIDATE",11288772,"K07435.01",-0.2525826,0.9911,5836,-9.598e-05
"FALSE POSITIVE",11295085,"K07436.01",0.3179552,1.268,7117,1.595e-06
"CANDIDATE",11296724,"K07437.01",-0.1657388,0.9702,5838,9.624e-05
"FALSE POSITIVE",11350389,"K07438.01",-0.459176,16.61,5258,-0.001973
"FALSE POSITIVE",11356602,"K07439.01",-0.2044876,2.258,5866,-0.0003789
"FALSE POSITIVE",11358392,"K07440.01",0.209758,10.77,6437,-0.0002416
"FALSE POSITIVE",11359305,"K07441.01",0.246856,79.57,6351,-0.00541
"FALSE POSITIVE",11391181,"K07442.01",-0.4196944,55.56,5387,0.001369
"FALSE POSITIVE",11401869,"K07443.01",0.0349996,0.9498,6047,0.0001979
"FALSE POSITIVE",11409698,"K07444.01",0.3565888,73.69,6664,0.003333
"CANDIDATE",11411639,"K07445.01",-0.3359776,2.831,5510,-0.0002475
"CANDIDATE",11455795,"K07446.01",-0.5779944,13.45,4664,0
"FALSE POSITIVE",11457191,"K07447.01",0.0880452,20.24,5858,-0.0001473
"FALSE POSITIVE",11499757,"K07450.01",0.0756072,58.16,6247,0
"FALSE POSITIVE",11502172,"K07452.01",-0.0659064,33.74,5754,0.008415
"FALSE POSITIVE",11506235,"K07454.01",-0.1266286,34.99,5941,0.0007104
"FALSE POSITIVE",11560382,"K07456.01",-0.154532,0.8946,5799,-0.0002269
"FALSE POSITIVE",11560431,"K07457.01",-0.4068028,0.6715,5367,-0.0005287
"FALSE POSITIVE",11560447,"K07458.01",-0.485767,93.02,5321,0.06945
"FALSE POSITIVE",11601357,"K07459.01",-0.3492986,1.324,5497,-0.0006642
"CANDIDATE",11602794,"K07460.01",-0.430132,1.541,5455,9.571e-06
"FALSE POSITIVE",11615481,"K07461.01",0.0763576,60.34,6201,0
"FALSE POSITIVE",11616200,"K07462.01",0.1637474,38.6,6071,0.0004552
"FALSE POSITIVE",11616631,"K07463.01",-0.4097448,0.772,5289,7.153e-05
"FALSE POSITIVE",11616663,"K07464.01",-0.2000496,0.9543,5900,-0.0001476
"FALSE POSITIVE",11619964,"K07466.01",0.0446052,55.05,5855,0.05573
"FALSE POSITIVE",11651105,"K07468.01",-0.0220116,1.021,5667,-8.039e-06
"FALSE POSITIVE",11662440,"K07469.01",-0.3709194,36.04,5461,-0.006933
"CANDIDATE",11672354,"K07471.01",0.0288586,1.515,6268,-7.769e-05
"FALSE POSITIVE",11704044,"K07472.01",-0.3148898,51.72,5704,-0.1668
"FALSE POSITIVE",11706658,"K07473.01",-0.5558884,8.764,4627,0.001407
"FALSE POSITIVE",11709022,"K07474.01",0.1304904,0.005137,3535,0
"FALSE POSITIVE",11724091,"K07475.01",0.3249092,121.8,7279,9.315e-06
"FALSE POSITIVE",11757422,"K07476.01",-0.0980316,0.6179,4205,-0.0008864
"FALSE POSITIVE",11763910,"K07477.01",0.2586784,0.6334,6720,3.077e-05
"FALSE POSITIVE",11768970,"K07478.01",-0.4434712,66.46,5092,-0.001817
"CANDIDATE",11773625,"K07479.01",-0.395181,1.142,5530,3.9e-05
"FALSE POSITIVE",11811454,"K07481.01",0.3399048,94.05,6389,0.0007055
"FALSE POSITIVE",11817750,"K07482.01",0.3262066,60.22,7199,-0.001496
"FALSE POSITIVE",11854636,"K07484.01",-0.3192348,2.69,5685,0.0001273
"FALSE POSITIVE",11855538,"K07485.01",0.65628,1.269,6306,-3.931e-05
"FALSE POSITIVE",11858541,"K07486.01",-0.2636394,35,5594,0.001193
"FALSE POSITIVE",11873166,"K07487.01",0.0015252,38.75,6108,-0.000388
"FALSE POSITIVE",11873171,"K07488.01",0.2713332,0.9487,6406,0.0004905
"CANDIDATE",11904704,"K07489.01",-0.521088,0.9343,5220,0.0002515
"FALSE POSITIVE",11906217,"K07490.01",-0.3871612,28.42,4623,0.001449
"FALSE POSITIVE",11913052,"K07491.01",-0.5550854,11.18,4929,-1.938e-05
"FALSE POSITIVE",11913071,"K07492.01",-0.023047,141.7,8529,-0.08578
"FALSE POSITIVE",11922648,"K07494.01",-0.1727084,0.6417,5696,-4.296e-05
"FALSE POSITIVE",11922782,"K07495.01",-0.1377936,55.93,5726,0.04768
"FALSE POSITIVE",11923819,"K07496.01",0.010561,142,7967,0.004175
"FALSE POSITIVE",11959569,"K07497.01",-0.451898,86.84,5383,-0.004091
"FALSE POSITIVE",11966557,"K07498.01",0.0573064,35.77,5995,-0.08809
"FALSE POSITIVE",11967004,"K07499.01",0.223402,33.4,6525,-0.007649
"FALSE POSITIVE",11968490,"K07500.01",0.2984364,30.09,6486,-0.0001897
"FALSE POSITIVE",11970288,"K07501.01",0.379796,16.08,6956,2.349e-05
"FALSE POSITIVE",12004679,"K07502.01",-0.1882952,45.85,5605,0.001715
"FALSE POSITIVE",12004680,"K07503.01",-0.3223076,0.8713,5546,9.886e-06
"FALSE POSITIVE",12013615,"K07505.01",0.0140642,77.43,6060,0
"CANDIDATE",12016243,"K07506.01",-0.0356792,1.584,6077,0.0003684
"FALSE POSITIVE",12022517,"K07507.01",0.0076348,35.04,5819,-0.001316
"FALSE POSITIVE",12022718,"K07508.01",-0.1244556,9.261,5845,-0.000375
"CANDIDATE",12067960,"K07510.01",-0.239478,1.245,5699,-0.0005735
"FALSE POSITIVE",12071006,"K07511.01",0.2063462,50.24,7598,0
"FALSE POSITIVE",12105785,"K07512.01",-0.2460388,57.49,5524,-0.005942
"FALSE POSITIVE",12157983,"K07514.01",-0.1882012,0.6529,5693,-9.506e-05
"FALSE POSITIVE",12164751,"K07515.01",0.4132388,31.53,6315,0
"FALSE POSITIVE",12217907,"K07516.01",-0.0281314,43.15,6003,0.003507
"FALSE POSITIVE",12251779,"K07517.01",0.3787468,29.05,6161,-0.0002693
"FALSE POSITIVE",12268220,"K07518.01",-0.0423336,134,8026,0.0003279
"FALSE POSITIVE",12302391,"K07519.01",-0.0303726,54.27,6109,-0.004483
"CANDIDATE",12304728,"K07520.01",-0.5031208,3.84,5189,1.636e-05
"FALSE POSITIVE",12306808,"K07521.01",0.310729,47.48,5985,0.003674
"FALSE POSITIVE",12306808,"K07521.02",0.310729,45.32,5985,0.00233
"FALSE POSITIVE",12351927,"K07522.01",0.0446586,18.11,4717,-0.008125
"FALSE POSITIVE",12353633,"K07523.01",-0.0562204,0.9646,5800,5.175e-05
"FALSE POSITIVE",12353720,"K07524.01",0.3070588,17.5,6450,2.46e-05
"FALSE POSITIVE",12356746,"K07525.01",0.2228068,22.55,6134,-0.0006329
"FALSE POSITIVE",12356914,"K07526.01",-0.0282004,40.32,5541,0.1943
"FALSE POSITIVE",12365000,"K07527.01",-0.4714238,7.492,5273,0.0005819
"FALSE POSITIVE",12365015,"K07528.01",-0.3930712,2.064,4315,-3.25e-06
"FALSE POSITIVE",12367017,"K07529.01",-0.5220404,3.439,5157,-0.006022
"FALSE POSITIVE",12367310,"K07530.01",-0.5316776,120.1,5146,-0.00104
"FALSE POSITIVE",12403968,"K07531.01",-0.1253656,1.096,5414,0.0002013
"FALSE POSITIVE",12418662,"K07532.01",-0.3704328,27.96,5461,0.004109
"FALSE POSITIVE",12418816,"K07533.01",0.107008,15.09,4675,0
"FALSE POSITIVE",12470530,"K07536.01",-0.4691444,33.88,4859,-0.1492
"FALSE POSITIVE",12506342,"K07538.01",-0.467049,1.106,4551,-0.01448
"CANDIDATE",12555616,"K07540.01",-0.2819308,0.9736,5573,4.149e-06
"FALSE POSITIVE",12557713,"K07541.01",-0.3151412,16.99,4705,0.001791
"FALSE POSITIVE",3458687,"K07543.01",0.4253584,2.632,6431,-4.393e-05
"FALSE POSITIVE",3749508,"K07544.01",0.2857238,16.05,6244,-0.0002087
"FALSE POSITIVE",3749508,"K07544.02",0.2857238,6.551,6244,3.561e-05
"FALSE POSITIVE",3955867,"K07545.01",-0.5225134,152.9,4774,0.0005088
"FALSE POSITIVE",4074294,"K07547.01",0.2176896,1.366,6228,-4.116e-05
"FALSE POSITIVE",4380560,"K07548.01",0.0371116,0.6639,6106,0.000157
"FALSE POSITIVE",4483235,"K07550.01",-0.0400448,1.249,8784,-1.876e-05
"FALSE POSITIVE",5024414,"K07555.01",-0.520096,7.56,5000,-0.0003393
"FALSE POSITIVE",5268955,"K07557.01",-0.1439812,3.342,5845,1.805e-06
"FALSE POSITIVE",5598645,"K07560.01",-0.518388,1.533,4973,-4.827e-05
"FALSE POSITIVE",5908086,"K07563.01",0.3193912,3.357,6691,2.613e-06
"FALSE POSITIVE",6590362,"K07570.01",-0.0525608,0.8581,5926,-0.0009826
"FALSE POSITIVE",6628740,"K07571.01",0.2049394,0.7003,6266,5.742e-06
"FALSE POSITIVE",7031126,"K07573.01",-0.4399468,0.5637,5102,-6.34e-06
"FALSE POSITIVE",7031208,"K07574.01",0.1787364,0.4395,6319,0.0001204
"FALSE POSITIVE",7031742,"K07575.01",-0.0930624,0.4778,6063,3.831e-05
"FALSE POSITIVE",7032568,"K07576.01",0.4297644,0.482,6432,-2.384e-06
"FALSE POSITIVE",7032687,"K07577.01",0.259691,0.3818,6215,-8.169e-05
"FALSE POSITIVE",7116282,"K07579.01",-0.290536,0.3493,5490,-0.000182
"FALSE POSITIVE",7116859,"K07580.01",-0.1092568,0.7369,5766,3.923e-05
"FALSE POSITIVE",7133286,"K07581.01",-0.3611052,33.69,4374,0.00296
"FALSE POSITIVE",7214090,"K07583.01",-0.2582388,1.087,5730,-0.002468
"FALSE POSITIVE",7281694,"K07584.01",-0.5554718,1.064,5018,-2.865e-05
"FALSE POSITIVE",7362450,"K07585.01",-0.245824,0.4599,5616,2.393e-05
"CANDIDATE",8096395,"K07587.01",-0.0097064,2.292,5941,-0.0001034
"FALSE POSITIVE",8649876,"K07595.01",0.126214,1.712,6183,3.53e-05
"FALSE POSITIVE",8868686,"K07598.01",0.1579366,0.6207,6137,7.53e-05
"FALSE POSITIVE",9246715,"K07601.01",-0.402436,831.4,4857,0.01005
"FALSE POSITIVE",10253638,"K07608.01",0.3116232,1.638,6600,-4.592e-05
"FALSE POSITIVE",10341777,"K07610.01",0.4998864,0.3489,6302,7.675e-05
"FALSE POSITIVE",10407271,"K07611.01",-0.0267628,0.4056,5611,1.396e-05
"FALSE POSITIVE",10471167,"K07612.01",-0.5709692,0.5205,4753,0.0003179
"FALSE POSITIVE",10471174,"K07613.01",-0.286392,0.6651,5619,-3.712e-05
"FALSE POSITIVE",10471345,"K07614.01",-0.0390708,0.6883,5649,-0.0003152
"FALSE POSITIVE",11463950,"K07616.01",0.2451088,3.665,7064,4.254e-05
"FALSE POSITIVE",11621897,"K07618.01",0.157612,1.094,6297,-2.735e-05
"FALSE POSITIVE",1025986,"K07621.01",-0.2535328,1.943,5604,2.306e-05
"FALSE POSITIVE",1293046,"K07622.01",-0.242595,1.58,4264,-0.01561
"FALSE POSITIVE",1434395,"K07623.01",-0.47004,37.37,4996,-0.006847
"CANDIDATE",1723078,"K07624.01",0.1221056,6.413,6126,-0.0003089
"FALSE POSITIVE",1868404,"K07625.01",-0.1121848,1.179,5679,-7.801e-05
"FALSE POSITIVE",1995712,"K07626.01",0.220288,2.51,6079,0.0001095
"FALSE POSITIVE",2140389,"K07627.01",-0.519764,7.573,5066,0.03182
"CANDIDATE",2299738,"K07628.01",-0.4811452,0.6639,5094,1.074e-05
"FALSE POSITIVE",2302758,"K07629.01",-0.2517924,0.9927,5875,-0.0002614
"CANDIDATE",2302997,"K07630.01",0.1286696,0.8648,3905,0.0002854
"FALSE POSITIVE",2308411,"K07631.01",0.02014,1.234,6363,0.0006536
"FALSE POSITIVE",2446134,"K07632.01",0.141046,1.8,6295,5.78e-05
"FALSE POSITIVE",2449053,"K07633.01",-0.5200268,0.8024,5271,0
"FALSE POSITIVE",2569995,"K07634.01",-0.5025186,15.49,5511,-0.01231
"CANDIDATE",2577353,"K07635.01",-0.1711348,1.719,5865,0.001167
"CANDIDATE",2696205,"K07636.01",-0.4819824,0.6652,5269,0.0001675
"FALSE POSITIVE",2711131,"K07637.01",-0.5496566,0.6175,4973,0.001163
"CANDIDATE",2834805,"K07638.01",0.0587706,1.534,6148,-3.878e-06
"FALSE POSITIVE",2854839,"K07639.01",-0.5440454,0.5006,4955,0
"FALSE POSITIVE",2859299,"K07640.01",0.0583084,1.153,6161,-0.0004477
"CANDIDATE",2984990,"K07641.01",-0.317908,1.559,5455,8.165e-05
"FALSE POSITIVE",3003019,"K07642.01",-0.0841326,0.8106,6029,-0.0002306
"FALSE POSITIVE",3102309,"K07643.01",-0.2556146,1.273,5596,-5.665e-05
"CANDIDATE",3110177,"K07644.01",-0.11048,0.9071,5766,0.0002286
"CANDIDATE",3129238,"K07645.01",-0.2474884,0.8003,5341,-1.261e-05
"FALSE POSITIVE",3218844,"K07646.01",-0.0683468,2.446,6018,-0.0001769
"FALSE POSITIVE",3230095,"K07647.01",-0.3170072,0.9822,5496,3.02e-05
"CANDIDATE",3232249,"K07648.01",-0.5572368,0.9164,4832,-0.0002893
"FALSE POSITIVE",3235282,"K07649.01",0.0910574,6.289,6392,-0.004984
"FALSE POSITIVE",3241647,"K07650.01",-0.5015536,0.9141,5403,-3.747e-05
"FALSE POSITIVE",3248696,"K07651.01",-0.0888408,3.004,5576,-0.002179
"FALSE POSITIVE",3345973,"K07652.01",0.2631272,3.943,6771,0.00104
"FALSE POSITIVE",3347807,"K07653.01",-0.0677088,2.232,5792,3.666e-05
"FALSE POSITIVE",3353454,"K07654.01",-0.2420112,5.636,5780,0.0004934
"FALSE POSITIVE",3439126,"K07655.01",-0.3445184,2.771,4236,-0.0002852
"FALSE POSITIVE",3448456,"K07656.01",-0.0971048,1.245,5861,-0.0008042
"FALSE POSITIVE",3531231,"K07657.01",-0.2860736,1.957,5526,-0.002046
"FALSE POSITIVE",3542542,"K07658.01",-0.37574,0.871,5297,-0.0006291
"FALSE POSITIVE",3644631,"K07659.01",-0.2858164,2.359,5743,-9.457e-05
"FALSE POSITIVE",3644738,"K07660.01",0.0719228,3.263,6117,-0.0009072
"FALSE POSITIVE",3645282,"K07661.01",-0.3316362,0.8004,5645,0.0008241
"CANDIDATE",3660581,"K07662.01",0.434634,14.32,6655,-0.0001645
"FALSE POSITIVE",3663141,"K07663.01",-0.2420112,0.7033,5780,0
"FALSE POSITIVE",3732972,"K07664.01",-0.0966844,13.89,4971,0.0002299
"FALSE POSITIVE",3750350,"K07665.01",-0.024368,1.476,6095,-9.699e-05
"FALSE POSITIVE",3751231,"K07666.01",-0.0035992,0.9695,6238,0.0005524
"CANDIDATE",3762750,"K07668.01",0.090622,1.714,6278,0.0004572
"FALSE POSITIVE",3839294,"K07669.01",-0.5569984,20.08,4832,-0.0003501
"CANDIDATE",3848083,"K07670.01",-0.2347028,1.315,5841,3.518e-05
"FALSE POSITIVE",3851194,"K07671.01",-0.0049372,1.385,5837,-4.067e-05
"FALSE POSITIVE",3852476,"K07672.01",-0.2908176,8.336,5267,-0.0001402
"CANDIDATE",3852872,"K07673.01",-0.5555954,2.486,4965,0.0001885
"FALSE POSITIVE",3858943,"K07674.01",0.14452,1.403,6370,-0.000327
"FALSE POSITIVE",3859042,"K07675.01",-0.3918918,2.336,5348,-0.001179
"CANDIDATE",3934657,"K07676.01",-0.1991152,0.6501,5753,-6.015e-05
"FALSE POSITIVE",3967501,"K07677.01",-0.5564684,55.08,4766,3.997e-06
"CANDIDATE",4048898,"K07678.01",-0.1345956,0.9554,5919,1.864e-06
"CANDIDATE",4054784,"K07679.01",-0.3710432,0.806,5487,0.0001482
"CANDIDATE",4072271,"K07680.01",0.2697,2.532,6990,3.562e-05
"CANDIDATE",4073017,"K07681.01",-0.474229,1.163,5352,-6.495e-05
"FALSE POSITIVE",4073089,"K07682.01",0.3540112,99.1,7078,0
"FALSE POSITIVE",4136659,"K07683.01",-0.124998,0.7433,5923,0.0003435
"FALSE POSITIVE",4141587,"K07684.01",-0.5571992,27.25,4673,4.365e-05
"CANDIDATE",4141593,"K07685.01",0.1055226,1.435,5999,-9.032e-05
"CANDIDATE",4141593,"K07685.02",0.1055226,1.329,5999,-9.931e-05
"FALSE POSITIVE",4144873,"K07686.01",-0.5519794,29.3,4687,1.17e-05
"CANDIDATE",4252671,"K07687.01",0.244556,3.067,5758,6.545e-05
"FALSE POSITIVE",4281068,"K07689.01",0.1299504,19.19,6428,0
"FALSE POSITIVE",4284980,"K07690.01",-0.0894052,1.038,5897,-1.559e-05
"FALSE POSITIVE",4355503,"K07691.01",0.1577296,1.728,3585,-0.001498
"FALSE POSITIVE",4373195,"K07692.01",0.024794,0.5288,9005,0
"CANDIDATE",4384909,"K07693.01",-0.5122028,1.591,5383,9.035e-07
"FALSE POSITIVE",4386607,"K07694.01",-0.1096848,1.378,5853,0.0002982
"FALSE POSITIVE",4390912,"K07695.01",-0.5521356,8.594,4643,-8.444e-05
"FALSE POSITIVE",4472143,"K07696.01",-0.2093724,2.223,6186,0.0007089
"FALSE POSITIVE",4574319,"K07697.01",-0.4137762,0.9659,5513,-0.0005041
"FALSE POSITIVE",4651399,"K07698.01",-0.0880432,43.63,4893,0.000444
"FALSE POSITIVE",4670267,"K07699.01",-0.0326528,29.65,5775,0
"CANDIDATE",4670361,"K07700.01",0.2077224,2.89,6382,0.0004474
"FALSE POSITIVE",4730442,"K07702.01",0.2386608,0.956,5925,0.0002567
"CANDIDATE",4742188,"K07703.01",-0.0045356,1.894,6031,4.541e-05
"CANDIDATE",4742452,"K07704.01",-0.082944,1.13,6108,2.142e-05
"CANDIDATE",4762283,"K07706.01",0.0498912,1.318,4281,-0.0009282
"FALSE POSITIVE",4774646,"K07707.01",0.234568,1.035,6462,0.0004894
"CANDIDATE",4813793,"K07708.01",-0.0294044,2.134,5466,-5.782e-05
"FALSE POSITIVE",4840156,"K07709.01",-0.188342,0.9626,5823,-0.0008173
"FALSE POSITIVE",4851283,"K07710.01",-0.2420112,1.315,5780,-0.0002909
"CANDIDATE",4940203,"K07711.01",-0.0641904,1.418,5734,0.000413
"FALSE POSITIVE",5009688,"K07713.01",-0.3355934,1.046,5861,-5.327e-06
"FALSE POSITIVE",5024429,"K07714.01",0.0362304,1.612,6184,-0.0003212
