"koi_disposition","kepid","kepoi_name","tce_maxmesd","tce_fwm_prao","tce_fwm_pdeco","tce_dikco_mra_sn"
"FALSE POSITIVE",11350389,"K07438.01",0.8906,-0.001973,0.009517,-0.0182112879884226
"FALSE POSITIVE",11356602,"K07439.01",118.9,-0.0003789,-0.0002234,2.80878477306003
"FALSE POSITIVE",11358392,"K07440.01",0.5058,-0.0002416,-0.0002289,0.369943342776204
"FALSE POSITIVE",11359305,"K07441.01",6.193,-0.00541,-0.002821,1.60573529411765
"FALSE POSITIVE",11391181,"K07442.01",5.237,0.001369,0.00321,-0.429823529411765
"FALSE POSITIVE",11401869,"K07443.01",1.103,0.0001979,5.829e-05,-3.05962539021852
"FALSE POSITIVE",11409698,"K07444.01",3.62,0.003333,0.005876,0.709512555391433
"CANDIDATE",11411639,"K07445.01",3.444,-0.0002475,-0.0002235,1.4088783269962
"CANDIDATE",11455795,"K07446.01",0.6156,0,-0.01058,0.107284866468843
"FALSE POSITIVE",11457191,"K07447.01",0.4427,-0.0001473,9.654e-06,-1.75733333333333
"FALSE POSITIVE",11499757,"K07450.01",7.751,0,0.0851,-2.55229226361032
"FALSE POSITIVE",11502172,"K07452.01",11.25,0.008415,-0.002002,-0.639661764705882
"FALSE POSITIVE",11506235,"K07454.01",13.33,0.0007104,0.001545,-0.565575485799701
"FALSE POSITIVE",11560382,"K07456.01",0.2527,-0.0002269,-0.0001081,3.76914893617021
"FALSE POSITIVE",11560431,"K07457.01",97.63,-0.0005287,-0.0002116,-1.84236842105263
"FALSE POSITIVE",11560447,"K07458.01",0.2589,0.06945,-0.1041,-6.51992647058823
"FALSE POSITIVE",11601357,"K07459.01",0.8,-0.0006642,-0.0004312,1.36403361344538
"CANDIDATE",11602794,"K07460.01",3.788,9.571e-06,-0.000421,-1.30640204865557
"FALSE POSITIVE",11615481,"K07461.01",7.69,0,0,-1.50854700854701
"FALSE POSITIVE",11616200,"K07462.01",0.865,0.0004552,0.0008743,-0.60467958271237
"FALSE POSITIVE",11616631,"K07463.01",1.594,7.153e-05,0.0005968,0.341010362694301
"FALSE POSITIVE",11616663,"K07464.01",2.75,-0.0001476,0.0001737,1.03856647398844
"FALSE POSITIVE",11619964,"K07466.01",4.756,0.05573,-0.05851,0.981685236768802
"FALSE POSITIVE",11651105,"K07468.01",2.418,-8.039e-06,3.098e-05,1.46658461538462
