"koi_disposition","kepid","kepoi_name","tce_incl","tce_slogg_prov","wst_depth","tce_albedo_stat","tce_fwm_prao","tce_ingress_sn"
"FALSE POSITIVE",11124509,"K07409.01",82.05,7,37.36,0.417,4.286e-05,7.62722646310433
"CANDIDATE",11134079,"K07410.01",86.48,7,321.5,-58.89,0,166.070516096065
"CANDIDATE",11137061,"K07411.01",70.06,7,16.63,0.9296,4.222e-05,0.221318304337172
"FALSE POSITIVE",11144439,"K07412.01",89.45,7,3.247,-0.09626,0.001918,0.0358523908523909
"FALSE POSITIVE",11147276,"K07413.01",77.98,7,12.02,-224.2,-0.007191,1454.79204339964
"FALSE POSITIVE",11154043,"K07414.01",79.23,7,59.1,2.318,1.327e-05,0.617779444861215
"FALSE POSITIVE",11182260,"K07415.01",85.97,7,198,1.082,-0.0005971,0.28086904043452
"CANDIDATE",11187972,"K07416.01",87.94,13,15.81,0.8518,1.592e-05,0.160841938046068
"FALSE POSITIVE",11198723,"K07417.01",86.36,7,34880,2.606,-0.006587,3750.21622556651
"FALSE POSITIVE",11199725,"K07418.01",68.8,29,12.44,0,-9.386e-05,0.603991880920162
"FALSE POSITIVE",11200773,"K07419.01",79.92,7,3151,2.473,-0.03455,1279.27927927928
"FALSE POSITIVE",11228612,"K07420.01",89.66,7,75180,0,0,-0.673
"FALSE POSITIVE",11232745,"K07421.01",85.1,7,74.26,-2.47,0.001144,229.468599033816
"FALSE POSITIVE",11233911,"K07422.01",77.45,7,59.64,-121.3,0.0005941,3200.45172219085
"FALSE POSITIVE",11234677,"K07423.01",82.03,7,235.3,-33.36,0.01039,318.93984514592
"FALSE POSITIVE",11235323,"K07424.01",89.6,7,89200,0,0.008208,-2.143
"FALSE POSITIVE",11240948,"K07425.01",87.08,5,43.49,0.9414,5.516e-05,1.09504075148501
"CANDIDATE",11241560,"K07426.01",85.21,7,54.35,0.5383,0.0001879,0.127324478178368
"CANDIDATE",11244571,"K07427.01",80.73,7,12.18,0.9697,-2.389e-05,0.196824969729584
"FALSE POSITIVE",11250867,"K07428.01",89.5,7,28900,0,0.002874,-0.4997
"FALSE POSITIVE",11251058,"K07429.01",69.63,18,10.7,1.241,2.15e-05,0.330699774266366
"CANDIDATE",11282568,"K07430.01",77.85,5,19.55,0,7.103e-05,0.755209260908281
"FALSE POSITIVE",11285625,"K07431.01",80.19,7,150.6,-62.39,0.05696,1.21689356435644
"CANDIDATE",11286311,"K07432.01",77.53,7,32.32,1.441,-0.0001038,0.440307101727447
"FALSE POSITIVE",11287726,"K07433.01",83.42,7,31020,5.319,0.008921,4719.8667474258
"CANDIDATE",11288492,"K07434.01",89.89,7,28.24,0.1674,-0.0005183,0.0370642788615286
"CANDIDATE",11288772,"K07435.01",76.45,26,18.45,0.8266,-9.598e-05,0.194440607734807
"FALSE POSITIVE",11295085,"K07436.01",73.76,5,19.86,1.458,1.595e-06,0.3
"CANDIDATE",11296724,"K07437.01",74.26,7,22.57,0.4949,9.624e-05,0.101505757307352
"FALSE POSITIVE",11350389,"K07438.01",79.05,7,139.9,-23.75,-0.001973,203.962703962704
"FALSE POSITIVE",11356602,"K07439.01",89.55,26,51.12,1.682,-0.0003789,0.426679104477612
"FALSE POSITIVE",11358392,"K07440.01",74.98,7,2.725,-110.4,-0.0002416,25.5720749838397
"FALSE POSITIVE",11359305,"K07441.01",88.82,5,12260,1.944,-0.00541,25.5353754404988
"FALSE POSITIVE",11391181,"K07442.01",87.63,7,97630,4.007,0.001369,1462.86950252343
"FALSE POSITIVE",11401869,"K07443.01",53.38,7,27.17,1.125,0.0001979,0.234420015163002
"FALSE POSITIVE",11409698,"K07444.01",89.14,7,26680,2.811,0.003333,2938.01302009624
"CANDIDATE",11411639,"K07445.01",76.75,7,96.75,0.1149,-0.0002475,6.27708978328173
"CANDIDATE",11455795,"K07446.01",83.28,7,116.4,-44.33,0,20.96018735363
"FALSE POSITIVE",11457191,"K07447.01",63.27,7,49.51,-91.29,-0.0001473,1289.90228013029
"FALSE POSITIVE",11499757,"K07450.01",89.86,7,263100,0,0,-1.177
"FALSE POSITIVE",11502172,"K07452.01",88.3,7,15730,2.953,0.008415,11.1846087332469
"FALSE POSITIVE",11506235,"K07454.01",88.82,7,4919,2.509,0.0007104,1712.42331288344
"FALSE POSITIVE",11560382,"K07456.01",69.41,7,8.281,-0.1094,-0.0002269,0.282006920415225
"FALSE POSITIVE",11560431,"K07457.01",89.95,7,145,0.1319,-0.0005287,0.0307692307692308
"FALSE POSITIVE",11560447,"K07458.01",75.62,18,70.9,-1762,0.06945,302.429488969562
"FALSE POSITIVE",11601357,"K07459.01",81.3,7,74.58,0.4322,-0.0006642,0.0882449425915801
"CANDIDATE",11602794,"K07460.01",86.76,7,78.32,0.4257,9.571e-06,0.0962275974432886
"FALSE POSITIVE",11615481,"K07461.01",88.98,7,671.6,0.6772,0,195.411089866157
"FALSE POSITIVE",11616200,"K07462.01",85.1,7,14040,1.947,0.0004552,1809.02442389954
"FALSE POSITIVE",11616631,"K07463.01",85.56,7,11.21,0.3142,7.153e-05,0.113003095975232
"FALSE POSITIVE",11616663,"K07464.01",68.71,7,6.589,0.8074,-0.0001476,0.435996240601504
"FALSE POSITIVE",11619964,"K07466.01",87.7,7,31380,2.699,0.05573,1704.96894409938
"FALSE POSITIVE",11651105,"K07468.01",81.85,7,14.4,0.9523,-8.039e-06,0.387434944237918
"FALSE POSITIVE",11662440,"K07469.01",88.44,7,26240,3.272,-0.006933,712.427097353073
"CANDIDATE",11672354,"K07471.01",79.51,7,53.52,0.822,-7.769e-05,0.158068872383525
"FALSE POSITIVE",11704044,"K07472.01",89.75,7,71.8,0,-0.1668,-1.178
"FALSE POSITIVE",11706658,"K07473.01",89.28,7,235.7,0,0.001407,-0.1487
"FALSE POSITIVE",11709022,"K07474.01",89.33,13,337.2,0.0004762,0,0.000158489438023117
"FALSE POSITIVE",11724091,"K07475.01",86.31,7,31030,0.2698,9.315e-06,3377.52965806001
"FALSE POSITIVE",11757422,"K07476.01",72.81,7,21.93,0.4949,-0.0008864,0.115171407731583
"FALSE POSITIVE",11763910,"K07477.01",84.98,7,22.35,0.5221,3.077e-05,0.104751203852327
"FALSE POSITIVE",11768970,"K07478.01",88.08,58,801.3,1.234,-0.001817,3.63799283154122
"CANDIDATE",11773625,"K07479.01",85.06,26,17.55,0.6847,3.9e-05,0.16126012145749
"FALSE POSITIVE",11811454,"K07481.01",78.09,13,26080,0.6926,0.0007055,5551.61943319838
"FALSE POSITIVE",11817750,"K07482.01",80.98,7,20.92,-173.3,-0.001496,188.686708860759
"FALSE POSITIVE",11854636,"K07484.01",89.72,7,244.5,0.3108,0.0001273,0.0651447477253929
"FALSE POSITIVE",11855538,"K07485.01",76.49,5,9.821,0.8883,-3.931e-05,0.329486552567237
"FALSE POSITIVE",11858541,"K07486.01",83.53,7,9395,2.145,0.001193,1787.98283261803
"FALSE POSITIVE",11873166,"K07487.01",81.91,7,-13120,0,-0.000388,2317.03087062088
"FALSE POSITIVE",11873171,"K07488.01",57.4,7,28.81,0.4906,0.0004905,0.112582869265447
"CANDIDATE",11904704,"K07489.01",68.43,7,3.777,-0.115,0.0002515,0.219197562214322
"FALSE POSITIVE",11906217,"K07490.01",89.47,7,15630,1.729,0.001449,1203.36391437309
"FALSE POSITIVE",11913052,"K07491.01",75.81,29,30.81,-1.307,-1.938e-05,0.365526393394279
"FALSE POSITIVE",11913071,"K07492.01",85.63,7,35370,0.9982,-0.08578,3938.92339544513
"FALSE POSITIVE",11922648,"K07494.01",78.74,7,17.13,0.9936,-4.296e-05,0.254254638515675
"FALSE POSITIVE",11922782,"K07495.01",83.93,18,-11.37,0,0.04768,1262.45210727969
"FALSE POSITIVE",11923819,"K07496.01",88.84,18,83490,2.627,0.004175,5415.83107231332
"FALSE POSITIVE",11959569,"K07497.01",89.86,5,189300,0,-0.004091,-3.528
"FALSE POSITIVE",11966557,"K07498.01",89.92,7,130700,0,-0.08809,-2.281
"FALSE POSITIVE",11967004,"K07499.01",83.66,7,822.7,-3.597,-0.007649,136.817226890756
"FALSE POSITIVE",11968490,"K07500.01",59.62,13,8.341,-447.7,-0.0001897,943.103448275862
"FALSE POSITIVE",11970288,"K07501.01",51.58,5,103.7,1.222,2.349e-05,4.71941122355106
"FALSE POSITIVE",12004679,"K07502.01",89.5,7,-15.47,0,0.001715,-0.8329
"FALSE POSITIVE",12004680,"K07503.01",83.52,7,46.16,0.5569,9.886e-06,0.124613623354322
"FALSE POSITIVE",12013615,"K07505.01",89.43,7,21.36,0,0,-1.372
"CANDIDATE",12016243,"K07506.01",82.94,7,58.78,1.11,0.0003684,0.258718125430737
"FALSE POSITIVE",12022517,"K07507.01",82.28,7,19830,2.555,-0.001316,995.934959349594
"FALSE POSITIVE",12022718,"K07508.01",79.21,7,30.5,-1.342,-0.000375,134.072900158479
"CANDIDATE",12067960,"K07510.01",83.04,7,29.47,0.6485,-0.0005735,0.134257871064468
"FALSE POSITIVE",12071006,"K07511.01",88.75,18,49130,0,0,-1.792
"FALSE POSITIVE",12105785,"K07512.01",87.38,5,1321,1.781,-0.005942,836.931935019535
"FALSE POSITIVE",12157983,"K07514.01",68.79,7,14.56,1.102,-9.506e-05,0.453450520833333
"FALSE POSITIVE",12164751,"K07515.01",88.34,7,262.8,0,0,-1.599
"FALSE POSITIVE",12217907,"K07516.01",89.24,7,36510,2.4,0.003507,1602.56802201162
"FALSE POSITIVE",12251779,"K07517.01",89.19,7,3901,3.099,-0.0002693,754.21686746988
"FALSE POSITIVE",12268220,"K07518.01",76.2,7,657.6,-12.14,0.0003279,65.2789626343627
"FALSE POSITIVE",12302391,"K07519.01",88.81,7,81280,1.164,-0.004483,879.761015683346
"CANDIDATE",12304728,"K07520.01",75.92,26,14.8,0.1942,1.636e-05,0.12940943843923
"FALSE POSITIVE",12306808,"K07521.01",88.78,7,151300,3.428,0.003674,3278.59778597786
"FALSE POSITIVE",12306808,"K07521.02",88.3,7,-1.623,0,0.00233,1373.5899137359
"FALSE POSITIVE",12351927,"K07522.01",88.09,7,5623,8.6,-0.008125,597.185576077397
"FALSE POSITIVE",12353633,"K07523.01",44.57,13,3.068,-0.8113,5.175e-05,0.186625801058791
"FALSE POSITIVE",12353720,"K07524.01",79.47,5,97.65,-5.148,2.46e-05,11.4573753095154
"FALSE POSITIVE",12356746,"K07525.01",59.65,7,-87.25,0,-0.0006329,1482.17636022514
"FALSE POSITIVE",12356914,"K07526.01",89.94,7,51490,0,0.1943,-1.009
"FALSE POSITIVE",12365000,"K07527.01",79.58,7,131.8,-0.08378,0.0005819,0.385616438356164
"FALSE POSITIVE",12365015,"K07528.01",88.19,7,308.5,0,-3.25e-06,-0.04347
"FALSE POSITIVE",12367017,"K07529.01",66.09,7,113.9,2.162,-0.006022,5.75018661358547
"FALSE POSITIVE",12367310,"K07530.01",85.58,7,4361,0.2807,-0.00104,1200.62532569046
"FALSE POSITIVE",12403968,"K07531.01",78.97,7,26.73,0.3672,0.0002013,0.0909065743944637
"FALSE POSITIVE",12418662,"K07532.01",79.21,7,9341,3.478,0.004109,1842.53127299485
"FALSE POSITIVE",12418816,"K07533.01",88.85,7,41.18,0,0,-0.3254
"FALSE POSITIVE",12470530,"K07536.01",89.85,7,115100,0,-0.1492,-0.8409
"FALSE POSITIVE",12506342,"K07538.01",69.95,7,44.65,0.7299,-0.01448,0.197546012269939
"CANDIDATE",12555616,"K07540.01",87.09,7,23.29,0.6869,4.149e-06,0.148059454995871
"FALSE POSITIVE",12557713,"K07541.01",87.55,7,10010,9.354,0.001791,716.08643457383
"FALSE POSITIVE",3458687,"K07543.01",74.63,5,0,0,-4.393e-05,0.117170971709717
"FALSE POSITIVE",3749508,"K07544.01",77.24,5,5.212,0,-0.0002087,0.427321428571429
"FALSE POSITIVE",3749508,"K07544.02",83.09,5,20.01,-0.3362,3.561e-05,0.134504492423226
"FALSE POSITIVE",3955867,"K07545.01",87.94,58,11360,1.565,0.0005088,110.713055459869
"FALSE POSITIVE",4074294,"K07547.01",55.54,5,18.68,0.553,-4.116e-05,0.188857244571022
"FALSE POSITIVE",4380560,"K07548.01",65.61,7,29.17,0.262,0.000157,0.054601226993865
"FALSE POSITIVE",4483235,"K07550.01",88.6,7,12.29,0.4841,-1.876e-05,0.0901063829787234
"FALSE POSITIVE",5024414,"K07555.01",84.96,74,20.03,0,-0.0003393,0.264131088394468
"FALSE POSITIVE",5268955,"K07557.01",27.5,5,10.21,0.8211,1.805e-06,11.0897435897436
"FALSE POSITIVE",5598645,"K07560.01",61.88,58,-4.484,0,-4.827e-05,0.114717789949988
"FALSE POSITIVE",5908086,"K07563.01",66.74,5,2.712,0,2.613e-06,0.504705299653294
"FALSE POSITIVE",6590362,"K07570.01",68.31,7,10.79,0.3275,-0.0009826,0.286354238456237
"FALSE POSITIVE",6628740,"K07571.01",80.35,7,6.355,0.1046,5.742e-06,0.0961451247165533
"FALSE POSITIVE",7031126,"K07573.01",81.85,7,0.2775,-0.4429,-6.34e-06,0.0405885100420364
"FALSE POSITIVE",7031208,"K07574.01",71.81,7,14.27,0.212,0.0001204,0.0457595718402635
"FALSE POSITIVE",7031742,"K07575.01",75.66,7,0,0,3.831e-05,0.0456268475047818
"FALSE POSITIVE",7032568,"K07576.01",61.47,7,0,0,-2.384e-06,0.0812921890067502
"FALSE POSITIVE",7032687,"K07577.01",75.3,7,0,0,-8.169e-05,0.0314406041243102
"FALSE POSITIVE",7116282,"K07579.01",64.73,7,0,0,-0.000182,0.0409436834094368
"FALSE POSITIVE",7116859,"K07580.01",38.48,7,-13.36,0,3.923e-05,0.0751193317422434
"FALSE POSITIVE",7133286,"K07581.01",89.36,13,36710,0.7783,0.00296,9.23897911832947
"FALSE POSITIVE",7214090,"K07583.01",57.87,7,55.32,0.6384,-0.002468,0.16056338028169
"FALSE POSITIVE",7281694,"K07584.01",43.55,7,8.513,-0.2317,-2.865e-05,0.198826903023983
"FALSE POSITIVE",7362450,"K07585.01",71.58,7,0.04539,-1.416,2.393e-05,0.0950939935809262
"CANDIDATE",8096395,"K07587.01",89.74,13,86.99,1.95,-0.0001034,1.3432183908046
"FALSE POSITIVE",8649876,"K07595.01",53.41,5,21.39,1.512,3.53e-05,2.04928664072633
"FALSE POSITIVE",8868686,"K07598.01",57.7,7,10.81,1.587,7.53e-05,0.370659952292605
"FALSE POSITIVE",9246715,"K07601.01",88.04,7,26530,1.248,0.01005,2272.72727272727
"FALSE POSITIVE",10253638,"K07608.01",65.67,5,11.07,1.34,-4.592e-05,0.530860089835302
"FALSE POSITIVE",10341777,"K07610.01",50.68,7,1.105,0.2046,7.675e-05,0.250816993464052
"FALSE POSITIVE",10407271,"K07611.01",60.06,7,26.35,0.5326,1.396e-05,0.11113683723084
"FALSE POSITIVE",10471167,"K07612.01",89.99,13,0,0,0.0003179,0.0537444231994901
"FALSE POSITIVE",10471174,"K07613.01",87.79,7,-36.76,0,-3.712e-05,0.0481886890800104
"FALSE POSITIVE",10471345,"K07614.01",45.65,7,27.27,0.3593,-0.0003152,0.121583742116328
"FALSE POSITIVE",11463950,"K07616.01",47.92,18,40.47,1.993,4.254e-05,3.59571788413098
"FALSE POSITIVE",11621897,"K07618.01",78.83,7,48.58,1.934,-2.735e-05,0.685436499898724
"FALSE POSITIVE",1025986,"K07621.01",89.86,18,-2.804,0,2.306e-05,0.121843251088534
"FALSE POSITIVE",1293046,"K07622.01",89.61,7,337.4,0.3295,-0.01561,0.084782187802517
"FALSE POSITIVE",1434395,"K07623.01",72.24,29,19.66,0,-0.006847,0.694029850746269
"CANDIDATE",1723078,"K07624.01",89.8,5,233.2,0.9923,-0.0003089,0.242215336948102
"FALSE POSITIVE",1868404,"K07625.01",82.74,7,12.5,0.7745,-7.801e-05,0.174878048780488
"FALSE POSITIVE",1995712,"K07626.01",89.85,7,245,0.713,0.0001095,0.131830559757943
"FALSE POSITIVE",2140389,"K07627.01",54.81,7,16.44,-13.72,0.03182,224.27407030056
"CANDIDATE",2299738,"K07628.01",43.76,7,19.49,1.366,1.074e-05,0.492254733218589
"FALSE POSITIVE",2302758,"K07629.01",53.4,18,3.269,-1.155,-0.0002614,0.175181488203267
"CANDIDATE",2302997,"K07630.01",87.77,54,57.46,0.5949,0.0002854,0.118622448979592
"FALSE POSITIVE",2308411,"K07631.01",62.7,7,11.94,0.3386,0.0006536,0.134857866591613
"FALSE POSITIVE",2446134,"K07632.01",89.13,7,81.41,0.6365,5.78e-05,0.112959381044487
"FALSE POSITIVE",2449053,"K07633.01",44.63,7,8.309,0.1958,0,0.117678571428571
"FALSE POSITIVE",2569995,"K07634.01",89.95,7,1516,1.271,-0.01231,0.543484965304549
"CANDIDATE",2577353,"K07635.01",88.33,7,65.38,1.031,0.001167,0.224053452115813
"CANDIDATE",2696205,"K07636.01",89.72,7,9.76,0.1231,0.0001675,0.0487595419847328
"FALSE POSITIVE",2711131,"K07637.01",88.01,18,30.83,0.6597,0.001163,0.176297485286249
"CANDIDATE",2834805,"K07638.01",87.65,5,23.43,1.082,-3.878e-06,0.247071352502662
"FALSE POSITIVE",2854839,"K07639.01",82.26,13,27.68,0.7567,0,0.188834154351396
"FALSE POSITIVE",2859299,"K07640.01",75.64,7,19.57,0.7595,-0.0004477,0.424088093599449
"CANDIDATE",2984990,"K07641.01",81.88,7,26.29,0.3906,8.165e-05,0.0930686274509804
"FALSE POSITIVE",3003019,"K07642.01",38.3,7,16.07,0.3034,-0.0002306,0.103297769156159
"FALSE POSITIVE",3102309,"K07643.01",37.41,13,10.15,0.1142,-5.665e-05,5.54083515009224
"CANDIDATE",3110177,"K07644.01",78.85,7,27.42,0.5116,0.0002286,0.100653594771242
"CANDIDATE",3129238,"K07645.01",88.35,7,28.97,0,-1.261e-05,-0.04475
"FALSE POSITIVE",3218844,"K07646.01",89.74,7,217.5,0.3592,-0.0001769,0.068503169185763
"FALSE POSITIVE",3230095,"K07647.01",87.02,7,35.08,0.3836,3.02e-05,0.0832181259600614
"CANDIDATE",3232249,"K07648.01",75.34,7,36.64,0.3169,-0.0002893,0.0829609950489071
"FALSE POSITIVE",3235282,"K07649.01",89.89,7,541.5,0.2713,-0.004984,3.03878863306368
"FALSE POSITIVE",3241647,"K07650.01",62.07,7,7.35,0.1272,-3.747e-05,0.1007205649229
"FALSE POSITIVE",3248696,"K07651.01",89.6,7,230.1,2.336,-0.002179,1.22107969151671
"FALSE POSITIVE",3345973,"K07652.01",84.85,18,50.73,1.564,0.00104,0.56760791143177
"FALSE POSITIVE",3347807,"K07653.01",89.51,5,51.61,1.001,3.666e-05,0.245227963525836
"FALSE POSITIVE",3353454,"K07654.01",42.42,15,569.6,2.464,0.0004934,2.84507392222636
"FALSE POSITIVE",3439126,"K07655.01",89.87,7,1338,1.308,-0.0002852,0.445864106351551
"FALSE POSITIVE",3448456,"K07656.01",69.78,7,126.7,0.4772,-0.0008042,0.0955101526043637
"FALSE POSITIVE",3531231,"K07657.01",82.86,7,331.7,3.031,-0.002046,1.71170793117919
"FALSE POSITIVE",3542542,"K07658.01",74.34,7,39.61,0.552,-0.0006291,0.121192052980132
"FALSE POSITIVE",3644631,"K07659.01",89.52,7,458.6,1.457,-9.457e-05,0.389721627408994
"FALSE POSITIVE",3644738,"K07660.01",88.91,7,405.7,2.444,-0.0009072,1.49057177615572
"FALSE POSITIVE",3645282,"K07661.01",64.99,7,17.93,0.6093,0.0008241,0.200837520938023
"CANDIDATE",3660581,"K07662.01",88.62,5,164,1.158,-0.0001645,1.85608026293029
"FALSE POSITIVE",3663141,"K07663.01",51.49,15,22.62,1.017,0,0.248712871287129
"FALSE POSITIVE",3732972,"K07664.01",74.57,29,30.83,0,0.0002299,0.215295515295515
"FALSE POSITIVE",3750350,"K07665.01",89.74,7,89.71,0.6413,-9.699e-05,0.119379574764726
"FALSE POSITIVE",3751231,"K07666.01",85.43,7,54.87,0.3793,0.0005524,0.0850567107750473
"CANDIDATE",3762750,"K07668.01",79.71,7,53.29,0.624,0.0004572,0.121455576559546
"FALSE POSITIVE",3839294,"K07669.01",89.62,29,221.8,1.899,-0.0003501,0.667944349801249
"CANDIDATE",3848083,"K07670.01",83.78,7,37.94,0.4512,3.518e-05,0.0931324110671937
"FALSE POSITIVE",3851194,"K07671.01",48.74,18,4.174,-0.7973,-4.067e-05,0.158326415407604
"FALSE POSITIVE",3852476,"K07672.01",89.57,5,130.6,0.6873,-0.0001402,0.151430348258706
"CANDIDATE",3852872,"K07673.01",89.2,7,64.38,0.4452,0.0001885,0.106199807259878
"FALSE POSITIVE",3858943,"K07674.01",84.63,7,118,1.769,-0.000327,0.542517006802721
"FALSE POSITIVE",3859042,"K07675.01",70.95,7,161.4,0.2097,-0.001179,5.37327188940092
"CANDIDATE",3934657,"K07676.01",82.07,7,15.72,0.8381,-6.015e-05,0.184637362637363
"FALSE POSITIVE",3967501,"K07677.01",61.17,7,52.14,-0.5049,3.997e-06,52.5130679533575
"CANDIDATE",4048898,"K07678.01",87.73,18,15.62,0.8934,1.864e-06,0.175345268542199
"CANDIDATE",4054784,"K07679.01",81.51,7,21.66,0.7381,0.0001482,0.174778917580474
"CANDIDATE",4072271,"K07680.01",89.5,13,89.9,1.36,3.562e-05,0.307368421052632
"CANDIDATE",4073017,"K07681.01",83.67,7,38.05,0.6481,-6.495e-05,0.14283305227656
"FALSE POSITIVE",4073089,"K07682.01",88.52,7,358,0.1613,0,33.9494163424124
"FALSE POSITIVE",4136659,"K07683.01",87.5,7,14.99,0.8968,0.0003435,0.245630026809651
"FALSE POSITIVE",4141587,"K07684.01",87.59,72,46.82,-0.6109,4.365e-05,0.207776838546069
"CANDIDATE",4141593,"K07685.01",86.43,7,34.36,1.633,-9.032e-05,0.90456639295013
"CANDIDATE",4141593,"K07685.02",80.1,7,18.2,1.422,-9.931e-05,1.42548262548263
"FALSE POSITIVE",4144873,"K07686.01",89.66,29,680.9,0.788,1.17e-05,0.22293401665599
"CANDIDATE",4252671,"K07687.01",85.4,18,16.7,1.122,6.545e-05,0.266760228867537
"FALSE POSITIVE",4281068,"K07689.01",48.97,18,902.5,-2.798,0,888.049450549451
"FALSE POSITIVE",4284980,"K07690.01",65.71,7,23.93,0.6167,-1.559e-05,0.131391200951249
"FALSE POSITIVE",4355503,"K07691.01",89.94,54,1110,0.9863,-0.001498,0.213422428820453
"FALSE POSITIVE",4373195,"K07692.01",41.62,18,1.095,-0.9393,0,1.18006430868167
"CANDIDATE",4384909,"K07693.01",85.01,7,99.42,0.3575,9.035e-07,0.0794315245478036
"FALSE POSITIVE",4386607,"K07694.01",80.15,7,60.59,0.8195,0.0002982,0.167461669505963
"FALSE POSITIVE",4390912,"K07695.01",67.8,29,61.19,0,-8.444e-05,0.404591836734694
"FALSE POSITIVE",4472143,"K07696.01",89.9,18,201.2,0.2542,0.0007089,0.0490377761938703
"FALSE POSITIVE",4574319,"K07697.01",52.99,7,7.409,0.2066,-0.0005041,0.123959646910467
"FALSE POSITIVE",4651399,"K07698.01",89.92,72,953.6,0.3708,0.000444,0.0845977820806196
"FALSE POSITIVE",4670267,"K07699.01",88.08,7,0,0,0,-0.883
"CANDIDATE",4670361,"K07700.01",89.88,7,245.8,1.497,0.0004474,0.502479338842975
"FALSE POSITIVE",4730442,"K07702.01",87.02,13,8.716,0.6071,0.0002567,0.226333505955464
"CANDIDATE",4742188,"K07703.01",89.83,7,240.3,0.4979,4.541e-05,0.0950126796280642
"CANDIDATE",4742452,"K07704.01",82.21,7,21.31,0.6374,2.142e-05,0.126712328767123
"CANDIDATE",4762283,"K07706.01",89.6,7,336.6,0.4466,-0.0009282,0.0869029275808937
"FALSE POSITIVE",4774646,"K07707.01",81.79,7,22.74,0.9652,0.0004894,0.395188101487314
"CANDIDATE",4813793,"K07708.01",87.26,5,11.66,0.5137,-5.782e-05,0.119491353001017
"FALSE POSITIVE",4840156,"K07709.01",81.68,7,4.949,0.4314,-0.0008173,0.212605435801312
"FALSE POSITIVE",4851283,"K07710.01",68.78,15,0,0,-0.0002909,0.0837925445705024
"CANDIDATE",4940203,"K07711.01",89.51,7,72.6,1.368,0.000413,0.370601589103292
"FALSE POSITIVE",5009688,"K07713.01",78.99,7,11.44,0.539,-5.327e-06,0.167709118311982
"FALSE POSITIVE",5024429,"K07714.01",69.23,7,42.81,0.8905,-0.0003212,0.209638554216868
"CANDIDATE",5091479,"K07715.01",86.43,7,53.99,0.9563,9.275e-05,0.194117647058824
"CANDIDATE",5097856,"K07716.01",89.59,7,99.73,1.558,0.0006008,0.467119219346627
"FALSE POSITIVE",5120225,"K07717.01",25.34,13,125.6,-0.4369,-0.01169,205.818965517241
"FALSE POSITIVE",5126932,"K07718.01",52.73,15,40.6,0.6479,-1.021e-05,0.150376940133038
"FALSE POSITIVE",5168498,"K07719.01",89.03,7,105.2,0.593,-0.00062,0.769188767550702
"FALSE POSITIVE",5185765,"K07720.01",89.63,5,42.21,0.4553,-0.0002335,0.0784235379585906
"FALSE POSITIVE",5201593,"K07721.01",57.68,18,-2.615,0,-0.0001252,0.182706766917293
"FALSE POSITIVE",5273713,"K07722.01",72.27,18,206.4,0.8999,0.002525,0.157393483709273
"FALSE POSITIVE",5276332,"K07723.01",89.7,5,57.86,1.046,-0.0002151,0.240533333333333
"FALSE POSITIVE",5301093,"K07724.01",89.81,7,330,0.9302,-0.0007941,0.239985190670122
"FALSE POSITIVE",5305399,"K07725.01",89.14,7,361.9,2.251,-0.001503,2.22197140707299
"FALSE POSITIVE",5389632,"K07726.01",72.41,7,121.5,0.6167,-0.0009771,0.126269574125567
"FALSE POSITIVE",5444491,"K07727.01",54.14,7,0,0,0.0001374,0.0973745173745174
"FALSE POSITIVE",5456319,"K07728.01",53.66,7,8.733,0.647,0.00035,0.18593008200259
"FALSE POSITIVE",5460434,"K07729.01",67.95,18,10.03,1.148,1.479e-05,0.241803663691874
"FALSE POSITIVE",5512513,"K07730.01",64.87,7,99.13,0.921,5.802e-05,0.235674975720298
"FALSE POSITIVE",5513861,"K07731.01",88.04,56,-173.3,0,0,-0.4915
"FALSE POSITIVE",5529552,"K07732.01",78.01,7,-1.502,0,1.739e-05,0.0832931726907631
"FALSE POSITIVE",5617259,"K07733.01",70.4,7,8.316,-1.351,-6.132e-05,0.0800168634064081
"FALSE POSITIVE",5653795,"K07734.01",72.29,5,29.8,0.84,-1.559e-05,0.234170190274841
"CANDIDATE",5687986,"K07735.01",89.84,5,102.7,0.5608,-0.0003043,0.109861751152074
"FALSE POSITIVE",5709103,"K07736.01",57.93,18,17.71,1.764,-3.047e-05,0.431742136961856
"FALSE POSITIVE",5716508,"K07737.01",89.43,7,2193,0,0,0.191418893488897
"FALSE POSITIVE",5730380,"K07738.01",70.83,5,24.18,1.5,3.982e-07,0.589166258769783
"FALSE POSITIVE",5736801,"K07739.01",86.27,7,35.09,0.3581,-0.001558,0.0729781771501925
"FALSE POSITIVE",5774375,"K07740.01",88.59,7,-628.5,0,-0.01934,-0.5716
"FALSE POSITIVE",5806800,"K07741.01",89.59,18,95.46,0.7994,0.003756,0.158208092485549
"FALSE POSITIVE",5817957,"K07742.01",89.27,7,917,2.478,0.0006538,1.77877094972067
"FALSE POSITIVE",5823557,"K07743.01",63.63,7,9.806,0.8353,1.254e-05,0.179424157303371
"CANDIDATE",5877292,"K07744.01",87.41,7,63.11,0.5007,1.207e-05,0.0903026559604694
"FALSE POSITIVE",5879448,"K07745.01",89.64,5,100.2,1.4,-1.159e-05,0.478691983122363
"CANDIDATE",5881307,"K07746.01",89.87,7,292.9,0.5722,0.00011,0.107096584216726
