"koi_disposition","kepid","kepoi_name","tce_plnt_num","tce_impact","tce_ingress","tce_model_chisq","tce_insol","tce_sradius","tcet_model_chisq","tce_mesmedian","tce_minmesd","tce_bin_oedp_stat","tce_albedo","boot_mesmean","tce_rb_tcount3","tce_fwm_stat","tce_fwm_sra","tce_fwm_srao","tce_fwm_prao","tce_impact_sn","tce_duration_sn","tce_depth_sn","tce_eqt_sn","tce_insol_sn","tce_slogg_sn","tce_smet_sn","tce_albedo_sn","tce_fwm_srao_sn","tce_fwm_sdeco_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"FALSE POSITIVE",10857342,"K03739.01",1,0.1,1.173,-1,29084.83,3.278,1086000,-18.41,1.401,0,0,-1,0,0,19.334102,0.02957,0.0007223,-0.1,-5,-102200,-3330,-29084.83,7.13461538461538,-1.42857142857143,0,51.3368055555556,-110.078534031414,0,0.22375748502994
"FALSE POSITIVE",5215700,"K03740.01",1,0.1,0.856,-1,5125.28,0.999,42810,-8.527,0.3541,0,0,-1,0,0,19.90203,0.09413,-0.03554,-0.1,-2.5,-289000,-2160,-5125.28,21.2857142857143,0.0571428571428571,0,141.336336336336,-1717.17171717172,0,3.79249329758713
"FALSE POSITIVE",8780959,"K03741.01",1,0.9996,4.34,44840,1927.33,1.345,957400,-0.651,1.512,134.7,0.01529,-1,1,0,20.022886,27.77,0,128.483290488432,235.549525101764,274.277168494516,10.7643312101911,2.68579988851728,22.1578947368421,-1.13333333333333,0.724644549763033,1063.9846743295,-0.40462962962963,0,114.443342776204
"FALSE POSITIVE",8780959,"K03741.02",2,0.8761,0.1864,3832,789.47,1.345,43710,-0.109,2.968,1.346,6.209,-1,0,0,20.022153,-0.2235,0,3.6534612176814,8.91277258566978,28.042644944897,10.7142857142857,2.6858202354222,22.1578947368421,-1.13333333333333,1.53081854043392,-0.557356608478803,0.299635761589404,0,1.76878947368421
"CANDIDATE",8780959,"K03741.03",3,0.9045,0.4048,3038,339.26,1.345,41890,-0.2796,2.18,0.9593,23.03,-1,0,0,20.022159,0.02367,0,10.133318395698,14.189345686161,21.7714285714286,10.6862745098039,2.68571880937302,22.1578947368421,-1.13333333333333,1.94182124789207,0.0457833655705996,0.387186629526462,0,1.0724838012959
"FALSE POSITIVE",8780959,"K03741.04",4,0.1,0.04983,-1,141.28,1.345,39230,-0.1266,8.484,0,0,-1,0,0,20.022242,3.17,0,-0.1,-3.5,-240.4,-879,-141.28,22.1578947368421,-1.13333333333333,0,1.82183908045977,-0.37234375,0,6.03614173228346
"FALSE POSITIVE",5565486,"K03742.01",1,0.1,0.5355,-1,3622.83,1.174,160700,-0.9429,0.9672,0,0,-1,0,516380,19.958594,2.252,0.1604,-0.1,-3.5,-35480,-1980,-3622.83,25.7647058823529,-0.733333333333333,0,3167.36990154712,1819.75736568458,2.11214953271028,167.593423019432
"FALSE POSITIVE",4935914,"K03743.01",1,0.9036,1.405,1551,493.68,1,13510,-0.3921,1.839,1.033,10.33,-0.0287,0,1805.5,19.670206,3.223,0.04622,8.11859838274933,88.6715052066898,130.101930166992,2764976.95852535,0,0,1.06666666666667,2.27533039647577,187.383720930233,-99.9099099099099,-0.0107433628318584,137.117142857143
"FALSE POSITIVE",11303811,"K03744.01",1,0.9046,0.3261,9672,347.92,0.591,195200,0.2,0.7795,0.1308,7.864,0.11891,0,1049.6,19.670759,-0.3587,0.003758,29.4562031911429,17.6303571428571,45.2260766834926,22.1774193548387,5.54896331738437,93.4,-3.4,6.13416536661466,-4.06689342403628,-1.30479041916168,5.79559748427673,3.49465174129353
"FALSE POSITIVE",2437783,"K03745.01",1,0.9103,2.063,1818,179.25,1,26400,-0.249,3.625,0.8706,17.94,-0.059733,0,1203.5,19.350166,1.455,-0.02408,4.26170411985019,103.904282115869,166.921768707483,1420091.32420091,0,0,1.06666666666667,1.31140350877193,104.676258992806,-127.985074626866,0.159872611464968,2.1096062992126
"FALSE POSITIVE",12062660,"K03746.01",1,0.9314,3.397,13710,622.66,1,77650,-0.441,1.642,0.1156,1.183,-0.52863,0,61172,19.471445,1.822,0.0121,12.0741508944776,343.254168772107,316.860015467904,6512820.51282051,0,0,1.06666666666667,3.66594360086768,1598.24561403509,2121.00840336134,0.162872928176796,124.651399491094
"FALSE POSITIVE",9777087,"K03747.01",1,0.9547,1.68,1083,86.76,0.624,23810,-0.4022,2.488,0,22.64,-1,0,11757,19.631465,4.893,-0.151,5.40906515580737,72.0317188169739,130.463121783876,20.1554404145078,5.04125508425334,67,-2.46666666666667,1.14807302231237,119.051094890511,-80.8411214953271,3.52436194895592,48.8458083832335
"FALSE POSITIVE",4247807,"K03748.01",1,1,3.914,50510,632.61,0.825,755700,-0.8949,1.274,2403,0.2774,-1,0,232780,19.144235,-13.82,0.09282,15.6739811912226,7.29543336439888,1.83216957605985,14.4632768361582,3.611818441336,34.6153846153846,-0.857142857142857,1.24394618834081,-863.75,-478.620689655172,0.433425925925926,40.6842105263158
"FALSE POSITIVE",11547869,"K03749.01",1,0.9027,0.8663,153.5,2.1,0.268,5181,-0.002938,-1.153,0.3313,19.72,-0.063178,0,25.88,19.000513,-0.04666,0.002796,3.25180115273775,35.5925241322654,75.3321701784995,18.1656804733728,4.56521739130435,62.625,0.533333333333333,0.855902777777778,-0.558133971291866,-2.96782496782497,0.0675147928994083,1.73009575923393
"FALSE POSITIVE",7700590,"K03750.01",1,1,2.392,121500,1451.21,0.876,1402000,-38.86,0.8938,0,2.523,-1,0,0,0,0,0,64.1025641025641,241.788782213239,122.987012987013,11.6296296296296,2.92099754438227,26.1764705882353,-2.13333333333333,2.98969072164948,0,0,0,0
"FALSE POSITIVE",9053086,"K03751.01",1,0.7139,0.7875,27580,3980.81,1.281,43310,-9.549,0.7188,5.598,4.328,-1,0,0,20.048131,0.786,0,373.574045002616,688.821752265861,633.705392233926,10.4639175257732,2.60633380473497,23.6111111111111,-0.533333333333333,2.84736842105263,305.836575875486,19.71875,-0.1871,2.44402985074627
"FALSE POSITIVE",6314185,"K03752.01",1,0.1,0.2365,-1,2319.76,1.068,223100,-0.262,0.7895,0,0,-1,0,114730,19.949313,-6.701,0.01059,-0.1,-3,-8165,-1770,-2319.76,22.7368421052632,-1.53333333333333,0,-182.092391304348,-606.546275395034,575.696202531646,48.3100628930818
"FALSE POSITIVE",8620561,"K03753.01",1,0.5503,0.9549,65210,838.79,0.591,74120,-56.21,0.4531,1.723e-19,7.94,-1,2,0,0,0,0,6.39214775235219,990.663900414938,664.401019541206,22.9096989966555,5.73335611756664,77.6666666666667,-2.73333333333333,5.64722617354196,0,0,0,38.4488549618321
"FALSE POSITIVE",8937019,"K03754.01",1,0.8468,0.7807,2063,258.51,1,62260,-0.4946,3.829,0.01995,35.65,-0.00952,0,21390,18.986046,0.5695,0.01749,0.157105751391466,16.5869726915312,13.6060100166945,12846347.6070529,0,0,1.06666666666667,0.0726661231145536,237.291666666667,-1034.49367088608,-0.005765,73.7493074792244
"FALSE POSITIVE",9896435,"K03755.01",1,0.9011,1.57,647,19.16,0.764,33420,-0.2872,8.895,0.03935,123.2,-0.059135,0,527.27,19.608374,-0.3646,0.02627,10.6601206672187,188.362327534493,316.60983925962,21.491935483871,5.38202247191011,65,0.2,2.86778398510242,-10.7551622418879,10.4135135135135,-0.510727272727273,2.31782608695652
"FALSE POSITIVE",10352938,"K03756.01",1,0.6203,0.8275,4317,759.02,1.685,27700,-0.2224,2.698,1.173,4.039,-0.40515,0,1464,19.779827,1.014,0.005809,27.3984098939929,189.284805293968,241.235521235521,8.53503184713376,2.13064226364249,15.6923076923077,0.2,2.19989106753813,22.3841059602649,-12.9337748344371,-5.63225806451613,1.5978125
"FALSE POSITIVE",6863161,"K03757.01",1,0.9613,3.008,47170,25954.1,2.619,119800,-0.09153,1.028,1.648,0.07547,-0.064405,0,0,19.456888,-0.05122,0.0006898,16.0698762955533,69.3886966551326,76.1696545693048,8.35051546391753,2.08461476059632,16.5416666666667,0.1,1.58350818296265,-3.71159420289855,23.992,0,2.82769461077844
"FALSE POSITIVE",7840035,"K03758.01",1,0.9114,2.45,1806,66.1,0.927,34460,0.005902,2.869,0.005672,49.41,-0.0081958,0,5417.4,19.81856,1.315,0.007517,27.6014536644458,136.176715754376,178.767123287671,10.8345752608048,2.70790659565752,23.2105263157895,-0.733333333333333,2.60189573459716,111.440677966102,-173.396226415094,-1.08181818181818,95.6386913229018
"FALSE POSITIVE",8543279,"K03759.01",1,0.9674,1.202,3118,94.19,0.815,72540,-0.3153,3.922,1.441,56.05,-0.049189,0,0,18.929848,-7.776,0,21.4311032343819,88.6103943973461,177.936706597533,14.5155393053016,3.63387345679012,35.2307692307692,0.233333333333333,2.20149253731343,-333.733905579399,123.109756097561,0,3.52509410288582
"FALSE POSITIVE",8047283,"K03760.01",1,0.8998,0.8314,36290,2978.94,0.865,310300,-20.58,0.3219,1.948,2.888,-1,0,0,0,0,0,176.812733346434,174.209092813744,188.298086606244,9.64102564102564,2.41636248600769,21.6666666666667,-0.666666666666667,2.55801594331267,0,0,0,76.2489568845619
"FALSE POSITIVE",8308347,"K03761.01",1,0.1,1.12,-1,0.96,0.664,829000,-0.01864,2.793,0,0,-2.9994,0,53.707,19.659887,2.117,0.01131,-0.1,-15,-7980,-252,-0.96,65.7142857142857,-1.65714285714286,0,25.322966507177,14.3430656934307,0.486334610472542,10.4472727272727
"CANDIDATE",11518142,"K03762.01",1,0.5704,1.468,724.3,3.23,1.385,68050,-0.08341,1.621,1.03,302,-1.6468,0,512.23,19.777868,0.2682,-0.001891,9.71720613287905,105.602605863192,147.345132743363,12.6666666666667,3.16666666666667,23.1666666666667,0.8,2.12078651685393,3.3525,10.7524752475248,7.74153074027604,0.870814732142857
"FALSE POSITIVE",3114667,"K03763.01",1,0.1,0.5063,-1,508.81,0.616,277900,-70.24,0.3792,0,0,-1,0,0,19.399812,-0.1773,0,-0.1,-1.5,0,-1210,-508.81,77.3333333333333,-0.933333333333333,0,-137.441860465116,883.536585365854,0.09045,70.2333333333333
"FALSE POSITIVE",3344427,"K03764.01",1,0.6833,1.039,100300,0,3.584,117500,-111.3,0.2458,0,0,-1,0,0,0,0,0,14.1557903459706,399.192773399962,633.175159892717,0,0,10.25,-0.666666666666667,0,0,0,0,2.18056338028169
"FALSE POSITIVE",12109845,"K03765.01",1,0.496,0.9246,24990,432.44,0.469,32520,-27.42,0.366,3.576,8.929,-1,0,150.71,19.394616,0.1452,-0.009077,82.5840825840826,693.304535637149,645.161290322581,20.5673758865248,5.15668972096351,95.8,-7.36,10.2608595725121,43.3432835820895,-10.886524822695,-0.00559111111111111,0.0634289940828402
"FALSE POSITIVE",8323764,"K03767.01",1,0.8983,1.939,3134,101.21,0.8,33400,-0.04605,-1.411,0.1364,3.222,0.028062,0,4720,19.938626,-3.001,-0.00762,16.4644428152493,88.7643020594966,137.614314115308,17.8587196467991,4.46449051610057,45.1,-0.533333333333333,2.46896551724138,-443.934911242604,-490.381426202322,-0.218005952380952,0
"FALSE POSITIVE",5360082,"K03768.01",1,0.3926,1.846,16780,19.31,0.567,2453000,0.01548,6.164,2.718,189.5,-0.77531,0,226.3,19.405556,0.01315,0.0008144,49.715081676586,824.911868390129,288.230940044412,24.0990990990991,6.034375,78,-2.8,9.6881390593047,1.53621495327103,-8.19528301886792,-0.296146044624746,0.444005979073244
"FALSE POSITIVE",6543683,"K03769.01",1,0.9231,2.646,111700,3489,1.155,2869000,-6.041,0.7528,22.73,0,-1.3803,1,0,19.836087,-5.537,0,952.729899886469,606.741573033708,433.854166666667,9.84924623115578,2.46123675559757,19.4090909090909,-1.33333333333333,0,-593.461950696677,2266.15384615385,0,0
"CANDIDATE",5008245,"K03770.01",1,0.7227,0.2813,824.7,1406.46,1.236,5034,0.02404,0.4688,0.0001923,0.3698,-0.13885,0,156.58,19.395793,0.5423,-0.001053,8.9821029082774,40.1257673304387,140.518783542039,9.28571428571429,2.31939840696581,19.7727272727273,0.457142857142857,1.12026658588307,7.0337224383917,4.27206946454414,-4.57313432835821,12.7769679300292
"CANDIDATE",10555365,"K03771.01",1,0.5522,0.6747,3443,226.21,0.921,27510,-0.08832,3.154,0.1185,5.727,-0.054212,0,3012.3,19.91815,2.815,0.004678,9.9102656137832,65.8225780101291,140.679094540613,11.0133630289532,2.75328627069133,23.3157894736842,-1.06666666666667,2.58438628158845,268.095238095238,280.623608017817,0.420756302521008,22.0114537444934
"FALSE POSITIVE",5481426,"K03772.01",1,0.9998,1.795,8715,819.46,1,48740,-0.04117,0.2958,0,0.2852,-1,0,2789.1,19.976262,-2.501,-0.03096,2.93713278495887,98.5177051880319,41.7362950886489,5483870.96774194,0,0,1.06666666666667,1.1588785046729,-776.708074534161,339.823008849558,0.0025541958041958,84.5421195652174
"FALSE POSITIVE",10268903,"K03773.01",1,0.6209,0.4183,10660,106.63,0.419,41560,-5.076,0.6094,0.395,11.08,-1,0,11519,19.31427,2.439,0.02254,38.1857318573186,126.07861936721,231.134221644459,13.7647058823529,3.44078735075831,40.25,-0.4,4.02616279069767,402.475247524752,-434.10071942446,-0.327601314348302,74.832492431887
"FALSE POSITIVE",7220320,"K03775.01",1,0.1,0.225,-1,16052.98,2.221,76490,-68.24,0.45,0,0,-1,0,22493,19.807216,0.222,0.003258,-0.1,-2,-17790,-2870,-16052.98,7.24528301886792,0.133333333333333,0,302.040816326531,-1769.65517241379,-1.72612612612613,24.2067039106145
"FALSE POSITIVE",9291378,"K03776.01",1,1,4.892,23930,547.92,1.018,113500,-1.43,1.658,0.2911,0.3134,-0.43009,0,0,19.721925,-3.032,0.006215,0.0901713255184851,0.0168184943279477,0.00502553191489362,9.31818181818182,2.33754266211604,20.2727272727273,-0.2,1.09427374301676,-30.5337361530715,-403.68932038835,0,0
"FALSE POSITIVE",4075067,"K03777.01",1,1,2.343,1725,3774.68,4.832,69130,-0.07927,12.78,1.665e-06,7.493,-1,0,1967.8,19.724623,-0.2579,4.912e-05,66.0938532716457,77.1574440052701,15.934803451582,4.15800415800416,1.03864070991264,6.32142857142857,0.116666666666667,0.987220026350461,-3.32774193548387,-22.3149394347241,8.80357142857143,4.59329341317365
"FALSE POSITIVE",12405950,"K03778.01",1,0.9654,0.7249,3250,5689.47,2.629,50760,0.2457,1.641,0.2442,2.27,-0.11588,0,26.38,19.362001,-0.1124,0.0001106,170.444915254237,66.2402923709456,48.2172470978441,7.31788079470199,1.83272934605089,12.5333333333333,-1.53333333333333,1.87293729372937,-2.27070707070707,-0.0243758765778401,1.55190839694656,0.0992237673830594
"FALSE POSITIVE",5206233,"K03779.01",1,0.9402,1.294,3699,143.9,0.813,65720,-0.2803,3.403,2.36,81.97,0.0022771,0,12359,19.775989,7.84,-0.01773,172.260901429095,57.8935599284436,45.676591192726,11.900269541779,2.97621509824199,26.8823529411765,-0.6,3.18330097087379,65.8823529411765,-92.1238938053097,42.2521008403361,92.7796610169492
"FALSE POSITIVE",6775985,"K03780.01",1,0.9696,1.942,106.9,95.01,1.361,4797,-0.003883,4.828,1.318,16.5,-0.0088483,0,325.26,19.425783,-0.05621,-0.005578,23.0692362598144,54.8678818708492,89.3986448334274,10.1920614596671,2.54855150214592,22.3684210526316,-1.2,1.59574468085106,-0.61566265060241,-2.31034482758621,-2.39055555555556,2.30402877697842
"FALSE POSITIVE",3324644,"K03781.01",1,0.6915,0.9422,31120,17019.28,8.058,6092000,0.4168,1.41,48.48,0.09074,-1,0,138.9,19.059238,-0.1955,0.000237,108.589824120603,404.834471886495,87.378805919374,5.71709233791749,1.43175088163243,6.675,-0.4,1.43439772368005,-23.2738095238095,-21.2672413793103,-0.272909090909091,0.93896449704142
"FALSE POSITIVE",11357192,"K03782.01",1,0.973,1.604,136.1,9.84,2.99,73190,0.01113,-33.2,0.2604,21.43,-0.49973,0,92.66,19.672471,-0.4143,-0.004738,19.3247269116187,56.688460858809,102.816901408451,2.70658682634731,0.677685950413223,4.04444444444444,0.933333333333333,0.626425021923414,-4.99156626506024,6.27433628318584,1.03387096774194,1.00280991735537
"CANDIDATE",9533489,"K03783.01",1,0.8528,0.3626,201.6,14.55,1.935,61060,-0.008782,91.23,0.006835,113.9,-1.1056,0,3.3498,19.644919,0.06372,-8.115e-05,15.9163867114595,17.1067387093486,63.6648075091824,9.86138613861386,2.46610169491525,21.5263157894737,0.685714285714286,2.07430340557276,0.841743725231176,-0.941828571428571,-0.355,0.651076294277929
"FALSE POSITIVE",5688997,"K03784.01",1,0.9775,1.72,93.8,60.51,1.166,4705,-0.005634,-1.026,0.5687,12.18,0.10065,0,0.50884,19.056116,-0.189,0.0001404,15.6650641025641,48.118091506926,94.3756526928241,10.3795620437956,2.5958815958816,22.6842105263158,-0.333333333333333,1.18137730358875,-0.672597864768683,-1.22203389830508,0.234869109947644,0.895667107001321
"FALSE POSITIVE",4073730,"K03785.01",1,0.9657,3.51,38250,9951.16,3.798,312400,-0.4682,1.492,0,0.1815,-1,0,0,19.70656,-48.92,0,146.673754556501,27.5529382282922,20.1424731182796,6.2807881773399,1.56871016610625,9.48648648648649,-0.914285714285714,0.508545811151583,-40.7666666666667,-4.58247422680412,4.24054982817869,137.897471910112
"FALSE POSITIVE",2854948,"K03786.01",1,0.9969,2.091,15390,1006.18,0.786,197000,-18.5,0.8937,0.6265,28.06,-1,0,2.4342,19.465576,-1.477,0.0001612,7.10042735042735,3.37530266343826,2.71823603831556,12.3076923076923,3.08105459778914,28.625,-1.2,0.122053066550674,-1.24117647058824,-0.753571428571429,-0.373004694835681,2.64317073170732
"FALSE POSITIVE",7813039,"K03787.01",1,0.9396,0.8236,94.5,2.78,0.918,69550,0.004852,-4.875,0.05681,106.8,-0.4916,0,4.8427,19.229278,0.1411,-0.0007813,25.9917012448133,46.7366628830874,107.305489593519,19.1279069767442,4.79310344827586,40.7272727272727,0,1.90103239587042,1.6877990430622,1.98569856985699,-0.218826291079812,0.747988826815642
"FALSE POSITIVE",9405541,"K03788.01",1,0.9999,2.016,9298,0,117,1727000,0.09412,5.43,0.0001072,0,-0.93225,0,138340,19.495537,-15.64,0.01837,68.7689133425034,359.358288770053,36.4182692307692,0,0,1.28571428571429,0.08,0,-219.047619047619,183.785557986871,-66.7948717948718,29.9684981684982
"FALSE POSITIVE",8906045,"K03789.01",1,0.9098,0.8452,32780,1206.77,1.138,9398000,-0.9318,1.156,0.3288,0,-1,0,235.43,19.885499,-1.884,0.0003488,41.926267281106,32.4525474525475,17.583421145065,11.3636363636364,2.84447849145551,25.2941176470588,-0.466666666666667,0,-15.072,-18.7109826589595,6.33960396039604,5.60858333333333
"FALSE POSITIVE",7296094,"K03790.01",1,0.7188,0.9715,12210,3045.11,1,43430,-0.3038,0.5031,0,0.5634,-1,0,16.324,19.719192,-0.6178,-0.0005122,23.0680359435173,142.344322344322,174.592617226472,8437500,0,0,1.06666666666667,10.7765876052028,-222.230215827338,-410.580204778157,-0.00312218309859155,106.819736842105
"CANDIDATE",5437945,"K03791.01",1,0.5072,1.329,781.8,2.14,1.393,88180,0.009289,105.6,1.106,8308,-2.4352,0,59.506,19.231658,0.08958,-0.001068,6.70190274841438,148.534423994547,101.967729240457,9.08823529411765,2.27659574468085,16.64,-1.26666666666667,2.19150619889211,1.42190476190476,-4.67286821705426,-0.0264845360824742,2.79385093167702
"CANDIDATE",5437945,"K03791.02",2,0.1735,0.8034,1436,5.41,1.393,69880,0.01163,49.41,26.71,408.2,-2.0245,0,21.232,19.231656,-0.006093,-0.0005352,0.238160603980782,93.6786654960492,69.4296265900698,9.08878504672897,2.27310924369748,16.64,-1.26666666666667,1.5803329461866,-0.0674004424778761,-3.41939252336449,-0.0950961538461539,1.64145922746781
"FALSE POSITIVE",12009347,"K03792.01",1,0.9511,0.7486,3364,61.58,0.733,87800,-0.09051,2.784,9.176,29.87,0.061628,0,121.73,19.289915,0.2342,-0.004084,14.8146417445483,47.7207523111253,134.62657613967,25.5,6.38134715025907,76.1666666666667,1.33333333333333,1.7305909617613,3.40902474526929,2.85185185185185,-1.01530612244898,0.991355704697987
"FALSE POSITIVE",4037163,"K03793.01",1,0.906,0.846,60100,4777.14,1,113600,-65.96,0.2563,0.0423,3.776,-1,0,43702,19.005344,0.04447,0.0006239,0.695852534562212,210.552513688402,38.1465517241379,7653429.60288809,0,0,1.06666666666667,0.267801418439716,23.9086021505376,-1037.19512195122,-0.0550793650793651,55.3728682170543
"CANDIDATE",12557548,"K03794.01",1,0.9,0.3984,29670,1009.85,0.66,152300,-5.241,0.315,0.07925,0,-0.6345,0,14.389,19.39775,0.05467,-0.0007176,95.5008488964346,54.6058091286307,100.105540897098,27.3764258555133,6.83161953727506,115.5,-0.6,0,0.977996422182469,18.8565965583174,-0.117867383512545,0.33252427184466
"FALSE POSITIVE",3338660,"K03795.01",1,0.1,1.476,-1,1839.69,1.171,2176000,-105.9,1.11,0,0,-1,0,213870,19.365036,3.764,1.186,-0.1,-5,-194200,-1670,-1839.69,22.5263157894737,-0.733333333333333,0,3726.73267326733,-2599.53161592506,-0.430095541401274,39.6994444444444
"FALSE POSITIVE",3338674,"K03796.01",1,0.9494,4.328,50990,17331.1,5.721,1668000,-5.841,0.7765,0.0009194,0.03679,-1,0,0,19.363053,-88.35,0.3048,345.739257101238,294.287657259436,226.566579634465,13.1981981981982,3.29333318131375,20.7142857142857,-0.666666666666667,3.31143114311431,-701.190476190476,522.832369942197,0,122.077598828697
"FALSE POSITIVE",5546277,"K03797.01",1,0.9953,1.427,2416,156.07,0.919,56700,-0.1767,3.671,0.5249,76.43,-0.0036876,0,33353,19.691687,16.82,-0.003746,20.0100522718134,11.9115191986644,14.9827228749136,10.3563218390805,2.58822553897181,22.6,-0.0666666666666667,0.405894848645778,37.9683972911964,-173.886554621849,172.115384615385,112.786908077994
"FALSE POSITIVE",5475736,"K03798.01",1,0.9278,0.8515,23200,506.79,0.839,173900,-2.012,1.289,1.649,26.07,-1,0,0,19.90204,-129.9,0,82.1061946902655,48.9571544058205,62.082200543739,13.2385120350109,3.30867663380558,29.7333333333333,-2.26666666666667,3.51584625758597,-421.753246753247,184.579439252336,-182.296650717703,123.266475644699
"FALSE POSITIVE",9049673,"K03799.01",1,0.9465,2.413,28420,896.38,0.777,320800,-4.147,0.775,0,0.7768,-1,0,298170,0,117.2,-0.2306,285.176257909009,79.7422339722406,52.1315789473684,17.7664974619289,4.42875494071146,50.2222222222222,-0.914285714285714,3.32107738349722,945.161290322581,-857.894736842105,596.560846560847,0
"FALSE POSITIVE",9593759,"K03800.01",1,0.006394,0.7858,7768,0,9.67,73140,-0.3761,1.332,1.457,0,-1,0,55124,19.607145,-0.4249,-0.2068,0.0171604938271605,656.963613550816,765.143824027073,0,0,5.90909090909091,-0.96,0,-88.5208333333333,20.0164203612479,0.950497512437811,1.70491620111732
"CANDIDATE",8827930,"K03801.01",1,0.5358,0.6631,276.2,1.93,1.22,67750,-0.01038,191.7,0.2578,880.5,-2.7486,0,1.4005,19.680459,-0.1257,-0.0007501,3.77058409570725,34.6183450930083,84.8970251716247,14.3333333333333,3.57407407407407,26.5625,0.666666666666667,1.96847753185781,-0.710169491525424,-1.71827956989247,0.1842287694974,0.655
"FALSE POSITIVE",5020044,"K03802.01",1,1,2.812,21470,1441.87,1.078,104500,-0.7768,0.9468,0.8564,0.2815,-0.28642,0,0,19.619578,-33.51,0,305.343511450382,6.56549147793603,2.13507625272331,9.93670886075949,2.48945941746232,21.0952380952381,-0.266666666666667,1.77939317319848,-368.241758241758,-289.528301886792,0,102.411594202899
"FALSE POSITIVE",6286155,"K03803.01",1,0.9918,2.662,3367,1178.55,5.922,122900,-0.242,6.893,0.05565,2.712,-0.021999,0,367060,19.479284,54.31,-0.05865,30.3395533802386,42.7367576243981,45.3434471133586,29.1015625,7.29842704978945,101.333333333333,-1.7,1.30259365994236,522.211538461538,616,-476.643835616438,113.831091180867
"FALSE POSITIVE",7831363,"K03804.01",1,0.9709,1.06,427.2,1181.5,1.098,5655,-0.3101,1.331,0,11.47,-1,0,3.8073,19.65167,0.3435,-0.0006779,27.7004279600571,42.7390076643808,63.716814159292,10.6428571428571,2.67543760331514,22.7894736842105,-1.93333333333333,1.75355450236967,2.8155737704918,0.38875,-0.0770485436893204,0.863466850828729
"FALSE POSITIVE",4663185,"K03805.01",1,1,3.788,1080,599.37,13.55,72710,0.01164,-7.717,0.0009991,0.1851,-1.0915,0,38497,19.605097,-8.147,0.03978,242.777373148823,8.08817250213493,2.51299656694458,12.2330097087379,3.05349228182791,15.625,0.1,1.31090651558074,-152.565543071161,81.6911764705882,-0.293947368421053,50.3548387096774
"FALSE POSITIVE",5305471,"K03806.01",1,0.899,4.964,1592,2,0.811,69470,-0.05153,28.48,32.41,5932,-0.90987,0,21.134,19.929582,0.2168,0.000582,107.087552114354,64.1089108910891,58.9713617767388,15.4591836734694,3.84615384615385,34.6153846153846,-1.53333333333333,4.23714285714286,1.31393939393939,-5.73662790697674,1.87447306791569,0.195324519230769
"FALSE POSITIVE",10581918,"K03807.01",1,0.1,0.5486,-1,12985.57,2.324,2922000,-25.37,0.7865,0,0,-1,0,0,0,0,0,-0.1,-2.5,0,-2720,-12985.57,12.6451612903226,-0.857142857142857,0,0,0,0,0.105112443778111
"FALSE POSITIVE",3851949,"K03808.01",1,0.6572,4.778,7281,86.27,3.866,76870,-0.03393,1.621,0.1263,73.93,-0.17395,0,0.26123,19.460223,-0.02853,1.529e-05,82.7812067010959,374.024414648789,225.2703120173,3.86567164179104,0.964880885806957,5.59677419354839,0.0666666666666667,0.973275408109532,-1.73963414634146,-0.329142857142857,0.0384862385321101,0.436426886792453
"FALSE POSITIVE",9097892,"K03809.01",1,0.9147,0.1314,11090,2557.33,1.157,73400,0.5447,0.8582,5.693e-06,0.8036,-0.1522,0,28571,19.664177,13.63,-0.003235,8.88058252427184,10.0867052023121,37.7376577728072,10.4022988505747,2.60383448388213,21.65,-0.866666666666667,2.04166666666667,69.1878172588832,-163.592233009709,162.80163599182,82.4520743919885
"FALSE POSITIVE",5769943,"K03810.01",1,0.8999,0.642,1089,110.98,0.389,4493,-0.1719,0.2563,0.06345,0.3248,0.17462,0,25.708,18.916689,-0.1523,0.004702,4.71893025694809,31.672422298964,107.582631237848,43.3507853403141,10.8273170731707,162.333333333333,-3,0.94090382387022,-1.93274111675127,-1.11739788199697,0.177848101265823,2.21883211678832
"CANDIDATE",4638237,"K03811.01",1,0.9407,1.091,56.49,2.02,1.263,68180,0.0132,79.9,0.03387,534.8,-0.1639,0,6.0205,19.076874,0.01214,-0.0003577,28.9268142681427,32.1591746499632,40.3765690376569,12.4081632653061,3.10769230769231,22.1578947368421,0.466666666666667,1.99403430275913,0.0635602094240838,1.70150753768844,-0.440692640692641,1.32704761904762
"FALSE POSITIVE",6148271,"K03812.01",1,0.9824,2.928,1949,2568.51,1.228,4816,-0.08174,0.7704,0.04252,0.1935,-1.6388,0,6160.5,19.882505,21.36,-0.03295,53.449401523395,47.1958098307816,56.2320916905444,9.62962962962963,2.39747419119981,21.7,-0.2,1.17486338797814,103.68932038835,-30.4833333333333,23.1260162601626,156.581709145427
"CANDIDATE",5386904,"K03813.01",1,0.9337,1.279,489.8,681.96,1.207,4647,-0.08829,2.788,0.01122,5.017,0.22876,0,264.14,19.863328,1.943,-0.003327,121.212514604699,36.0372093023256,56.9069462647444,9.55882352941176,2.3897396362617,20.7619047619048,-0.266666666666667,2.21991150442478,10.5597826086957,5.11044776119403,-5.48681055155875,27.180412371134
