"koi_disposition","kepid","kepoi_name","tce_period","tce_num_transits","tce_model_snr","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_prao","tce_prad_sn"
"FALSE POSITIVE",4861736,"K00634.01",6.27782,213,201.2,0,39.918618,-0.01749,2.97283856159143
"CANDIDATE",5020319,"K00635.01",16.7199,63,52.53,0,40.194608,9.759e-05,5.08396383096512
"FALSE POSITIVE",5090690,"K00636.01",12.0117,111,1847,0,40.263188,-1.778e-05,2.8536443148688
"FALSE POSITIVE",5098444,"K00637.01",26.9492,49,575.8,0,40.2678,-0.003538,15.9951024042743
"CANDIDATE",5113822,"K00638.01",23.6415,46,67.88,0,40.236362,-0.0002369,7.254699442264
"CANDIDATE",5113822,"K00638.02",67.0933,15,53.7,0,40.236453,-0.0005064,7.15787304204452
"CANDIDATE",5120087,"K00639.01",17.9798,72,50.9,0,40.228096,2.42e-05,5.56293590169379
"CANDIDATE",5121511,"K00640.01",30.9967,44,54.63,0,40.288561,-0.0002643,5.11078898322634
"CANDIDATE",5131180,"K00641.01",14.8518,94,81.76,0,40.234605,-0.000598,14.8223072717332
"FALSE POSITIVE",5181817,"K00642.01",4.35045,309,36.13,0,40.346623,0.01597,2.97667451316071
"FALSE POSITIVE",5309353,"K00643.01",1.37638,948,41.24,0,40.428507,-0.0002139,4.23404804959959
"FALSE POSITIVE",5356593,"K00644.01",45.9779,30,1655,0,40.532603,0.00999,6.44578313253012
"CANDIDATE",5374854,"K00645.01",23.7832,45,31.05,0,40.592113,9.323e-05,4.6962569032522
"CANDIDATE",5374854,"K00645.02",8.50341,120,25.02,0,40.592188,8.717e-05,2.77361751152074
"FALSE POSITIVE",5384802,"K00646.01",3.04156,442,1904,0,40.51087,0.002108,5.88912133891213
"CANDIDATE",5531694,"K00647.01",5.16951,265,56.09,0,40.702708,-3.156e-05,4.56577645895153
"CANDIDATE",5531694,"K00647.02",8.11347,150,9.155,0,40.702987,9.565e-05,1.66929879974732
"FALSE POSITIVE",5596440,"K00648.01",10.4749,101,137.9,1,40.899153,-7.422e-05,1.71923360353721
"CANDIDATE",5613330,"K00649.01",23.4496,60,47.78,0,40.800592,6.491e-05,5.30266343825666
"CANDIDATE",5613330,"K00649.02",10.209,126,7.916,1,40.800323,0.0001574,2.03748376322138
"CANDIDATE",5786676,"K00650.01",11.9548,114,84.07,2,41.039943,-0.000109,2.29515246286161
"FALSE POSITIVE",5796186,"K00651.01",42.5592,32,111.6,0,41.036815,0.01782,2.11195407012508
"CANDIDATE",5796675,"K00652.01",16.0806,77,237.9,0,41.095193,-0.0006649,11.3384139080734
"FALSE POSITIVE",5893123,"K00653.01",1.12595,1186,34.27,0,41.133392,0.0008634,3.74098798397864
"CANDIDATE",5941160,"K00654.01",8.5948,123,32.35,0,41.23761,-0.0001095,7.33464309102816
"CANDIDATE",5941160,"K00654.02",10.2222,94,13.07,0,41.237536,0.0001515,1.65271755571241
"CANDIDATE",5966154,"K00655.01",25.6722,50,64.59,0,41.272837,5.255e-05,6.12428078250863
"CANDIDATE",5966154,"K00655.02",151.885,10,35.02,0,41.272802,8.93e-05,5.77970878346642
"FALSE POSITIVE",5966660,"K00656.01",1.90664,699,57.33,0,41.206079,0.0003367,5.27238403451996
"CANDIDATE",6020753,"K00657.01",4.06942,257,61.49,1,41.321831,-3.118e-06,10.0924974306269
"CANDIDATE",6020753,"K00657.02",16.2825,66,52.4,0,41.321682,-2.093e-05,11.2028985507246
"CANDIDATE",6062088,"K00658.01",3.16269,428,72.63,0,41.388076,1.586e-05,6.05655083099504
"CANDIDATE",6062088,"K00658.02",5.37064,232,56.04,0,41.388137,0.0001215,6.18252763928029
"CANDIDATE",6062088,"K00658.03",11.3298,115,15.49,0,41.388196,-8.028e-05,3.12377977352597
"CANDIDATE",6125481,"K00659.01",23.2058,58,39.06,0,41.417068,7.717e-05,2.45068890500363
"CANDIDATE",6267535,"K00660.01",6.07972,173,59.17,0,41.617152,-3.92e-05,4.11070923101116
"CANDIDATE",6347299,"K00661.01",14.4009,75,32.91,0,41.761677,6.235e-05,4.37147595356551
"CANDIDATE",6347299,"K00661.02",25.6615,43,11.75,0,41.761743,0.0001905,3.17460317460317
"CANDIDATE",6365156,"K00662.01",10.2142,131,65.89,0,41.727097,-8.312e-05,5.93082176690901
"CANDIDATE",6425957,"K00663.01",2.75564,372,97.56,0,41.860995,3.698e-05,14.114921223355
"CANDIDATE",6425957,"K00663.02",20.3065,48,52.19,0,41.861037,-0.0002759,15.6555944055944
"CANDIDATE",6442340,"K00664.01",13.1375,101,37.68,0,41.833932,-2.799e-05,4.3049225159526
"CANDIDATE",6442340,"K00664.02",7.78201,167,22.33,0,41.833831,-4.027e-05,3.16476345840131
"CANDIDATE",6442340,"K00664.03",23.443,53,11.97,0,41.833559,-3.541e-05,5.19230769230769
"CANDIDATE",6685609,"K00665.01",5.86805,224,84.55,0,42.166114,-1.246e-05,4.72909529247557
"CANDIDATE",6685609,"K00665.02",1.6119,775,35.04,1,42.16586,1.036e-05,3.96112311015119
"CANDIDATE",6685609,"K00665.03",3.07159,348,20.59,0,42.165926,7.606e-06,3.32145684877276
"CANDIDATE",6707835,"K00666.01",22.2481,62,65.55,0,42.131774,-8.797e-05,6.56976744186047
"CANDIDATE",6752502,"K00667.01",4.3052,301,198.8,0,42.234619,0.006347,40.1748138556167
"FALSE POSITIVE",6805146,"K00668.01",13.7797,99,2656,0,42.206493,0.0003771,2.58099352051836
"FALSE POSITIVE",6960445,"K00669.01",5.07439,270,70.46,0,42.426147,0.000674,1.76162046908316
"CANDIDATE",7033671,"K00670.01",9.48967,140,39.09,0,42.516221,-9.108e-05,4.41642228739003
"CANDIDATE",7040629,"K00671.01",4.22865,313,36.79,0,42.528059,-1.664e-05,4.60894941634241
"CANDIDATE",7040629,"K00671.02",7.46665,165,22.08,0,42.528081,-5.447e-06,2.89721066420095
"CANDIDATE",7040629,"K00671.03",16.2596,72,15.87,0,42.527874,-6.432e-05,2.53944020356234
"CANDIDATE",7040629,"K00671.04",11.1318,105,14.74,0,42.528219,3.06e-05,2.57058388765706
"CANDIDATE",7115785,"K00672.01",41.7495,34,66.88,0,42.640906,-0.0003588,7.76873354081877
"CANDIDATE",7115785,"K00672.02",16.0878,83,50.31,0,42.640714,-0.0003805,7.69076305220884
"FALSE POSITIVE",7115785,"K00672.03",0.566786,2295,12.73,0,42.640438,-2.314e-05,0.959703947368421
"CANDIDATE",7124613,"K00673.01",4.41747,304,57.09,0,42.624911,8.334e-05,3.12260273972603
"CANDIDATE",7277317,"K00674.01",16.3389,40,151.5,0,42.898213,7.997e-05,8.81729200652529
"FALSE POSITIVE",7385509,"K00675.01",1.65543,788,56.76,0,42.997691,0.05274,11.4241622574956
"CANDIDATE",7447200,"K00676.01",7.97252,166,294.6,0,43.083244,-0.0001321,15.1523297491039
"CANDIDATE",7447200,"K00676.02",2.45324,500,267,2,43.083252,-8.511e-05,14.997084548105
"FALSE POSITIVE",7466863,"K00677.01",11.9711,107,41.07,0,43.043648,-0.0003821,2.23279648609078
"CANDIDATE",7509886,"K00678.01",4.13853,321,43.7,0,43.16843,-6.079e-05,6.44563426688633
"CANDIDATE",7509886,"K00678.02",6.04048,213,35.79,0,43.168421,-2.623e-05,4.93827160493827
"CANDIDATE",7515212,"K00679.01",31.8048,44,49.71,0,43.141626,-2.196e-05,5.12716354645002
"CANDIDATE",7515212,"K00679.02",16.2581,76,9.269,0,43.141798,4.645e-05,2.32652235484524
"CANDIDATE",7529266,"K00680.01",8.60015,156,978.3,0,43.197294,-6.052e-05,2.83287613420553
"FALSE POSITIVE",7598128,"K00681.01",44.2582,28,1177,0,43.255425,0.0001223,2.85987748851455
"CANDIDATE",7630229,"K00683.01",278.124,4,47.94,0,43.258294,-0.0006366,6.21439831844456
"CANDIDATE",7730747,"K00684.01",4.0349,330,89.48,0,43.413399,4.069e-05,2.15780089153046
"CANDIDATE",7764367,"K00685.01",3.17392,422,61.31,12,43.493009,-2.922e-05,2.97416267942584
"CANDIDATE",7906882,"K00686.01",52.5135,24,799.6,0,43.646963,-0.002279,7.42030696576151
"CANDIDATE",7976520,"K00687.01",4.1784,318,36.52,0,43.71147,-0.0002972,3.77644458478055
"CANDIDATE",8161561,"K00688.01",3.27582,409,59.42,6,44.035905,3.626e-05,3.8115763546798
"CANDIDATE",8361905,"K00689.01",15.8736,41,35.57,0,44.387135,-0.0001165,4.27672955974843
"FALSE POSITIVE",8409588,"K00690.01",1.36083,978,256.3,0,44.409478,0.0002725,3.32378472222222
"CANDIDATE",8480285,"K00691.01",29.6663,46,80.07,0,44.59162,0.0002154,6.08444902162719
"CANDIDATE",8480285,"K00691.02",16.2255,81,16.67,0,44.591576,0.000156,3.8407029478458
"CANDIDATE",8557374,"K00692.01",2.46234,544,39.85,5,44.647246,-9.564e-05,3.92516507703595
"CANDIDATE",8557374,"K00692.02",4.82297,256,34.79,1,44.647255,-0.0001433,3.63666228646518
"CANDIDATE",8738735,"K00693.01",15.6606,80,46.81,0,44.955943,-4.113e-05,5.65696109615855
"CANDIDATE",8738735,"K00693.02",28.7797,46,23.4,0,44.95561,-2.275e-05,5.635103926097
"CANDIDATE",8802165,"K00694.01",17.4211,80,87.37,0,45.016913,0.0001288,6.31771033422974
"CANDIDATE",8805348,"K00695.01",29.9072,45,71.81,0,45.07955,-8.622e-05,7.34502570305413
"CANDIDATE",8869680,"K00696.01",7.03378,196,38.72,0,45.134755,-0.0002288,3.20891904992729
"CANDIDATE",8878187,"K00697.01",3.03209,216,44.12,4,45.154157,0.0002382,4.34555801454315
"FALSE POSITIVE",8891278,"K00698.01",12.7187,104,490.7,0,45.18923,-0.003918,2.55915119363395
"FALSE POSITIVE",8908102,"K00699.01",5.41458,251,431.9,0,45.11651,-0.0006577,1.75026068821689
"CANDIDATE",8962094,"K00700.01",30.8643,45,47.42,0,45.213669,-5.128e-05,7.183446571958
"CANDIDATE",8962094,"K00700.02",9.3606,136,37.32,0,45.21349,2.581e-05,5.50900404263139
"CANDIDATE",8962094,"K00700.03",14.6672,86,28,0,45.213686,-3.125e-05,2.73456121343445
"CANDIDATE",8962094,"K00700.04",68.1614,16,19.45,0,45.213643,-0.0001801,2.01014415376402
"CANDIDATE",9002278,"K00701.01",18.164,73,82.21,0,45.349719,1.586e-05,8.65310821181888
"CANDIDATE",9002278,"K00701.02",5.71489,230,64.76,0,45.349752,-5.808e-05,10.0240096038415
"CANDIDATE",9002278,"K00701.03",122.386,11,36.89,0,45.34976,4.283e-06,8.61572052401747
"CANDIDATE",9002278,"K00701.04",267.281,4,14.59,0,45.349593,9.522e-05,1.80949008498584
"CANDIDATE",9002278,"K00701.05",12.442,103,9.083,0,45.349555,8.053e-05,1.4700631395602
"FALSE POSITIVE",9053112,"K00702.01",1.27476,1053,14.34,1,45.307378,0,1.30569655950367
"FALSE POSITIVE",9162741,"K00703.01",1.36861,978,41.49,0,45.566994,-0.0001235,2.95351886929914
"CANDIDATE",9266431,"K00704.01",18.3963,70,59.28,0,45.719607,-0.0002095,10.0342205323194
"FALSE POSITIVE",9300285,"K00705.01",1.01264,1323,53.51,7,45.748266,-0.0004259,3.10809044569337
"FALSE POSITIVE",9426071,"K00706.01",28.7142,45,2053,0,45.964416,0.00147,3.33054074638233
"CANDIDATE",9458613,"K00707.01",21.7757,62,81.89,0,46.005212,6.44e-05,3.98198903680501
"CANDIDATE",9458613,"K00707.02",41.0278,35,44.75,0,46.005204,1.23e-05,4.03251318101933
"CANDIDATE",9458613,"K00707.03",31.7849,42,42.79,0,46.005341,-0.0002561,4.02127659574468
"CANDIDATE",9458613,"K00707.04",13.1755,94,39.64,0,46.005089,8.762e-05,3.46012679346013
"CANDIDATE",9458613,"K00707.05",5.66816,204,15.15,0,46.005294,9.245e-05,2.07739557739558
"CANDIDATE",9530945,"K00708.01",17.4066,76,63.1,0,46.129152,-1.345e-05,5.79644475426978
"CANDIDATE",9530945,"K00708.02",7.69361,168,45.86,0,46.129081,7.562e-05,5.65448658649399
"CANDIDATE",9578686,"K00709.01",21.3852,64,61.92,0,46.203531,0.0002813,11.5904042647712
"CANDIDATE",9590976,"K00710.01",5.37491,255,40.62,0,46.277528,-3.215e-05,3.93031476182461
"CANDIDATE",9590976,"K00710.02",8.58605,149,20.04,0,46.277729,1.73e-05,2.85611303344867
"CANDIDATE",9590976,"K00710.03",3.88683,312,16.54,0,46.27739,-8.57e-06,2.94335736354274
"CANDIDATE",9597345,"K00711.01",44.6997,26,59.19,0,46.266563,-0.0001234,5.32212885154062
"CANDIDATE",9597345,"K00711.02",3.6193,371,43.62,0,46.266473,-2.059e-05,4.73572377158034
"CANDIDATE",9597345,"K00711.03",124.526,11,34.28,0,46.266638,0.0001709,5.05333100192341
"FALSE POSITIVE",9640976,"K00712.01",2.17812,616,31.16,0,46.355996,0.0004977,2.99974404914256
"FALSE POSITIVE",9640985,"K00713.01",2.17811,616,55.72,1,46.326701,0.0007779,2.90685366499074
"CANDIDATE",9702072,"K00714.01",4.182,321,162.2,0,46.473638,-0.0002384,8.68413036856534
"FALSE POSITIVE",9834719,"K00715.01",1.62166,823,901.2,0,46.687823,0.0004539,3.04701120797011
"CANDIDATE",9846348,"K00716.01",26.8932,39,118.1,0,46.694521,-0.0003723,2.96098049024512
"CANDIDATE",9873254,"K00717.01",14.7075,88,33.23,0,46.717641,-9.965e-05,3.5053222945003
"CANDIDATE",9873254,"K00717.02",0.900369,1445,12.67,2,46.717631,-0.0001018,1.28821104699093
"CANDIDATE",9884104,"K00718.01",4.58547,297,68.31,0,46.762554,-6.827e-05,4.45990287439296
"CANDIDATE",9884104,"K00718.02",22.7145,55,50.17,0,46.762527,-1.763e-05,4.51364902506964
"CANDIDATE",9884104,"K00718.03",47.9036,28,24.99,0,46.762388,0.0001073,4.48061819103116
"CANDIDATE",9950612,"K00719.01",9.0342,147,84.69,16,46.895609,-3.563e-05,9.64821520951888
"CANDIDATE",9950612,"K00719.02",45.9026,29,39.57,2,46.895729,1.444e-05,12.3543495610535
"CANDIDATE",9950612,"K00719.03",4.15982,313,36.65,18,46.89559,5.917e-05,3.36643598615917
"CANDIDATE",9950612,"K00719.04",28.1224,47,25.35,2,46.895772,1.27e-05,10.8931860036832
"CANDIDATE",9963524,"K00720.01",5.69058,185,116.3,0,46.835191,0.0003961,12.4981631153564
"CANDIDATE",9963524,"K00720.02",10.0416,104,70.28,0,46.835219,0.0004243,9.50927964768795
"CANDIDATE",9963524,"K00720.03",18.3698,58,47.08,0,46.835293,0.0002107,4.16015625
"CANDIDATE",9963524,"K00720.04",2.7959,351,48.68,0,46.835195,0.0002612,5.81869510664994
"CANDIDATE",9964801,"K00721.01",13.7246,77,42,0,46.83425,0.0001806,5.79274611398964
"CANDIDATE",9965439,"K00722.01",46.4064,25,43.35,0,46.843113,0.0001251,5.42659082829719
"CANDIDATE",10002866,"K00723.01",10.0888,132,79.48,0,46.937793,8.422e-05,4.49854791868345
"CANDIDATE",10002866,"K00723.02",3.937,331,85.84,0,46.937771,-0.0001861,4.40136830102623
"CANDIDATE",10002866,"K00723.03",28.0819,43,57.67,0,46.937717,-3.615e-05,4.06899553814343
"FALSE POSITIVE",10005020,"K00724.01",6.97106,193,37.63,0,46.949909,-0.005722,3.38492990654206
"FALSE POSITIVE",10068383,"K00725.01",7.30498,188,245.8,0,47.040472,0.003276,6.19464188080919
"CANDIDATE",10157573,"K00726.01",5.11574,207,56.26,0,47.128536,-0.0009776,2.1993410214168
"FALSE POSITIVE",10191070,"K00727.01",1.21368,1104,14.27,0,47.231563,0.002562,1.65977410947003
"CANDIDATE",10221013,"K00728.01",7.18938,148,286.3,0,47.230304,-6.299e-05,3.08088235294118
"FALSE POSITIVE",10225800,"K00729.01",1.42379,747,70.04,0,47.244511,-0.001652,3.51842751842752
"CANDIDATE",10227020,"K00730.01",14.7876,69,29.36,0,47.279547,0.0001189,3.51424501424501
"CANDIDATE",10227020,"K00730.02",19.7238,51,17.93,0,47.279676,-0.0004468,2.89876183539694
"CANDIDATE",10227020,"K00730.03",9.84821,82,15.51,0,47.279332,0.0001536,3.03333725998351
"CANDIDATE",10227020,"K00730.04",7.38438,128,16.09,0,47.279455,4.733e-05,5.59339525283798
"FALSE POSITIVE",10259031,"K00731.01",7.06114,197,61.76,0,47.352191,0.01989,1.74916184090216
"CANDIDATE",10265898,"K00732.01",1.26024,1056,47.31,0,47.381576,-0.0001407,3.34680573663625
"CANDIDATE",10265898,"K00732.02",5.25456,241,11.13,0,47.38182,7.938e-05,1.47771317829457
"CANDIDATE",10265898,"K00732.03",3.29532,330,9.183,0,47.38136,0.0001069,1.06051660516605
"CANDIDATE",10271806,"K00733.01",5.92499,226,63.57,0,47.357633,-3.617e-05,13.0347648261759
"CANDIDATE",10271806,"K00733.02",11.3494,109,40.08,0,47.357526,5.137e-05,5.00652863271778
"CANDIDATE",10271806,"K00733.03",3.13296,402,23.17,1,47.357458,0.000201,4.49473684210526
"CANDIDATE",10271806,"K00733.04",18.6435,60,16.98,1,47.357455,-0.0005574,1.00742804085422
"CANDIDATE",10272442,"K00734.01",24.5436,55,49.69,0,47.307703,-0.0001853,3.35439863577089
"CANDIDATE",10272442,"K00734.02",70.2783,18,12.11,0,47.307487,0.0003537,0.638078349185878
"CANDIDATE",10287242,"K00735.01",22.3423,48,41.12,0,47.392219,-0.0004362,6.47457138740815
"CANDIDATE",10340423,"K00736.01",18.7942,72,36.66,0,47.457205,-0.0004108,9.573793589292
"CANDIDATE",10340423,"K00736.02",6.73895,193,20.79,1,47.457348,0.000522,5.56555269922879
"FALSE POSITIVE",10345478,"K00737.01",14.4984,91,113.3,0,47.408857,-5.608e-05,6.54503990877993
"CANDIDATE",10358759,"K00738.01",10.3393,107,42.57,0,47.491481,0.0001539,2.19360902255639
"CANDIDATE",10358759,"K00738.02",13.2869,79,30.77,0,47.491472,0.0001774,1.49288256227758
"CANDIDATE",10386984,"K00739.01",1.28708,1044,60.42,0,47.578509,0.0001706,5.80493110949964
"CANDIDATE",10395381,"K00740.01",17.6717,76,33.77,0,47.509856,-0.0008703,5.42746703046839
"FALSE POSITIVE",10418797,"K00741.01",23.3553,46,1080,0,47.553797,-0.006462,3.70636550308008
"FALSE POSITIVE",10419211,"K00742.01",11.5214,96,609.9,0,47.597389,1.263e-05,3.69763980438018
"FALSE POSITIVE",10464078,"K00743.01",19.404,71,320.1,0,47.635319,-0.0003808,9.4411619891679
"FALSE POSITIVE",10480982,"K00744.01",19.2214,55,1806,0,47.690276,-0.0005066,3.06038647342995
"FALSE POSITIVE",10480982,"K00744.02",2.03749,513,13.03,0,47.690719,0.0003049,2.3261573633073
"FALSE POSITIVE",10485250,"K00745.01",16.4698,66,237.6,0,47.66863,0.000746,8.91624532864366
"CANDIDATE",10526549,"K00746.01",9.27358,144,77.26,0,47.724506,0.0003377,9.10714285714286
"CANDIDATE",10583066,"K00747.01",6.0293,215,62.79,0,47.863205,-0.0001748,3.94107495069034
"FALSE POSITIVE",10583180,"K00748.01",2.69636,501,37.88,0,47.804153,0.0004651,6.80581438688036
"CANDIDATE",10601284,"K00749.01",5.34957,247,54.58,1,47.880883,0.0005461,9.01184628720023
"CANDIDATE",10601284,"K00749.02",3.94102,322,24.9,0,47.881095,-8.195e-05,6.1513640363743
"CANDIDATE",10601284,"K00749.03",8.10897,141,9.95,0,47.880954,-0.0007179,1.93084300858152
"CANDIDATE",10662202,"K00750.01",21.677,62,27.96,0,47.929109,-0.0006366,8.59958811415122
"CANDIDATE",10662202,"K00750.02",5.04404,262,9.483,0,47.928937,-6.039e-05,0.948356807511737
"CANDIDATE",10662202,"K00750.03",14.5167,86,9.233,0,47.929155,0.0006339,1.09794180269695
"CANDIDATE",10682541,"K00751.01",4.9968,208,26.87,0,47.946624,1.601e-05,5.11662679425837
"CANDIDATE",10797460,"K00752.01",9.48803,142,31.18,4,48.14191,-0.0002042,8.20218426211145
"CANDIDATE",10797460,"K00752.02",54.4184,25,20.69,0,48.141991,0.0006591,2.58398607484769
"FALSE POSITIVE",10811496,"K00753.01",19.8991,56,181.6,0,48.13412,0.0006529,3.39137645107794
"FALSE POSITIVE",10848459,"K00754.01",1.73695,621,530.4,0,48.285211,0.003022,3.91228070175439
"CANDIDATE",10854555,"K00755.01",2.52562,515,37.31,0,48.226263,7.735e-05,1.99037749814952
"CANDIDATE",10872983,"K00756.01",11.0943,95,59.64,0,48.22471,3.553e-05,2.90263543191801
"CANDIDATE",10872983,"K00756.02",4.13442,240,37.73,0,48.22458,-0.000159,3.05964912280702
"CANDIDATE",10872983,"K00756.03",2.56658,355,13.29,0,48.224762,-4e-05,1.22239624119029
"CANDIDATE",10910878,"K00757.01",16.0686,69,133.2,0,48.375778,0.0002628,10.7216850828729
"CANDIDATE",10910878,"K00757.02",41.197,26,38.71,0,48.37579,0.001115,11.2176870748299
"CANDIDATE",10910878,"K00757.03",6.25296,167,37.99,0,48.375832,0.0004233,3.35283107159569
"CANDIDATE",10987985,"K00758.01",16.0131,65,30.95,1,48.478489,-2.071e-05,6.04790419161677
"CANDIDATE",11018648,"K00759.01",32.6294,34,63.75,0,48.505812,0.0007855,4.39071130650434
"CANDIDATE",11018648,"K00759.02",91.7726,11,15.39,0,48.505714,0.0004113,2.64339459726163
"CANDIDATE",11138155,"K00760.01",4.95932,269,669.5,0,48.727566,0.0001057,6.25315179021684
"FALSE POSITIVE",11152159,"K00761.01",2.7013,387,47.01,3,48.78151,-0.006079,2.13228585909782
"CANDIDATE",11153539,"K00762.01",4.4988,238,28.18,0,48.791739,-0.00024,2.82342974706523
"FALSE POSITIVE",11242721,"K00763.01",19.6512,59,496.1,0,48.933834,0.0002051,3.1638846737481
"CANDIDATE",11304958,"K00764.01",41.4396,33,126.3,0,49.017297,-0.0002218,3.47675879396985
"CANDIDATE",11391957,"K00765.01",8.35388,127,39.92,0,49.277375,-0.0002519,4.21790565211041
"CANDIDATE",11403044,"K00766.01",4.12552,323,110.8,0,49.254001,-0.0001224,3.07667316439246
"CANDIDATE",11414511,"K00767.01",2.81651,474,1287,0,49.225378,-0.0003407,7.51354605659241
"FALSE POSITIVE",11442465,"K00768.01",33.9337,31,184.7,1,49.360813,-0.02468,8.18891311832893
"CANDIDATE",11460018,"K00769.01",4.28095,311,58.97,0,49.314102,0.0007337,3.72247972190035
"FALSE POSITIVE",11463211,"K00770.01",1.50635,882,141.8,0,49.351189,-0.001738,4.45027276542174
"FALSE POSITIVE",11465813,"K00771.01",670.647,3,268.4,0,49.316601,0.01749,6.64182580344667
"FALSE POSITIVE",11493732,"K00772.01",61.2562,13,76.24,0,49.479597,0.001003,1.8044113739038
"CANDIDATE",11507101,"K00773.01",38.3776,37,32.8,0,49.480618,0.0006653,4.96131528046422
"FALSE POSITIVE",11656840,"K00774.01",7.44265,180,977.1,0,49.733684,0.01282,3.17710493571132
"CANDIDATE",11754553,"K00775.01",7.87742,135,44.56,0,49.975824,0.0003156,5.02552204176334
"CANDIDATE",11754553,"K00775.02",16.3849,65,29.98,0,49.975829,0.0006006,3.27980608998637
"CANDIDATE",11754553,"K00775.03",36.4453,27,21.19,0,49.97559,-0.0001414,4.09260642270351
"CANDIDATE",11812062,"K00776.01",3.72873,357,360.4,0,50.05406,0.0005658,4.92711598746082
"CANDIDATE",11818800,"K00777.01",40.4195,36,83.3,0,50.080316,0.0005993,6.66576819407008
"CANDIDATE",11853255,"K00778.01",2.24338,472,39.86,1,50.149948,-0.0002447,7.82506833268255
"FALSE POSITIVE",11909839,"K00779.01",10.406,117,696.2,0,50.240948,-0.0002467,3.8357094365241
"CANDIDATE",11918099,"K00780.01",2.33744,578,74.21,0,50.230226,6.033e-05,8.18403412553321
"CANDIDATE",11918099,"K00780.02",7.24063,168,13.04,0,50.22996,0.0001624,1.01799775028121
"CANDIDATE",11923270,"K00781.01",11.5982,115,67.92,0,50.287475,-0.0002919,7.3539895804771
"CANDIDATE",11960862,"K00782.01",6.57531,205,211.2,0,50.321582,0.0004358,3.51904454486766
"CANDIDATE",12020329,"K00783.01",7.27504,188,234.5,0,50.49465,0.0006557,4.62830188679245
"CANDIDATE",12066335,"K00784.01",19.2715,67,30.73,0,50.531923,-0.0007601,14.0208574739282
"CANDIDATE",12066335,"K00784.02",10.0653,126,25.69,0,50.531917,0.0005277,10.5637840420449
"CANDIDATE",12070811,"K00785.01",12.3935,107,33.47,0,50.567888,0.0001935,4.67145421903052
"CANDIDATE",12110942,"K00786.01",3.68992,360,35.04,0,50.618259,0.0001686,3.45715121380521
"CANDIDATE",12366084,"K00787.01",4.43122,302,64.5,0,51.121966,0.0005042,4.98218104062723
"CANDIDATE",12366084,"K00787.02",11.3794,109,33.49,0,51.121985,-0.0004112,6.02718325261678
"CANDIDATE",12366084,"K00787.03",0.589371,2040,8.334,0,51.122139,-0.0002107,1.08620887309412
"CANDIDATE",12404086,"K00788.01",26.3944,51,45.06,0,51.250533,0.0003722,4.56409521078291
"CANDIDATE",12470844,"K00790.01",8.47238,159,45.17,0,51.31958,-0.0004791,4.20275162925416
"CANDIDATE",12470844,"K00790.02",60.4192,22,16.65,0,51.319592,0.0007018,1.55605381165919
"CANDIDATE",12644822,"K00791.01",12.6119,104,208.1,0,51.737685,0.001172,3.36493101913663
"FALSE POSITIVE",2440757,"K00792.01",1.43376,481,76.99,0,37.728457,-0.000206,5.634765625
"FALSE POSITIVE",2445129,"K00793.01",10.3187,130,33.81,0,37.711519,-0.006972,1.26030799801292
"CANDIDATE",2713049,"K00794.01",2.53916,528,37.02,0,37.905642,3.391e-05,5.20499479708637
"CANDIDATE",3114167,"K00795.01",6.77029,200,49.97,0,38.273428,0.0001981,5.8962932955236
"FALSE POSITIVE",3114661,"K00796.01",0.888578,1466,226.3,0,38.275152,-0.04777,7.91174785100286
"CANDIDATE",3115833,"K00797.01",10.1816,129,170,0,38.241643,0.0008078,3.56445672191529
"FALSE POSITIVE",3120431,"K00798.01",1.67092,780,34.77,2,38.270498,0.003484,5.35225806451613
"CANDIDATE",3246984,"K00799.01",1.62662,664,65.93,1,38.309915,-1.773e-05,3.52930056710775
"CANDIDATE",3342970,"K00800.01",2.71151,494,56.03,0,38.494748,-0.0003685,3
"CANDIDATE",3342970,"K00800.02",7.21204,165,45.06,0,38.494886,-0.0001094,2.9
"CANDIDATE",3351888,"K00801.01",1.62552,657,746.6,0,38.422793,-0.001345,6.86209193870753
"CANDIDATE",3453214,"K00802.01",19.6203,52,338,0,38.563415,-0.0108,7.47065101387407
"FALSE POSITIVE",3554600,"K00803.01",7.54436,140,12.24,0,38.602825,0,3.20786635652358
"CANDIDATE",3641726,"K00804.01",9.0293,146,51.54,0,38.728308,-0.0003815,4.69850458273034
"FALSE POSITIVE",3734868,"K00805.01",10.328,114,592.3,0,38.886419,0.001007,3.65630205441421
"CANDIDATE",3832474,"K00806.01",60.3252,22,278.2,0,38.947181,0.001074,10.9502262443439
"CANDIDATE",3832474,"K00806.02",143.201,9,113.4,0,38.947157,-0.0003323,10.7662740235586
"FALSE POSITIVE",3836375,"K00807.01",1.54039,842,34.09,1,38.9206,0.001675,3.10725370732268
"FALSE POSITIVE",3838486,"K00808.01",2.99024,454,39.67,0,0,-0.07562,3.83124287343216
"CANDIDATE",3935914,"K00809.01",1.59474,762,919.3,0,39.027346,-0.0009209,3.66091051805338
"CANDIDATE",3940418,"K00810.01",4.783,281,64.84,0,39.060762,-0.0002188,7.11465956974939
"CANDIDATE",4049131,"K00811.01",20.5058,69,71.24,0,39.153251,0.0001275,6.5343347639485
"CANDIDATE",4139816,"K00812.01",3.34022,398,65.38,0,39.278333,0.0005299,11.5657311669129
"CANDIDATE",4139816,"K00812.02",20.0604,59,28.29,0,39.27833,-0.001244,3.64598278335725
