"koi_disposition","kepid","kepoi_name","tce_period","tce_num_transits","tce_model_snr","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_prao","tce_prad_sn"
"FALSE POSITIVE",6947164,"K03531.01",70.5829,20,3472,0,42.493641,-0.001684,2.99017908723281
"FALSE POSITIVE",10748621,"K03532.01",286.179,0,-1,0,48.098087,0.09957,-40.97
"FALSE POSITIVE",4824268,"K03533.01",152.151,9,2848,0,39.992201,0.002438,2.8531328320802
"FALSE POSITIVE",6431670,"K03534.01",29.9113,0,-1,0,41.879343,0.01601,-38.41
"FALSE POSITIVE",7376500,"K03535.01",5.87712,131,4627,0,42.970612,-0.3854,1.57707040021133
"FALSE POSITIVE",7987086,"K03536.01",156.517,9,2409,0,43.762969,0.001686,3.46475195822454
"FALSE POSITIVE",7374746,"K03537.01",1.36695,835,6643,0,42.899883,-0.08461,6.88980263157895
"FALSE POSITIVE",8668810,"K03538.01",313.09,0,-1,0,44.873983,-0.1156,-36.72
"FALSE POSITIVE",8868907,"K03539.01",157.322,9,1344,0,45.120296,0.004362,3.16931216931217
"CANDIDATE",8868364,"K03541.01",421.428,4,2585,0,45.118681,0.001025,2.91402471789361
"FALSE POSITIVE",3964545,"K03542.01",3.01247,316,5539,0,39.089884,0.3184,3.40415704387991
"FALSE POSITIVE",9656397,"K03543.01",204.744,0,-1,0,46.384661,-0.004574,-57.57
"FALSE POSITIVE",3735629,"K03544.01",4.66419,0,-1,0,38.891189,0.2832,-195.3
"FALSE POSITIVE",8244173,"K03545.01",1.09207,0,-1,22,0,0,-31.43
"FALSE POSITIVE",7287391,"K03546.01",4.2861,267,3381,0,42.884107,-0.04413,8.82211538461539
"FALSE POSITIVE",6756202,"K03547.01",290.778,4,2205,0,42.300022,0.001214,6.90837282780411
"FALSE POSITIVE",10215869,"K03548.01",5.01724,36,3492,0,47.250002,0.02196,3.18368902439024
"FALSE POSITIVE",2307206,"K03549.01",204.029,0,-1,0,37.657246,0.2287,-43.98
"FALSE POSITIVE",7025540,"K03550.01",1.07411,1055,7484,0,42.562635,0,10.2367229312474
"FALSE POSITIVE",7620844,"K03551.01",58.6216,23,2126,0,43.260452,0.001832,3.74677716390424
"FALSE POSITIVE",6233466,"K03552.01",15.8734,48,3903,0,41.537958,0.1634,2.01153846153846
"FALSE POSITIVE",11249624,"K03553.01",65.5837,20,2012,0,48.985214,0.005043,6.95023247804374
"CANDIDATE",6426592,"K03554.01",394.678,0,-1,0,41.817556,0.03257,-38.73
"FALSE POSITIVE",8491745,"K03555.01",111.32,12,2332,0,44.556018,-0.002837,2.94568245125348
"FALSE POSITIVE",3970117,"K03556.01",110.295,10,1690,0,39.084344,0.04565,3.59333333333333
"FALSE POSITIVE",5534965,"K03557.01",243.821,6,2060,0,40.703723,-0.000885,5.57005891186323
"FALSE POSITIVE",9965206,"K03558.01",16.2275,56,2319,0,46.826455,-0.2531,5.62879669122399
"FALSE POSITIVE",4848423,"K03560.01",1.50183,320,15370,0,39.91002,-0.02069,5.93937460114869
"FALSE POSITIVE",11403216,"K03561.01",4.05325,279,3611,0,49.207067,-0.03258,2.92549019607843
"FALSE POSITIVE",9948002,"K03562.01",101.263,13,2213,0,46.889954,-0.006476,2.91256072172103
"FALSE POSITIVE",5264304,"K03563.01",120.582,10,1590,0,40.432416,-0.07758,6.13221780277054
"FALSE POSITIVE",10960995,"K03564.01",1.55855,731,2058,0,48.404779,0,6.53697101224616
"FALSE POSITIVE",9592575,"K03565.01",2.63757,435,4130,0,46.297012,0.04906,3.59630292188432
"FALSE POSITIVE",7898576,"K03566.01",4.32399,21,2270,0,43.690546,-0.009335,2.88462767657399
"FALSE POSITIVE",11671429,"K03567.01",112.464,13,3480,0,49.786554,0,4.51164407368787
"FALSE POSITIVE",9773869,"K03568.01",15.6513,52,1475,0,46.599537,-0.02299,2.94052310999642
"FALSE POSITIVE",6707942,"K03569.01",9.01422,73,1792,0,42.110952,0.004846,10.5818673883627
"FALSE POSITIVE",5023948,"K03570.01",1.82467,380,4856,0,40.157262,0,4.72989076464747
"FALSE POSITIVE",5113053,"K03571.01",1.59256,0,-1,0,0,0,-69.78
"CANDIDATE",4743508,"K03572.01",2.08608,585,1971,0,39.819222,0.03281,3.84584396401235
"FALSE POSITIVE",10068919,"K03573.01",43.5622,29,1464,0,47.005965,0.001121,3.10780423280423
"FALSE POSITIVE",7353970,"K03574.01",198.444,8,961.1,0,42.936425,0.02847,7.41625615763547
"FALSE POSITIVE",12316447,"K03575.01",17.9076,0,-1,0,51.007297,0,-51.47
"FALSE POSITIVE",10491554,"K03576.01",22.772,26,1260,0,47.658213,-0.22,2.67463479415671
"FALSE POSITIVE",9785454,"K03577.01",184.52,8,1430,0,46.543331,-0.004686,5.51470588235294
"FALSE POSITIVE",10464666,"K03578.01",131.736,10,1270,0,47.626189,-0.0006876,1.63651877133106
"FALSE POSITIVE",5024292,"K03579.01",2.15059,150,2789,0,40.183735,0,2.91544249372985
"FALSE POSITIVE",4659255,"K03580.01",198.014,7,1361,0,39.725313,-0.00515,0.981561000252589
"FALSE POSITIVE",8263746,"K03581.01",10.9938,0,-1,0,44.193516,0,-40.54
"FALSE POSITIVE",3428468,"K03582.01",114.909,13,1413,0,38.595579,0.006749,10.9737206085754
"FALSE POSITIVE",5130740,"K03583.01",210.306,5,1345,0,40.211982,-0.003312,3.79086809470124
"FALSE POSITIVE",9892471,"K03584.01",8.26808,158,1811,0,46.728745,-0.0007642,3.36320305052431
"FALSE POSITIVE",2019076,"K03585.01",3.56462,342,1256,0,37.442297,0.00172,3.66091954022989
"FALSE POSITIVE",7376490,"K03586.01",5.87712,228,798.3,0,42.970021,-0.1996,3.2095786151847
"FALSE POSITIVE",11968513,"K03587.01",1.03651,1088,682.1,7,50.305931,0.01105,1.28468263017864
"FALSE POSITIVE",9656543,"K03588.01",1.2723,214,2811,0,46.374183,0.05962,2.31222385861561
"FALSE POSITIVE",10751515,"K03589.01",56.4065,16,1305,1,48.032939,0.008456,10.2697759487883
"FALSE POSITIVE",3348093,"K03590.01",3.9822,157,-1,0,38.48087,0.002662,-35.67
"FALSE POSITIVE",6182846,"K03591.01",6.39911,163,1541,0,41.541769,-0.1681,2.69180327868852
"FALSE POSITIVE",9851126,"K03592.01",8.4803,128,3211,0,46.670314,0,5.14392698338404
"FALSE POSITIVE",3442054,"K03593.01",117.681,13,1367,0,38.569778,8.154e-05,2.92426187419769
"FALSE POSITIVE",4079530,"K03594.01",17.7273,25,1277,0,39.186344,0.05233,3.24179943767573
"FALSE POSITIVE",10677186,"K03595.01",100.401,9,1251,0,47.923897,0.01196,3.41639344262295
"FALSE POSITIVE",9025914,"K03596.01",11.3203,55,1648,0,45.349633,0.2684,3.6615969581749
"FALSE POSITIVE",9366988,"K03597.01",1.21906,639,1356,1,0,0,3.67272727272727
"FALSE POSITIVE",2437149,"K03598.01",18.7987,0,-1,0,37.769164,0.1803,-42.64
"FALSE POSITIVE",9715925,"K03599.01",6.30821,111,835.7,0,46.423955,-0.05357,8.54310344827586
"FALSE POSITIVE",9529733,"K03600.01",2.40455,38,2744,0,46.173081,-0.04119,3.05956552207428
"FALSE POSITIVE",9613070,"K03601.01",2.33209,39,1916,0,46.203409,-0.003599,3.4775619557937
"FALSE POSITIVE",10845188,"K03602.01",249.362,6,869.7,0,48.222916,-0.0009994,3.52829131652661
"FALSE POSITIVE",5730394,"K03603.01",2.7596,289,3452,0,40.957278,0,3.98644355009532
"FALSE POSITIVE",6956216,"K03604.01",4.81886,128,4293,0,42.489757,0.01548,2.26073483842408
"FALSE POSITIVE",6137704,"K03605.01",178.268,8,876.4,0,41.427258,-0.0472,6.61285909712722
"FALSE POSITIVE",10275074,"K03606.01",2.18157,43,2195,0,47.394714,0.001244,2.9556566230813
"FALSE POSITIVE",9110346,"K03607.01",0.895276,0,-1,0,45.408695,0,-139.1
"FALSE POSITIVE",10259301,"K03608.01",244.833,6,690.2,0,47.392673,0.007522,3.3195067264574
"FALSE POSITIVE",6233903,"K03609.01",2.99538,261,2408,0,41.589201,-0.1059,2.09970054606306
"FALSE POSITIVE",7212066,"K03610.01",3.84049,291,1427,0,42.786329,-0.05381,3.7320507458525
"FALSE POSITIVE",6675060,"K03611.01",10.4433,60,1320,0,42.146669,-0.0764,1.73103868413037
"FALSE POSITIVE",10518735,"K03612.01",19.515,33,1103,0,47.784626,-0.3822,5.19051651143099
"FALSE POSITIVE",6546508,"K03613.01",3.0536,374,973.4,0,41.951003,0.06461,5.62661650599577
"FALSE POSITIVE",9886224,"K03614.01",2.99267,207,1683,0,46.789921,0,1.66548237223285
"FALSE POSITIVE",3735634,"K03615.01",4.6642,291,529.9,0,38.895163,0.1193,3.14406065711879
"FALSE POSITIVE",6058875,"K03616.01",0.564933,2012,5836,0,41.390394,0,10.6862745098039
"FALSE POSITIVE",10735564,"K03617.01",1.67499,626,3818,0,48.00723,0.4191,3.19127600902482
"FALSE POSITIVE",9636559,"K03618.01",10.6363,56,1735,0,46.310147,0.2192,3.76691729323308
"FALSE POSITIVE",8095110,"K03619.01",2.10324,643,2291,2,43.928814,0.2722,4.86623486341876
"FALSE POSITIVE",11499263,"K03620.01",46.6982,23,930.6,0,49.45622,0.007665,6.343339121806
"FALSE POSITIVE",9775253,"K03621.01",4.39455,22,412.7,0,46.561698,0.00515,1.84327217125382
"FALSE POSITIVE",6677267,"K03622.01",3.12583,429,474.7,0,42.103305,0.02698,2.76338851022395
"FALSE POSITIVE",7732791,"K03623.01",1.03207,505,1258,2,43.417382,0.004631,11.9924018573238
"FALSE POSITIVE",8177798,"K03624.01",1.45021,246,2193,0,44.00568,-0.00116,3.61347233360064
"FALSE POSITIVE",10489521,"K03625.01",1.61224,274,-1,0,47.670156,0,-63.29
"FALSE POSITIVE",12643582,"K03626.01",44.1458,16,600.7,0,51.72609,0.1527,2.93817973669147
"FALSE POSITIVE",10091110,"K03627.01",4.21851,207,1120,0,47.023121,0.007822,3.08717379233759
"FALSE POSITIVE",10091110,"K03627.02",8.52999,93,593.7,0,47.02314,0.008214,3.02647657841141
"FALSE POSITIVE",3542574,"K03628.01",3.47142,0,-1,0,0,0,-54.56
"FALSE POSITIVE",3544694,"K03629.01",1.92286,326,1606,0,38.639583,-0.03772,2.67739239448391
"FALSE POSITIVE",10259029,"K03630.01",7.06115,92,841.6,0,47.34011,0.03217,2.68397435897436
"FALSE POSITIVE",8299947,"K03631.01",2.68279,235,932.8,0,44.224253,0.2982,30.0909090909091
"FALSE POSITIVE",3335813,"K03632.01",3.71102,360,582.5,0,38.407701,-0.004794,2.92110545005404
"FALSE POSITIVE",11858741,"K03633.01",1.78097,349,909.7,0,50.176994,0,615.070358601906
"FALSE POSITIVE",6363494,"K03634.01",0.907817,186,2489,0,41.765708,-0.008703,2.93203497615262
"FALSE POSITIVE",3327992,"K03635.01",2.11554,537,612.1,0,38.434657,0,6.04224058769513
"FALSE POSITIVE",5649206,"K03636.01",2.44675,256,1324,0,40.863086,0.2692,31.3103756708408
"FALSE POSITIVE",5193384,"K03637.01",21.379,0,-1,0,40.36341,-0.3791,-190.1
"FALSE POSITIVE",5181804,"K03638.01",4.35046,143,962,0,40.355668,0.04714,3.46335697399527
"FALSE POSITIVE",10491544,"K03639.01",22.7719,47,443,0,47.657848,-0.122,1.69086344285558
"FALSE POSITIVE",8052474,"K03640.01",245.438,6,582.3,0,43.854833,6.294e-05,3.62515937101572
"FALSE POSITIVE",3534118,"K03641.01",178.413,8,568.9,0,38.627621,0.057,5.31454107940873
"FALSE POSITIVE",3534118,"K03641.02",178.418,8,11.14,0,38.627436,0.001202,4.85676215856096
"FALSE POSITIVE",2441161,"K03642.01",2.19201,285,1032,0,37.701032,-0.0461,5.13466687667349
"FALSE POSITIVE",3231120,"K03643.01",3.9001,162,1096,0,38.377218,0.08715,3.52185792349727
"FALSE POSITIVE",12216706,"K03644.01",1.47104,235,2037,0,50.831033,-0.04125,1.56102003642987
"FALSE POSITIVE",5816806,"K03645.01",2.22772,353,1042,0,41.074904,0,774.344731817393
"FALSE POSITIVE",6531496,"K03646.01",14.324,44,745.2,0,41.946357,0,3.09598031173093
"FALSE POSITIVE",6531496,"K03646.02",14.324,44,323.8,0,41.946325,0,2.9342946537886
"FALSE POSITIVE",9661869,"K03647.01",20.4272,22,564.2,0,46.380794,0.0473,3.15735294117647
"FALSE POSITIVE",3097352,"K03648.01",4.02982,153,744.6,0,38.261226,-0.05532,3.20723684210526
"FALSE POSITIVE",6066379,"K03649.01",1.30385,479,1767,0,41.334127,0.1591,3.44014084507042
"FALSE POSITIVE",6227560,"K03650.01",2.40175,472,381.2,0,41.513588,-0.007636,7.32394366197183
"FALSE POSITIVE",5866104,"K03651.01",36.9772,19,286.8,0,41.172418,-0.06972,2.32262721039336
"FALSE POSITIVE",8256044,"K03652.01",16.3719,40,593,0,44.175648,0.1081,2.7312108559499
"FALSE POSITIVE",8780968,"K03653.01",2.61728,302,2422,1,44.986291,-0.1792,1.40780141843972
"FALSE POSITIVE",6960446,"K03654.01",5.07435,127,731.3,0,42.417745,0.003832,3.3458771444383
"FALSE POSITIVE",8264097,"K03655.01",2.89742,213,1012,0,44.144089,0,709.798270893372
"FALSE POSITIVE",6312521,"K03656.01",1.50776,521,1119,0,41.662665,0.05131,1.42678227360308
"FALSE POSITIVE",4579321,"K03657.01",2.11241,285,953.1,0,39.614699,-0.109,54.1921768707483
"FALSE POSITIVE",1575690,"K03658.01",1.1262,1007,620.9,0,37.188641,-0.003255,12.8151491797864
"FALSE POSITIVE",4386047,"K03659.01",2.90061,150,1008,0,39.443468,0.1916,3.36013986013986
"FALSE POSITIVE",5103998,"K03660.01",174.77,9,408.8,0,40.262817,0.01837,3.29916516960795
"FALSE POSITIVE",7910148,"K03661.01",4.25207,317,195.5,0,43.627548,0.02607,5.52031802120141
"FALSE POSITIVE",12459731,"K03662.01",14.1801,42,549.5,0,51.321925,-0.03958,0.932272599267812
"CANDIDATE",12735740,"K03663.01",282.526,5,443.9,0,51.962712,0.000304,6.86094224924012
"FALSE POSITIVE",4678875,"K03664.01",1.87887,0,-1,0,39.77486,0,-20.01
"FALSE POSITIVE",7812175,"K03665.01",17.7948,35,315.6,0,43.545289,0.01284,1.20305626302385
"FALSE POSITIVE",7708193,"K03666.01",7.94258,80,1136,0,43.398864,0.03028,1.57897827363476
"FALSE POSITIVE",11200767,"K03667.01",2.48953,545,166.4,0,48.853178,0,3.08560460652591
"FALSE POSITIVE",8589731,"K03668.01",4.46973,303,340.5,0,44.652626,-0.02475,1.7760736196319
"FALSE POSITIVE",4356766,"K03669.01",1.73179,656,1329,0,39.413716,-0.6763,3.30420969023034
"FALSE POSITIVE",2167890,"K03670.01",2.64828,111,340.1,0,37.514293,-0.0101,3.27514138185395
"FALSE POSITIVE",10383696,"K03671.01",8.48789,74,532.9,0,47.565188,-0.068,2.81493721083939
"FALSE POSITIVE",9777090,"K03672.01",5.50827,16,429.1,0,46.589382,-0.1598,4.06142728093948
"FALSE POSITIVE",11455484,"K03673.01",6.14281,104,821.2,0,49.388088,0.04045,489.536381197682
"FALSE POSITIVE",2446623,"K03674.01",175.066,8,329.4,0,37.793875,-0.003732,2.98714365567356
"FALSE POSITIVE",9596089,"K03675.01",20.8389,4,324.7,0,46.225498,-0.04059,4.94026788946543
"FALSE POSITIVE",5738506,"K03676.01",9.50151,0,-1,0,40.967062,-0.01023,-54.56
"FALSE POSITIVE",3340313,"K03677.01",30.5529,20,558.9,0,38.469674,2.929e-05,2.96489971346705
"CANDIDATE",4150804,"K03678.01",160.884,9,361.9,0,39.285303,-0.0003284,2.99154746423927
"FALSE POSITIVE",5021174,"K03679.01",4.04508,0,-1,0,40.165866,-0.006762,-54.56
"CANDIDATE",9025971,"K03680.01",141.241,8,342.4,0,45.309689,0.001324,6.90789473684211
"CANDIDATE",2581316,"K03681.01",217.832,7,490.8,0,37.860151,0.0001168,5.50589390962672
"CANDIDATE",2581316,"K03681.02",10.5141,125,20.37,0,37.860523,3.438e-05,3.90016103059581
"FALSE POSITIVE",8621353,"K03682.01",11.3443,56,433.4,0,44.774827,-0.07227,5.17149569303054
"CANDIDATE",10795103,"K03683.01",214.312,6,277.1,0,48.17821,6.559e-05,5.60463697376449
"FALSE POSITIVE",9394601,"K03684.01",0.876837,1293,2064,1,45.983837,0,3.17502365184484
"FALSE POSITIVE",8494410,"K03685.01",208.869,7,368.2,0,44.523463,-0.0001308,3.44382197323374
"CANDIDATE",8494410,"K03685.02",7.25933,182,35.33,0,44.523326,-9.808e-05,3.33458083832335
"FALSE POSITIVE",9719636,"K03686.01",3.35157,185,592.8,0,46.457674,-0.007844,3.20846477392219
"FALSE POSITIVE",2452440,"K03687.01",8.09704,78,464,0,37.721716,0.01522,4.10027952480783
"FALSE POSITIVE",5020034,"K03688.01",2.1191,284,1207,0,40.193141,0.06269,3.61166875784191
"CANDIDATE",7017372,"K03689.01",5.24091,16,372.4,0,42.545706,-0.0003154,3.30432556949066
"FALSE POSITIVE",9715939,"K03690.01",12.893,56,432.1,0,46.42537,0.0008159,3.34651507661888
"FALSE POSITIVE",4751083,"K03691.01",4.53242,97,746.4,0,39.801569,0.002191,2.99839098954143
"CANDIDATE",5903301,"K03692.01",1.16015,1051,607,1,41.13836,0.006027,3.55813488092856
"FALSE POSITIVE",7695087,"K03693.01",4.03277,283,97.06,0,43.297016,-0.1031,1.57120933087784
"FALSE POSITIVE",6200709,"K03694.01",3.72355,172,570.9,2,41.525621,0.03166,3.43510054844607
"FALSE POSITIVE",8043052,"K03695.01",2.24462,596,334.2,0,43.801423,-0.0002191,7.34641638225256
"FALSE POSITIVE",5435816,"K03696.01",181.852,7,274,0,40.605519,0.000931,2.85883467550924
"FALSE POSITIVE",8559589,"K03697.01",223.112,6,248.5,0,44.647503,-0.0001457,2.59752120026093
"FALSE POSITIVE",4372765,"K03698.01",15.6406,30,393.5,0,39.415911,0.07274,3.00604490500864
"FALSE POSITIVE",2438490,"K03699.01",3.31573,101,284.4,0,37.761314,-0.03486,2.95981452859351
"FALSE POSITIVE",3838496,"K03700.01",2.99026,210,962.3,2,38.929785,-0.3604,103.925378935095
"FALSE POSITIVE",6470521,"K03701.01",2.08044,645,769,0,41.812784,0.08447,2.8428207306712
"FALSE POSITIVE",2449090,"K03702.01",4.94404,123,702.4,0,37.70657,0.03719,3.31513157894737
"FALSE POSITIVE",5652260,"K03703.01",4.46459,140,347.6,0,40.860709,-0.02725,3.28692803767018
"FALSE POSITIVE",2569494,"K03704.01",1.52331,281,492.4,0,37.849208,0,5.89014134907855
"FALSE POSITIVE",6470516,"K03705.01",2.08041,0,-1,0,41.822977,0,-115.4
"FALSE POSITIVE",7770471,"K03706.01",1.1578,0,-1,0,43.477094,0,-48.1
"FALSE POSITIVE",5130380,"K03707.01",19.9791,30,358.8,0,40.287341,-0.01259,3.64354558382051
"FALSE POSITIVE",6314173,"K03708.01",1.43325,0,-1,0,0,0,-106.9
"FALSE POSITIVE",2576107,"K03709.01",205.583,7,229.8,0,37.88756,0.01375,3.040871074641
"FALSE POSITIVE",9532421,"K03710.01",4.30907,137,277.7,0,46.161087,0.003829,7.35064935064935
"FALSE POSITIVE",5653849,"K03711.01",111.038,12,556.5,0,40.845664,0.07095,6.31765749778172
"FALSE POSITIVE",2437060,"K03712.01",3.18711,164,629.8,0,37.776882,0,1.74766355140187
"FALSE POSITIVE",8127648,"K03713.01",1.02347,607,630.2,0,43.935517,-0.1143,1.86182833217027
"FALSE POSITIVE",11564013,"K03714.01",1.75054,648,119.9,19,49.532003,-0.003379,3.93615591397849
"FALSE POSITIVE",4937143,"K03715.01",9.84894,26,247.2,0,40.037226,-0.006261,3.17335319782909
"FALSE POSITIVE",8719324,"K03716.01",10.2327,129,212.8,0,44.825785,-0.0001217,2.5559229721844
"FALSE POSITIVE",8719324,"K03716.02",10.2329,132,53.66,0,44.825784,0.0002352,2.58202628232302
"FALSE POSITIVE",11241814,"K03717.01",227.663,6,203.4,0,48.960555,0.002367,2.68660889013139
"FALSE POSITIVE",5036537,"K03718.01",1.061,1074,245.4,0,40.121233,-0.1958,3.9937369519833
"FALSE POSITIVE",9837083,"K03719.01",0.623393,1680,1456,0,46.619456,0.008463,6.97055693508336
"FALSE POSITIVE",10735331,"K03720.01",213.399,7,273.4,0,48.095323,5.99e-05,3.79880873593647
"FALSE POSITIVE",7763269,"K03721.01",6.40806,15,192.7,0,43.444354,-0.0001919,2.32277913088066
"FALSE POSITIVE",8365739,"K03722.01",2.38928,562,356.8,0,44.34562,0.002515,3.58289885297185
"FALSE POSITIVE",5471606,"K03723.01",0.962826,1399,115.1,0,0,0,2.53914515446466
"FALSE POSITIVE",11200405,"K03724.01",4.63958,136,334.2,0,48.863157,0.004509,3.58451434497062
"FALSE POSITIVE",3459199,"K03725.01",1.57053,681,321.5,0,38.519502,-0.00016,2.4976717112922
"FALSE POSITIVE",6973796,"K03726.01",115.994,10,233.2,0,42.403228,0.03271,10.7622641509434
"CANDIDATE",7515679,"K03728.01",5.54608,238,150.9,0,43.18883,8.477e-05,1.78131021194605
"FALSE POSITIVE",9674592,"K03729.01",6.87368,167,165.5,0,46.377088,-0.09875,2.55275823768974
"FALSE POSITIVE",9674592,"K03729.02",6.87367,165,171.3,0,46.377041,-0.08024,2.67620020429009
"FALSE POSITIVE",10879213,"K03730.01",0.668486,0,-1,0,48.217977,-0.7809,-54.56
"FALSE POSITIVE",5650314,"K03731.01",1.07028,1064,367.6,0,40.869352,-0.01899,8.96966527196653
"FALSE POSITIVE",8302302,"K03732.01",1.13594,1012,-1,0,0,0,-17.5
"FALSE POSITIVE",9655858,"K03733.01",31.433,30,149,0,46.334181,0.03346,0.872921108742004
"FALSE POSITIVE",10275880,"K03734.01",9.72673,143,565.1,3,47.382641,-0.542,2.82850609756098
"FALSE POSITIVE",2166200,"K03735.01",8.09695,76,173,0,37.559491,0.01973,2.73038728897716
"FALSE POSITIVE",3547315,"K03736.01",0.642346,1214,482.6,0,38.601315,-0.0006728,4.88873751135332
"FALSE POSITIVE",6933781,"K03737.01",130.419,11,89.91,0,42.450599,0.002643,2.01738650476059
"FALSE POSITIVE",5478083,"K03738.01",15.8523,41,399.4,0,40.659391,-0.2139,13.9722863741339
"FALSE POSITIVE",10857342,"K03739.01",2.41591,0,-1,0,48.244177,0.0007223,-107.1
"FALSE POSITIVE",5215700,"K03740.01",0.6562,1731,-1,0,40.398035,-0.03554,-54.51
"FALSE POSITIVE",8780959,"K03741.01",2.61729,519,298,1,44.986138,0,3.43916755602988
"FALSE POSITIVE",8780959,"K03741.02",5.11175,169,31.28,0,44.986165,0,3.07252404471016
"CANDIDATE",8780959,"K03741.03",9.63093,88,23.35,0,44.986179,0,3.38201928530913
"FALSE POSITIVE",8780959,"K03741.04",18.5785,47,-1,0,44.986008,0,-2.098
"FALSE POSITIVE",5565486,"K03742.01",1.41253,808,-1,0,40.757652,0.1604,-22.34
"FALSE POSITIVE",4935914,"K03743.01",3.48634,71,222.5,0,40.012311,0.04622,4.55702779942842
"FALSE POSITIVE",11303811,"K03744.01",1.70577,668,89.36,0,49.046499,0.003758,10.6854208528689
"FALSE POSITIVE",2437783,"K03745.01",7.45343,44,141.4,0,37.762727,-0.02408,2.62908392056374
"FALSE POSITIVE",12062660,"K03746.01",2.9293,211,453,0,50.547501,0.0121,7.4303299709352
"FALSE POSITIVE",9777087,"K03747.01",5.50823,31,142.3,0,46.588859,-0.151,2.25400188323917
"FALSE POSITIVE",4247807,"K03748.01",2.05042,554,504.6,0,39.377652,0.09282,5.08998435054773
"FALSE POSITIVE",11547869,"K03749.01",10.7274,10,180.2,0,49.503916,0.002796,1.65394948952176
"FALSE POSITIVE",7700590,"K03750.01",1.50711,760,1216,0,0,0,3.87351054078827
"FALSE POSITIVE",9053086,"K03751.01",1.27483,485,1430,0,45.306712,0,3.23437318798562
"FALSE POSITIVE",6314185,"K03752.01",1.43326,939,-1,0,41.615766,0.01059,-9.664
"FALSE POSITIVE",8620561,"K03753.01",0.782049,998,1065,4,0,0,9.38446264581782
"FALSE POSITIVE",8937019,"K03754.01",5.66362,112,213.3,0,45.229198,0.01749,0.145300845350572
"FALSE POSITIVE",9896435,"K03755.01",18.0766,26,352.6,0,46.797885,0.02627,5.27177959791512
"FALSE POSITIVE",10352938,"K03756.01",6.47169,69,256.7,0,47.40752,0.005809,3.34209268991878
"FALSE POSITIVE",6863161,"K03757.01",1.9846,87,293.6,0,42.306773,0.0006898,2.32853285328533
"FALSE POSITIVE",7840035,"K03758.01",13.542,46,210.6,0,43.568784,0.007517,3.78105994787142
"FALSE POSITIVE",8543279,"K03759.01",7.5493,146,191.3,0,44.669581,0,3.64597829112163
"FALSE POSITIVE",8047283,"K03760.01",0.77544,1463,301.9,0,0,0,3.15401168152475
"FALSE POSITIVE",8308347,"K03761.01",164.953,0,-1,0,44.215899,0.01131,-5.79
"CANDIDATE",11518142,"K03762.01",240.8,6,147.5,0,49.462162,-0.001891,4.88652824722356
"FALSE POSITIVE",3114667,"K03763.01",0.888587,0,-1,0,38.28302,0,-33.61
"FALSE POSITIVE",3344427,"K03764.01",0.651778,955,1644,1,0,0,1.79492600422833
"FALSE POSITIVE",12109845,"K03765.01",0.865954,507,1296,0,50.696381,-0.009077,11.7192501143118
"FALSE POSITIVE",8323764,"K03767.01",6.71421,92,187.3,0,44.294189,-0.00762,5.56431873810171
"FALSE POSITIVE",5360082,"K03768.01",11.355,118,326.1,0,40.566616,0.0008144,12.5951501525614
"FALSE POSITIVE",6543683,"K03769.01",1.19549,1136,621.6,0,41.956162,0,3.48971722365039
"CANDIDATE",5008245,"K03770.01",2.60726,35,170.3,0,40.125002,-0.001053,2.95605700712589
"CANDIDATE",10555365,"K03771.01",5.80184,74,169.4,0,47.78611,0.004678,3.65242616033755
"FALSE POSITIVE",5481426,"K03772.01",2.38401,264,152.5,0,40.690816,-0.03096,2.50907911802853
