"koi_disposition","kepid","kepoi_name","tce_depth","tce_ldm_coeff1","tce_chisq1","tce_chisqgofdof","tce_smet","tce_steff_prov","tcet_model_dof","wst_robstat","tce_fwm_prao","tce_time0_sn"
"FALSE POSITIVE",10407221,"K02605.01",131.6,0.6241744,7791,7680,-0.28,5,31320,2.32,0.0004368,1048491940.78807
"CANDIDATE",5095635,"K02607.01",225.8,0.579958,9342,8055,0.1,26,32150,0.7329,-0.0001443,6817761460.55215
"CANDIDATE",6269070,"K02608.01",65.33,0.3493994,1941,2800,-0.08,13,21200,1.525,1.141e-05,1058044718.74084
"FALSE POSITIVE",6705137,"K02609.01",211,0.424346,1353,1059,-0.2,5,7577,2.726,-0.0003059,1128265935.00531
"CANDIDATE",2305866,"K02610.01",104.2,0.343391,341.2,1105,-0.08,13,9621,4.473,-5.244e-05,183477201.557514
"CANDIDATE",2305866,"K02610.02",154.8,0.343391,57.41,339,-0.08,13,2762,2.288,4.28e-05,115634361.399476
"FALSE POSITIVE",8885673,"K02611.01",485.9,0.6449388,6259,4931,-0.02,5,32100,2.681,-0.00455,4155029339.43535
"CANDIDATE",9602613,"K02612.01",29.25,0.6157156,1310,1480,0.16,26,10970,2.268,4.063e-06,660451264.557681
"CANDIDATE",9602613,"K02612.02",30.77,0.6157156,721.5,797,0.16,26,6122,1.898,3.723e-05,477600093.38158
"CANDIDATE",9712350,"K02613.01",999,0.60945,117.2,165,0.07,5,1240,2.587,-0.0001767,424068169.019924
"CANDIDATE",5807769,"K02614.01",157.5,0.508618,964,1110,0.02,18,8236,2.521,0,588694999.508416
"CANDIDATE",8025596,"K02615.01",232.7,0.4315656,1704,1875,-0.06,5,13900,2.151,5.152e-05,649002823.395053
"FALSE POSITIVE",5956787,"K02616.01",40.56,0.5589552,4646,2948,-0.44,13,11260,1.472,0.001557,912991412.941207
"CANDIDATE",4915638,"K02617.01",331.3,0.5373708,881.2,998,-0.18,5,7398,2.56,-0.0001065,506251404.839039
"FALSE POSITIVE",6351097,"K02618.01",185.1,0.406109,629.3,592,-0.26,5,4264,1.944,0.001178,589633846.116895
"CANDIDATE",8081905,"K02619.01",288.4,0.5669736,2021,1566,0.21,8,11050,2.223,8.492e-05,916731081.610934
"CANDIDATE",11465950,"K02620.01",563.2,0.4481454,470,534,-0.24,5,4019,3.209,-0.0002615,507500976.770435
"FALSE POSITIVE",9996632,"K02621.01",344.4,0.4577148,757.4,1013,0.07,8,7713,3.022,-0.001323,474936400.305665
"FALSE POSITIVE",10527135,"K02622.01",139.7,0.590306,11210,7296,0.02,5,32160,14.75,-2.691e-05,2473337000.5662
"CANDIDATE",10916600,"K02623.01",52.6,0.4984766,1403,1776,0.26,26,13280,3.252,7.159e-05,565732984.594822
"CANDIDATE",10916600,"K02623.02",32.13,0.4984766,1684,2207,0.26,26,16910,2.517,1.873e-05,423921921.43448
"CANDIDATE",8429314,"K02624.01",916.4,0.537421,73.28,104,0.14,26,777,3.319,-0.0007859,439174129.104042
"CANDIDATE",9153570,"K02625.01",287.5,0.5213282,1812,1565,-0.1,5,11110,2.566,0.000376,867321198.931645
"CANDIDATE",11768142,"K02626.01",924.1,0.4646544,187.2,284,-0.04,41,2067,2.272,-0.002383,459703801.075963
"CANDIDATE",6124512,"K02627.01",106.1,0.596255,928.7,1664,0.08,57,12860,1.57,5.159e-05,324096150.139541
"CANDIDATE",10070468,"K02628.01",76.81,0.5329372,4753,5068,0.16,26,32050,0.7653,3.278e-05,897064680.798196
"FALSE POSITIVE",10031656,"K02629.01",307.7,0.4443772,692,1513,-0.14,5,11880,4.933,-0.002437,355600619.957414
"CANDIDATE",7584650,"K02631.01",158.9,0.5526714,177.8,533,0.21,26,4495,3.363,-7.633e-05,271500914.038369
"CANDIDATE",11337566,"K02632.01",48.43,0.440214,840.3,1828,0.18,23,14460,1.451,4.375e-06,534843695.194191
"FALSE POSITIVE",11769801,"K02633.01",342.9,0.324508,1500,1419,-0.14,5,10830,4.333,4.904e-05,117710406.068249
"CANDIDATE",1995519,"K02634.01",747.8,0.3874724,447.9,505,-0.4,5,3728,3.416,-0.0001855,448394078.59289
"CANDIDATE",4914566,"K02635.01",66.29,0.3722752,319.2,907,-0.12,23,7279,1.578,5.738e-05,282818438.299573
"CANDIDATE",6198182,"K02636.01",38.21,0.504352,1830,2253,0.06,23,16540,3.441,-2.188e-06,1043021442.74358
"CANDIDATE",9574179,"K02637.01",87.41,0.5705432,1829,2502,0.16,26,18950,2.076,0.0002211,458678280.430546
"CANDIDATE",6211812,"K02638.01",243.3,0.561409,2905,1871,-0.06,5,12590,2.545,5.929e-05,1779518255.68837
"CANDIDATE",11391755,"K02639.01",424.1,0.4047012,105,295,-0.06,5,2313,2.02,0.0007543,200586649.236049
"CANDIDATE",8894646,"K02641.01",58.63,0.4193398,2156,2787,-0.16,5,21210,0.7387,5.418e-05,656853432.937254
"CANDIDATE",6933567,"K02643.01",235.1,0.564243,1858,1360,-0.08,5,9570,1.517,4.613e-05,1018680885.49555
"FALSE POSITIVE",9993529,"K02644.01",216.4,0.6753716,8652,6055,0.1,5,32070,3.513,-0.0003129,4086743586.37153
"FALSE POSITIVE",11303815,"K02645.01",155.2,0.6359988,9186,5593,0.18,5,32090,1.748,0.001141,2373855362.27119
"FALSE POSITIVE",6044553,"K02646.01",79.03,0.4654372,14460,8926,-0.4,5,32150,1.658,-8.607e-05,1181871575.88654
"CANDIDATE",11962284,"K02647.01",278.8,0.6119412,844.1,522,0.04,5,3552,2.251,-8.633e-05,766730067.117028
"FALSE POSITIVE",2573056,"K02648.01",142.6,0.3649876,6591,6804,-0.04,18,32040,8.401,-0.001264,2090599426.03616
"CANDIDATE",6842682,"K02649.01",173.3,0.4526042,762.4,882,-0.1,5,6585,2.585,-0.0001773,625650187.187649
"CANDIDATE",8890150,"K02650.01",580.7,0.52966,219.7,360,0.02,41,2878,2.514,-0.0004503,338415348.605111
"CANDIDATE",8890150,"K02650.02",348.7,0.52966,1048,670,0.02,41,4513,3.033,-0.0004473,663803219.822948
"FALSE POSITIVE",11752908,"K02651.01",993.9,0.49441,704.6,625,-0.34,8,4395,2.636,0.0006802,1051050421.0675
"CANDIDATE",4346178,"K02652.01",395.2,0.6347136,496,801,0.18,26,5881,3.045,0.0002225,415929818.260061
"FALSE POSITIVE",6525193,"K02653.01",237.6,0.6098948,4372,4284,0.36,5,31310,3.143,-0.0009421,937583782.400635
"CANDIDATE",9664142,"K02654.01",332.7,0.4526042,456.9,831,-0.1,5,6239,2.584,0.0003108,341177500.632333
"CANDIDATE",10018233,"K02655.01",377.4,0.6157156,471.4,435,0.16,26,3199,1.764,-0.0002925,652745686.641017
"CANDIDATE",8636539,"K02656.01",144.1,0.3168914,1230,1268,-0.2,5,9455,3.241,-8.823e-05,306649695.594933
"CANDIDATE",9283156,"K02657.01",47.53,0.5102416,1548,1432,-0.18,23,10390,2.841,7.338e-05,690937491.204863
"CANDIDATE",8547429,"K02658.01",165,0.5490938,654.7,1080,0.16,26,8313,1.539,-0.0002056,340388921.6264
"FALSE POSITIVE",8803882,"K02659.01",243.1,0.6878766,204.8,343,0.26,23,3378,3.661,8.006e-05,35866119.3005011
"CANDIDATE",9893318,"K02660.01",489.6,0.3506792,183.3,258,-0.16,5,2047,2.588,-0.0004948,475861694.66294
"CANDIDATE",3426367,"K02662.01",235.4,0.4829436,3563,2259,0.07,41,15160,2.574,0.0001363,2827449747.36917
"CANDIDATE",7762723,"K02663.01",61.68,0.4353744,752.9,1216,-0.24,5,9607,2.761,-4.768e-05,363562452.055079
"CANDIDATE",5562090,"K02664.01",807.4,0.5818488,249.3,274,-0.16,5,2080,2.292,-0.0005907,500871176.108148
"FALSE POSITIVE",12110786,"K02665.01",57.13,0.4186688,6446,4298,-0.08,5,28930,3.789,0.0002358,1723286863.49661
"CANDIDATE",5342061,"K02666.01",705.8,0.3319664,101.9,248,-0.48,5,1951,3.082,0.0005544,175569620.253165
"FALSE POSITIVE",3654095,"K02667.01",208.3,0.4050068,4884,2954,-0.12,5,19740,1.873,-0.0008025,2520032273.36277
"CANDIDATE",5513012,"K02668.01",193,0.6389126,8088,5438,0.21,26,24860,2.134,-2.376e-05,4364476460.87301
"FALSE POSITIVE",11761199,"K02669.01",111700,0.3412072,68590,107,-0.34,5,833,101.5,0.003514,6931575618.62598
"FALSE POSITIVE",8074805,"K02670.01",29790,0.4315,32600,170,0,31,1494,41.27,-7.636e-05,4112542002.66003
"FALSE POSITIVE",2437505,"K02671.01",483200,0.4997976,493.2,280,0,14,2047,8.43,0.00895,-2454980
"CANDIDATE",11253827,"K02672.01",1106,0.5548472,447.4,286,0.02,23,2179,0.9709,6.596e-05,3222207638.79774
"CANDIDATE",11253827,"K02672.02",2681,0.5548472,443.7,81,0.02,23,1249,1.186,-8.369e-05,2564225223.83258
"FALSE POSITIVE",10747445,"K02673.01",44780,0.5208044,10490,462,0,8,3070,15.77,-0.005871,14055305871.2392
"CANDIDATE",8022489,"K02674.01",2555,0.5345288,109.9,153,0.04,23,1143,3.788,-0.0002613,1657726821.56096
"CANDIDATE",8022489,"K02674.02",63.58,0.5345288,4592,4850,0.04,23,31840,3.216,8.886e-06,1001521678.82378
"CANDIDATE",8022489,"K02674.03",75.35,0.5345288,867.8,1401,0.04,23,11300,1.737,-2.484e-06,306113237.096639
"CANDIDATE",5794570,"K02675.01",539.9,0.5252618,1285,1110,0.02,23,7764,4.426,0,8333033498.86459
"CANDIDATE",5794570,"K02675.02",88.9,0.5252618,5064,3992,0.02,23,26260,1.718,0,5263546079.8271
"FALSE POSITIVE",5649325,"K02676.01",1692,0.372658,1056,221,-0.12,5,1710,3.056,-0.003844,441507852.725209
"CANDIDATE",9958387,"K02677.01",1620,0.70857,231.4,112,0.34,26,865,2.516,-0.0001106,802452106.778758
"CANDIDATE",6779260,"K02678.01",448.3,0.5826688,1618,1259,-0.02,23,8346,1.721,1.134e-05,14923315400.7477
"CANDIDATE",6779260,"K02678.02",32.65,0.5826688,2558,2020,-0.02,23,13160,1.207,-4.097e-05,1869576806.20816
"CANDIDATE",6716021,"K02679.01",7746,0.308138,1615,116,-0.16,5,882,1.794,-0.0006004,3080345603.7903
"FALSE POSITIVE",8326342,"K02680.01",3031,0.4268954,660.4,322,-0.4,5,2191,3.147,0.0002609,5452784718.75173
"CANDIDATE",6878240,"K02681.01",5071,0.5105616,120.7,106,-0.28,15,817,2.573,0.002281,1254263352.0318
"CANDIDATE",6878240,"K02681.02",659.6,0.5105616,342.2,262,-0.28,15,1881,2.807,8.139e-05,554977088.641075
"FALSE POSITIVE",2436378,"K02682.01",66260,0.4997976,654.6,404,0,14,2867,7.722,-0.01122,2145521442.36736
"CANDIDATE",7899070,"K02683.01",3282,0.4489494,117.9,305,-0.26,5,2535,2.629,-0.001346,834143126.04905
"FALSE POSITIVE",4035667,"K02684.01",169.3,0.4519196,3323,1658,-0.14,8,11230,6.514,-0.001759,8250890636.55307
"FALSE POSITIVE",9612825,"K02685.01",803.3,0.4904634,2038,1767,-0.18,13,13070,6.973,0,1045936561.36165
"CANDIDATE",7826659,"K02686.01",1968,0.6601392,164.4,90,0,31,671,3.132,-0.0001818,1322774955.1462
"CANDIDATE",7202957,"K02687.01",59.82,0.4771748,3702,3546,-0.06,23,24260,1.877,0,6353869566.7928
"CANDIDATE",7202957,"K02687.02",100.1,0.4771748,719.7,889,-0.06,23,6470,2.451,0,2514037306.51661
"CANDIDATE",8892303,"K02688.01",7697,0.6325704,972.5,503,-0.22,13,3444,2.62,-0.001677,6714502956.60546
"CANDIDATE",10265602,"K02689.01",4972,0.390912,94.08,45,-0.4,67,321,3.279,-0.0003354,1520732674.24862
"CANDIDATE",5369827,"K02690.01",414.5,0.587898,1587,1077,0.07,23,7108,2.264,-8.626e-06,7301786059.51549
"CANDIDATE",4552729,"K02691.01",2092,0.6373782,180.8,185,-0.1,67,1511,2.535,0.0003538,666340965.59511
"FALSE POSITIVE",2989706,"K02692.01",770.1,0.3724478,6695,3795,-0.4,5,25560,3.061,-4.618e-05,6830498618.58085
"CANDIDATE",5185897,"K02693.01",169.7,0.6627998,1833,1465,-0.08,15,10320,2.765,6.164e-06,2360502682.64072
"CANDIDATE",5185897,"K02693.02",172.7,0.6627998,1046,814,-0.08,15,5819,2.624,-9.099e-06,1545444816.55881
"CANDIDATE",5185897,"K02693.03",155.2,0.6627998,532.2,655,-0.08,15,5080,2.825,-0.0001183,823387756.744791
"CANDIDATE",9475552,"K02694.01",251.5,0.7601462,9087,5623,0.56,5,32030,1.429,2.814e-05,4526957503.07027
"CANDIDATE",9475552,"K02694.02",423.7,0.7601462,907,674,0.56,5,4885,2.794,0.0003502,1391990428.88571
"CANDIDATE",5196864,"K02695.01",1157,0.6110394,2447,1478,-0.04,5,9942,4.015,-0.000252,6019507937.05282
"CANDIDATE",11071200,"K02696.01",892.1,0.3459144,78.66,212,-0.16,5,1865,3.708,-0.0001754,1061143072.02227
"CANDIDATE",11071200,"K02696.02",331.5,0.3459144,181.4,364,-0.16,5,3007,3.436,4.371e-05,651810747.663551
"FALSE POSITIVE",6627507,"K02697.01",282.9,0.6838694,1081,1004,0.14,5,7282,2.827,-0.005844,778907291.071769
"CANDIDATE",5128673,"K02698.01",863.7,0.4759716,153.5,437,0,31,3674,3.865,-4.703e-05,474087405.882546
"CANDIDATE",6690836,"K02699.01",323.9,0.6296484,13040,10680,0.07,5,32080,0.6114,-2.482e-05,6165292120.38414
"CANDIDATE",8639908,"K02700.01",332.8,0.6305304,7386,5226,-0.68,5,32060,1.791,0.0003246,4156320842.7226
"FALSE POSITIVE",5481148,"K02701.01",1729,0.4554804,288.3,212,-0.08,5,1473,2.495,-0.005793,2280849917.31237
"FALSE POSITIVE",6307063,"K02702.01",405.4,0.470976,149.8,149,0,31,1271,7.511,-0.003955,278561013.939397
"CANDIDATE",5871985,"K02703.01",2073,0.644186,66.17,107,-0.2,67,779,2.436,-0.000206,431481582.374476
"CANDIDATE",9730163,"K02704.01",6310,0.4864,754.5,426,0.26,71,2871,2.183,-0.0003446,3014311709.42417
"CANDIDATE",9730163,"K02704.02",2368,0.4864,1191,689,0.26,71,4644,3.131,-0.0005394,2249624294.40657
"CANDIDATE",11453592,"K02705.01",606,0.473475,1657,960,0.1,41,6382,2.215,-0.0004151,6629938101.56528
"CANDIDATE",9697131,"K02706.01",77.72,0.3964308,2366,4081,0.06,0,30990,1.452,-5.069e-05,2990768061.24413
"CANDIDATE",5480640,"K02707.01",817.4,0.6109636,126.5,239,0.14,26,1838,3.745,0.0002936,656572356.227618
"CANDIDATE",5480640,"K02707.02",461.6,0.6109636,277.3,275,0.14,26,2025,3.322,-0.0003734,680211906.437545
"CANDIDATE",5480640,"K02707.03",224.2,0.6109636,537.9,840,0.14,26,6575,2.279,8.308e-05,416714619.138553
"CANDIDATE",5175986,"K02708.01",92.43,0.6684,7796,9733,0.07,5,31270,1.288,-9.929e-05,707604463.006678
"FALSE POSITIVE",4180401,"K02709.01",714.9,0.706182,297.2,373,0.42,8,2731,7.716,0.001701,686527178.867654
"FALSE POSITIVE",6350476,"K02710.01",121.2,0.611989,8066,9011,-0.02,5,32220,1.174,0.006933,3176292953.43129
"CANDIDATE",5272233,"K02711.01",218.1,0.4668428,699.1,929,0,15,6927,1.959,-0.0001491,1251673592.16866
"CANDIDATE",5272233,"K02711.02",160.4,0.4668428,384.6,565,0,15,4134,1.733,4.778e-05,587342904.787083
"CANDIDATE",11098013,"K02712.01",153.1,0.4806598,839.2,1459,0.3,23,11520,2.304,-0.0001676,1491757256.83452
"FALSE POSITIVE",5443604,"K02713.01",617,0.6038978,397.1,417,-0.22,5,3042,9.025,-0.06457,548232792.984321
"CANDIDATE",12206313,"K02714.01",168.4,0.4050644,930.1,1596,-0.04,15,13170,2.254,-6.962e-05,581042860.422569
"CANDIDATE",12206313,"K02714.02",254.3,0.4050644,237.1,628,-0.04,15,5064,2.108,-2.799e-05,304928413.241967
"CANDIDATE",12206313,"K02714.03",300.4,0.4050644,42.18,123,-0.04,15,1299,4.197,9.402e-05,254768827.815793
"CANDIDATE",9837661,"K02715.01",6107,0.5513968,295.3,314,0.21,41,2285,5.668,0.002879,1476451661.4043
"CANDIDATE",9837661,"K02715.02",1821,0.5513968,1439,982,0.21,41,6566,3.272,-0.0005966,2961263069.52238
"CANDIDATE",9837661,"K02715.03",1294,0.5513968,493.8,539,0.21,41,4313,2.802,0.0003928,694229763.167197
"CANDIDATE",9092504,"K02716.01",248.7,0.4077582,7629,4818,-0.3,5,31340,1.746,-3.894e-05,2487398210.4699
"CANDIDATE",9092504,"K02716.02",368.4,0.4077582,893.9,650,-0.3,5,4761,1.929,-0.0003368,751921174.420279
"CANDIDATE",9467404,"K02717.01",65.48,0.4101296,10650,6554,-0.04,23,32140,4.075,2.541e-05,4583057973.12484
"FALSE POSITIVE",5308666,"K02718.01",89.93,0.8608908,8391,9143,-0.22,13,31070,0.1349,0.0002706,2691439910.54005
"CANDIDATE",5184911,"K02719.01",390.8,0.715638,1649,1124,0.32,5,7629,3.629,1.074e-05,2240181406.72336
"CANDIDATE",5184911,"K02719.02",441.1,0.715638,69.57,150,0.32,5,1266,3.527,0.0002338,238288764.862897
"CANDIDATE",8176564,"K02720.01",56.73,0.3657926,1247,1494,-0.16,0,11360,2.706,-0.0001076,1362290451.64226
"CANDIDATE",6587105,"K02721.01",679.8,0.6071684,198.6,302,0.16,26,2345,2.467,-0.0001787,520331148.145558
"CANDIDATE",7673192,"K02722.01",140.7,0.3912236,1187,1609,-0.12,23,12270,2.43,6.672e-06,1381626117.83642
"CANDIDATE",7673192,"K02722.02",97.67,0.3912236,1653,1940,-0.12,23,14590,3.857,-2.096e-05,1353823840.82587
"CANDIDATE",7673192,"K02722.03",134.9,0.3912236,627.5,883,-0.12,23,6969,4.188,2.732e-05,715768082.476151
"CANDIDATE",7673192,"K02722.04",105.3,0.3912236,627.2,863,-0.12,23,6548,3.169,2.553e-05,664322342.339905
"CANDIDATE",7673192,"K02722.05",76.1,0.3912236,373.1,539,-0.12,23,4320,2.437,-6.323e-05,320160303.810411
"CANDIDATE",3346154,"K02723.01",342.9,0.550494,4082,2468,0.12,5,16540,0.6279,4.096e-05,4743371757.36826
"FALSE POSITIVE",5308387,"K02724.01",58.39,0.303,14650,9808,-0.18,5,32150,1.48,8.663e-05,2422102074.84436
"FALSE POSITIVE",6233573,"K02725.01",102.3,0.2766732,6534,6241,-0.42,5,32160,15.85,-3.415e-05,2591861771.3137
"FALSE POSITIVE",10363281,"K02726.01",48.93,0.2880114,6314,5200,-0.2,5,25620,3.613,-0.005259,2438122573.02043
"FALSE POSITIVE",4861527,"K02727.01",306.4,0.2863996,393.4,631,-0.32,5,5024,9.918,0.01285,301629172.758659
"CANDIDATE",4178606,"K02728.01",578.3,0.3178522,119.9,369,-0.16,5,2947,2.906,0.0001039,1167555227.92666
"CANDIDATE",12008872,"K02729.01",256.8,0.34506,696.7,949,-0.2,5,7322,0.2934,-0.0001229,523581726.667804
"CANDIDATE",8415200,"K02730.01",99.75,0.5969572,1669,2161,0.16,26,16300,2.71,-3.373e-05,934753058.450385
"FALSE POSITIVE",4072333,"K02731.01",345,0.5389978,3296,2397,0,5,16920,1.387,-0.00287,1528157660.48964
"CANDIDATE",9886361,"K02732.01",84.01,0.4877128,1291,2284,0.24,23,18240,2.911,8.677e-05,651163222.488349
"CANDIDATE",9886361,"K02732.02",96.18,0.4877128,635.8,1579,0.24,23,12690,1.995,1.573e-05,511010226.532367
"CANDIDATE",9886361,"K02732.03",151.3,0.4877128,285.1,221,0.24,23,1739,2.614,0.000113,423684146.943396
"CANDIDATE",9886361,"K02732.04",60.5,0.4877128,244.5,248,0.24,23,2117,3.811,0.0001112,165380884.373905
"CANDIDATE",5953297,"K02733.01",185.6,0.6732136,1294,1320,0.14,26,9455,3.141,8.98e-05,1322321928.7284
"CANDIDATE",7659389,"K02734.01",880.2,0.6878664,1438,1055,0.32,8,7136,2.006,-7.14e-07,2298897826.55517
"CANDIDATE",9472074,"K02735.01",269.7,0.6667932,12980,8588,0.21,5,32130,1.33,-7.433e-05,4434994210.02524
"CANDIDATE",10842192,"K02736.01",942.8,0.645758,780.1,669,-0.2,5,4711,3.399,2.511e-05,1039035187.95974
"FALSE POSITIVE",6614629,"K02737.01",40.96,0.5326188,16380,9006,0.12,5,32180,2.864,-0.0001216,3631236410.43087
"FALSE POSITIVE",6630943,"K02738.01",92.45,0.5426382,11820,6900,-0.26,5,32190,4.222,-0.001382,2127145592.7078
"CANDIDATE",4831728,"K02739.01",291.7,0.615564,762.9,994,0.16,26,7579,1.561,0.0002051,683829940.139776
"CANDIDATE",4831728,"K02739.02",88.1,0.615564,1084,1791,0.16,26,14330,1.91,0.0001314,256803546.547388
"FALSE POSITIVE",3336765,"K02740.01",78,0.2614826,4211,3248,-0.44,5,23240,6.507,0.0001518,1794450657.48598
"FALSE POSITIVE",5513893,"K02741.01",35.76,0.384524,8345,7556,-0.08,5,24900,0.4061,8.098e-06,1440509790.3452
"CANDIDATE",5980208,"K02742.01",215.8,0.6364154,8426,6044,-0.18,5,32160,1.349,0,4047195519.82169
"CANDIDATE",8095441,"K02743.01",220.3,0.5685804,657.7,535,0,31,3699,2.525,-0.0001014,1075359297.04371
"CANDIDATE",5881813,"K02744.01",901.9,0.6468976,80.24,137,0.18,26,1209,2.903,0.00068,444602604.571311
"CANDIDATE",5881813,"K02744.02",186.3,0.6468976,597.6,516,0.18,26,3590,2.794,-0.0004243,423490202.640345
"CANDIDATE",12456601,"K02745.01",573.7,0.4506724,572.9,635,-0.08,5,4764,2.448,-2.405e-06,592915865.640065
"FALSE POSITIVE",5302643,"K02746.01",2229,0.293064,143.5,201,-0.22,5,1466,5.05,0.0101,501400051.059484
"CANDIDATE",6586746,"K02747.01",368.6,0.6486258,872.8,893,0.08,5,6612,2.897,-0.0002269,737009117.409539
"CANDIDATE",9962455,"K02748.01",213.8,0.5801852,258.1,737,0,31,6093,3.121,0.000223,340114905.743763
"CANDIDATE",9962455,"K02748.02",128.1,0.5801852,1057,971,0,31,7033,2.021,9.203e-05,760132645.541636
"FALSE POSITIVE",8687088,"K02749.01",29.25,0.340792,9324,8117,-0.14,13,32160,3.087,-0.0001741,2520345235.05201
"CANDIDATE",3663173,"K02750.01",2469,0.4540364,85.18,214,0.1,26,1760,2.727,0.001717,286754167.829832
"CANDIDATE",9881077,"K02751.01",889.7,0.6588848,303,319,-0.16,5,2257,3.563,-0.0007563,733573577.880768
"FALSE POSITIVE",5717567,"K02752.01",32.31,0.4743752,4509,2955,0.18,18,20020,1.582,-0.0003768,2673868955.94761
"CANDIDATE",6265792,"K02753.01",63.2,0.5246016,7346,5003,0.16,26,24800,1.387,1.982e-05,2037437859.46072
"CANDIDATE",10905911,"K02754.01",58.04,0.4701932,2615,1660,-0.08,23,11270,2.052,8.039e-05,2463211907.04096
"CANDIDATE",3545135,"K02755.01",67.04,0.4307714,964.3,862,-0.16,23,6368,2.639,-2.18e-05,911950222.882615
"CANDIDATE",6964929,"K02756.01",91.24,0.5288536,11760,11030,0.16,26,32220,4.5,1.503e-05,2085848287.11256
"CANDIDATE",6432345,"K02757.01",917.9,0.586947,49.71,111,0,31,838,2.806,0.0002652,514609181.596561
"CANDIDATE",8703129,"K02758.01",1198,0.6375084,285.9,185,0.1,5,1398,2.37,1.548e-05,859898356.257465
"CANDIDATE",11076400,"K02759.01",135.2,0.679545,5751,4473,0.18,26,25660,2.652,-7.376e-05,2983141097.61492
"CANDIDATE",7877978,"K02760.01",688.3,0.7135276,112.8,166,0.24,26,1331,3.087,0.0005501,590145097.549015
"FALSE POSITIVE",7903086,"K02761.01",359.4,0.569512,3628,2207,0.07,8,14910,2.969,0.01027,2135453454.18486
"CANDIDATE",8210018,"K02762.01",1293,0.6587312,62.47,164,-0.1,67,1269,3.092,-0.000662,446887013.630009
"FALSE POSITIVE",3834322,"K02763.01",222,0.6598176,7364,4770,0,5,32100,13.76,-0.0001304,2674364136.28421
"CANDIDATE",10073672,"K02764.01",461.1,0.6255148,2891,1788,-0.16,41,12160,-0.3054,0.0001657,2026438954.32821
"FALSE POSITIVE",11188249,"K02765.01",93.81,0.3685714,2928,3556,-0.04,13,26770,1.508,0.0001256,590007954.990615
"FALSE POSITIVE",4677282,"K02766.01",76.8,0.2432586,5378,8029,-0.4,5,32300,3.412,-0.004644,1684259634.05347
"FALSE POSITIVE",5097470,"K02767.01",79.39,0.608652,6877,7748,0.24,18,32260,0.7343,0.0004283,1222413097.70999
"FALSE POSITIVE",9692128,"K02769.01",96.44,0.33727,5770,5028,-0.28,5,32200,3.572,0.0001186,2130505341.53729
"CANDIDATE",10917043,"K02770.01",1226,0.6360012,36.22,126,-0.2,67,1009,3.145,-0.001156,336849384.23375
"FALSE POSITIVE",11456382,"K02771.01",45.6,0.3896278,7793,5812,0.04,13,31970,2.509,0.007557,4464594551.83288
"FALSE POSITIVE",11966253,"K02772.01",84.09,0.2675896,13180,7406,-0.64,5,32140,-0.7773,0.0006528,2005080163.67601
"FALSE POSITIVE",3130548,"K02773.01",257.6,0.428726,8034,5529,-0.22,5,25700,11.94,6.711e-06,3301892121.62947
"FALSE POSITIVE",9593757,"K02774.01",4796,0.4997976,2300,745,0,14,5015,12.97,-0.07226,1963567577.94379
"CANDIDATE",6346809,"K02775.01",637.7,0.405208,358.5,257,-0.32,5,1939,2.941,-0.0004748,964442855.571444
"FALSE POSITIVE",4275117,"K02776.01",120.7,0.3043468,6247,3827,-0.36,5,25600,0.01657,0.001961,1992403583.95014
"FALSE POSITIVE",6545051,"K02777.01",187.5,0.593379,4659,6939,-0.06,5,32210,1.221,0.001657,785756351.741488
"CANDIDATE",7769819,"K02778.01",291.1,0.5543058,2964,2342,-0.08,8,16460,2.094,0.0001991,1819688535.40482
"CANDIDATE",11874577,"K02779.01",418.8,0.24496,204,567,-0.5,5,4545,2.246,0.0007362,382217627.615799
"CANDIDATE",12164564,"K02780.01",334.7,0.3618584,2418,1776,-0.16,5,12480,2.061,0.0003018,1263385413.45026
"FALSE POSITIVE",8190354,"K02781.01",37.82,0.2860668,5349,3766,-0.52,5,26560,5.606,-0.0001602,1254982951.37948
"FALSE POSITIVE",10275805,"K02782.01",1621,0.546869,98.58,94,0.21,8,701,4.333,-0.03332,279829846.602061
"CANDIDATE",5709889,"K02783.01",106.8,0.716084,15300,11500,-0.34,18,32210,0.007901,-0.0003071,3126254342.4444
"FALSE POSITIVE",3119256,"K02784.01",63.71,0.07981,1783,1469,-0.96,5,10350,3.33,-0.0003134,1784070346.28102
"CANDIDATE",10001368,"K02785.01",249.7,0.3827708,775,977,-0.08,8,7287,3.203,5.139e-05,1407093442.46322
"CANDIDATE",9466429,"K02786.01",226.9,0.2568524,150.1,460,-0.32,5,3639,2.781,-4.916e-05,426238217.681854
