"koi_disposition","kepid","kepoi_name","tcet_duration","tce_max_mult_ev","tce_ptemp_stat","tce_rb_tpdur","tce_fwm_prao","tce_dicco_mdec","tce_dikco_mra","tce_dikco_msky","tce_sradius_sn","tce_ptemp_sn","tce_dicco_mra_sn","tce_dikco_mdec_sn","tce_dikco_msky_sn"
"FALSE POSITIVE",11913073,"K00011.01",4.831,98.6,15.31,12,-0.0007874,-11.111,1.0605,11.232,4.3936170212766,28.6094488188976,1.69384615384615,-12.1279826464208,12.2086956521739
"CANDIDATE",5812701,"K00012.01",7.591,417.9,2.864,12,0.0004751,0.050328,-0.047867,0.1902,5.11985018726592,6.56911477240994,-0.122981042654028,0.739277108433735,0.660416666666667
"CANDIDATE",9941662,"K00013.01",3.328,6791,-2.375,6,0,2.762,3.0005,3.7991,2.25856929955291,19.8067720090293,3.11973913043478,6.58276836158192,4.53353221957041
"FALSE POSITIVE",7684873,"K00014.01",1.944,318.8,8.081,3,0.0005353,-0.60944,-3.4481,3.4799,3.84509466437177,23.6349487596973,-11.6381578947368,-2.81089820359281,19.0158469945355
"FALSE POSITIVE",3964562,"K00015.01",3.088,372.4,4.032,6,0.092,0.20192,-9.4467,9.4498,3.41344537815126,12.5037803296321,-135.941520467836,3.52115942028985,135.968345323741
"FALSE POSITIVE",9110357,"K00016.01",2.715,202.3,-1.476,3,0.04832,-7.907,-5.9097,9.9383,2.03488372093023,3.99404048918267,-80.0995792426368,-109.756868131868,129.068831168831
"CANDIDATE",10874614,"K00017.01",3.734,2986,-2.891,6,0.00086,-0.056639,0.073313,0.18932,13.5894736842105,12.4622237648964,-0.597228017883755,2.50057306590258,2.71621233859397
"CANDIDATE",8191672,"K00018.01",4.735,2269,-2.044,12,0.0004054,0.033907,-0.0026877,0.025975,11.3376623376623,21.2415542989706,-0.121761976047904,0.383323442136499,0.385385756676558
"FALSE POSITIVE",7255336,"K00019.01",1.857,1461,-5.284,3,0.0004573,0.036555,-0.017842,0.16353,5.57438016528926,10.6046555108909,-1.52038404726736,2.27342657342657,2.26182572614108
"CANDIDATE",11804465,"K00020.01",4.728,3303,-1.393,12,-4.892e-05,-0.00097282,-0.044232,0.085024,5.05357142857143,16.663954318344,0.0219700598802395,-1.06941089837997,1.20772727272727
"FALSE POSITIVE",10125352,"K00021.01",2.21,563.3,3.259,6,-0.006036,1.0128,1.7423,1.9404,2.91836734693878,19.8693160106993,24.2953890489914,10.8252217997465,26.3641304347826
"CANDIDATE",9631995,"K00022.01",4.404,1973,1.162,6,0.001755,-0.010753,-0.074509,0.1612,5.91866028708134,9.82948121050881,-0.295328358208955,-2.12077151335312,2.39524517087667
"FALSE POSITIVE",9071386,"K00023.01",5.222,2740,10.36,12,-0.000133,-0.0019628,0.13313,0.13684,5.50561797752809,44.0511560167486,0.149790732436472,-0.470714285714286,1.99475218658892
"FALSE POSITIVE",4743513,"K00024.01",2.258,698,0.8311,3,0.02495,-1.4709,-4.0876,4.3661,3.2877030162413,30.7659606429323,-40.4326710816777,-22.3970802919708,61.4943661971831
"FALSE POSITIVE",10593759,"K00025.01",3.43,1488,-2.775,6,-4.409e-05,0.0059787,0.041441,0.099479,2.92326732673267,7.93674905595606,0.162020958083832,1.3518086696562,1.48476119402985
"FALSE POSITIVE",5021737,"K00026.01",5.04,1196,11.95,12,0.04122,0.31215,-4.4179,4.4551,3.12581344902386,15.3953258009596,-50.2442455242967,8.35866084425036,66.0994065281899
"FALSE POSITIVE",3832716,"K00027.01",3.871,6993,0,6,0,-0.022068,-0.041498,0.041498,3.43718592964824,0,0.178125937031484,0.00117076005961252,0.612064896755162
"FALSE POSITIVE",4247791,"K00028.01",7.341,11200,0,12,0.02208,0.040862,0.031156,0.031773,3.40857787810384,0,0.0442788605697151,0.087730985915493,0.46725
"FALSE POSITIVE",6956014,"K00031.01",2.408,135.5,0,3,-1.231e-05,0.17847,0.085297,0.1731,3.40848990953375,0,0.802362204724409,1.59386243386243,1.81446540880503
"FALSE POSITIVE",5725087,"K00033.01",1.896,13.8,0,3,3.992e-05,1.1778,-0.1953,1.2957,4.46428571428571,0,-0.438627450980392,2.5618,2.43552631578947
"CANDIDATE",6521045,"K00041.01",6.91,68.65,7.206,12,0.0001068,1.2351,-0.41364,1.0038,15.6808510638298,11.301823853052,-4.08436842105263,1.48238249594814,1.76725352112676
"CANDIDATE",6521045,"K00041.02",5.027,27.48,5.668,12,-3.921e-06,1.7573,-0.64332,1.5781,15.6808510638298,9.14222834386322,-3.55202702702703,2.26572327044025,2.3344674556213
"CANDIDATE",6521045,"K00041.03",6.303,17.99,8.228,12,-6.725e-06,-0.078247,0.065419,0.4027,15.6808510638298,10.0774585878598,-0.561181818181818,-0.624764150943396,0.650565428109855
"CANDIDATE",8866102,"K00042.01",5.065,130.6,5.891,12,0.0002523,-0.17614,1.225,1.3269,18.0675675675676,9.38840183382933,-0.700580046403712,0.537312961011591,1.84291666666667
"FALSE POSITIVE",9025922,"K00043.01",4.351,173,54.99,12,0.09774,-3.9386,-6.9951,8.4065,0,68.2006509357201,-21.1409638554217,-68.0627737226277,122.902046783626
"FALSE POSITIVE",8845026,"K00044.01",19.67,275.8,18.23,31,0.004064,0.062092,-0.072042,0.10011,3.49511400651466,24.0920846033065,-1.56792207792208,-0.907493472584856,1.27043147208122
"FALSE POSITIVE",3742855,"K00045.01",5.609,591.2,122.9,12,0.04568,4.4962,2.2091,5.9521,0,182.538882138518,-4.97042062415197,79.5251798561151,84.9087018544936
"CANDIDATE",10905239,"K00046.01",4.129,320.4,0.5241,6,-0.0001073,0.032564,0.026554,0.13169,4.17015706806283,7.85900966304511,0.124854107648725,1.82691218130312,1.86529745042493
"CANDIDATE",10905239,"K00046.02",4.751,8.93,2.045,6,5.168e-05,0.42428,0.80869,0.95869,4.17015706806283,2.8859638783929,0.685436974789916,0.495086538461538,0.665756944444444
"FALSE POSITIVE",7837302,"K00048.01",5.837,2576,0.4632,12,4.268e-05,-0.0069047,0.071463,0.09002,2.13421342134213,15.8393944123615,0.325823353293413,0.812195845697329,1.33362962962963
"CANDIDATE",9527334,"K00049.01",3.148,92.31,7.621,6,0.0001002,0.017903,0.0081307,0.01707,6.25657894736842,11.9617825478301,-0.584444444444444,0.100731543624161,0.13547619047619
"FALSE POSITIVE",6056992,"K00051.01",3.645,502.4,2.437,6,0.01613,-1.832,-1.0449,1.8935,0,7.84291361544942,-3.69933823529412,-22.023709902371,25.4502688172043
"FALSE POSITIVE",3558981,"K00052.01",2.496,2452,10.29,6,0,0.029381,0.027126,0.095458,6.46456692913386,25.5259285629524,-0.561820895522388,-1.35790801186944,1.41629080118694
"FALSE POSITIVE",2445975,"K00053.01",2.64,462.3,15.03,6,0.004894,0.53751,-0.94476,1.242,0,35.470598146588,-7.88724832214765,9.63225806451613,15.1463414634146
"FALSE POSITIVE",8248939,"K00061.01",3.313,66.73,3.548,3,0.003007,4.4055,-3.8782,5.901,3.09065155807365,10.3022342253867,-53.6481994459834,58.8320105820106,73.5785536159601
"CANDIDATE",11554435,"K00063.01",2.976,674.3,6.525,6,2.272e-05,0.012379,0.15155,0.26286,7.38333333333333,14.1053919347531,0.178220588235294,2.58759036144578,3.25321782178218
"CANDIDATE",7051180,"K00064.01",1.745,248.5,4.373,3,2.265e-05,-0.059087,-0.098764,0.18786,8.27986348122867,39.2347486578819,0.0769773371104816,-2.37091988130564,2.73848396501458
"FALSE POSITIVE",10620329,"K00066.01",1.436,55.57,1.014,3,0,0.24555,0.99571,0.99959,3.90178571428571,36.5442357096981,2.39472527472527,0.41135046728972,2.04834016393443
"FALSE POSITIVE",8669092,"K00068.01",1.681,42.6,0,3,-3.973e-06,-0.17324,-0.81952,0.85805,2.31559766763848,0,-3.56142857142857,-2.3537962962963,4.63810810810811
"CANDIDATE",3544595,"K00069.01",3.205,244.9,3.435,6,-2.044e-05,2.6421,-1.4812,3.5683,22.35,8.85088732542266,-1.56559633027523,3.25606820461384,3.13008771929825
"CANDIDATE",6850504,"K00070.01",4.081,203.2,0.0009129,6,-2.59e-05,0.045119,-0.086563,0.24656,9.15841584158416,0.293799651601294,-0.511004366812227,-2.31332665330661,2.44118811881188
"CANDIDATE",6850504,"K00070.02",2.72,108.2,1.219,6,2.398e-05,-0.097312,-0.12366,0.39854,9.15841584158416,3.83754796577448,-0.803861386138614,-3.75118811881188,3.90725490196078
"CANDIDATE",6850504,"K00070.03",7.804,75.39,13.02,12,4.252e-05,-0.061784,0.12856,0.36889,9.15841584158416,15.2857859252243,1.13201492537313,-1.63867298578199,1.92130208333333
"CANDIDATE",6850504,"K00070.04",3.256,16.53,4.323,6,-9.707e-06,0.91319,0.2128,0.68353,9.15841584158416,5.99325074295535,0.979515570934256,2.18707070707071,2.27843333333333
"CANDIDATE",6850504,"K00070.05",4.093,12.24,2.944,6,3.076e-05,0.97358,0.042819,0.70908,9.15841584158416,3.66469080422941,0.230547169811321,1.12169572107765,1.10448598130841
"CANDIDATE",11904151,"K00072.01",7.531,93.41,10.61,12,-1.762e-05,0.96657,-0.81066,1.6543,18.3157894736842,13.3832086012438,-1.70770114942529,2.82745098039216,2.78971332209106
"CANDIDATE",11904151,"K00072.02",2.012,30.37,0.7732,3,5.24e-06,0.89293,-0.65245,1.5405,18.3157894736842,4.58713601108566,-2.2510824742268,4.37492163009404,4.24380165289256
"FALSE POSITIVE",6889235,"K00074.01",4.778,950.9,13.3,12,9.049e-05,0.12719,-0.77694,0.78312,2.44150943396226,22.8714822322919,-1.68539548022599,0.194876984126984,1.97259445843829
"CANDIDATE",7199397,"K00075.01",18.58,183.5,7.118,31,0.0007389,1.2734,-1.4498,2.1612,8.03536977491961,9.94185557373218,-1.89361111111111,1.55611650485437,2.31144385026738
"FALSE POSITIVE",9955262,"K00076.01",10.81,47.71,10.8,24,-0.001127,1.568,1.3079,2.3955,3.08156779661017,14.5838426578906,2.51955835962145,2.83074753173484,2.80175438596491
"FALSE POSITIVE",9552608,"K00080.01",3.536,337,3.302,6,-1.973e-05,0.10246,0.064482,0.080546,2.11018577834721,14.2610930849943,1.14697619047619,-0.451093457943925,0.884149286498354
"FALSE POSITIVE",8823868,"K00081.01",9.563,1762,17.36,24,0.000319,-0.37979,-0.86931,0.95879,2.62487046632124,24.1437026883898,-4.01989637305699,-2.62636363636364,3.71624031007752
"CANDIDATE",10187017,"K00082.01",3.906,210.3,1.789,6,2.264e-05,-0.018394,-0.49961,0.70556,15.4375,3.24266758848087,0.894554455445544,-6.09791921664627,7.41134453781513
"CANDIDATE",10187017,"K00082.02",3.601,65.32,6.241,6,7.556e-05,-0.24164,-0.75883,1.0631,15.4375,9.19033776301218,-0.759441624365482,-5.28049645390071,5.65478723404255
"CANDIDATE",10187017,"K00082.03",4.577,21.38,5.176,6,9.302e-06,0.064907,-1.1851,1.2712,15.4375,6.25236519003686,-1.32458612975391,-1.21395778364116,2.92903225806452
"CANDIDATE",10187017,"K00082.04",3.199,19.82,4.602,6,3.283e-05,-0.2257,-0.87941,1.0691,15.4375,6.15880143344415,-1.01263888888889,-1.51608478802993,3.22990936555891
"CANDIDATE",10187017,"K00082.05",3.469,13.87,3.253,6,-3.96e-05,-1.0341,0.10201,1.5074,15.4375,4.52631832255787,2.27030487804878,-3.28362445414847,3.29846827133479
"CANDIDATE",10187017,"K00082.06",2.061,8.512,3.56,3,-4.164e-05,0.35022,-1.3918,1.3992,15.4375,4.07004571821334,-0.676112068965517,-0.133222222222222,1.093125
"CANDIDATE",2571238,"K00084.01",3.705,223.7,8.933,6,1.629e-05,0.052094,0.23518,0.35168,8.18181818181818,15.0699141272133,-0.336191176470588,-1.88115107913669,2.44222222222222
"CANDIDATE",5866724,"K00085.01",4.371,149.3,3.698,6,8.754e-06,1.3779,-1.0362,1.6322,16.7529411764706,9.07728327175874,-3.89391891891892,3.32744063324538,3.71799544419134
"CANDIDATE",5866724,"K00085.02",3.606,61.66,0.447,6,5.765e-06,0.7814,-0.78613,1.0276,16.7529411764706,3.2143822439862,-2.44524324324324,1.45116228070175,1.91359404096834
"CANDIDATE",5866724,"K00085.03",4.79,41.22,6.261,6,7.786e-06,-0.6007,-0.069153,0.7227,16.7529411764706,10.0136267993721,-0.437739726027397,-1.42451485148515,1.43392857142857
"CANDIDATE",10593626,"K00087.01",7.475,35.64,9.34,12,-0.0002333,0.14962,-0.85382,1.0518,9.95505617977528,10.2604851024539,-0.954900284900285,-2.83078341013825,2.97960339943343
"FALSE POSITIVE",7700871,"K00088.01",3.697,57.52,2.385,6,-0.002118,0.88339,6.7395,6.7535,5.58219178082192,5.39926766574519,95.5493562231759,6.38352941176471,97.0330459770115
"CANDIDATE",8056665,"K00089.01",11.35,71.27,3.231,24,0.0001747,0.31666,-0.28081,0.48589,4.31325301204819,4.34962011577424,-0.408238993710692,1.81894495412844,1.67548275862069
"CANDIDATE",8056665,"K00089.02",8.199,45.07,9.134,12,-0.0001914,0.22804,0.0016894,0.35609,4.31325301204819,10.6618512054812,1.11979487179487,0.765784946236559,0.765784946236559
"FALSE POSITIVE",9210823,"K00090.01",2.573,16.88,-1.021,3,-0.01176,12.925,7.5393,15.075,2.35719503287071,4.9457406827435,112.087928464978,195.127055306428,216.906474820144
"CANDIDATE",7941200,"K00092.01",3.711,81.89,11.21,6,-9.543e-05,-0.30922,-0.092573,0.26567,6.60126582278481,13.535621424857,-1.40331707317073,1.42297142857143,1.51811428571429
"CANDIDATE",6462863,"K00094.01",6.944,703,3.394,12,0.001372,0.011301,0.10227,0.21097,5.47736625514403,7.34244899955971,-1.03991957104558,2.42152230971129,2.78324538258575
"CANDIDATE",6462863,"K00094.02",9.502,162.1,0.8885,12,0.0003053,-0.048565,0.024806,0.078451,5.47736625514403,1.50714542798467,-1.181640625,-0.408934065934066,0.44073595505618
"CANDIDATE",6462863,"K00094.03",5.62,136.5,4.24,12,0.0001439,-0.048647,0.24489,0.27099,5.47736625514403,7.95291193181818,0.985680894308943,0.62048128342246,1.97802919708029
"CANDIDATE",6462863,"K00094.04",4.151,31.52,3.825,6,6.143e-05,0.065305,-0.23776,0.33612,5.47736625514403,7.5903128930414,-1.95736842105263,0.830734265734266,1.29776061776062
"CANDIDATE",5780885,"K00097.01",5.302,2252,3.189,12,0.0002854,0.014789,-0.034911,0.21522,15.9083333333333,38.1904761904762,-0.545805970149254,-3.12308823529412,3.165
"CANDIDATE",10264660,"K00098.01",6.316,598.5,3.147,12,0.0001601,0.092833,-0.15201,0.20393,13.7054794520548,14.2527109128663,-1.23447870778267,-1.57703016241299,2.5651572327044
"CANDIDATE",4055765,"K00100.01",4.88,161.1,2.707,12,2.603e-05,-0.11014,0.027324,0.084865,3.93734015345269,12.805727417359,0.370757749712974,-0.872377850162866,0.92546346782988
"CANDIDATE",8456679,"K00102.01",2.527,432.9,-0.3006,6,0.00014,2.2362,0.030437,0.072021,6.05084745762712,9.27635080769945,-1.212,-0.841146907216495,0.968024193548387
"FALSE POSITIVE",8456679,"K00102.02",3.068,22.48,3.85,6,4.147e-06,0,0.87763,2.0336,6.05084745762712,6.50557180821367,0,-4.66793893129771,5.13535353535354
"CANDIDATE",2444412,"K00103.01",4.192,108,7.754,6,4.489e-05,0.14552,-0.17023,0.19772,7.8859649122807,11.6565196158229,0.0410986394557823,-0.838166666666667,2.04256198347107
"CANDIDATE",10318874,"K00104.01",1.185,284.5,1.908,3,0.0001626,0.039334,-0.10049,0.42338,20.0263157894737,9.11767665875925,-0.32374686716792,4.86158392434988,4.66277533039648
"CANDIDATE",8711794,"K00105.01",2.053,183.9,6.518,3,4.585e-06,-0.059092,-0.32855,0.35594,6.57823129251701,12.0165486006271,0.724677419354839,-1.53314669652856,3.38990476190476
"FALSE POSITIVE",10489525,"K00106.01",4.139,32.14,1.838,6,0.008739,-11.62,-2.5579,11.991,2.94948335246843,9.81393040165276,-37.1617210682493,-154.347826086957,154.722580645161
"CANDIDATE",11250587,"K00107.01",5.249,127.9,4.071,12,2.221e-05,-0.082408,-0.026845,0.14262,17.021978021978,9.08627282491944,-0.0828134592680047,-1.17705882352941,1.19848739495798
"CANDIDATE",4914423,"K00108.01",4.883,122.3,7.783,12,-6.412e-05,0.014565,0.019968,0.039601,15.9222222222222,12.4020185029436,0.463824786324786,-0.211098765432099,0.253852564102564
"CANDIDATE",4914423,"K00108.02",14.39,116.1,14,31,-0.0001103,0.18258,-0.033451,0.11315,15.9222222222222,16.5765949067997,0.196332179930796,0.414137931034483,0.449007936507937
"FALSE POSITIVE",4752451,"K00109.01",3.836,44.75,1.904,6,-0.001033,7.1879,1.214,7.4033,4.88842975206612,2.9919545935618,17.3675595238095,103.151129943503,104.714285714286
"CANDIDATE",9450647,"K00110.01",4.226,144.3,7.79,6,8.768e-06,0.026886,0.030886,0.26201,5.74885844748859,13.6327021998468,-1.05097087378641,1.60604938271605,1.61734567901235
"CANDIDATE",6678383,"K00111.01",5.01,148.1,0,12,-8.112e-05,-0.13204,0.088765,0.79929,7.28260869565217,0,0.860645514223195,-8.49572192513369,8.62233009708738
"CANDIDATE",6678383,"K00111.02",7.984,99.92,6.124,12,-8.607e-05,-0.11304,-0.041697,0.80523,7.28260869565217,7.97329324372126,-0.387636363636364,-6.33188976377953,6.24209302325581
"CANDIDATE",6678383,"K00111.03",6.142,99.44,6.687,12,-0.0001372,0.14642,0.21965,0.5378,7.28260869565217,9.44138236240747,1.80024390243902,-3.20843137254902,3.51503267973856
"CANDIDATE",10984090,"K00112.01",6.798,105.5,9.464,12,1.936e-05,-0.22164,-0.19121,0.27496,7.14685314685315,12.0440148698885,-0.760981595092024,-1.33506756756757,1.36118811881188
"CANDIDATE",10984090,"K00112.02",2.994,41.29,5.051,6,-4.609e-05,-0.15309,0.15884,0.20571,7.14685314685315,8.92160659628959,1.54968152866242,-0.477043795620438,1.00346341463415
"FALSE POSITIVE",6721123,"K00114.01",5.032,46.15,1.383,12,0.003032,7.7102,-4.5368,8.9483,4.05383022774327,2.83172103487064,-63.3699015471167,103.9474393531,116.060959792477
"CANDIDATE",9579641,"K00115.01",3.149,163.5,5.081,6,-5.213e-05,0.07832,-0.16027,0.24222,6.92356687898089,11.3751025991792,-0.374247787610619,-1.45288,2.28509433962264
"CANDIDATE",9579641,"K00115.02",3.097,39.79,7.107,6,-6.863e-05,0.044202,-0.091312,0.23099,6.92356687898089,10.9273073681896,0.140648068669528,-1.08255102040816,1.13788177339901
"CANDIDATE",9579641,"K00115.03",3.007,7.434,3.067,6,1.221e-05,-0.046127,-0.11265,0.34066,6.92356687898089,4.53581290891799,0.015896875,-0.315186274509804,0.34066
"CANDIDATE",8395660,"K00116.01",3.556,76.77,7.999,6,-4.392e-05,0.017193,0.3662,0.41368,6.57142857142857,11.8956646021915,1.95022900763359,1.24154838709677,3.08716417910448
"CANDIDATE",8395660,"K00116.02",7.177,65.59,6.315,12,0.0002044,-0.19705,0.21463,0.21627,6.57142857142857,8.09973857506867,0.520941704035874,-0.155315789473684,0.897385892116183
"CANDIDATE",8395660,"K00116.03",4.042,11.55,3,6,1.223e-05,-0.22191,-0.70141,0.70233,6.57142857142857,4.05339905524748,-0.769912621359223,-0.0604898648648649,0.627080357142857
"CANDIDATE",8395660,"K00116.04",4.403,10.88,4.135,12,-6.593e-05,-0.61793,0.27366,0.53324,6.57142857142857,4.90960693504334,0.0978066666666667,-0.783664383561644,0.574612068965517
"CANDIDATE",10875245,"K00117.01",6.673,66.19,8.32,12,2.118e-05,0.23502,0.19232,0.42757,22.2539682539683,12.567817092034,1.40979508196721,2.38675,2.19266666666667
"CANDIDATE",10875245,"K00117.02",4.08,34.97,3.805,6,1.114e-05,-0.33655,-0.015339,0.21849,22.2539682539683,8.16712426883132,0.490927419354839,-0.858070866141732,0.860196850393701
"CANDIDATE",10875245,"K00117.03",4.609,33.19,3.017,6,-5.649e-05,-0.14634,-0.69523,0.69524,22.2539682539683,5.99731239833086,-2.0595652173913,-0.00359683655536028,2.79212851405622
"CANDIDATE",10875245,"K00117.04",5.143,10.17,2.164,12,-1.163e-05,-0.60595,0.60598,0.76022,22.2539682539683,3.25147476955145,0.787605042016807,-0.643842917251052,1.08914040114613
"CANDIDATE",3531558,"K00118.01",6.196,48.45,7.765,12,-4.674e-05,0.43686,0.13308,0.81228,20.578125,10.4905271985667,-0.84141975308642,3.56133333333333,3.51636363636364
"CANDIDATE",9471974,"K00119.01",12,250,3.122,24,0.0002428,-0.013187,0.44227,0.4727,14.9057971014493,5.39392399918716,-0.0253540540540541,-1.67027027027027,4.6343137254902
"CANDIDATE",9471974,"K00119.02",15.88,95.55,9.2,31,0.000293,-0.23977,0.45019,0.47221,14.9057971014493,11.2703746620317,1.4719391634981,-0.388310626702997,1.88131474103586
"CANDIDATE",11869052,"K00120.01",2.312,93.57,2.775,3,0.0002035,0.44911,-0.23463,0.35053,3.85365853658537,3.68439716312057,-0.420739599383667,0.278534759358289,0.606453287197232
"FALSE POSITIVE",3247396,"K00121.01",4.922,60.32,2.776,12,-9.548e-05,-2.8845,0.48919,2.8268,3.54572271386431,5.87876011930124,4.92802850356295,-38.1397260273973,38.3035230352303
"CANDIDATE",8349582,"K00122.01",4.1,120.5,2.941,6,-1.2e-05,-0.018528,0.054655,0.26245,15.5054945054945,5.83765424404836,0.579881355932203,-2.95397008055236,2.99258836944128
"CANDIDATE",5094751,"K00123.01",4.14,92.47,4.819,6,2.933e-05,-0.0183,-0.1586,0.20413,22.448275862069,9.70835813281183,-1.44208242950108,0.774096385542169,1.64620967741935
"CANDIDATE",5094751,"K00123.02",7.103,82.08,7.601,12,3.454e-05,-0.077242,-0.086567,0.10898,22.448275862069,10.8424422497489,-0.374719008264463,0.337780612244898,0.778428571428571
"CANDIDATE",11086270,"K00124.01",3.839,47.6,9.035,6,-4.903e-05,0.027991,0.068062,0.12947,3.93704600484261,14.3403595505618,0.0501636363636364,0.532028985507246,0.599398148148148
"CANDIDATE",11086270,"K00124.02",5.019,50.2,8.745,12,5.365e-05,-0.15403,0.056412,0.08721,3.93704600484261,12.1441948334634,0.122497175141243,-0.30933488372093,0.433880597014925
"CANDIDATE",11449844,"K00125.01",5.118,1015,9.464,12,5.863e-05,-0.0139,0.043268,0.34924,7.44915254237288,14.492603115509,0.060937125748503,-4.71496598639456,4.75803814713896
"FALSE POSITIVE",5897826,"K00126.01",14.61,1178,5.727,24,0.003046,0.0021225,-0.0032598,0.085164,4.25592417061611,15.9692977296789,-0.575942228335626,-1.02904474002418,1.02607228915663
"CANDIDATE",5897826,"K00126.02",13.06,16.7,0.7508,31,0.0006563,0.15598,0.16154,0.17368,4.25592417061611,0.86412555502257,0.033854103343465,0.0416986928104575,0.0717685950413223
"CANDIDATE",8359498,"K00127.01",3.075,1721,0.9828,6,-0.000137,-0.00027961,-0.0018503,0.15266,16.8474576271186,14.2135386737157,0.0292653673163418,2.25813609467456,2.25828402366864
"CANDIDATE",11359879,"K00128.01",3.317,1928,1.142,6,0.001817,-0.017894,0.0078063,0.1536,7.35338345864662,11.8417972831766,-1.50351906158358,-2.27596439169139,2.27893175074184
"CANDIDATE",11974540,"K00129.01",7.022,431.8,0.4749,12,0.0018,0.12681,-0.004992,0.017072,2.43779404077365,6.38556772601049,-2.742194092827,0.206920152091255,0.218033205619413
"CANDIDATE",5297298,"K00130.01",5.348,1313,6.666,12,-2.357e-05,-0.0041552,-0.032748,0.097695,4.73740053050398,17.3650029359953,0.0981208955223881,-1.34367883211679,1.43038067349927
"CANDIDATE",7778437,"K00131.01",4.782,782.2,1.104,12,-0.002294,0.041165,0.02212,0.059295,2.97722095671982,8.0189527458493,0.609868995633188,0.754663923182442,0.802368064952639
"FALSE POSITIVE",8892910,"K00132.01",4.313,734.4,8.886,12,-0.0001769,-0.1497,0.009919,0.20904,3.25063291139241,25.1796500479386,0.150266666666667,-3.07058823529412,3.07411764705882
"FALSE POSITIVE",11673674,"K00133.01",5.874,746.5,8.434,12,-0.01947,1.9854,3.9391,4.8614,3.44333333333333,28.8755155605549,8.72057416267943,24.7739130434783,45.012962962963
"FALSE POSITIVE",9032900,"K00134.01",13.95,104.4,22.51,24,0.0001761,-0.047476,0.045811,0.16707,4.38190954773869,24.0569105691057,-0.089012315270936,-0.912897727272727,0.982764705882353
"CANDIDATE",9818381,"K00135.01",2.956,1389,-0.1707,6,-0.0001734,0.0087529,-0.013458,0.014696,12.6915887850467,16.1789288463653,-0.111216417910448,0.086185401459854,0.208158640226629
"FALSE POSITIVE",7601633,"K00136.01",2.377,292.3,2.645,6,0,-0.0078005,-0.03326,0.033577,3.89649122807018,9.4084794619265,-0.0296010928961749,-0.0647830985915493,0.444728476821192
"CANDIDATE",8644288,"K00137.01",3.84,399.4,0,6,0,-0.021153,0.072364,0.15868,14.6527777777778,0,0.528100558659218,-1.77635220125786,2.00860759493671
"CANDIDATE",8644288,"K00137.02",3.768,366.3,3.831,6,0,-0.025335,0.059529,0.17674,14.6527777777778,9.58638346292433,0.322790697674419,-2.20996015936255,2.40790190735695
"CANDIDATE",8644288,"K00137.03",2.036,50.79,3.501,3,0,0.013592,0.045592,0.1348,14.6527777777778,7.43685938232733,0.336131578947368,-0.83453947368421,1.02121212121212
"FALSE POSITIVE",8506766,"K00138.01",6.251,362.1,5.008,12,-0.0001232,0.15226,0.13356,0.13426,3.60860655737705,9.98448519040903,1.18006983240223,0.196652298850575,1.80456989247312
"CANDIDATE",8559644,"K00139.01",12.63,153.2,9.079,24,0.0001498,-0.094471,0.036737,0.13529,5.7981220657277,10.6260254725105,0.179540636042403,-0.910489510489511,0.973309352517986
