"koi_disposition","kepid","kepoi_name","tce_ingress","tce_model_chisq","tce_minmesd","tce_fwm_srao","tce_fwm_prao","tce_impact_sn","tce_depth_sn","tce_eqt_sn","tce_smet_sn","tce_fwm_sdeco_sn"
"CANDIDATE",5436013,"K02471.01",0.3176,1749,11.63,0.5031,-0.0002302,2.57175859081721,14.6185286103542,21.68,0.8,0.188414634146341
"CANDIDATE",9395719,"K02472.01",0.1424,6001,-0.6388,-0.4809,0.0001325,2.66360403082395,15.6991321118611,9.79452054794521,0.6,-0.143100890207715
"CANDIDATE",8753896,"K02473.01",0.1965,5723,1.583,-0.01815,1.982e-05,2.17317487266553,13.137179977073,23.489932885906,1.06666666666667,-1.39382239382239
"FALSE POSITIVE",8746295,"K02475.01",0.2635,3852,-0.9427,94.47,-0.01737,5.169256381798,14.3056633048875,9.85714285714286,-0.0666666666666667,-2.04395604395604
"FALSE POSITIVE",10090257,"K02476.01",0.09493,27060,1.346,-52.48,0.009221,0.138820947005331,16.755980861244,26.4606741573034,-0.133333333333333,21.5158924205379
"CANDIDATE",6846911,"K02477.01",0.1073,1122,6.609,-1.169,0.0004183,1.43904434626084,14.6371882086168,10.5242966751918,0.2,1.88667496886675
"FALSE POSITIVE",5385439,"K02478.01",5.512,17670,4.075,0.2122,1.459e-05,186.419515943143,23.1473654550578,10.7391304347826,-0.333333333333333,-5.08441558441558
"CANDIDATE",5963582,"K02479.01",0.1639,3493,1.921,0.0317,-8.057e-06,0.539421487603306,19.0103438635728,13.6155202821869,0.133333333333333,-1.24653937947494
"CANDIDATE",8189801,"K02480.01",0.01774,23360,0.3219,0.06835,0.0001694,0.256303418803419,21.7550349362926,29.064039408867,-0.666666666666667,-1.75751295336788
"CANDIDATE",11403389,"K02482.01",0.2697,996.5,24.19,0.1977,-0.0001295,1.24831612034127,12.9860671310956,10.2742616033755,-0.0666666666666667,0.869987228607918
"CANDIDATE",9851662,"K02483.01",0.2445,2432,-3.719,1.257,-0.0001734,1.34033286669778,13.2860824742268,15.0678733031674,-1.31428571428571,0.247884615384615
"CANDIDATE",10453588,"K02484.01",0.3924,917.8,-4.134,-0.6629,0.0001066,4.24550614947966,16.9183212459874,11.3863636363636,-1.86666666666667,0.799844720496894
"CANDIDATE",11125613,"K02485.01",0.2095,4816,1.472,-0.6034,0.0001562,2.76791704788045,14.5395719263315,32.1875,1.2,-1.15563909774436
"CANDIDATE",11125613,"K02485.02",0.1906,2085,0.9375,-0.5541,0.0001837,1.10653816097942,13.6530833032816,32.1951219512195,1.2,0.946480446927374
"CANDIDATE",11125613,"K02485.03",0.225,3037,-0.8385,0.2223,-8.997e-05,2.23325062034739,13.1138487680544,32.1457489878543,1.2,-1.5993265993266
"CANDIDATE",8074328,"K02486.01",0.06252,3716,2.377,-0.1158,-3.998e-05,1.91380826737027,19.0757270371437,10.3007518796992,-0.933333333333333,-2.30650684931507
"CANDIDATE",7212184,"K02487.01",0.7034,2505,14.99,0.1697,-2.67e-05,7.45477599323753,18.9409260244811,12.5497287522604,0.933333333333333,1.70735294117647
"CANDIDATE",8559152,"K02488.01",0.4412,3676,-2.043,-0.5099,3.901e-05,12.3700486906172,17.4992338338952,13.5953420669578,-0.133333333333333,0.472961373390558
"CANDIDATE",2718778,"K02489.01",0.4062,8309,0.8718,0.8297,0.0002873,6.23423423423423,20.7361660079051,11.8625277161863,-0.6,0.864210526315789
"CANDIDATE",3122913,"K02490.01",0.3587,2244,5.317,-0.01272,-9.577e-05,6.0569323509712,15.98998998999,36.0493827160494,-0.933333333333333,-0.818915159944367
"CANDIDATE",9229657,"K02491.01",0.2107,9537,0.5833,-1.368,0.0004121,3.35916542473919,18.7163561076605,11.9047619047619,-0.133333333333333,-1.71707317073171
"CANDIDATE",11752632,"K02492.01",0.1049,20730,0.2641,0.3416,-1.797e-05,1.93854748603352,12.9326923076923,11.7587939698492,0.933333333333333,0.367303102625298
"CANDIDATE",10028535,"K02493.01",0.03559,18700,0.3818,0.4004,-0.0002461,0.981259150805271,25.0755287009063,17.8533475026567,0.233333333333333,-0.612113402061856
"CANDIDATE",7047207,"K02494.01",0.4264,3757,12.33,-0.5324,-5.267e-05,3.77430555555556,17.7471636952998,13.14696485623,1.06666666666667,-1.23187969924812
"FALSE POSITIVE",5212220,"K02495.01",0.07483,14220,0.625,-1.375,0.0001808,4.07643600180914,24.0552620885819,6.35051546391753,-0.628571428571429,6.67961165048544
"FALSE POSITIVE",9964748,"K02496.01",0.06323,10980,0.75,9.565,-0.0007289,1.16998025016458,8.6070163409896,9.46808510638298,-0.2,-6.58695652173913
"CANDIDATE",11179076,"K02497.01",1.076,692.6,-0.8786,-0.951,0.0009347,26.630558722919,13.2440249657482,30,1.06666666666667,-0.51328125
"CANDIDATE",5959719,"K02498.01",0.1703,3964,1.188,-1.564,0.000147,2.16761095372993,12.5488493269648,34.4736842105263,-0.8,2.55568053993251
"CANDIDATE",5959719,"K02498.02",0.1805,2606,-0.4836,-0.1104,2.22e-05,1.46493803000652,10.5497412305923,34.4808743169399,-0.8,0.452115384615385
"FALSE POSITIVE",5544903,"K02499.01",0.4094,1545,2.336,8.042,-0.003167,6.87730968218773,10.7101372756072,9.39130434782609,0.233333333333333,10.2169811320755
"FALSE POSITIVE",10407054,"K02500.01",0.03267,47840,0.3616,-1.939,9.641e-05,0.0586968325791855,15.7389705882353,8.95306859205776,-1.13333333333333,2.04730941704036
"FALSE POSITIVE",5542983,"K02501.01",0.0779,3050,2.547,1.653,-0.0001883,1.88561673068715,15.7185628742515,7.53694581280788,-1.02857142857143,10.6273291925466
"CANDIDATE",8631504,"K02503.01",2.492,2969,3.678,0.414,-0.0001364,44.8003629764065,4.15178571428571,35.6129032258064,0.533333333333333,0.700145348837209
"CANDIDATE",8110767,"K02504.01",0.654,1956,7.59,0.1435,7.078e-05,12.7511286681716,18.7582417582418,10.1791530944625,0.7,-0.413509316770186
"FALSE POSITIVE",5471574,"K02505.01",0.1442,33900,0.5753,2.496,-0.0001449,4.06648697214735,19.0788193318197,6.69291338582677,-0.971428571428572,5.87786259541985
"CANDIDATE",6767840,"K02506.01",0.2658,3719,3.931,-0.6853,0.0002644,3.4602867105773,18.4536082474227,9.89572471324296,-0.6,-0.308798882681564
"CANDIDATE",8379705,"K02507.01",0.8592,2928,7.011,2.065,-0.0008727,40.0083437630371,12.0250841235852,9.67853042479908,-0.6,0.581422018348624
"FALSE POSITIVE",8836888,"K02508.01",0.1329,2437,5.17,-0.1187,0.0002166,1.47226411932294,14.3225039619651,14.4268077601411,-0.6,0.735889570552147
"CANDIDATE",9880190,"K02509.01",0.1824,5710,0.9688,1.814,-0.0002004,2.17443827011355,15.5505415162455,27.9938271604938,1.06666666666667,-1.30111111111111
"FALSE POSITIVE",5392702,"K02510.01",3.155,6332,3.564,20.07,-0.00972,136.010690673794,15.9234828496042,14.1407867494824,0.233333333333333,1.46334745762712
"FALSE POSITIVE",8429566,"K02511.01",0.1533,6260,2.325,20.83,-0.003223,1.86449080768436,13.4948096885813,11.5702479338843,-1.13333333333333,48.3928571428571
"CANDIDATE",9574158,"K02512.01",0.8247,974.2,-3.056,1.491,-0.001047,34.0443505807814,5.398753894081,12.5730994152047,-0.466666666666667,-0.908449074074074
"CANDIDATE",9653622,"K02513.01",0.9068,905.4,10.9,-0.497,0.0002337,12.4085020752107,7.78258986574275,9.96062992125984,-0.914285714285714,0.51113662456946
"FALSE POSITIVE",4391348,"K02514.01",0.1444,11330,0.7292,18.49,-0.002452,1.32344213649852,10.7534807534808,9.11111111111111,0,-5.73846153846154
"CANDIDATE",7294743,"K02516.01",0.135,13610,-0.5517,0.2217,-1.306e-05,2.46821448313986,14.2120528520786,11.1842105263158,0.8,-0.63121546961326
"CANDIDATE",8947520,"K02517.01",0.09199,16460,-0.1844,0.4171,-5.486e-05,3.01058201058201,14.2068155111633,21,0.933333333333333,-2.45488721804511
"FALSE POSITIVE",5529738,"K02518.01",0.02087,45470,0.4542,-6.76,0.0002561,0.00118947368421053,8.62494183341089,10.7547169811321,-0.266666666666667,2.18785046728972
"CANDIDATE",4047631,"K02519.01",0.008836,3225,-1.191,-1.061,0.0003057,0.00785714285714286,13.6413734633319,35.85,0.266666666666667,-1.10033613445378
"CANDIDATE",10059645,"K02520.01",0.0753,3299,3.275,-0.7768,0.000225,0.347067520946279,14.6918085969181,23.8762214983713,0,-0.535031847133758
"CANDIDATE",7183745,"K02521.01",0.8244,1694,15.34,0.2513,0.0004141,16.2235273180281,18.3317735142723,27.1666666666667,0.933333333333333,-0.323920265780731
"CANDIDATE",7183745,"K02521.02",0.199,3409,1.4,-1.026,0.0006545,1.99135254988914,12.8703374777975,27.1076923076923,0.933333333333333,-1.0105198019802
"CANDIDATE",9177629,"K02522.01",0.08765,2774,3.613,-1.301,0.0002709,2.51509223029626,15.5756698044895,39.8969072164948,0,0.805825242718447
"CANDIDATE",7778767,"K02523.01",0.3966,3207,-1.573,0.3026,-0.00025,2.8435531985416,17.1178637200737,17.1618625277162,1.06666666666667,0.229193341869398
"CANDIDATE",7778767,"K02523.02",0.1681,7071,1.086,1.358,-0.0002912,1.11668524712003,7.65217391304348,17.1206225680934,1.06666666666667,0.611020408163265
"CANDIDATE",7515762,"K02524.01",0.2671,2002,-6.935,-0.5626,0.0001299,0.518130311614731,14.8241703813769,13.172268907563,0.933333333333333,-0.940587044534413
"CANDIDATE",5942949,"K02525.01",0.6792,878,34.36,1.564,-0.001268,6.25994318181818,12.4064651302005,23.6666666666667,-0.333333333333333,0.32375
"CANDIDATE",7879433,"K02527.01",0.07715,11400,-0.2292,1.271,-7.389e-05,1.99977817213842,12.4813744868481,42.436974789916,-1.46666666666667,-0.525644699140401
"CANDIDATE",9205907,"K02528.01",0.1709,1288,-0.6625,1.106,-0.0008737,3.79907718120805,14.6794258373206,10.2645502645503,-0.933333333333333,1.31772151898734
"CANDIDATE",8463346,"K02529.01",0.8791,2440,4.481,2.157,-0.0002145,27.7991004497751,17.0134842683536,43.448275862069,0.133333333333333,-0.440922190201729
"CANDIDATE",8463346,"K02529.02",0.2728,824.2,2.248,2.636,-0.0007886,0.322468659594986,11.8396519577377,43.1635388739946,0.133333333333333,1.32079207920792
"CANDIDATE",9011825,"K02530.01",0.3704,1924,12.98,-0.9991,0.0001836,2.62227007074746,16.707779886148,12.0512820512821,2.4,0.540304709141274
"CANDIDATE",4172746,"K02531.01",1.753,1246,1.552,-1.894,-0.000685,24.1461595824012,6.88292682926829,23.7727272727273,0.266666666666667,-1.51892523364486
"CANDIDATE",5174858,"K02532.01",0.04919,1871,2.225,-1.13,0.0005564,0.429569557080474,16.4130434782609,17.2171945701357,0.8,1.66840731070496
"CANDIDATE",11074835,"K02533.01",0.4355,14400,2.866,-0.5118,3.897e-05,5.11407064273306,15.8886597938144,15.2380952380952,-0.533333333333333,-0.761788617886179
"CANDIDATE",1996180,"K02534.01",0.1794,10270,1.932,-0.5882,-4.415e-06,3.05776418620455,18.9729643257079,15.4166666666667,-0.4,-2.10321489001692
"CANDIDATE",1996180,"K02534.02",0.1274,4871,1.267,-0.265,-3.056e-05,1.27262264422385,9.86159571993487,15.4430379746835,-0.4,-0.597699115044248
"CANDIDATE",9635606,"K02535.01",0.1018,1022,36.48,0.09593,-4.599e-05,0.0724853556485356,11.7651956702748,33.859649122807,1.06666666666667,0.468939393939394
"CANDIDATE",3728701,"K02536.01",0.4528,1285,29.17,0.4349,-0.0003031,3.955463728191,18.6324376199616,10.2264150943396,-0.466666666666667,-0.654398826979472
"CANDIDATE",1849702,"K02538.01",1.506,740.1,12.29,-0.01747,5.235e-05,69.2181947405828,6.71297100191005,34.1463414634146,0,-1.49643705463183
"FALSE POSITIVE",7289162,"K02539.01",1.406,4321,-0.3081,-9.148,0.0008992,21.6471099521947,3.59344262295082,9.83050847457627,-0.6,-80.1054018445323
"FALSE POSITIVE",3001885,"K02540.01",1.485,5760,1.159,-3.29,0.003057,13.7924291102109,8.06596701649175,20.7261410788382,1.06666666666667,-3.86851211072664
"CANDIDATE",12306058,"K02541.01",0.2257,9842,4.863,0.4797,-2.704e-05,2.19226804123711,14.4289287203001,15.4594594594595,0,1.02695652173913
"CANDIDATE",12306058,"K02541.02",0.6849,4786,4.516,0.112,-2.054e-06,9.32323950818006,12.3064317902499,15.4779969650986,0,-0.740479192938209
"CANDIDATE",6183511,"K02542.01",0.01827,16570,0.4969,0.383,-0.0002848,0.166880269814503,14.3676355066771,22.2251308900524,0.466666666666667,-1.87846763540291
"CANDIDATE",12469800,"K02543.01",0.1295,12140,0.5906,0.4889,6.487e-05,2.17651331719128,14.633749321758,29.5154185022026,0.933333333333333,-1.19066478076379
"CANDIDATE",8676148,"K02544.01",0.3741,1716,14.7,-0.4508,0.0003172,2.16052287581699,15.4802926599009,10.177304964539,0.4,0.612049433573636
"CANDIDATE",9696358,"K02545.01",1.501,10350,2.139,-0.1722,5.447e-06,155.916878172589,13.2221063607925,38.121546961326,1.06666666666667,0.806192660550459
"FALSE POSITIVE",5039129,"K02546.01",0.1228,19480,0.475,-10.8,0.000923,2.21409280628529,12.5528007346189,9.94594594594595,-0.333333333333333,-7.71775223499361
"CANDIDATE",4484336,"K02547.01",0.1871,2319,5.266,-0.07927,0.0002038,2.35303430079156,16.0496613995485,11.3429256594724,-1.8,-0.0657252888318357
"CANDIDATE",9580167,"K02548.01",0.02147,17840,0.5365,3.597,6.549e-05,0.0560067681895093,15.6701030927835,0,-0.266666666666667,11.6711111111111
"FALSE POSITIVE",10679583,"K02549.01",0.1898,6914,0.4563,2.302,-0.0004547,1.4631093544137,11,18.0109489051095,-1.08571428571429,-6.4972972972973
"CANDIDATE",11622985,"K02550.01",0.7258,2095,4.563,0.4228,-0.0001028,24.3632136398863,14.6024258760108,9.89855072463768,-0.533333333333333,-1.28899082568807
"CANDIDATE",11361283,"K02551.01",2.184,2306,-1.458,-0.5235,0.0004456,10.3199163617355,7.67169651671132,22.375,-0.0666666666666667,-0.678697001034126
"CANDIDATE",8757824,"K02552.01",0.03938,5844,2.249,-1.161,0.0001116,0.634695731153497,12.7970749542962,17.769130998703,0.933333333333333,0.0951157894736842
"CANDIDATE",9832208,"K02553.01",0.3962,818.7,49.2,2.519,-0.002147,0.842557141199675,13.6288492706645,29.4642857142857,1.06666666666667,-1.71548117154812
"CANDIDATE",10471621,"K02554.01",0.1436,3105,2.363,0.4849,-0.0001649,0.559325681492109,15.7211961301671,23.5023041474654,-3.14285714285714,0.601721854304636
"CANDIDATE",10471621,"K02554.02",0.189,435.2,28.66,-0.7268,0.0004706,2.00307084887037,6.92188708430008,23.5507246376812,-3.14285714285714,0.780451127819549
"CANDIDATE",5350244,"K02555.01",1.369,4136,5.026,0.2361,-2.581e-05,170.201668984701,15.987862440998,17.6494023904382,-0.4,1.17445109780439
"CANDIDATE",5374403,"K02556.01",0.2359,966.2,28.92,0.3811,-3.669e-05,0.927523040163841,16.2549019607843,22.0444444444444,0,0.0483009708737864
"FALSE POSITIVE",10925113,"K02557.01",0.243,2216,3.226,-8.977,0.001376,2.13353889943074,12.0047732696897,21.4930555555556,-1.33333333333333,13.5395480225989
"FALSE POSITIVE",5307858,"K02558.01",2.825,23160,0.9468,-43.53,0.01598,118.115942028986,8.77511024007839,9.87341772151899,-0.0666666666666667,-140.6640625
"CANDIDATE",6605493,"K02559.01",0.2032,4026,4.719,-1.577,0.0001668,2.56515540347876,17.133767610968,18.0276134122288,0.4,0.680599369085173
"CANDIDATE",4670217,"K02560.01",2.399,1425,10.4,0.2303,-0.00045,23.2785714285714,4.6361301369863,20.6463878326996,0.0666666666666667,1.70560747663551
"CANDIDATE",7259298,"K02561.01",0.09017,8561,1.484,0.192,-4.112e-05,1.66086283613852,15.2697435897436,10.4310344827586,-1.53333333333333,1.97759433962264
"FALSE POSITIVE",10415227,"K02562.01",0.276,11400,-0.6334,5.585,-0.0009128,2.75145215530419,12.0956719817768,10.3149606299213,-0.533333333333333,17.8440366972477
"CANDIDATE",5175024,"K02563.01",0.389,3362,10.34,-0.6793,4.799e-05,3.65525876460768,14.756735022115,10.0682128240109,-0.8,-0.642375601926164
"CANDIDATE",5175024,"K02563.02",0.1491,7946,1.737,-1.782,6.902e-05,1.23391158365976,8.34370677731674,10.0877192982456,-0.8,0.295172413793103
"CANDIDATE",9026749,"K02564.01",0.4003,1844,47.36,-0.3499,5.631e-05,1.48294705106463,16.3713405238829,7.88541666666667,1.73333333333333,0.315592203898051
"CANDIDATE",9026749,"K02564.02",0.2373,4166,12.42,2.036,-0.0001321,1.20205241991402,8.23700568707843,7.91946308724832,1.73333333333333,0.58986013986014
"FALSE POSITIVE",12216278,"K02565.01",0.3076,19650,1.141,199.4,-0.03854,4.32919254658385,17.0738137082601,10.3623188405797,-0.333333333333333,-16.6416040100251
"FALSE POSITIVE",9159242,"K02566.01",0.3511,25300,0.7084,2.617,-0.0001697,5.41852074564041,18.605577689243,8.32214765100671,-0.8,3.98030634573304
"FALSE POSITIVE",9842937,"K02567.01",2.398,12570,1.192,5.389,-0.001058,119.151544874939,18.6911487758945,11.0759493670886,-0.666666666666667,3.42282958199357
"FALSE POSITIVE",6525185,"K02568.01",1.753,16700,0.7656,3.069,-0.0007053,35.0923295454545,4.08245904656727,10.3571428571429,-0.0666666666666667,-0.70816077953715
"CANDIDATE",8247770,"K02569.01",0.2176,4392,1.11,0.5748,0.000273,2.34757383966245,12.9991431019709,16.1214165261383,1.06666666666667,0.252059308072488
"FALSE POSITIVE",10812504,"K02570.01",0.2408,565.9,12.44,1.066,-0.0007124,0.407707006369427,15.965953056487,26.6257668711656,-1.5,5.60145808019441
"CANDIDATE",6867588,"K02571.01",0.06573,19010,0.5013,0.1934,-2.627e-05,1.9637712789175,14.1924071302218,29.6903460837887,1.06666666666667,2.26108374384236
"CANDIDATE",7501646,"K02572.01",1.502,3181,3.502,1.136,0.0005555,13.0726478761413,9.25576329642403,11.6004962779156,1.2,0.815121951219512
"CANDIDATE",8256453,"K02573.01",0.2459,10630,0.3094,0.5952,-0.000809,14.2004096423507,33.4360123214786,19.8821796759941,-2.6,0.999236641221374
"FALSE POSITIVE",9474493,"K02574.01",0.1008,31550,0.3313,1.262,-0.0003784,2.26083688298672,13.8645833333333,14.2553191489362,-0.333333333333333,15.3333333333333
"FALSE POSITIVE",4551663,"K02576.01",0.05991,2136,2.313,-5.967,0.000964,0.308170515097691,15.1895306859206,15.8258928571429,-0.8,-3.96510067114094
"CANDIDATE",12257999,"K02577.01",0.2588,3063,-4.062,0.06878,-4.243e-05,2.50635084105733,23.5998325659272,6.78030303030303,3.73333333333333,-0.60939226519337
"CANDIDATE",6922203,"K02578.01",0.3238,1285,-3.278,-0.04005,-0.0006519,15.5656034199277,12.7246218334245,10.625814863103,-0.6,0.474412532637076
"CANDIDATE",9896018,"K02579.01",0.2304,10510,1.842,-0.02119,-2.799e-06,3.73669240146282,14.751269035533,17.9361179361179,1.06666666666667,1.08534946236559
"CANDIDATE",9896018,"K02579.02",0.1353,7223,-0.3021,-0.07391,4.908e-06,0.97644247183339,13.4340659340659,17.9245283018868,1.06666666666667,0.427926829268293
"CANDIDATE",9896018,"K02579.03",0.1628,3250,-1.233,1.436,-0.0002675,0.572477064220184,11.3676286072773,17.8776290630975,1.06666666666667,-0.304148936170213
"CANDIDATE",11037511,"K02580.01",0.1499,6159,0.3208,0.3006,-8.267e-05,1.44300049350222,14.5194003527337,10.873786407767,0.233333333333333,-2.57535885167464
"CANDIDATE",11818872,"K02581.01",0.1685,2909,-2.82,-0.6909,7.12e-05,1.67816752923136,13.1528046421663,25.0719424460432,0,0.610404624277457
"CANDIDATE",11771430,"K02582.01",0.3398,1423,-7.785,-1.324,0.0001915,3.20846905537459,16.7723577235772,15.0855745721271,1.73333333333333,-0.874438202247191
"CANDIDATE",10387742,"K02583.01",0.06059,6794,-0.1844,-0.7098,3.337e-05,1.91953277092797,12.8282828282828,18.7993680884676,0.4,2.57010428736964
"FALSE POSITIVE",10387742,"K02583.02",0.1818,126.9,110.1,-1.199,0.0001992,0.977188789919618,7.16439001413095,18.7586206896552,0.4,-0.379147727272727
"CANDIDATE",7673841,"K02585.01",0.1195,6783,2.862,-0.07682,1.231e-05,1.63006436955699,16.4033107599699,14.002478314746,-0.933333333333333,-0.955277044854881
"CANDIDATE",7673841,"K02585.02",0.05,2189,3.146,-0.8492,6.675e-05,0.570617816091954,9.51129363449692,13.9473684210526,-0.933333333333333,-1.54444444444444
"CANDIDATE",7673841,"K02585.03",0.1326,4192,2.791,2.581,-0.0001114,1.48959200666112,9.08523070723353,13.9492242595205,-0.933333333333333,0.619770992366412
"CANDIDATE",9827149,"K02586.01",0.1514,7535,0.5875,0.1737,-0.0001431,2.11855547636018,16.2469586374696,10.0709219858156,0.866666666666667,-0.730679933665008
"CANDIDATE",5546691,"K02587.01",0.5244,5863,-1.43,0.4824,-2.867e-05,3.38970588235294,12.8989139515455,11.301775147929,-1.33333333333333,0.00118679245283019
"CANDIDATE",12156347,"K02588.01",0.2653,4152,1.83,-0.8861,0.0002674,3.98808998676665,16.540404040404,41.5277777777778,-0.933333333333333,0.821134020618557
"CANDIDATE",10468885,"K02589.01",0.01948,23170,-0.1438,1.048,-0.0002319,0.146486486486486,14.4624746450304,18.4381778741866,0.533333333333333,0.210882352941176
"FALSE POSITIVE",5513897,"K02591.01",0.1596,32950,0.2865,-2.834,0.0002162,3.08512820512821,15.7874720357942,13.84,-0.133333333333333,0.750880281690141
"CANDIDATE",6765135,"K02592.01",0.3435,466.4,129.7,-1.175,0.0005761,0.47127588510354,11.8738784926942,9.6398891966759,-0.514285714285714,-0.142181818181818
"CANDIDATE",8212002,"K02593.01",0.2372,3815,8.449,0.3378,3.55e-05,4.08707482993197,14.2417926003127,18.3438155136268,1.86666666666667,0.87449118046133
"CANDIDATE",8212002,"K02593.02",0.26,5953,0.8514,0.3627,1.831e-05,5.59272510435301,9.11636589919104,18.2971014492754,1.86666666666667,-0.681090909090909
"CANDIDATE",8004903,"K02594.01",0.1845,2281,8.366,-1.424,9.942e-05,0.329140958709065,16.0601719197708,10.4588235294118,-0.133333333333333,-0.233084112149533
"CANDIDATE",8883329,"K02595.01",0.2066,4533,2.554,1.008,8.048e-06,3.06414193108154,15.6991685563114,16.304347826087,-0.266666666666667,0.586899563318777
