"koi_disposition","kepid","kepoi_name","tce_mesmad","tce_rminmes","tce_fwm_prao"
"CANDIDATE",7871954,"K01515.01",0.7196,0.0789,-1.424e-05
"CANDIDATE",7871954,"K01515.02",0.6446,0.1358,-0.0001137
"CANDIDATE",12418724,"K01516.01",0.6615,0.09772,6.627e-05
"CANDIDATE",7456001,"K01517.01",0.6499,0.08749,8.175e-05
"CANDIDATE",7549209,"K01518.01",0.6736,0.09906,0.0001586
"CANDIDATE",7663405,"K01519.01",0.5685,0.1211,0.000454
"CANDIDATE",7663405,"K01519.02",0.6729,0.3576,-0.0001733
"CANDIDATE",9765975,"K01520.01",0.6565,0.09026,0.0005646
"CANDIDATE",9818462,"K01521.01",0.5848,0.1288,0.0001013
"CANDIDATE",12266636,"K01522.01",0.776,0.08032,-0.0001253
"CANDIDATE",12266636,"K01522.02",0.6817,0.3218,-0.0002624
"FALSE POSITIVE",9850893,"K01523.01",0.7719,0.1667,0.0001466
"FALSE POSITIVE",4826110,"K01524.01",0.755,0.2287,-0.002844
"CANDIDATE",7869917,"K01525.01",0.7021,0.07653,1.724e-05
"CANDIDATE",7869917,"K01525.02",0.7851,0.2362,7.092e-05
"CANDIDATE",9824805,"K01526.01",0.4184,0.1665,-0.0001169
"CANDIDATE",7768451,"K01527.01",0.6557,0.1666,-0.0001157
"CANDIDATE",7691260,"K01528.01",0.7677,0.1514,0.000167
"CANDIDATE",9821454,"K01529.01",0.6663,0.127,-8.387e-05
"CANDIDATE",9821454,"K01529.02",0.6896,0.2646,-0.0002005
"CANDIDATE",11954842,"K01530.01",0.7178,0.07523,5.884e-05
"CANDIDATE",11764462,"K01531.01",0.6694,0.09291,4.932e-05
"CANDIDATE",11656246,"K01532.01",0.6717,0.05756,-4.668e-05
"CANDIDATE",7808587,"K01533.01",0.8204,0.1156,2.783e-05
"CANDIDATE",4741126,"K01534.01",0.5773,0.1133,1.103e-05
"CANDIDATE",4741126,"K01534.02",0.5385,0.1858,2.786e-05
"CANDIDATE",11669125,"K01535.01",0.671,0.1156,-0.0001317
"CANDIDATE",12159249,"K01536.01",0.6602,0.1213,-9.189e-05
"CANDIDATE",9872292,"K01537.01",0.7327,0.1181,5.239e-06
"FALSE POSITIVE",9963461,"K01538.01",0.9291,0.03603,0
"CANDIDATE",8081482,"K01539.01",1.734,0.01197,-0.001246
"FALSE POSITIVE",5649956,"K01540.01",1.078,0.001545,-0.0003614
"CANDIDATE",4840513,"K01541.01",0.9134,0.006664,-0.009301
"FALSE POSITIVE",8113154,"K01542.01",0.9737,0.03244,-0.0006208
"FALSE POSITIVE",5270698,"K01543.01",1.061,0.01568,0.001724
"FALSE POSITIVE",5024450,"K01544.01",0.9479,0.001993,0
"CANDIDATE",5282049,"K01545.01",0.6441,0.005763,0.0008572
"FALSE POSITIVE",5282049,"K01545.02",0.6779,0.2022,-4.278e-05
"CANDIDATE",5475431,"K01546.01",1.406,0.2423,-0.0005526
"CANDIDATE",5283458,"K01547.01",0.6616,0.01011,0.004118
"FALSE POSITIVE",9940565,"K01548.01",0.8881,0.004588,0.004089
"FALSE POSITIVE",8053552,"K01549.01",0.6718,0.01036,-0.002252
"FALSE POSITIVE",8111381,"K01550.01",1.152,0.01833,-0.006438
"FALSE POSITIVE",5444549,"K01551.01",0.7121,0.01081,0.02078
"CANDIDATE",7984047,"K01552.01",0.6563,0.02107,0.005428
"CANDIDATE",7951018,"K01553.01",0.6889,0.01523,-9.923e-05
"FALSE POSITIVE",9899355,"K01554.01",2.188,0.2909,-0.0002101
"FALSE POSITIVE",12644774,"K01555.01",0.6437,0.04281,0.05107
"FALSE POSITIVE",9902856,"K01556.01",0.6799,0.03487,-0.04471
"CANDIDATE",5371776,"K01557.01",0.6176,0.02016,-6.917e-06
"CANDIDATE",5371776,"K01557.02",0.6203,0.0426,3.781e-05
"CANDIDATE",5371776,"K01557.03",0.5914,0.07439,-0.0009419
"CANDIDATE",5371776,"K01557.04",0.6688,0.1305,-8.558e-05
"FALSE POSITIVE",10019763,"K01558.01",0.6464,0.02001,-0.005001
"FALSE POSITIVE",9899280,"K01559.01",0.9512,0.3584,-0.0005381
"FALSE POSITIVE",8046659,"K01560.01",0.5999,0.03121,0.001488
"FALSE POSITIVE",4940438,"K01561.01",0.7642,0.1143,0.0008327
"FALSE POSITIVE",5308663,"K01562.01",0.7423,0.1784,0.001093
"CANDIDATE",5308663,"K01562.02",0.7551,0.4275,0.0003452
"CANDIDATE",5219234,"K01563.01",0.5541,0.05929,0.0006657
"CANDIDATE",5219234,"K01563.02",0.651,0.08039,0.0003453
"CANDIDATE",5219234,"K01563.03",0.7782,0.1931,0.000306
"CANDIDATE",5219234,"K01563.04",0.6922,0.2519,0.0002916
"CANDIDATE",5184584,"K01564.01",0.6042,0.02792,0.001515
"FALSE POSITIVE",5636648,"K01565.01",2.095,0.6379,0.01056
"FALSE POSITIVE",5564247,"K01566.01",0.7756,0.1254,0.002988
"CANDIDATE",5438099,"K01567.01",0.5039,0.0692,1.868e-06
"CANDIDATE",5438099,"K01567.02",0.7387,0.1616,0.000596
"CANDIDATE",5438099,"K01567.03",0.7706,0.1095,2.112e-05
"CANDIDATE",5438099,"K01567.04",0.6516,0.1495,0.0006303
"FALSE POSITIVE",5210475,"K01568.01",0.6643,0.1338,0.0006532
"CANDIDATE",8009350,"K01569.01",0.7004,0.1016,0.0001229
"CANDIDATE",8082001,"K01570.01",0.7061,0.06404,0.0006397
"FALSE POSITIVE",5557821,"K01571.01",0.8779,0.09445,-0.01319
"CANDIDATE",10004519,"K01572.01",0.7041,0.0611,0.0001708
"CANDIDATE",5031857,"K01573.01",0.6926,0.03552,-0.0001894
"CANDIDATE",5031857,"K01573.02",0.7776,0.181,0.0002155
"CANDIDATE",10028792,"K01574.01",0.664,0.01975,0.001482
"CANDIDATE",10028792,"K01574.02",0.7101,0.1478,-3.921e-05
"CANDIDATE",10028792,"K01574.03",0.4145,0.2044,6.371e-05
"CANDIDATE",10028792,"K01574.04",0.5494,0.3348,3.937e-05
"FALSE POSITIVE",5553652,"K01575.01",0.7171,0.1246,0.01009
"CANDIDATE",5299459,"K01576.01",0.6542,0.06525,-7.306e-06
"CANDIDATE",5299459,"K01576.02",0.6248,0.06898,0.0001411
"CANDIDATE",12506770,"K01577.01",0.5514,0.1448,0.0005349
"FALSE POSITIVE",5629985,"K01578.01",1.651,0.2379,-0.006424
"FALSE POSITIVE",9898364,"K01579.01",0.8921,0.03625,-0.001091
"FALSE POSITIVE",5193400,"K01580.01",0.6353,0.1498,0.004479
"CANDIDATE",7939330,"K01581.01",0.7495,0.07189,0
"CANDIDATE",7939330,"K01581.02",0.6543,0.1649,0
"CANDIDATE",4918309,"K01582.01",0.6848,0.05878,0.0008746
"CANDIDATE",12602568,"K01583.01",0.7151,0.09652,-9.039e-05
"CANDIDATE",9941066,"K01584.01",0.6516,0.1098,-0.000428
"CANDIDATE",5470739,"K01585.01",0.6761,0.08851,-0.0001313
"CANDIDATE",10022908,"K01586.01",0.689,0.08027,0.0002825
"FALSE POSITIVE",9932970,"K01587.01",0.627,0.05778,-0.0006414
"CANDIDATE",5617854,"K01588.01",0.5752,0.07171,-2.568e-05
"CANDIDATE",5301750,"K01589.01",0.7787,0.08419,0.0001722
"CANDIDATE",5301750,"K01589.02",0.7118,0.09914,0.0002769
"CANDIDATE",5301750,"K01589.03",0.6517,0.1614,-9.561e-05
"CANDIDATE",5301750,"K01589.04",0.7035,0.2504,-2.489e-05
"CANDIDATE",5301750,"K01589.05",0.6815,0.2269,0.0002908
"CANDIDATE",5542466,"K01590.01",0.7277,0.1776,-6.785e-05
"CANDIDATE",5542466,"K01590.02",0.6775,0.1655,5.239e-05
"CANDIDATE",5542466,"K01590.03",0.6557,0.2842,0.0003452
"CANDIDATE",10028140,"K01591.01",0.6634,0.1123,0.000899
"FALSE POSITIVE",5217586,"K01592.01",0.6492,0.05658,0.002126
"CANDIDATE",5289854,"K01593.01",0.6553,0.1856,-0.0006449
"CANDIDATE",5289854,"K01593.02",0.5896,0.1889,0.0001903
"FALSE POSITIVE",9895709,"K01594.01",0.7256,0.0851,-0.0001425
"CANDIDATE",10006581,"K01595.01",0.6311,0.0918,-3.941e-05
"CANDIDATE",10027323,"K01596.01",0.687,0.1105,9.949e-05
"CANDIDATE",10027323,"K01596.02",0.6929,0.1595,-0.001204
"CANDIDATE",5039228,"K01597.01",0.7294,0.04926,-0.0001539
"CANDIDATE",10004738,"K01598.01",0.6583,0.05643,-7.984e-05
"CANDIDATE",10004738,"K01598.02",0.6832,0.1244,-0.0001437
"CANDIDATE",10004738,"K01598.03",0.6274,0.2566,0.0001063
"CANDIDATE",5474613,"K01599.01",0.6776,0.1122,2.847e-05
"CANDIDATE",5474613,"K01599.02",0.6548,0.1775,0.0001085
"FALSE POSITIVE",4860932,"K01600.01",0.6805,0.2888,-0.002514
"CANDIDATE",5438757,"K01601.01",0.5477,0.09468,-4.304e-05
"CANDIDATE",5438757,"K01601.02",0.6409,0.1323,0.0001526
"CANDIDATE",4860678,"K01602.01",0.7742,0.1512,6.79e-05
"CANDIDATE",4860678,"K01602.02",0.6004,0.1881,-0.0002324
"CANDIDATE",5177104,"K01603.01",0.7959,0.09387,7.856e-05
"FALSE POSITIVE",10033279,"K01604.01",0.6871,0.09489,0.005397
"FALSE POSITIVE",5009189,"K01605.01",0.6337,0.1595,9.922e-05
"CANDIDATE",9886661,"K01606.01",0.7005,0.06573,-8.256e-05
"FALSE POSITIVE",5477805,"K01607.01",0.6888,0.1339,0.001337
"CANDIDATE",10055126,"K01608.01",0.7235,0.1206,-7.814e-05
"CANDIDATE",10055126,"K01608.02",0.6213,0.2155,0.0001441
"CANDIDATE",10055126,"K01608.03",0.7192,0.3333,0.000347
"CANDIDATE",5009743,"K01609.01",0.6733,0.08756,-0.0001712
"FALSE POSITIVE",5474733,"K01610.01",0.4136,0.1555,0.000542
"FALSE POSITIVE",12644769,"K01611.01",1.159,0.04511,0.01095
"CANDIDATE",10963065,"K01612.01",0.6599,0.1075,-6.597e-05
"CANDIDATE",6268648,"K01613.01",0.5756,0.1326,6.833e-06
"CANDIDATE",6268648,"K01613.02",0.6841,0.3302,8.519e-05
"CANDIDATE",6268648,"K01613.03",0.6428,0.3897,0.0002228
"FALSE POSITIVE",10514429,"K01614.01",0.7422,0.1195,-5.77e-05
"CANDIDATE",4278221,"K01615.01",0.8043,0.05615,3.229e-06
"CANDIDATE",9015738,"K01616.01",0.6687,0.1206,7.682e-06
"CANDIDATE",7215603,"K01618.01",1.008,0.1444,2.339e-06
"CANDIDATE",4276716,"K01619.01",0.678,0.2421,0.0001511
"FALSE POSITIVE",6468337,"K01620.01",0.9291,0.102,0.0002078
"CANDIDATE",5561278,"K01621.01",0.6025,0.09722,-6.368e-05
"CANDIDATE",7287683,"K01622.01",0.6922,0.1103,5.868e-05
"FALSE POSITIVE",11392618,"K01623.01",0.6413,0.08415,0.0003556
"FALSE POSITIVE",6233890,"K01624.01",0.9592,0.09046,0
"FALSE POSITIVE",6312314,"K01625.01",0.3772,0.1179,-0.0003331
"CANDIDATE",6387542,"K01626.01",0.6842,0.0941,0.000208
"CANDIDATE",6543893,"K01627.01",0.6555,0.1164,0.001532
"CANDIDATE",6543893,"K01627.02",0.6349,0.2193,0.0001357
"CANDIDATE",6543893,"K01627.03",0.519,0.2045,-9.058e-05
"CANDIDATE",6975129,"K01628.01",0.6438,0.06515,3e-04
"CANDIDATE",6975129,"K01628.02",0.5682,0.0505,2.024e-05
"FALSE POSITIVE",6975129,"K01628.03",0.6813,0.2268,3.293e-05
"CANDIDATE",8685497,"K01629.01",0.6252,0.097,-1.313e-05
"CANDIDATE",9017682,"K01630.01",0.5421,0.1452,0.0002378
"FALSE POSITIVE",9084778,"K01631.01",0.6855,0.05765,0.0007163
"CANDIDATE",9277896,"K01632.01",0.7294,0.104,-9.948e-05
"CANDIDATE",9401997,"K01633.01",0.6421,0.2337,-0.0003902
"FALSE POSITIVE",10487119,"K01635.01",0.6841,0.001065,-0.004499
"FALSE POSITIVE",10621666,"K01636.01",0.7032,0.1116,1.854e-05
"CANDIDATE",10686864,"K01637.01",0.5098,0.1829,5.255e-05
"FALSE POSITIVE",10747439,"K01638.01",0.687,0.02141,-0.01021
"CANDIDATE",10879038,"K01641.01",0.6182,0.1848,0.0002556
"FALSE POSITIVE",10879656,"K01642.01",1.139,0.3782,-0.0005945
"CANDIDATE",10990917,"K01643.01",0.6671,0.09277,0.0002664
"FALSE POSITIVE",11043136,"K01644.01",0.7554,0.09006,0.0008974
"FALSE POSITIVE",11045383,"K01645.01",0.7044,0.02025,-0.0007849
"CANDIDATE",11046025,"K01646.01",0.7028,0.1724,-2.406e-05
"CANDIDATE",11153121,"K01647.01",0.6613,0.1064,5.895e-05
"CANDIDATE",11153121,"K01647.02",0.6265,0.2649,-2.72e-05
"CANDIDATE",11177543,"K01648.01",0.6403,0.2506,0.0004991
"CANDIDATE",11337141,"K01649.01",0.6279,0.1726,0.0002084
"CANDIDATE",11337372,"K01650.01",0.8038,0.07906,0.0004675
"CANDIDATE",11337372,"K01650.02",0.646,0.09962,0.001086
"CANDIDATE",11337833,"K01651.01",0.6591,0.1703,-0.0006608
"FALSE POSITIVE",11391667,"K01652.01",1.064,0.002353,0.0003368
"FALSE POSITIVE",11392017,"K01653.01",0.6738,0.2169,0.03119
"FALSE POSITIVE",11546211,"K01654.01",1.23,0.003186,-9.25e-05
"CANDIDATE",11547505,"K01655.01",0.6705,0.06041,7.154e-05
"CANDIDATE",4471747,"K01656.01",0.667,0.2822,5.222e-05
"FALSE POSITIVE",4474645,"K01657.01",2.947,0.02824,0.1005
"CANDIDATE",4570949,"K01658.01",1.963,0.005462,0
"CANDIDATE",4650733,"K01659.01",0.5958,0.2013,-0.0004928
"CANDIDATE",4830605,"K01660.01",0.6922,0.1674,-2.948e-05
"FALSE POSITIVE",4832197,"K01661.01",0.7413,0.002449,0
"FALSE POSITIVE",4844004,"K01662.01",0.9306,0.171,0.0001895
"FALSE POSITIVE",4927315,"K01663.01",0.6235,0.141,-0.0007627
"FALSE POSITIVE",4928119,"K01664.01",0.6542,0.005896,-0.0003537
"CANDIDATE",4932442,"K01665.01",0.8005,0.1697,0.0001305
"FALSE POSITIVE",5008501,"K01666.01",1.19,0.2314,-8.157e-05
"FALSE POSITIVE",5015913,"K01667.01",1.101,0.01604,9.861e-05
"FALSE POSITIVE",5103942,"K01668.01",0.6631,0.1162,0.0003215
"CANDIDATE",5183357,"K01669.01",0.7021,0.1091,6.808e-05
"FALSE POSITIVE",5184709,"K01670.01",0.677,0.1455,6.41e-05
"CANDIDATE",5195172,"K01671.01",0.6801,0.09808,-1.009e-05
"CANDIDATE",5269467,"K01672.01",0.6857,0.1531,-0.0002838
"FALSE POSITIVE",5271608,"K01673.01",0.9852,0.3168,-0.003851
"FALSE POSITIVE",5357470,"K01674.01",1.115,0.1541,-0.0003167
"CANDIDATE",5360920,"K01675.01",0.6611,0.1336,0.000776
"FALSE POSITIVE",5443775,"K01676.01",0.591,0.04544,0.0005423
"CANDIDATE",5526717,"K01677.01",0.6741,0.1474,0.0002386
"FALSE POSITIVE",5527172,"K01678.01",1.342,0.0198,0.0001791
"FALSE POSITIVE",5529643,"K01679.01",2.055,0.254,0.0003688
"FALSE POSITIVE",5530882,"K01680.01",0.6496,0.178,0.0001344
"CANDIDATE",5531953,"K01681.01",0.6603,0.1491,-2.132e-05
"FALSE POSITIVE",5531953,"K01681.02",0.5907,0.1963,9.988e-06
"CANDIDATE",5531953,"K01681.03",0.686,0.35,-0.001005
"CANDIDATE",5531953,"K01681.04",0.6971,0.3359,-0.0001565
"CANDIDATE",6034945,"K01683.01",0.6418,0.1094,-0.0001649
"FALSE POSITIVE",6048024,"K01684.01",0.6477,0.04114,-0.0006886
"CANDIDATE",6049190,"K01685.01",0.6854,0.08226,0.0003177
"CANDIDATE",6198999,"K01687.01",0.7225,0.1009,0.0001358
"CANDIDATE",6310636,"K01688.01",0.4556,0.1658,0.0001177
"FALSE POSITIVE",6312534,"K01689.01",1.359,0.02343,0.03577
"FALSE POSITIVE",6470917,"K01690.01",0.7476,0.2223,0.001988
"FALSE POSITIVE",6611330,"K01691.01",0.647,0.04001,-0.006608
"CANDIDATE",6616218,"K01692.01",0.5238,0.01496,-4.06e-05
"CANDIDATE",6616218,"K01692.02",0.5612,0.1595,1.349e-05
"CANDIDATE",6696462,"K01693.01",0.7172,0.0628,-0.0001672
"CANDIDATE",6699368,"K01694.01",0.6798,0.07083,-0.0001236
"CANDIDATE",6803855,"K01695.01",0.6821,0.2963,-5.412e-05
"FALSE POSITIVE",6891366,"K01696.01",0.9616,0.08574,-0.0002522
"FALSE POSITIVE",6891637,"K01697.01",0.6702,0.1002,-3.585e-05
"FALSE POSITIVE",6975615,"K01698.01",0.6192,0.1228,-0.0043
"FALSE POSITIVE",7137725,"K01699.01",0.7718,0.09459,-4.418e-05
"CANDIDATE",7220429,"K01700.01",0.6277,0.1095,0.0002686
"CANDIDATE",7222086,"K01701.01",0.5854,0.05125,-6.29e-05
"CANDIDATE",7304449,"K01702.01",0.4175,0.07283,6.408e-05
"FALSE POSITIVE",7380829,"K01703.01",1.298,0.2427,0.02029
"CANDIDATE",7386827,"K01704.01",0.6985,0.1081,-0.0004333
"CANDIDATE",7522911,"K01705.01",0.6934,0.1209,-4.681e-06
"CANDIDATE",7626370,"K01706.01",0.5485,0.06492,2.68e-05
"CANDIDATE",7703955,"K01707.01",0.6755,0.1535,0.0002149
"CANDIDATE",7703955,"K01707.02",0.6763,0.2571,-0.0002676
"CANDIDATE",7750419,"K01708.01",0.7156,0.1374,0.000789
"FALSE POSITIVE",7768952,"K01709.01",0.6424,0.1592,0.0009507
"CANDIDATE",7815744,"K01710.01",0.7,0.1298,0.0006068
"CANDIDATE",7955580,"K01711.01",0.6678,0.182,-0.0001164
"FALSE POSITIVE",8162790,"K01712.01",0.6113,0.1115,0.001502
"CANDIDATE",8230616,"K01713.01",0.7232,0.09155,0.0004896
"CANDIDATE",8230616,"K01713.02",0.6581,0.1001,0.0005614
"CANDIDATE",9655129,"K01714.01",1.738,0.02227,0
"CANDIDATE",9836959,"K01715.01",0.7069,0.1184,0.0001252
"CANDIDATE",9838949,"K01716.01",0.6584,0.1123,9.837e-05
"CANDIDATE",9895006,"K01717.01",0.6589,0.163,0.0003241
"CANDIDATE",9896558,"K01718.01",0.6661,0.1455,2.296e-07
"CANDIDATE",9896558,"K01718.02",0.6425,0.2889,0.0002614
"FALSE POSITIVE",9899483,"K01719.01",1.773,0.1797,0.0001771
"CANDIDATE",10015937,"K01720.01",0.6234,0.2043,0.0001278
"CANDIDATE",10019065,"K01721.01",0.6624,0.1437,0.0001903
"CANDIDATE",10080248,"K01722.01",0.8324,0.2002,0.0002145
"CANDIDATE",10213902,"K01723.01",0.7265,0.1022,-0.0007194
"CANDIDATE",10214162,"K01724.01",0.6273,0.08893,-0.0006432
"CANDIDATE",10905746,"K01725.01",0.9263,0.04963,0.0006897
"CANDIDATE",8242434,"K01726.01",0.637,0.04837,9.689e-06
"CANDIDATE",6185331,"K01727.01",0.6337,0.03099,0.0002814
"CANDIDATE",11820830,"K01728.01",1.002,0.01469,0
"CANDIDATE",6603756,"K01729.01",0.7079,0.02417,0.001208
"FALSE POSITIVE",8460600,"K01730.01",0.939,0.01186,0.04709
"CANDIDATE",8266276,"K01731.01",0.5599,0.192,7.469e-05
"FALSE POSITIVE",8266276,"K01731.02",1.708,0.305,0.001431
"CANDIDATE",6869184,"K01732.01",0.6181,0.1415,4.655e-05
"CANDIDATE",8396405,"K01733.01",0.6336,0.2028,0
"FALSE POSITIVE",8845574,"K01734.01",0.7395,0.09834,0.002547
"FALSE POSITIVE",3446451,"K01735.01",1.095,0.1518,2.755e-05
"CANDIDATE",6604328,"K01736.01",0.6957,0.1878,0.0006553
"CANDIDATE",4365645,"K01738.01",0.6162,0.07996,9.237e-05
"FALSE POSITIVE",6762829,"K01740.01",0.8778,0.01021,-0.004565
"FALSE POSITIVE",8180020,"K01741.01",0.9158,0.01356,0.03558
"FALSE POSITIVE",9528420,"K01742.01",0.9868,0.01248,-0.001378
"FALSE POSITIVE",6364327,"K01744.01",0.9418,0.1299,0.0006118
"FALSE POSITIVE",9574614,"K01745.01",1.522,0.01712,0.0004585
"CANDIDATE",8197343,"K01746.01",0.6396,0.1702,-0.0004223
"CANDIDATE",7032421,"K01747.01",0.6642,0.1857,-0.0003953
"FALSE POSITIVE",7593110,"K01748.01",0.86,0.01238,0.005966
"CANDIDATE",6786348,"K01749.01",0.6205,0.2403,-1.607e-06
"CANDIDATE",6209677,"K01750.01",0.6723,0.1211,-0.0001253
"CANDIDATE",6209677,"K01750.02",0.6998,0.2334,8.965e-05
"CANDIDATE",9729691,"K01751.01",0.6687,0.0445,0.0001252
"FALSE POSITIVE",9729691,"K01751.02",0.6003,0.1065,9.116e-05
"FALSE POSITIVE",8127586,"K01752.01",0.6694,0.2662,-0.003285
"FALSE POSITIVE",4950232,"K01753.01",0.744,0.08381,-0.01375
"CANDIDATE",8651389,"K01754.01",0.663,0.1149,-4.864e-05
"FALSE POSITIVE",5302006,"K01755.01",0.6418,0.0864,0.034
"FALSE POSITIVE",4851464,"K01757.01",0.9812,0.01679,-0.003197
"CANDIDATE",6705142,"K01758.01",0.7845,0.08006,-0.0003113
"FALSE POSITIVE",3248019,"K01759.01",0.8639,0.0007769,0.0463
"CANDIDATE",3967760,"K01760.01",0.5026,0.1076,0.0009149
"CANDIDATE",3967760,"K01760.02",0.6942,0.2081,-0.0003816
"CANDIDATE",4067336,"K01761.01",0.7117,0.1696,0.0009665
"FALSE POSITIVE",5387843,"K01762.01",0.8155,0.06592,-0.0006666
"FALSE POSITIVE",10491044,"K01763.01",0.4564,0.1334,-6.385e-06
"CANDIDATE",11904734,"K01764.01",0.7064,0.02205,-0.000141
"FALSE POSITIVE",8043714,"K01765.01",0.7884,0.007894,-0.003327
"FALSE POSITIVE",3654950,"K01766.01",0.6256,0.002025,-0.01184
"FALSE POSITIVE",8223328,"K01767.01",0.6928,0.01174,-2.487e-05
"FALSE POSITIVE",4150390,"K01768.01",0.7283,0.01096,-0.002809
"FALSE POSITIVE",8444552,"K01769.01",1.606,0.001075,0.001198
"FALSE POSITIVE",7918217,"K01770.01",0.6431,0.03418,0.0223
"FALSE POSITIVE",11342573,"K01771.01",0.6607,0.00478,0.006436
"FALSE POSITIVE",3345675,"K01772.01",0.7036,0.008771,-0.0001377
"FALSE POSITIVE",10153011,"K01773.01",0.6568,0.01383,0.000281
"FALSE POSITIVE",11285136,"K01774.01",1.033,0.01358,0.0002291
"FALSE POSITIVE",4913000,"K01775.01",0.5886,0.009048,0.01993
"FALSE POSITIVE",8453214,"K01776.01",0.7214,0.01154,0.07777
"FALSE POSITIVE",5110423,"K01777.01",0.526,0.009467,0.01245
"FALSE POSITIVE",5444384,"K01778.01",1.026,0.009148,0
"CANDIDATE",9909735,"K01779.01",0.8652,0.01296,0
"CANDIDATE",9909735,"K01779.02",0.7075,0.04313,0
"FALSE POSITIVE",5450814,"K01780.01",0.7703,0.02608,3.472e-05
"CANDIDATE",11551692,"K01781.01",0.7827,0.01374,8.549e-06
"CANDIDATE",11551692,"K01781.02",0.6935,0.01919,-3.923e-05
"CANDIDATE",11551692,"K01781.03",0.7655,0.08809,5.015e-05
"FALSE POSITIVE",8678664,"K01782.01",0.68,0.01354,0.0002329
"CANDIDATE",10005758,"K01783.01",0.6715,0.02049,0.0001024
"CANDIDATE",10005758,"K01783.02",0.6632,0.06392,9.725e-05
"CANDIDATE",10158418,"K01784.01",0.7042,0.008287,0.0007173
"FALSE POSITIVE",9366989,"K01785.01",0.9628,0.01014,0
"FALSE POSITIVE",3128793,"K01786.01",0.6934,0.03233,-0.000788
"CANDIDATE",5864975,"K01787.01",0.6369,0.0327,-0.001524
"CANDIDATE",2975770,"K01788.01",0.6286,0.02819,0.001125
"FALSE POSITIVE",2975770,"K01788.02",0.6447,0.2478,-0.001339
"FALSE POSITIVE",5565497,"K01789.01",1.336,0.232,0
"CANDIDATE",6504954,"K01790.01",0.6977,0.03411,-0.0003013
"FALSE POSITIVE",4144231,"K01791.01",0.6313,0.02021,-0.1341
"CANDIDATE",8552719,"K01792.01",0.6331,0.02485,0.0008261
"FALSE POSITIVE",8552719,"K01792.02",0.6061,0.083,6.613e-06
"CANDIDATE",8552719,"K01792.03",3.96,0.3553,-5.021e-05
"CANDIDATE",5731623,"K01793.01",0.6261,0.01522,0.004971
"FALSE POSITIVE",6153672,"K01794.01",0.7426,0.01544,0.0008661
"FALSE POSITIVE",9674608,"K01795.01",0.8501,0.06007,-0.001419
"FALSE POSITIVE",10019399,"K01796.01",0.682,0.009434,-7.194e-05
"CANDIDATE",10676014,"K01797.01",0.6192,0.03017,1.283e-05
"FALSE POSITIVE",6867766,"K01798.01",0.6734,0.01318,0.0005861
"FALSE POSITIVE",6058614,"K01799.01",1.444,0.01849,-0.003918
"CANDIDATE",11017901,"K01800.01",0.6858,0.01078,6.353e-05
"CANDIDATE",5088591,"K01801.01",0.6628,0.04326,-4.573e-05
"CANDIDATE",11298298,"K01802.01",0.6777,0.02564,-7.368e-05
"CANDIDATE",4349442,"K01803.01",0.6426,0.03013,0.0006957
"FALSE POSITIVE",4349442,"K01803.02",0.5722,0.1408,0.0002806
"FALSE POSITIVE",4349442,"K01803.03",0.5946,0.2009,1.519e-06
"CANDIDATE",11187436,"K01804.01",0.6811,0.02583,-0.0003542
"CANDIDATE",4644952,"K01805.01",0.6737,0.0342,5.989e-05
"CANDIDATE",4644952,"K01805.02",0.7176,0.08495,2.34e-05
"CANDIDATE",4644952,"K01805.03",0.6828,0.1024,5.936e-06
"FALSE POSITIVE",9529744,"K01806.01",2.199,0.06431,0
"CANDIDATE",9529744,"K01806.02",0.8505,0.2572,0
"CANDIDATE",9529744,"K01806.03",0.6905,0.2836,0
"CANDIDATE",10614012,"K01807.01",0.7051,0.1451,-0.0003155
"CANDIDATE",7761918,"K01808.01",0.6711,0.05003,-6.759e-06
"CANDIDATE",8240797,"K01809.01",0.6363,0.05009,0.0001335
"CANDIDATE",8240797,"K01809.02",0.7523,0.06009,3.369e-05
"FALSE POSITIVE",8164262,"K01810.01",1.147,0.1025,-9.995e-05
"FALSE POSITIVE",3966262,"K01811.01",0.7487,0.2296,0.08385
"FALSE POSITIVE",6279974,"K01812.01",1,0.01481,-0.0001114
"CANDIDATE",9455325,"K01813.01",0.636,0.06049,5.997e-05
"CANDIDATE",5621125,"K01814.01",0.9444,0.05555,0.0001302
"CANDIDATE",9872283,"K01815.01",0.6834,0.03641,-0.0003892
"CANDIDATE",9872283,"K01815.02",0.8794,0.3781,0.0001318
"CANDIDATE",8624520,"K01816.01",0.6756,0.0467,0.0007237
"FALSE POSITIVE",7918172,"K01817.01",0.646,0.1113,-0.02987
"CANDIDATE",7870032,"K01818.01",0.6576,0.07385,-0.0003039
"CANDIDATE",9597058,"K01819.01",0.6258,0.09017,4.609e-05
"CANDIDATE",8277797,"K01820.01",0.6491,0.06208,-5.792e-05
"CANDIDATE",8277797,"K01820.02",0.6783,0.1154,9.901e-05
"CANDIDATE",8832512,"K01821.01",0.696,0.05861,0.0001269
"CANDIDATE",5124667,"K01822.01",0.6578,0.07932,0.0001308
"FALSE POSITIVE",10092312,"K01823.01",0.5372,0.03947,0
"FALSE POSITIVE",10092312,"K01823.02",0.6506,0.09416,0
"CANDIDATE",2989404,"K01824.01",0.5126,0.04435,4.578e-05
"CANDIDATE",2989404,"K01824.02",0.6327,0.03928,3.507e-05
"CANDIDATE",5375194,"K01825.01",0.626,0.07054,-0.0001401
