"koi_disposition","kepid","kepoi_name","tce_slogg","tce_minmes","tce_rmesmad","tce_rsnrmes","tce_ptemp","tce_rb_tcount1","tce_fwm_prao"
"FALSE POSITIVE",6233903,"K03609.01",3.89,-2.26,5033,0.5632,702.91,0,-0.1059
"FALSE POSITIVE",7212066,"K03610.01",4.53,-123,1073,0.7052,3221.89,0,-0.05381
"FALSE POSITIVE",6675060,"K03611.01",4.42,-2.937,2801,0.7951,939.58,0,-0.0764
"FALSE POSITIVE",10518735,"K03612.01",4.53,-232.8,1577,0.7299,4121.47,0,-0.3822
"FALSE POSITIVE",6546508,"K03613.01",4.62,-2.149,3199,0.4771,776.9,1,0.06461
"FALSE POSITIVE",9886224,"K03614.01",3.88,-54.37,1482,0.7355,2621.84,0,0
"FALSE POSITIVE",3735634,"K03615.01",4.19,-2.477,1638,0.4431,1006.16,13,0.1193
"FALSE POSITIVE",6058875,"K03616.01",4.73,-5.268,13260,0.5608,518.78,1,0
"FALSE POSITIVE",10735564,"K03617.01",3.97,-743.2,113.1,0.5208,4747.43,3,0.4191
"FALSE POSITIVE",9636559,"K03618.01",4.22,-79.03,976.9,0.8764,4859.91,0,0.2192
"FALSE POSITIVE",8095110,"K03619.01",4.59,-1.83,6135,0.5208,744.55,22,0.2722
"FALSE POSITIVE",11499263,"K03620.01",4.52,-3.677,1539,0.9,1110.64,0,0.007665
"FALSE POSITIVE",9775253,"K03621.01",4.77,-3.495,1244,0.5585,744.72,0,0.00515
"FALSE POSITIVE",6677267,"K03622.01",3.71,-31.71,478.9,0.6517,3232.12,0,0.02698
"FALSE POSITIVE",7732791,"K03623.01",4.59,-3.92,1918,0.5276,806.54,15,0.004631
"FALSE POSITIVE",8177798,"K03624.01",4.09,-4.667,1550,0.8496,1207,0,-0.00116
"FALSE POSITIVE",10489521,"K03625.01",4.33,-2.836,6798,-0.000162,0,18,0
"FALSE POSITIVE",12643582,"K03626.01",4.49,-3.586,1622,0.6013,1284.54,0,0.1527
"FALSE POSITIVE",10091110,"K03627.01",4.47,-28.06,452.5,0.9391,2806.38,0,0.007822
"FALSE POSITIVE",10091110,"K03627.02",4.47,-3.262,856.6,0.991,1402.04,0,0.008214
"FALSE POSITIVE",3542574,"K03628.01",4.44,-2.295,4498,-0.0003634,0,0,0
"FALSE POSITIVE",3544694,"K03629.01",4.25,-1.89,4453,0.7191,977.9,0,-0.03772
"FALSE POSITIVE",10259029,"K03630.01",4.56,-25.34,975.4,0.7308,2822.92,0,0.03217
"FALSE POSITIVE",8299947,"K03631.01",4.44,-2.999,2392,0.5134,1064.47,0,0.2982
"FALSE POSITIVE",3335813,"K03632.01",4.37,-2.082,1034,0.6862,1221.83,0,-0.004794
"FALSE POSITIVE",11858741,"K03633.01",4.44,-37.93,1253,0.458,2389.33,0,0
"FALSE POSITIVE",6363494,"K03634.01",4.07,-1.828,7047,0.5843,1469.76,0,-0.008703
"FALSE POSITIVE",3327992,"K03635.01",4.62,-5.622,838.7,0.3295,713.17,5,0
"FALSE POSITIVE",5649206,"K03636.01",4.44,-2.332,4348,0.6209,1169.86,0,0.2692
"FALSE POSITIVE",5193384,"K03637.01",3.3,-65.29,470.8,-0.001347,0,0,-0.3791
"FALSE POSITIVE",5181804,"K03638.01",4.21,-14.05,1421,0.8831,2904.8,0,0.04714
"FALSE POSITIVE",10491544,"K03639.01",3.02,-158.7,755.9,0.4831,3611.12,0,-0.122
"FALSE POSITIVE",8052474,"K03640.01",4.38,-42.59,808.7,1.018,3227.22,0,6.294e-05
"FALSE POSITIVE",3534118,"K03641.01",4.35,-4.342,922.9,0.9232,1435.96,0,0.057
"FALSE POSITIVE",3534118,"K03641.02",4.35,-3.352,14.83,1.076,4009.5,0,0.001202
"FALSE POSITIVE",2441161,"K03642.01",4.64,-2.748,1551,0.7151,1036.55,0,-0.0461
"FALSE POSITIVE",3231120,"K03643.01",4.42,-39.2,1562,0.7003,2941,1,0.08715
"FALSE POSITIVE",12216706,"K03644.01",3.81,-4.099,5879,0.4404,1502.24,7,-0.04125
"FALSE POSITIVE",5816806,"K03645.01",4.44,-2.259,2821,0.5365,1115.55,0,0
"FALSE POSITIVE",6531496,"K03646.01",4.53,-19.68,680,0.6222,3446.62,0,0
"FALSE POSITIVE",6531496,"K03646.02",4.53,-2.39,594.4,0.921,1348.32,0,0
"FALSE POSITIVE",9661869,"K03647.01",4.35,-3.068,1271,0.685,1895.1,0,0.0473
"FALSE POSITIVE",3097352,"K03648.01",4.38,-19.64,1012,0.6032,2727.3,0,-0.05532
"FALSE POSITIVE",6066379,"K03649.01",4.21,-21.79,1099,0.5172,1065.58,72,0.1591
"FALSE POSITIVE",6227560,"K03650.01",4.69,-2.83,1219,0.4829,1076.81,26,-0.007636
"FALSE POSITIVE",5866104,"K03651.01",4.44,-37.7,754.2,0.4894,3327.69,0,-0.06972
"FALSE POSITIVE",8256044,"K03652.01",4.11,-2.936,1306,0.7307,1237.19,0,0.1081
"FALSE POSITIVE",8780968,"K03653.01",3.64,-4.765,2112,0.4663,876.3,0,-0.1792
"FALSE POSITIVE",6960446,"K03654.01",4.24,-2.034,1741,0.614,1210.05,0,0.003832
"FALSE POSITIVE",8264097,"K03655.01",4.44,-24.96,888.6,0.7562,3083.71,1,0
"FALSE POSITIVE",6312521,"K03656.01",3.67,-2.587,1937,0.7697,1161.19,11,0.05131
"FALSE POSITIVE",4579321,"K03657.01",4.44,-133.3,264.8,0.5544,4254.12,0,-0.109
"FALSE POSITIVE",1575690,"K03658.01",4.7,-4.776,337,0.6912,883.28,8,-0.003255
"FALSE POSITIVE",4386047,"K03659.01",4.47,-28.13,1016,0.7199,3036.78,1,0.1916
"FALSE POSITIVE",5103998,"K03660.01",4.58,-6.849,736.3,0.845,1432.43,0,0.01837
"FALSE POSITIVE",7910148,"K03661.01",4.49,-7.864,397.3,0.5149,3707.09,0,0.02607
"FALSE POSITIVE",12459731,"K03662.01",4.33,-17.9,564.3,0.6952,3887.39,0,-0.03958
"CANDIDATE",12735740,"K03663.01",4.51,-3.26,709.5,0.9422,1809.18,0,0.000304
"FALSE POSITIVE",4678875,"K03664.01",4.28,-295.6,215,-0.000236,0,0,0
"FALSE POSITIVE",7812175,"K03665.01",4.44,-15.65,817.5,0.459,3207.67,0,0.01284
"FALSE POSITIVE",7708193,"K03666.01",3.77,-196.3,632.9,0.8918,3867.46,0,0.03028
"FALSE POSITIVE",11200767,"K03667.01",4.14,-9.589,484.8,0.42,2929.48,0,0
"FALSE POSITIVE",8589731,"K03668.01",3.81,-2.284,933,0.6761,1093.44,0,-0.02475
"FALSE POSITIVE",4356766,"K03669.01",4.43,-25.65,743.5,0.4426,1366.22,0,-0.6763
"FALSE POSITIVE",2167890,"K03670.01",2.76,-17.59,490.7,0.7081,0,28,-0.0101
"FALSE POSITIVE",10383696,"K03671.01",4.56,-18.46,713.8,0.6425,3277.78,1,-0.068
"FALSE POSITIVE",9777090,"K03672.01",4.66,-30.63,519.9,0.7429,3160.18,0,-0.1598
"FALSE POSITIVE",11455484,"K03673.01",4.44,-105,502.3,0.7786,4240.56,0,0.04045
"FALSE POSITIVE",2446623,"K03674.01",4.57,-3.99,611.3,0.8105,1630.69,0,-0.003732
"FALSE POSITIVE",9596089,"K03675.01",4.49,-3.729,656.9,0.7754,1534.69,0,-0.04059
"FALSE POSITIVE",5738506,"K03676.01",4.44,-72.97,352.4,-0.001127,0,0,-0.01023
"FALSE POSITIVE",3340313,"K03677.01",4.37,-3.071,864.2,1.006,2330.91,0,2.929e-05
"CANDIDATE",4150804,"K03678.01",4.31,-3.852,454.6,1.253,1839.97,0,-0.0003284
"FALSE POSITIVE",5021174,"K03679.01",4.44,-29.96,628,-0.0009599,0,0,-0.006762
"CANDIDATE",9025971,"K03680.01",4.4,-4.04,517.5,1.018,951.47,0,0.001324
"CANDIDATE",2581316,"K03681.01",4.38,-15.46,498.9,1.504,1912.26,0,0.0001168
"CANDIDATE",2581316,"K03681.02",4.38,-3.143,29.45,1.03,4014.39,2,3.438e-05
"FALSE POSITIVE",8621353,"K03682.01",4.44,-15.37,644.2,0.6867,3543.8,0,-0.07227
"CANDIDATE",10795103,"K03683.01",4.29,-11.1,339.4,1.249,1175.73,0,6.559e-05
"FALSE POSITIVE",9394601,"K03684.01",4.48,-41.72,981.2,0.4918,2093.26,64,0
"FALSE POSITIVE",8494410,"K03685.01",4.42,-4.096,527.6,1.012,1436.21,0,-0.0001308
"CANDIDATE",8494410,"K03685.02",4.42,-2.815,37.94,1.068,3460.05,2,-9.808e-05
"FALSE POSITIVE",9719636,"K03686.01",4.41,-7.276,597.9,0.9082,2726.93,0,-0.007844
"FALSE POSITIVE",2452440,"K03687.01",4.42,-12.37,918.8,0.7291,2821.2,0,0.01522
"FALSE POSITIVE",5020034,"K03688.01",4.16,-5.208,1715,0.6137,1343.32,0,0.06269
"CANDIDATE",7017372,"K03689.01",4.24,-1.98,636.9,1.019,1971.23,0,-0.0003154
"FALSE POSITIVE",9715939,"K03690.01",4.18,-3.893,504.8,1.002,1666.4,0,0.0008159
"FALSE POSITIVE",4751083,"K03691.01",4.28,-94.03,522.5,0.9516,4338.33,0,0.002191
"CANDIDATE",5903301,"K03692.01",4.16,-2.428,725.1,0.8574,1702.75,45,0.006027
"FALSE POSITIVE",7695087,"K03693.01",2.9,-2.685,313,0.388,2184.83,0,-0.1031
"FALSE POSITIVE",6200709,"K03694.01",4.51,-7.193,555.3,0.9718,2603.77,12,0.03166
"FALSE POSITIVE",8043052,"K03695.01",4.5,-30.76,95.19,1.823,2461.28,0,-0.0002191
"FALSE POSITIVE",5435816,"K03696.01",4.48,-4.172,426.6,1.006,1680,0,0.000931
"FALSE POSITIVE",8559589,"K03697.01",4.39,-30.82,407.5,0.9005,4539.99,0,-0.0001457
"FALSE POSITIVE",4372765,"K03698.01",4.28,-69.14,514,0.5145,5467.23,0,0.07274
"FALSE POSITIVE",2438490,"K03699.01",4.52,-9.778,283,0.7978,2365.22,0,-0.03486
"FALSE POSITIVE",3838496,"K03700.01",4.44,-3.022,1786,0.6693,1142.58,28,-0.3604
"FALSE POSITIVE",6470521,"K03701.01",4.4,-15.67,523.6,0.5224,1651.66,0,0.08447
"FALSE POSITIVE",2449090,"K03702.01",4.44,-68.01,300,0.7954,3581.75,0,0.03719
"FALSE POSITIVE",5652260,"K03703.01",4.55,-1.43,813.8,0.6374,1635.69,4,-0.02725
"FALSE POSITIVE",2569494,"K03704.01",4.47,-4.233,1478,0.6211,1652.38,0,0
"FALSE POSITIVE",6470516,"K03705.01",4.04,-262.8,191.7,-0.0001038,0,0,0
"FALSE POSITIVE",7770471,"K03706.01",4.22,-740.4,133.7,-0.0001725,0,0,0
"FALSE POSITIVE",5130380,"K03707.01",4.3,-10.93,526.1,0.9254,3307.53,0,-0.01259
"FALSE POSITIVE",6314173,"K03708.01",4.01,-72.86,146.5,-0.0003989,0,1,0
"FALSE POSITIVE",2576107,"K03709.01",4.52,-5.174,420.9,0.8329,1913.87,0,0.01375
"FALSE POSITIVE",9532421,"K03710.01",4.53,-9.766,318.9,0.9387,2935.73,0,0.003829
"FALSE POSITIVE",5653849,"K03711.01",4.51,-93.61,685.4,1.068,4087.93,0,0.07095
"FALSE POSITIVE",2437060,"K03712.01",2.14,-39.78,645.2,0.8203,0,0,0
"FALSE POSITIVE",8127648,"K03713.01",4.44,-2.079,1009,0.6286,1106.45,0,-0.1143
"FALSE POSITIVE",11564013,"K03714.01",4.4,-22.23,25.46,2.461,3477.55,167,-0.003379
"FALSE POSITIVE",4937143,"K03715.01",4.28,-43.12,219.8,1.02,5760.54,0,-0.006261
"FALSE POSITIVE",8719324,"K03716.01",4.1,-13.82,182.9,1.023,3101.7,12,-0.0001217
"FALSE POSITIVE",8719324,"K03716.02",4.1,-11.2,16.97,1.277,3843.89,0,0.0002352
"FALSE POSITIVE",11241814,"K03717.01",4.41,-3.107,297.3,1.021,1771.41,0,0.002367
"FALSE POSITIVE",5036537,"K03718.01",4.42,-3.275,456.1,0.5475,1736.31,0,-0.1958
"FALSE POSITIVE",9837083,"K03719.01",4.63,-197.1,8.255,1.253,2669.3,0,0.008463
"FALSE POSITIVE",10735331,"K03720.01",4.07,-3.176,426.1,1.003,1813.86,0,5.99e-05
"FALSE POSITIVE",7763269,"K03721.01",4.29,-2.947,346.9,0.8722,1467.2,3,-0.0001919
"FALSE POSITIVE",8365739,"K03722.01",4.39,-18.37,173.3,0.8408,2459.75,0,0.002515
"FALSE POSITIVE",5471606,"K03723.01",1.46,-18.32,318.3,0.0921,0,19,0
"FALSE POSITIVE",11200405,"K03724.01",4.22,-4.005,448.4,0.8905,2642.38,0,0.004509
"FALSE POSITIVE",3459199,"K03725.01",2.78,-2.5,516.5,0.8795,0,1,-0.00016
"FALSE POSITIVE",6973796,"K03726.01",4.57,-5.445,349,0.9492,1804.81,0,0.03271
"CANDIDATE",7515679,"K03728.01",3.54,-5.688,93.06,0.9754,3017.91,0,8.477e-05
"FALSE POSITIVE",9674592,"K03729.01",4.58,-48.78,169.9,0.5436,4598.34,0,-0.09875
"FALSE POSITIVE",9674592,"K03729.02",4.58,-2.567,580.6,0.5631,1446.93,0,-0.08024
"FALSE POSITIVE",10879213,"K03730.01",4.44,-1.717,3165,-0.0007356,0,2,-0.7809
"FALSE POSITIVE",5650314,"K03731.01",4.65,-5.928,399.7,0.6365,1340.44,11,-0.01899
"FALSE POSITIVE",8302302,"K03732.01",4.49,-85.69,115,-0.0004717,0,0,0
"FALSE POSITIVE",9655858,"K03733.01",4.44,-5.89,316,0.6432,4065.28,0,0.03346
"FALSE POSITIVE",10275880,"K03734.01",3.84,-28.8,246.2,0.8626,2363.88,13,-0.542
"FALSE POSITIVE",2166200,"K03735.01",4.21,-3.001,489,0.5276,1714.24,0,0.01973
"FALSE POSITIVE",3547315,"K03736.01",4.55,-2.991,1290,0.5625,885.87,14,-0.0006728
"FALSE POSITIVE",6933781,"K03737.01",3.95,-11.79,213.2,0.6157,3704.93,0,0.002643
"FALSE POSITIVE",5478083,"K03738.01",4.44,-2.625,850.3,0.7258,1554.52,0,-0.2139
"FALSE POSITIVE",10857342,"K03739.01",3.71,-321.5,240,-0.0001109,0,0,0.0007223
"FALSE POSITIVE",5215700,"K03740.01",4.47,-11.34,4192,-0.0001023,0,5,-0.03554
"FALSE POSITIVE",8780959,"K03741.01",4.21,-3.095,680.3,0.4949,918.55,8,0
"FALSE POSITIVE",8780959,"K03741.02",4.21,-3.028,30.16,1.14,3298.83,8,0
"CANDIDATE",8780959,"K03741.03",4.21,-4.644,21.45,1.187,3706.7,1,0
"FALSE POSITIVE",8780959,"K03741.04",4.21,-3.129,13.19,-0.1064,0,7,0
"FALSE POSITIVE",5565486,"K03742.01",4.38,-4.514,2709,-0.0003439,0,0,0.1604
"FALSE POSITIVE",4935914,"K03743.01",4.44,-7.474,221.5,1.031,3331.42,0,0.04622
"FALSE POSITIVE",11303811,"K03744.01",4.67,-16.54,13.88,2.534,2851.36,0,0.003758
"FALSE POSITIVE",2437783,"K03745.01",4.44,-5.055,243.1,0.7314,2968.96,0,-0.02408
"FALSE POSITIVE",12062660,"K03746.01",4.44,-9.382,291.7,0.7505,2054.1,0,0.0121
"FALSE POSITIVE",9777087,"K03747.01",4.69,-5.051,123.2,1.29,2624.54,0,-0.151
"FALSE POSITIVE",4247807,"K03748.01",4.5,-2.408,1918,0.5571,1434.86,0,0.09282
"FALSE POSITIVE",11547869,"K03749.01",5.01,-3.148,238.8,1.133,999.79,0,0.002796
"FALSE POSITIVE",7700590,"K03750.01",4.45,-125.8,83.86,0.6898,3066.73,0,0
"FALSE POSITIVE",9053086,"K03751.01",4.25,-197.6,215.8,0.6631,4516.77,2,0
"FALSE POSITIVE",6314185,"K03752.01",4.32,-7.336,91.37,-0.004157,0,1,0.01059
"FALSE POSITIVE",8620561,"K03753.01",4.66,-313,74.32,0.3759,3561.53,39,0
"FALSE POSITIVE",8937019,"K03754.01",4.44,-20.3,238.9,0.8609,3862.72,0,0.01749
"FALSE POSITIVE",9896435,"K03755.01",4.55,-5.754,537.7,0.9052,2747.8,0,0.02627
"FALSE POSITIVE",10352938,"K03756.01",4.08,-6.267,222.9,1.043,2933.61,0,0.005809
"FALSE POSITIVE",6863161,"K03757.01",3.97,-4.447,1001,0.2834,2622.77,0,0.0006898
"FALSE POSITIVE",7840035,"K03758.01",4.41,-10.88,320,0.9649,2980.46,0,0.007517
"FALSE POSITIVE",8543279,"K03759.01",4.58,-9.12,259.6,0.8417,3360.51,0,0
"FALSE POSITIVE",8047283,"K03760.01",4.55,-39.14,222.4,0.4432,3796.83,0,0
"FALSE POSITIVE",8308347,"K03761.01",4.6,-107,179.5,-0.007434,0,0,0.01131
"CANDIDATE",11518142,"K03762.01",4.17,-6.882,235,0.9716,2202.76,0,-0.001891
"FALSE POSITIVE",3114667,"K03763.01",4.64,-567.4,47.96,-0.0003583,0,20,0
"FALSE POSITIVE",3344427,"K03764.01",3.28,-381.6,9.922,0.6619,0,27,0
"FALSE POSITIVE",12109845,"K03765.01",4.79,-235.4,109.7,0.5876,3107.76,0,-0.009077
"FALSE POSITIVE",8323764,"K03767.01",4.51,-2.879,293.5,0.859,1675.33,1,-0.00762
"FALSE POSITIVE",5360082,"K03768.01",4.68,-32.64,242,1.096,3066.28,0,0.0008144
"FALSE POSITIVE",6543683,"K03769.01",4.27,-8.113,1567,0.376,0,5,0
"CANDIDATE",5008245,"K03770.01",4.35,-2.079,277.8,0.9704,1882.75,0,-0.001053
"CANDIDATE",10555365,"K03771.01",4.43,-3.024,289.2,0.8349,2365.21,2,0.004678
"FALSE POSITIVE",5481426,"K03772.01",4.44,-2.468,289.9,0.5113,1541.48,2,-0.03096
"FALSE POSITIVE",10268903,"K03773.01",4.83,-41.86,127.6,0.6479,2311.51,0,0.02254
"FALSE POSITIVE",7220320,"K03775.01",3.84,-198.6,23.61,-0.0007721,0,10,0.003258
"FALSE POSITIVE",9291378,"K03776.01",4.46,-5.228,240.5,0.5842,1427.16,0,0.006215
"FALSE POSITIVE",4075067,"K03777.01",3.54,-15.97,178.5,1.023,5112.67,1,4.912e-05
"FALSE POSITIVE",12405950,"K03778.01",3.76,-14.36,133.2,1.072,4202.85,1,0.0001106
"FALSE POSITIVE",5206233,"K03779.01",4.57,-5.438,157.7,0.6435,4108.63,0,-0.01773
"FALSE POSITIVE",6775985,"K03780.01",4.25,-3.102,169.3,0.9962,2480.58,0,-0.005578
"FALSE POSITIVE",3324644,"K03781.01",2.67,-10.56,35.61,0.856,2471.47,4,0.000237
"FALSE POSITIVE",11357192,"K03782.01",3.64,-4.103,158.6,1.019,1502.56,0,-0.004738
"CANDIDATE",9533489,"K03783.01",4.09,-5.977,118.4,1.27,2515.65,1,-8.115e-05
"FALSE POSITIVE",5688997,"K03784.01",4.31,-3.726,146.9,0.9484,2054.26,0,0.0001404
"FALSE POSITIVE",4073730,"K03785.01",3.51,-3.458,179.6,0.1105,2570.21,3,0
"FALSE POSITIVE",2854948,"K03786.01",4.58,-80.48,7.936,0.02946,5110.33,5,0.0001612
"FALSE POSITIVE",7813039,"K03787.01",4.48,-3.182,168.1,1.258,1635.77,0,-0.0007813
"FALSE POSITIVE",9405541,"K03788.01",0.27,-32.93,1066,0.7104,0,32,0.01837
"FALSE POSITIVE",8906045,"K03789.01",4.3,-3.473,19,0.8314,0,1,0.0003488
"FALSE POSITIVE",7296094,"K03790.01",4.44,-7.814,314.4,0.6897,2537.35,0,-0.0005122
"CANDIDATE",5437945,"K03791.01",4.16,-9.933,123.9,1.251,4553.75,0,-0.001068
"CANDIDATE",5437945,"K03791.02",4.16,-3.829,89.17,1.274,2702.31,0,-0.0005352
"FALSE POSITIVE",12009347,"K03792.01",4.57,-15.12,212.7,0.9111,2581.81,2,-0.004084
"FALSE POSITIVE",4037163,"K03793.01",4.44,-318.5,13.45,0.6515,4568.89,0,0.0006239
"CANDIDATE",12557548,"K03794.01",4.62,-7.098,80.69,1.14,0,1,-0.0007176
"FALSE POSITIVE",3338660,"K03795.01",4.28,-654.7,51.78,-0.000117,0,0,1.186
"FALSE POSITIVE",3338674,"K03796.01",2.9,-22.33,111.4,0.3317,1981.05,0,0.3048
"FALSE POSITIVE",5546277,"K03797.01",4.52,-4.087,49.49,0.6849,4120.23,0,-0.003746
"FALSE POSITIVE",5475736,"K03798.01",4.46,-15.02,89.52,0.3604,4226.69,0,0
"FALSE POSITIVE",9049673,"K03799.01",4.52,-7.263,162.9,0.2222,2025.18,0,-0.2306
"FALSE POSITIVE",9593759,"K03800.01",2.6,-59.51,1402,0.7231,0,0,-0.2068
"CANDIDATE",8827930,"K03801.01",4.25,-3.379,142.5,0.9609,2531.3,0,-0.0007501
"FALSE POSITIVE",5020044,"K03802.01",4.43,-8.025,321.9,0.6052,1769.57,1,0
"FALSE POSITIVE",6286155,"K03803.01",3.04,-6.101,88.73,0.6481,2964.46,0,-0.05865
"FALSE POSITIVE",7831363,"K03804.01",4.33,-9.2,112.6,0.9849,4253.46,22,-0.0006779
"FALSE POSITIVE",4663185,"K03805.01",2.5,-3.403,58.96,1.332,1279.45,0,0.03978
"FALSE POSITIVE",5305471,"K03806.01",4.5,-13.48,105.7,0.9934,4114.38,0,0.000582
"FALSE POSITIVE",10581918,"K03807.01",3.92,-957.6,245.2,-7.132e-05,0,0,0
"FALSE POSITIVE",3851949,"K03808.01",3.47,-27.53,105.7,2.713,3523.19,0,1.529e-05
"FALSE POSITIVE",9097892,"K03809.01",4.33,-10.13,37.67,1.642,2654.47,3,-0.003235
"FALSE POSITIVE",5769943,"K03810.01",4.87,-2.516,201.6,1.056,966.02,6,0.004702
"CANDIDATE",4638237,"K03811.01",4.21,-3.789,84.85,1.23,2261.13,0,-0.0003577
"FALSE POSITIVE",6148271,"K03812.01",4.34,-4.056,80.46,0.9831,1861.39,0,-0.03295
"CANDIDATE",5386904,"K03813.01",4.36,-3.751,93.14,1,3015.16,0,-0.003327
"FALSE POSITIVE",2997178,"K03814.01",2.89,-3.278,111.8,0.7529,2339.96,0,-0.003434
"CANDIDATE",6507433,"K03815.01",4.45,-2.206,144.2,1.15,2077.28,0,-0.002502
"FALSE POSITIVE",7877818,"K03816.01",3.69,-6.976,89.71,0.7474,3575.09,0,-0.04044
"FALSE POSITIVE",5636642,"K03817.01",4.31,-25.21,229.6,0.7593,5025.72,51,0.00669
"FALSE POSITIVE",6515722,"K03818.01",4.01,-7.52,14.65,1.331,6427.54,57,4.278e-05
"FALSE POSITIVE",5560831,"K03819.01",4.19,-4.526,2232,0.5222,1231.23,2,0.005723
"FALSE POSITIVE",5305404,"K03820.01",4.57,-15.35,118.7,0.8443,4547.74,0,0.00425
"FALSE POSITIVE",5956776,"K03821.01",4.13,-30.95,20.51,-0.0007979,0,81,0.2517
"FALSE POSITIVE",8883727,"K03822.01",4.6,-5.532,80.76,1.15,3776.52,11,0.02449
"CANDIDATE",4820550,"K03823.01",4.5,-4.261,83.4,1.028,2544.86,0,-0.0002983
"FALSE POSITIVE",6516874,"K03824.01",4.49,-284.8,8.652,-0.001244,0,131,-0.001577
"FALSE POSITIVE",5467113,"K03825.01",3.95,-202.6,340.3,-0.0002696,0,1,0.253
"FALSE POSITIVE",8240123,"K03826.01",4.55,-3.56,60.04,0.6205,2843.28,2,0.07329
"FALSE POSITIVE",10031907,"K03828.01",4.54,-6.484,66.08,1.133,3094.77,0,-0.004735
"FALSE POSITIVE",4474637,"K03829.01",4.44,-44.5,520.4,-0.0004075,0,0,0.183
"FALSE POSITIVE",10676927,"K03830.01",4.6,-2.623,716.1,-0.001451,0,0,-0.00455
"FALSE POSITIVE",5649836,"K03831.01",4.44,-28.7,56.59,0.4743,3503.68,0,0
"FALSE POSITIVE",7620660,"K03832.01",4.55,-4.279,59.19,0.4663,3694.82,0,0
"FALSE POSITIVE",8435232,"K03833.01",4.71,-69.83,73.02,2.081,2515.75,0,0.00037
"FALSE POSITIVE",3836399,"K03834.01",4.56,-8.059,76.53,0.4419,3175.6,58,0.000188
"CANDIDATE",2581554,"K03835.01",4.58,-3.111,82.57,1.028,2333.36,0,0.000165
"FALSE POSITIVE",7612691,"K03836.01",4.71,-4.993,18.04,1.169,2907.08,0,-0.0116
"FALSE POSITIVE",9761573,"K03837.01",4.32,-4.631,84.19,1.01,2641.41,0,-0.0007282
"FALSE POSITIVE",8042789,"K03838.01",4.57,-4.737,77.12,1.126,3020.76,0,-0.03973
"FALSE POSITIVE",10095484,"K03839.01",4.55,-4.537,92.63,0.2839,2844.53,0,0
"FALSE POSITIVE",5467102,"K03840.01",4.49,-14.91,226.5,0.6945,1519.56,0,0
"FALSE POSITIVE",8651551,"K03841.01",4.65,-13.02,161.7,0.5905,1093.9,0,0
"FALSE POSITIVE",9532637,"K03842.01",4.61,-860.2,1.611,-0.0005741,0,0,0
"FALSE POSITIVE",5305451,"K03843.01",4.57,-6.913,51.97,1.09,3958.27,0,0.005386
"FALSE POSITIVE",7174349,"K03844.01",4.44,-4.723,72.54,1.008,2047.23,67,0.002497
"FALSE POSITIVE",11824218,"K03845.01",2.4,-2.3,106.1,0.9381,1750.76,1,-0.03115
"FALSE POSITIVE",7983756,"K03846.01",4.5,-9.885,45.1,1.09,4206.85,0,0.007008
"FALSE POSITIVE",7289165,"K03847.01",4.09,-4.339,68.48,0.7645,3527.46,3,0.004291
"CANDIDATE",12784167,"K03848.01",4.56,-3.87,61.03,1.106,2305.92,1,1.433e-05
"CANDIDATE",8949316,"K03849.01",4.82,-16.15,50.59,-0.007604,0,0,0.004064
"FALSE POSITIVE",8912730,"K03850.01",4.16,-18.5,13.2,1.204,3560.13,0,3.814e-05
"FALSE POSITIVE",9784230,"K03851.01",4.44,-375.3,22.25,0.6513,5803.56,23,-0.0781
"FALSE POSITIVE",4949524,"K03852.01",4.57,-7.754,21.93,1.532,2557.06,57,-0.002169
"FALSE POSITIVE",2697935,"K03853.01",3.51,-5.141,79.8,0.6107,2730.24,3,0.0002928
"FALSE POSITIVE",3550434,"K03854.01",4.58,-3.633,23.8,1.301,2562.36,19,-0.0004406
"FALSE POSITIVE",2558370,"K03855.01",4.44,-3.111,328.8,0.8278,1100.08,6,-0.007491
"CANDIDATE",5397166,"K03856.01",3.6,-2.024,56.64,1.111,2652.42,2,-0.000599
"FALSE POSITIVE",11825057,"K03857.01",4.44,-15.74,15.56,-0.000989,0,0,-0.003343
"FALSE POSITIVE",12306699,"K03858.01",4.61,-2.658,51.38,1.141,2817.83,0,0.003699
"FALSE POSITIVE",9692336,"K03859.01",4.44,-75.4,14.52,-0.0005627,0,2,0.09784
"FALSE POSITIVE",9641008,"K03860.01",4.62,-7.798,26.82,1.101,3075.76,31,0.001703
"FALSE POSITIVE",8588377,"K03861.01",4.33,-3.33,45.1,1.392,2878.24,17,-0.006626
"FALSE POSITIVE",3644601,"K03862.01",4.54,-6.663,44.75,1.115,3824.33,0,0.003741
"FALSE POSITIVE",3644601,"K03862.02",4.54,-5.484,38.4,0.9777,4375.03,0,0.003542
"FALSE POSITIVE",8459354,"K03863.01",3.64,-10.7,22.1,0.9965,3927.79,0,-6.066e-05
"CANDIDATE",4164922,"K03864.01",4.56,-0.9099,84.78,1.46,2586.32,0,0
"CANDIDATE",4164922,"K03864.02",4.56,-3.221,15.32,1.042,3599.53,0,0
"FALSE POSITIVE",5535890,"K03865.01",4.23,-2.927,35.96,1.068,3963.56,1,0.001967
"FALSE POSITIVE",5215980,"K03866.01",4.61,-3.873,14.19,1.168,2908.09,0,-0.00377
"CANDIDATE",9353742,"K03867.01",4.53,-2.505,52.94,1.119,2705.65,30,-0.0001877
"FALSE POSITIVE",9178185,"K03868.01",3.5,-2.085,53.36,1.243,3170.77,18,0.0005606
