"koi_disposition","kepid","kepoi_name","tce_slogg","tce_minmes","tce_rmesmad","tce_rsnrmes","tce_ptemp","tce_rb_tcount1","tce_fwm_prao"
"FALSE POSITIVE",6290382,"K03869.01",4.16,-9.793,48.6,1.285,4005.9,0,0.0005726
"FALSE POSITIVE",8258160,"K03870.01",4.48,-12.18,92,0.9463,3508.22,0,0.001404
"FALSE POSITIVE",9752982,"K03871.01",3.47,-3.447,66.93,2.215,2052.1,115,-0.0007283
"FALSE POSITIVE",4666008,"K03872.01",4.41,-5.852,47.73,0.9134,4588.68,0,0.006525
"FALSE POSITIVE",8430105,"K03873.01",2.98,-107.6,131.5,1.307,4271.96,0,0.0005095
"FALSE POSITIVE",11560037,"K03874.01",4.39,-3.007,34.83,1.899,2607.13,1,-0.0002745
"CANDIDATE",11911561,"K03875.01",4.03,-2.416,60.72,1.232,2426.66,5,6.705e-05
"CANDIDATE",3440118,"K03876.01",4.53,-3.099,43.56,1.168,3203.83,0,8.289e-05
"FALSE POSITIVE",9159265,"K03877.01",4.57,-3.402,45.87,1.185,1911.77,0,-0.000522
"CANDIDATE",4472818,"K03878.01",4.46,-3.571,47.06,1.09,3105.85,0,0.0002566
"CANDIDATE",4472818,"K03878.02",4.46,-3.206,13.77,1.139,4306.12,0,-2.878e-05
"FALSE POSITIVE",5560830,"K03879.01",4.4,-6.994,329.9,0.1414,2093.01,1,0
"FALSE POSITIVE",4147444,"K03880.01",4.33,-1.354,49.58,2.226,0,0,-1.026e-05
"FALSE POSITIVE",9592850,"K03883.01",4.46,-2.796,1893,-0.000634,0,0,-0.02249
"FALSE POSITIVE",4579313,"K03884.01",4.6,-7.01,54.67,0.7768,3906.82,7,-0.01919
"FALSE POSITIVE",11614528,"K03885.01",4.42,-3.103,44.75,1.138,2938.29,91,0.00014
"FALSE POSITIVE",8848288,"K03886.01",2.56,-3.711,32.88,0.3147,3733.17,0,-0.0001255
"FALSE POSITIVE",5308419,"K03887.01",4.39,-5.494,15.81,1.123,5046.96,11,0.002143
"FALSE POSITIVE",8260198,"K03888.01",4.55,-4.835,19.54,1.203,2759.9,0,0.002793
"FALSE POSITIVE",10733174,"K03889.01",4.53,-5.582,47.15,1.181,2602.62,0,8.397e-05
"CANDIDATE",8564976,"K03890.01",2.93,-4.033,35.34,1.557,2952,0,-0.0007924
"CANDIDATE",8765560,"K03891.01",3.6,-3.244,47.93,1.078,2021.7,0,0.000107
"CANDIDATE",11760860,"K03892.01",4.44,-3.558,44.43,1.231,5090.43,41,-2.017e-05
"CANDIDATE",3728432,"K03893.01",4.61,-3.116,47.53,1.105,2220.86,0,-9.577e-05
"FALSE POSITIVE",5473535,"K03894.01",4.43,-3.224,34.11,1.12,4278.03,8,0.0005686
"FALSE POSITIVE",12106934,"K03895.01",4.44,-3.342,61.26,1.113,3310.06,0,-0.01078
"FALSE POSITIVE",6222898,"K03896.01",4.45,-5.861,23.29,1.073,4157.61,0,-0.006677
"FALSE POSITIVE",9161118,"K03898.01",4.61,-8.488,275.1,0.4151,1731.45,0,0
"FALSE POSITIVE",3556229,"K03899.01",4.44,-35.74,86.64,0.4354,3233.24,0,-0.02222
"FALSE POSITIVE",11911580,"K03900.01",4.41,-7.213,32.48,1.104,4195.37,0,-0.006861
"CANDIDATE",9480535,"K03901.01",4.06,-4.002,40.08,1.064,3432.66,0,0.0001829
"FALSE POSITIVE",10583225,"K03902.01",4.33,-2.74,48.79,1.089,3503.44,0,0.000943
"FALSE POSITIVE",5215251,"K03903.01",4.49,-2.319,81.67,1.136,1725.33,0,0
"FALSE POSITIVE",5480736,"K03904.01",4.42,-5.593,19.74,1.127,4505.03,0,0.001879
"FALSE POSITIVE",8487748,"K03905.01",4.67,-4.95,12.23,1.304,1526.42,73,0.0004305
"FALSE POSITIVE",9892856,"K03906.01",4.43,-7.654,23.93,1.043,4697.31,1,0.00152
"CANDIDATE",7137213,"K03907.01",4,-3.337,49.43,1.341,2645.84,2,-0.0001458
"CANDIDATE",10363115,"K03908.01",4.11,-3.128,45.22,1.15,2977.72,0,6.948e-05
"CANDIDATE",5966810,"K03909.01",4.16,-3.533,31.83,1.251,3831.64,0,-0.0001319
"FALSE POSITIVE",10491062,"K03910.01",4.57,-3.103,23.16,1.135,2274.17,0,0.04317
"CANDIDATE",9761615,"K03911.01",4.47,-3.008,29.89,1.151,2759.97,0,0.000112
"FALSE POSITIVE",4058881,"K03912.01",4.49,-3.734,19.79,1.051,2572.13,0,0.006458
"CANDIDATE",10281221,"K03913.01",4.46,-3.593,48.19,1.45,2449.81,0,-7.441e-05
"FALSE POSITIVE",5471496,"K03914.01",4.62,-12.22,16.81,1.365,3896.75,0,0.001194
"FALSE POSITIVE",4544620,"K03915.01",4.59,-12.65,9.898,1.096,3707.9,2,-5.783e-05
"CANDIDATE",5784777,"K03916.01",4.57,-3.317,42.97,1.152,2544.64,23,-2.293e-05
"FALSE POSITIVE",11466960,"K03917.01",4.24,-2.339,23.95,2.13,0,2,1.081e-05
"FALSE POSITIVE",3124420,"K03918.01",4.44,-27.07,317.5,0.5536,2311.02,3,0
"FALSE POSITIVE",4649440,"K03919.01",3.42,-3.675,42.62,1.138,2802.66,0,0
"FALSE POSITIVE",2437488,"K03920.01",2.71,-2.553,40.04,0.8735,2269.01,0,0.02636
"FALSE POSITIVE",10083623,"K03921.01",4.56,-8.05,19.98,1.436,2554.73,0,-0.002377
"FALSE POSITIVE",7024530,"K03922.01",4.47,-28.63,1814,0.8209,2449.01,0,0.008619
"FALSE POSITIVE",5015459,"K03923.01",4.67,-3.973,48.87,1.028,1895.27,0,-0.001602
"FALSE POSITIVE",1433980,"K03924.01",4.06,-474.8,11.09,-0.0002755,0,8,0
"CANDIDATE",10788461,"K03925.01",4.21,-2.977,43.18,1.101,3156.36,0,0.0005533
"CANDIDATE",10788461,"K03925.02",4.21,-2.045,18.61,1.158,3421.69,0,0.0001905
"CANDIDATE",10788461,"K03925.03",4.21,-2.721,15.63,1.048,3950.7,0,-0.0004777
"FALSE POSITIVE",11667548,"K03926.01",4.41,-4.294,80.63,1.538,0,43,0.02786
"FALSE POSITIVE",8868649,"K03927.01",4.38,-8.73,7.853,1.109,2081.21,0,-0.0003408
"CANDIDATE",4242692,"K03928.01",4.01,-1.565,41.47,1.123,3438.5,2,-3.428e-05
"FALSE POSITIVE",8781480,"K03929.01",1.1,-8.123,47.85,0.7005,2903.88,0,0
"FALSE POSITIVE",11607176,"K03930.01",4.53,-3.45,13.73,1.144,3160.69,0,0.0009098
"FALSE POSITIVE",10661718,"K03931.01",4.38,-11.71,4.493,0.8522,3636.27,0,-0.0003168
"FALSE POSITIVE",6137681,"K03932.01",4.53,-4.608,41.09,0.8324,2437.47,0,-0.083
"CANDIDATE",11244682,"K03933.01",4.62,-2.891,32.45,1.409,3099.78,0,0.0002756
"FALSE POSITIVE",9655419,"K03934.01",3.96,-2.744,38.92,1.145,4658.91,16,-4.923e-06
"CANDIDATE",5895158,"K03935.01",4.54,-2.119,26.69,1.355,3470.45,6,7.83e-05
"FALSE POSITIVE",4947556,"K03936.01",4.51,-3.886,40.04,1.003,2685.03,0,-0.0004561
"CANDIDATE",4947556,"K03936.02",4.51,-2.788,17.88,1.538,3214.92,4,-0.0003061
"FALSE POSITIVE",7362696,"K03937.01",4.51,-2.215,37.82,1.136,3763.44,0,4.271e-05
"FALSE POSITIVE",3865595,"K03938.01",1.17,-3.412,38.24,1.112,0,3,-0.0005032
"CANDIDATE",9593528,"K03939.01",4.25,-3.796,16.88,1.309,3557.67,1,0.002165
"FALSE POSITIVE",5195945,"K03940.01",2.82,-3.287,29.17,1.281,2518.36,0,0.001785
"FALSE POSITIVE",8552587,"K03941.01",4.43,-8.74,19.19,0.9902,4065.5,68,0.0001743
"FALSE POSITIVE",6019872,"K03942.01",4.56,-2.515,34.69,1.022,3225.31,21,0.001175
"CANDIDATE",7679812,"K03943.01",4.33,-3.476,35.43,1.524,3139.68,1,6.143e-07
"FALSE POSITIVE",4864734,"K03944.01",3.64,-3.148,36.94,1.12,4225.75,0,-0.001638
"FALSE POSITIVE",3121340,"K03945.01",3.42,-2.103,29.94,1.167,3482.42,77,3.405e-05
"CANDIDATE",8636434,"K03946.01",4.27,-3.436,40.26,1.129,4124.68,0,-5.025e-05
"FALSE POSITIVE",5952366,"K03947.01",4.44,-5.665,24.89,1.284,3362.69,338,-0.0007173
"FALSE POSITIVE",5952366,"K03947.02",4.44,-15.23,21,3.468,2841.69,2,-0.00135
"FALSE POSITIVE",6045250,"K03948.01",4.41,-220.1,28.4,0.6616,5840.95,0,0
"FALSE POSITIVE",5598595,"K03949.01",4.56,-1.506,37.04,1.058,3037.85,20,-6.78e-05
"FALSE POSITIVE",4544572,"K03950.01",4.49,-14.84,13.13,1.009,4632.63,1,-0.0031
"FALSE POSITIVE",5738634,"K03951.01",3.57,-2.295,53.88,1.064,3108.24,0,2.823e-06
"FALSE POSITIVE",10152836,"K03952.01",4.48,-18.98,1460,0.8898,2525.3,0,0.01051
"FALSE POSITIVE",10651816,"K03953.01",4.49,-4.003,20.73,1.006,3433.71,0,-0.0003262
"FALSE POSITIVE",8030339,"K03954.01",4.49,-3.989,21.83,1.213,2915,20,0.000953
"CANDIDATE",8030339,"K03954.02",4.49,-3.14,13.77,1.137,4092.34,0,-0.0008209
"FALSE POSITIVE",9899414,"K03955.01",4.49,-3.403,21.21,1.018,4201.4,0,0.0002283
"FALSE POSITIVE",5471059,"K03956.01",4.54,-3.201,25.95,1.364,4654.69,0,0.0006221
"FALSE POSITIVE",5471059,"K03956.02",4.54,-2.21,22.5,1.141,3131.6,0,0.0001901
"FALSE POSITIVE",7458309,"K03957.01",4.55,-3.416,15.19,0.686,4728.88,0,0
"FALSE POSITIVE",7777372,"K03958.01",4.44,-4.225,11.56,1.04,5907.73,1,6.476e-05
"FALSE POSITIVE",9282769,"K03959.01",4.28,-6.88,52.46,0.8331,0,1,0
"FALSE POSITIVE",7777416,"K03960.01",4.55,-6.853,35.28,1.125,4011.63,0,0
"FALSE POSITIVE",7597005,"K03961.01",4.48,-3.203,33.8,1.234,4038.51,10,-0.002006
"FALSE POSITIVE",5479717,"K03962.01",4.64,-9.476,231.7,0.3596,0,16,0.1352
"FALSE POSITIVE",3764714,"K03963.01",3.7,-4.156,12.46,1.142,3120.65,0,6.748e-05
"FALSE POSITIVE",9957351,"K03964.01",4.67,-519,38.4,0.4002,4584.4,0,0.00236
"FALSE POSITIVE",5385575,"K03965.01",4.58,-11.36,20.39,1.329,3739.14,0,-0.00103
"CANDIDATE",3732035,"K03966.01",4.36,-2.701,32.86,1.051,3644.61,0,-6.617e-05
"FALSE POSITIVE",5385697,"K03967.01",4.57,-7.89,14.51,1.222,4857.11,0,0.0004176
"FALSE POSITIVE",5385697,"K03967.02",4.57,-2.359,34.37,1.261,3586.39,0,0.0003626
"FALSE POSITIVE",8823833,"K03968.01",4.38,-4.166,27.99,0.9127,3242.96,0,7.376e-05
"FALSE POSITIVE",5475494,"K03969.01",4.42,-4.824,15.17,1.091,4293.54,19,-0.0009001
"FALSE POSITIVE",9412445,"K03970.01",4.69,-2.102,41.62,1.111,1517.02,0,-0.001887
"FALSE POSITIVE",6057684,"K03972.01",4.48,-2.651,20.4,1.039,3767.34,0,0.001137
"FALSE POSITIVE",11568224,"K03973.01",4.48,-6.714,10.7,0.2144,8717.42,0,2.736e-05
"FALSE POSITIVE",7938883,"K03974.01",4.74,-259.3,3.749,-0.002684,0,0,-0.00661
"CANDIDATE",9280239,"K03975.01",4.63,-3.588,21.81,1.172,3025.38,0,0.0008924
"FALSE POSITIVE",4544571,"K03976.01",4.55,-16.44,17.23,1.111,3920.5,0,-0.004032
"FALSE POSITIVE",3245661,"K03977.01",4.5,-44.14,7.42,0.4268,2642.43,4,0
"FALSE POSITIVE",10090219,"K03978.01",4.48,-7.998,9.227,1.087,3458,0,-0.0005181
"FALSE POSITIVE",9899217,"K03979.01",4.41,-5.054,17.76,1.014,0,0,0.0004545
"CANDIDATE",6750902,"K03980.01",4.39,-7.562,9.267,1.605,4385.82,19,1.258e-06
"FALSE POSITIVE",5895588,"K03981.01",4.55,-2.426,27.45,1.171,3302.67,0,-0.002186
"FALSE POSITIVE",5303557,"K03982.01",4.44,-2.701,43.41,1.109,2806.87,0,-0.001651
"FALSE POSITIVE",10227863,"K03983.01",4.39,-3.919,26.75,1.008,4740.23,0,0.0002264
"CANDIDATE",8036287,"K03984.01",4.09,-2.506,29.08,1.253,3072.05,140,-1.948e-05
"FALSE POSITIVE",9602562,"K03985.01",4.39,-3.099,36.59,1.142,2734.39,0,0.0001111
"FALSE POSITIVE",10668665,"K03986.01",4.4,-2.523,25.46,1.073,3834.28,0,0.04605
"FALSE POSITIVE",10407020,"K03987.01",3.94,-3.595,47.23,0.7964,6191.82,222,-1.936e-06
"FALSE POSITIVE",5385491,"K03988.01",4.35,-7.208,18.75,1.11,4545.87,0,2.823e-05
"FALSE POSITIVE",5551504,"K03989.01",4.05,-1.491,27.95,1.145,1607.36,114,-9.377e-05
"FALSE POSITIVE",6421503,"K03990.01",4.66,-1.93,24.59,1.075,2982.81,1,0.002867
"CANDIDATE",10352333,"K03991.01",4.43,-2.79,24.85,1.397,3529.68,0,0.0001251
"FALSE POSITIVE",3228988,"K03992.01",4.56,-5.266,10.71,0.6672,4810.3,0,0.000152
"FALSE POSITIVE",2970804,"K03993.01",4.44,-4.025,56.9,0.9635,2012.97,485,0.0007068
"FALSE POSITIVE",7552701,"K03994.01",4.25,-3.339,42.82,1.076,1964.34,1,-0.0005593
"FALSE POSITIVE",7418173,"K03995.01",3.75,-12.57,10.24,1.874,2858.35,77,-0.0007982
"FALSE POSITIVE",3228804,"K03996.01",4.57,-6.41,14.9,0.8922,3648.48,0,8.344e-05
"FALSE POSITIVE",2442359,"K03997.01",3.67,-2.398,73.02,1.271,2846.03,127,-0.0004437
"FALSE POSITIVE",7707742,"K03998.01",4.08,-49.25,47.57,-0.0003301,0,0,0
"FALSE POSITIVE",2010191,"K03999.01",4.01,-3.548,10.48,1.085,4649.64,0,0.0003857
"FALSE POSITIVE",5471675,"K04000.01",3.59,-2.422,6.604,1.01,4657.7,1,-0.0001635
"FALSE POSITIVE",9851943,"K04001.01",4.57,-4.725,16.98,1.227,0,0,0.0002977
"CANDIDATE",5773121,"K04002.01",4.58,-1.775,30.99,1.413,2206.75,5,1.572e-05
"FALSE POSITIVE",2708420,"K04003.01",4.51,-4.171,22.91,1.115,2878.56,0,0.0001455
"CANDIDATE",4814502,"K04004.01",4.42,-2.955,27.39,1.078,3536.34,20,2.268e-05
"CANDIDATE",8142787,"K04005.01",4.5,-3.73,26.13,1.066,3510.81,0,-0.0005665
"FALSE POSITIVE",5471690,"K04006.01",3.86,-8.113,14.22,1.327,5826.78,0,0.0002013
"CANDIDATE",8376848,"K04007.01",4.46,-2.364,24.39,1.052,3488.31,0,0.0003557
"FALSE POSITIVE",5350447,"K04008.01",4.4,-4.1,26.91,1.091,3836,0,-0.0008546
"CANDIDATE",8934103,"K04009.01",4.24,-4.073,24.46,1.006,3574.66,0,-0.000349
"CANDIDATE",8934103,"K04009.02",4.24,-2.795,11.88,0.9779,4382.73,0,7.384e-05
"FALSE POSITIVE",5288577,"K04010.01",3.88,-3.083,18.89,1.061,3658.98,0,0.0002564
"CANDIDATE",11969988,"K04011.01",3.97,-3.954,28.96,1.073,3333.72,44,-3.179e-05
"FALSE POSITIVE",4832225,"K04013.01",4.12,-18.09,3.485,0.02446,24313.76,6,0
"CANDIDATE",9009953,"K04014.01",4.27,-3.703,28.89,1.021,3298.77,0,3.381e-05
"CANDIDATE",8282846,"K04015.01",4.47,-3.504,28.86,1.066,3269.43,0,-0.000232
"CANDIDATE",5938970,"K04016.01",4.56,-4.622,26.74,1.088,3014.58,0,-0.0006371
"FALSE POSITIVE",8381693,"K04017.01",3.98,-12.16,20.16,1.604,0,0,4.197e-05
"FALSE POSITIVE",4929299,"K04018.01",4.33,-3.272,23.22,1.204,5658.66,14,0.0001068
"FALSE POSITIVE",7038096,"K04020.01",4.43,-3.157,13.97,1.484,5145.17,4,2.247e-05
"CANDIDATE",11967788,"K04021.01",4.22,-2.788,29.14,1.035,4013.65,0,-1.425e-05
"CANDIDATE",11967788,"K04021.02",4.22,-2.79,19.45,1.103,3567.2,5,6.614e-06
"CANDIDATE",7733731,"K04022.01",3.78,-2.311,36.26,1.07,3850.72,0,-5.421e-06
"FALSE POSITIVE",6862332,"K04023.01",4.53,-3.872,36.29,1.144,3041.14,0,0.004907
"CANDIDATE",10714072,"K04024.01",4.02,-3.69,22.98,1.097,3283.85,0,-3.101e-05
"FALSE POSITIVE",10992011,"K04025.01",4.5,-4.657,14.31,1.034,4017.34,91,0.001154
"FALSE POSITIVE",4067110,"K04026.01",3.11,-4.445,10.9,0.07512,0,6,0
"FALSE POSITIVE",8694309,"K04027.01",4.14,-3.128,13.22,0.9511,3348.14,0,-0.004991
"FALSE POSITIVE",7818447,"K04028.01",5.28,-33.81,2.081,0.9713,1898.51,52,0
"FALSE POSITIVE",11569475,"K04029.01",2.82,-8.244,1.008,0.8078,0,0,7.263e-05
"FALSE POSITIVE",9551430,"K04030.01",4.54,-5.236,14.09,1.186,2734.22,0,3.27e-05
"FALSE POSITIVE",3228986,"K04031.01",4.37,-3.35,9.981,0.9835,5676.62,0,0.0001253
"CANDIDATE",7100673,"K04032.01",4.35,-3.199,20.03,1.188,3389.35,35,4.256e-05
"CANDIDATE",7100673,"K04032.02",4.35,-3.336,18.88,1.198,3646.67,23,-1.341e-05
"CANDIDATE",7100673,"K04032.03",4.35,-3.034,23.7,1.104,3367.12,26,8.335e-06
"CANDIDATE",7100673,"K04032.04",4.35,-5.201,15.95,1.121,3635.31,36,2.592e-05
"CANDIDATE",7100673,"K04032.05",4.35,-2.783,12.95,1.157,3989.73,7,9.807e-06
"FALSE POSITIVE",4138557,"K04033.01",3.89,-4.758,4.983,0.07381,9539.77,53,0
"CANDIDATE",10089911,"K04034.01",3.6,-3.488,27.75,1.052,3902.92,0,-7.903e-05
"FALSE POSITIVE",10089911,"K04034.02",3.6,-3.456,11.65,1.132,4861.79,0,-0.0001734
"FALSE POSITIVE",3247404,"K04035.01",4.44,-1.975,33.71,1.055,3041.09,0,0.0004815
"CANDIDATE",11415243,"K04036.01",4.62,-3.479,22.93,1.046,3060.56,0,-4.069e-05
"CANDIDATE",8264402,"K04037.01",4.27,-3.408,25.89,1.099,3889.99,0,8.323e-05
"FALSE POSITIVE",7773179,"K04038.01",4.45,-2.706,26.5,1.087,3482.65,0,0.0002484
"FALSE POSITIVE",11145831,"K04039.01",4.44,-3.488,25.6,1.16,2300.23,0,-0.004302
"FALSE POSITIVE",11444952,"K04040.01",4.57,-4.104,12.33,1.711,2781.33,300,0
"FALSE POSITIVE",8647295,"K04041.01",4.46,-3.256,19.9,0.5216,2956.05,3,-0.001461
"FALSE POSITIVE",3444098,"K04042.01",3.82,-3.194,11.59,1.144,5516.19,2,-0.001118
"FALSE POSITIVE",5112567,"K04043.01",4.15,-3.789,17.32,1.021,3588.06,1,-0.0006725
"FALSE POSITIVE",5201115,"K04044.01",4.28,-2.839,50.51,1.002,3685.73,0,2.107e-05
"FALSE POSITIVE",2708203,"K04045.01",4.41,-2.908,14.93,1.093,3309.82,0,0.0001015
"FALSE POSITIVE",4150496,"K04046.01",4.53,-4.208,24.52,1.067,5521.93,0,-0.001402
"FALSE POSITIVE",4150496,"K04046.02",4.53,-2.734,25.14,1.089,2739.21,0,-0.0007916
"CANDIDATE",9655005,"K04047.01",3.73,-3.902,11.25,0.7081,0,0,3.528e-06
"FALSE POSITIVE",10272389,"K04048.01",4.6,-2.372,30.59,1.167,2306.43,6,0.0002577
"FALSE POSITIVE",4679687,"K04049.01",4.45,-11.91,21.05,1.584,2797.61,3,-0.001906
"FALSE POSITIVE",7968683,"K04050.01",4.61,-4.911,13.24,1.079,4074.08,0,-0.003777
"CANDIDATE",10360722,"K04051.01",4.49,-3.813,23.88,1.158,3127.59,0,-0.0009286
"FALSE POSITIVE",9091755,"K04052.01",4.58,-4.491,14.25,0.8382,3081.85,0,0.0004219
"CANDIDATE",1718958,"K04053.01",4.39,-1.294,23.77,1.218,3820.61,122,3.637e-05
"CANDIDATE",6428794,"K04054.01",4.54,-3.216,26.77,1.055,3413.41,0,0.0004675
"FALSE POSITIVE",3228825,"K04055.01",4.16,-2.536,7.272,0.9227,5350.4,33,4.279e-06
"CANDIDATE",4673628,"K04056.01",4.46,-2.405,26.3,1.378,2714.28,13,3.339e-05
"FALSE POSITIVE",3757407,"K04057.01",3.49,-2.3,18.8,1.078,4247,2,0.002875
"FALSE POSITIVE",4769931,"K04058.01",4.61,-1.938,27.27,1.097,3373.81,0,3.877e-05
"FALSE POSITIVE",9220612,"K04059.01",4.59,-2.045,10.9,1.078,3869.45,91,0.0007455
"CANDIDATE",9086154,"K04060.01",4.28,-2.908,25.34,1.006,3332.29,1,-5.573e-05
"FALSE POSITIVE",6806695,"K04061.01",4.54,-3.746,12.79,1.005,4944.84,195,0.0003836
"FALSE POSITIVE",11858979,"K04062.01",4.34,-4.256,18.73,1.208,4003.49,0,-0.001109
"FALSE POSITIVE",5900390,"K04063.01",4.19,-4.582,10.96,0.7436,5686.21,53,0.0004174
"FALSE POSITIVE",5444334,"K04064.01",4.57,-5.792,28.44,0.6706,2719.52,17,6.931e-05
"CANDIDATE",8686373,"K04066.01",4.05,-3.377,23.38,1.078,4302.31,1,0.0001667
"CANDIDATE",5530112,"K04067.01",4.36,-2.955,20.7,1.234,3615.34,2,-0.0004907
"CANDIDATE",6226908,"K04068.01",4.37,-3.182,28.07,1.078,3174.24,0,0.0002615
"CANDIDATE",5906694,"K04069.01",4.62,-2.43,23.75,1.108,2661.84,0,0.0004519
"FALSE POSITIVE",10186945,"K04070.01",4.53,-7.171,3.785,2.027,3562.47,13,5.31e-05
"FALSE POSITIVE",2708286,"K04071.01",4.25,-4.243,18.43,1.102,3236.91,0,0.0002226
"CANDIDATE",6755944,"K04072.01",3.81,-2.63,35.37,1.171,2223.61,8,9.239e-06
"FALSE POSITIVE",10419797,"K04073.01",4.43,-2.584,21.17,1.13,3108.52,0,2.424e-05
"FALSE POSITIVE",7777471,"K04075.01",4.54,-1.765,15.48,1.031,5057.72,1,-0.0002002
"CANDIDATE",9455677,"K04076.01",4.35,-3.011,23.17,1.006,3459.73,0,0.0002457
"FALSE POSITIVE",7690855,"K04077.01",4.68,-40.03,10.63,0.1796,2226.18,118,0
"FALSE POSITIVE",5649837,"K04078.01",4.54,-3.934,13.36,0.0003226,22349.42,34,0
"FALSE POSITIVE",5036480,"K04080.01",4.54,-1.461,27.71,1.148,3908.17,0,-1.376e-05
"FALSE POSITIVE",6592832,"K04082.01",4.46,-4.821,10.86,0.8094,3523.56,0,0.000223
"FALSE POSITIVE",8524346,"K04083.01",4.32,-2.606,37.91,1.011,3258.29,0,-0.0003562
"CANDIDATE",3937814,"K04084.01",4.38,-3.889,23.68,1.1,3389.43,0,-8.17e-05
"FALSE POSITIVE",5041847,"K04085.01",4.42,-30.73,6.009,0.4277,0,13,0
"FALSE POSITIVE",3836558,"K04086.01",4.42,-3.618,21.19,1.131,3581.58,116,0.0001791
"CANDIDATE",6106282,"K04087.01",4.71,-4.657,21.85,1.066,2902.69,0,0.0009921
"FALSE POSITIVE",4946584,"K04088.01",4.35,-6.246,6.346,1.637,5489.37,67,-0.0004742
"FALSE POSITIVE",11972872,"K04089.01",4.54,-4.517,2.425,1.054,4889.61,71,1.279e-05
"FALSE POSITIVE",9899233,"K04090.01",4.47,-2.147,14.37,1.154,3856.79,0,-0.0001512
"CANDIDATE",3103227,"K04091.01",4.24,-3.334,25.6,1.017,4025.15,0,-0.0002046
"CANDIDATE",4850961,"K04092.01",4.4,-3.106,27.44,1.109,3920.93,0,-0.0002976
"FALSE POSITIVE",8521059,"K04093.01",4.26,-4.461,16.06,1.119,4255.9,1,-0.0005305
"FALSE POSITIVE",8128247,"K04094.01",0.93,-2.653,38.61,1.056,0,1,-5.087e-05
"FALSE POSITIVE",6276994,"K04095.01",4.45,-3.124,8.866,0.91,4891.25,73,0.0001008
"FALSE POSITIVE",9674564,"K04096.01",4.49,-7.526,17.63,1.054,3936.62,0,0
"CANDIDATE",5688683,"K04097.01",4.68,-2.051,23.18,1.426,2419.2,0,-0.0002233
"FALSE POSITIVE",5688683,"K04097.02",4.68,-2.641,12.22,1.231,3081.34,1,-3.922e-05
"CANDIDATE",8222627,"K04098.01",3.68,-2.575,34.2,1.189,2537.39,1,4.678e-05
"CANDIDATE",8951205,"K04099.01",4.62,-3.782,22.72,1.175,3563.5,14,0.0002442
"FALSE POSITIVE",5700900,"K04100.01",4.49,-3.96,11.59,1.19,4958.44,0,-0.001793
"FALSE POSITIVE",2708278,"K04102.01",4.47,-2.495,24.98,1.123,3076.72,0,-8.583e-05
"CANDIDATE",3747817,"K04103.01",4.57,-3.356,25.78,1.007,3531.63,0,0.0005842
"CANDIDATE",3747817,"K04103.02",4.57,-2.73,12.79,1.085,4097.74,0,0.0004516
"FALSE POSITIVE",11017094,"K04106.01",4.67,-5.141,5.07,0.00152,22453.26,1,0
"FALSE POSITIVE",9899065,"K04108.01",4.64,-3.907,14.72,1.012,2938.7,13,-2.57e-05
"CANDIDATE",7907808,"K04109.01",3.92,-2.409,15.22,1.106,2884.57,2,-2.091e-05
"FALSE POSITIVE",5471792,"K04110.01",3.93,-5.955,13.59,1.281,4721.49,0,0.0002098
"FALSE POSITIVE",2708343,"K04111.01",4.63,-1.632,33.29,1.105,2349.96,0,0.0003126
"FALSE POSITIVE",3348090,"K04112.01",3.61,-2.08,13.34,1.145,4026.28,30,-0.002615
"FALSE POSITIVE",9282762,"K04113.01",4.46,-3.085,13.11,0.9196,1566.21,24,0.0003582
"FALSE POSITIVE",3117046,"K04114.01",4.44,-6.772,14.8,0.9705,5015.78,0,-6.279e-06
"FALSE POSITIVE",6311520,"K04115.01",4.33,-5.576,15.42,0.4763,3416.44,76,7.606e-05
"CANDIDATE",3955817,"K04117.01",4.52,-2.204,21.87,1.108,2645.21,1,-0.000156
"FALSE POSITIVE",10661778,"K04118.01",4.44,-9.864,6.067,0.9097,4150.91,2,-0.0009683
"FALSE POSITIVE",5513857,"K04119.01",4.54,-3.551,23.34,1.007,0,59,-0.0007093
"CANDIDATE",9700449,"K04120.01",4.43,-3.144,18.67,1.037,4610.13,0,-0.0001264
"CANDIDATE",6349881,"K04121.01",4.4,-5.3,25.28,1.021,3811.27,0,0.0006815
"FALSE POSITIVE",9851970,"K04122.01",4.55,-2.045,13.95,1.032,4246.81,0,-0.0003721
"CANDIDATE",6140059,"K04123.01",4.25,-3.378,20.17,0.9834,3587.54,0,7.884e-05
"FALSE POSITIVE",9099950,"K04125.01",3.87,-2.386,30.92,0.8414,4561.57,0,-8.005e-05
"CANDIDATE",9272070,"K04126.01",4.47,-3.039,21.11,1.08,3911.9,0,-0.0001446
"CANDIDATE",5088400,"K04127.01",4.54,-3.47,20.01,1.176,3395.72,0,6.866e-05
"FALSE POSITIVE",4669402,"K04128.01",4.33,-4.038,25.75,0.9926,2885.42,0,-0.001282
"CANDIDATE",11970988,"K04129.01",4.43,-2.457,13.79,1.039,3440.61,4,-1.82e-06
"FALSE POSITIVE",10858803,"K04130.01",4.51,-6.365,5.213,0.9165,4670.67,0,-0.000121
"FALSE POSITIVE",6129694,"K04131.01",3.83,-7.476,7.263,0.8348,5053.35,0,2.034e-06
"FALSE POSITIVE",7601918,"K04133.01",4.05,-1.173,9.032,1.393,4088.96,92,-0.0002448
