"koi_disposition","kepid","kepoi_name","tce_ror","tce_duration","tce_fwm_prao","tce_dicco_mra"
"CANDIDATE",8240904,"K01070.02",0.0366054,8.333,0.0005353,0.080281
"FALSE POSITIVE",8244190,"K01071.01",0.010936778,1.418,0,0
"CANDIDATE",8229696,"K01072.01",0.022644106,3.616,-0.0002907,0.35244
"FALSE POSITIVE",8262210,"K01073.01",0.0099575955,2.411,7.732e-05,0.52899
"CANDIDATE",10272640,"K01074.01",0.10178805,3.786,-0.001219,0.0016401
"CANDIDATE",10232123,"K01075.01",0.072992194,1.955,-0.002441,1.0158
"FALSE POSITIVE",10223616,"K01076.01",0.085894308,3.318,1.577e-05,0.073636
"FALSE POSITIVE",10268907,"K01077.01",0.015393308,1.108,0.0004573,0
"CANDIDATE",10166274,"K01078.01",0.037789732,1.772,-3.941e-05,-0.02671
"CANDIDATE",10166274,"K01078.02",0.040040507,1.411,-0.001272,0.15776
"CANDIDATE",10166274,"K01078.03",0.040185157,2.867,-9.475e-05,0.12867
"FALSE POSITIVE",10158990,"K01080.01",0.012827965,1.927,0.0003365,0
"FALSE POSITIVE",10149023,"K01081.01",0.040825616,5.408,8.671e-05,0.20529
"CANDIDATE",10141900,"K01082.01",0.021381048,2.683,-0.0001915,1.0982
"CANDIDATE",10141900,"K01082.02",0.01610958,1.404,-9.424e-06,-1.235
"CANDIDATE",10141900,"K01082.03",0.017834713,2.407,0.0004748,0.12845
"CANDIDATE",10141900,"K01082.04",0.019294415,2.721,0.0004796,-3.2978
"CANDIDATE",10157458,"K01083.01",0.018939533,3.659,-0.0002148,-0.38077
"CANDIDATE",10157458,"K01083.02",0.011105658,2.964,1.894e-05,-0.60461
"FALSE POSITIVE",10148521,"K01084.01",0.014133106,1.425,-0.02397,0
"CANDIDATE",10118816,"K01085.01",0.02010985,2.25,-0.0001176,0.028649
"CANDIDATE",10122255,"K01086.01",0.022317486,6.882,0.0001685,0.052777
"FALSE POSITIVE",3124412,"K01087.01",0.022883367,2.252,-0.03328,4.7772
"FALSE POSITIVE",3113266,"K01088.01",0.065396789,0.9088,-0.002322,1.1878
"CANDIDATE",3247268,"K01089.01",0.083781889,10.16,-0.002198,0.022994
"CANDIDATE",3247268,"K01089.02",0.043916777,2.741,-0.001078,0.023814
"FALSE POSITIVE",3232859,"K01090.01",0.087668529,1.763,-0.02757,4.7154
"FALSE POSITIVE",3098184,"K01091.01",0.2302654,18.44,0,0
"FALSE POSITIVE",3239636,"K01093.01",0.0093395257,2.492,-0.0003093,4.1021
"CANDIDATE",2721030,"K01094.01",0.026653121,4.828,-0.0004767,0.41039
"CANDIDATE",3329204,"K01095.01",0.080568037,2.318,0.005844,-0.14589
"FALSE POSITIVE",3240706,"K01098.01",0.033447058,3.766,-0.004737,4.9943
"CANDIDATE",2853093,"K01099.01",0.061916261,3.648,0.002144,0.023098
"FALSE POSITIVE",3228824,"K01100.01",0.0081295652,4.019,-0.0003386,-1.3838
"CANDIDATE",3245969,"K01101.01",0.034408208,2.753,0.0001391,-0.0061087
"CANDIDATE",3231341,"K01102.01",0.030096817,6.407,0.000156,0.13445
"CANDIDATE",3231341,"K01102.02",0.025217215,5.255,3.615e-05,-0.15748
"CANDIDATE",3231341,"K01102.03",0.022306842,3.406,0.0005875,-0.48986
"CANDIDATE",3231341,"K01102.04",0.022109972,9.785,0.001019,-1.6437
"CANDIDATE",2860866,"K01103.01",0.056172074,12.28,-0.001999,0.067048
"FALSE POSITIVE",2851100,"K01104.01",0.01798572,1.003,0.00244,-6.9789
"FALSE POSITIVE",3130300,"K01105.01",0.01634241,2.927,-0.002203,4.4675
"CANDIDATE",3240158,"K01106.01",0.022088447,3.893,-9.176e-05,-0.17236
"CANDIDATE",3240158,"K01106.02",0.014909419,4.464,0.0001649,-0.081174
"CANDIDATE",3240158,"K01106.03",0.023760178,6.787,-9.922e-05,0.96456
"FALSE POSITIVE",3228959,"K01107.01",0.0060462305,3.522,0.0001688,-2.2648
"CANDIDATE",3218908,"K01108.01",0.02617343,3.989,-0.0002661,-0.16344
"CANDIDATE",3218908,"K01108.02",0.016982031,20.43,-7.268e-05,0.18718
"CANDIDATE",3218908,"K01108.03",0.012328748,2.325,9.983e-05,-0.080845
"CANDIDATE",2837111,"K01110.01",0.017692332,4.788,0.0005139,-0.091451
"FALSE POSITIVE",2837111,"K01110.02",0.0092668029,3.54,1.829e-05,0.4729
"FALSE POSITIVE",3120276,"K01111.01",0.024353774,4.533,-0.001679,7.8995
"CANDIDATE",3109930,"K01112.01",0.02307322,8.864,0.0001256,-0.46095
"CANDIDATE",2854914,"K01113.01",0.021329175,4.795,-0.0002111,-0.10614
"CANDIDATE",2854914,"K01113.02",0.023862173,7.076,-0.0003011,-0.18669
"FALSE POSITIVE",3337425,"K01114.01",0.020509376,2.243,0.0005354,-3.0278
"CANDIDATE",3116412,"K01115.01",0.016846039,6.139,-0.0001305,-0.11586
"CANDIDATE",2849805,"K01116.01",0.01545852,1.98,0.0001244,0.11976
"CANDIDATE",3114811,"K01117.01",0.013060526,6.617,2.554e-05,0.4324
"CANDIDATE",2853446,"K01118.01",0.017445208,1.877,-7.063e-05,-0.12148
"FALSE POSITIVE",3003992,"K01119.01",0.007358587,2.425,0.002609,-0.32176
"FALSE POSITIVE",3003992,"K01119.02",0.006907143,2.33,-0.001162,7.8724
"FALSE POSITIVE",6307537,"K01120.01",0.36212277,26.01,0,-0.018014
"FALSE POSITIVE",6359798,"K01121.01",0.39250468,4.475,0.0278,-0.28823
"FALSE POSITIVE",6311681,"K01122.01",0.026755173,1.853,-0.02391,4.6817
"FALSE POSITIVE",6365321,"K01123.01",0.031916698,0.8532,-6.596e-05,0.019804
"FALSE POSITIVE",6301035,"K01124.01",0.088284779,5.433,0.05233,0
"FALSE POSITIVE",6292162,"K01125.01",0.05211379,3.047,-0.0005313,-0.073586
"FALSE POSITIVE",6307521,"K01126.01",0.031865793,22.42,-0.009988,0
"FALSE POSITIVE",6307521,"K01126.02",0.037293837,22.7,-0.004309,0
"CANDIDATE",6359320,"K01127.01",0.02660845,3.683,-0.001223,-0.06813
"CANDIDATE",6359320,"K01127.02",0.017643574,4.104,-7.12e-05,0.64646
"CANDIDATE",6359320,"K01127.03",0.012905855,3.035,0.0003067,-0.74048
"CANDIDATE",6362874,"K01128.01",0.012133853,1.632,0,-0.016043
"CANDIDATE",6272413,"K01129.01",0.016908811,1.819,-0.0003953,0.057709
"FALSE POSITIVE",8279765,"K01130.01",0.22241698,2.802,0.005042,-0.073805
"CANDIDATE",8435247,"K01131.01",0.038435637,0.7189,-0.001568,1.1638
"FALSE POSITIVE",8330548,"K01132.01",0.09942582,3.465,0,-0.18417
"FALSE POSITIVE",8374494,"K01133.01",0.15987996,5.013,-0.6053,0
"FALSE POSITIVE",8414907,"K01134.01",0.1305193,9.214,-0.07366,3.5337
"FALSE POSITIVE",8414907,"K01134.02",0.093293504,10.21,-0.03729,3.5804
"FALSE POSITIVE",8397446,"K01135.01",0.013268537,2.18,0.0005022,-2.3804
"FALSE POSITIVE",8386035,"K01136.01",0.0034772416,5.801,0,11.279
"FALSE POSITIVE",8332986,"K01137.01",0.28679558,3.129,0.006771,-0.16249
"FALSE POSITIVE",8415745,"K01138.01",0.10494631,2.894,-0.003838,0.98541
"FALSE POSITIVE",8378634,"K01139.01",0.021036948,5.405,-0.02544,0
"CANDIDATE",8397675,"K01140.01",0.02272631,1.5,-0.0002163,0.17546
"CANDIDATE",8346392,"K01141.01",0.031385005,2.596,0.0001636,0.33679
"CANDIDATE",8288947,"K01142.01",0.021449445,2.361,0.0003114,-0.019809
"FALSE POSITIVE",8312852,"K01143.01",0.028279312,3.15,0.002974,-1.0912
"FALSE POSITIVE",8302450,"K01144.01",0.016035589,2.848,-0.0004046,2.2119
"CANDIDATE",8313667,"K01145.01",0.030224831,7.681,-0.0002188,-0.26429
"CANDIDATE",8351704,"K01146.01",0.020397111,2.219,-0.0001696,0.54878
"FALSE POSITIVE",8299955,"K01147.01",0.0099628945,2.908,0.01474,-10.64
"CANDIDATE",8410727,"K01148.01",0.014276421,5.104,3.718e-07,0.23455
"CANDIDATE",8410727,"K01148.02",0.011185135,7.914,-5.512e-05,0.11628
"CANDIDATE",8278371,"K01150.01",0.0081595296,1.714,2.265e-05,-9.1893e-05
"CANDIDATE",8280511,"K01151.01",0.015414075,3.571,0.000108,-0.020588
"CANDIDATE",8280511,"K01151.02",0.012058994,3.351,-0.0001177,0.22373
"CANDIDATE",8280511,"K01151.03",0.0084681365,2.647,4.681e-05,-0.72725
"CANDIDATE",8280511,"K01151.04",0.0093813932,4.022,-0.0002113,-0.44907
"CANDIDATE",8280511,"K01151.05",0.0098445917,4.398,-0.0001435,0.46207
"FALSE POSITIVE",10287248,"K01152.01",0.27311506,3.472,0.0152,-0.051887
"FALSE POSITIVE",10351767,"K01153.01",0.19084903,2.062,-0.004509,0.17112
"CANDIDATE",10295951,"K01154.01",0.11360199,7.921,0.0003823,-0.0059553
"FALSE POSITIVE",10342041,"K01155.01",0.037159245,4.22,-0.0002884,2.402
"FALSE POSITIVE",10514770,"K01156.01",0.055820969,1.343,0.0004456,-0.64561
"FALSE POSITIVE",10342065,"K01157.01",0.032102464,5.367,0.001017,-1.2963
"FALSE POSITIVE",10352945,"K01158.01",0.020467796,7.17,0.009138,-3.4078
"CANDIDATE",10354039,"K01159.01",0.056121627,5.833,0.0001096,-0.003646
"CANDIDATE",10330115,"K01160.01",0.03480091,3.501,0.0007729,-0.054845
"CANDIDATE",10426656,"K01161.01",0.020453671,3.889,0.0001098,-0.17282
"CANDIDATE",10426656,"K01161.02",0.021322178,3.063,3.286e-05,-0.17454
"CANDIDATE",10426656,"K01161.03",0.015529343,2.749,-0.0001352,0.34962
"CANDIDATE",10528068,"K01162.01",0.028614144,11.69,-8.144e-05,-0.0052221
"CANDIDATE",10468940,"K01163.01",0.020548407,1.827,-0.0001205,0.16199
"CANDIDATE",10468940,"K01163.02",0.025047435,3.934,0.0001304,-0.29387
"FALSE POSITIVE",10341831,"K01164.01",0.008702794,3.345,0.0004963,-1.3261
"CANDIDATE",10337517,"K01165.01",0.024958769,1.712,-4.414e-05,-0.034518
"CANDIDATE",10337517,"K01165.02",0.0088598337,2.505,-3.338e-05,-0.045742
"CANDIDATE",10351231,"K01166.01",0.02549225,1.901,-0.001551,-0.051642
"FALSE POSITIVE",10485179,"K01167.01",0.006478202,1.271,6.327e-05,-3.5179
"CANDIDATE",10319385,"K01169.01",0.0093482741,1.28,4.992e-05,-0.058105
"CANDIDATE",10482160,"K01170.01",0.024492967,1.262,-0.0007533,0.48115
"FALSE POSITIVE",10341913,"K01172.01",0.0035460016,3.552,5.424e-06,-3.9914
"FALSE POSITIVE",10480921,"K01173.01",0.01633248,4.649,-0.000217,-2.7656
"CANDIDATE",10350571,"K01175.01",0.010937696,11.44,1.032e-05,0.028605
"CANDIDATE",10350571,"K01175.02",0.012513893,14.2,3.709e-06,-0.98786
"FALSE POSITIVE",10350571,"K01175.03",0.013578417,19.99,5.4e-05,1.9554
"CANDIDATE",3749365,"K01176.01",0.16902574,1.971,-0.02706,0.34764
"FALSE POSITIVE",3547091,"K01177.01",0.15826842,2.463,-0.0032,0.19319
"FALSE POSITIVE",3869825,"K01178.01",0.10611992,8.026,-0.0007234,0.0085035
"FALSE POSITIVE",3655332,"K01179.01",0.1759732,5.989,0.04309,-1.7377
"FALSE POSITIVE",4042026,"K01180.01",0.13327251,11.18,0.01898,-0.38312
"FALSE POSITIVE",3344419,"K01181.01",0.021515409,1.291,0,4.0365
"FALSE POSITIVE",3865567,"K01182.01",0.073498324,4.339,0.03103,-3.1922
"FALSE POSITIVE",3544689,"K01183.01",0.040311941,3.566,-0.02216,3.3921
"FALSE POSITIVE",4037164,"K01184.01",0.027174197,1.247,0.0014,-0.55559
"FALSE POSITIVE",3443790,"K01185.01",0.04572328,1.587,-0.001535,1.6473
"FALSE POSITIVE",3966912,"K01186.01",0.099177253,22.86,-0.003994,1.5461
"FALSE POSITIVE",3848972,"K01187.01",0.036068233,0.6286,4.653e-05,0.017848
"FALSE POSITIVE",3860441,"K01188.01",0.044773337,3.351,0.01407,-5.2538
"FALSE POSITIVE",3765771,"K01189.01",0.036320699,2.378,-0.0009037,0.89335
"FALSE POSITIVE",3557341,"K01190.01",0.014322892,1.085,-0.0004073,-1.9452
"CANDIDATE",3859628,"K01191.01",0.033525088,3.987,-0.0005465,0.029057
"FALSE POSITIVE",3644071,"K01192.02",0.07622029,15.58,-0.02565,3.1412
"CANDIDATE",3942446,"K01193.01",0.09184894,3.071,0.0004395,0.1174
"CANDIDATE",3554031,"K01194.01",0.039932842,2.701,4.701e-06,-0.87982
"FALSE POSITIVE",3554031,"K01194.02",0.025680391,2.433,3.527e-05,-1.0054
"CANDIDATE",3554031,"K01194.03",0.030307301,3.606,0.0001013,0.20434
"FALSE POSITIVE",3644523,"K01195.01",0.097489799,29.07,-0.0003257,0.39783
"FALSE POSITIVE",3348082,"K01196.01",0.019000621,2.817,0,0
"CANDIDATE",3348082,"K01196.02",0.017527195,5.614,0,0.020424
"CANDIDATE",3348082,"K01196.03",0.018791223,4.623,0,0.021434
"FALSE POSITIVE",3853673,"K01197.01",0.018320848,1.008,0.0009757,-1.3375
"CANDIDATE",3447722,"K01198.01",0.02668778,6.198,-9.349e-05,-0.31949
"CANDIDATE",3447722,"K01198.02",0.021071702,7.26,6.642e-05,-0.046327
"CANDIDATE",3447722,"K01198.03",0.018539406,5.434,0.000172,-0.60805
"CANDIDATE",3859079,"K01199.01",0.033757396,5.838,-0.0003986,-0.1677
"CANDIDATE",4061149,"K01201.01",0.027503305,1.356,-0.0002316,0.70053
"CANDIDATE",3444588,"K01202.01",0.020875438,1.278,-0.000291,0.57742
"CANDIDATE",3962243,"K01203.01",0.034768129,6.226,-0.0004032,0.14709
"CANDIDATE",3962243,"K01203.02",0.025528052,3.73,0.0004225,-0.47311
"CANDIDATE",3962243,"K01203.03",0.03485952,5.155,-0.0009125,0.052106
"CANDIDATE",3438507,"K01204.01",0.018530763,6.598,7.773e-05,-0.039971
"CANDIDATE",3869014,"K01205.01",0.019924099,5.608,3.719e-05,0.024401
"CANDIDATE",3732821,"K01207.01",0.030326645,2.547,0.00119,0.13922
"CANDIDATE",3962357,"K01210.01",0.020410281,6.921,0.0001449,0.093388
"FALSE POSITIVE",3858704,"K01211.01",0.019490195,5.073,-0.01086,10.584
"CANDIDATE",3749134,"K01212.01",0.017214085,4.192,-0.0001427,0.24987
"FALSE POSITIVE",3556220,"K01213.01",0.0068431705,2.391,-0.002882,4.1654
"CANDIDATE",3660924,"K01214.01",0.014533139,2.94,0.0004389,-0.84409
"CANDIDATE",3939150,"K01215.01",0.016081541,8.147,0.0001691,0.07209
"CANDIDATE",3939150,"K01215.02",0.017525729,7.411,0.0001063,-0.29193
"CANDIDATE",3839488,"K01216.01",0.015979201,4.47,-2.465e-06,-0.29838
"FALSE POSITIVE",3542588,"K01217.01",0.010484988,4.322,0.0007319,-5.6099
"CANDIDATE",3442055,"K01218.01",0.021070132,5.796,-0.000203,0.034558
"CANDIDATE",4043190,"K01220.01",0.012691725,2.607,0.0001237,-0.10053
"CANDIDATE",3640905,"K01221.01",0.013369694,7.808,-2.215e-05,0.31987
"CANDIDATE",3640905,"K01221.02",0.011993617,11.39,-2.962e-05,0.10525
"FALSE POSITIVE",6613006,"K01223.01",0.11690286,5.64,0.01394,-1.1829
"FALSE POSITIVE",6606653,"K01224.01",0.10920039,6.466,-0.0002489,0.019738
"FALSE POSITIVE",6620003,"K01225.01",0.20788231,2.045,0.001411,-0.030976
"FALSE POSITIVE",6621116,"K01226.01",0.37974543,9.23,0.001299,0.013676
"FALSE POSITIVE",6629332,"K01227.01",0.17631643,2.106,0.001543,-0.0052905
"FALSE POSITIVE",6387450,"K01228.01",0.1403465,2.606,0.01315,-0.67758
"CANDIDATE",6470149,"K01230.01",0.07801477,24.98,0.003503,0.013728
"FALSE POSITIVE",6462874,"K01231.01",0.047953409,6.677,0.002247,-0.056812
"FALSE POSITIVE",6462874,"K01231.02",0.066454331,8.687,-0.0006035,-0.062043
"FALSE POSITIVE",6665223,"K01232.01",0.17071557,9.356,8.391e-05,-0.028121
"FALSE POSITIVE",6665223,"K01232.02",0.02512046,4.786,0.002469,-0.2209
"FALSE POSITIVE",6545358,"K01233.01",0.028065238,1.044,5.362e-05,0.035479
"FALSE POSITIVE",6390824,"K01234.01",0.015181064,1.585,-0.00154,4.9077
"FALSE POSITIVE",6546528,"K01235.01",0.024573241,3.142,0.02767,-10.049
"CANDIDATE",6677841,"K01236.01",0.019957021,6.039,1.984e-05,-0.22548
"CANDIDATE",6677841,"K01236.02",0.032166763,10.6,-0.000201,-0.10772
"CANDIDATE",6677841,"K01236.04",0.023811037,8.224,-0.0002786,0.26853
"FALSE POSITIVE",6531491,"K01237.01",0.043132168,4.896,-0.02408,3.2988
"CANDIDATE",6383821,"K01238.01",0.022481564,7.102,-0.0001506,0.19074
"CANDIDATE",6607286,"K01239.01",0.015831445,1.81,0.0003443,-4.9934
"CANDIDATE",6607286,"K01239.02",0.018186972,2.4,0.0005079,-4.7903
"CANDIDATE",6690082,"K01240.01",0.017839987,2.198,-5.624e-05,-0.030342
"CANDIDATE",6690082,"K01240.02",0.022958044,0.9134,-1.907e-05,0.19312
"CANDIDATE",6448890,"K01241.01",0.023462266,11.31,8.713e-05,-0.13822
"CANDIDATE",6448890,"K01241.02",0.024803585,17.87,5.857e-05,-0.087714
"CANDIDATE",6607447,"K01242.01",0.074785688,5.16,-0.0007418,0.007952
"FALSE POSITIVE",6677256,"K01243.01",0.016675878,1.87,0,0
"FALSE POSITIVE",6692833,"K01244.01",0.021204326,3.525,-0.001153,3.2642
"CANDIDATE",6693640,"K01245.01",0.017796398,5.69,5.415e-05,0.079065
"CANDIDATE",6441738,"K01246.01",0.021640775,3.568,-2.628e-05,-0.33034
"FALSE POSITIVE",8801343,"K01247.01",0.13875413,4.023,-0.0003612,0.0016536
"FALSE POSITIVE",8488878,"K01248.01",0.18767048,4.138,0.002519,-0.018663
"FALSE POSITIVE",8560285,"K01249.01",0.24038333,10.61,-0.0159,0.39543
"FALSE POSITIVE",8620565,"K01250.01",0.057398922,1.786,0.0003564,-0.9689
"FALSE POSITIVE",8616873,"K01251.01",0.10555242,1.403,-2.605e-05,0.060979
"FALSE POSITIVE",8737796,"K01252.01",0.010554649,2.13,0,-5.5233
"FALSE POSITIVE",8462258,"K01253.01",0.053992002,7.556,-0.02566,5.3422
"CANDIDATE",8454250,"K01254.01",0.035005643,6.085,-0.001561,1.1905
"FALSE POSITIVE",8494263,"K01255.01",0.12296055,7.524,0.008172,0
"FALSE POSITIVE",8848271,"K01256.01",0.1007911,3.834,0.009441,-2.6611
"CANDIDATE",8751933,"K01257.01",0.076994741,4.263,-0.0007955,-0.011915
"CANDIDATE",8630788,"K01258.01",0.054883345,7.068,0.0002042,-0.011873
"CANDIDATE",8630788,"K01258.02",0.02700198,6.161,0.0001218,0.19249
"CANDIDATE",8630788,"K01258.03",0.042723917,4.308,0.0008221,0.12607
"FALSE POSITIVE",8823426,"K01259.01",0.022213586,2.646,0,-7.4958
"FALSE POSITIVE",8766222,"K01260.01",0.072006582,5.678,-0.00313,-11.048
"CANDIDATE",8678594,"K01261.01",0.065402753,11.55,-0.0005292,0.16421
"CANDIDATE",8678594,"K01261.02",0.020998512,3.165,-3.607e-05,-0.25845
"FALSE POSITIVE",8703884,"K01262.01",0.053861247,3.718,-0.001117,0
"FALSE POSITIVE",8560840,"K01263.01",0.057332472,12.8,-0.0002386,0.70364
"CANDIDATE",8612847,"K01264.01",0.03508619,4.12,0,-0.082737
"FALSE POSITIVE",8552583,"K01265.01",0.013418843,1.75,0.0002464,-1.2469
"CANDIDATE",8547140,"K01266.01",0.029371568,4.054,4.939e-06,-0.043924
"FALSE POSITIVE",8519253,"K01267.01",0.026286064,2.412,-0.00365,2.9766
"CANDIDATE",8813698,"K01268.01",0.096307585,5.507,-0.0001991,0.0051851
"FALSE POSITIVE",8757910,"K01269.01",0.011447977,0.9953,-0.0008355,5.3105
"CANDIDATE",8564587,"K01270.01",0.033707949,1.203,0,0.07966
"CANDIDATE",8564587,"K01270.02",0.038443803,2.517,0,0.031847
"CANDIDATE",8631160,"K01271.01",0.065623477,9.737,8.299e-05,0.0002207
"CANDIDATE",8806072,"K01273.01",0.037937815,5.852,-0.0001775,-0.10904
"CANDIDATE",8583696,"K01275.01",0.031954898,6.434,-0.0001243,0.078804
"CANDIDATE",8804283,"K01276.01",0.025309122,5.239,0.0003642,-3.5017
"CANDIDATE",8804283,"K01276.02",0.016061649,4.365,0.0001162,-3.8413
"FALSE POSITIVE",8552565,"K01277.01",0.0081718019,1.402,-0.0001441,0.23183
"CANDIDATE",8609450,"K01278.01",0.027970598,6.571,0.0002651,0.12414
"CANDIDATE",8609450,"K01278.02",0.024839171,6.328,0.0001183,-0.13049
"CANDIDATE",8609450,"K01278.03",0.014433712,5.964,-5.629e-06,0.64871
"CANDIDATE",8609450,"K01278.04",0.013530181,5.322,0.0001916,0.12753
"FALSE POSITIVE",8609450,"K01278.05",0.018342483,6.657,-0.0007911,0.29356
"CANDIDATE",8628758,"K01279.01",0.018931844,4.934,9.761e-05,0.034697
"CANDIDATE",8628758,"K01279.02",0.011050822,4.356,8.205e-05,0.41021
"FALSE POSITIVE",8509361,"K01280.01",0.015776513,3.867,0.01958,0
"CANDIDATE",8742590,"K01281.01",0.02347386,2.617,-0.0007714,-0.37189
"CANDIDATE",8822366,"K01282.01",0.017340557,8.886,-1.714e-05,0.099732
"CANDIDATE",8700771,"K01283.01",0.0088598808,5.462,-7.772e-06,0.015257
"FALSE POSITIVE",10960993,"K01284.01",0.15566907,3.114,0,4.687
"FALSE POSITIVE",10879208,"K01286.01",0.043075836,1.348,-0.06175,4.378
"FALSE POSITIVE",10843203,"K01287.01",0.11270205,2.866,0.001117,-0.28131
"CANDIDATE",10790387,"K01288.01",0.089421907,5.906,-0.001546,0.028572
"FALSE POSITIVE",10748393,"K01289.01",0.079183351,2.724,0.002826,0.73323
"FALSE POSITIVE",10748393,"K01289.02",0.046923678,3.083,-0.0008619,0
"FALSE POSITIVE",10874226,"K01290.01",0.10978201,2.618,0.000115,-0.018941
"FALSE POSITIVE",10661771,"K01291.01",0.01004281,3.483,-0.0003751,3.2906
"FALSE POSITIVE",10924853,"K01292.01",0.037455865,1.563,-0.005767,3.0157
"FALSE POSITIVE",10874926,"K01293.01",0.10056295,2.039,0.0005457,-0.011518
"FALSE POSITIVE",10549562,"K01294.01",0.030883703,5.919,0,1.3826
"FALSE POSITIVE",10666230,"K01295.01",0.023357699,1.718,-0.001433,5.0887
"CANDIDATE",10971674,"K01296.01",0.17651184,4.15,0.03522,-0.98577
"FALSE POSITIVE",10676923,"K01297.01",0.011623469,2.103,-0.001314,1.881
"CANDIDATE",10604335,"K01298.01",0.043841253,2.391,4.014e-05,0.093892
"CANDIDATE",10604335,"K01298.02",0.059705971,7.745,-0.0001233,-0.11913
"CANDIDATE",10864656,"K01299.01",0.027383415,14.89,-1.462e-05,0.072756
"CANDIDATE",10975146,"K01300.01",0.016743309,1.075,0.0001468,-0.0036432
"CANDIDATE",10538176,"K01301.01",0.030869884,3.204,-0.0004383,-0.016873
"CANDIDATE",10538176,"K01301.02",0.030619804,5.451,-0.0006216,0.093178
"CANDIDATE",10724369,"K01302.01",0.028160494,7.191,-7.841e-05,0.065085
"CANDIDATE",10867062,"K01303.01",0.024215536,19.4,-0.0001559,0.10462
"CANDIDATE",10744335,"K01304.01",0.017719042,2.908,-0.0006718,0.38049
"CANDIDATE",10730034,"K01305.01",0.017891849,2.072,0.0001116,0.1464
"CANDIDATE",10730034,"K01305.02",0.014841405,3.26,0.0003168,0.24099
"CANDIDATE",10858691,"K01306.01",0.014570588,2.086,8.354e-05,-0.022852
"CANDIDATE",10858691,"K01306.02",0.017322882,2.709,-2.426e-05,0.13674
"CANDIDATE",10858691,"K01306.03",0.017599241,3.009,-0.0001104,0.50266
"CANDIDATE",10858691,"K01306.04",0.020007394,3.957,0.0001572,-0.34879
"CANDIDATE",10973814,"K01307.01",0.030296212,3.797,-0.0002293,0.098646
"CANDIDATE",10973814,"K01307.02",0.02557938,2.424,-0.0009264,0.10459
"CANDIDATE",10586208,"K01308.01",0.021030655,5.629,-8.816e-05,0.17844
"CANDIDATE",10854768,"K01309.01",0.018551252,5.034,7.45e-05,-0.1691
"CANDIDATE",10964440,"K01310.01",0.023011077,3.979,7.202e-05,0.13055
"CANDIDATE",10964440,"K01310.02",0.023028225,9.981,-0.0002128,0.49106
"CANDIDATE",10713616,"K01311.01",0.0254085,7.465,-0.0002691,-0.06459
"CANDIDATE",10963242,"K01312.01",0.016647847,3.451,0.000168,0.039253
"FALSE POSITIVE",10785538,"K01313.01",0.010292384,0.6193,0,5.5731
"CANDIDATE",10585852,"K01314.01",0.013445295,8.94,-8.755e-06,-0.46257
"CANDIDATE",10928043,"K01315.01",0.013194202,3.453,-0.0001154,0.24563
"CANDIDATE",10794087,"K01316.01",0.0078825169,6.556,1.985e-05,0.23975
"FALSE POSITIVE",4275739,"K01317.01",0.27543552,3.189,-0.006073,-0.11285
"FALSE POSITIVE",4070376,"K01318.01",0.15116462,2.694,-0.00448,0.080093
"FALSE POSITIVE",4078157,"K01319.01",0.25779856,3.505,0.01441,-1.8926
"CANDIDATE",4164994,"K01320.01",0.10834474,3.86,-0.001449,-0.02589
"FALSE POSITIVE",4480676,"K01321.01",0.079791751,1.972,-0.0009659,0.072606
"FALSE POSITIVE",4079535,"K01322.01",0.13687603,4.066,0.0459,-1.1252
"CANDIDATE",4076098,"K01323.01",0.078853275,2.555,0.000102,-0.011627
"FALSE POSITIVE",4551328,"K01324.01",0.0232227,1.125,-0.001983,1.4951
"CANDIDATE",4282872,"K01325.01",0.05208662,3.534,-0.001498,0.16016
"FALSE POSITIVE",4639868,"K01326.01",0.19602678,2.284,-5.012e-07,-0.0094695
"FALSE POSITIVE",4372768,"K01327.01",0.026555034,4.544,0.02405,-2.904
"CANDIDATE",4074736,"K01328.01",0.065191563,2.605,-0.001057,0.08529
"CANDIDATE",4072526,"K01329.01",0.032985127,5.259,-0.0001952,-0.090021
"FALSE POSITIVE",4150539,"K01330.01",0.060159132,3.68,-0.0003266,-1.636
"FALSE POSITIVE",4150539,"K01330.02",0.05925271,4.414,-0.0006838,-1.0215
"CANDIDATE",4274548,"K01331.01",0.030164738,2.175,-0.001006,9.0114
"CANDIDATE",4455231,"K01332.01",0.026658711,4.394,-0.0004988,0.17688
"CANDIDATE",4455231,"K01332.02",0.023250564,6.157,-0.0003632,-0.047846
"CANDIDATE",4455231,"K01332.03",0.015397476,3.533,-0.000187,-0.62419
"FALSE POSITIVE",4285107,"K01333.01",0.02097325,3.506,0.01459,-3.6197
"FALSE POSITIVE",4150624,"K01334.01",0.043872706,4.163,0.0004388,-2.3418
"FALSE POSITIVE",4150624,"K01334.02",0.045318789,3.913,0.0004961,-3.0037
"CANDIDATE",4155328,"K01335.01",0.040785311,10.92,0.0001376,-0.11355
"CANDIDATE",4077526,"K01336.01",0.023887499,4.424,0.000273,-0.049529
