"koi_disposition","kepid","kepoi_name","tce_dor","tce_sradius_prov","tce_fwm_prao","tce_incl_sn"
"FALSE POSITIVE",10129482,"K07288.01",5.4380996,0,-0.00309,560.836012861736
"FALSE POSITIVE",10155080,"K07289.01",3.8656406,0,0,457.942787583688
"FALSE POSITIVE",10156064,"K07290.01",3.5198059,0,0,431.786133960047
"CANDIDATE",10163067,"K07291.01",12.061889,0,2.795e-05,18.7287766652155
"FALSE POSITIVE",10164018,"K07292.01",12.537192,0,-0.02595,3.60875
"FALSE POSITIVE",10189523,"K07293.01",2.2776942,0,0.0001316,0.640075973409307
"FALSE POSITIVE",10198109,"K07294.01",59.690209,0,-0.004708,-89.9
"FALSE POSITIVE",10208759,"K07295.01",4.2425716,0,0.009285,-88.65
"FALSE POSITIVE",10214328,"K07296.01",120.7704,0,-0.0003203,562.814070351759
"FALSE POSITIVE",10215422,"K07297.01",62.4074,0,-0.02383,-89.91
"FALSE POSITIVE",10258558,"K07299.01",29.051746,0,0.0009108,3277.69516728625
"FALSE POSITIVE",10264202,"K07300.01",3.4168861,0,8.876e-05,-88.32
"CANDIDATE",10264293,"K07301.01",31.615575,0,0.0002138,0.174476338246703
"FALSE POSITIVE",10268809,"K07302.01",30.541163,0,-0.0006208,5232.2695035461
"FALSE POSITIVE",10274244,"K07303.01",45.851092,0,-0.001167,-89.88
"FALSE POSITIVE",10275887,"K07304.01",6.6170488,0,0,-89.13
"FALSE POSITIVE",10292465,"K07307.01",5.9419142,0,-0.07967,1495.86922130427
"FALSE POSITIVE",10294608,"K07308.01",8.3131728,0,0.008747,-89.31
"FALSE POSITIVE",10296163,"K07309.01",14.433093,0,-0.01203,6865.9217877095
"FALSE POSITIVE",10330495,"K07310.01",14.088419,0,-0.0005597,8034.42028985507
"FALSE POSITIVE",10332789,"K07311.01",35.982261,0,0.000347,14379.2107795958
"FALSE POSITIVE",10340228,"K07312.01",1.9060846,0,-6.594e-05,0.0442776639344262
"FALSE POSITIVE",10341787,"K07313.01",1.2723318,0,-0.0003584,0.418047337278107
"FALSE POSITIVE",10342097,"K07314.01",1.2055527,0,3.194e-05,0.145352166443978
"FALSE POSITIVE",10345862,"K07315.01",26.403749,0,0.002286,76978.354978355
"FALSE POSITIVE",10346522,"K07316.01",4.8693187,0,0.001775,-88.82
"FALSE POSITIVE",10352603,"K07317.01",31.244755,0,0.03984,-89.82
"FALSE POSITIVE",10363300,"K07318.01",2.9855455,0,0,475.110270951481
"CANDIDATE",10396708,"K07320.01",15.069379,0,-1.848e-05,5.18582489577129
"FALSE POSITIVE",10407047,"K07321.01",1.6048486,0,0.0001046,0.596497080900751
"FALSE POSITIVE",10407430,"K07322.01",1.4591536,0,5.169e-05,0.286206896551724
"FALSE POSITIVE",10407464,"K07323.01",1.6015441,0,5.126e-05,0.497981157469717
"FALSE POSITIVE",10417704,"K07324.01",4.152726,0,0,5.92879019908116
"FALSE POSITIVE",10420279,"K07325.01",57.726398,0,0,-89.9
"FALSE POSITIVE",10422852,"K07326.01",6.3618822,0,-0.0007755,-89.1
"CANDIDATE",10450504,"K07327.01",86.811397,0,0.00116,14.9358867610325
"FALSE POSITIVE",10454401,"K07328.01",55.715024,0,-0.002779,-89.9
"FALSE POSITIVE",10462826,"K07329.01",47.618443,0,-0.02181,3863.97218600608
"CANDIDATE",10468514,"K07331.01",7.442685,0,-0.0005972,8.42228739002933
"CANDIDATE",10471113,"K07332.01",1.2948885,0,-0.0001481,0.343605086013463
"FALSE POSITIVE",10481054,"K07333.01",2.3058449,0,-5.039e-06,1.19408470423521
"FALSE POSITIVE",10486425,"K07334.01",9.7653621,0,0.004126,208.211723967351
"FALSE POSITIVE",10490960,"K07335.01",10.423921,0,-0.05398,946.724023825281
"FALSE POSITIVE",10491031,"K07336.01",3.7772604,0,0.07331,1024.02909468762
"FALSE POSITIVE",10535807,"K07337.01",3.8013821,0,0.00423,4274.74310438075
"FALSE POSITIVE",10535858,"K07338.01",1.2149834,0,0.0001124,0.302592352559948
"CANDIDATE",10546063,"K07339.01",16.400705,0,-0.000486,3.39968835216206
"FALSE POSITIVE",10547685,"K07340.01",3.343262,0,0,1750.5295363615
"FALSE POSITIVE",10549576,"K07341.01",12.24514,0,0.00484,50688.4480746791
"FALSE POSITIVE",10552700,"K07342.01",1.0898415,0,0,0.289363484087102
"FALSE POSITIVE",10556578,"K07343.01",1.4711698,0,2.625e-05,7.67279232395511
"FALSE POSITIVE",10583181,"K07344.01",7.2494361,0,-0.05955,-89.21
"CANDIDATE",10586619,"K07345.01",205.07732,0,-0.0004368,64.1714285714286
"FALSE POSITIVE",10592163,"K07346.01",17.499829,0,0.002091,584.962913014161
"FALSE POSITIVE",10601538,"K07348.01",3.7149875,0,-9.144e-05,3.73182711198428
"FALSE POSITIVE",10601579,"K07349.01",10.376993,0,0.0009374,4144.11764705882
"FALSE POSITIVE",10613718,"K07350.01",1.3508047,0,4.005e-05,0.00361553945249597
"FALSE POSITIVE",10619109,"K07351.01",3.9038569,0,0.1841,621.670802315964
"FALSE POSITIVE",10646620,"K07352.01",1.3053604,0,3.36e-06,0.733590733590734
"FALSE POSITIVE",10649230,"K07353.01",5.8920758,0,-0.000487,9.24638011629233
"CANDIDATE",10659624,"K07354.01",20.508766,0,7.859e-05,12.7288578901482
"FALSE POSITIVE",10661913,"K07355.01",1.4067296,0,0.0002427,0.745901639344262
"FALSE POSITIVE",10661976,"K07356.01",1.2678619,0,2.804e-05,0.573656618610747
"FALSE POSITIVE",10662021,"K07357.01",1.5264761,0,-1.314e-05,0.448056244830438
"CANDIDATE",10665228,"K07358.01",15.737918,0,-0.0002046,7.35623409669211
"CANDIDATE",10665749,"K07359.01",63.274393,0,0.0009548,1.87625208681135
"CANDIDATE",10680424,"K07361.01",2.5813702,0,0.0002951,0.580631753948462
"FALSE POSITIVE",10685175,"K07362.01",4.5228334,0,-1.213e-05,6.4530612244898
"FALSE POSITIVE",10686876,"K07363.01",5.6328675,0,-0.1428,19827.8632086298
"FALSE POSITIVE",10686930,"K07364.01",2.8314637,0,-6.181e-05,1.65954482117975
"FALSE POSITIVE",10711913,"K07365.01",29.407448,0,-0.001098,1807.118020045
"FALSE POSITIVE",10732401,"K07366.01",1.4814913,0,-0.0001381,0.0962537139904405
"FALSE POSITIVE",10736223,"K07367.01",5.911047,0,0.5849,-89.03
"CANDIDATE",10736489,"K07368.01",7.7275023,0,-5.68e-05,110.554300146218
"FALSE POSITIVE",10743600,"K07369.01",2.6966669,1,0,177.530747398297
"FALSE POSITIVE",10753734,"K07371.01",73.96762,0,-0.05258,-89.92
"FALSE POSITIVE",10794242,"K07372.01",15.989913,0,0.001516,-89.64
"FALSE POSITIVE",10794405,"K07373.01",2.2870417,0,-0.0009452,22.8730048577377
"FALSE POSITIVE",10809677,"K07374.01",4.040085,0,0,154.701553556827
"CANDIDATE",10812541,"K07375.01",369.70528,0,-0.0001575,2031.88602442334
"CANDIDATE",10815677,"K07376.01",2.56874,0,-0.0001311,0.773085898433159
"FALSE POSITIVE",10816107,"K07377.01",4.1991108,0,-0.004477,7661.56787762906
"CANDIDATE",10843431,"K07378.01",6.9938615,0,-0.0004721,12.1167775314117
"CANDIDATE",10843431,"K07378.02",48.838789,0,0.002915,79.0053285968028
"FALSE POSITIVE",10847907,"K07379.01",1.1203702,0,1.143e-06,0.194815606627472
"FALSE POSITIVE",10849244,"K07381.01",30.937913,0,0.0009844,1370.44503023725
"FALSE POSITIVE",10857589,"K07382.01",23.099739,0,0.01017,9620.22592791824
"FALSE POSITIVE",10867017,"K07384.01",2.5048769,0,-0.0006936,1.31436110064078
"FALSE POSITIVE",10909274,"K07385.01",126.88959,0,0.0007576,-89.95
"FALSE POSITIVE",10920813,"K07386.01",15.745297,0,0,240.42212129308
"FALSE POSITIVE",10923260,"K07387.01",16.742225,0,-0.003694,28959.0834697218
"FALSE POSITIVE",10924400,"K07388.01",1.7189537,0,-4.008e-05,1.52206842517629
"FALSE POSITIVE",10936427,"K07390.01",17.014166,0,-0.1942,-89.66
"FALSE POSITIVE",10937609,"K07391.01",4.0884943,0,0.00478,2636.60925363053
"FALSE POSITIVE",10965963,"K07392.01",11.455418,0,0.0001223,1270.85175361037
"FALSE POSITIVE",10979716,"K07394.01",25.243188,0,-0.001915,1097.2291562656
"FALSE POSITIVE",10982373,"K07395.01",4.6792137,0,-6.057e-05,6.05372217958557
"FALSE POSITIVE",10987439,"K07396.01",14.517616,0,-0.01024,2585.63701923077
"FALSE POSITIVE",10989032,"K07397.01",9.6160305,0,0.001632,72.7147766323024
"FALSE POSITIVE",10991989,"K07398.01",2.0011884,0,-0.003722,434.825870646766
"FALSE POSITIVE",10992733,"K07399.01",60.526418,0,0,-89.91
"CANDIDATE",11019739,"K07400.01",7.5865082,0,-8.723e-06,2.18257477243173
"FALSE POSITIVE",11027722,"K07402.01",4.5662702,0,0.0003268,14.2471462221417
"FALSE POSITIVE",11029877,"K07403.01",2.153636,0,0,1139.20254057869
"CANDIDATE",11068630,"K07404.01",5.8793846,0,-7.265e-05,1.62225329604475
"FALSE POSITIVE",11071207,"K07405.01",24.522245,0,-0.0008513,-89.77
"FALSE POSITIVE",11073223,"K07406.01",42.890415,0,-0.1789,-89.87
"FALSE POSITIVE",11076279,"K07407.01",3.6755009,0,0.01075,267.060048594238
"CANDIDATE",11092783,"K07408.01",3.673568,0,-0.0001424,7.77719665271966
"FALSE POSITIVE",11124509,"K07409.01",6.7322685,0,4.286e-05,640.515222482436
"CANDIDATE",11134079,"K07410.01",5.8521037,0,0,1372.69841269841
"CANDIDATE",11137061,"K07411.01",2.469205,0,4.222e-05,1.33753340969836
"FALSE POSITIVE",11144439,"K07412.01",5.9477017,0,0.001918,0.0419559099437148
"FALSE POSITIVE",11147276,"K07413.01",3.862085,0,-0.007191,1476.61427759894
"FALSE POSITIVE",11154043,"K07414.01",4.8176255,0,1.327e-05,8.12448728465956
"FALSE POSITIVE",11182260,"K07415.01",6.0942338,0,-0.0005971,2.48468208092486
"CANDIDATE",11187972,"K07416.01",25.002567,0,1.592e-05,12.1648914096002
"FALSE POSITIVE",11198723,"K07417.01",14.157963,0,-0.006587,740.65180102916
"FALSE POSITIVE",11199725,"K07418.01",2.4987011,0,-9.386e-05,3.92246294184721
"FALSE POSITIVE",11200773,"K07419.01",5.4197406,0,-0.03455,1010.23890784983
"FALSE POSITIVE",11228612,"K07420.01",17.061052,0,0,-89.66
"FALSE POSITIVE",11232745,"K07421.01",10.667863,0,0.001144,632.71375464684
"FALSE POSITIVE",11233911,"K07422.01",4.0568078,0,0.0005941,305.643251775848
"FALSE POSITIVE",11234677,"K07423.01",5.0491246,0,0.01039,7390.09009009009
"FALSE POSITIVE",11235323,"K07424.01",14.445694,0,0.008208,-89.6
"FALSE POSITIVE",11240948,"K07425.01",17.646942,0,5.516e-05,58.6792452830189
"CANDIDATE",11241560,"K07426.01",10.268628,0,0.0001879,3.81594267801164
"CANDIDATE",11244571,"K07427.01",5.2152952,0,-2.389e-05,2.6892071952032
"FALSE POSITIVE",11250867,"K07428.01",11.426103,0,0.002874,-89.5
"FALSE POSITIVE",11251058,"K07429.01",2.7277626,0,2.15e-05,2.42951849267271
"CANDIDATE",11282568,"K07430.01",4.2871188,0,7.103e-05,9.21738100876154
"FALSE POSITIVE",11285625,"K07431.01",5.8681852,0,0.05696,7.53665413533835
"CANDIDATE",11286311,"K07432.01",4.229849,0,-0.0001038,5.27414965986395
"FALSE POSITIVE",11287726,"K07433.01",6.5381652,0,0.008921,9146.9298245614
"CANDIDATE",11288492,"K07434.01",37.294215,0,-0.0005183,0.356423473433783
"CANDIDATE",11288772,"K07435.01",3.8454928,0,-9.598e-05,2.05898195529222
"FALSE POSITIVE",11295085,"K07436.01",3.2810096,0,1.595e-06,2.62211162460007
"CANDIDATE",11296724,"K07437.01",3.3564778,0,9.624e-05,0.927786106946527
"FALSE POSITIVE",11350389,"K07438.01",4.7469186,0,-0.001973,243.906201789571
"FALSE POSITIVE",11356602,"K07439.01",95.977948,0,-0.0003789,108.519146873485
"FALSE POSITIVE",11358392,"K07440.01",3.4599735,0,-0.0002416,301.003613006825
"FALSE POSITIVE",11359305,"K07441.01",48.505329,0,-0.00541,14047.1295271232
"FALSE POSITIVE",11391181,"K07442.01",21.391167,0,0.001369,1553.44797021805
"FALSE POSITIVE",11401869,"K07443.01",1.5429595,0,0.0001979,0.849458943348186
"FALSE POSITIVE",11409698,"K07444.01",18.769606,0,0.003333,67838.6605783866
"CANDIDATE",11411639,"K07445.01",4.3613804,0,-0.0002475,4.55489614243323
"CANDIDATE",11455795,"K07446.01",5.8004739,0,0,320.184544405998
"FALSE POSITIVE",11457191,"K07447.01",2.0405015,0,-0.0001473,577.28102189781
"FALSE POSITIVE",11499757,"K07450.01",40.237338,0,0,-89.86
"FALSE POSITIVE",11502172,"K07452.01",33.70917,0,0.008415,518.192488262911
"FALSE POSITIVE",11506235,"K07454.01",37.805121,0,0.0007104,15695.3525357837
"FALSE POSITIVE",11560382,"K07456.01",2.3850788,0,-0.0002269,1.61908094238395
"FALSE POSITIVE",11560431,"K07457.01",867.23236,0,-0.0005287,64.992774566474
"FALSE POSITIVE",11560447,"K07458.01",2.8453149,0,0.06945,30.4428341384863
"FALSE POSITIVE",11601357,"K07459.01",5.9473513,0,-0.0006642,1.52447027939246
"CANDIDATE",11602794,"K07460.01",13.730507,0,9.571e-06,3.49838709677419
"FALSE POSITIVE",11615481,"K07461.01",50.534717,0,0,191.3959991396
"FALSE POSITIVE",11616200,"K07462.01",4.7019451,0,0.0004552,14245.0619350519
"FALSE POSITIVE",11616631,"K07463.01",2.122912,0,7.153e-05,0.132527881040892
"FALSE POSITIVE",11616663,"K07464.01",1.7423365,0,-0.0001476,1.37118339652764
"FALSE POSITIVE",11619964,"K07466.01",22.448525,0,0.05573,818.860877684407
"FALSE POSITIVE",11651105,"K07468.01",2.7859687,0,-8.039e-06,1.36121736238151
"FALSE POSITIVE",11662440,"K07469.01",34.049512,0,-0.006933,1195.78150351541
"CANDIDATE",11672354,"K07471.01",4.8854244,0,-7.769e-05,2.13277896995708
"FALSE POSITIVE",11704044,"K07472.01",22.501044,0,-0.1668,-89.75
"FALSE POSITIVE",11706658,"K07473.01",7.9416422,0,0.001407,-89.28
"FALSE POSITIVE",11709022,"K07474.01",1.3349947,0,0,1.15532850491464e-05
"FALSE POSITIVE",11724091,"K07475.01",3.7672424,0,9.315e-06,11901.5444015444
"FALSE POSITIVE",11757422,"K07476.01",2.8491878,0,-0.0008864,0.82719836400818
"FALSE POSITIVE",11763910,"K07477.01",1.1725074,0,3.077e-05,0.0406214149139579
"FALSE POSITIVE",11768970,"K07478.01",29.81384,0,-0.001817,711.470113085622
"CANDIDATE",11773625,"K07479.01",8.6124886,0,3.9e-05,3.44651539708266
"FALSE POSITIVE",11811454,"K07481.01",4.5088756,0,0.0007055,730.495790458372
"FALSE POSITIVE",11817750,"K07482.01",6.3800965,0,-0.001496,1970.31630170316
"FALSE POSITIVE",11854636,"K07484.01",151.31491,0,0.0001273,25.9681620839363
"FALSE POSITIVE",11855538,"K07485.01",3.7188256,0,-3.931e-05,3.18575593502707
"FALSE POSITIVE",11858541,"K07486.01",8.8010725,0,0.001193,1066.24968087822
"FALSE POSITIVE",11873166,"K07487.01",4.9750427,0,-0.000388,4366.20469083156
"FALSE POSITIVE",11873171,"K07488.01",1.6815437,0,0.0004905,0.445652173913043
"CANDIDATE",11904704,"K07489.01",2.4485227,0,0.0002515,1.40369230769231
"FALSE POSITIVE",11906217,"K07490.01",102.54224,0,0.001449,988.072887907234
"FALSE POSITIVE",11913052,"K07491.01",3.6725504,0,-1.938e-05,3.74925816023739
"FALSE POSITIVE",11913071,"K07492.01",7.2096527,0,-0.08578,119879.602407952
"FALSE POSITIVE",11922648,"K07494.01",3.47665,0,-4.296e-05,1.86676149834045
"FALSE POSITIVE",11922782,"K07495.01",4.1935606,0,0.04768,9585.42713567839
"FALSE POSITIVE",11923819,"K07496.01",37.306267,0,0.004175,4723.01967038809
"FALSE POSITIVE",11959569,"K07497.01",41.365691,0,-0.004091,-89.86
"FALSE POSITIVE",11966557,"K07498.01",68.170622,0,-0.08809,-89.92
"FALSE POSITIVE",11967004,"K07499.01",6.5879701,0,-0.007649,6618.67088607595
"FALSE POSITIVE",11968490,"K07500.01",1.7795696,0,-0.0001897,418.973998594519
"FALSE POSITIVE",11970288,"K07501.01",1.6093296,0,2.349e-05,47.7150786308973
"FALSE POSITIVE",12004679,"K07502.01",11.501882,0,0.001715,-89.5
"FALSE POSITIVE",12004680,"K07503.01",6.0659363,0,9.886e-06,1.69790607847123
"FALSE POSITIVE",12013615,"K07505.01",9.980222,0,0,-89.43
"CANDIDATE",12016243,"K07506.01",7.0253663,0,0.0003684,5.05423522242535
"FALSE POSITIVE",12022517,"K07507.01",7.3780654,0,-0.001316,259.476505834122
"FALSE POSITIVE",12022718,"K07508.01",5.2381087,0,-0.000375,160.409072498987
"CANDIDATE",12067960,"K07510.01",7.4247149,0,-0.0005735,2.92291446673706
"FALSE POSITIVE",12071006,"K07511.01",4.5796624,0,0,-88.75
"FALSE POSITIVE",12105785,"K07512.01",21.066882,0,-0.005942,3009.9896658629
"FALSE POSITIVE",12157983,"K07514.01",1.8643256,0,-9.506e-05,1.62970859985785
"FALSE POSITIVE",12164751,"K07515.01",3.447816,0,0,-88.34
"FALSE POSITIVE",12217907,"K07516.01",30.019488,0,0.003507,86724.9757045675
"FALSE POSITIVE",12251779,"K07517.01",20.506337,0,-0.0002693,16480.044345898
"FALSE POSITIVE",12268220,"K07518.01",4.190893,0,0.0003279,785.729016292019
"FALSE POSITIVE",12302391,"K07519.01",46.362842,0,-0.004483,320.498015156983
"CANDIDATE",12304728,"K07520.01",3.513408,0,1.636e-05,1.19955759203666
"FALSE POSITIVE",12306808,"K07521.01",36.966978,0,0.003674,3816.85296646604
"FALSE POSITIVE",12306808,"K07521.02",29.684245,0,0.00233,999.547203984605
"FALSE POSITIVE",12351927,"K07522.01",27.25336,0,-0.008125,1779.59595959596
"FALSE POSITIVE",12353633,"K07523.01",1.2641472,0,5.175e-05,0.518436663952542
"FALSE POSITIVE",12353720,"K07524.01",5.0303829,0,2.46e-05,180.081577158396
"FALSE POSITIVE",12356746,"K07525.01",1.7813135,0,-0.0006329,531.166518254675
"FALSE POSITIVE",12356914,"K07526.01",104.08158,0,0.1943,-89.94
"FALSE POSITIVE",12365000,"K07527.01",5.1263754,0,0.0005819,6.00150829562594
"FALSE POSITIVE",12365015,"K07528.01",3.164916,0,-3.25e-06,-88.19
"FALSE POSITIVE",12367017,"K07529.01",2.2957164,0,-0.006022,38.8536155202822
"FALSE POSITIVE",12367310,"K07530.01",12.236537,0,-0.00104,1807.39176346357
"FALSE POSITIVE",12403968,"K07531.01",4.6798514,0,0.0002013,1.19833080424886
"FALSE POSITIVE",12418662,"K07532.01",4.3545171,0,0.004109,2077.36690270129
"FALSE POSITIVE",12418816,"K07533.01",4.9647772,0,0,-88.85
"FALSE POSITIVE",12470530,"K07536.01",37.545413,0,-0.1492,-89.85
"FALSE POSITIVE",12506342,"K07538.01",2.6259007,0,-0.01448,1.39425951764002
"CANDIDATE",12555616,"K07540.01",16.619478,0,4.149e-06,7.03473344103393
"FALSE POSITIVE",12557713,"K07541.01",21.082383,0,0.001791,2255.28078310149
"FALSE POSITIVE",3458687,"K07543.01",1.2574578,0,-4.393e-05,0.144379957438576
"FALSE POSITIVE",3749508,"K07544.01",4.1201614,0,-0.0002087,4.88551549652119
"FALSE POSITIVE",3749508,"K07544.02",1.4911378,0,3.561e-05,0.115083102493075
"FALSE POSITIVE",3955867,"K07545.01",27.796417,0,0.0005088,445.717181956412
"FALSE POSITIVE",4074294,"K07547.01",1.587811,0,-4.116e-05,0.692173479561316
"FALSE POSITIVE",4380560,"K07548.01",1.1787429,0,0.000157,0.0860797690894778
"FALSE POSITIVE",4483235,"K07550.01",3.2473231,0,-1.876e-05,0.0772449869224063
"FALSE POSITIVE",5024414,"K07555.01",4.9483999,0,-0.0003393,1.92478477571364
"FALSE POSITIVE",5268955,"K07557.01",1.1273457,0,1.805e-06,10.4166666666667
"FALSE POSITIVE",5598645,"K07560.01",1.0609902,0,-4.827e-05,0.166076221148685
"FALSE POSITIVE",5908086,"K07563.01",1.5346676,0,2.613e-06,1.29290972491282
"FALSE POSITIVE",6590362,"K07570.01",2.435557,0,-0.0009826,1.78122555410691
"FALSE POSITIVE",6628740,"K07571.01",1.6609196,0,5.742e-06,0.138319848510931
"FALSE POSITIVE",7031126,"K07573.01",1.2014508,0,-6.34e-06,0.02688013136289
"FALSE POSITIVE",7031208,"K07574.01",1.3005788,0,0.0001204,0.0695833333333333
"FALSE POSITIVE",7031742,"K07575.01",1.2504822,0,3.831e-05,0.0529090909090909
"FALSE POSITIVE",7032568,"K07576.01",1.1481058,0,-2.384e-06,0.135635481023831
"FALSE POSITIVE",7032687,"K07577.01",1.3130654,0,-8.169e-05,0.0407467532467532
"FALSE POSITIVE",7116282,"K07579.01",1.1712389,0,-0.000182,0.0663557150179395
"FALSE POSITIVE",7116859,"K07580.01",1.1499089,0,3.923e-05,0.184733557369179
"FALSE POSITIVE",7133286,"K07581.01",89.344641,0,0.00296,649.890909090909
"FALSE POSITIVE",7214090,"K07583.01",1.7045008,0,-0.002468,0.658886485255607
"FALSE POSITIVE",7281694,"K07584.01",1.2457737,0,-2.865e-05,0.556265167965257
"FALSE POSITIVE",7362450,"K07585.01",1.1725566,0,2.393e-05,0.120464490070683
"CANDIDATE",8096395,"K07587.01",168.63208,0,-0.0001034,612.141882673943
"FALSE POSITIVE",8649876,"K07595.01",1.5279073,0,3.53e-05,7.53846153846154
"FALSE POSITIVE",8868686,"K07598.01",1.6116312,0,7.53e-05,1.33936861652739
"FALSE POSITIVE",9246715,"K07601.01",23.256607,0,0.01005,1252.88174185285
"FALSE POSITIVE",10253638,"K07608.01",1.8872486,0,-4.592e-05,2.13214285714286
"FALSE POSITIVE",10341777,"K07610.01",1.3929161,0,7.675e-05,0.766253401874811
"FALSE POSITIVE",10407271,"K07611.01",1.4015581,0,1.396e-05,0.290988372093023
"FALSE POSITIVE",10471167,"K07612.01",1.7259279,0,0.0003179,8.66121270452358e-05
"FALSE POSITIVE",10471174,"K07613.01",1.7251827,0,-3.712e-05,0.0188107992286265
"FALSE POSITIVE",10471345,"K07614.01",1.2939388,0,-0.0003152,0.350076687116564
"FALSE POSITIVE",11463950,"K07616.01",1.3805639,0,4.254e-05,11.3878326996198
"FALSE POSITIVE",11621897,"K07618.01",4.1846789,0,-2.735e-05,7.14687216681777
"FALSE POSITIVE",1025986,"K07621.01",356.04226,0,2.306e-05,129.220592464768
"FALSE POSITIVE",1293046,"K07622.01",104.47743,0,-0.01561,22.4868255959849
"FALSE POSITIVE",1434395,"K07623.01",2.9555588,0,-0.006847,5.6
"CANDIDATE",1723078,"K07624.01",226.36804,0,-0.0003089,151.000504456028
"FALSE POSITIVE",1868404,"K07625.01",7.6731528,0,-7.801e-05,4.27376033057851
"FALSE POSITIVE",1995712,"K07626.01",285.89455,0,0.0001095,96.4987649017291
"FALSE POSITIVE",2140389,"K07627.01",1.5970088,0,0.03182,153.271812080537
"CANDIDATE",2299738,"K07628.01",1.2461838,0,1.074e-05,1.36964006259781
"FALSE POSITIVE",2302758,"K07629.01",1.5135811,0,-0.0002614,0.616770616770617
"CANDIDATE",2302997,"K07630.01",22.976335,0,0.0002854,8.375
"FALSE POSITIVE",2308411,"K07631.01",1.9579712,0,0.0006536,0.641694811175929
"FALSE POSITIVE",2446134,"K07632.01",59.144928,0,5.78e-05,20.560553633218
"FALSE POSITIVE",2449053,"K07633.01",1.2647015,0,0,0.333059701492537
"FALSE POSITIVE",2569995,"K07634.01",78.09436,0,-0.01231,10.5550340295705
"CANDIDATE",2577353,"K07635.01",29.316599,0,0.001167,19.1688368055556
"CANDIDATE",2696205,"K07636.01",3.9594652,0,0.0001675,0.013016103293196
"FALSE POSITIVE",2711131,"K07637.01",14.412089,0,0.001163,4.48116089613035
"CANDIDATE",2834805,"K07638.01",19.939237,0,-3.878e-06,13.5702121071373
"FALSE POSITIVE",2854839,"K07639.01",6.2876221,0,0,3.30228823765556
"FALSE POSITIVE",2859299,"K07640.01",3.6340913,0,-0.0004477,4.15832875206157
"CANDIDATE",2984990,"K07641.01",6.2549464,0,8.165e-05,1.6618632027603
"FALSE POSITIVE",3003019,"K07642.01",1.1541464,0,-0.0002306,0.255503669112742
"FALSE POSITIVE",3102309,"K07643.01",1.2580975,0,-5.665e-05,1.12884731442366
"CANDIDATE",3110177,"K07644.01",4.5073361,0,0.0002286,1.22800186886778
"CANDIDATE",3129238,"K07645.01",3.4772384,0,-1.261e-05,-88.35
"FALSE POSITIVE",3218844,"K07646.01",167.59696,0,-0.0001769,30.7434052757794
"FALSE POSITIVE",3230095,"K07647.01",13.712543,0,3.02e-05,2.76341695776437
"CANDIDATE",3232249,"K07648.01",3.5591307,0,-0.0002893,0.826368322913239
"FALSE POSITIVE",3235282,"K07649.01",521.54588,0,-0.004984,730.219333874898
"FALSE POSITIVE",3241647,"K07650.01",1.8752042,0,-3.747e-05,0.458081180811808
"FALSE POSITIVE",3248696,"K07651.01",126.79432,0,-0.002179,498.608792431831
"FALSE POSITIVE",3345973,"K07652.01",10.165524,0,0.00104,17.210953346856
"FALSE POSITIVE",3347807,"K07653.01",89.739076,0,3.666e-05,58.4650555192685
"FALSE POSITIVE",3353454,"K07654.01",1.2257799,1,0.0004934,8.76446280991736
"FALSE POSITIVE",3439126,"K07655.01",300.56383,0,-0.0002852,324.32334897149
"FALSE POSITIVE",3448456,"K07656.01",2.613825,0,-0.0008042,0.650326188257223
"FALSE POSITIVE",3531231,"K07657.01",7.49963,0,-0.002046,40.4787493893503
"FALSE POSITIVE",3542542,"K07658.01",3.0866327,0,-0.0006291,0.942444219066937
"FALSE POSITIVE",3644631,"K07659.01",85.058386,0,-9.457e-05,81.8281535648994
"FALSE POSITIVE",3644738,"K07660.01",48.577998,0,-0.0009072,247.936419408812
"FALSE POSITIVE",3645282,"K07661.01",2.1205052,0,0.0008241,1.06680892974393
"CANDIDATE",3660581,"K07662.01",39.920588,0,-0.0001645,478.768233387358
"FALSE POSITIVE",3663141,"K07663.01",1.4455743,1,0,0.819904458598726
"FALSE POSITIVE",3732972,"K07664.01",3.3832606,0,0.0002299,1.99172008547009
"FALSE POSITIVE",3750350,"K07665.01",191.51291,0,-9.699e-05,68.6085626911315
"FALSE POSITIVE",3751231,"K07666.01",4.1025932,0,0.0005524,0.37469298245614
"CANDIDATE",3762750,"K07668.01",5.0207952,0,0.0004572,1.70612157534247
"FALSE POSITIVE",3839294,"K07669.01",134.66737,0,-0.0003501,293.355155482815
"CANDIDATE",3848083,"K07670.01",7.2350007,0,3.518e-05,1.72742268041237
"FALSE POSITIVE",3851194,"K07671.01",1.3722451,0,-4.067e-05,0.489849246231156
"FALSE POSITIVE",3852476,"K07672.01",113.12305,0,-0.0001402,51.3295128939828
"CANDIDATE",3852872,"K07673.01",66.290725,0,0.0001885,23.1028231028231
"FALSE POSITIVE",3858943,"K07674.01",9.007355,0,-0.000327,13.4589694656489
"FALSE POSITIVE",3859042,"K07675.01",3.0411338,0,-0.001179,4.4876660341556
"CANDIDATE",3934657,"K07676.01",5.960354,0,-6.015e-05,2.90410474168436
"FALSE POSITIVE",3967501,"K07677.01",2.0689318,0,3.997e-06,17.4422583404619
"CANDIDATE",4048898,"K07678.01",22.667084,0,1.864e-06,12.124101713654
"CANDIDATE",4054784,"K07679.01",6.0925729,0,0.0001482,3.09335863377609
