"koi_disposition","kepid","kepoi_name","tce_time0bk","tce_ldm_coeff2","tce_ldm_coeff3","tce_robstat","tce_dof1","tce_sma","tce_smet_prov","tcet_period","tcet_time0bk","tcet_time0","tce_maxmes","boot_fap","boot_messtd","tce_rb_tcount0","tce_fwm_prao","tce_time0bk_sn","tce_sma_sn","tce_fwm_sra_sn"
"CANDIDATE",4917596,"K01973.01",133.154,-0.3723816,1.048424,30.83,3600,0.03612,5,3.29013,133.155,2454970,2.818,1.2368e-172,1.0242,389,-0.0003351,160683.211974793,14.153605015674,1894974.31372549
"CANDIDATE",7289577,"K01974.01",197.983,-0.2975056,0.9384208,22.5,99,0.4274,30,109.446,197.977,2455030,4.016,4.3076e-122,1.0157,11,-0.0008341,64182.8785575118,12.1766381766382,1581097.66129032
"CANDIDATE",8543100,"K01975.01",134.479,0.238504,0.190938,30.81,1476,0.07606,5,7.56056,134.476,2454970,2.211,5.3579e-184,1.0241,167,-7.045e-05,55262.2386961828,3.90853031860226,1659912.98245614
"CANDIDATE",2693736,"K01976.01",134.957,-0.57085,1.2594746,34.48,999,0.09641,25,12.1239,134.962,2454970,2.579,1.6313e-242,1.0142,106,9.773e-05,62667.2238861415,11.9467162329616,1976615.44041451
"CANDIDATE",9412760,"K01977.01",137.384,-0.7172312,1.394392,27.05,1206,0.07695,14,9.3874,137.384,2454970,3.973,2.7016e-130,1.0455,131,-4.859e-05,115155.528360561,17.0318725099602,2323721.36953955
"CANDIDATE",9412760,"K01977.02",137.815,-0.7172312,1.394392,11.43,1521,0.06576,14,7.41556,137.819,2454970,1.995,4.66e-29,1.0249,165,-0.0001052,42656.4855253017,17.0362694300518,999083.147208122
"CANDIDATE",9518318,"K01978.01",131.706,0.3919296,-0.0357048,33.83,1854,0.06973,5,6.5111,131.709,2454960,3.64,9.32809999999999e-206,1.0242,197,-0.0001377,139486.412608913,3.64696652719665,1846230.86538462
"CANDIDATE",9518318,"K01978.02",147.614,0.3919296,-0.0357048,24.33,468,0.1657,5,23.8516,147.616,2454980,2.696,1.2012e-111,1.0453,52,-0.0008514,67808.0241072331,3.64736957957297,1500064.21875
"CANDIDATE",7273277,"K01979.01",133.711,0.0361968,0.4459092,33.9,4365,0.03856,25,2.71409,133.709,2454970,2.312,6.4287e-199,1.024,365,9.091e-05,200642.242446524,7.27135583631906,2327230.43478261
"CANDIDATE",11769890,"K01980.01",165.461,-0.2892536,0.9276128,24.96,99,0.4628,30,122.883,165.451,2455000,3.866,3.6169e-126,1.2149,11,0.0004333,35352.2706635187,11.0269239933286,1626345.04132231
"CANDIDATE",10153855,"K01981.01",131.524,-0.646578,1.29926,20.36,8847,0.01984,5,1.06379,131.526,2454960,2.169,2.01e-110,1.0327,917,-0.0001496,264583.643466681,4.61395348837209,3303688.79598662
"CANDIDATE",6862721,"K01982.01",132.708,-0.4788944,1.0853637,27.11,2403,0.05737,5,4.88751,132.711,2454970,2.771,3.4793e-161,1.0242,259,0.0002618,107563.869796395,4.57131474103586,1800686.94444444
"FALSE POSITIVE",12691412,"K01983.01",137.011,0.5607424,-0.4407792,25.39,738,0.08079,12,6.90517,137.029,2454970,3.744,7.5466e-205,1.0176,74,0.008888,66128.8298550109,3.8162494095418,1775387.43119266
"CANDIDATE",10094670,"K01984.01",148.921,0.4830748,-0.2084564,26.77,414,0.1623,5,22.0638,148.925,2454980,2.943,2.4066e-156,1.0166,41,6.038e-05,59946.3014845587,3.48882201203783,1745574.47368421
"CANDIDATE",8142942,"K01985.01",133.905,-0.6089606,1.3390584,44.01,2070,0.05815,30,5.75624,133.904,2454970,2.498,0,1.019,194,-5.837e-05,271463.353815651,17.368578255675,2986985.80542265
"CANDIDATE",8257205,"K01986.01",151.387,-0.5474668,1.2331992,26.45,81,0.5236,25,148.46,151.389,2454980,3.342,4.8675e-158,1.0438,8,-0.0002292,42668.384070981,15.1900203075138,2046354.10677618
"CANDIDATE",8257205,"K01986.02",136.007,-0.5474668,1.2331992,13.73,1656,0.06917,25,7.12766,136.007,2454970,2.458,8.9315e-40,1.0305,178,0.0001265,39373.4729089709,15.1921809795739,958243.798076923
"FALSE POSITIVE",2021440,"K01987.01",136.33,-0.2711384,0.9842176,30.95,1548,0.07096,5,7.81154,136.331,2454970,19.86,2.5083e-199,1.0277,165,-0.003973,33901.4661706487,9.20960415314731,3023427.3993808
"CANDIDATE",9044228,"K01988.01",131.583,-0.882909,1.523323,49.98,12710,0.01842,5,0.934883,131.583,2454960,1.328,0,1.0438,1164,9.599e-05,332469.205988251,1.48788368336026,2724442.60273973
"CANDIDATE",10779233,"K01989.01",187.568,-0.0458598,0.5952012,16.06,63,0.6557,30,201.121,187.563,2455020,4.085,4.7992e-41,1.8426,7,-6.19e-05,37585.4634060323,7.96332280786981,1715840.90909091
"CANDIDATE",11614617,"K01990.01",142.067,0.5867408,-0.295,31.95,477,0.1687,5,24.7578,142.064,2454980,3.21,4.5561e-200,1.0603,52,0.0001669,35421.9078417537,4.06800096455269,1703661.30434783
"FALSE POSITIVE",5306720,"K01991.01",143.463,0.2932604,0.0404164,40.02,369,0.1888,5,27.3641,143.471,2454980,3.5,0,0.99993,40,-0.005966,60609.3763862426,3.776,3934073.17554241
"CANDIDATE",11450414,"K01992.01",133.647,-0.19945,0.7648184,33.16,945,0.1071,25,12.7982,133.655,2454970,2.506,3.9348e-205,1.0215,102,-1.103e-05,38444.3012559041,4.60645161290323,1706192.30088496
"CANDIDATE",11450414,"K01992.02",154.301,-0.19945,0.7648184,12.54,396,0.1776,25,27.3211,154.308,2454990,3.23,9.0024e-31,1.0334,44,-0.0001705,21468.9807935262,4.6081992734821,660273.698630137
"FALSE POSITIVE",11450414,"K01992.03",181.365,-0.19945,0.7648184,11.49,126,0.3801,25,85.5214,181.32,2455010,3.958,4.7733e-28,1.0399,15,2.423e-05,14111.7015896235,4.60894870862132,600622.087227414
"FALSE POSITIVE",9042357,"K01993.01",146.385,0.3311076,0.259352,31.07,756,0.1099,5,16.0035,146.389,2454980,10.68,1.1818e-180,1.0244,75,0.006353,50546.4339358782,10.8275862068966,1928252.03883495
"FALSE POSITIVE",3328026,"K01994.01",132.001,0.11661,0.3239052,38.68,5598,0.03319,5,2.11547,132.006,2454970,1.761,7.6563e-201,1.1569,602,0.001209,44367.5487451137,3.68736807021442,2552785.2
"CANDIDATE",5942093,"K01995.01",131.852,0.8165284,-0.504967,41.21,522,0.108,5,14.3872,131.856,2454960,2.639,0,1.019,60,-0.001342,95020.2505008576,4.8780487804878,4201682.07964602
"CANDIDATE",4736569,"K01996.01",132.909,0.3509216,0.3790204,31.96,1017,0.07559,5,10.1319,132.917,2454970,2.234,9.7658e-198,1.048,114,2.506e-05,58121.0970980776,17.1600454029512,2408584.48060075
"CANDIDATE",4736569,"K01996.02",136.632,0.3509216,0.3790204,9.601,1305,0.05949,5,7.07397,136.64,2454970,2.397,2.4079e-19,1.0245,150,0.000231,24737.3852588127,17.1589270262475,720770.374531835
"CANDIDATE",10384798,"K01997.01",158.303,0.7894536,-0.5101232,28.47,324,0.2158,5,38.5041,158.326,2454990,3.358,4.3878e-168,1.0446,35,0.0001793,42028.7584892235,4.27835051546392,1341250.5
"CANDIDATE",9834040,"K01998.01",135.955,0.4944982,-0.2265406,30.5,1746,0.07403,5,6.77408,135.957,2454970,3.307,6.1531e-176,1.0071,190,6.45e-05,80818.3185414599,3.89836756187467,1588858.29268293
"FALSE POSITIVE",10616415,"K01999.01",132.728,-0.7351718,1.3997254,12.08,4203,0.03977,5,2.24123,132.728,2454970,5.27,1.1107e-26,1.0816,398,-0.0001448,167308.911637428,2.01775748351091,2656083.40026774
"CANDIDATE",8802693,"K02000.01",149.395,0.1833106,0.3905302,24.67,441,0.1616,5,26.4101,149.405,2454980,3.246,5.741e-125,1.0471,50,0,63868.0358425391,6.81281618887015,1552914.09836066
"CANDIDATE",6061773,"K02001.01",138.255,-0.362112,1.0529509,24.76,1458,0.07693,5,8.27748,138.251,2454970,2.693,5.1327e-133,1.057,158,6.691e-05,84916.9594378793,1.46282563224948,2086554.47839831
"CANDIDATE",10024701,"K02002.01",139.06,0.2882444,0.1191602,22.72,657,0.1166,30,14.375,139.061,2454970,3.236,1.3727e-102,1.0638,71,-1.877e-05,62736.5704669828,7.26027397260274,1920750.09708738
"FALSE POSITIVE",9851271,"K02003.01",135.854,0.3617888,0.0246976,34.02,1098,0.08086,5,8.4803,135.854,2454970,4.238,5.7654e-224,0.99213,121,0.0008826,33232.3874755382,4.03694458312531,1660179.41666667
"CANDIDATE",12154526,"K02004.01",146.38,-0.2679728,0.822533,26.89,225,0.2938,22,56.1874,146.393,2454980,3.266,1.227e-147,1.1049,24,8.293e-05,34917.5603984581,7.36525444973678,1590337.02479339
"CANDIDATE",12154526,"K02004.02",133.528,-0.2679728,0.822533,16.32,3654,0.04339,22,3.18896,133.533,2454970,2.296,9.3862e-54,1.0366,398,-1.792e-05,47270.8992686053,7.36422267481331,851464.336283186
"CANDIDATE",12154526,"K02004.03",132.789,-0.2679728,0.822533,8.36,5976,0.02876,22,1.72109,132.766,2454970,2.388,1.2214e-16,1.0336,656,-1.447e-05,30872.3318678611,7.36491677336748,441355.527522936
"CANDIDATE",6665512,"K02005.01",135.646,-0.3108524,0.927204,31.15,1701,0.05901,5,6.92098,135.647,2454970,2.072,2.3817e-212,1.0248,184,-0.0005097,65737.7970767262,13.6344731977819,2346220.59925094
"CANDIDATE",10525027,"K02006.01",134.445,0.5514304,-0.3193762,34.94,3582,0.03486,40,3.27345,134.45,2454970,2.787,7.1029e-213,1.0267,390,0.0001324,157431.585849951,15.5625,2059832.15053763
"CANDIDATE",11069176,"K02007.01",143.409,0.1054096,0.3357938,17.13,792,0.1312,25,15.3786,143.421,2454980,2.787,1.0113e-75,1.0288,86,0.0002001,32041.1906778052,3.07188012175135,1496954.76190476
"CANDIDATE",11069176,"K02007.02",149.276,0.1054096,0.3357938,14.81,513,0.1622,25,21.1282,149.288,2454980,2.668,1.1318e-48,1.0981,56,-0.0001451,42152.8817101065,3.07255161962493,1209082.17948718
"FALSE POSITIVE",8098728,"K02008.01",137.62,1.245394,-1.2308296,20.87,486,0.1856,5,24.4854,137.615,2454970,16.38,1.0562e-48,1.3484,53,-0.0001806,34227.3600015917,2.71265711780181,3324534.64163823
"CANDIDATE",2449431,"K02009.01",170.291,-0.1108446,0.6851016,28.5,126,0.3704,30,86.7503,170.283,2455000,2.981,6.9117e-161,1.0923,14,-0.0001729,32176.8212608765,8.41435711040436,1894978.25242718
"CANDIDATE",5631630,"K02010.01",138.97,0.6640776,-0.4903032,23.04,369,0.189,25,25.9621,138.963,2454970,3.218,1.5955e-154,1.0176,40,-0.0001365,61247.2454825914,5.00132310134956,2558802.73081925
"CANDIDATE",5384079,"K02011.01",132.533,0.5937392,-0.40624,24,1611,0.07773,22,7.05674,132.536,2454970,2.932,1.5339e-119,1.0242,155,-3.925e-05,87033.0117744403,6.3556827473426,1665294.78991597
"CANDIDATE",5384079,"K02011.02",135.353,0.5937392,-0.40624,11.06,639,0.1411,22,17.2652,135.363,2454970,2.4,4.4719e-36,1.0331,73,-3.644e-05,25182.9842337733,6.35585585585586,1065430.69892473
"CANDIDATE",9839821,"K02012.01",164.046,0.3781968,0.0487808,23.74,315,0.2045,5,34.8534,164.054,2455000,2.988,3.5778e-134,1.0803,34,-0.0002611,56111.534870039,4.93127562093079,2229844.39411099
"CANDIDATE",9839821,"K02012.02",234.316,0.3781968,0.0487808,10.44,72,0.6132,5,180.926,234.356,2455070,4.87,5.2451e-22,1.4321,8,0.0003443,29506.408989081,4.93322606596943,1151432.98245614
"CANDIDATE",4056616,"K02013.01",132.428,-0.8401236,1.5006126,34.39,4950,0.03151,25,2.41435,132.428,2454970,2.851,1.0029e-220,1.04,405,-3.984e-05,253027.471750603,21.6861665519615,2728639.46629213
"CANDIDATE",6707908,"K02014.01",132.327,0.058033,0.4587862,36.21,4608,0.03529,5,2.46607,132.32,2454970,1.873,6.7308e-250,1.0124,509,0.0003307,182370.079217636,4.0868558193399,2124507.42734123
"FALSE POSITIVE",11298815,"K02015.01",136.921,0.5293032,-0.3840824,33.26,2025,0.05106,52,5.73872,136.91,2454970,4.048,4.2594e-282,1.0343,219,0.06762,45372.1837275038,20.9005321326238,2137635.04928806
"CANDIDATE",8492026,"K02016.01",132.442,0.3710704,-0.0325192,32.99,1467,0.05399,5,4.30656,132.441,2454970,2.085,7.32e-210,1.0158,149,-0.0001527,74441.1657252059,3.47202572347267,2013869.33471934
"CANDIDATE",8750043,"K02017.01",132.696,0.0122936,0.5224192,26.29,5166,0.03306,22,2.29503,132.695,2454970,2.848,1.6672e-159,1.0769,529,-3.871e-05,215674.67412151,8.37386018237082,2663795.18569464
"CANDIDATE",9973109,"K02018.01",133.287,0.5981742,-0.1824888,21.49,387,0.1629,5,27.4957,133.282,2454970,2.481,9.6929e-106,1.0028,39,0.0001782,32631.9113931488,4.04017857142857,1248024.8125
"CANDIDATE",9973109,"K02018.02",131.874,0.5981742,-0.1824888,9.164,549,0.114,5,16.0989,131.877,2454960,3.09,4.3616e-19,1.0066,56,-0.0001785,12794.729744152,4.0396881644224,580477.732558139
"CANDIDATE",6226290,"K02019.01",137.343,0.2834042,0.1405322,25.23,837,0.1137,5,14.088,137.356,2454970,2.616,1.1139e-120,1.1325,94,0.0006606,51330.3210037112,4.01483050847458,2235639.45885006
"CANDIDATE",9349482,"K02020.01",187.047,-0.0300728,0.5876114,32.55,108,0.3678,5,110.961,187.069,2455020,3.01,3.2284e-227,1.0338,13,0.0003638,31880.7108805217,13.3260869565217,2155840.28540066
"CANDIDATE",6356207,"K02021.01",132.352,-0.4371134,1.1623776,26.33,2637,0.04398,5,3.76418,132.352,2454970,2.792,1.0108e-136,1.0146,286,-0.0002837,97992.7885505283,9.64685237990787,1387147.84172662
"CANDIDATE",8564674,"K02022.01",135.491,-0.0872668,0.6105272,29.14,1989,0.06487,25,5.92977,135.492,2454970,2.309,4.139e-190,1.0372,216,0.0001681,93342.2892769798,7.14348640017619,2330764.52380952
"CANDIDATE",8564674,"K02022.02",138.219,-0.0872668,0.6105272,21.89,882,0.1052,25,12.2477,138.214,2454970,2.751,1.7487e-110,1.0453,99,4.672e-05,53308.9837588081,7.1418873048201,2039419.79166667
"CANDIDATE",8578780,"K02023.01",133.07,-0.3037126,0.9213388,21.76,918,0.1071,5,13.5904,133.077,2454970,3.314,2.7952e-102,1.0301,97,0.0002126,42508.8087502915,4.56716417910448,1928504.85436893
"CANDIDATE",4544907,"K02024.01",137.669,-0.3418876,0.950102,30.82,279,0.2494,25,46.8794,137.647,2454970,3.325,1.194e-175,1.0227,30,7.875e-05,25214.3796451976,8.6387253204018,1945749.28571429
"CANDIDATE",4636578,"K02025.01",148.39,0.6435136,-0.4137904,28.42,648,0.1385,14,17.8488,148.38,2454980,3.147,2.0065e-179,1.0529,71,0.0001146,58668.6382344452,5.66693944353519,3275036.66092943
"CANDIDATE",4636578,"K02025.02",131.617,0.6435136,-0.4137904,23.27,459,0.1785,14,26.1362,131.622,2454960,3.05,7.4263e-120,1.0587,49,4.914e-05,41474.28989179,5.66307106598985,2802351.54639175
"CANDIDATE",4636578,"K02025.03",140.631,0.6435136,-0.4137904,11.04,963,0.1014,14,11.1899,140.614,2454970,3.065,7.2956e-32,1.0379,106,-1.704e-05,25501.1152011895,5.66164154103853,1260130.72847682
"CANDIDATE",11923284,"K02026.01",131.879,0.3518448,0.037547,33.71,4293,0.03841,22,2.758,131.875,2454960,2.451,1.1372e-220,1.041,362,2.299e-05,199097.802932744,7.55210381439245,3169930.97913323
"FALSE POSITIVE",8556077,"K02027.01",134.608,0.9187888,-0.7834018,37.69,3276,0.04756,17,3.63569,134.617,2454970,4.269,1.6765e-281,1.0369,342,0.006145,142964.56473807,6.78556142103011,1860943.26923077
"CANDIDATE",7102316,"K02028.01",184.686,0.1081004,0.4137236,27.83,207,0.2817,5,57.2489,184.686,2455020,3.437,8.2275e-173,0.99333,23,0.0002911,42829.3144471191,4.38716710792711,1854063.39805825
"CANDIDATE",7102316,"K02028.02",163.147,0.1081004,0.4137236,23.12,324,0.2108,5,37.0554,163.141,2455000,3.062,2.4363e-115,0.99511,36,0.0007143,33693.7867225659,4.38709677419355,1540067.82258065
"CANDIDATE",7102316,"K02028.03",202.885,0.1081004,0.4137236,11.64,72,0.5175,5,142.538,202.907,2455040,3.45,1.7637e-31,1.0179,8,0.001266,16313.8046379981,4.38559322033898,918116.538461538
"CANDIDATE",9489524,"K02029.01",136.91,-0.32731,1.0179108,23.46,702,0.1167,14,16.3327,136.912,2454970,2.818,2.0113e-128,1.0281,75,2.424e-05,73706.5948855989,16.1165584863969,1388410.13888889
"CANDIDATE",9489524,"K02029.02",133.004,-0.32731,1.0179108,16,1170,0.08447,14,10.0554,133.007,2454970,2.559,7.8401e-63,1.0378,128,0.0002058,46274.3324345481,16.1202290076336,934255.514018692
"CANDIDATE",9489524,"K02029.03",132.07,-0.32731,1.0179108,10.2,1665,0.06564,14,6.88729,132.067,2454970,3.314,3.7471e-28,1.0274,181,-0.0001052,37938.8302074326,16.1198428290766,595034.077380953
"CANDIDATE",9489524,"K02029.04",135.461,-0.32731,1.0179108,10.65,2196,0.05151,14,4.78845,135.463,2454970,2.319,8.8582e-23,1.0238,239,0.0001258,45756.2768325514,16.1170212765957,613284.049079755
"FALSE POSITIVE",8111919,"K02030.01",131.694,0.2621496,0.1730736,25.25,7110,0.02771,5,1.66496,131.693,2454960,1.617,6.2892e-136,1.0264,751,-0.004944,205850.033684665,2.7060546875,2269714.00688863
"CANDIDATE",5940165,"K02031.01",140.339,-0.6294336,1.2890337,24.51,972,0.07481,5,9.30416,140.337,2454970,2.266,6.4451e-108,1.0108,102,9.026e-05,84898.0357283292,13.5919331395349,1514129.36
"CANDIDATE",2985767,"K02032.01",139.962,0.089095,0.3691582,23.76,837,0.1175,25,14.0796,139.963,2454970,2.61,4.3299e-106,1.0283,89,0.000106,85743.1662521289,4.10265363128492,1810133.8317757
"CANDIDATE",2304320,"K02033.01",133.952,-0.5382256,1.2566152,29.13,702,0.1182,30,16.5408,133.953,2454970,3.706,2.3852e-167,1.0124,76,-2.248e-05,61079.395188502,17.7824582518429,2192723.11161218
"CANDIDATE",3657758,"K02034.01",133.795,-0.012329,0.5528488,40.72,2151,0.0455,5,3.60929,133.796,2454970,2.496,9.12279999999999e-296,1.0443,231,-0.001409,189748.920744955,4.1743119266055,3177038.67313916
"CANDIDATE",3657758,"K02034.02",133.684,-0.012329,0.5528488,9.663,3006,0.03438,5,2.37028,133.687,2454970,3.202,2.6331e-18,1.0442,331,-0.0005486,49036.0349785786,4.17384970256161,763973.73540856
"CANDIDATE",9790806,"K02035.01",131.766,-0.3310984,0.9508952,59.84,4851,0.02992,25,1.93156,131.766,2454960,3.128,0,1.0569,421,-3.813e-05,528194.335878781,9.02019897497739,5912297.03264095
"CANDIDATE",6382217,"K02036.01",133.8,0.1581832,0.2473616,24.2,1422,0.06647,40,8.4111,133.792,2454970,2.628,7.6727e-119,1.0067,154,0.0004756,70168.8142099715,17.945464362851,1691490.42735043
"CANDIDATE",6382217,"K02036.02",136.781,0.1581832,0.2473616,13.23,1953,0.05186,40,5.79532,136.776,2454970,3.198,3.011e-36,1.0079,210,0.0001026,41908.1263423646,17.9446366782007,912002.165898618
"CANDIDATE",9634821,"K02037.01",183.723,-0.726518,1.389523,26.12,135,0.3258,5,73.7575,183.727,2455020,3.825,1.4845e-135,1.2453,15,-0.001104,75765.1861932451,2.12802090137165,2894073.12977099
"CANDIDATE",9634821,"K02037.02",133.766,-0.726518,1.389523,23.6,1818,0.05755,5,5.47716,133.763,2454970,2.966,3.309e-109,1.029,202,-0.0001577,111193.682460515,2.1275415896488,2411726.59033079
"CANDIDATE",9634821,"K02037.03",132.506,-0.726518,1.389523,21.05,1170,0.07752,5,8.56266,132.507,2454970,3.354,3.4897e-74,1.0317,128,-0.0001533,74586.5558895381,2.12791655229207,2113285.39576366
"CANDIDATE",8950568,"K02038.01",139.746,-0.24304,0.869389,22.54,1404,0.07661,14,8.30531,139.752,2454970,2.643,5.4165e-94,1.0623,148,7.255e-05,32323.6201640398,11.0325460829493,1865213.65384615
"CANDIDATE",8950568,"K02038.02",139.421,-0.24304,0.869389,20.14,891,0.1007,14,12.5134,139.43,2454970,2.571,2.7229e-78,1.0702,96,0.0001377,25017.7646028624,11.0344071882533,1763474.36363636
"CANDIDATE",8950568,"K02038.03",152.69,-0.24304,0.869389,8.101,450,0.1606,14,25.2149,152.714,2454990,3.119,2.3006e-16,1.0792,49,6.144e-05,15129.505955094,11.0302197802198,683035.845070423
"CANDIDATE",8950568,"K02038.04",135.533,-0.24304,0.869389,7.319,576,0.1279,14,17.9136,135.524,2454970,2.987,8.2758e-15,1.0756,61,6.205e-05,15282.3099873486,11.0353753235548,732008.226415094
"CANDIDATE",8804845,"K02039.01",135.87,-0.2293622,0.8060804,25.93,2232,0.06006,25,5.42584,135.87,2454970,2.339,6.1418e-138,1.0447,223,-0.0002199,89366.4042305491,7.97080291970803,1668933.77192982
"CANDIDATE",8804845,"K02039.02",131.616,-0.2293622,0.8060804,12.99,14440,0.01623,25,0.762134,131.615,2454960,1.335,3.0787e-35,1.0551,1327,-8.612e-05,113864.521152349,7.97151277013753,884923.441860465
"CANDIDATE",10480915,"K02040.01",132.368,-0.0639834,0.6207396,25.62,513,0.1379,30,19.5855,132.368,2454970,2.968,5.2662e-104,1.0332,51,-0.0003359,86603.3341184476,8.50709438618137,1471603.95522388
"FALSE POSITIVE",5024482,"K02041.01",132.719,1.150928,-1.1081128,12.42,6138,0.0278,12,1.52591,132.706,2454970,1.817,1.0337e-30,1.025,655,0.0002089,46042.6987497051,2.17697729052467,924330.187793427
"CANDIDATE",9111849,"K02042.01",191.256,0.4125848,-0.2207112,35.57,207,0.4143,25,63.072,191.267,2455020,3.378,-1,-1,21,-4.5e-05,81595.5971757077,2.06324701195219,3013112.85930408
"CANDIDATE",3448130,"K02043.01",144.068,0.0586136,0.412696,22.68,162,0.3658,25,78.5457,144.071,2454980,4.338,9.6354e-113,1.0571,17,0.000347,30757.8662408144,5.7588161209068,3398231.53310105
"CANDIDATE",9656252,"K02044.01",145.812,-0.0366572,0.5388184,31.82,603,0.1309,25,16.9235,145.811,2454980,2.581,1.0573e-218,1.0166,69,-0.0001417,50714.0422512677,7.39966082532504,2619094.26666667
"CANDIDATE",6026438,"K02045.01",135.709,-0.7280478,1.4535624,25.98,1647,0.05415,5,5.47664,135.708,2454970,3.108,1.0175e-138,1.0188,182,4.41e-05,83047.1446405405,14.6272285251216,1716225.13513513
"CANDIDATE",6026438,"K02045.02",141.47,-0.7280478,1.4535624,11.59,351,0.1458,5,24.2099,141.476,2454970,3.127,1.7892e-29,1.0306,40,0.0006566,18363.5216631663,14.6209386281588,828263.739130435
"CANDIDATE",6026438,"K02045.03",137.261,-0.7280478,1.4535624,8.891,486,0.1149,5,16.9349,137.242,2454970,2.649,8.4702e-18,1.0284,55,4.279e-05,19554.1860412108,14.6220412318656,690220.942028986
"CANDIDATE",10663396,"K02046.01",151.401,-0.1924004,0.7703436,33.3,252,0.1684,25,23.8983,151.421,2454980,2.761,2.366e-168,1.2137,28,0.0001039,32234.2396048457,4.18801293210644,2532455.61357702
"CANDIDATE",11457726,"K02047.01",131.989,0.6100836,-0.3734236,24.11,1872,0.06931,17,6.22159,131.993,2454960,2.277,5.4103e-130,1.0156,204,-0.0001552,60709.998206146,6.85558852621167,1628865.58333333
"CANDIDATE",8956206,"K02048.01",132.722,-0.468022,1.1716954,27.69,1881,0.06149,14,6.17999,132.721,2454970,2.649,3.0554e-141,1.0213,207,0.0008849,91465.5493225642,18.1332940135653,1669846.66666667
"CANDIDATE",9649706,"K02049.01",133.046,0.09391,0.3676492,40.18,7587,0.02691,25,1.56906,133.044,2454970,1.107,1.1607e-291,1.0453,798,7.777e-05,133320.774115452,5.48623853211009,2185141.52637486
"FALSE POSITIVE",6307083,"K02050.01",167.102,-0.5608264,1.2604,21.09,126,0.3234,25,75.3792,167.102,2455000,10.23,1.2919e-164,1.2081,16,0,38796.7802076102,11.7046688382193,2593456.20915033
"CANDIDATE",6307083,"K02050.02",155.489,-0.5608264,1.2604,9.846,171,0.3234,25,75.3775,155.505,2454990,3.824,1.8007e-20,1.3602,17,0,19026.810734083,11.7046688382193,963092.475728155
"CANDIDATE",7265298,"K02051.01",147.696,-0.0499748,0.5644704,33.94,414,0.1709,25,25.7624,147.705,2454980,3.372,2.9125e-242,1.0201,45,-0.0001044,30336.7532427519,7.12677231025855,1814600.38095238
