"koi_disposition","kepid","kepoi_name","tce_dof2","tce_chisq2","tce_chisqgof","tce_eqt","tce_hap_stat","tce_fwm_prao"
"CANDIDATE",8037145,"K00520.04",32.32,26.63,263.3,399,-0.4196,-0.0002009
"CANDIDATE",8162789,"K00521.01",1007,489,1713,904,10.83,0.001665
"CANDIDATE",8162789,"K00521.02",237.4,254.6,1638,1120,0.9563,9.507e-05
"CANDIDATE",8265218,"K00522.01",431.6,253.9,939.9,734,9.275,-0.001044
"CANDIDATE",8806123,"K00523.01",1082,68.29,599.9,498,8.497,0.0002925
"CANDIDATE",8806123,"K00523.02",132.8,96.31,637.9,549,2.921,-1.838e-05
"CANDIDATE",8934495,"K00524.01",970.2,473.5,2448,925,10.62,-0.0002197
"FALSE POSITIVE",9119458,"K00525.01",255.8,220.1,1903,873,2.537,-0.0004583
"CANDIDATE",9157634,"K00526.01",2141,1067,3177,1370,15.06,4.638e-05
"FALSE POSITIVE",9636569,"K00527.01",168.5,913.2,1755,756,168.8,0
"CANDIDATE",9941859,"K00528.01",584.9,343.4,1486,846,8.136,-2.011e-05
"CANDIDATE",9941859,"K00528.02",142.9,23.29,182.9,392,1.166,0.0002921
"CANDIDATE",9941859,"K00528.03",170.1,83.83,475.4,656,0.2641,-0.0004536
"FALSE POSITIVE",10068030,"K00529.01",1156,939.1,3700,1270,8.084,-0.00085
"CANDIDATE",10266615,"K00530.01",178.2,161.9,739.1,764,3.884,0.0003372
"CANDIDATE",10395543,"K00531.01",9136,3986,48750,691,26.69,0.002646
"CANDIDATE",10454313,"K00532.01",813.1,494.8,2794,1180,12.6,-4.589e-05
"CANDIDATE",10513530,"K00533.01",239.8,115.5,956.3,656,2.375,-0.0001818
"CANDIDATE",10513530,"K00533.02",365.9,420.9,1871,1100,3.244,4.688e-05
"CANDIDATE",10554999,"K00534.01",328.9,262.9,1051,810,4.32,2.231e-05
"CANDIDATE",10554999,"K00534.02",489.9,440.6,1858,1080,5.482,5.107e-05
"CANDIDATE",10873260,"K00535.01",1932,826.3,2645,1060,16.55,0.0001638
"CANDIDATE",10965008,"K00536.01",178.3,41.86,225.2,436,4.468,-3.127e-05
"CANDIDATE",11073351,"K00537.01",629.1,457.8,2411,1370,3.392,3.246e-05
"CANDIDATE",11090765,"K00538.01",220.3,53.67,792.7,706,7.695,0.0002215
"FALSE POSITIVE",11521048,"K00540.01",1386,991.5,1441,563,25.6,0.01195
"CANDIDATE",11656721,"K00541.01",235.5,99.94,753.5,678,3.284,0.0003141
"CANDIDATE",11669239,"K00542.01",173.5,94.21,553.4,540,5.697,0.0003559
"CANDIDATE",11669239,"K00542.02",121.3,93.09,878.1,781,2.285,0.0001831
"CANDIDATE",11823054,"K00543.01",605.7,319,1691,938,4.755,-1e-04
"CANDIDATE",11823054,"K00543.02",456.8,502.1,2250,1040,2.223,-0.0001581
"FALSE POSITIVE",11913012,"K00544.01",533.6,621.9,2756,1250,46.74,-0.001136
"FALSE POSITIVE",11972666,"K00545.01",606.9,542.1,5971,1180,86.23,-0.0153
"CANDIDATE",12058931,"K00546.01",273,82.66,994.6,729,9.105,0.0001778
"CANDIDATE",12058931,"K00546.02",230.2,169.9,1446,935,4.914,-0.0001694
"CANDIDATE",12116489,"K00547.01",945.2,461.2,1172,535,15.79,4.951e-06
"CANDIDATE",12600735,"K00548.01",282.1,133.5,875.4,725,4.781,-0.0001456
"CANDIDATE",12600735,"K00548.02",214,242,2003,1100,1.904,1.497e-05
"FALSE POSITIVE",3437776,"K00549.01",371.1,2200,3620,1020,84.7,-0.006092
"FALSE POSITIVE",3437776,"K00549.02",1915,2402,10990,2590,13.81,0.0001121
"CANDIDATE",4165473,"K00550.01",247.3,101.2,677.9,743,7.165,-0.0002396
"CANDIDATE",4270253,"K00551.01",174.9,151.5,855,857,6.859,-2.7e-05
"CANDIDATE",4270253,"K00551.02",252.6,243.1,1205,1090,5.208,0.0004163
"FALSE POSITIVE",5122112,"K00552.01",20500,5937,34760,1360,98.69,-0.000147
"FALSE POSITIVE",5303551,"K00553.01",638.9,673.9,4252,1350,36.91,1.597e-05
"CANDIDATE",5443837,"K00554.01",9242,2627,7194,1580,33.33,-0.001562
"CANDIDATE",5709725,"K00555.01",96.31,129.8,332.2,367,3.04,3.125e-05
"CANDIDATE",5709725,"K00555.02",428.6,378.3,2202,1050,4.38,4.92e-05
"FALSE POSITIVE",5738496,"K00556.01",228.4,1314,2503,844,76,0
"CANDIDATE",5774349,"K00557.01",221.3,157.9,816.4,623,7.353,0.0001446
"CANDIDATE",5978361,"K00558.01",334.6,178.7,753.1,753,6.566,-0.0003496
"CANDIDATE",6501635,"K00560.01",127.6,118.9,632.5,528,3.816,0.000249
"CANDIDATE",6665695,"K00561.01",487,322.4,1693,833,7.617,1.154e-05
"CANDIDATE",6707833,"K00563.01",181.6,140.7,1148,852,6.768,-0.0001337
"CANDIDATE",6786037,"K00564.01",1547,244.8,946.2,401,10.78,-0.000268
"CANDIDATE",6786037,"K00564.02",154.6,726.7,1830,731,2.769,0.0002292
"CANDIDATE",6786037,"K00564.03",223.1,249,1674,1100,5.273,-1.908e-05
"FALSE POSITIVE",7025846,"K00565.01",657.4,744.3,4735,1460,142.6,-0.001311
"CANDIDATE",7119481,"K00566.01",98.23,53.65,386.3,637,-0.5698,-1.111e-05
"CANDIDATE",7119481,"K00566.02",27.81,33.64,330.2,541,-1.856,0.0001311
"CANDIDATE",7119481,"K00566.03",66.43,55.94,477.4,778,0.1244,2.506e-05
"CANDIDATE",7445445,"K00567.01",539.1,323.1,1125,780,7.491,-0.0001762
"CANDIDATE",7445445,"K00567.02",195.3,91.59,640.7,630,4.309,5.811e-05
"CANDIDATE",7445445,"K00567.03",142.2,79.56,381.4,559,3.627,9.287e-05
"CANDIDATE",7595157,"K00568.01",439.1,476.7,3280,1130,5.742,-6.508e-05
"CANDIDATE",7595157,"K00568.02",539.3,532.1,2196,1280,1.904,0.0001871
"CANDIDATE",8008206,"K00569.01",123.6,91.79,448.7,530,2.951,-0.0003423
"CANDIDATE",8008206,"K00569.02",859.2,915.9,3171,1240,3.149,2.109e-05
"FALSE POSITIVE",8106610,"K00570.01",306.9,262.2,938.1,890,58.44,0.002825
"CANDIDATE",8120608,"K00571.01",313.1,220,1209,464,7.345,-6.097e-05
"CANDIDATE",8120608,"K00571.02",227.9,156.5,650.6,379,4.958,0.0001287
"CANDIDATE",8120608,"K00571.03",431.2,378.3,1741,572,3.411,0.0001128
"CANDIDATE",8120608,"K00571.04",98.03,81.1,442.5,319,3.382,0.0002882
"CANDIDATE",8120608,"K00571.05",11.8,1.542,57.54,177,1.958,-2.206e-05
"CANDIDATE",8193178,"K00572.01",346.2,165.4,1378,964,8.341,0.0001472
"CANDIDATE",8193178,"K00572.02",273,278.5,2510,1240,5.35,3.341e-05
"CANDIDATE",8344004,"K00573.01",561.1,340.9,1875,1030,9.663,-8.068e-05
"CANDIDATE",8344004,"K00573.02",650.2,715.8,3387,1460,4.674,0.0002045
"CANDIDATE",8355239,"K00574.01",337.2,144.1,622.1,544,9.617,-3.995e-05
"CANDIDATE",8355239,"K00574.02",152.3,157.3,990.6,678,6.758,-6.664e-05
"CANDIDATE",8367113,"K00575.01",183.1,47.95,546.5,684,4.466,-0.00039
"FALSE POSITIVE",8474898,"K00576.01",1172,3061,3447,332,207.7,0.04671
"CANDIDATE",8558011,"K00577.01",54.59,11.84,207,473,-0.3547,-3.763e-05
"CANDIDATE",8558011,"K00577.02",986.3,1109,4297,1880,0.9327,2.729e-05
"CANDIDATE",8565266,"K00578.01",2265,1017,3433,1070,14.04,0.000152
"CANDIDATE",8616637,"K00579.01",845.2,775.9,3398,1170,3.738,0
"CANDIDATE",8616637,"K00579.02",412.1,331.5,1164,948,4.941,0
"CANDIDATE",8625925,"K00580.01",553.8,281.4,1598,932,6.997,0.0001193
"CANDIDATE",8822216,"K00581.01",888,494.4,1563,888,10.1,0.0001133
"CANDIDATE",8822216,"K00581.02",20.36,12.28,123.6,318,3.14,-0.0001015
"CANDIDATE",9020160,"K00582.01",544.3,309.4,1489,858,10.48,0.0002166
"CANDIDATE",9020160,"K00582.02",131.6,114.5,631.9,596,4.839,7.589e-06
"CANDIDATE",9020160,"K00582.03",149.5,95.41,707.7,723,2.157,0.0002753
"CANDIDATE",9076513,"K00583.01",691.3,672.8,4620,1510,4.398,0.000102
"CANDIDATE",9146018,"K00584.01",680.3,215.3,1172,803,7.398,-0.0002455
"CANDIDATE",9146018,"K00584.02",262.3,108.2,705.8,624,4.484,0.0001008
"CANDIDATE",9146018,"K00584.03",202.3,180.9,1391,926,0.07144,-2.767e-05
"CANDIDATE",9279669,"K00585.01",729.3,557.7,2420,1050,8.312,0.0005178
"CANDIDATE",9570741,"K00586.01",178.6,145.5,1112,713,3.179,-5.498e-05
"CANDIDATE",9607164,"K00587.01",322,102.1,658.2,641,9.555,0.0001779
"CANDIDATE",9631762,"K00588.01",311.8,141.5,963,620,2.801,0.0003211
"CANDIDATE",9782691,"K00590.01",157.8,129.9,739.6,979,3.899,3.954e-05
"CANDIDATE",9782691,"K00590.02",58.79,35.9,288.6,595,0.01398,-8.098e-05
"FALSE POSITIVE",9886221,"K00591.01",458.7,714.8,2726,1170,138.7,0
"CANDIDATE",9957627,"K00592.01",123.5,47.51,469.8,568,6.26,4.348e-05
"CANDIDATE",9958962,"K00593.01",237,153.9,1110,860,3.397,-0.0003015
"CANDIDATE",9958962,"K00593.02",52.89,10.95,150.8,413,1.504,-8.63e-05
"CANDIDATE",9958962,"K00593.03",40.59,18.3,288,499,1.856,-0.0008362
"CANDIDATE",9958962,"K00593.04",12.07,5.609,120.7,298,-0.08904,-0.0007554
"CANDIDATE",10388286,"K00596.01",1203,1136,3691,750,15.09,0.0003148
"CANDIDATE",10600261,"K00597.01",193.5,114.9,950.2,815,5.134,0.0001343
"CANDIDATE",10600261,"K00597.02",660.2,755.8,4100,1650,5.834,-6.097e-05
"CANDIDATE",10600261,"K00597.03",69.93,59.54,331.4,562,2.994,2.012e-05
"CANDIDATE",10656823,"K00598.01",395.7,244.7,1304,751,3.024,-0.0002303
"CANDIDATE",10656823,"K00598.02",52.19,36.52,279.8,469,2.412,-0.0002721
"CANDIDATE",10676824,"K00599.01",303,204.5,1081,999,6.379,-1.631e-05
"CANDIDATE",10718726,"K00600.01",428,369.5,2127,1300,4.518,-1.373e-05
"CANDIDATE",10973664,"K00601.01",502.3,298.2,1528,1070,11.47,0.0002782
"CANDIDATE",10973664,"K00601.02",269.1,120.3,730.7,830,4.502,6.378e-05
"CANDIDATE",10973664,"K00601.03",1071,1151,3776,1770,1.135,-2.664e-05
"CANDIDATE",12459913,"K00602.01",217.7,177.8,1137,849,4.094,-5.089e-05
"FALSE POSITIVE",2441151,"K00603.01",2220,7015,10260,1450,113,-0.003103
"FALSE POSITIVE",3970233,"K00604.01",108000,37420,90970,793,182.8,-0.00197
"CANDIDATE",4832837,"K00605.01",893.7,738.5,6813,737,10.74,0.0002562
"CANDIDATE",4832837,"K00605.02",246.5,239,1562,592,0.7375,-0.0001586
"FALSE POSITIVE",5014753,"K00606.01",1e+05,34290,73280,1310,118.3,0
"CANDIDATE",5441980,"K00607.01",15120,6735,51930,941,30.5,3.651e-05
"FALSE POSITIVE",5562784,"K00608.01",651.4,340.3,1854,414,38.22,-0.007209
"FALSE POSITIVE",5608566,"K00609.01",10300,2947,12170,1230,37.68,0.0003156
"CANDIDATE",5686174,"K00610.01",206.3,153,592.8,446,4.888,0.001052
"CANDIDATE",6309763,"K00611.01",15870,4385,81900,1380,63.23,-0.0007576
"CANDIDATE",6587002,"K00612.01",209.2,132.8,396.3,407,1.807,-0.0003953
"CANDIDATE",6587002,"K00612.02",195.4,126.2,485.4,536,3.203,0.0001844
"CANDIDATE",6587002,"K00612.03",37.59,2.068,22.42,297,3.985,7.186e-09
"FALSE POSITIVE",6960456,"K00613.01",306,443.4,2281,929,85.33,0.0002595
"CANDIDATE",7368664,"K00614.01",3980,1116,1929,926,19.38,0.0001584
"FALSE POSITIVE",8374580,"K00615.01",766.7,127.4,495,353,47.47,0.02178
"CANDIDATE",9714696,"K00616.01",920.9,1145,4086,1680,32.39,0.0005817
"FALSE POSITIVE",9846086,"K00617.01",3736,1663,2258,535,21.06,-0.0007551
"CANDIDATE",10353968,"K00618.01",344.1,153.8,775.6,825,6.418,-0.001158
"CANDIDATE",10384962,"K00619.01",660400,218500,485000,1240,363.7,-0.001945
"CANDIDATE",11773022,"K00620.01",2400,1066,2768,368,20.06,-0.005821
"CANDIDATE",11773022,"K00620.02",1884,164.2,1378,523,21.67,-0.002603
"CANDIDATE",11773022,"K00620.03",67.33,21.61,142.2,423,1.136,-0.001245
"FALSE POSITIVE",12251650,"K00621.01",47870,26680,32490,538,119.4,0.001236
"CANDIDATE",12417486,"K00622.01",937.6,6.81,466.1,511,8.813,-0.0016
"CANDIDATE",12068975,"K00623.01",220.6,175.3,1106,931,3.323,-4.4e-05
"CANDIDATE",12068975,"K00623.02",328.7,282.9,1793,1140,3.935,-4.151e-05
"CANDIDATE",12068975,"K00623.03",125.3,70.56,806.5,810,1.938,-1.437e-05
"CANDIDATE",12068975,"K00623.04",35.86,44.87,573.6,692,1.887,4.682e-05
"CANDIDATE",3541946,"K00624.01",383.5,115.5,980,655,9.446,-6.527e-05
"CANDIDATE",3541946,"K00624.02",1165,976.7,4224,1560,9.971,3.508e-05
"CANDIDATE",3541946,"K00624.03",82.65,18.23,120.6,466,3.047,0.0001001
"CANDIDATE",4449034,"K00625.01",298.4,53.33,335.8,873,6.798,-0.000271
"CANDIDATE",4478168,"K00626.01",245.5,145.7,1005,853,-0.05018,0
"CANDIDATE",4478168,"K00626.02",136.8,126.6,931,1040,1.709,0
"CANDIDATE",4563268,"K00627.01",516.4,277.1,1534,852,6.812,-0.0005235
"CANDIDATE",4563268,"K00627.02",352,322.4,2523,1050,2.394,-0.0002459
"CANDIDATE",4644604,"K00628.01",273.9,189.7,819.9,784,2.401,-0.0001337
"CANDIDATE",4656049,"K00629.01",124.6,32.12,584.4,685,1.219,0.0001001
"FALSE POSITIVE",4659405,"K00630.01",363.6,1539,2646,1160,139.9,0.003546
"CANDIDATE",4742414,"K00631.01",42420,424.6,28800,872,69.95,7.872e-06
"CANDIDATE",4827723,"K00632.01",332.2,205.1,1139,816,3.103,2.594e-05
"CANDIDATE",4841374,"K00633.01",154.3,23.8,145.9,343,3.814,8.603e-05
"FALSE POSITIVE",4861736,"K00634.01",4436,21220,26750,985,135.2,-0.01749
"CANDIDATE",5020319,"K00635.01",253.7,84.25,614.6,767,6.679,9.759e-05
"FALSE POSITIVE",5090690,"K00636.01",276100,47110,115100,1320,122.2,-1.778e-05
"FALSE POSITIVE",5098444,"K00637.01",29470,29590,137000,396,46.42,-0.003538
"CANDIDATE",5113822,"K00638.01",289.3,129.9,2893,595,3.969,-0.0002369
"CANDIDATE",5113822,"K00638.02",214.2,14.32,295.3,421,5.459,-0.0005064
"CANDIDATE",5120087,"K00639.01",235.7,71.38,1024,828,7.379,2.42e-05
"CANDIDATE",5121511,"K00640.01",275.2,101.7,393.6,500,4.855,-0.0002643
"CANDIDATE",5131180,"K00641.01",556,203.3,760,457,10.57,-0.000598
"FALSE POSITIVE",5181817,"K00642.01",431,1165,2625,1090,260.9,0.01597
"FALSE POSITIVE",5309353,"K00643.01",1039,1096,7795,1340,8.447,-0.0002139
"FALSE POSITIVE",5356593,"K00644.01",240000,28420,88800,542,92.04,0.00999
"CANDIDATE",5374854,"K00645.01",122.6,74.91,769.7,725,-0.4712,9.323e-05
"CANDIDATE",5374854,"K00645.02",163.5,155.8,1090,1020,0.93,8.717e-05
"FALSE POSITIVE",5384802,"K00646.01",667800,183100,653600,1540,203.2,0.002108
"CANDIDATE",5531694,"K00647.01",514.2,379.6,2914,1310,5.866,-3.156e-05
"CANDIDATE",5531694,"K00647.02",147.1,149.3,1111,1130,-0.002736,9.565e-05
"FALSE POSITIVE",5596440,"K00648.01",1467,565.9,3650,1570,15.33,-7.422e-05
"CANDIDATE",5613330,"K00649.01",216.4,110.8,1223,802,4.039,6.491e-05
"CANDIDATE",5613330,"K00649.02",124.4,122.7,1476,1060,3.282,0.0001574
"CANDIDATE",5786676,"K00650.01",724.8,187.5,744.4,906,6.856,-0.000109
"FALSE POSITIVE",5796186,"K00651.01",1524,11000,12480,527,221.8,0.01782
"CANDIDATE",5796675,"K00652.01",4692,280,2203,614,20.44,-0.0006649
"FALSE POSITIVE",5893123,"K00653.01",1245,1308,6438,1990,23.66,0.0008634
"CANDIDATE",5941160,"K00654.01",196.6,139.3,1113,854,0.7732,-0.0001095
"CANDIDATE",5941160,"K00654.02",100.9,106.4,430.4,806,1.51,0.0001515
"CANDIDATE",5966154,"K00655.01",385.3,105.6,792.7,683,6.205,5.255e-05
"CANDIDATE",5966154,"K00655.02",110.4,14.14,262.5,378,0.8616,8.93e-05
"FALSE POSITIVE",5966660,"K00656.01",900.6,1486,6780,1850,252.9,0.0003367
"CANDIDATE",6020753,"K00657.01",545,329.5,1409,802,5.26,-3.118e-06
"CANDIDATE",6020753,"K00657.02",279.2,118.3,548.4,505,7.904,-2.093e-05
"CANDIDATE",6062088,"K00658.01",839.4,584.6,2362,1310,8.295,1.586e-05
"CANDIDATE",6062088,"K00658.02",468.3,285.4,1146,1100,7.573,0.0001215
"CANDIDATE",6062088,"K00658.03",116.3,98.5,705.4,855,5.961,-8.028e-05
"CANDIDATE",6125481,"K00659.01",160.4,80.69,614.4,1000,0.7885,7.717e-05
"CANDIDATE",6267535,"K00660.01",446.2,319.2,3290,1110,3.109,-3.92e-05
"CANDIDATE",6347299,"K00661.01",150.2,98.61,624.7,828,4.577,6.235e-05
"CANDIDATE",6347299,"K00661.02",52.16,50.34,383.3,683,-1.867,0.0001905
"CANDIDATE",6365156,"K00662.01",470,280.1,1838,957,4.908,-8.312e-05
"CANDIDATE",6425957,"K00663.01",1117,699.4,2766,757,10.29,3.698e-05
"CANDIDATE",6425957,"K00663.02",259.8,111.5,372.5,389,2.447,-0.0002759
"CANDIDATE",6442340,"K00664.01",213.5,106.8,1107,826,5.983,-2.799e-05
"CANDIDATE",6442340,"K00664.02",197.6,166.2,1205,983,0.3814,-4.027e-05
"CANDIDATE",6442340,"K00664.03",57.88,40.2,538.1,681,1.368,-3.541e-05
"CANDIDATE",6685609,"K00665.01",724.9,367.9,2261,1250,4.96,-1.246e-05
"CANDIDATE",6685609,"K00665.02",834.9,769.7,5235,1930,5.683,1.036e-05
"CANDIDATE",6685609,"K00665.03",308,314.9,2026,1560,1.145,7.606e-06
"CANDIDATE",6707835,"K00666.01",419,130.8,832.1,610,4.402,-8.797e-05
"CANDIDATE",6752502,"K00667.01",3869,1615,3881,1120,30.73,0.006347
"FALSE POSITIVE",6805146,"K00668.01",555600,94800,778600,1380,301.7,0.0003771
"FALSE POSITIVE",6960445,"K00669.01",1206,7898,11510,1010,187.9,0.000674
"CANDIDATE",7033671,"K00670.01",256.6,247.7,1205,926,4.642,-9.108e-05
"CANDIDATE",7040629,"K00671.01",409.4,351.4,2508,1380,3.735,-1.664e-05
"CANDIDATE",7040629,"K00671.02",191.2,162.2,1619,1140,0.1001,-5.447e-06
"CANDIDATE",7040629,"K00671.03",85.16,79.44,524,881,-0.4865,-6.432e-05
"CANDIDATE",7040629,"K00671.04",109.1,101.6,899.1,999,2.721,3.06e-05
"CANDIDATE",7115785,"K00672.01",379.7,74.42,523.7,486,5.857,-0.0003588
"CANDIDATE",7115785,"K00672.02",295.6,77.62,612.6,668,9.74,-0.0003805
"FALSE POSITIVE",7115785,"K00672.03",2231,2411,11090,2040,11.19,-2.314e-05
"CANDIDATE",7124613,"K00673.01",518.5,369.7,1999,1810,7.221,8.334e-05
"CANDIDATE",7277317,"K00674.01",1915,516.7,1612,963,17.51,7.997e-05
"FALSE POSITIVE",7385509,"K00675.01",1074,3476,8783,1080,376.2,0.05274
"CANDIDATE",7447200,"K00676.01",7079,3609,8238,497,30.05,-0.0001321
"CANDIDATE",7447200,"K00676.02",5447,1533,3812,737,27.91,-8.511e-05
"FALSE POSITIVE",7466863,"K00677.01",249.5,177.6,583.5,1040,13.95,-0.0003821
"CANDIDATE",7509886,"K00678.01",425.7,349.6,1387,955,2.084,-6.079e-05
"CANDIDATE",7509886,"K00678.02",280.8,244.8,994.4,842,5.705,-2.623e-05
"CANDIDATE",7515212,"K00679.01",200.9,135.2,925.3,664,2.573,-2.196e-05
"CANDIDATE",7515212,"K00679.02",78.25,64.46,887.1,831,2.5,4.645e-05
"CANDIDATE",7529266,"K00680.01",79740,12210,32900,1700,84.19,-6.052e-05
"FALSE POSITIVE",7598128,"K00681.01",91460,23730,89730,845,109.3,0.0001223
"CANDIDATE",7630229,"K00683.01",214.8,11.33,132.3,286,1.993,-0.0006366
"CANDIDATE",7730747,"K00684.01",967.3,423.7,1795,1450,12.54,4.069e-05
"CANDIDATE",7764367,"K00685.01",710.6,515.4,3402,1660,6.243,-2.922e-05
"CANDIDATE",7906882,"K00686.01",46510,45560,66120,472,57.76,-0.002279
"CANDIDATE",7976520,"K00687.01",412.1,361.2,1573,1430,2.191,-0.0002972
"CANDIDATE",8161561,"K00688.01",673.6,630.8,3281,1730,5.404,3.626e-05
"CANDIDATE",8361905,"K00689.01",148,65.16,374.5,632,2.663,-0.0001165
"FALSE POSITIVE",8409588,"K00690.01",7486,7200,22510,1660,37.03,0.0002725
"CANDIDATE",8480285,"K00691.01",582.6,235.6,1351,644,7.646,0.0002154
"CANDIDATE",8480285,"K00691.02",98.61,95.43,1208,788,-0.0562,0.000156
"CANDIDATE",8557374,"K00692.01",634.2,603.9,4294,1330,2.705,-9.564e-05
"CANDIDATE",8557374,"K00692.02",316.4,407.9,1736,1060,4.613,-0.0001433
"CANDIDATE",8738735,"K00693.01",232.1,108.6,1376,758,5.959,-4.113e-05
"CANDIDATE",8738735,"K00693.02",82.67,67.37,646.7,619,3.571,-2.275e-05
"CANDIDATE",8802165,"K00694.01",659.5,250.7,1332,675,12.07,0.0001288
"CANDIDATE",8805348,"K00695.01",466,152.6,640.6,564,3.147,-8.622e-05
"CANDIDATE",8869680,"K00696.01",301.4,214.4,2333,1320,1.419,-0.0002288
"CANDIDATE",8878187,"K00697.01",366.7,448.5,2025,1510,8.398,0.0002382
"FALSE POSITIVE",8891278,"K00698.01",19460,10040,14150,1040,13,-0.003918
"FALSE POSITIVE",8908102,"K00699.01",12930,3822,9777,1740,48.65,-0.0006577
"CANDIDATE",8962094,"K00700.01",249.1,53.52,269.2,527,6.335,-5.128e-05
"CANDIDATE",8962094,"K00700.02",240.5,199.5,1096,785,3.206,2.581e-05
"CANDIDATE",8962094,"K00700.03",146.9,113.9,656.7,675,-0.5436,-3.125e-05
"CANDIDATE",8962094,"K00700.04",42.34,37.5,219.6,405,2.461,-0.0001801
"CANDIDATE",9002278,"K00701.01",618.3,227.5,721.9,508,6.746,1.586e-05
"CANDIDATE",9002278,"K00701.02",548.9,410,1772,747,6.99,-5.808e-05
"CANDIDATE",9002278,"K00701.03",113.7,12.01,158.6,269,1.073,4.283e-06
"CANDIDATE",9002278,"K00701.04",20.03,3.945,72.14,207,2.115,9.522e-05
"CANDIDATE",9002278,"K00701.05",102.3,96.17,825.3,576,3.477,8.053e-05
"FALSE POSITIVE",9053112,"K00702.01",1094,5820,20150,2500,47.46,0
"FALSE POSITIVE",9162741,"K00703.01",1009,1080,10810,2260,7.655,-0.0001235
"CANDIDATE",9266431,"K00704.01",344,92.51,505.7,582,3.663,-0.0002095
"FALSE POSITIVE",9300285,"K00705.01",1650,7096,12890,2340,27.06,-0.0004259
"FALSE POSITIVE",9426071,"K00706.01",395600,39120,325200,794,243.4,0.00147
"CANDIDATE",9458613,"K00707.01",614.8,174.5,1259,853,13.22,6.44e-05
"CANDIDATE",9458613,"K00707.02",193.4,75.91,685,691,5.377,1.23e-05
"CANDIDATE",9458613,"K00707.03",190.5,91.78,798.7,752,5.439,-0.0002561
"CANDIDATE",9458613,"K00707.04",205.8,126.7,1437,1010,7.867,8.762e-05
"CANDIDATE",9458613,"K00707.05",209,195.6,2201,1340,4.305,9.245e-05
"CANDIDATE",9530945,"K00708.01",350.5,168.2,1536,815,7.146,-1.345e-05
"CANDIDATE",9530945,"K00708.02",308.3,248.2,1797,1070,4.786,7.562e-05
"CANDIDATE",9578686,"K00709.01",376.2,180,1038,574,3.765,0.0002813
"CANDIDATE",9590976,"K00710.01",376,760.1,4535,1410,0.4923,-3.215e-05
"CANDIDATE",9590976,"K00710.02",168.3,139.7,1053,1210,-0.1165,1.73e-05
"CANDIDATE",9590976,"K00710.03",318,571,2601,1570,1.801,-8.57e-06
"CANDIDATE",9597345,"K00711.01",308.3,111.7,463.3,500,3.135,-0.0001234
"CANDIDATE",9597345,"K00711.02",515.8,522.5,2798,1160,2.846,-2.059e-05
"CANDIDATE",9597345,"K00711.03",82.03,163.2,309.8,356,5.978,0.0001709
"FALSE POSITIVE",9640976,"K00712.01",691.7,952,3557,1280,31.45,0.0004977
"FALSE POSITIVE",9640985,"K00713.01",894.3,1009,3712,1800,111.5,0.0007779
"CANDIDATE",9702072,"K00714.01",2371,795.6,2428,975,13.53,-0.0002384
"FALSE POSITIVE",9834719,"K00715.01",73060,19300,115800,1600,75.45,0.0004539
"CANDIDATE",9846348,"K00716.01",1252,376.5,660.6,614,11.68,-0.0003723
"CANDIDATE",9873254,"K00717.01",171.9,120.5,670.7,819,2.652,-9.965e-05
"CANDIDATE",9873254,"K00717.02",1421,1718,6334,2080,0.3021,-0.0001018
"CANDIDATE",9884104,"K00718.01",653.4,496.8,2542,1310,4.143,-6.827e-05
"CANDIDATE",9884104,"K00718.02",234.5,120.7,761.6,767,6.176,-1.763e-05
"CANDIDATE",9884104,"K00718.03",65.94,38.28,371.1,598,1.747,0.0001073
"CANDIDATE",9950612,"K00719.01",730.6,326.9,944.6,586,3.454,-3.563e-05
"CANDIDATE",9950612,"K00719.02",128.5,61.14,393.6,341,5.319,1.444e-05
"CANDIDATE",9950612,"K00719.03",408.5,377.6,1277,759,4.336,5.917e-05
"CANDIDATE",9950612,"K00719.04",88.15,52.81,456.7,401,0.5987,1.27e-05
"CANDIDATE",9963524,"K00720.01",1062,600.7,1744,861,10.27,0.0003961
"CANDIDATE",9963524,"K00720.02",442.6,164.7,708.6,712,9.513,0.0004243
"CANDIDATE",9963524,"K00720.03",213.1,103.8,370.3,582,3.442,0.0002107
"CANDIDATE",9963524,"K00720.04",482.7,485.6,1540,1090,5.317,0.0002612
"CANDIDATE",9964801,"K00721.01",214.3,129.2,1324,832,5.248,0.0001806
"CANDIDATE",9965439,"K00722.01",170.3,51.73,503.2,588,2.753,0.0001251
"CANDIDATE",10002866,"K00723.01",630.7,493.8,1017,734,8.982,8.422e-05
"CANDIDATE",10002866,"K00723.02",848.4,609.3,2112,1000,10.36,-0.0001861
"CANDIDATE",10002866,"K00723.03",276.2,72.85,585.9,522,6.897,-3.615e-05
"FALSE POSITIVE",10005020,"K00724.01",326.4,1659,3058,946,74.85,-0.005722
"FALSE POSITIVE",10068383,"K00725.01",5773,3610,9834,760,28.81,0.003276
"CANDIDATE",10157573,"K00726.01",459.2,259.9,1244,1200,4.252,-0.0009776
"FALSE POSITIVE",10191070,"K00727.01",1131,1519,7885,1250,96.91,0.002562
"CANDIDATE",10221013,"K00728.01",6999,1736,3720,1030,33.94,-6.299e-05
"FALSE POSITIVE",10225800,"K00729.01",1128,1465,4524,1660,19.27,-0.001652
"CANDIDATE",10227020,"K00730.01",137.9,100.8,997.7,827,3.238,0.0001189
"CANDIDATE",10227020,"K00730.02",74.9,42.82,839.1,751,5.661,-0.0004468
