"koi_disposition","kepid","kepoi_name","tce_dof2","tce_chisq2","tce_chisqgof","tce_eqt","tce_hap_stat","tce_fwm_prao"
"CANDIDATE",2715695,"K03077.01",303.4,338.9,1242,852,3.121,-0.0007769
"CANDIDATE",2715695,"K03077.02",152.6,140.6,918.7,694,3.131,0.00131
"CANDIDATE",8430964,"K03078.01",443.9,496.2,3741,1360,1.159,-4.383e-05
"FALSE POSITIVE",3654719,"K03081.01",45.75,85.23,707,515,17.07,0.00558
"FALSE POSITIVE",10619142,"K03082.01",351.7,340.8,2781,2950,11.82,-0.0001273
"CANDIDATE",7106173,"K03083.01",132.5,124.4,824.8,867,0.4013,0.0001045
"CANDIDATE",7106173,"K03083.02",152.1,146.5,1145,929,1.15,-7.952e-05
"CANDIDATE",7106173,"K03083.03",195.7,214.6,1348,1020,-1.593,-9.081e-05
"FALSE POSITIVE",3324986,"K03084.01",854,1160,3783,1450,0.4526,4.101e-05
"FALSE POSITIVE",11912932,"K03085.01",371.8,381.1,2910,1090,17.98,-0.0001001
"CANDIDATE",10749059,"K03086.01",21.42,2.406,118.2,287,3.918,-0.0007383
"FALSE POSITIVE",9119568,"K03087.01",239.2,236.2,2001,883,37.94,0.001246
"FALSE POSITIVE",9119568,"K03087.02",11.99,10.25,73.86,186,-1.134,-0.0004981
"CANDIDATE",9020114,"K03088.01",388.8,383.3,1715,1130,1.669,-0.0001598
"CANDIDATE",7668416,"K03089.01",1310,1506,5626,1670,-3.421,-0.0004119
"CANDIDATE",6609270,"K03090.01",273.1,245.3,1086,601,-1.857,-0.0001711
"FALSE POSITIVE",6609270,"K03090.02",65.33,57.13,310.1,381,-1.437,-0.0002321
"CANDIDATE",12406807,"K03091.01",86.93,78.58,891.3,769,3.443,-0.0002251
"CANDIDATE",12406807,"K03091.02",152.9,161.1,1694,994,0.03921,-4.843e-05
"FALSE POSITIVE",8046689,"K03092.01",206.4,209.5,1227,1210,112.6,0.03287
"CANDIDATE",5096590,"K03093.01",52.9,43.77,515.5,630,4.703,0.0001261
"CANDIDATE",12352520,"K03094.01",293.2,295.8,1237,567,6.091,-0.001467
"CANDIDATE",9650989,"K03095.01",398.8,441.2,1976,1210,1.622,0.0002244
"CANDIDATE",7455981,"K03096.01",105.3,93.88,1580,677,0.9317,7.253e-05
"CANDIDATE",7582689,"K03097.01",117.8,104.3,1114,851,0.9476,3.224e-05
"CANDIDATE",7582689,"K03097.02",188.8,188.3,1901,1030,1.488,-5.104e-05
"CANDIDATE",7582689,"K03097.03",138.1,171.7,1291,945,1.806,-4.614e-05
"FALSE POSITIVE",9959589,"K03098.01",931.4,1037,7797,1700,16.09,-0.0009051
"FALSE POSITIVE",5124254,"K03099.01",99.72,87.57,469,480,18.32,-0.0003052
"FALSE POSITIVE",7107561,"K03100.01",1635,2424,7484,2720,34.14,-0.000641
"CANDIDATE",11508644,"K03101.01",101.2,81.64,1057,797,0.5387,-7.646e-05
"CANDIDATE",11518201,"K03104.01",1064,1016,4262,1570,1.283,-0.0001188
"CANDIDATE",12168993,"K03105.01",310.4,313,4925,888,3.722,0.0002825
"CANDIDATE",8895758,"K03106.01",1158,1333,6123,1840,4.991,7.976e-05
"FALSE POSITIVE",10031500,"K03107.01",104.3,140,1627,891,2.376,-0.0005927
"CANDIDATE",3756264,"K03108.01",166.3,236.6,818.2,901,7.648,-0.0004958
"CANDIDATE",11572193,"K03109.01",138,128.5,1106,1050,4.815,1.236e-05
"CANDIDATE",11285870,"K03110.01",239.5,218.7,1573,1200,4.302,-4.027e-05
"CANDIDATE",8581240,"K03111.01",129.4,140.2,879.5,885,1.254,5.707e-05
"CANDIDATE",8581240,"K03111.02",301,293.2,2076,1200,0.06678,5.892e-05
"CANDIDATE",7022573,"K03112.01",535.5,554.3,1946,1230,3.813,-4.369e-05
"CANDIDATE",7676423,"K03113.01",294.6,353.6,1479,969,2.794,0.0001903
"CANDIDATE",9288237,"K03114.01",181.1,172.4,2086,1290,-0.5012,8.568e-07
"CANDIDATE",11714231,"K03115.01",234.5,234,1682,1060,1.006,5.168e-05
"CANDIDATE",11720424,"K03116.01",62.25,63.23,656.1,709,1.246,0.0002472
"CANDIDATE",6523351,"K03117.01",232,208.2,985.3,915,-0.2268,-2.257e-05
"CANDIDATE",5551672,"K03119.01",373.3,400.8,1612,529,5.358,0.0001184
"CANDIDATE",11499192,"K03120.01",272,292.4,1601,1230,3.988,0.0002278
"FALSE POSITIVE",10934313,"K03121.01",556.1,662.3,2271,1620,9.49,-0.000803
"CANDIDATE",12416661,"K03122.01",169.2,139.4,1885,1320,2.026,2.033e-06
"CANDIDATE",8197793,"K03123.01",100.3,96.7,807.7,800,3.876,-1.866e-05
"FALSE POSITIVE",4076976,"K03124.01",226.3,272.5,5066,707,32.15,0.002633
"CANDIDATE",8751796,"K03125.01",305.6,311.3,2193,1330,2.581,2.695e-05
"FALSE POSITIVE",7097534,"K03126.01",478.8,443.6,4743,1420,22.37,6.121e-05
"CANDIDATE",9907129,"K03127.01",117.6,98.66,1746,1000,3.727,-0.0001309
"CANDIDATE",7609674,"K03128.01",75.06,57.25,583.3,1050,-1.365,-6.947e-05
"FALSE POSITIVE",6964159,"K03129.01",63.76,69.48,459.2,586,3.502,0.0003893
"CANDIDATE",10252275,"K03130.01",104.4,72.87,385.1,621,3.134,-1.56e-06
"CANDIDATE",10252275,"K03130.02",228.9,233.3,1246,857,2.316,-0.0001317
"CANDIDATE",11455181,"K03131.01",129.6,156.3,1687,770,-0.09176,-1.142e-05
"FALSE POSITIVE",9541295,"K03132.01",1975,2274,10030,3200,3.501,1.657e-05
"FALSE POSITIVE",6115516,"K03134.01",1303,1506,5726,2100,9.941,0.0003222
"FALSE POSITIVE",9899352,"K03135.01",999.6,1251,8568,1530,15.48,-0.0005505
"CANDIDATE",6945786,"K03136.01",559.5,591.2,3022,1030,1.901,-0.0003001
"CANDIDATE",9758032,"K03137.01",989.3,1193,4429,1370,2.828,1.334e-05
"CANDIDATE",6444896,"K03138.01",102.9,102.8,329.2,211,6.699,-0.001399
"FALSE POSITIVE",6444896,"K03138.02",44.86,44.83,162.7,161,3.201,-0.001512
"CANDIDATE",5978170,"K03140.01",241.1,270.6,1626,645,0.7595,-0.0001288
"CANDIDATE",5440317,"K03141.01",572,625.2,2593,1490,0.4795,5.157e-05
"CANDIDATE",3752110,"K03142.01",55.26,65.5,547,718,5.571,-0.001039
"CANDIDATE",5688790,"K03144.01",60.49,51.39,286.7,420,1.826,0.001515
"CANDIDATE",1717722,"K03145.01",157,2707,2932,177,3.604,0.005408
"CANDIDATE",1717722,"K03145.02",298.4,342,1484,798,5.745,1.815e-05
"CANDIDATE",10908248,"K03146.01",39.57,26.64,532.3,597,-0.04342,-8.818e-05
"CANDIDATE",7534267,"K03147.01",45.45,37.62,544.1,682,4.09,-0.0003381
"FALSE POSITIVE",10611420,"K03148.01",99.61,96.93,488.6,913,0.4132,-0.001324
"FALSE POSITIVE",6504534,"K03152.01",124700,9453,40910,470,123.4,0.0006254
"FALSE POSITIVE",6307062,"K03153.01",3797000,167800,3034000,365,169,0.8138
"FALSE POSITIVE",5217733,"K03155.01",2703,24.82,10390,653,0,0.05474
"CANDIDATE",4150611,"K03156.01",21790,14060,76190,1320,0,0
"FALSE POSITIVE",4150611,"K03156.02",19640,8611,53800,1320,0,0
"FALSE POSITIVE",4150611,"K03156.03",8013,27120,68720,597,0,0
"FALSE POSITIVE",4150611,"K03156.04",1535,2299,8528,2980,0,0
"FALSE POSITIVE",8738244,"K03157.01",963.7,1156,7256,0,0,-0.0001182
"CANDIDATE",6278762,"K03158.01",238.7,193,580.9,673,0,-0.0001227
"CANDIDATE",6278762,"K03158.02",247.4,480,3323,727,0,-1.926e-05
"CANDIDATE",6278762,"K03158.03",282,302.6,2114,783,0,-1.088e-05
"CANDIDATE",6278762,"K03158.04",315.4,347.5,1368,868,0,3.62e-05
"CANDIDATE",6278762,"K03158.05",355.6,668.4,2179,938,0,1.629e-05
"FALSE POSITIVE",5200084,"K03159.01",371,442.7,2501,2640,0,2.39e-05
"FALSE POSITIVE",2696703,"K03161.01",1131,833.8,3165,1420,0,0.001521
"FALSE POSITIVE",9752973,"K03162.01",1855,1131,7581,2400,34.56,-0.000616
"CANDIDATE",9579208,"K03165.01",328.5,305.3,2846,1580,2.032,3.385e-07
"FALSE POSITIVE",12255382,"K03167.01",1324,701.2,3508,1630,0,7.412e-05
"CANDIDATE",4450844,"K03168.01",28.91,20.88,429.5,587,1.525,5.912e-05
"FALSE POSITIVE",3337061,"K03172.01",212.4,591.6,1541,1280,0,-0.0005202
"FALSE POSITIVE",7115661,"K03174.01",2340,2910,10370,2200,0,0
"FALSE POSITIVE",4909707,"K03175.01",609.5,512.4,4238,1570,2.436,0
"CANDIDATE",6153407,"K03179.01",238.6,209.9,778.5,987,0.8396,-0.0001748
"CANDIDATE",4735826,"K03184.01",182.5,226.7,1852,1080,-0.4885,-9.684e-06
"FALSE POSITIVE",3240406,"K03185.01",1427,1786,11770,3270,3.178,8.421e-06
"FALSE POSITIVE",4663658,"K03187.01",1515,1926,9860,4890,4.138,0
"FALSE POSITIVE",7457278,"K03188.01",116.1,113.5,3163,809,3.501,5.168e-05
"CANDIDATE",5985713,"K03190.01",160.8,176.3,1022,1010,0.1318,-9.919e-05
"CANDIDATE",10467815,"K03191.02",9.848,9.169,182.4,610,-1.895,-7.582e-05
"FALSE POSITIVE",7430876,"K03193.01",65.29,85.45,231.3,570,3.567,0.00455
"CANDIDATE",12004971,"K03194.01",121.4,89.73,419.9,1050,0.4737,-1.006e-05
"CANDIDATE",9002538,"K03196.01",277.9,375.4,2524,1270,3.159,2.576e-05
"CANDIDATE",9002538,"K03196.02",186.5,169.7,911.5,1140,-1.54,-6.882e-06
"CANDIDATE",8443527,"K03197.01",63.96,53.15,629.8,734,1.89,-2.558e-05
"FALSE POSITIVE",5482603,"K03199.01",343.1,399.5,2145,1160,23.8,-0.001181
"CANDIDATE",4262040,"K03202.01",22.07,11.05,415.4,564,-0.2428,9.633e-05
"CANDIDATE",3122872,"K03203.01",29.32,50.84,429.6,655,-2.86,-0.0001093
"FALSE POSITIVE",9959494,"K03205.01",1026,1295,8534,1940,15.77,-3.024e-05
"CANDIDATE",5612697,"K03206.01",94.06,100.2,986.3,737,3.87,-0.0002886
"FALSE POSITIVE",9518710,"K03207.01",1392,1785,11080,3410,3.909,-6.663e-06
"CANDIDATE",10155029,"K03208.01",506.1,554.9,2575,1440,3.967,-6.428e-05
"CANDIDATE",7017274,"K03209.01",120.9,121,1153,1240,0.9132,2.942e-05
"CANDIDATE",7017274,"K03209.02",185.7,194.8,2013,1500,2.03,6.731e-06
"FALSE POSITIVE",7293937,"K03211.01",987.1,619,1894,1640,389.6,0
"FALSE POSITIVE",4927734,"K03212.01",362.4,395.1,8140,2570,0,0
"FALSE POSITIVE",5398002,"K03213.01",181,218.4,3341,1910,8.817,-1.073e-05
"CANDIDATE",7983117,"K03214.01",129.2,103.2,1581,1100,1.908,1.181e-05
"CANDIDATE",7983117,"K03214.02",52.67,53.08,675.3,852,1.547,-0.0001307
"FALSE POSITIVE",3342952,"K03215.01",1276,1277,5395,1770,10.26,0.0001021
"FALSE POSITIVE",10338279,"K03216.01",343.6,300.4,1971,951,3.958,2.423e-06
"FALSE POSITIVE",2573108,"K03217.01",268,339.5,8151,2250,6.917,-1.428e-05
"FALSE POSITIVE",10191036,"K03218.01",1103,900.9,6762,1880,21.19,5.733e-05
"FALSE POSITIVE",7985733,"K03219.01",2416,858.2,4304,0,33.22,0.0002686
"CANDIDATE",11189311,"K03220.01",68.94,35.39,475.1,522,8.377,-3.079e-05
"FALSE POSITIVE",6956136,"K03221.01",31.85,37.25,681.3,697,2.347,-4.854e-05
"FALSE POSITIVE",5556726,"K03223.01",1398,1997,8219,0,3.837,-4.93e-06
"CANDIDATE",10384298,"K03224.01",391.9,400.7,1352,1350,-0.2013,6.912e-06
"CANDIDATE",3109550,"K03225.01",277.8,405.5,1346,1180,-0.3198,4.914e-05
"CANDIDATE",5544450,"K03226.01",255.1,296.5,1644,1530,0.9491,7.557e-05
"CANDIDATE",5544450,"K03226.02",133.4,181,949.1,1310,1.05,3.034e-05
"FALSE POSITIVE",8975368,"K03227.01",563.7,588,3076,1640,10.68,1.504e-05
"FALSE POSITIVE",5307990,"K03228.01",1319,1603,10110,3730,28.24,0.0003331
"FALSE POSITIVE",9291039,"K03230.01",172.7,181,4788,1000,9.202,0
"FALSE POSITIVE",9291039,"K03230.02",6.62,13.02,89.8,267,-0.5412,0
"FALSE POSITIVE",10489539,"K03231.01",59.49,72.83,1424,901,12.97,0.0007919
"CANDIDATE",9569711,"K03232.01",267.8,205.7,763,976,5.846,-5.829e-05
"CANDIDATE",10057494,"K03234.01",554.7,541.9,2805,1600,3.678,2.698e-05
"CANDIDATE",7902003,"K03236.01",189.8,164.5,1103,1400,-0.9897,2.066e-06
"CANDIDATE",6587796,"K03237.01",81.06,22.13,228.6,582,2.884,3.545e-05
"FALSE POSITIVE",9489953,"K03238.01",61.28,76.16,733.9,779,10.25,9.696e-05
"FALSE POSITIVE",5305240,"K03239.01",1243,1067,3251,2120,13.09,0.0005006
"FALSE POSITIVE",6206559,"K03240.01",1086,1259,6293,2680,2.388,0
"FALSE POSITIVE",9532117,"K03241.01",182.4,206.3,1174,1310,94.95,-0.001693
"FALSE POSITIVE",6928906,"K03242.01",675,807.7,7337,3010,5.695,-2.525e-06
"FALSE POSITIVE",9821151,"K03243.01",192.1,472.4,1309,1030,1.706,0
"FALSE POSITIVE",6850665,"K03244.01",493.3,41.78,456.3,602,4.471,-1.169e-05
"CANDIDATE",8073705,"K03245.01",136.1,119.5,1220,987,2.727,3.45e-05
"CANDIDATE",9885417,"K03246.01",2025,1423,4839,1540,3.17,1.175e-07
"FALSE POSITIVE",3336476,"K03247.01",707.5,855.1,10110,2800,6.917,-1.98e-05
"CANDIDATE",10917433,"K03248.01",199.7,232.2,1148,981,0.7595,-4.293e-06
"FALSE POSITIVE",9083564,"K03249.01",758.3,944.9,4055,2370,12.13,8.642e-05
"FALSE POSITIVE",7335713,"K03250.01",1154,1533,8058,0,8.169,0.0001408
"FALSE POSITIVE",2707985,"K03253.01",727.6,880.4,7594,3340,19.73,-1.155e-05
"FALSE POSITIVE",9899141,"K03254.01",996.6,1309,8125,1620,18.03,-4.635e-05
"CANDIDATE",8183288,"K03255.01",56.41,28.73,290.9,309,3.29,-7.726e-05
"FALSE POSITIVE",10420301,"K03257.01",35.19,266.2,420.9,165,70.5,0.1311
"CANDIDATE",4366323,"K03258.01",38.82,32.86,223.8,479,-1.149,-0.0003314
"CANDIDATE",2853029,"K03259.01",24.04,16.7,127,390,0.9017,0.0006102
"CANDIDATE",12156174,"K03260.01",43.57,50.27,337.3,522,4.431,-0.0001274
"CANDIDATE",12055539,"K03261.01",129.4,140.5,916.3,811,4.12,-0.0002291
"CANDIDATE",12056139,"K03262.01",114.8,132.7,1362,867,4.325,0.0003536
"CANDIDATE",11853130,"K03263.01",1187,226.8,1005,202,16.24,0.001496
"CANDIDATE",9345933,"K03264.01",104.7,105.8,940.8,556,3.394,-0.0002817
"FALSE POSITIVE",10030778,"K03265.01",2264,2842,3975,565,33.46,-0.01027
"CANDIDATE",8826007,"K03266.01",41.94,23.18,215,308,1.977,0.0001949
"CANDIDATE",8620402,"K03267.01",98.55,77.45,683.4,818,2.743,-0.0003466
"CANDIDATE",8379021,"K03268.01",127.2,117.9,579.8,756,2.982,-0.0003888
"FALSE POSITIVE",8104030,"K03269.01",1817,219.3,897.3,553,16.08,0.004665
"FALSE POSITIVE",6612327,"K03270.01",380.5,7162,8286,524,113.3,0.04346
"CANDIDATE",7285757,"K03271.01",80.48,60.67,315.6,579,4.292,0.0001675
"CANDIDATE",7285757,"K03271.02",185.1,202.3,937.9,800,-0.8494,0.0002905
"FALSE POSITIVE",4948730,"K03272.01",131.9,746.9,1364,645,82.77,-0.02836
"FALSE POSITIVE",5211922,"K03273.01",280.2,707.5,1089,461,53.17,0.02146
"CANDIDATE",5280587,"K03274.01",46.01,39.62,347.8,523,-1.44,-0.0003596
"FALSE POSITIVE",5303346,"K03275.01",3031,3042,5027,461,82.94,-0.05293
"FALSE POSITIVE",3858879,"K03276.01",810.4,663.2,2020,627,82.4,0.01275
"CANDIDATE",3120904,"K03277.01",47.73,27.16,391.5,810,4.378,-8.894e-05
"FALSE POSITIVE",3342467,"K03278.01",54.46,21.63,200.9,360,5.39,-1.5e-05
"CANDIDATE",3544640,"K03279.01",51.47,38.1,360.4,585,1.174,0.0003068
"CANDIDATE",10653179,"K03280.01",33.01,27.45,260,503,0.4118,0.0003352
"CANDIDATE",11177676,"K03281.01",28.59,24.28,239.8,492,3.246,-0.0003029
"CANDIDATE",12066569,"K03282.01",44.6,25.08,198.7,271,3.131,0.001955
"CANDIDATE",6497146,"K03284.01",50.16,40.9,339,288,2.806,0.0005808
"FALSE POSITIVE",8625813,"K03285.01",41,28.72,244.6,326,45.27,-0.001182
"CANDIDATE",8016691,"K03286.01",73.77,98.03,579.4,433,2.409,-0.0001986
"CANDIDATE",6584273,"K03287.01",49.82,26.47,317.1,479,1.443,0.0001527
"CANDIDATE",5768816,"K03288.01",67.89,27.51,238.9,494,6.187,-0.0002124
"FALSE POSITIVE",5360974,"K03289.01",61.79,92.23,296.7,505,13.72,0
"FALSE POSITIVE",4936990,"K03290.01",9646,2026,4205,885,37.9,0.008295
"FALSE POSITIVE",6233483,"K03291.01",76650,205600,226900,830,1156,0.2759
"FALSE POSITIVE",5392871,"K03292.01",91.07,261.4,1146,580,144.2,-0.02332
"FALSE POSITIVE",3858851,"K03293.01",880.3,817.8,2026,680,117.3,-0.01991
"FALSE POSITIVE",3858917,"K03294.01",1937,1823,3278,573,59.5,0.01203
"FALSE POSITIVE",4466356,"K03295.01",115.7,130.4,704.2,781,11.69,-0.001741
"CANDIDATE",9447166,"K03296.01",29.42,13.11,159.1,349,3.025,-0.0009809
"FALSE POSITIVE",9643043,"K03297.01",3100,5767,6609,388,145.7,0.07035
"CANDIDATE",8151055,"K03298.01",58.93,44.85,284,392,5.475,0.0005478
"FALSE POSITIVE",7177555,"K03299.01",18790,173700,189400,468,373,0.005417
"FALSE POSITIVE",7889486,"K03300.01",58.76,71.76,1095,597,16.54,0.0001666
"FALSE POSITIVE",7889486,"K03300.02",64.85,87.61,323.5,597,16.9,-0.0003736
"CANDIDATE",8301878,"K03301.01",69.54,74.66,333,626,2.276,3.525e-05
"FALSE POSITIVE",8233802,"K03302.01",40.62,58.03,250.7,421,42.67,-0.02991
"CANDIDATE",7510820,"K03303.01",68.23,69.65,492.1,451,3.775,0.0006591
"FALSE POSITIVE",9307105,"K03304.01",1730,13410,15080,658,239.5,0.1139
"CANDIDATE",6880517,"K03305.01",34.13,22.2,219.4,390,2.205,-0.0002093
"CANDIDATE",6615511,"K03306.01",55.99,60.98,505.6,619,6.132,-0.0006914
"CANDIDATE",6131130,"K03307.01",127.6,136.1,794.4,737,0.7289,6.995e-05
"CANDIDATE",3632089,"K03308.01",66.15,59.16,974.6,564,0.601,-0.0001842
"CANDIDATE",3632089,"K03308.02",247.1,242.3,2341,1020,2.879,0.0002066
"CANDIDATE",5563300,"K03309.01",875.2,25.84,392.8,390,12.41,0.0003343
"CANDIDATE",12253769,"K03310.01",82.73,66.66,594,607,4.025,-0.0003723
"CANDIDATE",12735830,"K03311.01",59.83,45.62,235.4,669,1.499,0.0005855
"CANDIDATE",11905409,"K03312.01",68.69,40.18,354.9,665,0.2214,0.0006426
"CANDIDATE",9571186,"K03313.01",57.01,39.13,199.6,429,-1.873,-0.0001858
"FALSE POSITIVE",9838060,"K03314.01",42990,14820,35490,560,70.49,0.008692
"CANDIDATE",8554701,"K03315.01",59.64,46.04,298.3,585,1.361,6.334e-05
"CANDIDATE",9031209,"K03316.01",62.08,46.52,288.4,411,5.069,-0.001253
"FALSE POSITIVE",7130418,"K03317.01",107,288.3,700.7,685,106.9,0.007846
"CANDIDATE",8331612,"K03318.01",74.15,71.94,758,809,2.389,-0.0006138
"CANDIDATE",8331612,"K03318.02",17.25,17.72,78.18,522,2.441,8.916e-05
"CANDIDATE",5965819,"K03319.01",212.1,218.9,2090,1090,4.342,-0.0001198
"CANDIDATE",5965819,"K03319.02",95.44,94.27,1007,819,2.247,0.0001403
"CANDIDATE",5965819,"K03319.03",328.5,381.1,3648,1450,3.683,-0.0002043
"FALSE POSITIVE",6690171,"K03320.01",20090,5442,8685,355,56.45,-0.0001714
"FALSE POSITIVE",6859801,"K03321.01",65840,203400,229200,633,1724,-0.2668
"FALSE POSITIVE",7767733,"K03322.01",227800,23480,64650,605,114.1,-0.005755
"CANDIDATE",5193659,"K03323.01",85.19,80.7,673,850,2.378,0.000187
"CANDIDATE",4271474,"K03324.01",61.54,56.85,361.4,551,4.232,-0.0005794
"FALSE POSITIVE",5130983,"K03325.01",37.71,37.69,202,442,9.334,-0.001088
"FALSE POSITIVE",11093538,"K03326.01",1859,8485,10440,809,88.65,0.05653
"FALSE POSITIVE",11044779,"K03327.01",18140,2289,17930,648,42.99,-0.0407
"FALSE POSITIVE",4634135,"K03328.01",3375,6305,33440,353,20.82,0.001864
"CANDIDATE",6955671,"K03329.01",95.97,71.61,626.1,851,-1.221,-6.059e-05
"CANDIDATE",4736644,"K03330.01",92.45,96.69,622.2,574,1.116,-0.0004196
"FALSE POSITIVE",5876805,"K03331.01",347200,77040,138800,650,239.9,0.04234
"FALSE POSITIVE",5818068,"K03332.01",2642,4690,6944,670,278.9,0.1629
"FALSE POSITIVE",12208887,"K03333.01",1495000,33450,1068000,409,244.8,-0.01315
"FALSE POSITIVE",11147814,"K03334.01",820600,45400,177700,272,245,-0.00208
"CANDIDATE",10922659,"K03335.01",48.16,63.72,459.2,636,2.667,-6.426e-05
"FALSE POSITIVE",8892720,"K03336.01",193100,875.2,51540,438,63.78,0.01512
"CANDIDATE",7692093,"K03337.01",127.4,138.8,946.5,725,1.301,0.0006422
"FALSE POSITIVE",7692093,"K03337.02",20.35,6.568,175,360,-5.242,0.0005439
"FALSE POSITIVE",8263752,"K03338.01",14420,89100,94140,979,326.3,0.06007
"FALSE POSITIVE",8263752,"K03338.02",3434,21020,22920,979,162.4,0.03359
"CANDIDATE",7772914,"K03339.01",86.38,47.59,366.2,638,2.428,-0.0002433
"CANDIDATE",3529290,"K03340.01",105.9,122.4,1055,801,2.397,2.4e-06
"CANDIDATE",3529290,"K03340.02",144.2,142.2,1783,923,4.291,3.72e-05
"CANDIDATE",5621333,"K03341.01",69.15,74.63,940.1,700,3.651,-0.0003367
"CANDIDATE",5621333,"K03341.02",114.8,125.3,1406,931,2.435,-2.138e-05
"FALSE POSITIVE",5392897,"K03342.01",755600,1118000,1357000,543,179.5,0
"CANDIDATE",3236705,"K03343.01",27.79,10.44,90.94,439,-0.2991,1.794e-05
"CANDIDATE",11810124,"K03344.01",372.7,395.9,2208,1240,3.522,-0.000138
"CANDIDATE",11810124,"K03344.02",119.4,121.7,759.3,842,2.288,0.0006158
"CANDIDATE",11810124,"K03344.03",8.749,2.053,85.81,321,5.081,0.0004604
"CANDIDATE",11303322,"K03345.01",42.4,49.72,536.1,613,4.649,-6.614e-05
"CANDIDATE",11241912,"K03346.01",113.6,90.96,927.2,783,-1.48,7.358e-05
"CANDIDATE",8824737,"K03347.01",116.6,90.29,631.4,675,-0.2511,-0.0005158
"CANDIDATE",9349757,"K03348.01",49.51,42.46,340.4,561,0.73,0.0004158
"CANDIDATE",9349757,"K03348.02",77.61,82.83,749.3,713,-0.3549,2.744e-05
"CANDIDATE",8636333,"K03349.01",32.57,23.76,305.6,441,0.5419,-0.0002823
"FALSE POSITIVE",7136958,"K03350.01",961000,275000,617800,593,312.5,0.0194
"FALSE POSITIVE",1995732,"K03351.01",181000,1289,42860,362,79.19,-0.1164
"CANDIDATE",8081239,"K03352.01",145.6,137.1,830.4,860,2.943,-0.0002561
"CANDIDATE",7091432,"K03353.01",126.1,109.9,712.6,675,-0.3163,0.0001941
"CANDIDATE",9845909,"K03354.01",75.15,84.74,700.3,771,1.595,-0.0001612
"CANDIDATE",9221528,"K03355.01",80.07,74.77,757.7,773,1.214,-0.0002355
"CANDIDATE",6368230,"K03356.01",61.61,45.94,618.9,598,-0.9744,-5.491e-05
"FALSE POSITIVE",7115291,"K03357.01",160800,14310,46440,472,146.8,0.002403
"CANDIDATE",4263529,"K03358.01",331.6,245.6,1847,752,8.877,5.551e-05
"FALSE POSITIVE",10711551,"K03359.01",5917000,749600,4383000,836,374.8,0
"FALSE POSITIVE",7866921,"K03360.01",110500,14540,36460,335,213.9,-0.000727
"CANDIDATE",6619815,"K03361.01",41.83,28.28,310.6,454,0.0641,-0.0001509
"FALSE POSITIVE",3098197,"K03362.01",614100,1805000,2479000,542,2119,0.2887
"CANDIDATE",11651712,"K03363.01",125.2,66.48,446.3,747,2.58,0.0002825
"FALSE POSITIVE",11081512,"K03364.01",79.01,61.96,484.8,537,-1.652,1.907e-05
"CANDIDATE",11455428,"K03365.01",75.29,57.1,397.8,721,0.9735,-0.0004037
"FALSE POSITIVE",10484409,"K03366.01",101.2,132.2,666.1,712,30.2,-0.005739
"CANDIDATE",10935993,"K03367.01",48.64,47.99,440.2,653,-3.616,0.0002134
"CANDIDATE",5257082,"K03368.01",107.7,103.9,388.4,844,0.7971,0.0005498
"FALSE POSITIVE",5796185,"K03369.01",398200,175100,278300,487,85.54,0.0632
"CANDIDATE",11657614,"K03370.01",239,252.9,1380,797,0.631,8.18e-05
"CANDIDATE",11657614,"K03370.02",58.4,59.74,319,498,-1.69,-0.0003718
"CANDIDATE",11125797,"K03371.01",27.65,21.9,154.1,404,1.026,0.0002903
"CANDIDATE",11125797,"K03371.02",92.61,112.1,362,679,0.1414,-4.839e-05
"CANDIDATE",9785921,"K03372.01",39.15,39.36,422.5,660,-0.9462,-0.0002788
"FALSE POSITIVE",9785921,"K03372.02",15.18,9.915,144.9,471,0.2586,-0.0005539
"FALSE POSITIVE",3102000,"K03373.01",40200,17580,23660,455,111.4,0.003487
"CANDIDATE",6705026,"K03374.01",146.9,167.3,1764,1130,-0.5496,5.623e-05
"CANDIDATE",6705026,"K03374.02",43.91,35.18,544.9,739,2.039,-2.331e-05
"CANDIDATE",6779726,"K03375.01",39.53,35.16,273.4,497,4.085,-0.0006099
"CANDIDATE",5553959,"K03377.01",137.8,141.9,640.4,507,0.1003,-0.0001894
"FALSE POSITIVE",4376629,"K03378.01",48.97,128.5,487.6,558,54.72,-0.01036
"CANDIDATE",2995392,"K03379.01",59.37,46.48,495.9,625,4.821,0.000201
"FALSE POSITIVE",3120308,"K03380.01",145.1,209.7,988.7,829,22.02,-0.0007792
"FALSE POSITIVE",3958301,"K03381.02",18.65,2.243,85.25,271,9.148,0.009972
"FALSE POSITIVE",9991621,"K03382.01",88.46,209.7,875.7,639,32.42,-0.0003196
"CANDIDATE",8078502,"K03383.01",51.7,23.95,359.6,479,-1.071,-0.000573
"CANDIDATE",8644365,"K03384.01",109.1,71.1,744.5,728,2.095,-5.179e-05
"CANDIDATE",8644365,"K03384.02",125,122.3,485.5,900,1.327,0.0001824
"FALSE POSITIVE",9489947,"K03385.01",94820,47680,62610,514,149.5,0.001404
"FALSE POSITIVE",6960487,"K03386.01",270200,37390,126200,607,53.47,-0.01476
"FALSE POSITIVE",6309264,"K03387.01",98.43,111.3,490.4,625,27.2,-0.01074
"FALSE POSITIVE",3858988,"K03388.01",226.1,363.7,1297,645,53.43,0.007828
"CANDIDATE",3848966,"K03389.01",55.58,33.18,865,918,-1.851,-0.000239
