"koi_disposition","kepid","kepoi_name","tce_impact","tcet_model_chisq","boot_mesmean","tce_fwm_sra","tce_fwm_prao","tce_slogg_sn","tce_albedo_sn"
"CANDIDATE",10723750,"K00209.01",0.2449,90250,-0.3388,19.252874,-0.000125,27.8666666666667,2.14919144496609
"CANDIDATE",10723750,"K00209.02",0.7083,66920,-0.090041,19.252874,-0.0001188,27.8666666666667,1.77997716025885
"FALSE POSITIVE",10602291,"K00210.01",0.9658,70980,-0.061888,19.518823,0.0005884,22.9473684210526,1.92851879145173
"CANDIDATE",10656508,"K00211.01",0.3352,68260,-0.26975,19.198017,0.0007906,30.2857142857143,2.66773162939297
"CANDIDATE",6300348,"K00212.01",0.4319,38820,0.081389,19.742648,-0.0008977,20.4545454545455,1.92030360531309
"FALSE POSITIVE",9164836,"K00213.01",0.9356,206900,-0.072347,19.714155,-0.008019,21.6190476190476,2.54913162705667
"CANDIDATE",11046458,"K00214.01",0.9296,55810,0.0035737,19.908333,0.0002351,37.5,1.64418212478921
"FALSE POSITIVE",12508335,"K00215.01",0.9706,69120,-0.031053,19.344338,0.0009722,23.1578947368421,2.02717325958879
"CANDIDATE",6152974,"K00216.01",0.65,70010,-0.072758,19.947558,0.001078,49.6666666666667,1.98207940676657
"CANDIDATE",6152974,"K00216.02",0.8759,67870,0.039713,19.947524,0.0004392,49.6666666666667,1.15131342209428
"CANDIDATE",9595827,"K00217.01",0.1622,85130,0.010801,19.657703,0.001912,90.8,2.78655767484105
"FALSE POSITIVE",9838975,"K00218.01",0.1475,75640,0.0031234,19.66891,0.001143,58.25,6.27424114671164
"CANDIDATE",6305192,"K00219.01",0.6968,73050,-0.021938,19.814269,-0.0002373,26.25,2.80953748922723
"CANDIDATE",7132798,"K00220.01",0.7363,69760,-0.50868,19.72976,-5.631e-06,32.6428571428571,2.1025641025641
"CANDIDATE",7132798,"K00220.02",0.8896,58670,-0.47803,19.729755,2.054e-05,32.6428571428571,0.881031307550645
"CANDIDATE",3937519,"K00221.01",0.5574,69450,-0.10743,19.062046,-0.0002326,25.3529411764706,1.74083375188348
"CANDIDATE",3937519,"K00221.02",0.8983,60900,-0.071746,19.062057,-7.155e-05,25.3529411764706,0.377144970414201
"CANDIDATE",4249725,"K00222.01",0.8225,69710,-0.081684,19.192771,0.0002262,58.75,2.60869565217391
"CANDIDATE",4249725,"K00222.02",0.8058,64110,-0.091404,19.192777,-7.528e-05,58.75,2.17655268667132
"CANDIDATE",4545187,"K00223.01",0.8997,69290,-0.038251,19.077473,0.0001163,46.3,2.23098075160403
"CANDIDATE",4545187,"K00223.02",0.7451,64450,-0.023088,19.077464,0.0004907,46.3,1.88692748091603
"FALSE POSITIVE",5547480,"K00224.01",0.9812,54360,-0.15027,19.709207,0.004861,20.4090909090909,1.29839883551674
"FALSE POSITIVE",5801571,"K00225.01",0.9004,52460,-0.39969,19.660883,-0.000935,36.25,2.21602288984263
"CANDIDATE",5959753,"K00226.01",0.9218,68150,-0.082079,19.442715,0.0003117,56.125,3.39389860924181
"CANDIDATE",3847907,"K00229.01",0.6983,68610,-0.17027,19.384397,-0.0008899,23,1.38453119299526
"FALSE POSITIVE",3862246,"K00230.01",0.9619,59290,-0.093846,19.634501,0.003877,32,3.0488038277512
"FALSE POSITIVE",4043443,"K00231.01",0.9721,68530,-0.060484,19.160165,-0.0008265,116,1.16109045848823
"CANDIDATE",4833421,"K00232.01",0.654,70920,-0.084311,19.40746,0,30.5714285714286,1.90379329301814
"CANDIDATE",4833421,"K00232.02",0.8285,64330,-0.15458,19.407453,0,30.5714285714286,1.97326732673267
"CANDIDATE",4833421,"K00232.03",0.9484,58680,-0.16468,19.407467,0,30.5714285714286,2.20570012391574
"CANDIDATE",4833421,"K00232.04",0.8098,56850,-0.12846,19.407464,0,30.5714285714286,1.46935138987883
"CANDIDATE",4833421,"K00232.05",0.7594,54600,-0.17976,19.407456,0,30.5714285714286,1.50188323917137
"FALSE POSITIVE",5023956,"K00233.01",0.9998,563200,-0.42877,19.68243,0.06048,34.5384615384615,0.458519793459553
"CANDIDATE",8491277,"K00234.01",0.8283,67830,-0.071253,19.357212,-0.0001339,21.8,1.92195652173913
"CANDIDATE",8107225,"K00235.01",0.8366,67770,-0.096976,19.673993,-0.0005645,45.8,1.91553328561203
"FALSE POSITIVE",8453211,"K00236.01",1,508200,-0.10588,19.919723,0.02224,21.0952380952381,0.832676648279485
"CANDIDATE",8041216,"K00237.01",0.8955,68120,-0.022198,19.730093,-0.00017,40,2.31600348533256
"CANDIDATE",7219825,"K00238.01",0.7263,68130,-0.095967,19.799905,-1.12e-05,30.5,1.55300859598854
"CANDIDATE",7219825,"K00238.02",0.9204,65230,0.36087,19.799927,-0.0002463,30.5,2.64933239634575
"CANDIDATE",7219825,"K00238.03",0.8547,64940,-0.09988,19.799886,8.615e-05,30.5,0.764194139194139
"CANDIDATE",6383785,"K00239.01",0.8216,67890,-0.1623,19.813414,-0.001668,30.5714285714286,1.61941170224063
"CANDIDATE",6383785,"K00239.02",0.8974,62500,-0.23956,19.81344,-0.00037,30.5714285714286,1.2115014080332
"CANDIDATE",8026752,"K00240.01",0.73,67430,-0.089154,19.405347,-0.0001599,21.1428571428571,2.14228255404726
"CANDIDATE",11288051,"K00241.01",0.8963,53670,-0.20966,19.116849,0.0001222,93.2,2.57533234859675
"CANDIDATE",11288051,"K00241.02",0.9643,51930,-0.12724,19.116893,-0.000423,93.2,1.99562773266708
"CANDIDATE",11288051,"K00241.03",0.9005,50190,-0.34639,19.11683,0.0001142,93.2,1.0234532955924
"FALSE POSITIVE",3642741,"K00242.01",0.4495,76080,-0.10466,19.375762,0.001466,22.55,2.28514588859416
"FALSE POSITIVE",9592579,"K00243.01",1,527600,-0.16373,19.577808,0.03197,20.3181818181818,1.45220257716512
"CANDIDATE",4349452,"K00244.01",0.883,70610,-0.039536,19.109235,-0.0008787,142.666666666667,1.24271595430625
"CANDIDATE",4349452,"K00244.02",0.8941,69360,-0.064724,19.109231,-0.0002248,142.666666666667,2.92307692307692
"CANDIDATE",8478994,"K00245.01",0.7743,78950,-2.3776,18.937318,-0.0008098,152.333333333333,1.69003186162949
"CANDIDATE",8478994,"K00245.02",0.9014,76010,-0.22533,18.937299,-5.604e-05,152.333333333333,1.15330084182543
"CANDIDATE",11295426,"K00246.01",0.8134,68800,-0.090748,19.402156,-4.282e-05,142.666666666667,1.72553597962216
"CANDIDATE",11295426,"K00246.02",0.8913,62090,-0.16582,19.402126,5.118e-05,142.666666666667,0.433904201230934
"CANDIDATE",11852982,"K00247.01",0.9186,59350,0.018815,18.999884,0.0005753,94.8,3.0934160634264
"CANDIDATE",5364071,"K00248.01",0.8506,74070,-0.22003,19.486295,0.000292,117.75,1.50237852531431
"CANDIDATE",5364071,"K00248.02",0.8999,68880,-0.16348,19.486288,0.0003273,117.75,2.37710299548625
"CANDIDATE",5364071,"K00248.03",0.9781,61510,-0.1003,19.486299,-3.725e-06,117.75,1.17517006802721
"CANDIDATE",5364071,"K00248.04",0.8051,58570,-0.16222,19.486294,0.0001609,117.75,1.35522858644246
"CANDIDATE",9390653,"K00249.01",0.8508,68710,-0.011264,18.994798,0.0005224,81.6666666666667,3.07452907452907
"CANDIDATE",9757613,"K00250.01",0.8021,73070,-0.090549,18.996072,0.001444,117.75,2.88501742160279
"CANDIDATE",9757613,"K00250.02",0.9104,68820,-0.14697,18.996072,0.001046,117.75,3.1142416055577
"CANDIDATE",9757613,"K00250.03",0.7575,66580,-0.16708,18.996079,0.0003642,117.75,1.41266527487822
"CANDIDATE",9757613,"K00250.04",0.8985,66850,-0.24203,18.996069,0.000243,117.75,1.98084291187739
"CANDIDATE",10489206,"K00251.01",0.7719,61420,-0.049544,19.883866,-0.002341,118.75,2.27598566308244
"CANDIDATE",10489206,"K00251.02",0.8788,58810,-0.046027,19.883871,-0.0003091,118.75,0.690710382513661
"CANDIDATE",11187837,"K00252.01",0.7804,71330,-0.023412,19.360101,0.0001334,94.8,2.49128424048381
"CANDIDATE",11752906,"K00253.01",0.861,56650,-0.061488,19.038283,0.0001267,117,1.86642115835286
"CANDIDATE",11752906,"K00253.02",0.9529,53990,-0.069076,19.038306,-0.000606,117,2.40874407094246
"CANDIDATE",5794240,"K00254.01",0.4826,92160,0.03785,19.52486,0.0003089,156.666666666667,2.15405135045015
"CANDIDATE",7021681,"K00255.01",0.5941,68930,0.023866,19.190538,0.0003092,118.75,3.29276773296245
"CANDIDATE",7021681,"K00255.02",0.7616,66940,-0.030069,19.190475,0.0005235,118.75,0.49447963800905
"FALSE POSITIVE",7021681,"K00255.03",0.8998,65600,-0.040907,19.190567,-0.0001288,118.75,0.577105831533477
"FALSE POSITIVE",11548140,"K00256.01",0.7325,88730,-1.3259,19.012349,-0.0008784,120.5,0.945205479452055
"CANDIDATE",5514383,"K00257.01",0.8711,59990,-0.226,18.975666,0.0001405,436,1.37298387096774
"FALSE POSITIVE",11231334,"K00258.01",1,83510,-0.16887,18.96947,-0.0007727,11.8064516129032,1.70897304674173
"FALSE POSITIVE",5790807,"K00259.01",0.6101,75650,-1,19.451464,-0.00258,17.6363636363636,2.43079949416889
"CANDIDATE",8292840,"K00260.01",0.6717,72720,-0.54499,19.289816,6.138e-05,141.333333333333,1.26943005181347
"CANDIDATE",8292840,"K00260.02",0.8998,68950,-0.066117,19.289817,1.493e-05,141.333333333333,1.95748898678414
"CANDIDATE",8292840,"K00260.03",0.9599,64010,-0.087387,19.28983,-4.144e-05,141.333333333333,3.05903527717783
"CANDIDATE",5383248,"K00261.01",0.8146,88520,-0.22875,19.804666,-0.0001819,40.1818181818182,2.82220131702728
"CANDIDATE",11807274,"K00262.01",0.9059,69310,-0.045125,19.206729,-8.77e-06,138,3.07375441349549
"CANDIDATE",11807274,"K00262.02",0.9844,68370,-0.040856,19.206728,-3.192e-06,138,1.29670839128419
"FALSE POSITIVE",10514430,"K00263.01",0.8976,69610,-1.1519,18.751556,5.173e-05,135.333333333333,0
"FALSE POSITIVE",3097346,"K00264.01",0.9788,71850,-0.086346,19.046744,-0.004655,11.9117647058824,1.63562753036437
"CANDIDATE",12024120,"K00265.01",0.9005,67510,-0.094976,19.801241,4.349e-05,30.2142857142857,1.83111111111111
"CANDIDATE",7375348,"K00266.01",0.8654,68100,-0.21088,19.693622,-1.537e-05,35.5833333333333,2.4693637077769
"CANDIDATE",7375348,"K00266.02",0.9807,65450,-0.55867,19.693647,-0.0001124,35.5833333333333,2.6361208136429
"CANDIDATE",3425851,"K00268.01",0.6201,68190,-0.97015,19.048586,0.000119,141.333333333333,0
"CANDIDATE",7670943,"K00269.01",0.9063,66740,-0.1128,19.156378,0,140.666666666667,2.26964112512124
"CANDIDATE",6528464,"K00270.01",0.8645,69100,-0.13562,19.582181,-3.269e-05,409,2.65649762282092
"CANDIDATE",6528464,"K00270.02",0.7936,63770,-0.53771,19.582183,-6.429e-05,409,2.469769291965
"CANDIDATE",9451706,"K00271.01",0.8236,74000,-0.095862,19.012681,-0.0002136,426,3.18988703604088
"CANDIDATE",9451706,"K00271.02",0.8111,69060,-0.14085,19.012682,-0.000242,426,2.42255566311713
"CANDIDATE",9451706,"K00271.03",0.8999,66680,-0.028056,19.012685,-7.829e-05,426,1.78488048916064
"FALSE POSITIVE",5716763,"K00272.01",0.9008,56180,-0.34774,19.673408,2.496e-06,12.4375,0.760127253446447
"CANDIDATE",3102384,"K00273.01",0.9234,67150,-0.1018,19.165235,9.328e-05,440,2.49700910273082
"CANDIDATE",8077137,"K00274.01",0.6137,66920,-0.0012972,18.832815,7.527e-07,135.333333333333,1.6485632183908
"CANDIDATE",8077137,"K00274.02",0.9156,63480,-0.084009,18.832822,-1.107e-05,135.333333333333,1.62680159460288
"CANDIDATE",10586004,"K00275.01",0.774,53620,-0.037666,19.020749,-1.299e-05,135.666666666667,2.57492795389049
"CANDIDATE",10586004,"K00275.02",0.8775,50050,-0.7175,19.020752,-3.616e-05,135.666666666667,1.66199813258637
"CANDIDATE",11133306,"K00276.01",0.8596,66880,-0.10901,19.310951,0.0002025,144,3.58504049547404
"CANDIDATE",11401755,"K00277.01",0.7941,75910,-0.074928,19.416679,-8.509e-06,134.666666666667,2.69078947368421
"CANDIDATE",11401755,"K00277.02",1,63310,0.023864,19.416689,-2.489e-05,134.666666666667,0.343862068965517
"CANDIDATE",12314973,"K00279.01",0.5521,73740,-0.19773,19.699103,3.175e-05,83.2,3.44722080571137
"CANDIDATE",12314973,"K00279.02",0.9175,68320,-0.03776,19.699108,-3.356e-05,83.2,3.40474368783474
"CANDIDATE",12314973,"K00279.03",0.8783,64730,-0.058402,19.699111,-7.683e-06,83.2,1.36609464378575
"CANDIDATE",4141376,"K00280.01",0.8999,69500,-0.11047,19.112639,5.744e-06,147,3.25788970353841
"CANDIDATE",4143755,"K00281.01",0.7593,66790,-0.098223,19.176999,1.187e-05,136.333333333333,2.4985835694051
"CANDIDATE",5088536,"K00282.01",0.7417,68300,-0.067247,19.23004,2.016e-05,215,2.25574887455895
"CANDIDATE",5088536,"K00282.02",0.8999,65970,-0.0062949,19.230047,-2.189e-05,215,2.11915269196823
"CANDIDATE",5088536,"K00282.03",0.8851,61960,-0.52703,19.230045,-2.686e-05,215,0.53707002877895
"CANDIDATE",5695396,"K00283.01",0.8844,81730,-0.14946,19.235389,4.58e-05,40.0909090909091,2.60010201479214
"CANDIDATE",5695396,"K00283.02",0.8214,76710,-0.23356,19.235385,1.704e-05,40.0909090909091,1.51117886178862
"CANDIDATE",6021275,"K00284.01",0.9423,53750,-0.10746,18.882405,-0.0001089,30.8571428571429,2.15293093441671
"CANDIDATE",6021275,"K00284.02",0.9725,49550,-0.15849,18.882384,-1.598e-05,30.8571428571429,2.44444444444444
"CANDIDATE",6021275,"K00284.03",0.9084,47110,-0.18311,18.882366,6.599e-05,30.8571428571429,1.6891576490558
"CANDIDATE",6021275,"K00284.04",0.8309,43940,-0.48815,18.882394,-5.894e-05,30.8571428571429,0.883634677793231
"CANDIDATE",6196457,"K00285.01",0.759,68760,-0.038644,19.272406,-4.106e-07,135,3.25349040139616
"CANDIDATE",6196457,"K00285.02",0.8356,64370,-0.17394,19.272414,-5.984e-05,135,2.71966527196653
"CANDIDATE",6196457,"K00285.03",0.8394,61090,-0.30886,19.272409,-1.481e-05,135,2.17122830440587
"FALSE POSITIVE",8258171,"K00286.01",0.9997,68160,-0.10135,19.947955,0.001145,12.8666666666667,0.85437541750167
"FALSE POSITIVE",8703887,"K00287.01",0.5959,64290,0.64665,19.795674,-0.001949,21.15,2.66478342749529
"CANDIDATE",9592705,"K00288.01",0.7217,68030,-0.086877,19.581085,4.905e-05,132,2.20085242408098
"CANDIDATE",10386922,"K00289.01",0.491,73340,-2.9575,18.863043,-0.0002362,20.6,1.91981540236516
"CANDIDATE",10386922,"K00289.02",0.7534,67030,-0.22383,18.863041,-1.643e-05,20.6,2.41894469167196
"FALSE POSITIVE",10488450,"K00290.01",0.9005,54510,-0.035482,19.869346,0.002038,23.3333333333333,2.28700906344411
"CANDIDATE",10933561,"K00291.01",0.7461,53600,-0.031756,19.818545,-0.0001865,20.7,1.62590476190476
"CANDIDATE",10933561,"K00291.02",0.8883,51600,-0.0085113,19.818542,-5.756e-05,20.7,1.09638554216867
"CANDIDATE",11075737,"K00292.01",0.8268,55240,-0.014813,19.155097,5.944e-05,44.2,2.20238095238095
"FALSE POSITIVE",11200415,"K00293.01",0.984,67310,-0.045753,19.756387,0.002338,14.8888888888889,1.80842911877395
"CANDIDATE",11259686,"K00294.01",0.7851,54730,-0.06236,19.884597,0.0001423,30.2857142857143,2.49398823228447
"CANDIDATE",11547513,"K00295.01",0.9001,56240,-0.07498,18.982605,7.602e-06,36.5,3.11774967291757
"CANDIDATE",11547513,"K00295.02",0.8859,51440,-0.077278,18.98258,0.0001061,36.5,1.27216209993092
"CANDIDATE",11802615,"K00296.01",0.882,54310,-0.048743,19.002783,-0.0001265,30.9285714285714,2.5852998065764
"CANDIDATE",11905011,"K00297.01",0.8986,53600,-0.029718,19.083145,1.076e-05,35.1666666666667,1.9726869238648
"CANDIDATE",12785320,"K00298.01",0.8774,67610,-0.056661,19.366286,-0.0001458,90.8,1.125
"CANDIDATE",12785320,"K00298.02",0.9719,65840,-0.069304,19.366272,-1.679e-05,90.8,2.42926533090468
"CANDIDATE",2692377,"K00299.01",0.9,85090,-0.37375,19.044101,5.064e-05,33.3846153846154,2.78706800445931
"FALSE POSITIVE",3438975,"K00300.01",0.9996,67500,-0.22777,19.341437,-0.0004526,12.7096774193548,0.673951048951049
"CANDIDATE",3642289,"K00301.01",0.9147,67240,-0.065211,19.366344,-3.939e-05,35.5833333333333,2.37088733798604
"CANDIDATE",3642289,"K00301.02",0.8996,61450,-0.11936,19.366384,-0.0001436,35.5833333333333,1.66173269481933
"CANDIDATE",3662838,"K00302.01",0.6629,55900,0.029003,19.707248,0.0001101,14.8461538461538,1.73183619550859
"CANDIDATE",5966322,"K00303.01",0.7486,72570,-0.78207,19.578365,-0.0001004,33.5384615384615,2.36631234668847
"CANDIDATE",6029239,"K00304.01",0.8464,73210,-0.052653,19.139333,6.307e-05,37.8333333333333,2.53209549071618
"CANDIDATE",6029239,"K00304.02",0.8822,70890,-0.047106,19.13936,-2.715e-05,37.8333333333333,0.861040929762506
"CANDIDATE",6063220,"K00305.01",0.8978,77640,0.014517,19.823612,0.0001683,92,2.44681988241582
"CANDIDATE",6071903,"K00306.01",0.8265,88160,-0.17309,19.954644,4.88e-05,50.7777777777778,2.24415887850467
"CANDIDATE",6289257,"K00307.01",0.9,67390,-0.14074,19.54534,-3.859e-05,34,2.27497789566755
"CANDIDATE",6289257,"K00307.02",0.8963,65580,-0.072857,19.545369,-0.0001391,34,1.92525287159266
"CANDIDATE",6291837,"K00308.01",0.8975,71270,-0.12254,19.595311,0.0001206,35.9166666666667,3.18079301564205
"FALSE POSITIVE",7024222,"K00309.01",0.9016,70890,-0.034954,19.255402,-0.001019,76.6666666666667,1.18248496406044
"CANDIDATE",7050989,"K00312.01",0.9,63340,-0.020004,19.764488,-5.483e-07,35.6666666666667,1.7492882899981
"CANDIDATE",7050989,"K00312.02",0.8764,60200,-0.062308,19.764497,-7.669e-05,35.6666666666667,2.67334818114328
"CANDIDATE",7419318,"K00313.01",0.8911,70910,-0.068834,18.809029,3.233e-05,91,2.50226537216828
"CANDIDATE",7419318,"K00313.02",0.8732,66280,-0.0064315,18.809028,3.494e-05,91,2.37254578452401
"CANDIDATE",7603200,"K00314.01",0.8836,79030,-0.085185,19.358769,-8.085e-05,94.8,3.12428919577579
"CANDIDATE",7603200,"K00314.02",0.9849,79610,-0.13069,19.358764,3.272e-05,94.8,1.37959393472115
"CANDIDATE",7603200,"K00314.03",0.9992,76110,0.039596,19.358753,5.394e-05,94.8,0.262121212121212
"CANDIDATE",7700622,"K00315.01",0.8414,81680,-0.18886,19.818115,4.738e-05,116,2.27763196267133
"CANDIDATE",8008067,"K00316.01",0.709,70050,-0.11799,18.826123,-2.066e-05,36.0833333333333,1.58128856363897
"CANDIDATE",8008067,"K00316.02",0.7458,65910,-0.98895,18.826144,-0.0004604,36.0833333333333,2.52019144481005
"CANDIDATE",8008067,"K00316.03",0.9002,63690,-0.057365,18.82613,-7.572e-05,36.0833333333333,1.85702658708627
"CANDIDATE",8121310,"K00317.01",0.7439,67740,0.02376,19.921094,-5.759e-05,35.5833333333333,2.65022137887413
"CANDIDATE",8121310,"K00317.02",0.9887,64680,-0.06002,19.921083,1.465e-05,35.5833333333333,2.04090909090909
"CANDIDATE",8156120,"K00318.01",0.5856,106900,-0.33484,19.210268,0,23.7647058823529,2.0529965329371
"CANDIDATE",8684730,"K00319.01",0.9069,68330,-0.30266,19.341168,-0.0001425,393,2.71526586620926
"FALSE POSITIVE",8700558,"K00320.01",0.9001,68590,-0.15592,19.729808,0.0002491,29.4,2.45166858457998
"CANDIDATE",8753657,"K00321.01",0.8998,67060,-0.35916,19.456548,-2.435e-05,37.3333333333333,2.67597208374875
"CANDIDATE",8753657,"K00321.02",0.886,57400,-0.30158,19.456553,-2.082e-05,37.3333333333333,1.06216914932907
"FALSE POSITIVE",8948424,"K00322.01",0.9118,69930,-0.086949,19.347289,-0.03629,0,5.55630554618067
"CANDIDATE",9139084,"K00323.01",0.8654,94350,-0.11477,18.937409,-8.512e-05,56.75,2.13984168865435
"FALSE POSITIVE",9641041,"K00324.01",0.9026,68520,-0.19677,19.201637,-6.577e-06,17.8260869565217,2.01827485380117
"FALSE POSITIVE",9724984,"K00325.01",0.983,56110,-0.046675,19.822184,-0.02528,14.8148148148148,1.56171284634761
"CANDIDATE",9880467,"K00326.01",0.7196,78160,-0.071779,19.11044,-0.002696,16.8,1.52151162790698
"CANDIDATE",9880467,"K00326.02",0.9599,74390,-0.94621,19.110435,-0.002291,16.8,2.29201019337431
"CANDIDATE",9881662,"K00327.01",0.8929,68120,-0.1647,19.157959,-4.876e-05,36.6666666666667,2.11165946946329
"CANDIDATE",9881662,"K00327.02",0.9232,59490,-0.58405,19.157972,-0.000157,36.6666666666667,2.3181083265966
"FALSE POSITIVE",9895004,"K00328.01",0.8999,75300,-0.83693,19.571726,0.0004848,30.7857142857143,1.73257287705957
"FALSE POSITIVE",10031885,"K00329.01",0.9982,54500,-0.073532,19.921259,-0.0001957,21.5238095238095,0.619076184763047
"CANDIDATE",11361646,"K00330.01",0.8869,67140,-0.47645,19.790604,7.85e-05,36.5833333333333,2.49315950426525
"CANDIDATE",11361646,"K00330.02",0.8949,61480,-0.63412,19.790633,-4.707e-05,36.5833333333333,0.98406374501992
"CANDIDATE",10285631,"K00331.01",0.8862,55160,-0.11131,19.745569,-3.893e-05,19.2380952380952,1.85377358490566
"CANDIDATE",10285631,"K00331.02",0.9,51600,-0.12554,19.745581,-6.326e-05,19.2380952380952,0.426668099280112
"CANDIDATE",10290666,"K00332.01",0.838,52620,-0.18886,19.843391,2.787e-05,40,1.28529900332226
"CANDIDATE",10290666,"K00332.02",0.9088,48250,-0.16336,19.843409,-2.311e-05,40,0.927536231884058
"CANDIDATE",10337258,"K00333.01",0.7459,72380,-0.083683,19.397198,-2.066e-05,14.7037037037037,1.83937316356513
"FALSE POSITIVE",10383687,"K00334.01",0.9885,69900,0.0087878,18.727558,-0.009879,22,1.36193410760844
"FALSE POSITIVE",10470206,"K00335.01",0.8548,68160,-0.53154,19.454596,-0.0006504,19.6666666666667,1.66859623733719
"FALSE POSITIVE",10518725,"K00336.01",0.8457,67810,-0.066366,18.928173,-0.003453,16.0416666666667,1.29291949563531
"CANDIDATE",10545066,"K00337.01",0.7817,54770,-0.37409,19.712306,0.0001394,36.0833333333333,1.65366129488267
"CANDIDATE",10552611,"K00338.01",0.8949,56450,-0.042977,19.864705,0.0001924,114.25,1.9552827707146
"CANDIDATE",10552611,"K00338.02",0.8968,54160,-0.1644,19.864717,1.059e-05,114.25,0.737068965517241
"CANDIDATE",10587105,"K00339.01",0.8996,54730,-0.36589,19.059234,-2.879e-05,30.6428571428571,1.50631808278867
"CANDIDATE",10587105,"K00339.02",0.9534,44940,-0.16423,19.059234,-3.223e-05,30.6428571428571,2.26706231454006
"CANDIDATE",10587105,"K00339.03",0.9657,43090,-0.20045,19.059193,0.0003192,30.6428571428571,1.83420273509093
"FALSE POSITIVE",10616571,"K00340.01",0.1,681500,-0.22961,19.844341,0.0007737,33.3846153846154,0
"CANDIDATE",10878263,"K00341.01",0.7134,75280,-0.15588,19.864111,-6.802e-05,49.3333333333333,2.70850935425468
"CANDIDATE",10878263,"K00341.02",0.887,71410,-0.16472,19.864107,2.113e-05,49.3333333333333,1.86812518991188
"CANDIDATE",10982872,"K00343.01",0.9,70960,-0.23515,19.674597,0.0001001,26.625,2.07133507853403
"CANDIDATE",10982872,"K00343.02",0.933,62580,-0.43966,19.674601,1.018e-05,26.625,1.99641943734015
"CANDIDATE",10982872,"K00343.03",0.7139,51470,-0.17267,19.674604,-1.067e-05,26.625,1.11023351648352
"CANDIDATE",11015108,"K00344.01",0.736,69900,-0.137,18.889345,0.000245,41.2727272727273,3.08094588449295
