"koi_disposition","kepid","kepoi_name","tce_model_dof","tce_nkoi","tcet_ingress","tcet_depth","tce_max_sngle_ev","tce_cap_stat","tce_rb_tcount4","tce_fwm_sdeco","tce_fwm_prao","tce_dicco_msky","tce_dikco_mdec","tce_period_sn","tce_dor_sn","tce_fwm_sdec_sn"
"CANDIDATE",7834712,"K07850.01",444.4,1,0.7716,874.3,5.147,3.284,0,-2.215,-0.0007688,3.9933,-1.4744,89571.293489069,1.24620008065317,112004.562982005
"FALSE POSITIVE",7841368,"K07851.01",1983,1,1.427,76.66,3.731,-11.36,0,-16.02,0.01104,6.6004,0.34086,81464.3089934722,0.34547181646265,105100.799516908
"FALSE POSITIVE",7879648,"K07852.01",19110,1,0.3073,115,3.021,5.507,0,-5.04,0.0001087,2.466,-2.1968,125512.300751436,0.497895237901709,124439.487179487
"FALSE POSITIVE",7882360,"K07853.01",441.5,1,4.152,521.5,5.134,0.1716,0,-2.855,-6.601e-05,0.43215,-1.5659,20606.1069047862,0.583407455707941,258465.544378698
"FALSE POSITIVE",7885494,"K07854.01",33040,1,2.347,85.37,3.201,-0.05399,6,1.095,-0.0002839,1.585,-1.9886,85762.3924417884,0.424138281683757,112252.529562982
"FALSE POSITIVE",7891264,"K07855.01",83.86,1,0.01093,1190,4.816,2.491,0,1.019,0.001497,1.0716,0.90148,6153.26502321419,0.157180892982641,85375.7201565558
"FALSE POSITIVE",7897936,"K07856.01",367.4,1,2.013,337.9,6.84,1.972,0,-2.972,-0.0001595,0,0,33621.1448847055,3.85977748320486,108377.803970223
"FALSE POSITIVE",7919516,"K07857.01",33920,1,0.317,31.42,4.944,4.483,0,-1.498,0.0001808,3.4538,-0.27611,49663.3266878975,0.966217297029675,142327.472312704
"FALSE POSITIVE",7919867,"K07858.01",14430,1,2.138e-05,46.56,3.739,2.57,0,6.255,-0.0002038,5.8352,4.757,148056.648017873,0.470542202313586,156505.584229391
"CANDIDATE",7954278,"K07859.01",26970,1,0.01429,110.3,3.791,10.77,9,1.119,0.0001057,1.2264,-0.65075,68878.6206354464,0.203202313245055,190941.227074236
"FALSE POSITIVE",7967517,"K07860.01",33720,1,0.18,24.93,3.719,-21.12,1,3.405,-0.0004511,0,0,65151.1591434671,1.30922902673248,183265.828451883
"FALSE POSITIVE",8042747,"K07861.01",155.5,1,2.1,376.5,6.201,4.463,0,0.2873,-0.0001609,1.3397,-0.23551,63807.2976829517,0.254534615566523,108810.397022333
"FALSE POSITIVE",8042835,"K07862.01",41620,1,5.072,84.49,3.652,4.717,0,-0.6545,-2.903e-05,0.15861,-0.01626,58781.5472454994,0.139547610570881,102036.83255814
"CANDIDATE",8107150,"K07863.01",17810,1,0.8274,32.28,3.152,5.727,12,-1.147,-2.588e-05,1.2628,1.1484,73957.4314472575,0.591597273540383,120089.948087432
"FALSE POSITIVE",8109692,"K07864.01",779.9,1,1.073,206.2,4.513,2.763,0,15.9,-0.0001567,7.0813,7.0224,94218.4616122151,0.707270448809919,227991.595854922
"CANDIDATE",8110757,"K07865.01",2037,1,0.633,2167,9.692,-82.28,0,-7.715,0.01657,3.901,-4.8605,65816.2040195604,16.6560997955398,1824838.46473029
"FALSE POSITIVE",8110758,"K07866.01",2508,1,0.4158,1710,13.97,-17.99,0,8.292,0,3.4118,2.6319,305548.247813084,3.67104969284961,1195134.5923913
"FALSE POSITIVE",8112324,"K07867.01",64.52,1,1.102,63850,205.3,6.229,0,-0.01247,-0.0001449,0.20015,-0.16158,443766.08643677,0.298533134037766,5080258.31408776
"FALSE POSITIVE",8126531,"K07868.01",158.8,1,0.4815,512.4,5.146,1.754,0,-0.122,6.546e-05,0.22752,-0.34519,65858.3417667453,0.714754472805403,202732.239631336
"FALSE POSITIVE",8179286,"K07869.01",3530,1,1.718,92.02,4.47,-17.76,0,-54.61,0.002123,1.4855,0.75431,126225.682655194,0.289241600655724,118585.636118598
"CANDIDATE",8182107,"K07870.01",307.3,1,0.4173,262.7,4.571,-1.874,0,1.992,-0.0003849,4.5918,4.7688,127538.973951221,0.205115456743896,69289.5487421384
"FALSE POSITIVE",8197767,"K07871.01",590,1,2.401,457.3,8.543,2.45,0,-0.07437,0,2.1734,1.6289,59708.3468830589,1.7392819492462,174055.964426877
"FALSE POSITIVE",8210370,"K07872.01",8488,1,13.51,1671,5.095,6.224,0,-0.06865,-0.0002225,0.040777,0.040115,20365.2461179188,12.6501173995586,14440758.496732
"CANDIDATE",8222395,"K07873.01",10040,1,0.01783,33.58,3.262,8.59,0,1.173,2.783e-05,1.0144,-1.3663,156177.141101715,0.692329119195545,118467.335120643
"FALSE POSITIVE",8231299,"K07874.01",58680,1,1.422,48.19,3.699,6.305,0,1.154,-1.306e-05,0.88186,1.0265,44019.1342608178,1.18626547502214,102010.900692841
"CANDIDATE",8242769,"K07875.01",518.9,1,7.354,1413,10.37,8.424,2,-0.4531,0.008332,2.2238,1.661,18317.3708920188,2.04356076487584,93564.2457627119
"FALSE POSITIVE",8245108,"K07876.01",44460,1,0.9924,73.63,3.742,-1.21,0,1.996,0.0003729,5.0541,3.9555,48954.2246079716,0.500641714812147,115088.268229167
"FALSE POSITIVE",8260269,"K07877.01",4593,1,0.3097,77.63,3.852,2.771,0,3.659,0,0.93675,7.0638,152762.726527639,0.308515070687603,156610.234042553
"CANDIDATE",8263187,"K07878.01",469.4,1,0.7593,2903,3.532,5.068,0,1.667,-0.012,4.3888,0.9739,44338.0371862246,0.593219178195497,173845.405511811
"FALSE POSITIVE",8297017,"K07879.01",25020,1,2.737,129.3,2.946,6.284,11,-0.1348,-1.593e-05,0.32321,0.36934,74191.9090220445,1.46879446152187,176376.386454183
"FALSE POSITIVE",8345473,"K07881.01",2083,1,1.074,250.4,2.708,2.737,0,19.49,-0.00251,7.6615,6.4734,52638.5464955818,0.730394164052395,515870.639534884
"CANDIDATE",8364232,"K07882.01",805,1,1.867,442.7,3.295,3.885,0,-0.9471,-0.0002847,0.53092,0.28155,78070.2801275564,0.231440386032987,90760.0347648262
"FALSE POSITIVE",8374394,"K07883.01",316.4,1,1.684,592.3,4.777,0.8042,0,0.1927,-0.0003344,0.17651,0.27975,89894.4720445617,2.10966964900695,301772.340136054
"CANDIDATE",8391983,"K07884.01",4190,1,0.05426,182.3,3.408,-4.902,0,-11.86,0.002333,6.6987,-5.4673,23599.064901552,0.227275884032779,93585.9219409283
"FALSE POSITIVE",8429014,"K07885.01",5025,1,1.599,207.3,5.745,-15.25,0,47.24,-0.00153,15.598,14.709,124516.352810625,3.2955471264869,380024.974358974
"FALSE POSITIVE",8440062,"K07886.01",443,1,6.9,318.5,5.658,5.546,3,-0.3957,0.00229,4.8407,-0.68788,40638.4471235415,2.54890056396247,66595.9370314843
"FALSE POSITIVE",8460634,"K07887.01",6749,1,1.232,216,4.993,-5.965,0,-14.48,0.003806,1.0453,-0.64371,421749.493742323,1.51683803607481,586876.609498681
"CANDIDATE",8488381,"K07888.01",6002,1,0.02736,30.83,3.243,4.015,0,0.01841,4.813e-06,2.7335,-0.3162,94702.4660382451,0.292279717862549,76338.1560891938
"CANDIDATE",8489260,"K07889.01",572.1,1,1.763,710.9,4.604,2.655,1,0.4589,0.001512,0.73974,-0.29894,48003.8481811447,0.208992739293571,103535.039534884
"FALSE POSITIVE",8508493,"K07890.01",211.4,1,3.236,1130,5.225,1.638,0,-9.136,0.002005,6.3427,-4.8174,53910.1612880858,0.222137558584276,98848.5631929047
"FALSE POSITIVE",8524110,"K07891.01",51510,1,0.987,17.99,3.173,7.427,0,1.043,0,1.9634,0.68903,76638.2708689883,1.39937061423335,132649.851190476
"CANDIDATE",8540376,"K07892.01",372,1,1.461,462.9,7.036,6.612,0,1.839,-0.0005344,0.3401,0.00046154,26136.597005584,1.24544365874565,137947.842592593
"FALSE POSITIVE",8545603,"K07893.01",449.2,1,1.295,620.4,4.206,6.346,0,-1.224,-0.0004548,0.94257,-0.67171,82107.0293078826,0.125912258224225,87886.3582677165
"CANDIDATE",8555967,"K07894.01",647.2,1,0.1718,312.6,5.969,1.741,0,-3.274,6.785e-05,0.48491,0.33352,38769.7984722755,0.68977395060485,119777.965147453
"FALSE POSITIVE",8557246,"K07895.01",1475,1,15.98,795.8,9.845,7.583,3,2.383,0.002324,4.3952,4.4539,7028.63243132701,7.09881910722145,144867.928571429
"FALSE POSITIVE",8560280,"K07896.01",1369,1,5.223,727.6,9.902,-18.65,0,-28.85,-0.009564,10.27,-8.9603,63923.1034276127,5.22170185628839,766350.360205832
"FALSE POSITIVE",8560927,"K07897.01",4338,1,5.705,54.51,3.214,2.9,0,5.318,-9.372e-05,2.7116,2.3943,39149.308212913,0.362604998118737,93785.8340336134
"FALSE POSITIVE",8565912,"K07898.01",-1,1,1.804,320800,275.6,96.01,0,-0.2413,-0.07779,0.1374,-0.062347,-1.01218,-3.6689295,84163866.2900188
"FALSE POSITIVE",8587439,"K07899.01",2319,1,1.351,140.8,3.27,-7.081,0,-29.36,0.0006642,8.2471,-7.7421,197671.213837974,0.4162090998361,108056.719128329
"FALSE POSITIVE",8590776,"K07900.01",791.9,1,0.1774,178.4,3.666,2.991,0,0.9524,0.0003813,0.66952,-0.53466,98851.1915351569,0.17749356306456,74940.2265100671
"FALSE POSITIVE",8639155,"K07902.01",32350,1,0.838,192.7,4.241,9.228,0,2.687,-6.909e-05,4.2264,0.28729,85966.1670900648,1.47279619909668,304560.176870748
"CANDIDATE",8677057,"K07903.01",28110,1,0.01049,78.4,3.388,8.313,1,0.4712,-2.418e-05,0.69092,-0.19725,58684.3127978101,0.190434054758993,102840.185779817
"FALSE POSITIVE",8686761,"K07904.01",637.7,1,6.361,246.6,6.645,4.926,3,1.977,0.0003531,4.5386,4.5528,30231.2362431367,0.389395008077109,95451.3595744681
"CANDIDATE",8702537,"K07905.01",8720,1,0.3779,27.99,2.974,8.13,0,0.955,-1.25e-05,1.8278,0.20151,77272.849440135,0.479594576858135,141189.63836478
"FALSE POSITIVE",8703491,"K07906.01",31720,1,0.601,193.1,4.138,-13.35,0,0,0,7.8747,5.2246,121682.306093157,1.57463408779266,0
"FALSE POSITIVE",8703506,"K07907.01",84.87,1,1.046,1608,5.283,2.491,0,1.727,-0.005699,6.6929,1.7579,67539.786338125,3.45314858493273,215652.836538462
"FALSE POSITIVE",8712863,"K07908.01",36730,1,0.002414,14.98,5.711,6.357,0,0.9486,-1.717e-05,0.17578,0.18462,46455.0292244613,0.528385341865288,303083.466216216
"FALSE POSITIVE",8749844,"K07909.01",203.8,1,1.804,286.4,6.234,4.358,0,-0.9931,0.0002142,0.54498,0.057988,100390.16289648,0.260274814020796,135026.018018018
"FALSE POSITIVE",8750503,"K07910.01",7116,1,9.153e-70,108.9,2.716,2.801,0,-2.843,-0.0001559,0.97208,-0.66103,58337.9387584426,0.528402739471479,108462.342995169
"FALSE POSITIVE",8757213,"K07911.01",530.8,1,8.307,497,5.593,5.17,0,-1.08,-0.0009091,0.23792,-0.19951,26948.18210196,0.26683300018115,76522.6575809199
"FALSE POSITIVE",8761550,"K07912.01",194.8,1,1.297,139.3,4.358,4.986,0,-0.9103,0,1.6378,-1.676,69595.9224646185,0.854592898020657,130757.956395349
"FALSE POSITIVE",8873450,"K07913.01",167.8,1,1.539,1631,10.08,5.037,0,0.1616,0.0003594,1.1323,0.029551,31290.1907097903,0.156483316080535,189742.794117647
"FALSE POSITIVE",8880003,"K07914.01",1205,1,17.09,673.8,9.54,6.243,3,1.501,-0.001753,2.249,1.7652,7359.09582602857,1.61709670977761,186585.152892562
"CANDIDATE",8880317,"K07915.01",433.3,1,0.008711,234,4.795,0.613,0,-2.818,-0.0001112,0,0,42699.3869139101,0.830219949054313,16282.7209386282
"FALSE POSITIVE",8953296,"K07916.01",48190,1,1.708,216500,678.3,0,10,0.07387,-0.0001047,0.0066337,0.040056,12728458.9579672,89.0915355814081,389846732.758621
"FALSE POSITIVE",8962007,"K07917.01",20730,1,0.4552,47.5,3.115,-15.58,0,11,-0.001755,7.1607,1.4167,114740.719106957,0.354192086895933,121868.752021563
"FALSE POSITIVE",9021047,"K07919.01",216.5,1,3.54,2875,20.17,6.965,0,-7.7,-0.01897,11.527,-5.294,95849.3332497568,5.82574226224172,268501.781065089
"CANDIDATE",9043947,"K07920.01",25980,1,0.01202,20.56,3.334,9.737,0,0.3312,-8.246e-06,0.44513,-0.070297,91309.8644545367,0.53613814578323,114928.435443038
"FALSE POSITIVE",9079587,"K07921.01",345.6,1,7.529,2010,6.045,6.362,0,0.9664,-0.003365,3.9856,-1.9593,25891.5907508207,2.80698520695361,80276.6749116608
"FALSE POSITIVE",9079915,"K07922.01",24040,1,0.5013,49.18,3.321,7.977,0,5.699,8.684e-05,2.7483,2.9544,85764.5198942127,0.968350298506216,145108.85942492
"CANDIDATE",9084569,"K07923.01",483.4,1,4.446,182.5,8.355,2.855,0,1.885,-0.0002785,0.59614,-0.63648,25507.0775475547,1.61765210819057,130144.756446991
"CANDIDATE",9087580,"K07924.01",25330,1,0.8859,97.44,4.19,6.975,1,-0.1084,4.816e-06,1.3826,-1.4839,75715.8436658741,0.354968981355476,126300.194444444
"CANDIDATE",9099607,"K07925.01",9730,1,0.07984,47.7,4.359,3.793,0,-0.4263,0.0001151,0.61605,-0.68694,100565.587527112,0.309994419452118,103024.630385488
"FALSE POSITIVE",9101271,"K07926.01",170.5,1,3.287,48820,712.4,110.5,0,0.2229,0.001042,0.010353,0.1036,25935.068490731,84.9965934427519,12188013.9410188
"FALSE POSITIVE",9118340,"K07927.01",18850,1,1.359,633.7,3.407,-5.226,0,-43.78,-0.0001697,4.9139,-4.6032,142909.005075596,0.534452231629233,182378.670682731
"CANDIDATE",9142714,"K07928.01",78.11,1,0.1765,370.2,9.981,-1.086,0,-0.8341,0.0008412,0.095027,-0.064401,36763.4473924011,0.0235790423957754,35555.4515625
"FALSE POSITIVE",9159198,"K07929.01",26430,1,4.015,54.84,6.204,-0.1669,0,-0.6006,-0.000217,1.9984,-1.8156,61637.3769416547,2.14987985139479,101814.1901566
"CANDIDATE",9210820,"K07930.01",592.3,1,1.74,509.6,6.319,2.905,0,0.2985,-0.0001993,0.17033,-0.023047,34370.7795635318,0.598203913506134,113649.982587065
"CANDIDATE",9227215,"K07931.01",234.4,1,0.0006536,319,5.318,5.65,0,-2.021,0.0003499,1.2193,0.32526,20073.1440323758,3.91688385480021,79484.893728223
"CANDIDATE",9278575,"K07932.01",379.2,1,2.839,134.1,5.435,-2.121,0,1.597,-0.0002683,3.4759,-3.3044,25812.426126728,0.485072591602448,94456.7851239669
"FALSE POSITIVE",9347066,"K07933.01",1838,1,0.7816,126.8,2.985,-0.4613,0,0.4058,0.0002667,0.58831,0.085203,103703.934101595,0.339895328859201,121731.095490716
"CANDIDATE",9390228,"K07934.01",914.1,1,0.6852,587.4,3.504,5.574,0,-3.227,-4.784e-05,0.57919,-0.17661,238433.601602242,0.128452397708444,102389.585746102
"FALSE POSITIVE",9392016,"K07935.01",403.7,1,5.994,290.5,4.654,5.125,0,0.7026,-0.0001251,0.63,0.36078,27815.977978915,1.62400365405733,106544.907192575
"FALSE POSITIVE",9429631,"K07937.01",6277,1,0.622,95.16,2.842,0.08915,0,-12.24,-7.235e-05,5.1628,-5.212,142983.969311804,0.210069512489384,111578.036407767
"CANDIDATE",9469494,"K07938.01",709.5,1,1.464,83.98,5.22,4.738,0,1.371,-0.0001387,2.2863,0.50189,38783.2373155946,0.763717164018726,168234.010948905
"FALSE POSITIVE",9518558,"K07939.01",8985,1,0.6076,210.1,5.459,1.709,0,2.743,-0.000243,0.94123,-0.77095,263850.79805018,0.365865763338011,185532.819277108
"CANDIDATE",9521317,"K07940.01",89.69,1,0.5327,317.9,5.128,3.06,0,0.5768,0.000307,1.8327,1.6729,146809.734410098,0.32475466255782,180909.960784314
"FALSE POSITIVE",9529148,"K07942.01",820.9,1,0.6533,232.8,3.126,5.991,0,-1.063,-6.837e-08,1.8466,-0.44358,141927.968593366,0.225152785933484,86021.2197392924
"FALSE POSITIVE",9531850,"K07943.01",5969,1,0.5442,2288,3.256,-8.533,0,0.7996,0.0001112,8.7804,4.0551,45532.839288906,1.09597545196116,1360821.94690266
"FALSE POSITIVE",9541094,"K07944.01",46850,1,1.039,36.1,3.851,1.216,0,-0.802,8.67e-05,2.7321,-2.5445,81091.3195504287,1.8211857372159,218637.568720379
"FALSE POSITIVE",9579753,"K07945.01",26070,1,0.7005,112.2,3.374,1.741,0,0.8808,-5.971e-05,3.3486,-3.5939,75602.2047287822,0.339737060918404,562557.897934387
"FALSE POSITIVE",9588880,"K07946.01",98.55,1,0.103,1802,13.91,-0.05806,0,-0.4511,0.0001014,0.86333,0.19221,48741.0116421328,0.206470422155468,151565.590163934
"FALSE POSITIVE",9592831,"K07947.01",19920,1,1.225,283.6,3.321,-1.089,0,14.81,4.153e-05,5.8007,5.6304,44063.0398172843,0.339358569584,63076.8281036835
"FALSE POSITIVE",9602658,"K07948.01",15580,1,3.079,123.3,3.006,-0.4147,0,-2.157,-9.696e-05,1.8998,-1.6652,72237.2077151818,0.329561219491153,101259.761487965
"CANDIDATE",9604563,"K07949.01",16960,1,0.07235,56.73,3.507,4.979,0,-0.4322,-0.0001423,1.4817,0.44064,89336.792923889,0.346426987300759,98226.2420382165
"FALSE POSITIVE",9639021,"K07950.01",10830,1,0.9046,53.46,4.618,1.565,0,-0.894,-6.34e-05,2.291,-1.6771,146853.044884541,0.336842847327351,135643.748538012
"CANDIDATE",9640649,"K07951.01",22630,1,0.4598,142.3,3.487,4.429,0,-0.6745,-0.000217,1.0824,-0.95664,84938.7823448874,0.283430544175642,111933.292270531
"FALSE POSITIVE",9643210,"K07952.01",230.5,1,3.651,1096,7.347,2.599,0,-0.7468,0.00072,0.27085,-0.47973,15550.4004173442,2.5541673846021,232962.326633166
"CANDIDATE",9650579,"K07953.01",588.1,1,11.15,366.4,5.474,2.412,0,-0.7416,-0.0001167,1.4322,-0.52501,14883.5178736555,0.624058926076582,98436.6751592357
"CANDIDATE",9650762,"K07954.01",714.5,1,4.856,509.7,6.027,7.493,0,-0.6157,0.0001654,1.924,-1.7343,22370.0269956651,2.73991025691676,153547.380794702
"FALSE POSITIVE",9651155,"K07955.01",1644,1,1.699,32280,14.2,19.98,0,-0.1309,-0.0007564,0.0098793,-0.02245,655092.055977843,19.5497606356142,2331055.47738693
"FALSE POSITIVE",9656547,"K07956.01",28370,1,1.175,87.77,3.512,-16.86,0,-23.8,0.001148,0,0,93570.7824347481,0.440706454067281,115064.813895782
"FALSE POSITIVE",9658192,"K07957.01",10370,1,0.5413,44.57,3.11,-7.604,0,34.89,-0.00142,7.7235,6.797,156724.752573978,0.295541050947584,110595.064439141
"FALSE POSITIVE",9710611,"K07958.01",148.9,1,0.0699,132.1,9.248,4.08,0,1.512,5.237e-05,1.2399,-0.75658,43756.7855758046,0.181511972816104,82442.3623445826
"FALSE POSITIVE",9710626,"K07959.01",483.6,1,8.178,1781,5.576,4.103,0,1.981,-0.001462,4.0576,3.6459,12636.131830422,2.00101775824775,82277.8938053097
"FALSE POSITIVE",9710792,"K07960.01",595.2,1,3.347,760.4,6.332,4.382,0,-0.6757,-0.0007846,0.7737,-0.82483,23696.8443706892,3.7401571719007,127906.396694215
"FALSE POSITIVE",9770983,"K07961.01",6211,1,0.00544,76.5,3.15,4.586,0,1.489,0.0002201,3.0171,2.3701,135236.299623883,0.301707490163908,55842.1176470588
"FALSE POSITIVE",9777089,"K07962.01",3169,1,3.279,148.2,2.983,-0.2026,0,-1.596,0.0007754,10.801,-3.1894,98773.9294354528,0.55824254597936,144697.313664596
"FALSE POSITIVE",9777990,"K07963.01",748.3,1,3.196,2170,3.335,6.979,0,-1.373,-0.002254,1.9756,-0.51349,42628.8816090656,1.19802125876014,70916.5304878049
"FALSE POSITIVE",9813678,"K07964.01",7730,1,0.6545,33100,54.65,210.9,0,-0.251,0.001153,0.37169,0.26652,317068.010897814,46.3269562133825,9595549.38271605
"FALSE POSITIVE",9826551,"K07965.01",3284,1,0.346,44.96,4.209,-30.85,0,-5.398,-0.004182,11.599,-0.80078,191097.592709622,0.425539580438719,161508.85467128
"FALSE POSITIVE",9838537,"K07966.01",58690,1,2.234,29.5,3.583,0.8295,0,-5.254,-9.592e-05,2.1712,1.6765,105598.478545109,0.855818745253625,183599.334645669
"FALSE POSITIVE",9838761,"K07967.01",22870,1,1.147,150.6,4.44,1.912,0,5.48,7.128e-05,2.683,-1.4931,89371.8057064671,0.335500015319091,85954.8287292818
"FALSE POSITIVE",9839062,"K07968.01",299.7,1,1.798,4917,40.51,35.84,0,0.3177,0.0006379,0.12491,0.22473,180632.989471445,16.5156917063122,779407.646076795
"FALSE POSITIVE",9851983,"K07969.01",32560,1,3.53,173.7,3.329,7.758,0,3.454,1.421e-06,0.25295,0.16781,127542.539868812,0.73129837788851,194255.620833333
"CANDIDATE",9873004,"K07970.01",11500,1,0.01489,207.2,3.188,6.003,0,-1.614,0.0005526,0.6724,-0.68415,148381.358149269,0.290382639576362,125336.091152815
"FALSE POSITIVE",9899216,"K07971.01",42310,1,2.141,10.89,3.826,2.208,0,0.5574,2.664e-05,3.4092,3.5435,121874.885677703,2.71452076636671,137502.332352941
"FALSE POSITIVE",9899256,"K07972.01",34930,1,1.03,32.82,3.648,3.053,0,-0.7103,-2.77e-05,1.594,1.3164,88206.7134885383,0.516269884314632,105943.793650794
"FALSE POSITIVE",9899345,"K07973.01",2293,1,2.707,1945,5.57,-4.904,0,0.1205,-0.001901,1.0297,0.91977,467545.368387799,25.3239980085848,541507.55787037
"FALSE POSITIVE",9899621,"K07974.01",35800,1,2.217,59.54,3.075,2.212,0,-0.5254,0.0001063,3.1594,2.4513,110640.983062106,0.58330844364518,150287.215434084
"FALSE POSITIVE",9899623,"K07975.01",38580,1,1.779,91.95,3.39,-0.1777,0,1.25,0.0002472,4.4235,0.54298,91725.3484770263,0.995832640554943,114418.965770171
"CANDIDATE",9906688,"K07976.01",5496,1,1.494,149.4,3.49,4.789,0,0.838,0.00015,1.9277,-1.941,108213.475695044,0.27681592905252,114230.276283619
"FALSE POSITIVE",9912977,"K07977.01",-1,1,2.683,277300,1492,650.1,0,0.04714,-0.002814,0.090582,-0.0032912,-0.943925,-2.7493398,467469079.079079
"CANDIDATE",9938836,"K07978.01",6421,1,0.05389,39.24,3.427,3.208,0,-4.467,-5.273e-06,0.85321,-0.35172,85705.1554171973,0.413196506775056,109157.487179487
"FALSE POSITIVE",9941425,"K07979.01",18110,1,0.8724,38.52,8.183,4.392,0,-10.55,0.0002832,9.0323,-5.9654,156764.370103711,1.26998436179013,306064.738562091
"FALSE POSITIVE",9959368,"K07980.01",46180,1,1.999,63.84,3.627,1.397,0,0.754,0.0001715,2.7546,2.1302,73133.3044284797,0.695753888012509,116199.054590571
"FALSE POSITIVE",9959765,"K07981.01",39810,1,2.484,34.66,3.241,-0.3617,0,2.595,9.167e-05,6.2616,4.7659,80372.2871653819,0.698731661619835,151477.220064725
"CANDIDATE",10011213,"K07982.01",364.3,1,4.982,1193,5.647,5.525,0,-0.5977,-4.056e-06,1.3716,-0.77031,19680.7654101532,4.89528495245327,87800.2317757009
"FALSE POSITIVE",10014875,"K07983.01",483.8,1,8.446,719.1,5.24,2.004,0,-0.7497,0.0001048,4.1961,-3.8082,20360.9915485878,0.528740830711943,76286.7349593496
"FALSE POSITIVE",10031643,"K07984.01",6382,1,3.092,117,3.069,2.115,0,1.161,-7.891e-05,1.7466,-1.2509,64767.5093682377,0.289385435470127,82845.9841269841
"FALSE POSITIVE",10090151,"K07985.01",35510,1,1.402,1676,21.34,27.68,0,-0.4838,-0.0002371,2.7626,-1.756,565318.840533131,11.6609091403554,2803195.5952381
"CANDIDATE",10128825,"K07986.01",21550,1,0.5759,37.11,3.841,6.518,0,1.985,-1.779e-05,0.77977,-0.17574,92351.6672505494,0.42765628080112,109175.395833333
"FALSE POSITIVE",10147276,"K07987.01",28670,1,0.5253,129.5,3.749,4.885,0,-5.614,-0.0007161,4.9969,-3.894,76330.8061459047,0.535960717705085,148348.179245283
"FALSE POSITIVE",10155286,"K07988.01",100.4,1,1.323,654.8,5.253,4.752,0,0.007056,-0.0002919,1.694,1.3739,115993.12721948,0.321785949576632,523834.911111111
"FALSE POSITIVE",10156110,"K07989.01",6506,1,0.01126,64.21,3.253,1.582,0,8.875,-0.0002281,3.434,3.3785,97312.8848863051,0.321495921754329,105658.038116592
"CANDIDATE",10160922,"K07990.01",616.4,1,0.05052,486.8,3.795,3.957,0,3.288,-0.001386,1.7362,-1.4488,54049.2252946846,0.442520765857994,98548.1234309623
"CANDIDATE",10198225,"K07991.01",9073,1,2.183,63.32,2.92,6.233,0,-0.8589,-8.63e-06,1.2083,0.71779,67407.0312059139,0.652099732518778,262470.116666667
"CANDIDATE",10214341,"K07992.01",383.6,1,4.185,381,6.614,0.741,0,0.4377,0.001129,3.255,2.6578,29517.0649409299,0.407484752200788,117427.592039801
"FALSE POSITIVE",10219288,"K07993.01",789.8,1,2.116,446.9,4.519,2.454,0,-0.3492,-6.979e-06,0,0,1894.32105959078,12.5692072260614,121531.406169666
"FALSE POSITIVE",10226343,"K07994.01",-1,1,1.931,445.7,3.251,3.494,0,-0.06913,-0.0001046,3.5752,-3.3321,-0.66065,-3.5107757,532790.766629087
"FALSE POSITIVE",10263598,"K07995.01",1255,1,1.613,304.3,3.729,5.911,0,-0.0683,-0.0003447,0.12239,-0.12543,73355.7813781892,0.974850370339558,531068.17264574
"FALSE POSITIVE",10266860,"K07996.01",12100,1,1.311,33.59,3.497,3.076,0,-3.732,0.0001915,7.8647,-1.1663,127050.595550578,0.400416835719957,124399.771653543
"FALSE POSITIVE",10321927,"K07997.01",336.4,1,2.83,548.3,5.178,2.655,0,4.569,-0.0001702,5.8816,1.3915,35292.6819883356,0.207001337571999,193481.587755102
"CANDIDATE",10321972,"K07998.01",506.7,1,3.701,1114,6.018,3.17,0,-0.7209,0.0009174,1.8408,0.75547,8133.890990463,2.45438533787118,395650.583333333
"FALSE POSITIVE",10322797,"K07999.01",41510,1,1.524,32.66,5.749,8.756,0,-2.055,7.62e-05,1.2347,-0.7535,98313.4735801829,1.10384857595625,146297.527777778
"CANDIDATE",10331279,"K08000.01",1407,1,9.477,410.6,5.313,1.543,0,-0.3402,0.000405,1.5858,0.05341,30649.0131395632,0.64665293585945,126318.311170213
"FALSE POSITIVE",10338529,"K08002.01",506.8,1,4.491,437.5,4.592,4.255,0,1.063,-0.0008816,0.94643,0.2543,40683.3603821369,0.267795112213497,87096.6880733945
"FALSE POSITIVE",10340212,"K08003.01",57230,1,2.785,274.8,3.464,1.979,3,3.603,0.0003406,0.037346,-0.16643,27843.0425344116,0.0572216069996779,101179.73347548
"FALSE POSITIVE",10383729,"K08004.01",44320,1,1.065,55.55,6.657,7.371,0,1.369,2.618e-05,0.34366,-0.16571,69293.8812475236,0.801678487505534,109256.597701149
"FALSE POSITIVE",10389280,"K08005.01",528.2,1,7.009,59.34,7.196,0,0,-9.572,2.677e-05,8.2377,6.0055,34076.8002033,0.70933838441295,23424.1975369458
"FALSE POSITIVE",10397315,"K08006.01",9894,1,0.6783,56.43,3.42,1.755,0,-4.442,0.0004337,6.9104,0.74853,150782.596656398,0.30476287784722,125809.433862434
"CANDIDATE",10403228,"K08007.01",1085,1,2.494,2331,60.61,1.563,0,0.5999,0.0005082,0.30247,0.17316,19475.0862747472,5.4979967643929,323470.387755102
"FALSE POSITIVE",10405224,"K08008.01",58200,1,1.852,73.88,4.033,2.483,1,-0.3368,0.0001343,0.53168,0.23613,60799.2473076272,0.975881989177589,90840.5086042065
